protein_ID	transcript_ID	gene_ID
XP_030829834.1	rna-XM_030973974.1	LOC115919782
XP_030829835.1	rna-XM_030973975.1	LOC115919783
XP_030830828.1	rna-XM_030974968.1	LOC115918355
XP_030829589.1	rna-XM_030973729.1	LOC100890540
XP_030829588.1	rna-XM_030973728.1	LOC100890540
XP_030829591.1	rna-XM_030973731.1	LOC100890540
XP_030829590.1	rna-XM_030973730.1	LOC100890540
XP_030830079.1	rna-XM_030974219.1	LOC115919825
XP_030830078.1	rna-XM_030974218.1	LOC115919824
XP_030829925.1	rna-XM_030974065.1	LOC587883
XP_030829926.1	rna-XM_030974066.1	LOC587883
XP_030829836.1	rna-XM_030973976.1	LOC115919784
XP_030829770.1	rna-XM_030973910.1	LOC587935
XP_030829771.1	rna-XM_030973911.1	LOC580377
XP_030829772.1	rna-XM_030973912.1	LOC580377
XP_030829773.1	rna-XM_030973913.1	LOC115919762
XP_030829774.1	rna-XM_030973914.1	LOC115919762
XP_030830573.1	rna-XM_030974713.1	LOC115919958
XP_030830895.1	rna-XM_030975035.1	LOC115920068
XP_011678644.2	rna-XM_011680342.2	LOC100891082
XP_030829837.1	rna-XM_030973977.1	LOC115919785
XP_030830753.1	rna-XM_030974893.1	LOC115920030
XP_030829839.1	rna-XM_030973979.1	LOC115919786
XP_030830667.1	rna-XM_030974807.1	LOC115919998
XP_030830666.1	rna-XM_030974806.1	LOC115919997
XP_030830669.1	rna-XM_030974809.1	LOC115920000
NP_001073022.2	rna-NM_001079554.2	dd185
XP_030829521.1	rna-XM_030973661.1	dd185
NP_001073026.1	rna-NM_001079558.1	LOC753087
XP_030830668.1	rna-XM_030974808.1	LOC115919999
XP_011664664.2	rna-XM_011666362.2	LOC100890500
XP_030830545.1	rna-XM_030974685.1	LOC100891695
XP_011674407.1	rna-XM_011676105.2	LOC589523
XP_030829605.1	rna-XM_030973745.1	LOC589523
XP_030829608.1	rna-XM_030973748.1	LOC582025
XP_030829607.1	rna-XM_030973747.1	LOC575774
XP_030829606.1	rna-XM_030973746.1	LOC575774
XP_030829742.1	rna-XM_030973882.1	LOC589670
XP_030829744.1	rna-XM_030973884.1	LOC589670
XP_030829743.1	rna-XM_030973883.1	LOC589670
XP_030830180.1	rna-XM_030974320.1	LOC100889787
XP_030829841.1	rna-XM_030973981.1	LOC115919787
XP_030829842.1	rna-XM_030973982.1	LOC115919788
XP_030829635.1	rna-XM_030973775.1	LOC373229
XP_030829634.1	rna-XM_030973774.1	LOC373229
XP_030829636.1	rna-XM_030973776.1	LOC373229
XP_030829637.1	rna-XM_030973777.1	LOC115919738
XP_030830638.1	rna-XM_030974778.1	LOC586137
XP_030830637.1	rna-XM_030974777.1	LOC586137
NP_999713.1	rna-NM_214548.1	LOC373341
NP_999712.1	rna-NM_214547.1	LOC373340
XP_030830283.1	rna-XM_030974423.1	LOC594477
XP_797255.2	rna-XM_792162.5	LOC592650
XP_011660408.1	rna-XM_011662106.2	LOC592650
XP_030830281.1	rna-XM_030974421.1	LOC100889087
XP_030830682.1	rna-XM_030974822.1	LOC115918351
XP_030830681.1	rna-XM_030974821.1	LOC115918351
XP_785208.2	rna-XM_780115.4	LOC580034
XP_030830506.1	rna-XM_030974646.1	LOC115919932
XP_030829844.1	rna-XM_030973984.1	LOC100892242
XP_030829638.1	rna-XM_030973778.1	LOC105442959
XP_011673956.1	rna-XM_011675654.2	LOC100891954
XP_030830611.1	rna-XM_030974751.1	LOC583460
XP_030830612.1	rna-XM_030974752.1	LOC115919978
XP_030829846.1	rna-XM_030973986.1	LOC590026
XP_030830523.1	rna-XM_030974663.1	LOC115919936
XP_030830850.1	rna-XM_030974990.1	LOC115920056
XP_030829848.1	rna-XM_030973988.1	LOC105447417
XP_030829849.1	rna-XM_030973989.1	LOC100891020
XP_003727734.2	rna-XM_003727686.3	LOC100890804
XP_030830808.1	rna-XM_030974948.1	LOC583320
XP_800219.1	rna-XM_795126.5	LOC583297
XP_030830697.1	rna-XM_030974837.1	LOC752458
XP_030830700.1	rna-XM_030974840.1	LOC752458
XP_030830696.1	rna-XM_030974836.1	LOC752458
XP_030830698.1	rna-XM_030974838.1	LOC752458
XP_003730527.3	rna-XM_003730479.3	LOC100893457
XP_030829884.1	rna-XM_030974024.1	LOC100893457
XP_030829883.1	rna-XM_030974023.1	LOC100893457
XP_030830444.1	rna-XM_030974584.1	LOC578021
XP_030829850.1	rna-XM_030973990.1	LOC105438910
XP_030830169.1	rna-XM_030974309.1	LOC115919853
XP_030830170.1	rna-XM_030974310.1	LOC115919853
XP_030830171.1	rna-XM_030974311.1	LOC115919853
XP_030830167.1	rna-XM_030974307.1	LOC115919852
XP_030830168.1	rna-XM_030974308.1	LOC115919852
XP_030830702.1	rna-XM_030974842.1	LOC577809
XP_030829851.1	rna-XM_030973991.1	LOC577875
XP_782545.4	rna-XM_777452.5	LOC577208
XP_030829747.1	rna-XM_030973887.1	LOC577208
XP_030829745.1	rna-XM_030973885.1	LOC100891320
XP_030830484.1	rna-XM_030974624.1	LOC584366
XP_030829853.1	rna-XM_030973993.1	LOC115919789
XP_030830090.1	rna-XM_030974230.1	LOC100893887
XP_011661625.2	rna-XM_011663323.2	LOC105437092
XP_030830091.1	rna-XM_030974231.1	LOC105437092
XP_030830823.1	rna-XM_030974963.1	LOC105442819
XP_030829677.1	rna-XM_030973817.1	LOC582830
XP_030829679.1	rna-XM_030973819.1	LOC582830
XP_030829678.1	rna-XM_030973818.1	LOC582830
XP_030829680.1	rna-XM_030973820.1	LOC582830
XP_030829854.1	rna-XM_030973994.1	LOC582799
XP_003725907.1	rna-XM_003725859.3	LOC582738
XP_011673723.1	rna-XM_011675421.2	LOC582738
XP_030830743.1	rna-XM_030974883.1	LOC582706
XP_787679.4	rna-XM_782586.5	LOC582642
XP_011678808.1	rna-XM_011680506.2	LOC578168
XP_003724010.1	rna-XM_003723962.3	LOC578168
XP_783450.2	rna-XM_778357.5	LOC578168
XP_030830255.1	rna-XM_030974395.1	LOC115919861
XP_030829859.1	rna-XM_030973999.1	LOC578090
XP_783676.2	rna-XM_778583.5	LOC578414
XP_030830848.1	rna-XM_030974988.1	LOC763532
XP_787210.1	rna-XM_782117.5	LOC582150
XP_030830246.1	rna-XM_030974386.1	LOC100889292
XP_011669066.1	rna-XM_011670764.1	LOC105440512
XP_011669063.1	rna-XM_011670761.2	LOC578649
XP_030830582.1	rna-XM_030974722.1	LOC578713
XP_030830583.1	rna-XM_030974723.1	LOC578713
XP_030830584.1	rna-XM_030974724.1	LOC578713
XP_784201.1	rna-XM_779108.5	LOC578973
XP_030830801.1	rna-XM_030974941.1	LOC577886
XP_030830803.1	rna-XM_030974943.1	LOC577886
XP_030830802.1	rna-XM_030974942.1	LOC577886
XP_030830804.1	rna-XM_030974944.1	LOC105441213
NP_001123287.1	rna-NM_001129815.1	E2E3
XP_030830141.1	rna-XM_030974281.1	LOC594798
XP_030830142.1	rna-XM_030974282.1	LOC115919844
XP_792401.3	rna-XM_787308.5	LOC587591
XP_003725538.2	rna-XM_003725490.3	LOC100891441
XP_030829861.1	rna-XM_030974001.1	LOC576041
XP_030830825.1	rna-XM_030974965.1	LOC100891813
XP_030830827.1	rna-XM_030974967.1	LOC105445701
XP_030830221.1	rna-XM_030974361.1	LOC548617
XP_030830415.1	rna-XM_030974555.1	LOC576775
XP_030830206.1	rna-XM_030974346.1	LOC105445671
XP_030830205.1	rna-XM_030974345.1	LOC105445671
XP_030830207.1	rna-XM_030974347.1	LOC105445671
XP_030830208.1	rna-XM_030974348.1	LOC105445671
XP_030830209.1	rna-XM_030974349.1	LOC105445671
XP_030830210.1	rna-XM_030974350.1	LOC105445671
XP_796327.2	rna-XM_791234.5	LOC591682
XP_789887.2	rna-XM_784794.5	LOC584950
XP_030830707.1	rna-XM_030974847.1	LOC584991
XP_030830603.1	rna-XM_030974743.1	LOC586781
XP_030830470.1	rna-XM_030974610.1	LOC590453
XP_030830471.1	rna-XM_030974611.1	LOC590453
XP_792732.4	rna-XM_787639.5	LOC587932
XP_030829546.1	rna-XM_030973686.1	LOC592705
XP_030829550.1	rna-XM_030973690.1	LOC580601
XP_030829549.1	rna-XM_030973689.1	LOC580601
XP_030829547.1	rna-XM_030973687.1	LOC580601
XP_030829548.1	rna-XM_030973688.1	LOC580601
XP_030829551.1	rna-XM_030973691.1	LOC580601
XP_030829555.1	rna-XM_030973695.1	LOC580601
XP_030829552.1	rna-XM_030973692.1	LOC580601
XP_030829553.1	rna-XM_030973693.1	LOC580601
XP_030829556.1	rna-XM_030973696.1	LOC580601
XP_030829557.1	rna-XM_030973697.1	LOC580601
XP_781909.1	rna-XM_776816.5	LOC576516
XP_003727803.1	rna-XM_003727755.3	LOC100890432
XP_003727802.2	rna-XM_003727754.3	LOC100890364
XP_030830201.1	rna-XM_030974341.1	LOC588928
XP_030830200.1	rna-XM_030974340.1	LOC588928
XP_030830199.1	rna-XM_030974339.1	LOC588928
XP_030830191.1	rna-XM_030974331.1	LOC588928
XP_030830190.1	rna-XM_030974330.1	LOC588928
XP_030830193.1	rna-XM_030974333.1	LOC588928
XP_030830189.1	rna-XM_030974329.1	LOC588928
XP_030830195.1	rna-XM_030974335.1	LOC588928
XP_030830192.1	rna-XM_030974332.1	LOC588928
XP_030830188.1	rna-XM_030974328.1	LOC588928
XP_030830187.1	rna-XM_030974327.1	LOC588928
XP_030830197.1	rna-XM_030974337.1	LOC588928
XP_030830194.1	rna-XM_030974334.1	LOC588928
XP_030830186.1	rna-XM_030974326.1	LOC588928
XP_030830196.1	rna-XM_030974336.1	LOC588928
XP_030830198.1	rna-XM_030974338.1	LOC588928
XP_011673506.2	rna-XM_011675204.2	LOC100889575
XP_030829862.1	rna-XM_030974002.1	LOC115919792
XP_791136.5	rna-XM_786043.5	LOC586255
XP_011673509.2	rna-XM_011675207.2	LOC586255
XP_011673510.2	rna-XM_011675208.2	LOC586255
XP_030830218.1	rna-XM_030974358.1	LOC583569
XP_030830219.1	rna-XM_030974359.1	LOC115919856
XP_030830254.1	rna-XM_030974394.1	LOC583530
XP_003723726.1	rna-XM_003723678.3	LOC583511
XP_030829863.1	rna-XM_030974003.1	LOC105445086
XP_030830047.1	rna-XM_030974187.1	LOC584505
XP_011673516.1	rna-XM_011675214.2	LOC752681
XP_001176225.1	rna-XM_001176225.4	LOC752681
XP_011673514.1	rna-XM_011675212.2	LOC752681
XP_011673513.1	rna-XM_011675211.2	LOC752681
XP_011673515.1	rna-XM_011675213.2	LOC752681
XP_011673517.1	rna-XM_011675215.2	LOC752681
XP_030830253.1	rna-XM_030974393.1	LOC100889115
XP_030830824.1	rna-XM_030974964.1	LOC100891092
XP_030829864.1	rna-XM_030974004.1	LOC580869
XP_030830175.1	rna-XM_030974315.1	LOC762446
XP_030830606.1	rna-XM_030974746.1	LOC582078
XP_030829865.1	rna-XM_030974005.1	LOC580972
XP_030830131.1	rna-XM_030974271.1	LOC576924
XP_782456.4	rna-XM_777363.5	LOC577113
XP_011680734.2	rna-XM_011682432.2	LOC577239
XP_011680733.2	rna-XM_011682431.2	LOC577239
XP_782573.4	rna-XM_777480.5	LOC577239
XP_030829662.1	rna-XM_030973802.1	LOC105446087
XP_030829663.1	rna-XM_030973803.1	LOC105446087
XP_030829664.1	rna-XM_030973804.1	LOC105446087
XP_030829667.1	rna-XM_030973807.1	LOC105446087
XP_030829665.1	rna-XM_030973805.1	LOC105446087
XP_030829661.1	rna-XM_030973801.1	LOC105446087
XP_030829666.1	rna-XM_030973806.1	LOC105446087
XP_003726669.2	rna-XM_003726621.3	LOC100889445
XP_030830536.1	rna-XM_030974676.1	LOC100889361
XP_030829868.1	rna-XM_030974008.1	LOC115919793
XP_030829869.1	rna-XM_030974009.1	LOC100893814
XP_030829621.1	rna-XM_030973761.1	LOC592660
XP_030829622.1	rna-XM_030973762.1	LOC105444950
XP_030829996.1	rna-XM_030974136.1	LOC580624
XP_030829997.1	rna-XM_030974137.1	LOC580624
XP_030829872.1	rna-XM_030974012.1	LOC764168
XP_030829543.1	rna-XM_030973683.1	LOC105443411
XP_030829576.1	rna-XM_030973716.1	LOC754267
XP_003730794.2	rna-XM_003730746.2	LOC100892857
XP_030829877.1	rna-XM_030974017.1	LOC115919794
XP_030829878.1	rna-XM_030974018.1	LOC105441448
XP_030830117.1	rna-XM_030974257.1	LOC763697
XP_030830119.1	rna-XM_030974259.1	LOC763697
XP_030830120.1	rna-XM_030974260.1	LOC763697
XP_011678010.2	rna-XM_011679708.2	LOC575703
XP_781182.2	rna-XM_776089.5	LOC575703
XP_030829598.1	rna-XM_030973738.1	LOC115919724
XP_030830271.1	rna-XM_030974411.1	LOC584924
XP_030830272.1	rna-XM_030974412.1	LOC584924
XP_003726614.2	rna-XM_003726566.3	LOC100893315
XP_030829989.1	rna-XM_030974129.1	LOC754028
XP_030829880.1	rna-XM_030974020.1	LOC115919795
XP_011678417.2	rna-XM_011680115.2	LOC581803
XP_030830868.1	rna-XM_030975008.1	LOC575509
XP_780939.3	rna-XM_775846.5	LOC575444
XP_011678008.2	rna-XM_011679706.2	LOC575444
XP_011678009.2	rna-XM_011679707.2	LOC575444
XP_003726613.2	rna-XM_003726565.3	LOC575444
XP_011678005.2	rna-XM_011679703.2	LOC763794
XP_001199885.3	rna-XM_001199885.4	LOC763794
XP_011678002.2	rna-XM_011679700.2	LOC588172
XP_792962.2	rna-XM_787869.5	LOC588172
XP_003729577.2	rna-XM_003729529.3	LOC586013
XP_030829571.1	rna-XM_030973711.1	LOC586013
XP_011665372.2	rna-XM_011667070.2	LOC586013
XP_790921.1	rna-XM_785828.5	LOC586030
XP_030830183.1	rna-XM_030974323.1	LOC115919854
XP_030829727.1	rna-XM_030973867.1	LOC592924
XP_030829725.1	rna-XM_030973865.1	LOC592924
XP_030829728.1	rna-XM_030973868.1	LOC592924
XP_030829729.1	rna-XM_030973869.1	LOC115919751
NP_001116969.1	rna-NM_001123497.1	LOC548620
XP_030829730.1	rna-XM_030973870.1	LOC575433
XP_780795.2	rna-XM_775702.4	LOC575290
XP_030830287.1	rna-XM_030974427.1	LOC584906
XP_030830288.1	rna-XM_030974428.1	LOC584906
XP_030830289.1	rna-XM_030974429.1	LOC584906
XP_789866.3	rna-XM_784773.5	LOC584929
XP_003724698.2	rna-XM_003724650.3	LOC100891950
XP_001185109.1	rna-XM_001185109.4	LOC754298
XP_011666599.2	rna-XM_011668297.2	LOC584989
XP_030830863.1	rna-XM_030975003.1	LOC585018
XP_030829881.1	rna-XM_030974021.1	LOC100892171
XP_030830856.1	rna-XM_030974996.1	LOC586661
XP_030830857.1	rna-XM_030974997.1	LOC586661
XP_030829882.1	rna-XM_030974022.1	LOC591908
XP_030829921.1	rna-XM_030974061.1	LOC115919806
XP_030829922.1	rna-XM_030974062.1	LOC115919806
XP_030829919.1	rna-XM_030974059.1	LOC115919806
XP_030829920.1	rna-XM_030974060.1	LOC115919806
XP_030830602.1	rna-XM_030974742.1	LOC115917985
XP_011662030.2	rna-XM_011663728.2	LOC100894061
XP_030830645.1	rna-XM_030974785.1	LOC100894061
XP_030830644.1	rna-XM_030974784.1	LOC100894061
XP_003724207.2	rna-XM_003724159.3	LOC100888988
XP_030830847.1	rna-XM_030974987.1	LOC105437286
XP_030830846.1	rna-XM_030974986.1	LOC752155
XP_030830845.1	rna-XM_030974985.1	LOC752155
XP_030830844.1	rna-XM_030974984.1	LOC752155
XP_011662032.2	rna-XM_011663730.2	LOC752155
XP_011675645.2	rna-XM_011677343.2	LOC100893961
XP_030830710.1	rna-XM_030974850.1	LOC115920013
XP_003728255.2	rna-XM_003728207.3	LOC100893877
XP_001175790.1	rna-XM_001175790.4	LOC752085
XP_030829887.1	rna-XM_030974027.1	LOC752085
XP_011662025.2	rna-XM_011663723.2	LOC592204
XP_011662026.2	rna-XM_011663724.2	LOC592204
XP_796799.1	rna-XM_791706.5	LOC592170
XP_011662024.2	rna-XM_011663722.2	LOC592170
XP_030830039.1	rna-XM_030974179.1	LOC592170
XP_030829802.1	rna-XM_030973942.1	LOC577430
XP_011662023.2	rna-XM_011663721.2	LOC577367
XP_030830888.1	rna-XM_030975028.1	LOC577367
XP_030830889.1	rna-XM_030975029.1	LOC577367
XP_784204.4	rna-XM_779111.5	LOC578976
XP_030829712.1	rna-XM_030973852.1	LOC754661
XP_030829714.1	rna-XM_030973854.1	LOC754661
XP_030829715.1	rna-XM_030973855.1	LOC754661
XP_030829716.1	rna-XM_030973856.1	LOC754661
XP_030829723.1	rna-XM_030973863.1	LOC593797
XP_030829722.1	rna-XM_030973862.1	LOC593797
XP_030829721.1	rna-XM_030973861.1	LOC593797
XP_030829947.1	rna-XM_030974087.1	LOC593781
XP_030829948.1	rna-XM_030974088.1	LOC593781
XP_030829949.1	rna-XM_030974089.1	LOC593781
XP_030829950.1	rna-XM_030974090.1	LOC593781
XP_030829951.1	rna-XM_030974091.1	LOC586229
XP_011662889.2	rna-XM_011664587.2	LOC586229
XP_011662902.2	rna-XM_011664600.2	LOC586229
XP_791113.2	rna-XM_786020.5	LOC586229
XP_001178525.2	rna-XM_001178525.4	LOC586214
XP_001178341.1	rna-XM_001178341.4	LOC753986
XP_001199380.3	rna-XM_001199380.4	LOC763417
XP_011662936.2	rna-XM_011664634.2	LOC763417
XP_030829749.1	rna-XM_030973889.1	LOC580610
XP_030829808.1	rna-XM_030973948.1	LOC576186
XP_030830640.1	rna-XM_030974780.1	LOC576258
XP_030830429.1	rna-XM_030974569.1	LOC589689
XP_011678753.1	rna-XM_011680451.2	LOC589689
XP_011678752.1	rna-XM_011680450.2	LOC589689
XP_030830491.1	rna-XM_030974631.1	LOC589878
XP_030830842.1	rna-XM_030974982.1	LOC589903
XP_030830843.1	rna-XM_030974983.1	LOC589903
XP_030830114.1	rna-XM_030974254.1	LOC115919836
XP_030830113.1	rna-XM_030974253.1	LOC115919836
XP_030829885.1	rna-XM_030974025.1	LOC105439738
XP_030830616.1	rna-XM_030974756.1	LOC115919983
XP_030830617.1	rna-XM_030974757.1	LOC115919983
XP_030829748.1	rna-XM_030973888.1	LOC763704
XP_030829600.1	rna-XM_030973740.1	LOC105441135
XP_030829895.1	rna-XM_030974035.1	LOC105439737
XP_030829896.1	rna-XM_030974036.1	LOC105439979
XP_030830096.1	rna-XM_030974236.1	LOC115919832
XP_030830891.1	rna-XM_030975031.1	LOC100891511
XP_030830892.1	rna-XM_030975032.1	LOC100891511
XP_030830890.1	rna-XM_030975030.1	LOC100891511
XP_011675363.1	rna-XM_011677061.2	LOC589022
XP_793773.3	rna-XM_788680.5	LOC589022
XP_003726275.2	rna-XM_003726227.3	LOC100891370
XP_030830413.1	rna-XM_030974553.1	LOC100891370
XP_030830794.1	rna-XM_030974934.1	LOC578981
XP_011675359.1	rna-XM_011677057.2	LOC578917
XP_784087.1	rna-XM_778994.5	LOC578850
XP_003726274.1	rna-XM_003726226.3	LOC100891136
XP_011675358.2	rna-XM_011677056.2	LOC100890988
XP_003726273.2	rna-XM_003726225.3	LOC100890988
XP_001192106.3	rna-XM_001192106.4	LOC755844
XP_030829998.1	rna-XM_030974138.1	LOC593680
XP_783974.2	rna-XM_778881.5	LOC578726
XP_030829995.1	rna-XM_030974135.1	LOC594068
XP_030829644.1	rna-XM_030973784.1	LOC579807
XP_030829645.1	rna-XM_030973785.1	LOC579807
XP_030829646.1	rna-XM_030973786.1	LOC579807
XP_030829647.1	rna-XM_030973787.1	LOC579807
XP_030829643.1	rna-XM_030973783.1	LOC579807
XP_030829648.1	rna-XM_030973788.1	LOC579807
XP_030830714.1	rna-XM_030974854.1	LOC105443647
XP_030830572.1	rna-XM_030974712.1	LOC115919957
XP_030829898.1	rna-XM_030974038.1	LOC105443646
XP_011672918.2	rna-XM_011674616.2	LOC585706
XP_011672917.2	rna-XM_011674615.2	LOC100892874
XP_792203.4	rna-XM_787110.5	LOC587381
XP_030830830.1	rna-XM_030974970.1	LOC105440702
XP_011672924.1	rna-XM_011674622.1	LOC105442478
XP_030829905.1	rna-XM_030974045.1	LOC115919798
XP_030830831.1	rna-XM_030974971.1	LOC115918356
XP_030830833.1	rna-XM_030974973.1	LOC115918356
XP_030830832.1	rna-XM_030974972.1	LOC115918356
XP_030830604.1	rna-XM_030974744.1	LOC115919973
XP_030829906.1	rna-XM_030974046.1	LOC115919799
XP_030829908.1	rna-XM_030974048.1	LOC100891081
XP_030829909.1	rna-XM_030974049.1	LOC115919800
XP_030829910.1	rna-XM_030974050.1	LOC115918212
XP_030830744.1	rna-XM_030974884.1	LOC586670
XP_788856.4	rna-XM_783763.5	LOC583871
XP_788839.1	rna-XM_783746.5	LOC583853
XP_030829874.1	rna-XM_030974014.1	LOC763758
XP_011672649.1	rna-XM_011674347.2	LOC763758
XP_003723873.1	rna-XM_003723825.3	LOC763758
XP_030829875.1	rna-XM_030974015.1	LOC763758
XP_030829876.1	rna-XM_030974016.1	LOC763758
XP_790850.4	rna-XM_785757.5	LOC585953
XP_030830704.1	rna-XM_030974844.1	LOC585933
XP_030829760.1	rna-XM_030973900.1	LOC115919757
NP_999828.1	rna-NM_214663.2	rib74
XP_030830181.1	rna-XM_030974321.1	LOC576243
XP_030830805.1	rna-XM_030974945.1	LOC579475
XP_030830806.1	rna-XM_030974946.1	LOC579475
XP_030829944.1	rna-XM_030974084.1	LOC100890288
XP_003723878.2	rna-XM_003723830.3	LOC100890288
XP_003723879.1	rna-XM_003723831.3	LOC583575
XP_030830225.1	rna-XM_030974365.1	LOC764829
XP_030830227.1	rna-XM_030974367.1	LOC583617
XP_030830226.1	rna-XM_030974366.1	LOC583617
XP_030830228.1	rna-XM_030974368.1	LOC583617
XP_788633.2	rna-XM_783540.5	LOC583639
XP_800237.1	rna-XM_795144.5	LOC583662
XP_003723880.1	rna-XM_003723832.3	LOC583662
XP_030829911.1	rna-XM_030974051.1	LOC115919802
XP_030829558.1	rna-XM_030973698.1	LOC105442336
XP_030829946.1	rna-XM_030974086.1	LOC593059
XP_003723884.3	rna-XM_003723836.3	LOC100891456
XP_030829523.1	rna-XM_030973663.1	pabp
NP_001091917.1	rna-NM_001098447.1	pabp
NP_999680.1	rna-NM_214515.2	LOC373273
XP_011672632.1	rna-XM_011674330.2	LOC581413
XP_001201407.3	rna-XM_001201407.4	LOC764855
XP_030830635.1	rna-XM_030974775.1	LOC105438037
XP_800788.3	rna-XM_795695.5	LOC593867
XP_798413.1	rna-XM_793320.5	LOC593861
XP_030829535.1	rna-XM_030973675.1	ago1
NP_001124190.1	rna-NM_001130718.1	ago1
XP_011668812.2	rna-XM_011670510.2	LOC105440414
XP_011663617.1	rna-XM_011665315.2	ago1b
XP_030829525.1	rna-XM_030973665.1	ago1b
NP_001295590.1	rna-NM_001308661.1	ago1b
XP_030830203.1	rna-XM_030974343.1	LOC576993
XP_030830204.1	rna-XM_030974344.1	LOC576993
XP_030829840.1	rna-XM_030973980.1	LOC577053
XP_011666120.2	rna-XM_011667818.2	LOC580383
XP_030829915.1	rna-XM_030974055.1	LOC580324
XP_030830624.1	rna-XM_030974764.1	LOC100893790
XP_030830184.1	rna-XM_030974324.1	LOC580201
XP_785367.4	rna-XM_780274.5	LOC580201
XP_011666117.2	rna-XM_011667815.2	LOC105439144
XP_030830768.1	rna-XM_030974908.1	LOC576045
XP_030830767.1	rna-XM_030974907.1	LOC115920035
XP_030829654.1	rna-XM_030973794.1	LOC754769
XP_030829655.1	rna-XM_030973795.1	LOC754769
XP_030829889.1	rna-XM_030974029.1	LOC574755
XP_030829888.1	rna-XM_030974028.1	LOC574755
XP_030830837.1	rna-XM_030974977.1	LOC100892278
XP_030830836.1	rna-XM_030974976.1	LOC100892278
XP_030830838.1	rna-XM_030974978.1	LOC100892278
XP_030830839.1	rna-XM_030974979.1	LOC100892278
XP_796963.3	rna-XM_791870.5	LOC592341
XP_030830841.1	rna-XM_030974981.1	LOC592357
XP_030830840.1	rna-XM_030974980.1	LOC594240
XP_011669947.2	rna-XM_011671645.2	LOC587738
XP_030830110.1	rna-XM_030974250.1	LOC576798
XP_030830788.1	rna-XM_030974928.1	LOC592265
XP_030830102.1	rna-XM_030974242.1	LOC752744
XP_030830022.1	rna-XM_030974162.1	LOC578348
XP_030830149.1	rna-XM_030974289.1	LOC590843
XP_030830148.1	rna-XM_030974288.1	LOC590843
XP_030829565.1	rna-XM_030973705.1	LOC105438311
XP_030829981.1	rna-XM_030974121.1	LOC578975
XP_030829980.1	rna-XM_030974120.1	LOC578975
XP_003729975.2	rna-XM_003729927.3	LOC100890055
XP_030830649.1	rna-XM_030974789.1	LOC100889973
XP_011664290.2	rna-XM_011665988.2	LOC100890142
XP_003729973.2	rna-XM_003729925.3	LOC100889880
XP_011664292.2	rna-XM_011665990.2	LOC100889880
XP_030830544.1	rna-XM_030974684.1	LOC100892695
XP_030830671.1	rna-XM_030974811.1	LOC115918182
XP_030830670.1	rna-XM_030974810.1	LOC115918182
XP_030829923.1	rna-XM_030974063.1	LOC115918172
XP_030830725.1	rna-XM_030974865.1	LOC583168
XP_030829924.1	rna-XM_030974064.1	LOC115919807
XP_030830679.1	rna-XM_030974819.1	LOC105437609
XP_030830680.1	rna-XM_030974820.1	LOC105437609
XP_030830809.1	rna-XM_030974949.1	LOC105437606
XP_030830810.1	rna-XM_030974950.1	LOC105437606
XP_030830695.1	rna-XM_030974835.1	LOC105437607
XP_030830694.1	rna-XM_030974834.1	LOC105437607
XP_011662705.2	rna-XM_011664403.2	LOC105437607
XP_011662704.2	rna-XM_011664402.2	LOC105437605
XP_003728587.2	rna-XM_003728539.3	LOC100893176
XP_780036.2	rna-XM_774943.5	LOC579887
XP_001190612.2	rna-XM_001190612.4	LOC755571
NP_001164289.2	rna-NM_001170818.2	LOC753728
NP_001164288.1	rna-NM_001170817.2	LOC752633
XP_030830293.1	rna-XM_030974433.1	LOC584709
XP_030830541.1	rna-XM_030974681.1	LOC584729
XP_030830294.1	rna-XM_030974434.1	LOC581582
XP_030830185.1	rna-XM_030974325.1	LOC581527
XP_003729983.2	rna-XM_003729935.2	LOC100891994
XP_011665475.2	rna-XM_011667173.2	LOC105438850
XP_786463.2	rna-XM_781370.2	LOC581364
XP_030830296.1	rna-XM_030974436.1	LOC115919869
XP_011665468.2	rna-XM_011667166.2	LOC584479
XP_030830297.1	rna-XM_030974437.1	LOC115919870
XP_797526.2	rna-XM_792433.4	LOC592935
XP_030830298.1	rna-XM_030974438.1	LOC115919871
XP_030830299.1	rna-XM_030974439.1	LOC115919872
XP_788331.3	rna-XM_783238.5	LOC583324
XP_788580.1	rna-XM_783487.4	LOC583583
XP_011662052.2	rna-XM_011663750.2	LOC753079
XP_011662053.2	rna-XM_011663751.2	LOC753079
XP_001181128.3	rna-XM_001181128.4	LOC753079
XP_030830630.1	rna-XM_030974770.1	LOC585420
XP_030830631.1	rna-XM_030974771.1	LOC115919988
XP_011662058.2	rna-XM_011663756.2	LOC105437302
XP_011662050.2	rna-XM_011663748.2	LOC590109
XP_011662048.2	rna-XM_011663746.2	LOC590109
XP_011662051.2	rna-XM_011663749.2	LOC590109
XP_795259.3	rna-XM_790166.5	LOC590567
XP_030830816.1	rna-XM_030974956.1	LOC100889566
XP_791728.4	rna-XM_786635.5	LOC586874
XP_030830301.1	rna-XM_030974441.1	LOC105437299
XP_796285.2	rna-XM_791192.5	LOC591637
XP_030829676.1	rna-XM_030973816.1	LOC591612
XP_030830443.1	rna-XM_030974583.1	LOC588197
XP_792986.1	rna-XM_787893.5	LOC588197
XP_030830302.1	rna-XM_030974442.1	LOC588176
XP_030830303.1	rna-XM_030974443.1	LOC115919873
XP_030830037.1	rna-XM_030974177.1	LOC752024
XP_030830036.1	rna-XM_030974176.1	LOC752024
XP_030830001.1	rna-XM_030974141.1	LOC752041
