Orthogroup	HELIO_ok	CAEEL
OG0002443	HELIO_09645	CAEEL11867
OG0002444	HELIO_04707	CAEEL11588
OG0002445	HELIO_07116	CAEEL08003
OG0002446	HELIO_06057	CAEEL01328
OG0002448	HELIO_12221, HELIO_04227	CAEEL11664
OG0002450	HELIO_02893	CAEEL02915
OG0002453	HELIO_12679	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671
OG0002454	HELIO_09590, HELIO_09589	CAEEL06870
OG0002456	HELIO_03755	CAEEL19152, CAEEL02912
OG0002461	HELIO_00996	CAEEL07388
OG0002476	HELIO_03664	CAEEL05868
OG0002476	HELIO_09312	CAEEL00590
OG0002481	HELIO_10926	CAEEL07210
OG0002486	HELIO_03836	CAEEL00554
OG0002487	HELIO_00981	CAEEL13022
OG0002489	HELIO_10331	CAEEL20456
OG0002490	HELIO_04381	CAEEL09795
OG0002492	HELIO_10487	CAEEL07791
OG0002494	HELIO_01599, HELIO_01251	CAEEL02924
OG0002497	HELIO_02505	CAEEL00487
OG0002499	HELIO_10794, HELIO_00659	CAEEL02172, CAEEL11853
OG0002500	HELIO_06617	CAEEL00642
OG0002503	HELIO_07673	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625
OG0002504	HELIO_12556	CAEEL06712, CAEEL09129
OG0002505	HELIO_10389, HELIO_10390	CAEEL05922
OG0002506	HELIO_01419	CAEEL00901
OG0002507	HELIO_11185	CAEEL03010
OG0002509	HELIO_05251	CAEEL10641, CAEEL10642
OG0002510	HELIO_10856	CAEEL15444
OG0002511	HELIO_01449	CAEEL03054
OG0002512	HELIO_12554	CAEEL06721
OG0002516	HELIO_09840	CAEEL07616
OG0002518	HELIO_01975	CAEEL03272
OG0002519	HELIO_07618	CAEEL07683
OG0002520	HELIO_02172	CAEEL11387
OG0002523	HELIO_02687	CAEEL09506
OG0002524	HELIO_12158	CAEEL07737
OG0002527	HELIO_00703	CAEEL00425, CAEEL00799
OG0002528	HELIO_06964	CAEEL14274
OG0002529	HELIO_12199, HELIO_12198	CAEEL18703, CAEEL04668
OG0002530	HELIO_02743	CAEEL18169
OG0002532	HELIO_08702	CAEEL00641
OG0002533	HELIO_10038	CAEEL08550
OG0002534	HELIO_01862	CAEEL08629
OG0002537	HELIO_11511	CAEEL07418
OG0002541	HELIO_11453	CAEEL09534
OG0002542	HELIO_12766	CAEEL06956
OG0002543	HELIO_01303	CAEEL07344
OG0002544	HELIO_00808	CAEEL16419
OG0002545	HELIO_00358	CAEEL12452
OG0002547	HELIO_00655, HELIO_00654	CAEEL02085
OG0002548	HELIO_03411	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091
OG0002549	HELIO_08839	CAEEL18135
OG0002552	HELIO_01652	CAEEL01916
OG0002553	HELIO_01973	CAEEL07705
OG0002554	HELIO_12527	CAEEL13829
OG0002557	HELIO_05219	CAEEL02904
OG0002558	HELIO_07563	CAEEL18130
OG0002559	HELIO_00119	CAEEL14654
OG0002561	HELIO_11216	CAEEL13357
OG0002562	HELIO_08903	CAEEL00489
OG0002564	HELIO_03476	CAEEL14884
OG0002565	HELIO_04197	CAEEL01779, CAEEL19992
OG0002566	HELIO_07620	CAEEL18146
OG0002567	HELIO_10477	CAEEL10185
OG0002569	HELIO_09801	CAEEL18770
OG0002571	HELIO_02212	CAEEL01329, CAEEL00047
OG0002574	HELIO_05197	CAEEL13992
OG0002587	HELIO_02597	CAEEL02535
OG0002593	HELIO_07989	CAEEL06340, CAEEL06341
OG0002594	HELIO_03260	CAEEL02859
OG0002598	HELIO_09306	CAEEL04239
OG0002599	HELIO_01735	CAEEL09489, CAEEL05240
OG0002600	HELIO_08436	CAEEL18751
OG0002601	HELIO_06938, HELIO_11513, HELIO_11173	CAEEL11850, CAEEL17493, CAEEL06460
OG0002602	HELIO_11174, HELIO_02231	CAEEL19298
OG0002605	HELIO_03379, HELIO_03378	CAEEL06425
OG0002608	HELIO_01546, HELIO_10204	CAEEL20298
OG0002609	HELIO_09507	CAEEL00486
OG0002610	HELIO_08229	CAEEL00976
OG0002611	HELIO_08050	CAEEL00525
OG0002614	HELIO_11695	CAEEL18150
OG0002617	HELIO_10276	CAEEL08131
OG0002618	HELIO_07943	CAEEL11865
OG0002620	HELIO_07883	CAEEL18902
OG0002624	HELIO_03629	CAEEL00996
OG0002630	HELIO_09231	CAEEL00017
OG0002633	HELIO_02658	CAEEL13867
OG0002636	HELIO_03936	CAEEL09021
OG0002638	HELIO_10591	CAEEL05543
OG0002643	HELIO_01593, HELIO_01594	CAEEL01960
OG0002644	HELIO_10604	CAEEL00760
OG0002645	HELIO_01123	CAEEL09814
OG0002646	HELIO_02697	CAEEL10837
OG0002649	HELIO_09472	CAEEL18434
OG0002651	HELIO_07721	CAEEL08032
OG0002652	HELIO_10370, HELIO_10369	CAEEL15940
OG0002653	HELIO_03921	CAEEL09022
OG0002655	HELIO_10514	CAEEL10857
OG0002656	HELIO_06530	CAEEL06531
OG0002658	HELIO_11920, HELIO_11919	CAEEL08300
OG0002659	HELIO_09615	CAEEL20147, CAEEL01412
OG0002660	HELIO_03452	CAEEL11563
OG0002661	HELIO_07731	CAEEL19789
OG0002662	HELIO_07752	CAEEL18190
OG0002663	HELIO_09556	CAEEL19742
OG0002665	HELIO_10240	CAEEL08820
OG0002666	HELIO_11096	CAEEL11407
OG0002667	HELIO_08912	CAEEL18607
OG0002668	HELIO_10383	CAEEL02604
OG0002670	HELIO_03645	CAEEL15710
OG0002675	HELIO_11933	CAEEL07843
OG0002677	HELIO_01468	CAEEL10901
OG0002679	HELIO_05060	CAEEL06006
OG0002682	HELIO_04795	CAEEL06028, CAEEL18330
OG0002683	HELIO_02646	CAEEL05356
OG0002706	HELIO_10422	CAEEL01248
OG0002707	HELIO_02933, HELIO_02932	CAEEL14138
OG0002708	HELIO_08992	CAEEL01926, CAEEL12503
OG0002710	HELIO_00829	CAEEL00009
OG0002712	HELIO_00615	CAEEL06583, CAEEL15212
OG0002714	HELIO_02269	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570
OG0002715	HELIO_02942	CAEEL09830
OG0002717	HELIO_07984	CAEEL10017
OG0002718	HELIO_09888, HELIO_05744	CAEEL00842
OG0002720	HELIO_07567	CAEEL01232
OG0002722	HELIO_03522	CAEEL10808
OG0002723	HELIO_09725	CAEEL15616
OG0002726	HELIO_03574	CAEEL11743
OG0002729	HELIO_02082, HELIO_12148	CAEEL07853
OG0002732	HELIO_10058	CAEEL18402
OG0002736	HELIO_07077	CAEEL02362
OG0002739	HELIO_02376, HELIO_11343	CAEEL18472
OG0002742	HELIO_08532	CAEEL11403
OG0002743	HELIO_06294, HELIO_10710, HELIO_12091	CAEEL15922, CAEEL10167
OG0002744	HELIO_02644	CAEEL19735
OG0002745	HELIO_03178	CAEEL19081
OG0002746	HELIO_04608	CAEEL01862
OG0002747	HELIO_03630	CAEEL02596
OG0002749	HELIO_01827	CAEEL04068
OG0002750	HELIO_10272	CAEEL15826
OG0002752	HELIO_06786	CAEEL08631
OG0002754	HELIO_06967	CAEEL05821
OG0002756	HELIO_12369, HELIO_08256	CAEEL15160
OG0002757	HELIO_06335	CAEEL10443, CAEEL10442
OG0002758	HELIO_09772, HELIO_09771	CAEEL08816
OG0002759	HELIO_01560, HELIO_03831	CAEEL05573
OG0002760	HELIO_01910, HELIO_05414	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644
OG0002761	HELIO_01533	CAEEL15590, CAEEL14895, CAEEL00850
OG0002762	HELIO_08113	CAEEL09378
OG0002763	HELIO_07170	CAEEL07952
OG0002764	HELIO_10952	CAEEL05636
OG0002765	HELIO_11601	CAEEL02125
OG0002766	HELIO_03644	CAEEL17597
OG0002767	HELIO_09009, HELIO_09010	CAEEL07319
OG0002769	HELIO_11564	CAEEL06751
OG0002770	HELIO_11505	CAEEL15397
OG0002771	HELIO_10086	CAEEL08070
OG0002772	HELIO_06808	CAEEL05686
OG0002773	HELIO_10713	CAEEL08029
OG0002774	HELIO_01198	CAEEL01682
OG0002776	HELIO_03486	CAEEL10866
OG0002777	HELIO_07932	CAEEL05935
OG0002778	HELIO_02784	CAEEL01937
OG0002779	HELIO_06589	CAEEL04475
OG0002780	HELIO_04586, HELIO_08537	CAEEL00693
OG0002781	HELIO_08220	CAEEL07517
OG0002782	HELIO_06824	CAEEL13024
OG0002785	HELIO_00607	CAEEL04710
OG0002786	HELIO_10543	CAEEL00215
OG0002787	HELIO_10790	CAEEL00388
OG0002788	HELIO_09264	CAEEL06416, CAEEL06417, CAEEL06418
OG0002790	HELIO_09329	CAEEL07625
OG0002791	HELIO_10334	CAEEL08790
OG0002793	HELIO_09119	CAEEL00646
OG0002794	HELIO_12027	CAEEL08878
OG0002795	HELIO_07478	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352
OG0002799	HELIO_09828	CAEEL06026
OG0002812	HELIO_10064	CAEEL04925
OG0002813	HELIO_08280	CAEEL12256
OG0002814	HELIO_09045	CAEEL11682
OG0002817	HELIO_12282	CAEEL16563
OG0002818	HELIO_00501	CAEEL12185
OG0002821	HELIO_04509	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031
OG0002824	HELIO_02922	CAEEL09125
OG0002825	HELIO_02820	CAEEL11091
OG0002832	HELIO_10306	CAEEL09362
OG0002833	HELIO_07158	CAEEL18192
OG0002835	HELIO_03801	CAEEL11751
OG0002836	HELIO_02181	CAEEL06399
OG0002837	HELIO_03273	CAEEL08616
OG0002839	HELIO_09494	CAEEL19253, CAEEL00645
OG0002841	HELIO_01372, HELIO_01187	CAEEL12135, CAEEL12134
OG0002842	HELIO_01615	CAEEL06196
OG0002843	HELIO_06210	CAEEL07774, CAEEL07773
OG0002844	HELIO_07105	CAEEL10756
OG0002845	HELIO_07056	CAEEL09656
OG0002847	HELIO_10413	CAEEL06961
OG0002848	HELIO_11321	CAEEL07668
OG0002850	HELIO_03435	CAEEL15763
OG0002851	HELIO_03346	CAEEL00708
OG0002856	HELIO_10898	CAEEL01393
OG0002858	HELIO_00884	CAEEL12093
OG0002859	HELIO_11875	CAEEL19186
OG0002860	HELIO_08136	CAEEL11643
OG0002866	HELIO_03845	CAEEL03096
OG0002868	HELIO_12255	CAEEL05539
OG0002873	HELIO_11478	CAEEL07574
OG0002876	HELIO_11883	CAEEL10277
OG0002880	HELIO_03787, HELIO_10357	CAEEL11517
OG0002883	HELIO_09189	CAEEL05948
OG0002887	HELIO_05277	CAEEL06082, CAEEL06083
OG0002889	HELIO_01528	CAEEL10804
OG0002891	HELIO_09925	CAEEL04184, CAEEL01874
OG0002894	HELIO_09144	CAEEL14713
OG0002895	HELIO_08387	CAEEL07602, CAEEL10533
OG0002896	HELIO_10510	CAEEL18643
OG0002898	HELIO_01203, HELIO_01415, HELIO_07850	CAEEL13137
OG0002899	HELIO_09658	CAEEL01046
OG0002907	HELIO_08086	CAEEL01271
OG0002909	HELIO_11442	CAEEL11759
OG0002910	HELIO_10397, HELIO_10398, HELIO_05618	CAEEL04697
OG0002912	HELIO_10722	CAEEL00640
OG0002913	HELIO_08382	CAEEL02893
OG0002915	HELIO_03014	CAEEL02902
OG0002916	HELIO_01260	CAEEL04244
OG0002919	HELIO_03152	CAEEL00259
OG0002921	HELIO_00633	CAEEL06148
OG0002925	HELIO_07013	CAEEL01723, CAEEL07404
OG0002927	HELIO_04118, HELIO_11389	CAEEL01626
OG0002944	HELIO_03982	CAEEL11414
OG0002947	HELIO_05476, HELIO_00496	CAEEL06268
OG0002949	HELIO_00481	CAEEL05799
OG0002953	HELIO_00856	CAEEL11622
OG0002955	HELIO_02054	CAEEL01420
OG0002957	HELIO_01334	CAEEL02702
OG0002959	HELIO_11816	CAEEL12413, CAEEL12412
OG0002960	HELIO_12408	CAEEL01541
OG0002961	HELIO_07714	CAEEL16453, CAEEL14328
OG0002962	HELIO_09203	CAEEL20383
OG0002964	HELIO_09474	CAEEL19811
OG0002965	HELIO_08079, HELIO_08080	CAEEL01992
OG0002966	HELIO_01639	CAEEL08468, CAEEL19347
OG0002967	HELIO_01640	CAEEL20418, CAEEL02925
OG0002969	HELIO_06121	CAEEL14216
OG0002973	HELIO_02856	CAEEL09565
OG0002974	HELIO_04772	CAEEL01320
OG0002976	HELIO_01861	CAEEL01120, CAEEL01119, CAEEL01121
OG0002977	HELIO_08539	CAEEL07234, CAEEL07233
OG0002978	HELIO_02937	CAEEL16463
OG0002982	HELIO_12635	CAEEL01855
OG0002983	HELIO_04868	CAEEL01433
OG0002985	HELIO_08571	CAEEL08353
OG0002986	HELIO_08236, HELIO_08239	CAEEL10835
OG0002987	HELIO_07528	CAEEL17800, CAEEL18018
OG0002990	HELIO_01354	CAEEL08773
OG0002991	HELIO_03254	CAEEL09004
OG0002995	HELIO_09397, HELIO_05003	CAEEL07264
OG0002996	HELIO_00425	CAEEL10716
OG0003001	HELIO_11460	CAEEL10876
OG0003003	HELIO_10806	CAEEL14387
OG0003004	HELIO_11259	CAEEL15423
OG0003005	HELIO_03271	CAEEL16758
OG0003006	HELIO_11696	CAEEL10145
OG0003008	HELIO_02553	CAEEL20335
OG0003012	HELIO_05186	CAEEL05983
OG0003013	HELIO_10687	CAEEL00274, CAEEL13050, CAEEL13680
OG0003014	HELIO_11145	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003016	HELIO_02017	CAEEL09225
OG0003017	HELIO_02953	CAEEL07049, CAEEL16441
OG0003018	HELIO_09293	CAEEL08487
OG0003025	HELIO_02232	CAEEL08836
OG0003026	HELIO_08978	CAEEL10688, CAEEL12186
OG0003027	HELIO_02071	CAEEL06663
OG0003028	HELIO_06724	CAEEL02985
OG0003029	HELIO_10606	CAEEL01558
OG0003030	HELIO_00797	CAEEL11859
OG0003031	HELIO_05721	CAEEL06431
OG0003033	HELIO_00240	CAEEL00703
OG0003035	HELIO_02980	CAEEL02722
OG0003036	HELIO_04474	CAEEL01143
OG0003038	HELIO_08052	CAEEL20474
OG0003040	HELIO_07546	CAEEL02041
OG0003041	HELIO_06092	CAEEL01678
OG0003043	HELIO_08514	CAEEL07390
OG0003044	HELIO_01506	CAEEL07715
OG0003046	HELIO_07002, HELIO_12633	CAEEL04364
OG0003049	HELIO_04451	CAEEL04812
OG0003054	HELIO_04850	CAEEL04777
OG0003055	HELIO_03528	CAEEL14225
OG0003056	HELIO_08287	CAEEL19070
OG0003059	HELIO_08106	CAEEL09323
OG0003060	HELIO_05995	CAEEL07468, CAEEL11354
OG0003063	HELIO_05044	CAEEL03076
OG0003064	HELIO_01395	CAEEL02598
OG0003065	HELIO_03475	CAEEL18732
OG0003066	HELIO_02851	CAEEL05161
OG0003072	HELIO_06085	CAEEL04836
OG0003073	HELIO_06482	CAEEL14099
OG0003079	HELIO_12034	CAEEL00217
OG0003085	HELIO_07662	CAEEL07775, CAEEL11921, CAEEL07769, CAEEL03836
OG0003085	HELIO_07179, HELIO_00827	CAEEL07275, CAEEL07867, CAEEL11727, CAEEL08918
OG0003086	HELIO_04584	CAEEL18437
OG0003104	HELIO_10296	CAEEL07227
OG0003106	HELIO_01110	CAEEL16128
OG0003107	HELIO_07326	CAEEL20421, CAEEL01359
OG0003108	HELIO_02749	CAEEL04120
OG0003111	HELIO_06075	CAEEL01566
OG0003112	HELIO_11141	CAEEL12136
OG0003114	HELIO_11712	CAEEL15726
OG0003115	HELIO_03185	CAEEL00022
OG0003118	HELIO_06562	CAEEL08193, CAEEL08192
OG0003119	HELIO_00761	CAEEL16382
OG0003121	HELIO_08859	CAEEL00414
OG0003124	HELIO_08012	CAEEL07676
OG0003127	HELIO_03443, HELIO_03444	CAEEL15413
OG0003128	HELIO_06948	CAEEL04713
OG0003130	HELIO_08736	CAEEL08052
OG0003132	HELIO_04923	CAEEL15119
OG0003135	HELIO_09441	CAEEL06639, CAEEL06638
OG0003136	HELIO_01694	CAEEL10810
OG0003141	HELIO_02200	CAEEL03719, CAEEL03720
OG0003142	HELIO_02394	CAEEL00482
OG0003144	HELIO_08805, HELIO_03417	CAEEL01625
OG0003145	HELIO_05596	CAEEL05190
OG0003146	HELIO_05913	CAEEL20170
OG0003147	HELIO_02388	CAEEL17136, CAEEL18421
OG0003148	HELIO_09068	CAEEL16560
OG0003149	HELIO_01057, HELIO_03918, HELIO_03910	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	HELIO_04239	CAEEL11024
OG0003151	HELIO_00768	CAEEL04570, CAEEL14681, CAEEL04711
OG0003152	HELIO_05013	CAEEL20815, CAEEL20802, CAEEL20805
OG0003153	HELIO_01955	CAEEL07561
OG0003154	HELIO_10327	CAEEL15184
OG0003156	HELIO_09324, HELIO_09323	CAEEL00516
OG0003160	HELIO_04756	CAEEL18381, CAEEL02061
OG0003161	HELIO_10835	CAEEL15582, CAEEL20219
OG0003164	HELIO_09851	CAEEL08130
OG0003169	HELIO_08500	CAEEL11868
OG0003172	HELIO_04597	CAEEL06299
OG0003174	HELIO_00264	CAEEL11561
OG0003177	HELIO_06751	CAEEL19619
OG0003178	HELIO_01460	CAEEL14891
OG0003179	HELIO_10655	CAEEL12173
OG0003184	HELIO_07973	CAEEL10967
OG0003185	HELIO_04542	CAEEL04813
OG0003187	HELIO_00272, HELIO_09827	CAEEL16181
OG0003188	HELIO_07819	CAEEL00953
OG0003189	HELIO_12511	CAEEL04624
OG0003191	HELIO_09939	CAEEL09839
OG0003193	HELIO_03842	CAEEL17615
OG0003197	HELIO_12323	CAEEL11467
OG0003198	HELIO_01556	CAEEL05062
OG0003199	HELIO_10732	CAEEL11688
OG0003202	HELIO_00628	CAEEL12123
OG0003203	HELIO_12411	CAEEL08247
OG0003206	HELIO_08652	CAEEL08436
OG0003207	HELIO_04788	CAEEL11116
OG0003210	HELIO_01772	CAEEL11876
OG0003211	HELIO_12582	CAEEL09585
OG0003212	HELIO_01310	CAEEL11323
OG0003214	HELIO_05250	CAEEL08551
OG0003215	HELIO_01923	CAEEL02895
OG0003217	HELIO_01441	CAEEL06035, CAEEL06032
OG0003218	HELIO_02702	CAEEL08847
OG0003219	HELIO_02834	CAEEL16215
OG0003222	HELIO_04495	CAEEL00115
OG0003223	HELIO_00004	CAEEL00485
OG0003225	HELIO_03805	CAEEL04615, CAEEL20133
OG0003226	HELIO_03198	CAEEL04904, CAEEL04903
OG0003228	HELIO_02794	CAEEL14683
OG0003229	HELIO_12333	CAEEL10166
OG0003230	HELIO_01822	CAEEL06311
OG0003235	HELIO_02635	CAEEL11765
OG0003236	HELIO_03810	CAEEL15067, CAEEL07719
OG0003251	HELIO_02853	CAEEL01743
OG0003252	HELIO_12715	CAEEL19657
OG0003254	HELIO_02013	CAEEL15715
OG0003255	HELIO_03313	CAEEL01327
OG0003258	HELIO_01814	CAEEL04539
OG0003259	HELIO_05468	CAEEL11844
OG0003263	HELIO_06528	CAEEL12235
OG0003266	HELIO_11954	CAEEL05061
OG0003267	HELIO_05451	CAEEL11406
OG0003268	HELIO_11848	CAEEL00711
OG0003269	HELIO_11705	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	HELIO_04333	CAEEL17531, CAEEL17532, CAEEL07171
OG0003275	HELIO_12630	CAEEL01894
OG0003279	HELIO_09284	CAEEL09246
OG0003280	HELIO_09348	CAEEL20448
OG0003281	HELIO_07096	CAEEL19540
OG0003282	HELIO_02896	CAEEL04466
OG0003283	HELIO_04347	CAEEL10540
OG0003284	HELIO_03635	CAEEL20144
OG0003286	HELIO_05866	CAEEL11061
OG0003287	HELIO_02350	CAEEL09759
OG0003288	HELIO_08221	CAEEL07836
OG0003289	HELIO_01128	CAEEL00474
OG0003290	HELIO_11498	CAEEL07995, CAEEL07996
OG0003291	HELIO_02174	CAEEL07282
OG0003293	HELIO_08360	CAEEL09078
OG0003296	HELIO_04825	CAEEL07972
OG0003297	HELIO_06575	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	HELIO_02188	CAEEL00404
OG0003300	HELIO_08594, HELIO_10525	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626
OG0003302	HELIO_00429	CAEEL11405
OG0003303	HELIO_02870	CAEEL08080
OG0003306	HELIO_02826	CAEEL11131
OG0003307	HELIO_09634	CAEEL09527
OG0003309	HELIO_10103	CAEEL07134
OG0003311	HELIO_05785	CAEEL06729
OG0003316	HELIO_04955	CAEEL06426
OG0003317	HELIO_04704, HELIO_06602	CAEEL11191
OG0003318	HELIO_09114	CAEEL00777
OG0003320	HELIO_07667	CAEEL05307
OG0003323	HELIO_10464	CAEEL08557, CAEEL08556
OG0003325	HELIO_09071	CAEEL11598
OG0003327	HELIO_12534	CAEEL15863
OG0003328	HELIO_07523	CAEEL07600, CAEEL14983, CAEEL18520
OG0003330	HELIO_07578, HELIO_05577	CAEEL02745
OG0003331	HELIO_02767	CAEEL07758
OG0003332	HELIO_03785	CAEEL15994, CAEEL15100
OG0003333	HELIO_06153	CAEEL05869
OG0003335	HELIO_09042	CAEEL06219
OG0003336	HELIO_03867	CAEEL18158
OG0003337	HELIO_01038	CAEEL05608
OG0003340	HELIO_01544, HELIO_01545	CAEEL05767
OG0003341	HELIO_12055	CAEEL15411
OG0003343	HELIO_10253	CAEEL02966
OG0003344	HELIO_01718	CAEEL04271
OG0003348	HELIO_06884	CAEEL00995
OG0003349	HELIO_12164	CAEEL11343
OG0003350	HELIO_03656	CAEEL18859
OG0003354	HELIO_00644	CAEEL07057
OG0003356	HELIO_03350	CAEEL05068
OG0003357	HELIO_00345	CAEEL05202
OG0003358	HELIO_01492	CAEEL15398
OG0003359	HELIO_03690, HELIO_03689	CAEEL08412
OG0003360	HELIO_10234	CAEEL09119
OG0003361	HELIO_12352	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	HELIO_10249	CAEEL06262
OG0003366	HELIO_04839	CAEEL13316, CAEEL13290
OG0003368	HELIO_01416	CAEEL04652
OG0003369	HELIO_06850	CAEEL11911
OG0003370	HELIO_11000	CAEEL19630, CAEEL09274
OG0003372	HELIO_02230	CAEEL04956
OG0003374	HELIO_02124	CAEEL09698
OG0003375	HELIO_02027	CAEEL04860
OG0003377	HELIO_08558	CAEEL19646
OG0003378	HELIO_09467	CAEEL04638
OG0003380	HELIO_08129	CAEEL07698, CAEEL08643
OG0003384	HELIO_02989	CAEEL12353
OG0003386	HELIO_02832	CAEEL04616
OG0003387	HELIO_01155	CAEEL12649, CAEEL12648
OG0003392	HELIO_03752	CAEEL18713
OG0003394	HELIO_05269	CAEEL09212
OG0003419	HELIO_02457	CAEEL20583, CAEEL07865
OG0003421	HELIO_01521	CAEEL18393
OG0003425	HELIO_11455	CAEEL12188
OG0003426	HELIO_05969	CAEEL06462
OG0003429	HELIO_03900	CAEEL00390
OG0003430	HELIO_07216	CAEEL05290
OG0003431	HELIO_02627	CAEEL20649
OG0003433	HELIO_11340	CAEEL17744
OG0003434	HELIO_08552	CAEEL08434
OG0003435	HELIO_06428	CAEEL04157
OG0003439	HELIO_01786	CAEEL10524
OG0003443	HELIO_11420	CAEEL18884
OG0003444	HELIO_08929	CAEEL04842
OG0003448	HELIO_06243	CAEEL01220
OG0003450	HELIO_01298	CAEEL06420
OG0003451	HELIO_02050, HELIO_02049, HELIO_04392	CAEEL02776, CAEEL02805
OG0003453	HELIO_03721	CAEEL11697
OG0003454	HELIO_07210	CAEEL07771
OG0003455	HELIO_04761	CAEEL01134
OG0003456	HELIO_11022	CAEEL00212, CAEEL00213
OG0003457	HELIO_03135	CAEEL19244
OG0003459	HELIO_07845	CAEEL16050
OG0003460	HELIO_03777	CAEEL19133
OG0003462	HELIO_10720	CAEEL11837
OG0003463	HELIO_02234	CAEEL07464
OG0003464	HELIO_08682, HELIO_08683	CAEEL15673
OG0003465	HELIO_11762	CAEEL00222
OG0003466	HELIO_07353, HELIO_00851	CAEEL06482
OG0003467	HELIO_09150, HELIO_09149	CAEEL09664
OG0003468	HELIO_03925	CAEEL10655
OG0003472	HELIO_03492	CAEEL07680, CAEEL07681
OG0003473	HELIO_10680	CAEEL09171
OG0003475	HELIO_09101, HELIO_09102	CAEEL01731
OG0003477	HELIO_08724	CAEEL02502
OG0003478	HELIO_07187	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	HELIO_04296	CAEEL12384
OG0003480	HELIO_09170	CAEEL01792
OG0003487	HELIO_01481	CAEEL02123
OG0003489	HELIO_11702	CAEEL00223
OG0003491	HELIO_12169	CAEEL18627, CAEEL05479
OG0003498	HELIO_09734	CAEEL16452
OG0003500	HELIO_10237	CAEEL01330, CAEEL01125
OG0003501	HELIO_00872	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	HELIO_11773	CAEEL02400, CAEEL02281
OG0003503	HELIO_07145	CAEEL04457, CAEEL04454
OG0003505	HELIO_03524	CAEEL07950
OG0003506	HELIO_08087	CAEEL05248
OG0003507	HELIO_09678	CAEEL05679
OG0003508	HELIO_02722	CAEEL17418
OG0003509	HELIO_11968	CAEEL04891
OG0003510	HELIO_01753	CAEEL01116
OG0003511	HELIO_09304	CAEEL08351
OG0003513	HELIO_06774	CAEEL07182
OG0003514	HELIO_08202	CAEEL12733, CAEEL12734
OG0003515	HELIO_01150	CAEEL06636
OG0003517	HELIO_00750	CAEEL05196
OG0003518	HELIO_01357	CAEEL01719
OG0003519	HELIO_05466	CAEEL07239
OG0003522	HELIO_08738	CAEEL06276
OG0003523	HELIO_02927	CAEEL18694
OG0003524	HELIO_04962, HELIO_06954, HELIO_06651	CAEEL04264, CAEEL04265
OG0003526	HELIO_09793	CAEEL16001
OG0003528	HELIO_06120	CAEEL00365
OG0003531	HELIO_05168	CAEEL15168, CAEEL18062
OG0003532	HELIO_02994	CAEEL05027
OG0003538	HELIO_07947	CAEEL11099
OG0003539	HELIO_06853	CAEEL05895
OG0003541	HELIO_02897	CAEEL01632
OG0003542	HELIO_10371	CAEEL01115
OG0003543	HELIO_01891	CAEEL08637
OG0003544	HELIO_03400	CAEEL06236, CAEEL08896
OG0003545	HELIO_05328	CAEEL12984
OG0003548	HELIO_03258	CAEEL19888
OG0003550	HELIO_10135	CAEEL06728
OG0003551	HELIO_11131	CAEEL05919
OG0003552	HELIO_01828	CAEEL18151
OG0003554	HELIO_04654	CAEEL05099
OG0003556	HELIO_04836, HELIO_07224	CAEEL11919
OG0003560	HELIO_02403	CAEEL04113
OG0003561	HELIO_03510	CAEEL01643
OG0003562	HELIO_07501	CAEEL19208, CAEEL04183
OG0003563	HELIO_02254	CAEEL07782
OG0003564	HELIO_08585	CAEEL18104
OG0003566	HELIO_03423	CAEEL04245
OG0003567	HELIO_02904	CAEEL15549
OG0003569	HELIO_07355	CAEEL10722
OG0003570	HELIO_06559	CAEEL08761
OG0003571	HELIO_02351	CAEEL00659
OG0003573	HELIO_09111	CAEEL10174, CAEEL18886
OG0003577	HELIO_10105	CAEEL07169
OG0003578	HELIO_08279, HELIO_08278	CAEEL08037
OG0003579	HELIO_05944	CAEEL10103
OG0003581	HELIO_09020	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	HELIO_04947	CAEEL10165, CAEEL10958
OG0003597	HELIO_02664	CAEEL05204
OG0003598	HELIO_10451	CAEEL20069
OG0003599	HELIO_08540	CAEEL01022
OG0003604	HELIO_00754	CAEEL08873
OG0003606	HELIO_00969	CAEEL01180
OG0003607	HELIO_09021	CAEEL05764
OG0003611	HELIO_01894	CAEEL15351
OG0003612	HELIO_04409	CAEEL12107
OG0003613	HELIO_01893	CAEEL10330
OG0003615	HELIO_01584	CAEEL04572
