Orthogroup	HELIO_ok	HUMAN
OG0006905	HELIO_02801	HUMAN19217
OG0006906	HELIO_04811	HUMAN11694
OG0006907	HELIO_02666	HUMAN16729, HUMAN16728, HUMAN16727
OG0006908	HELIO_08017	HUMAN13051, HUMAN13052, HUMAN13050
OG0006909	HELIO_01498	HUMAN29823
OG0006911	HELIO_04412	HUMAN04725
OG0006912	HELIO_01132	HUMAN02108, HUMAN02109
OG0006913	HELIO_09871, HELIO_09872	HUMAN01275
OG0006914	HELIO_07176	HUMAN28656
OG0006915	HELIO_09309	HUMAN15921, HUMAN15920
OG0006916	HELIO_11109	HUMAN11501
OG0006917	HELIO_00862	HUMAN18466, HUMAN18467
OG0006918	HELIO_00387	HUMAN28188
OG0006919	HELIO_12526	HUMAN22288
OG0006921	HELIO_03601	HUMAN07563, HUMAN07564, HUMAN07562
OG0006923	HELIO_08623	HUMAN00553, HUMAN00554
OG0006924	HELIO_10197	HUMAN23650
OG0006925	HELIO_06577	HUMAN09328
OG0006926	HELIO_01892	HUMAN00625
OG0006927	HELIO_01236	HUMAN14265
OG0006928	HELIO_10460	HUMAN16715
OG0006929	HELIO_05023	HUMAN25390
OG0006931	HELIO_10024	HUMAN27632, HUMAN27633
OG0006932	HELIO_03552	HUMAN20250
OG0006934	HELIO_02300	HUMAN07628
OG0006935	HELIO_02305	HUMAN28718
OG0006936	HELIO_01325	HUMAN03224
OG0006937	HELIO_10195	HUMAN13657
OG0006939	HELIO_09910	HUMAN00665
OG0006940	HELIO_02426	HUMAN12719
OG0006943	HELIO_00593	HUMAN03534
OG0006944	HELIO_10544	HUMAN20962
OG0006946	HELIO_08697	HUMAN29372
OG0006949	HELIO_00053	HUMAN09677
OG0006951	HELIO_06091	HUMAN26563
OG0006954	HELIO_00977	HUMAN08336
OG0006955	HELIO_06102	HUMAN26505, HUMAN26506
OG0006956	HELIO_03837	HUMAN03801
OG0006957	HELIO_09843	HUMAN24327
OG0006958	HELIO_03705	HUMAN29194, HUMAN29193
OG0006959	HELIO_03367	HUMAN02003
OG0006960	HELIO_11955	HUMAN21367
OG0006962	HELIO_04139	HUMAN00834
OG0006964	HELIO_05324	HUMAN25417
OG0006965	HELIO_01499	HUMAN22591, HUMAN22590
OG0006966	HELIO_00843	HUMAN21659
OG0006967	HELIO_03858	HUMAN20241
OG0006968	HELIO_10124	HUMAN28378
OG0006969	HELIO_04692	HUMAN22092, HUMAN22091
OG0006970	HELIO_03853	HUMAN04563
OG0006971	HELIO_04205	HUMAN07273
OG0006972	HELIO_12289	HUMAN11350, HUMAN11349
OG0006973	HELIO_05811	HUMAN25475
OG0006975	HELIO_00766	HUMAN00754
OG0006976	HELIO_09447	HUMAN25513, HUMAN25515
OG0006977	HELIO_03745	HUMAN21112
OG0006979	HELIO_08949	HUMAN09404
OG0006980	HELIO_06927	HUMAN21874
OG0006981	HELIO_10873	HUMAN04430, HUMAN04429, HUMAN04428
OG0006982	HELIO_09182	HUMAN18636, HUMAN18637
OG0006983	HELIO_09699	HUMAN00205, HUMAN00204
OG0006985	HELIO_08249	HUMAN20423
OG0006988	HELIO_01745, HELIO_10587	HUMAN15597, HUMAN15598
OG0006989	HELIO_01925	HUMAN18220
OG0006990	HELIO_06240	HUMAN03535, HUMAN03537, HUMAN03536
OG0006991	HELIO_08801	HUMAN19260
OG0006992	HELIO_03687	HUMAN03662
OG0006993	HELIO_04356	HUMAN18314, HUMAN18313
OG0006994	HELIO_10742	HUMAN17956
OG0006995	HELIO_00974	HUMAN20603
OG0006997	HELIO_04050	HUMAN20333, HUMAN20332
OG0006998	HELIO_01286	HUMAN13149
OG0006999	HELIO_01742	HUMAN28121
OG0007000	HELIO_00263	HUMAN17347, HUMAN17373
OG0007001	HELIO_09912	HUMAN06080
OG0007002	HELIO_00186	HUMAN29202
OG0007003	HELIO_03021	HUMAN15197
OG0007004	HELIO_03743	HUMAN14061
OG0007006	HELIO_05841	HUMAN21322
OG0007007	HELIO_04354	HUMAN05696, HUMAN05695
OG0007008	HELIO_04065	HUMAN13956
OG0007009	HELIO_10006	HUMAN28810
OG0007010	HELIO_01679	HUMAN22418
OG0007011	HELIO_12793	HUMAN05430
OG0007012	HELIO_04259	HUMAN22710
OG0007013	HELIO_10913	HUMAN12055
OG0007014	HELIO_00547	HUMAN03563, HUMAN03564
OG0007015	HELIO_01841	HUMAN19068
OG0007016	HELIO_09219	HUMAN11135
OG0007018	HELIO_07831	HUMAN24153
OG0007019	HELIO_10142	HUMAN13523
OG0007020	HELIO_10783	HUMAN17277, HUMAN17276
OG0007022	HELIO_00686	HUMAN17994
OG0007023	HELIO_05749	HUMAN21002
OG0007024	HELIO_03505	HUMAN26989
OG0007025	HELIO_12627	HUMAN13355, HUMAN13354
OG0007026	HELIO_11609, HELIO_11608	HUMAN04469
OG0007028	HELIO_09657	HUMAN02161
OG0007030	HELIO_05278	HUMAN23013, HUMAN23012
OG0007031	HELIO_11089	HUMAN01168, HUMAN01167
OG0007032	HELIO_10519	HUMAN19463
OG0007033	HELIO_06756	HUMAN18746
OG0007034	HELIO_05240	HUMAN06574, HUMAN06572, HUMAN06573
OG0007035	HELIO_05074	HUMAN05630
OG0007036	HELIO_08854	HUMAN24835
OG0007037	HELIO_03215	HUMAN17832, HUMAN17833
OG0007038	HELIO_07154	HUMAN01446
OG0007039	HELIO_03673	HUMAN08824, HUMAN08823
OG0007040	HELIO_09696	HUMAN30265
OG0007041	HELIO_00355	HUMAN10016
OG0007042	HELIO_08465	HUMAN26067
OG0007043	HELIO_10787	HUMAN03790
OG0007044	HELIO_03336	HUMAN05262, HUMAN22902
OG0007045	HELIO_03028	HUMAN00605
OG0007046	HELIO_06285	HUMAN25422, HUMAN25421
OG0007047	HELIO_01873	HUMAN24736
OG0007048	HELIO_01435	HUMAN26613, HUMAN26612
OG0007049	HELIO_01113	HUMAN11321, HUMAN11320
OG0007050	HELIO_10158	HUMAN22442
OG0007052	HELIO_03698	HUMAN19695, HUMAN19693, HUMAN19694
OG0007053	HELIO_01740	HUMAN12939, HUMAN12938, HUMAN12937
OG0007054	HELIO_03935	HUMAN10365
OG0007055	HELIO_05430	HUMAN19997
OG0007056	HELIO_04173	HUMAN11685, HUMAN11684
OG0007058	HELIO_12181	HUMAN05676
OG0007059	HELIO_11121	HUMAN03647
OG0007060	HELIO_03894	HUMAN28197
OG0007061	HELIO_03172	HUMAN03639
OG0007062	HELIO_03299	HUMAN21701
OG0007063	HELIO_02537	HUMAN15926
OG0007064	HELIO_02033	HUMAN22838
OG0007066	HELIO_08282	HUMAN05386
OG0007068	HELIO_11494	HUMAN22802, HUMAN22803
OG0007069	HELIO_10927	HUMAN08305
OG0007070	HELIO_05878	HUMAN18532, HUMAN18533
OG0007071	HELIO_10140	HUMAN01176
OG0007072	HELIO_09568	HUMAN15242
OG0007073	HELIO_12235	HUMAN18294
OG0007074	HELIO_10084	HUMAN21855
OG0007075	HELIO_12580	HUMAN27538
OG0007076	HELIO_04699	HUMAN06733
OG0007077	HELIO_03036	HUMAN22402
OG0007078	HELIO_12420	HUMAN20580
OG0007079	HELIO_12708	HUMAN16618
OG0007080	HELIO_10930	HUMAN16649, HUMAN16648
OG0007081	HELIO_01321	HUMAN12784, HUMAN12785
OG0007082	HELIO_01470	HUMAN06040
OG0007083	HELIO_01256	HUMAN24737
OG0007084	HELIO_06919	HUMAN28379
OG0007085	HELIO_09227, HELIO_06691, HELIO_06359	HUMAN11177, HUMAN11176
OG0007086	HELIO_09327	HUMAN06730
OG0007087	HELIO_06229	HUMAN25159
OG0007088	HELIO_10934	HUMAN28245, HUMAN28246
OG0007089	HELIO_01728	HUMAN05187
OG0007090	HELIO_02778	HUMAN01309
OG0007091	HELIO_05646	HUMAN00782
OG0007093	HELIO_04228	HUMAN11063
OG0007094	HELIO_03665	HUMAN08444
OG0007095	HELIO_05715	HUMAN16273
OG0007096	HELIO_05063	HUMAN24538
OG0007098	HELIO_07500	HUMAN11106
OG0007099	HELIO_11777	HUMAN02624
OG0007100	HELIO_02603	HUMAN25051
OG0007103	HELIO_04990	HUMAN03151, HUMAN03152
OG0007104	HELIO_08624	HUMAN07585, HUMAN30241
OG0007105	HELIO_06453	HUMAN17174
OG0007106	HELIO_08071	HUMAN21445
OG0007107	HELIO_08096	HUMAN24797
OG0007108	HELIO_10721	HUMAN26396
OG0007111	HELIO_07676	HUMAN14065, HUMAN14067
OG0007112	HELIO_05754	HUMAN09877
OG0007113	HELIO_02963	HUMAN20963
OG0007114	HELIO_02430	HUMAN20779
OG0007116	HELIO_03595	HUMAN06067
OG0007117	HELIO_10452	HUMAN06756
OG0007118	HELIO_00216	HUMAN25504
OG0007119	HELIO_03351	HUMAN01099
OG0007120	HELIO_08636	HUMAN23269, HUMAN23270
OG0007121	HELIO_08982	HUMAN25079
OG0007122	HELIO_01530	HUMAN00210, HUMAN00211
OG0007123	HELIO_06300	HUMAN03448
OG0007124	HELIO_03243	HUMAN17402, HUMAN17399
OG0007126	HELIO_07784	HUMAN02640, HUMAN04895
OG0007127	HELIO_02372	HUMAN26224
OG0007128	HELIO_07471	HUMAN13992, HUMAN13994
OG0007129	HELIO_01993	HUMAN24170, HUMAN24169, HUMAN03476
OG0007130	HELIO_08635, HELIO_08634	HUMAN06959
OG0007131	HELIO_04431	HUMAN23398
OG0007132	HELIO_12686	HUMAN28401, HUMAN28402
OG0007133	HELIO_05837	HUMAN23555
OG0007134	HELIO_02796	HUMAN03574
OG0007135	HELIO_03512	HUMAN09538
OG0007136	HELIO_11083	HUMAN09655
OG0007137	HELIO_01264	HUMAN15907
OG0007138	HELIO_11268	HUMAN02269
OG0007139	HELIO_03311	HUMAN24643
OG0007140	HELIO_09262	HUMAN14631
OG0007141	HELIO_02202	HUMAN20130
OG0007142	HELIO_09138	HUMAN07698, HUMAN17519
OG0007143	HELIO_02069	HUMAN16614
OG0007144	HELIO_02773	HUMAN02639
OG0007145	HELIO_02042	HUMAN13652
OG0007146	HELIO_08477	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379
OG0007148	HELIO_11799	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566
OG0007151	HELIO_01847	HUMAN05431
OG0007152	HELIO_07347	HUMAN01901
OG0007153	HELIO_04064	HUMAN16995, HUMAN16996
OG0007154	HELIO_05052	HUMAN08481
OG0007158	HELIO_04172	HUMAN19159, HUMAN19160, HUMAN22170
OG0007160	HELIO_04515	HUMAN10993
OG0007161	HELIO_03043	HUMAN27982, HUMAN11267
OG0007162	HELIO_11780	HUMAN15309
OG0007163	HELIO_04816	HUMAN01780
OG0007164	HELIO_04104	HUMAN21192
OG0007165	HELIO_07174	HUMAN05595
OG0007168	HELIO_01974	HUMAN19655, HUMAN19656
OG0007173	HELIO_07975	HUMAN05355, HUMAN05354
OG0007174	HELIO_10174	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951
OG0007175	HELIO_01496	HUMAN04157
OG0007176	HELIO_09685	HUMAN15324, HUMAN15323
OG0007177	HELIO_09991	HUMAN09300, HUMAN09299
OG0007178	HELIO_08375	HUMAN02113
OG0007179	HELIO_01221	HUMAN21518
OG0007180	HELIO_05806	HUMAN15073
OG0007181	HELIO_00946	HUMAN30517
OG0007182	HELIO_05171	HUMAN11844
OG0007183	HELIO_10857	HUMAN25330
OG0007187	HELIO_08131	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523
OG0007188	HELIO_00663	HUMAN17704
OG0007191	HELIO_12367	HUMAN23393, HUMAN23394
OG0007192	HELIO_11714	HUMAN17983
OG0007198	HELIO_12458	HUMAN24981
OG0007200	HELIO_01173	HUMAN03586, HUMAN03587
OG0007209	HELIO_03954	HUMAN24910
OG0007248	HELIO_03566	HUMAN13700
OG0007250	HELIO_11796	HUMAN07633
OG0007251	HELIO_11645	HUMAN14332
OG0007252	HELIO_11869	HUMAN22688, HUMAN22689
OG0007253	HELIO_05519	HUMAN24536, HUMAN11254, HUMAN11253
OG0007254	HELIO_04453	HUMAN02644
OG0007255	HELIO_05330	HUMAN26073, HUMAN26075, HUMAN26074
OG0007256	HELIO_08417	HUMAN27031
OG0007258	HELIO_08742	HUMAN14003
OG0007260	HELIO_06588	HUMAN04843, HUMAN04844
OG0007261	HELIO_02263	HUMAN28587
OG0007264	HELIO_05781	HUMAN11107
OG0007266	HELIO_07853	HUMAN20046
OG0007267	HELIO_10107	HUMAN00847, HUMAN00846
OG0007268	HELIO_01343	HUMAN21302
OG0007269	HELIO_06147	HUMAN16581, HUMAN16580, HUMAN16579
OG0007270	HELIO_02939	HUMAN07724
OG0007271	HELIO_05682	HUMAN13263
OG0007272	HELIO_10735	HUMAN00327
OG0007273	HELIO_09450	HUMAN16012
OG0007275	HELIO_03674	HUMAN24919, HUMAN06744
OG0007276	HELIO_06599	HUMAN28796
OG0007277	HELIO_09947	HUMAN25865
OG0007279	HELIO_03749	HUMAN11856
OG0007280	HELIO_00512	HUMAN27834, HUMAN27835, HUMAN27833
OG0007281	HELIO_07427	HUMAN25958
OG0007282	HELIO_12150	HUMAN07231
OG0007283	HELIO_09223	HUMAN12155
OG0007285	HELIO_10648, HELIO_10649	HUMAN25396, HUMAN25395
OG0007286	HELIO_00622	HUMAN10108
OG0007288	HELIO_09454	HUMAN22785
OG0007289	HELIO_09914	HUMAN11499
OG0007290	HELIO_02482	HUMAN15228
OG0007291	HELIO_12578	HUMAN18973
OG0007292	HELIO_01083	HUMAN15636
OG0007295	HELIO_00595	HUMAN22795
OG0007296	HELIO_03612	HUMAN11360
OG0007297	HELIO_08956	HUMAN29826, HUMAN29827
OG0007298	HELIO_08869	HUMAN22758
OG0007299	HELIO_08694	HUMAN27718, HUMAN27719
OG0007300	HELIO_02004	HUMAN26544
OG0007301	HELIO_00411	HUMAN23169, HUMAN23170
OG0007302	HELIO_02030	HUMAN09166
OG0007304	HELIO_12205	HUMAN16563, HUMAN16562, HUMAN16564
OG0007305	HELIO_03112	HUMAN02006
OG0007307	HELIO_05717	HUMAN17065, HUMAN17066
OG0007308	HELIO_09689	HUMAN20559
OG0007309	HELIO_10219	HUMAN17011
OG0007310	HELIO_05771	HUMAN05294
OG0007312	HELIO_09830	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186
OG0007314	HELIO_12687	HUMAN02534
OG0007316	HELIO_07362	HUMAN23083
OG0007317	HELIO_09791	HUMAN17014
OG0007318	HELIO_03980	HUMAN20909
OG0007319	HELIO_07489	HUMAN19188
OG0007320	HELIO_09747	HUMAN09645
OG0007321	HELIO_04170	HUMAN04956, HUMAN04955
OG0007322	HELIO_07072	HUMAN29064
OG0007325	HELIO_09200	HUMAN11525
OG0007326	HELIO_09034	HUMAN09593
OG0007327	HELIO_05229	HUMAN11975, HUMAN11976
OG0007328	HELIO_09442	HUMAN03776
OG0007329	HELIO_09968, HELIO_09969	HUMAN24733
OG0007330	HELIO_04133	HUMAN05264
OG0007331	HELIO_08039	HUMAN26953, HUMAN26952
OG0007333	HELIO_07199	HUMAN29576
OG0007334	HELIO_03472	HUMAN01738, HUMAN01739
OG0007335	HELIO_11949	HUMAN08862
OG0007336	HELIO_06667	HUMAN00761
OG0007337	HELIO_10954	HUMAN25483
OG0007338	HELIO_10759	HUMAN06830, HUMAN06827, HUMAN06828
OG0007339	HELIO_09640	HUMAN26218, HUMAN26219
OG0007340	HELIO_03582	HUMAN24905
OG0007341	HELIO_11684	HUMAN25872
OG0007343	HELIO_03412	HUMAN14176, HUMAN14177
OG0007344	HELIO_08609	HUMAN25001
OG0007345	HELIO_06260	HUMAN22717
OG0007347	HELIO_09177	HUMAN20415
OG0007348	HELIO_09120	HUMAN07623
OG0007349	HELIO_06468	HUMAN19722, HUMAN19724, HUMAN19723
OG0007351	HELIO_08688	HUMAN26020, HUMAN26021
OG0007352	HELIO_08083	HUMAN04641
OG0007353	HELIO_01295	HUMAN11061, HUMAN11060
OG0007354	HELIO_02659	HUMAN23192
OG0007355	HELIO_04351	HUMAN28384
OG0007356	HELIO_07064	HUMAN24980
OG0007357	HELIO_06223	HUMAN11281
OG0007358	HELIO_03013	HUMAN23692
OG0007359	HELIO_11166	HUMAN24471
OG0007360	HELIO_05459	HUMAN02160
OG0007361	HELIO_01627	HUMAN01585, HUMAN01584
OG0007363	HELIO_01853	HUMAN07700
OG0007364	HELIO_03012	HUMAN20228
OG0007365	HELIO_09060	HUMAN01007
OG0007366	HELIO_05623	HUMAN15080, HUMAN15079
OG0007367	HELIO_11916	HUMAN00909
OG0007368	HELIO_09902	HUMAN04400
OG0007369	HELIO_07842	HUMAN18171
OG0007370	HELIO_02554	HUMAN12243, HUMAN12242
OG0007371	HELIO_02928	HUMAN03496
OG0007372	HELIO_05741	HUMAN15886
OG0007373	HELIO_10252	HUMAN25169
OG0007375	HELIO_06007	HUMAN25512
OG0007377	HELIO_08244	HUMAN02116, HUMAN02117
OG0007378	HELIO_05336	HUMAN11793, HUMAN11794, HUMAN11795
OG0007379	HELIO_03559	HUMAN08973, HUMAN08972
OG0007380	HELIO_02244, HELIO_04235	HUMAN13807
OG0007381	HELIO_07625	HUMAN13546
OG0007384	HELIO_05152	HUMAN16675
OG0007385	HELIO_03304	HUMAN04317
OG0007386	HELIO_09551	HUMAN16767
OG0007387	HELIO_09254	HUMAN29057
OG0007388	HELIO_11355	HUMAN22118
OG0007389	HELIO_03631	HUMAN29100, HUMAN29099
OG0007390	HELIO_04593	HUMAN25915
OG0007391	HELIO_09468	HUMAN05345
OG0007392	HELIO_06732	HUMAN28583
OG0007393	HELIO_09515	HUMAN08660
OG0007395	HELIO_10203	HUMAN13460
OG0007396	HELIO_00896	HUMAN11000
OG0007397	HELIO_06855	HUMAN00870
OG0007399	HELIO_10834	HUMAN16123
OG0007400	HELIO_02129	HUMAN22018
OG0007402	HELIO_00636	HUMAN10240, HUMAN10238
OG0007403	HELIO_01171	HUMAN17254, HUMAN17253
OG0007405	HELIO_03624	HUMAN20387
OG0007406	HELIO_00793	HUMAN19713
OG0007407	HELIO_01901	HUMAN03483
OG0007408	HELIO_09431	HUMAN28141, HUMAN28142
OG0007409	HELIO_06116	HUMAN25552
OG0007410	HELIO_07916	HUMAN20271, HUMAN12126
OG0007411	HELIO_05076	HUMAN23663
OG0007412	HELIO_02238	HUMAN17545
OG0007413	HELIO_09705	HUMAN20818
OG0007414	HELIO_08640	HUMAN01057
OG0007415	HELIO_02421	HUMAN12759
OG0007416	HELIO_02849	HUMAN22361
OG0007417	HELIO_08832	HUMAN07346
OG0007418	HELIO_11504	HUMAN13111, HUMAN13110
OG0007419	HELIO_03480	HUMAN12142
OG0007421	HELIO_09011	HUMAN06697
OG0007422	HELIO_02252	HUMAN08465
OG0007423	HELIO_11673	HUMAN10490
OG0007424	HELIO_07951	HUMAN10237
OG0007425	HELIO_11448	HUMAN06193
OG0007427	HELIO_07421	HUMAN03785
OG0007428	HELIO_08646	HUMAN20678
OG0007429	HELIO_00502, HELIO_04959	HUMAN06934
OG0007430	HELIO_03736	HUMAN21194
OG0007432	HELIO_05478	HUMAN05574
OG0007433	HELIO_09161	HUMAN04271
OG0007434	HELIO_06087	HUMAN10246
OG0007435	HELIO_03578	HUMAN20583
OG0007436	HELIO_09859	HUMAN19667, HUMAN19666, HUMAN19668, HUMAN19665
OG0007437	HELIO_01196	HUMAN17137
OG0007438	HELIO_06570	HUMAN02955
OG0007439	HELIO_07267	HUMAN16947
OG0007440	HELIO_03640	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419
OG0007441	HELIO_06686	HUMAN13782
OG0007442	HELIO_05360	HUMAN00969
OG0007443	HELIO_11491	HUMAN07149
OG0007445	HELIO_06761	HUMAN21386
OG0007446	HELIO_07395	HUMAN07376
OG0007447	HELIO_12442	HUMAN22922
OG0007449	HELIO_12368	HUMAN18814
OG0007450	HELIO_00508	HUMAN08573, HUMAN08574
OG0007451	HELIO_04606	HUMAN08167, HUMAN08166
OG0007452	HELIO_07764	HUMAN22554
OG0007453	HELIO_06244	HUMAN10744
OG0007454	HELIO_11972	HUMAN18226
OG0007455	HELIO_12355	HUMAN29667
OG0007456	HELIO_09549	HUMAN07199
OG0007458	HELIO_09868	HUMAN28978
OG0007459	HELIO_01507	HUMAN16778
OG0007460	HELIO_08692	HUMAN16831, HUMAN16829
OG0007461	HELIO_01865	HUMAN08943
OG0007463	HELIO_00691	HUMAN06999
OG0007464	HELIO_06851, HELIO_11577	HUMAN26087
OG0007465	HELIO_12224	HUMAN13093
OG0007466	HELIO_11051	HUMAN09405
OG0007467	HELIO_08827	HUMAN28516
OG0007468	HELIO_07899, HELIO_07898, HELIO_07900	HUMAN22128
OG0007471	HELIO_09730	HUMAN07932
OG0007472	HELIO_11248	HUMAN23723
OG0007474	HELIO_11271	HUMAN05615
OG0007475	HELIO_09366	HUMAN10446, HUMAN10445
OG0007476	HELIO_04585	HUMAN14444
OG0007477	HELIO_10040	HUMAN12723
OG0007478	HELIO_04114	HUMAN19940
OG0007479	HELIO_09941	HUMAN25924, HUMAN25925, HUMAN25923
OG0007480	HELIO_07958	HUMAN03711
OG0007481	HELIO_12489	HUMAN11840
OG0007482	HELIO_12170	HUMAN01581
OG0007483	HELIO_09027	HUMAN25804
OG0007484	HELIO_06327	HUMAN15505
OG0007485	HELIO_11680	HUMAN08408
OG0007486	HELIO_11596	HUMAN03242
OG0007487	HELIO_02561	HUMAN00801
OG0007488	HELIO_09301	HUMAN24932
OG0007490	HELIO_03991	HUMAN18581, HUMAN18580
OG0007491	HELIO_08829	HUMAN10273
OG0007492	HELIO_02672	HUMAN25121
OG0007494	HELIO_12427	HUMAN16086
OG0007495	HELIO_09614	HUMAN19626, HUMAN19624
OG0007496	HELIO_05033	HUMAN21064
OG0007497	HELIO_04536	HUMAN02092, HUMAN02091
OG0007498	HELIO_11706	HUMAN28184
OG0007499	HELIO_04404	HUMAN04823
OG0007500	HELIO_05327	HUMAN21907
OG0007501	HELIO_06537	HUMAN06876, HUMAN06874, HUMAN06875
OG0007503	HELIO_10821	HUMAN03263, HUMAN03264, HUMAN03265
OG0007504	HELIO_07294	HUMAN26616
OG0007507	HELIO_05954	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725
OG0007508	HELIO_01803	HUMAN29445
OG0007509	HELIO_08680	HUMAN12458
OG0007510	HELIO_08253	HUMAN00670, HUMAN00669
OG0007513	HELIO_03291	HUMAN02838
OG0007514	HELIO_08449	HUMAN23377, HUMAN00924
OG0007515	HELIO_02726	HUMAN25910
OG0007517	HELIO_00725	HUMAN04257
OG0007518	HELIO_10823	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938
OG0007519	HELIO_05000	HUMAN15216, HUMAN15215
OG0007520	HELIO_01165	HUMAN20799, HUMAN17640, HUMAN17646, HUMAN20798
OG0007521	HELIO_08679	HUMAN03514
OG0007525	HELIO_06830	HUMAN01310
OG0007527	HELIO_08185	HUMAN14056
OG0007528	HELIO_01539	HUMAN01170
OG0007529	HELIO_11571	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629
OG0007531	HELIO_12240	HUMAN23525, HUMAN23527, HUMAN23526
OG0007533	HELIO_06152	HUMAN18647
OG0007582	HELIO_04559	HUMAN23412, HUMAN23413, HUMAN23411
OG0007583	HELIO_07177	HUMAN03503
OG0007584	HELIO_07569	HUMAN10216, HUMAN10215
OG0007586	HELIO_01877	HUMAN28828
OG0007587	HELIO_10037	HUMAN28082
OG0007588	HELIO_09210	HUMAN05800
OG0007589	HELIO_07736	HUMAN23044
OG0007591	HELIO_10985	HUMAN12931
OG0007595	HELIO_10971	HUMAN26771, HUMAN26772
OG0007597	HELIO_09185	HUMAN07406
OG0007598	HELIO_02686	HUMAN22979
OG0007600	HELIO_09160	HUMAN07630, HUMAN21662
OG0007601	HELIO_11037	HUMAN12973
OG0007602	HELIO_07630	HUMAN00917
OG0007603	HELIO_01392	HUMAN11097
OG0007604	HELIO_03238	HUMAN11462, HUMAN11463
OG0007605	HELIO_08599	HUMAN25002
OG0007606	HELIO_07848	HUMAN16824, HUMAN16823
OG0007607	HELIO_03875	HUMAN00121
OG0007609	HELIO_10263	HUMAN07130
OG0007610	HELIO_03990	HUMAN20947
OG0007611	HELIO_01122	HUMAN08580
OG0007612	HELIO_09265	HUMAN06201
OG0007614	HELIO_12418	HUMAN11569, HUMAN11570, HUMAN11567
OG0007616	HELIO_00580	HUMAN16740
OG0007617	HELIO_01514, HELIO_03303	HUMAN28528
OG0007618	HELIO_11433	HUMAN05174, HUMAN05173
OG0007619	HELIO_00818	HUMAN21829
OG0007622	HELIO_08743	HUMAN21098
OG0007623	HELIO_00485	HUMAN14413
OG0007624	HELIO_03334	HUMAN00744
OG0007626	HELIO_06920	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030
OG0007628	HELIO_12259	HUMAN22378
OG0007629	HELIO_03806	HUMAN23337
OG0007631	HELIO_09565	HUMAN25386, HUMAN17448
OG0007632	HELIO_08772	HUMAN16885
OG0007633	HELIO_01601, HELIO_04618	HUMAN13873
OG0007634	HELIO_08632	HUMAN22721
OG0007635	HELIO_11841	HUMAN22830
OG0007637	HELIO_09043	HUMAN08470
OG0007638	HELIO_04448	HUMAN25473
OG0007639	HELIO_03757	HUMAN03357, HUMAN03356
OG0007640	HELIO_01947	HUMAN14964, HUMAN14963
OG0007641	HELIO_06504	HUMAN23720, HUMAN23721, HUMAN23719
OG0007642	HELIO_09919	HUMAN02914
OG0007643	HELIO_05958	HUMAN26301
OG0007645	HELIO_08180	HUMAN10615, HUMAN10616
OG0007646	HELIO_09428	HUMAN29544
OG0007647	HELIO_06564	HUMAN02929
OG0007648	HELIO_11122	HUMAN29977, HUMAN29976
OG0007649	HELIO_02723	HUMAN01321
OG0007650	HELIO_07386	HUMAN16337, HUMAN16338
OG0007651	HELIO_02073	HUMAN16641
OG0007652	HELIO_06613, HELIO_09950	HUMAN29441
OG0007656	HELIO_03326	HUMAN02869
OG0007658	HELIO_08545	HUMAN30007
OG0007659	HELIO_12061	HUMAN18167, HUMAN18165, HUMAN18169
OG0007660	HELIO_04891	HUMAN02075
OG0007662	HELIO_05739	HUMAN05169
OG0007663	HELIO_09052	HUMAN19568
OG0007664	HELIO_04897	HUMAN10066
OG0007665	HELIO_01351	HUMAN27691, HUMAN27690
OG0007666	HELIO_07744	HUMAN10319
OG0007667	HELIO_04334	HUMAN15603
OG0007668	HELIO_03931	HUMAN07341
OG0007669	HELIO_10621	HUMAN26809, HUMAN26810
OG0007670	HELIO_10218	HUMAN25254
OG0007671	HELIO_05540	HUMAN18044
OG0007673	HELIO_12156	HUMAN30108, HUMAN00583
OG0007675	HELIO_03407	HUMAN25956, HUMAN25982
OG0007676	HELIO_07836	HUMAN24899
OG0007679	HELIO_00757	HUMAN23101
OG0007680	HELIO_05007	HUMAN17909
OG0007681	HELIO_11068	HUMAN09648
OG0007684	HELIO_08826	HUMAN15836
OG0007686	HELIO_07993	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599
OG0007687	HELIO_01462	HUMAN20268
OG0007688	HELIO_07498	HUMAN27313, HUMAN27311
OG0007689	HELIO_05912	HUMAN07121
OG0007690	HELIO_01667	HUMAN27678
OG0007691	HELIO_10851	HUMAN27822
OG0007692	HELIO_12083	HUMAN02061
OG0007694	HELIO_10450	HUMAN20746
OG0007695	HELIO_05669	HUMAN28172
OG0007696	HELIO_08043	HUMAN05784
OG0007698	HELIO_02873	HUMAN29272
OG0007700	HELIO_03540	HUMAN07314
OG0007702	HELIO_01625	HUMAN20314
OG0007703	HELIO_00511	HUMAN22827
OG0007704	HELIO_10965	HUMAN21556
