Orthogroup	HELIO_ok	ORYLA
OG0005797	HELIO_06182	ORYLA18216
OG0005798	HELIO_05666	ORYLA13859
OG0005799	HELIO_04889	ORYLA01072
OG0005800	HELIO_10961	ORYLA01809
OG0005802	HELIO_06888	ORYLA09753
OG0005803	HELIO_12301	ORYLA09410
OG0005804	HELIO_12765	ORYLA12290, ORYLA06566
OG0005805	HELIO_03131	ORYLA04527
OG0005806	HELIO_09787	ORYLA17922
OG0005807	HELIO_03647	ORYLA01224
OG0005808	HELIO_02539	ORYLA13733
OG0005810	HELIO_06001	ORYLA20379
OG0005811	HELIO_00291	ORYLA11574
OG0005814	HELIO_01064	ORYLA02975
OG0005816	HELIO_10894	ORYLA17256, ORYLA15374
OG0005817	HELIO_02390	ORYLA02525
OG0005818	HELIO_03468	ORYLA15368
OG0005819	HELIO_07713	ORYLA17070
OG0005819	HELIO_03081	ORYLA18329
OG0005820	HELIO_09452	ORYLA05689
OG0005821	HELIO_12595	ORYLA05556
OG0005822	HELIO_09903	ORYLA19296
OG0005823	HELIO_01957	ORYLA04103
OG0005824	HELIO_03469	ORYLA12812
OG0005826	HELIO_00966	ORYLA10997
OG0005827	HELIO_07701, HELIO_07700	ORYLA04867
OG0005828	HELIO_07094	ORYLA17775, ORYLA18417
OG0005829	HELIO_05165	ORYLA11889
OG0005830	HELIO_06729	ORYLA16729, ORYLA16928
OG0005831	HELIO_05610	ORYLA19768
OG0005832	HELIO_07710	ORYLA20295
OG0005833	HELIO_06759	ORYLA12552
OG0005835	HELIO_06665	ORYLA15968
OG0005836	HELIO_12625	ORYLA02705
OG0005837	HELIO_02604	ORYLA17100
OG0005838	HELIO_04463	ORYLA15364
OG0005839	HELIO_08787	ORYLA04968, ORYLA00436
OG0005840	HELIO_01446	ORYLA04946
OG0005841	HELIO_08354	ORYLA14469
OG0005842	HELIO_10018	ORYLA13693
OG0005843	HELIO_09916	ORYLA06467
OG0005844	HELIO_00626	ORYLA04807
OG0005845	HELIO_01881	ORYLA03266
OG0005846	HELIO_02198	ORYLA04854
OG0005847	HELIO_06346	ORYLA11529
OG0005848	HELIO_00072	ORYLA16342
OG0005849	HELIO_05794	ORYLA09685
OG0005850	HELIO_12393	ORYLA13872
OG0005851	HELIO_02591	ORYLA13639
OG0005852	HELIO_02791	ORYLA15830
OG0005853	HELIO_03426	ORYLA10472, ORYLA11336
OG0005854	HELIO_00521	ORYLA15268
OG0005855	HELIO_07423	ORYLA16421
OG0005857	HELIO_08175	ORYLA03540
OG0005858	HELIO_09711	ORYLA17612
OG0005860	HELIO_01705	ORYLA17529
OG0005861	HELIO_03174	ORYLA12932
OG0005863	HELIO_07574	ORYLA16762
OG0005864	HELIO_00995	ORYLA02335, ORYLA02336
OG0005865	HELIO_12295	ORYLA18711
OG0005866	HELIO_11279, HELIO_11280	ORYLA10406
OG0005867	HELIO_01644	ORYLA14750
OG0005869	HELIO_12207	ORYLA14537
OG0005871	HELIO_03511	ORYLA00937
OG0005872	HELIO_05790	ORYLA06151
OG0005874	HELIO_08275	ORYLA08436, ORYLA08808
OG0005875	HELIO_09385	ORYLA03096
OG0005876	HELIO_07615	ORYLA13721
OG0005877	HELIO_03600	ORYLA12771
OG0005878	HELIO_04210	ORYLA11425, ORYLA11426
OG0005879	HELIO_04107	ORYLA06023
OG0005880	HELIO_00646	ORYLA20156
OG0005885	HELIO_08518	ORYLA17740
OG0005886	HELIO_05390	ORYLA10508
OG0005887	HELIO_06315	ORYLA04540
OG0005888	HELIO_06386	ORYLA16571
OG0005889	HELIO_01483	ORYLA07548
OG0005890	HELIO_09731	ORYLA11535
OG0005891	HELIO_08277	ORYLA00807, ORYLA00806
OG0005892	HELIO_06081	ORYLA12431
OG0005894	HELIO_05665	ORYLA08719, ORYLA03910, ORYLA01239
OG0005895	HELIO_00588	ORYLA04519
OG0005897	HELIO_01641	ORYLA19507
OG0005898	HELIO_02135	ORYLA09769
OG0005899	HELIO_09792	ORYLA16594
OG0005900	HELIO_07976	ORYLA06266
OG0005901	HELIO_08741	ORYLA15179
OG0005903	HELIO_06437	ORYLA03025
OG0005906	HELIO_02934	ORYLA09828
OG0005907	HELIO_00302	ORYLA10740, ORYLA15224
OG0005909	HELIO_02854	ORYLA13661
OG0005911	HELIO_01858	ORYLA19782
OG0005912	HELIO_12550	ORYLA16145, ORYLA06495
OG0005913	HELIO_00322	ORYLA03195
OG0005914	HELIO_06247	ORYLA14072
OG0005916	HELIO_01878	ORYLA09681
OG0005918	HELIO_10555	ORYLA06801
OG0005919	HELIO_03998	ORYLA06790
OG0005920	HELIO_02707	ORYLA07096, ORYLA13575
OG0005921	HELIO_02652	ORYLA03161
OG0005923	HELIO_07917	ORYLA07288
OG0005923	HELIO_07918	ORYLA07289
OG0005924	HELIO_09463	ORYLA10431
OG0005926	HELIO_08901, HELIO_08900	ORYLA06535
OG0005927	HELIO_07794	ORYLA18549, ORYLA18257
OG0005928	HELIO_05155	ORYLA13174
OG0005929	HELIO_10781	ORYLA17102
OG0005931	HELIO_09374	ORYLA12693
OG0005933	HELIO_09168	ORYLA04204
OG0005936	HELIO_01257	ORYLA00036
OG0005937	HELIO_06991	ORYLA15356
OG0005938	HELIO_07813	ORYLA02948
OG0005939	HELIO_01056	ORYLA14676
OG0005940	HELIO_09380	ORYLA11953
OG0005941	HELIO_05882	ORYLA11974
OG0005942	HELIO_03899	ORYLA20255
OG0005943	HELIO_12094	ORYLA17027
OG0005944	HELIO_00275	ORYLA05011
OG0005945	HELIO_03484	ORYLA11391
OG0005946	HELIO_03144	ORYLA16047
OG0005947	HELIO_01190	ORYLA04618
OG0005948	HELIO_09928	ORYLA05015, ORYLA08209, ORYLA05016, ORYLA08210
OG0005949	HELIO_07740	ORYLA17627
OG0005950	HELIO_02777	ORYLA10694
OG0005951	HELIO_10458	ORYLA13200
OG0005952	HELIO_03293	ORYLA17339
OG0005953	HELIO_12488	ORYLA17714
OG0005954	HELIO_10141	ORYLA15255
OG0005955	HELIO_01137	ORYLA17735
OG0005957	HELIO_08954	ORYLA07508
OG0005959	HELIO_10342	ORYLA01636
OG0005960	HELIO_08780	ORYLA14080
OG0005961	HELIO_01047	ORYLA13699
OG0005962	HELIO_11886	ORYLA15697
OG0005963	HELIO_05798	ORYLA13333
OG0005964	HELIO_10960	ORYLA11297
OG0005965	HELIO_01531	ORYLA00501
OG0005966	HELIO_10744	ORYLA16765
OG0005967	HELIO_10887	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	HELIO_12575	ORYLA06981
OG0005969	HELIO_02845	ORYLA05253
OG0005970	HELIO_06792	ORYLA12936
OG0005973	HELIO_11893	ORYLA10086
OG0005974	HELIO_12424	ORYLA12871
OG0005975	HELIO_01562	ORYLA09620
OG0005976	HELIO_08554	ORYLA10048
OG0005977	HELIO_12506	ORYLA11110
OG0005978	HELIO_06345	ORYLA18813
OG0005979	HELIO_12104	ORYLA09195
OG0005980	HELIO_12340	ORYLA16160
OG0005981	HELIO_04502	ORYLA13340
OG0005982	HELIO_12070	ORYLA02398
OG0005983	HELIO_02019	ORYLA13523
OG0005985	HELIO_06268	ORYLA17726
OG0005986	HELIO_00701	ORYLA07662
OG0005987	HELIO_01948	ORYLA04335
OG0005989	HELIO_12608	ORYLA14612, ORYLA14611
OG0005991	HELIO_07344	ORYLA14694
OG0005993	HELIO_05394	ORYLA15988
OG0005994	HELIO_12563	ORYLA02349, ORYLA17460, ORYLA06764
OG0005995	HELIO_07095	ORYLA05250
OG0005996	HELIO_06337	ORYLA05372
OG0005997	HELIO_12387	ORYLA14583, ORYLA12455
OG0005998	HELIO_10227	ORYLA02760
OG0006000	HELIO_10172	ORYLA11444
OG0006001	HELIO_08674	ORYLA14912
OG0006002	HELIO_10959	ORYLA11186
OG0006003	HELIO_11170	ORYLA00268
OG0006004	HELIO_03826	ORYLA16105
OG0006005	HELIO_07237	ORYLA04614
OG0006007	HELIO_03466	ORYLA13414
OG0006008	HELIO_03553	ORYLA00733
OG0006009	HELIO_12081	ORYLA19597, ORYLA18623
OG0006010	HELIO_07331	ORYLA01122
OG0006013	HELIO_01534	ORYLA02083
OG0006014	HELIO_09352	ORYLA13553, ORYLA12220
OG0006015	HELIO_01501	ORYLA00450
OG0006059	HELIO_12552	ORYLA09031
OG0006061	HELIO_09207	ORYLA19379
OG0006062	HELIO_08726	ORYLA16708
OG0006063	HELIO_11989	ORYLA03877
OG0006064	HELIO_02594	ORYLA04445
OG0006065	HELIO_08296	ORYLA17451
OG0006066	HELIO_00574	ORYLA09975
OG0006067	HELIO_03817	ORYLA05884
OG0006068	HELIO_01188	ORYLA01339, ORYLA01340, ORYLA04996
OG0006069	HELIO_07213	ORYLA16979
OG0006070	HELIO_02550	ORYLA00067
OG0006071	HELIO_02908	ORYLA02579
OG0006072	HELIO_04017, HELIO_01390	ORYLA12315
OG0006073	HELIO_02036	ORYLA03080
OG0006074	HELIO_00468	ORYLA11388
OG0006075	HELIO_11114	ORYLA04806
OG0006077	HELIO_06804	ORYLA19036, ORYLA19037
OG0006078	HELIO_02757	ORYLA17648, ORYLA01729
OG0006079	HELIO_05348	ORYLA15110
OG0006083	HELIO_09907	ORYLA20342
OG0006084	HELIO_04599	ORYLA00533
OG0006085	HELIO_06045	ORYLA15317
OG0006087	HELIO_02406	ORYLA07572
OG0006092	HELIO_06190	ORYLA18231
OG0006095	HELIO_05960	ORYLA00577
OG0006096	HELIO_00266	ORYLA02341
OG0006097	HELIO_00948	ORYLA08979
OG0006098	HELIO_12451	ORYLA08847
OG0006099	HELIO_02548	ORYLA07739, ORYLA07738, ORYLA16995
OG0006100	HELIO_06033	ORYLA15271
OG0006102	HELIO_02161	ORYLA13664, ORYLA14108
OG0006103	HELIO_10415	ORYLA11324
OG0006104	HELIO_11790	ORYLA19385
OG0006106	HELIO_01676	ORYLA08883, ORYLA08882
OG0006107	HELIO_04998	ORYLA14542
OG0006108	HELIO_02395	ORYLA05895
OG0006110	HELIO_02008	ORYLA14511, ORYLA14510
OG0006111	HELIO_09546	ORYLA04074, ORYLA03212
OG0006112	HELIO_00153	ORYLA15289
OG0006113	HELIO_01033, HELIO_06282	ORYLA07029
OG0006114	HELIO_08232	ORYLA15533
OG0006115	HELIO_09653	ORYLA11548
OG0006117	HELIO_11868	ORYLA00077
OG0006118	HELIO_11336	ORYLA05452
OG0006119	HELIO_01320	ORYLA20488
OG0006120	HELIO_01402	ORYLA10724
OG0006121	HELIO_03902	ORYLA19436
OG0006123	HELIO_05780	ORYLA20495
OG0006124	HELIO_04516	ORYLA11506
OG0006125	HELIO_04092	ORYLA09691
OG0006126	HELIO_10074	ORYLA16568
OG0006127	HELIO_09878	ORYLA15251
OG0006128	HELIO_05999	ORYLA15261
OG0006129	HELIO_10684	ORYLA00354
OG0006130	HELIO_09850	ORYLA14031
OG0006131	HELIO_03798	ORYLA16375, ORYLA07912
OG0006132	HELIO_12281	ORYLA05048
OG0006133	HELIO_12670	ORYLA12772
OG0006134	HELIO_11258	ORYLA05638
OG0006136	HELIO_01347	ORYLA09430
OG0006137	HELIO_11623	ORYLA02042
OG0006138	HELIO_12748	ORYLA04799
OG0006139	HELIO_11350	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732
OG0006140	HELIO_02451	ORYLA15551
OG0006144	HELIO_01610	ORYLA07543
OG0006145	HELIO_02039	ORYLA20229
OG0006146	HELIO_11581	ORYLA05029
OG0006148	HELIO_03796	ORYLA02358
OG0006149	HELIO_09266	ORYLA10488
OG0006151	HELIO_12332	ORYLA14513
OG0006152	HELIO_02838, HELIO_02839	ORYLA11733
OG0006153	HELIO_10903	ORYLA20426
OG0006155	HELIO_09019	ORYLA06089
OG0006156	HELIO_01157	ORYLA00926
OG0006158	HELIO_03424	ORYLA10442
OG0006159	HELIO_01135	ORYLA19153
OG0006161	HELIO_01021	ORYLA01833, ORYLA05612
OG0006162	HELIO_06910	ORYLA13159
OG0006163	HELIO_10622	ORYLA14800, ORYLA12332
OG0006164	HELIO_00503	ORYLA19800
OG0006165	HELIO_10096	ORYLA20003
OG0006167	HELIO_09583	ORYLA07176, ORYLA00415
OG0006168	HELIO_04374	ORYLA16569
OG0006169	HELIO_01683	ORYLA04271
OG0006170	HELIO_00936	ORYLA09909
OG0006171	HELIO_08769	ORYLA02054
OG0006172	HELIO_09368	ORYLA10481
OG0006174	HELIO_09611	ORYLA17661, ORYLA02384, ORYLA12208
OG0006176	HELIO_06130	ORYLA10315
OG0006178	HELIO_06934	ORYLA04504
OG0006179	HELIO_02389	ORYLA03657
OG0006180	HELIO_05100	ORYLA06973
OG0006181	HELIO_02483	ORYLA03672
OG0006182	HELIO_05513	ORYLA08344
OG0006183	HELIO_10717	ORYLA16825
OG0006184	HELIO_07281	ORYLA00792
OG0006185	HELIO_10309	ORYLA06316
OG0006186	HELIO_07896	ORYLA13046
OG0006187	HELIO_10624	ORYLA18889
OG0006188	HELIO_02600	ORYLA20449
OG0006189	HELIO_09819	ORYLA17086, ORYLA00060
OG0006190	HELIO_09178	ORYLA01121
OG0006191	HELIO_05111	ORYLA17482
OG0006192	HELIO_02484	ORYLA04658
OG0006193	HELIO_02783	ORYLA12955
OG0006194	HELIO_01490	ORYLA00610
OG0006195	HELIO_11558	ORYLA17204
OG0006196	HELIO_07135	ORYLA03362
OG0006198	HELIO_03108	ORYLA05262
OG0006199	HELIO_07696	ORYLA07760
OG0006200	HELIO_01635	ORYLA00176
OG0006201	HELIO_12194	ORYLA17887, ORYLA16831, ORYLA16832
OG0006202	HELIO_07913	ORYLA06744
OG0006203	HELIO_08508	ORYLA04805
OG0006204	HELIO_06341	ORYLA07934
OG0006205	HELIO_06982	ORYLA19412
OG0006206	HELIO_02094	ORYLA11658, ORYLA10666, ORYLA11666
OG0006207	HELIO_04911	ORYLA03254
OG0006210	HELIO_09766	ORYLA02264
OG0006214	HELIO_05385	ORYLA11041
OG0006216	HELIO_01427	ORYLA19823
OG0006217	HELIO_08745	ORYLA13873, ORYLA13874
OG0006219	HELIO_11309	ORYLA13291
OG0006220	HELIO_03835	ORYLA18843
OG0006221	HELIO_08499	ORYLA05707, ORYLA16392, ORYLA07903
OG0006223	HELIO_10561	ORYLA10674
OG0006224	HELIO_11003	ORYLA15635
OG0006225	HELIO_07778	ORYLA00226
OG0006226	HELIO_08615, HELIO_07283	ORYLA02359
OG0006227	HELIO_02965	ORYLA17980
OG0006228	HELIO_01906	ORYLA16946, ORYLA20325
OG0006229	HELIO_08595	ORYLA00480
OG0006230	HELIO_04171	ORYLA20084
OG0006231	HELIO_09557	ORYLA08845
OG0006232	HELIO_02413	ORYLA19680
OG0006233	HELIO_12645	ORYLA13531
OG0006234	HELIO_02209	ORYLA13453
OG0006235	HELIO_04447	ORYLA14597
OG0006237	HELIO_09317	ORYLA15408
OG0006240	HELIO_10169	ORYLA20183
OG0006242	HELIO_04792	ORYLA00598, ORYLA00599
OG0006243	HELIO_03162	ORYLA14098
OG0006244	HELIO_09799	ORYLA02710
OG0006245	HELIO_01875	ORYLA08633
OG0006246	HELIO_03207	ORYLA02819
OG0006247	HELIO_12325	ORYLA14475
OG0006249	HELIO_03685	ORYLA07428
OG0006250	HELIO_04452	ORYLA01481
OG0006251	HELIO_03506	ORYLA03699
OG0006252	HELIO_07441	ORYLA05842
OG0006253	HELIO_09861, HELIO_09860	ORYLA12949
OG0006254	HELIO_03235	ORYLA01467
OG0006255	HELIO_01290	ORYLA04827
OG0006256	HELIO_09276	ORYLA09128
OG0006257	HELIO_05551	ORYLA05204
OG0006258	HELIO_02104	ORYLA02984
OG0006259	HELIO_08011	ORYLA13353
OG0006260	HELIO_02690	ORYLA18938
OG0006261	HELIO_01281	ORYLA11026, ORYLA14160
OG0006262	HELIO_03022	ORYLA15136, ORYLA05395, ORYLA01853
OG0006263	HELIO_01869	ORYLA09051
OG0006266	HELIO_09601	ORYLA12795
OG0006268	HELIO_11361	ORYLA16048
OG0006270	HELIO_03056	ORYLA02562, ORYLA02561
OG0006271	HELIO_08830	ORYLA08585
OG0006273	HELIO_08816	ORYLA06300
OG0006275	HELIO_03477	ORYLA10683
OG0006278	HELIO_12003	ORYLA06895, ORYLA16134
OG0006279	HELIO_03686	ORYLA09965
OG0006280	HELIO_04297	ORYLA11567
OG0006282	HELIO_02370	ORYLA13164
OG0006283	HELIO_12120	ORYLA09291
OG0006284	HELIO_12533	ORYLA09690
OG0006285	HELIO_00662	ORYLA17251
OG0006286	HELIO_12161	ORYLA07043
OG0006287	HELIO_11429	ORYLA04687
OG0006289	HELIO_05726	ORYLA14057, ORYLA16007
OG0006290	HELIO_11929	ORYLA16144
OG0006291	HELIO_02126	ORYLA13632
OG0006292	HELIO_00798	ORYLA19865
OG0006294	HELIO_01836	ORYLA11427
OG0006295	HELIO_06735	ORYLA20007
OG0006296	HELIO_06978	ORYLA11079
OG0006297	HELIO_03473	ORYLA13740
OG0006298	HELIO_07555	ORYLA16187
OG0006299	HELIO_03597	ORYLA10630, ORYLA02251, ORYLA11710
OG0006301	HELIO_02503	ORYLA10259
OG0006302	HELIO_07327	ORYLA12680, ORYLA14790
OG0006303	HELIO_05727	ORYLA19425, ORYLA05900
OG0006304	HELIO_02086	ORYLA10170, ORYLA11894
OG0006305	HELIO_00440	ORYLA00895, ORYLA00418
OG0006306	HELIO_02884	ORYLA05428
OG0006307	HELIO_06176	ORYLA17332
OG0006311	HELIO_07328	ORYLA14691
OG0006312	HELIO_09759, HELIO_09758	ORYLA19224
OG0006315	HELIO_08491	ORYLA04829
OG0006317	HELIO_02608	ORYLA05717
OG0006318	HELIO_04140	ORYLA08694
OG0006320	HELIO_01365	ORYLA15063
OG0006321	HELIO_02693	ORYLA12059
OG0006322	HELIO_05302	ORYLA20137
OG0006323	HELIO_03381	ORYLA08641
OG0006324	HELIO_03518	ORYLA07027
OG0006327	HELIO_04051	ORYLA19841
OG0006328	HELIO_10414	ORYLA02179, ORYLA02180
OG0006329	HELIO_06141	ORYLA17793
OG0006330	HELIO_02203	ORYLA12144
OG0006331	HELIO_06448	ORYLA03044
OG0006332	HELIO_10634	ORYLA12489
OG0006334	HELIO_03962	ORYLA00853
OG0006335	HELIO_08944	ORYLA13756
OG0006338	HELIO_02771, HELIO_07035	ORYLA07080, ORYLA13064
OG0006339	HELIO_05939	ORYLA02765
OG0006340	HELIO_10564	ORYLA05277
OG0006341	HELIO_02596	ORYLA17094
OG0006343	HELIO_10924, HELIO_03814	ORYLA00514
OG0006344	HELIO_02682	ORYLA09235, ORYLA07107
OG0006345	HELIO_06204	ORYLA06394
OG0006348	HELIO_04624	ORYLA17683
OG0006351	HELIO_01111	ORYLA09454
OG0006352	HELIO_12264	ORYLA00408, ORYLA01498
OG0006353	HELIO_08847	ORYLA03383
OG0006354	HELIO_06452	ORYLA17693
OG0006356	HELIO_12334	ORYLA04352
OG0006357	HELIO_04461, HELIO_05831	ORYLA13109
OG0006359	HELIO_05317	ORYLA06276
OG0006360	HELIO_03201	ORYLA11287
OG0006361	HELIO_08471	ORYLA15180
OG0006362	HELIO_00933	ORYLA05430
OG0006363	HELIO_03249	ORYLA04345
OG0006364	HELIO_11661	ORYLA17402, ORYLA17403
OG0006365	HELIO_02059	ORYLA07547
OG0006366	HELIO_09372	ORYLA03615
OG0006367	HELIO_01807	ORYLA10820
OG0006368	HELIO_11154, HELIO_06811	ORYLA07849
OG0006370	HELIO_08191	ORYLA09199
OG0006372	HELIO_12026	ORYLA10156
OG0006375	HELIO_08503	ORYLA07773
OG0006376	HELIO_08120	ORYLA18136
OG0006377	HELIO_08767	ORYLA02527
OG0006379	HELIO_11177	ORYLA02129
OG0006380	HELIO_09164	ORYLA01349
OG0006381	HELIO_05870	ORYLA11043, ORYLA15094
OG0006382	HELIO_08796	ORYLA10097, ORYLA10098
OG0006383	HELIO_00800	ORYLA04517
OG0006384	HELIO_05166	ORYLA17068
OG0006386	HELIO_08108	ORYLA19015
OG0006387	HELIO_04976	ORYLA10627
OG0006388	HELIO_03315	ORYLA16292, ORYLA00766
OG0006389	HELIO_10791	ORYLA12499
OG0006390	HELIO_00558	ORYLA19642
OG0006391	HELIO_08033	ORYLA03666
OG0006392	HELIO_11026	ORYLA09388
OG0006393	HELIO_00803	ORYLA00411, ORYLA13211
OG0006394	HELIO_07735	ORYLA00283
OG0006395	HELIO_02881	ORYLA19863
OG0006396	HELIO_07809	ORYLA17433
OG0006401	HELIO_05695	ORYLA08618, ORYLA18378
OG0006402	HELIO_12228, HELIO_12229	ORYLA00429
OG0006405	HELIO_06399	ORYLA01525, ORYLA14866
OG0006407	HELIO_02958	ORYLA05579
OG0006408	HELIO_00982	ORYLA11884, ORYLA11885
OG0006414	HELIO_01013	ORYLA02371, ORYLA14953, ORYLA14955, ORYLA17953, ORYLA19069
OG0006442	HELIO_11335	ORYLA13339
OG0006443	HELIO_11958	ORYLA04866
OG0006446	HELIO_09199	ORYLA18017
OG0006447	HELIO_02401	ORYLA18018
OG0006448	HELIO_04101	ORYLA06428, ORYLA06429
OG0006452	HELIO_08481	ORYLA14233
OG0006454	HELIO_03255	ORYLA04312
OG0006456	HELIO_08853	ORYLA01861
OG0006457	HELIO_00878	ORYLA14262
OG0006459	HELIO_04320	ORYLA14803
OG0006460	HELIO_05276	ORYLA04920
OG0006461	HELIO_01776	ORYLA15523
OG0006462	HELIO_05402	ORYLA07799
OG0006463	HELIO_12258	ORYLA14103
OG0006464	HELIO_03458	ORYLA13278
OG0006465	HELIO_10993	ORYLA00104
OG0006467	HELIO_04066	ORYLA12385
OG0006468	HELIO_07270	ORYLA19099
OG0006469	HELIO_10978	ORYLA00255
OG0006470	HELIO_01090	ORYLA00368
OG0006471	HELIO_01265	ORYLA19660
OG0006472	HELIO_04238	ORYLA07638
OG0006474	HELIO_12383	ORYLA17369
OG0006475	HELIO_08214	ORYLA09150
OG0006476	HELIO_04991	ORYLA04028
OG0006477	HELIO_11915	ORYLA12051
OG0006478	HELIO_06607	ORYLA18550
OG0006479	HELIO_06008	ORYLA15648
OG0006480	HELIO_11368	ORYLA00896
OG0006481	HELIO_00988	ORYLA04413
OG0006482	HELIO_08203	ORYLA17211
OG0006483	HELIO_01587	ORYLA10393
OG0006485	HELIO_04753	ORYLA07384, ORYLA07383
OG0006486	HELIO_03923	ORYLA01412
OG0006487	HELIO_00559	ORYLA15532, ORYLA15531
OG0006488	HELIO_02453	ORYLA03055
OG0006490	HELIO_10388	ORYLA14766
OG0006491	HELIO_07075	ORYLA08851
OG0006492	HELIO_01792	ORYLA15208
OG0006493	HELIO_07266	ORYLA06218
OG0006494	HELIO_00627	ORYLA06580
OG0006495	HELIO_06646	ORYLA07421
OG0006496	HELIO_00474	ORYLA06776
OG0006497	HELIO_10804	ORYLA04913
OG0006498	HELIO_05645	ORYLA10742
OG0006499	HELIO_05894	ORYLA13225
OG0006500	HELIO_06567	ORYLA10496
OG0006501	HELIO_04534	ORYLA03041
OG0006502	HELIO_12184	ORYLA16801, ORYLA16800
OG0006503	HELIO_12395	ORYLA00936
OG0006505	HELIO_12638	ORYLA08906, ORYLA06614
OG0006506	HELIO_07885	ORYLA08840
OG0006507	HELIO_12124	ORYLA15791, ORYLA15790
OG0006508	HELIO_06377	ORYLA14077
OG0006509	HELIO_08979	ORYLA07227
OG0006512	HELIO_00915	ORYLA01466
OG0006513	HELIO_08808	ORYLA18476
OG0006514	HELIO_03646	ORYLA20423
OG0006515	HELIO_10337	ORYLA10705
OG0006516	HELIO_06603	ORYLA10111, ORYLA10110
OG0006517	HELIO_01010	ORYLA06301
OG0006518	HELIO_06694	ORYLA19034
OG0006519	HELIO_01604	ORYLA11456
OG0006520	HELIO_01054	ORYLA04037
OG0006523	HELIO_02795	ORYLA03670
OG0006524	HELIO_00304	ORYLA14673
OG0006525	HELIO_00865	ORYLA16237
OG0006527	HELIO_03298	ORYLA16408
OG0006528	HELIO_12157	ORYLA08757
OG0006530	HELIO_09378	ORYLA06110
OG0006532	HELIO_12414	ORYLA12770
OG0006536	HELIO_01245	ORYLA00277
OG0006537	HELIO_02770	ORYLA18614
OG0006538	HELIO_00835	ORYLA12235
OG0006540	HELIO_06514	ORYLA04334
OG0006543	HELIO_04460	ORYLA05121
OG0006544	HELIO_03354	ORYLA13799
OG0006545	HELIO_10212	ORYLA01750
OG0006547	HELIO_04168	ORYLA04432
OG0006549	HELIO_06344	ORYLA10840
OG0006550	HELIO_11646	ORYLA11254
OG0006551	HELIO_05948	ORYLA09374
OG0006552	HELIO_05537	ORYLA02423
OG0006553	HELIO_09294	ORYLA00553
OG0006554	HELIO_11137	ORYLA02770
OG0006555	HELIO_07289	ORYLA08557
OG0006556	HELIO_07036	ORYLA10590
OG0006559	HELIO_09362	ORYLA13088, ORYLA02615
OG0006560	HELIO_11821	ORYLA11992
OG0006561	HELIO_01583	ORYLA11401
OG0006562	HELIO_02270	ORYLA02977
OG0006563	HELIO_05170, HELIO_04601	ORYLA12120
OG0006564	HELIO_04895	ORYLA03066
OG0006565	HELIO_12038	ORYLA19532, ORYLA14158
OG0006567	HELIO_00971	ORYLA14215
OG0006568	HELIO_02321, HELIO_02320	ORYLA00111
OG0006569	HELIO_04025	ORYLA04751
OG0006570	HELIO_06228	ORYLA02088
OG0006571	HELIO_02921	ORYLA18093
OG0006573	HELIO_06358	ORYLA04375
OG0006574	HELIO_08922	ORYLA13477
OG0006577	HELIO_02340	ORYLA04095
OG0006578	HELIO_07383, HELIO_06625	ORYLA02514
OG0006579	HELIO_05914	ORYLA07356
OG0006580	HELIO_00870	ORYLA18562
OG0006581	HELIO_08025	ORYLA14939
OG0006583	HELIO_06969	ORYLA11606
OG0006584	HELIO_01051	ORYLA05604
OG0006585	HELIO_03688	ORYLA04761
OG0006586	HELIO_01946	ORYLA14580
OG0006587	HELIO_11243	ORYLA03374
OG0006588	HELIO_01448	ORYLA16204
OG0006590	HELIO_01741	ORYLA15302
OG0006591	HELIO_05448	ORYLA05510
OG0006592	HELIO_09688	ORYLA15483
OG0006593	HELIO_11602	ORYLA07057
OG0006595	HELIO_09575	ORYLA08079
OG0006597	HELIO_00477	ORYLA00971
OG0006598	HELIO_08458	ORYLA17695
OG0006599	HELIO_03613	ORYLA17550, ORYLA17318
OG0006600	HELIO_03138	ORYLA20055, ORYLA20054
OG0006601	HELIO_01346	ORYLA10284
OG0006602	HELIO_02442	ORYLA00714
OG0006604	HELIO_08860	ORYLA03264
OG0006605	HELIO_06773	ORYLA07521
OG0006606	HELIO_06615	ORYLA15309
OG0006607	HELIO_00321	ORYLA05978
OG0006609	HELIO_08243	ORYLA09197
OG0006610	HELIO_11565	ORYLA00548
OG0006612	HELIO_07236	ORYLA12921
OG0006613	HELIO_01930	ORYLA12182
OG0006614	HELIO_08065	ORYLA10829
OG0006615	HELIO_05092	ORYLA01747
OG0006616	HELIO_08234	ORYLA06592
OG0006619	HELIO_09123	ORYLA06288
OG0006620	HELIO_02725	ORYLA10618, ORYLA11720
OG0006621	HELIO_09053	ORYLA04538
OG0006622	HELIO_02210	ORYLA04282
OG0006623	HELIO_11233	ORYLA14630
OG0006624	HELIO_10116	ORYLA06131, ORYLA06132
OG0006625	HELIO_08164	ORYLA12231
OG0006626	HELIO_05961	ORYLA17629
OG0006627	HELIO_11995	ORYLA17509
OG0006628	HELIO_02588	ORYLA12154
OG0006630	HELIO_10586	ORYLA12196
OG0006631	HELIO_00442	ORYLA09701
OG0006632	HELIO_10046	ORYLA01518, ORYLA01497
OG0006633	HELIO_03206	ORYLA06549
OG0006634	HELIO_09643	ORYLA05221
OG0006635	HELIO_04021	ORYLA17870
OG0006636	HELIO_12004	ORYLA05802
OG0006640	HELIO_02481	ORYLA07344
OG0006641	HELIO_06767	ORYLA10252
