Orthogroup	HELIO_ok	MOUSE
OG0005562	HELIO_11203	MOUSE51157, MOUSE51155
OG0005563	HELIO_12594	MOUSE47511, MOUSE47513, MOUSE47514
OG0005564	HELIO_01761	MOUSE25642, MOUSE25641, MOUSE25643
OG0005565	HELIO_05680	MOUSE05505, MOUSE05506
OG0005566	HELIO_11917	MOUSE37713, MOUSE37712
OG0005568	HELIO_09625	MOUSE39017, MOUSE39016
OG0005569	HELIO_06580	MOUSE44374, MOUSE44376
OG0005570	HELIO_06433	MOUSE47749, MOUSE47748, MOUSE47750
OG0005571	HELIO_07790	MOUSE44336
OG0005572	HELIO_02918	MOUSE20849, MOUSE13095
OG0005573	HELIO_05439	MOUSE44349, MOUSE44350
OG0005575	HELIO_01578	MOUSE52074, MOUSE52073
OG0005576	HELIO_07654	MOUSE16000, MOUSE16001
OG0005580	HELIO_08762	MOUSE18394
OG0005581	HELIO_02938	MOUSE19984
OG0005582	HELIO_11627, HELIO_11626	MOUSE07215, MOUSE07214, MOUSE07213
OG0005583	HELIO_07321	MOUSE19508, MOUSE51774
OG0005587	HELIO_02096	MOUSE27572, MOUSE27570, MOUSE27569, MOUSE27571
OG0005588	HELIO_10911	MOUSE25038, MOUSE25037
OG0005590	HELIO_05815	MOUSE47493
OG0005591	HELIO_05768	MOUSE00695
OG0005592	HELIO_01301	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605
OG0005593	HELIO_07803	MOUSE12514, MOUSE12513
OG0005594	HELIO_02380	MOUSE13391, MOUSE13390
OG0005595	HELIO_05119	MOUSE52151, MOUSE52150
OG0005596	HELIO_06959	MOUSE38186, MOUSE38185, MOUSE38187
OG0005597	HELIO_05212	MOUSE22035
OG0005598	HELIO_03089	MOUSE51444
OG0005599	HELIO_03289	MOUSE52649, MOUSE52648
OG0005600	HELIO_04745	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112
OG0005601	HELIO_04971	MOUSE51597, MOUSE51599, MOUSE51600, MOUSE51598, MOUSE51601
OG0005602	HELIO_01062	MOUSE11673, MOUSE11671, MOUSE11672, MOUSE11674, MOUSE11675, MOUSE11670, MOUSE11669
OG0005603	HELIO_08109	MOUSE36209, MOUSE36211
OG0005604	HELIO_08231	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906
OG0005605	HELIO_00585	MOUSE36876, MOUSE36877
OG0005606	HELIO_11572	MOUSE13143, MOUSE13142, MOUSE13140, MOUSE13144, MOUSE13141
OG0005607	HELIO_08030	MOUSE54462, MOUSE00215
OG0005608	HELIO_01522	MOUSE07551, MOUSE07553
OG0005609	HELIO_06239	MOUSE51555
OG0005611	HELIO_02487	MOUSE03796, MOUSE03797, MOUSE03795
OG0005612	HELIO_10642	MOUSE07615
OG0005613	HELIO_01777	MOUSE03012
OG0005614	HELIO_01065	MOUSE08201, MOUSE08202, MOUSE08200, MOUSE08199
OG0005615	HELIO_09433	MOUSE41849, MOUSE41848
OG0005616	HELIO_06993	MOUSE19033, MOUSE19032, MOUSE19034
OG0005617	HELIO_03588	MOUSE33208, MOUSE33209, MOUSE33206, MOUSE20824, MOUSE20823
OG0005618	HELIO_03025	MOUSE09424
OG0005619	HELIO_10323, HELIO_02032	MOUSE15606
OG0005620	HELIO_09238	MOUSE40619, MOUSE39306, MOUSE39307
OG0005621	HELIO_00980, HELIO_02272	MOUSE27557, MOUSE27556, MOUSE27558
OG0005622	HELIO_07879	MOUSE27983
OG0005623	HELIO_02211	MOUSE24087
OG0005624	HELIO_03086	MOUSE06891
OG0005625	HELIO_06117	MOUSE36058, MOUSE36061, MOUSE36062, MOUSE36057, MOUSE36059
OG0005626	HELIO_02428	MOUSE38207, MOUSE38206
OG0005627	HELIO_12385	MOUSE44327
OG0005628	HELIO_11432	MOUSE10271, MOUSE10269, MOUSE10268, MOUSE10270, MOUSE10272
OG0005629	HELIO_12097	MOUSE35116, MOUSE35115, MOUSE35114
OG0005630	HELIO_00824	MOUSE39943, MOUSE39942
OG0005631	HELIO_07481	MOUSE53040, MOUSE53039, MOUSE53041
OG0005633	HELIO_11732	MOUSE27481, MOUSE27480
OG0005634	HELIO_11013	MOUSE25895, MOUSE25896
OG0005636	HELIO_12502	MOUSE47057, MOUSE47058
OG0005637	HELIO_10696	MOUSE26591, MOUSE26590, MOUSE45961
OG0005638	HELIO_10211	MOUSE02282, MOUSE02281
OG0005640	HELIO_05320	MOUSE07767, MOUSE07765, MOUSE07766, MOUSE07768
OG0005641	HELIO_00958	MOUSE49959, MOUSE49960
OG0005642	HELIO_06278	MOUSE52645, MOUSE31207, MOUSE31206
OG0005644	HELIO_10313	MOUSE04463, MOUSE04462
OG0005645	HELIO_00410	MOUSE35758
OG0005646	HELIO_11456	MOUSE23045, MOUSE23043
OG0005649	HELIO_12421	MOUSE15810
OG0005651	HELIO_07730	MOUSE15638
OG0005652	HELIO_07272	MOUSE31213
OG0005654	HELIO_01270	MOUSE49477, MOUSE49478, MOUSE49476, MOUSE49474, MOUSE49475, MOUSE21623, MOUSE21622
OG0005656	HELIO_10016	MOUSE40194
OG0005659	HELIO_12720	MOUSE14519, MOUSE14518
OG0005660	HELIO_11914	MOUSE03876
OG0005685	HELIO_03325	MOUSE06675, MOUSE06676, MOUSE06674
OG0005690	HELIO_03413	MOUSE30847, MOUSE30846, MOUSE30844, MOUSE24493, MOUSE30845
OG0005691	HELIO_05597	MOUSE41238, MOUSE41236
OG0005692	HELIO_03208	MOUSE40981, MOUSE40980
OG0005694	HELIO_07565	MOUSE51450, MOUSE51449
OG0005695	HELIO_08966	MOUSE44012, MOUSE44006, MOUSE44004, MOUSE44013, MOUSE44009, MOUSE44007, MOUSE44011, MOUSE44010, MOUSE44005, MOUSE44008
OG0005696	HELIO_12573	MOUSE12983, MOUSE12980, MOUSE12982, MOUSE12981
OG0005698	HELIO_00083	MOUSE49473
OG0005699	HELIO_08870	MOUSE20418, MOUSE20420, MOUSE20419, MOUSE20421, MOUSE20417
OG0005701	HELIO_11001	MOUSE11437, MOUSE11436
OG0005702	HELIO_05411	MOUSE50035
OG0005703	HELIO_03523	MOUSE25239
OG0005704	HELIO_09401	MOUSE12508, MOUSE12510, MOUSE12509
OG0005707	HELIO_03290	MOUSE47467
OG0005708	HELIO_01350	MOUSE53004, MOUSE53005, MOUSE53003, MOUSE53002
OG0005709	HELIO_08015, HELIO_05496	MOUSE07354
OG0005710	HELIO_08329	MOUSE48846, MOUSE48845
OG0005711	HELIO_02727	MOUSE38842, MOUSE38841, MOUSE38843, MOUSE38839, MOUSE38840, MOUSE38837, MOUSE38838
OG0005712	HELIO_06457	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244
OG0005713	HELIO_09369	MOUSE45885, MOUSE45886, MOUSE45887
OG0005714	HELIO_00649	MOUSE26001, MOUSE25998
OG0005715	HELIO_11531	MOUSE20698
OG0005717	HELIO_05697	MOUSE52141, MOUSE52140
OG0005718	HELIO_09514	MOUSE51203
OG0005719	HELIO_12564	MOUSE34481
OG0005720	HELIO_03445	MOUSE27884, MOUSE27887, MOUSE27885, MOUSE27886, MOUSE27883, MOUSE27882
OG0005721	HELIO_02065	MOUSE38074
OG0005723	HELIO_04765	MOUSE52812, MOUSE52818
OG0005724	HELIO_10899	MOUSE19172, MOUSE19171
OG0005725	HELIO_01746	MOUSE38671
OG0005726	HELIO_09133	MOUSE13353
OG0005727	HELIO_10669	MOUSE37853, MOUSE37848, MOUSE37849, MOUSE37847, MOUSE37850
OG0005728	HELIO_08124	MOUSE28822
OG0005729	HELIO_01495	MOUSE00534
OG0005730	HELIO_02996	MOUSE14173
OG0005731	HELIO_00579, HELIO_01200	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784
OG0005732	HELIO_01353	MOUSE16964
OG0005733	HELIO_02700	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347
OG0005734	HELIO_09780	MOUSE34566
OG0005735	HELIO_12165	MOUSE26087, MOUSE26089
OG0005736	HELIO_00899	MOUSE55176, MOUSE40853, MOUSE39020
OG0005738	HELIO_10585	MOUSE52272, MOUSE52271
OG0005740	HELIO_02179	MOUSE04743, MOUSE04741, MOUSE04740
OG0005741	HELIO_12267	MOUSE05378, MOUSE05380, MOUSE05379, MOUSE05377
OG0005742	HELIO_07527	MOUSE39835, MOUSE39836
OG0005744	HELIO_11935	MOUSE32597
OG0005745	HELIO_09269	MOUSE03898, MOUSE03899, MOUSE03900, MOUSE03897
OG0005746	HELIO_04588	MOUSE31574
OG0005748	HELIO_12092	MOUSE52315
OG0005749	HELIO_04648	MOUSE02162, MOUSE02161
OG0005750	HELIO_05593	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270
OG0005751	HELIO_08899	MOUSE27382, MOUSE27381
OG0005752	HELIO_08777, HELIO_11023	MOUSE27872, MOUSE27873
OG0005753	HELIO_08714	MOUSE50891
OG0005755	HELIO_06702	MOUSE28753, MOUSE28752, MOUSE28751, MOUSE28754
OG0005756	HELIO_03209	MOUSE30501, MOUSE30498, MOUSE30494, MOUSE30499, MOUSE30496, MOUSE30500, MOUSE30497, MOUSE30495
OG0005757	HELIO_08858, HELIO_03870	MOUSE10035, MOUSE10033, MOUSE10032, MOUSE10034, MOUSE10036
OG0005758	HELIO_02931	MOUSE29987, MOUSE29985
OG0005759	HELIO_09197	MOUSE05135
OG0005761	HELIO_02584	MOUSE15321
OG0005762	HELIO_00886	MOUSE29829, MOUSE29830
OG0005763	HELIO_09742	MOUSE19514
OG0005764	HELIO_09831	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696
OG0005765	HELIO_09886	MOUSE21255, MOUSE21256, MOUSE21257, MOUSE21258
OG0005766	HELIO_11454	MOUSE29950
OG0005767	HELIO_10919	MOUSE18919
OG0005768	HELIO_08455	MOUSE15730
OG0005769	HELIO_01669	MOUSE24029, MOUSE24027, MOUSE24028
OG0005770	HELIO_05210	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715
OG0005771	HELIO_02570	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256
OG0005773	HELIO_12532	MOUSE19628
OG0005774	HELIO_11617	MOUSE14620
OG0005775	HELIO_09395	MOUSE14235
OG0005777	HELIO_04937	MOUSE16613, MOUSE16609, MOUSE16611, MOUSE16610, MOUSE16612
OG0005778	HELIO_02514	MOUSE27440, MOUSE27439
OG0005779	HELIO_00910	MOUSE02825, MOUSE02824
OG0005781	HELIO_07995	MOUSE13114
OG0005782	HELIO_12700	MOUSE35834, MOUSE35833
OG0005784	HELIO_08693	MOUSE21069
OG0005785	HELIO_03719	MOUSE03145, MOUSE03144
OG0005786	HELIO_10731	MOUSE39044, MOUSE39042, MOUSE53782, MOUSE53783
OG0005788	HELIO_02485	MOUSE29202, MOUSE29203
OG0005789	HELIO_11720	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555
OG0005790	HELIO_02506	MOUSE03111, MOUSE03112, MOUSE03110
OG0005791	HELIO_06108	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620
OG0005793	HELIO_06902	MOUSE03696
OG0005794	HELIO_03328	MOUSE39908, MOUSE39909
OG0005795	HELIO_01529	MOUSE21846, MOUSE21845
OG0005796	HELIO_06502	MOUSE40257
OG0005797	HELIO_06182	MOUSE09433
OG0005798	HELIO_05666	MOUSE52512
OG0005799	HELIO_04889	MOUSE20188
OG0005800	HELIO_10961	MOUSE18364, MOUSE18363
OG0005802	HELIO_06888	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182
OG0005803	HELIO_12301	MOUSE55345, MOUSE55344
OG0005804	HELIO_12765	MOUSE16105, MOUSE33565, MOUSE33564
OG0005805	HELIO_03131	MOUSE04358
OG0005806	HELIO_09787	MOUSE37229, MOUSE37227, MOUSE37228
OG0005807	HELIO_03647	MOUSE16334, MOUSE16333
OG0005808	HELIO_02539	MOUSE40760, MOUSE40759
OG0005810	HELIO_06001	MOUSE19911, MOUSE19912, MOUSE19908, MOUSE19910
OG0005811	HELIO_00291	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243
OG0005814	HELIO_01064	MOUSE20797
OG0005816	HELIO_10894	MOUSE02992
OG0005817	HELIO_02390	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247
OG0005818	HELIO_03468	MOUSE01762, MOUSE01763
OG0005819	HELIO_07713	MOUSE50349, MOUSE50348
OG0005820	HELIO_09452	MOUSE32066, MOUSE32067, MOUSE32065
OG0005821	HELIO_12595	MOUSE43001, MOUSE43000, MOUSE43002
OG0005822	HELIO_09903	MOUSE08144, MOUSE08141, MOUSE08140, MOUSE08147, MOUSE08145, MOUSE08143, MOUSE08146, MOUSE08142
OG0005823	HELIO_01957	MOUSE04685
OG0005824	HELIO_03469	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408
OG0005825	HELIO_09769, HELIO_09770	MOUSE40602, MOUSE40600
OG0005826	HELIO_00966	MOUSE41248
OG0005827	HELIO_07701, HELIO_07700	MOUSE18759, MOUSE18758
OG0005828	HELIO_07094	MOUSE37568, MOUSE37567, MOUSE37565, MOUSE37566
OG0005829	HELIO_05165	MOUSE00184, MOUSE00183
OG0005830	HELIO_06729	MOUSE14203
OG0005831	HELIO_05610	MOUSE06090, MOUSE06091, MOUSE06092
OG0005832	HELIO_07710	MOUSE49608
OG0005833	HELIO_06759	MOUSE24738, MOUSE24737, MOUSE43193
OG0005834	HELIO_01244	MOUSE32412, MOUSE32411, MOUSE32410
OG0005835	HELIO_06665	MOUSE02461, MOUSE02462
OG0005836	HELIO_12625	MOUSE27772, MOUSE27771, MOUSE27773
OG0005837	HELIO_02604	MOUSE48882, MOUSE48881, MOUSE48880
OG0005838	HELIO_04463	MOUSE42074, MOUSE42076, MOUSE42079, MOUSE42077, MOUSE42078, MOUSE42075
OG0005839	HELIO_08787	MOUSE20859, MOUSE31566, MOUSE47773
OG0005840	HELIO_01446	MOUSE21324
OG0005841	HELIO_08354	MOUSE36053
OG0005842	HELIO_10018	MOUSE28812, MOUSE28814, MOUSE28815
OG0005843	HELIO_09916	MOUSE21541, MOUSE21537
OG0005844	HELIO_00626	MOUSE11416, MOUSE11413, MOUSE11417, MOUSE11415, MOUSE11414, MOUSE11410, MOUSE11412, MOUSE11411
OG0005845	HELIO_01881	MOUSE04473
OG0005846	HELIO_02198	MOUSE03064
OG0005847	HELIO_06346	MOUSE24586
OG0005848	HELIO_00072	MOUSE05612, MOUSE18911, MOUSE05611
OG0005849	HELIO_05794	MOUSE22097, MOUSE22096
OG0005850	HELIO_12393	MOUSE33785, MOUSE33784
OG0005851	HELIO_02591	MOUSE33454
OG0005852	HELIO_02791	MOUSE31081
OG0005853	HELIO_03426	MOUSE07627
OG0005854	HELIO_00521	MOUSE49612, MOUSE49611
OG0005855	HELIO_07423	MOUSE05749
OG0005857	HELIO_08175	MOUSE04700, MOUSE04699
OG0005858	HELIO_09711	MOUSE37403, MOUSE37400
OG0005860	HELIO_01705	MOUSE20692
OG0005861	HELIO_03174	MOUSE33700
OG0005863	HELIO_07574	MOUSE16980, MOUSE16979
OG0005864	HELIO_00995	MOUSE02844, MOUSE02845
OG0005865	HELIO_12295	MOUSE50053, MOUSE34615
OG0005866	HELIO_11279, HELIO_11280	MOUSE27445
OG0005867	HELIO_01644	MOUSE24968, MOUSE24966, MOUSE24965, MOUSE24967
OG0005869	HELIO_12207	MOUSE28362, MOUSE28363
OG0005870	HELIO_12581	MOUSE31360
OG0005871	HELIO_03511	MOUSE36369, MOUSE36368, MOUSE36367
OG0005872	HELIO_05790	MOUSE38976
OG0005874	HELIO_08275	MOUSE22485, MOUSE22486
OG0005875	HELIO_09385	MOUSE45109
OG0005876	HELIO_07615	MOUSE40708, MOUSE40709
OG0005877	HELIO_03600	MOUSE01409, MOUSE01408
OG0005878	HELIO_04210	MOUSE07579
OG0005879	HELIO_04107	MOUSE32049
OG0005880	HELIO_00646	MOUSE10866
OG0005881	HELIO_07238	MOUSE00340, MOUSE00341, MOUSE00339, MOUSE00343, MOUSE00342, MOUSE00344
OG0005882	HELIO_02750	MOUSE41989, MOUSE41990, MOUSE41988, MOUSE41991
OG0005883	HELIO_09836	MOUSE15202, MOUSE15199
OG0005885	HELIO_08518	MOUSE34795
OG0005886	HELIO_05390	MOUSE07662, MOUSE07661
OG0005887	HELIO_06315	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548
OG0005888	HELIO_06386	MOUSE50312, MOUSE50313
OG0005889	HELIO_01483	MOUSE54433, MOUSE54434
OG0005890	HELIO_09731	MOUSE17343
OG0005891	HELIO_08277	MOUSE05939, MOUSE05938, MOUSE05940, MOUSE05937
OG0005892	HELIO_06081	MOUSE49067, MOUSE49066, MOUSE49064, MOUSE49065
OG0005894	HELIO_05665	MOUSE13056, MOUSE13057, MOUSE19376
OG0005895	HELIO_00588	MOUSE04970, MOUSE04969
OG0005897	HELIO_01641	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555
OG0005898	HELIO_02135	MOUSE42784, MOUSE42783, MOUSE42786
OG0005899	HELIO_09792	MOUSE48385
OG0005900	HELIO_07976	MOUSE33624
OG0005901	HELIO_08741	MOUSE49551
OG0005903	HELIO_06437	MOUSE45092
OG0005906	HELIO_02934	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303
OG0005907	HELIO_00302	MOUSE01951
OG0005908	HELIO_12529	MOUSE51660, MOUSE51661, MOUSE51662, MOUSE51663, MOUSE51664
OG0005909	HELIO_02854	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446
OG0005910	HELIO_00707	MOUSE45054, MOUSE45055, MOUSE45051, MOUSE45052
OG0005910	HELIO_00706	MOUSE45053, MOUSE45056
OG0005911	HELIO_01858	MOUSE32346, MOUSE32347, MOUSE32350, MOUSE32351
OG0005912	HELIO_12550	MOUSE35138, MOUSE23020, MOUSE23019
OG0005913	HELIO_00322	MOUSE38856, MOUSE38854, MOUSE38855
OG0005914	HELIO_06247	MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910
OG0005916	HELIO_01878	MOUSE42400, MOUSE42401, MOUSE54039, MOUSE22509, MOUSE22510
OG0005917	HELIO_02329	MOUSE25460, MOUSE25461
OG0005918	HELIO_10555	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762
OG0005919	HELIO_03998	MOUSE24007
OG0005920	HELIO_02707	MOUSE53431, MOUSE53432
OG0005921	HELIO_02652	MOUSE16134, MOUSE16133, MOUSE16135
OG0005923	HELIO_07918	MOUSE04049, MOUSE04048
OG0005924	HELIO_09463	MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384
OG0005926	HELIO_08901, HELIO_08900	MOUSE13286, MOUSE13285, MOUSE13284
OG0005927	HELIO_07794	MOUSE15506
OG0005928	HELIO_05155	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503
OG0005929	HELIO_10781	MOUSE48886, MOUSE48887
OG0005930	HELIO_02271	MOUSE10266
OG0005931	HELIO_09374	MOUSE44698
OG0005933	HELIO_09168	MOUSE20167
OG0005935	HELIO_01568	MOUSE13850, MOUSE13849
OG0005936	HELIO_01257	MOUSE19946, MOUSE19947
OG0005937	HELIO_06991	MOUSE14417, MOUSE14414, MOUSE14415
OG0005938	HELIO_07813	MOUSE13211, MOUSE13212, MOUSE13210
OG0005939	HELIO_01056	MOUSE46998, MOUSE46999, MOUSE47000
OG0005940	HELIO_09380	MOUSE27467
OG0005941	HELIO_05882	MOUSE18684
OG0005942	HELIO_03899	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979
OG0005943	HELIO_12094	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297
OG0005944	HELIO_00275	MOUSE18174
OG0005946	HELIO_03144	MOUSE53517, MOUSE53518
OG0005947	HELIO_01190	MOUSE13122
OG0005948	HELIO_09928	MOUSE21172
OG0005949	HELIO_07740	MOUSE37563, MOUSE37562
OG0005950	HELIO_02777	MOUSE06852, MOUSE06853, MOUSE06850
OG0005951	HELIO_10458	MOUSE48577, MOUSE48576
OG0005952	HELIO_03293	MOUSE02830
OG0005953	HELIO_12488	MOUSE10404, MOUSE10401
OG0005954	HELIO_10141	MOUSE49217, MOUSE49216, MOUSE49215
OG0005955	HELIO_01137	MOUSE12785
OG0005956	HELIO_09591	MOUSE32844
OG0005957	HELIO_08954	MOUSE32426
OG0005958	HELIO_12178	MOUSE27530
OG0005959	HELIO_10342	MOUSE30215, MOUSE30216, MOUSE30219, MOUSE30217, MOUSE30218, MOUSE30214
OG0005960	HELIO_08780	MOUSE36097, MOUSE36098
OG0005961	HELIO_01047	MOUSE40919, MOUSE40920, MOUSE40922, MOUSE40921, MOUSE40918, MOUSE40923
OG0005962	HELIO_11886	MOUSE17277, MOUSE17275, MOUSE17276, MOUSE17270, MOUSE17271, MOUSE17273, MOUSE17274, MOUSE17272
OG0005963	HELIO_05798	MOUSE09064
OG0005964	HELIO_10960	MOUSE02251, MOUSE02249, MOUSE02253, MOUSE02250, MOUSE02252
OG0005965	HELIO_01531	MOUSE36148
OG0005966	HELIO_10744	MOUSE16974, MOUSE16973
OG0005967	HELIO_10887	MOUSE14023
OG0005968	HELIO_12575	MOUSE29105, MOUSE19001
OG0005969	HELIO_02845	MOUSE18215
OG0005970	HELIO_06792	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326
OG0005971	HELIO_08644	MOUSE22460, MOUSE22457, MOUSE22459, MOUSE22458
OG0005973	HELIO_11893	MOUSE07223, MOUSE07222
OG0005974	HELIO_12424	MOUSE24031, MOUSE24032
OG0005975	HELIO_01562	MOUSE53724, MOUSE53723, MOUSE53725, MOUSE29688, MOUSE54426
OG0005976	HELIO_08554	MOUSE22127
OG0005977	HELIO_12506	MOUSE39172, MOUSE39171
OG0005978	HELIO_06345	MOUSE05375, MOUSE05374
OG0005979	HELIO_12104	MOUSE35577, MOUSE35576, MOUSE35575, MOUSE35579, MOUSE35580, MOUSE35578, MOUSE35581
OG0005980	HELIO_12340	MOUSE18255
OG0005981	HELIO_04502	MOUSE09114, MOUSE09115
OG0005982	HELIO_12070	MOUSE10476, MOUSE10478, MOUSE10475, MOUSE10477
OG0005983	HELIO_02019	MOUSE44475, MOUSE44473
OG0005985	HELIO_06268	MOUSE20715, MOUSE20714
OG0005986	HELIO_00701	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135
OG0005987	HELIO_01948	MOUSE19110, MOUSE55047
OG0005989	HELIO_12608	MOUSE45928, MOUSE45929
OG0005991	HELIO_07344	MOUSE39457, MOUSE39459, MOUSE39456, MOUSE39458
OG0005993	HELIO_05394	MOUSE17253
OG0005994	HELIO_12563	MOUSE33621, MOUSE48840
OG0005995	HELIO_07095	MOUSE18219, MOUSE18218, MOUSE18220
OG0005997	HELIO_12387	MOUSE19029, MOUSE46943, MOUSE46944, MOUSE46945, MOUSE46942
OG0005998	HELIO_10227	MOUSE01071, MOUSE01072
OG0006000	HELIO_10172	MOUSE24686, MOUSE24684, MOUSE24685
OG0006001	HELIO_08674	MOUSE51403, MOUSE51401, MOUSE51407, MOUSE51404
OG0006002	HELIO_10959	MOUSE02125, MOUSE02124
OG0006003	HELIO_11170	MOUSE50331, MOUSE50334
OG0006004	HELIO_03826	MOUSE26214, MOUSE14772
OG0006005	HELIO_07237	MOUSE03622
OG0006007	HELIO_03466	MOUSE23161, MOUSE23160, MOUSE44667, MOUSE44666, MOUSE01446
OG0006008	HELIO_03553	MOUSE06292
OG0006009	HELIO_12081	MOUSE32966, MOUSE32967, MOUSE32968
OG0006010	HELIO_07331	MOUSE26647, MOUSE26648
OG0006013	HELIO_01534	MOUSE17849, MOUSE17848, MOUSE17851, MOUSE17850, MOUSE17847
OG0006014	HELIO_09352	MOUSE55282, MOUSE55284, MOUSE55285, MOUSE55283
OG0006015	HELIO_01501	MOUSE32558, MOUSE32559, MOUSE32560
OG0006059	HELIO_12552	MOUSE13895, MOUSE13894
OG0006061	HELIO_09207	MOUSE44598, MOUSE44601, MOUSE44599, MOUSE44605, MOUSE44604, MOUSE44602, MOUSE44603, MOUSE44600
OG0006062	HELIO_08726	MOUSE14967
OG0006063	HELIO_11989	MOUSE09559, MOUSE09560
OG0006064	HELIO_02594	MOUSE19231
OG0006065	HELIO_08296	MOUSE10503, MOUSE10504
OG0006066	HELIO_00574	MOUSE15817
OG0006068	HELIO_01188	MOUSE19160, MOUSE21153
OG0006069	HELIO_07213	MOUSE38708, MOUSE38709
OG0006070	HELIO_02550	MOUSE06223
OG0006071	HELIO_02908	MOUSE25922, MOUSE25924, MOUSE25923
OG0006072	HELIO_04017, HELIO_01390	MOUSE44551
OG0006073	HELIO_02036	MOUSE42655, MOUSE42654
OG0006074	HELIO_00468	MOUSE07769
OG0006075	HELIO_11114	MOUSE18180, MOUSE18181, MOUSE18182
OG0006077	HELIO_06804	MOUSE26516
OG0006078	HELIO_02757	MOUSE16717, MOUSE30843
OG0006079	HELIO_05348	MOUSE44737, MOUSE44734
OG0006081	HELIO_02517	MOUSE39161, MOUSE39160
OG0006083	HELIO_09907	MOUSE39295, MOUSE39293, MOUSE39296, MOUSE39297, MOUSE39294, MOUSE39292
OG0006084	HELIO_04599	MOUSE30094
OG0006085	HELIO_06045	MOUSE41521, MOUSE41520
OG0006087	HELIO_02406	MOUSE27350
OG0006090	HELIO_02165	MOUSE24615
OG0006092	HELIO_06190	MOUSE17080, MOUSE17081, MOUSE17082, MOUSE17079, MOUSE17083
OG0006095	HELIO_05960	MOUSE27229, MOUSE50304
OG0006096	HELIO_00266	MOUSE37864, MOUSE37863
OG0006097	HELIO_00948	MOUSE12411, MOUSE12412, MOUSE12413, MOUSE12415, MOUSE12416, MOUSE12414
OG0006098	HELIO_12451	MOUSE09150, MOUSE09152, MOUSE09149
OG0006099	HELIO_02548	MOUSE14237, MOUSE15047
OG0006100	HELIO_06033	MOUSE49850, MOUSE49849
OG0006101	HELIO_04181	MOUSE44922, MOUSE44921
OG0006102	HELIO_02161	MOUSE01672, MOUSE01671, MOUSE01673
OG0006103	HELIO_10415	MOUSE00226, MOUSE00227
OG0006104	HELIO_11790	MOUSE06095, MOUSE06094
OG0006106	HELIO_01676	MOUSE31379, MOUSE31376
OG0006107	HELIO_04998	MOUSE02191
OG0006108	HELIO_02395	MOUSE29211, MOUSE17732
OG0006110	HELIO_02008	MOUSE34976, MOUSE34974, MOUSE34975
OG0006111	HELIO_09546	MOUSE45682, MOUSE45687, MOUSE45684
OG0006112	HELIO_00153	MOUSE49115, MOUSE49114, MOUSE49116
OG0006113	HELIO_01033, HELIO_06282	MOUSE15176
OG0006114	HELIO_08232	MOUSE52848
OG0006115	HELIO_09653	MOUSE00531
OG0006116	HELIO_06170	MOUSE20130
OG0006117	HELIO_11868	MOUSE06195, MOUSE06196
OG0006118	HELIO_11336	MOUSE09999
OG0006119	HELIO_01320	MOUSE35847
OG0006120	HELIO_01402	MOUSE40195
OG0006121	HELIO_03902	MOUSE09447, MOUSE09446
OG0006123	HELIO_05780	MOUSE40394, MOUSE40393
OG0006124	HELIO_04516	MOUSE40352
OG0006125	HELIO_04092	MOUSE43457, MOUSE43455, MOUSE43456
OG0006126	HELIO_10074	MOUSE50316, MOUSE50315, MOUSE50317
OG0006127	HELIO_09878	MOUSE49454, MOUSE49455
OG0006128	HELIO_05999	MOUSE49444, MOUSE49443, MOUSE49445, MOUSE49442
OG0006129	HELIO_10684	MOUSE36305, MOUSE36306
OG0006130	HELIO_09850	MOUSE17246, MOUSE17247
