Orthogroup	HELIO_ok	OWEFU
OG0007596	HELIO_01608	OFUSG13185.1.p1, OFUSG13185.2.p1
OG0007597	HELIO_09185	OFUSG07837.1.p1
OG0007598	HELIO_02686	OFUSG02705.2.p1, OFUSG02705.1.p1
OG0007600	HELIO_09160	OFUSG14741.1.p1
OG0007602	HELIO_07630	OFUSG18659.1.p1
OG0007603	HELIO_01392	OFUSG05017.1.p1
OG0007604	HELIO_03238	OFUSG20886.1.p1
OG0007606	HELIO_07848	OFUSG11909.1.p1
OG0007607	HELIO_03875	OFUSG16917.1.p1
OG0007609	HELIO_10263	OFUSG14337.1.p1
OG0007610	HELIO_03990	OFUSG18726.1.p1
OG0007611	HELIO_01122	OFUSG25283.2.p1, OFUSG25283.1.p1
OG0007612	HELIO_09265	OFUSG13254.1.p1
OG0007614	HELIO_12418	OFUSG22780.1.p1
OG0007617	HELIO_01514	OFUSG08967.1.p1
OG0007618	HELIO_11433	OFUSG01286.1.p1
OG0007619	HELIO_00818	OFUSG23637.1.p1
OG0007623	HELIO_00485	OFUSG24746.1.p1
OG0007624	HELIO_03334	OFUSG00912.1.p1
OG0007625	HELIO_10143, HELIO_10144	OFUSG01065.1.p1
OG0007626	HELIO_06920	OFUSG24926.1.p1
OG0007628	HELIO_12259	OFUSG02826.1.p1
OG0007629	HELIO_03806	OFUSG08807.1.p1
OG0007633	HELIO_01601, HELIO_04618	OFUSG17043.1.p1
OG0007634	HELIO_08632	OFUSG18364.1.p1
OG0007635	HELIO_11841	OFUSG11100.1.p1
OG0007636	HELIO_00299, HELIO_00415, HELIO_00416	OFUSG01941.1.p1
OG0007637	HELIO_09043	OFUSG11941.1.p1
OG0007639	HELIO_03757	OFUSG10115.1.p1
OG0007640	HELIO_01947	OFUSG19648.1.p1
OG0007642	HELIO_09919	OFUSG17690.1.p1
OG0007643	HELIO_05958	OFUSG16038.1.p1
OG0007645	HELIO_08180	OFUSG09967.1.p1
OG0007646	HELIO_09428	OFUSG02602.2.p1, OFUSG02602.1.p1
OG0007647	HELIO_06564	OFUSG12352.1.p1
OG0007648	HELIO_11122	OFUSG23402.1.p1
OG0007649	HELIO_02723	OFUSG11208.1.p1
OG0007650	HELIO_07386	OFUSG08401.1.p1
OG0007651	HELIO_02073	OFUSG03816.1.p1
OG0007652	HELIO_06613, HELIO_09950, HELIO_03680	OFUSG07124.1.p1
OG0007654	HELIO_09336	OFUSG23523.1.p1
OG0007656	HELIO_03326	OFUSG06312.1.p1
OG0007657	HELIO_09924	OFUSG00269.1.p1
OG0007658	HELIO_08545	OFUSG00831.1.p1
OG0007659	HELIO_12061	OFUSG26310.1.p1
OG0007660	HELIO_04891	OFUSG08033.1.p1
OG0007663	HELIO_09052	OFUSG08187.1.p1
OG0007664	HELIO_04897	OFUSG18907.1.p1
OG0007665	HELIO_01351	OFUSG22453.1.p1
OG0007666	HELIO_07744	OFUSG18592.1.p1
OG0007667	HELIO_04334	OFUSG12265.1.p1
OG0007668	HELIO_03931	OFUSG15536.1.p1
OG0007669	HELIO_10621	OFUSG05619.1.p1
OG0007670	HELIO_10218	OFUSG13342.1.p1, OFUSG13342.2.p1
OG0007671	HELIO_05540	OFUSG16155.1.p1
OG0007673	HELIO_12156	OFUSG12933.1.p1
OG0007675	HELIO_03407	OFUSG13447.1.p1
OG0007676	HELIO_07836	OFUSG07077.2.p1, OFUSG07077.1.p1
OG0007679	HELIO_00757	OFUSG05979.1.p1
OG0007680	HELIO_05007	OFUSG13025.1.p1
OG0007681	HELIO_11068	OFUSG08756.1.p1, OFUSG08756.2.p1, OFUSG08756.3.p1
OG0007683	HELIO_01510	OFUSG10975.1.p1, OFUSG10974.1.p1
OG0007684	HELIO_08826	OFUSG21664.1.p1
OG0007686	HELIO_07993	OFUSG05228.1.p1
OG0007689	HELIO_05912	OFUSG22558.1.p1, OFUSG22558.2.p1
OG0007690	HELIO_01667	OFUSG05888.1.p1
OG0007691	HELIO_10851	OFUSG17394.1.p1
OG0007692	HELIO_12083	OFUSG10240.1.p1
OG0007694	HELIO_10450	OFUSG22930.1.p1
OG0007695	HELIO_05669	OFUSG23690.1.p1
OG0007696	HELIO_08043	OFUSG05710.1.p1
OG0007697	HELIO_01887	OFUSG15762.1.p1
OG0007698	HELIO_02873	OFUSG13946.1.p1
OG0007699	HELIO_00023, HELIO_11009	OFUSG03949.1.p1
OG0007700	HELIO_03540	OFUSG15537.1.p1
OG0007702	HELIO_01625	OFUSG07854.1.p1
OG0007703	HELIO_00511	OFUSG10399.1.p1
OG0007704	HELIO_10965	OFUSG04621.1.p1
OG0007705	HELIO_04144, HELIO_04748	OFUSG18179.1.p1, OFUSG18179.2.p1
OG0007708	HELIO_02843	OFUSG16188.2.p1, OFUSG16188.1.p1
OG0007711	HELIO_03322	OFUSG00605.1.p1
OG0007712	HELIO_06849	OFUSG05858.1.p1
OG0007713	HELIO_05941	OFUSG15968.1.p1
OG0007714	HELIO_10358	OFUSG02938.1.p1
OG0007715	HELIO_04524	OFUSG22189.2.p1, OFUSG22189.1.p1
OG0007716	HELIO_10507	OFUSG21373.1.p1
OG0007717	HELIO_08633	OFUSG17544.1.p1
OG0007718	HELIO_07990	OFUSG24333.1.p1
OG0007719	HELIO_11950	OFUSG16153.1.p1
OG0007722	HELIO_05263	OFUSG09667.1.p1
OG0007723	HELIO_12456	OFUSG04168.1.p1
OG0007724	HELIO_00810	OFUSG17220.1.p1
OG0007725	HELIO_12431	OFUSG25697.1.p1
OG0007726	HELIO_01023	OFUSG13718.2.p1, OFUSG13718.1.p1
OG0007727	HELIO_07106	OFUSG04739.1.p1
OG0007728	HELIO_09849	OFUSG12092.1.p1
OG0007729	HELIO_03269	OFUSG11497.1.p1
OG0007730	HELIO_07341	OFUSG20248.1.p1
OG0007732	HELIO_12689	OFUSG19296.1.p1
OG0007733	HELIO_07297	OFUSG05630.1.p1
OG0007734	HELIO_11801	OFUSG13294.1.p1
OG0007735	HELIO_09823	OFUSG22506.1.p1, OFUSG22506.2.p1
OG0007736	HELIO_07658	OFUSG15042.1.p1
OG0007737	HELIO_09024, HELIO_09023	OFUSG00096.1.p1, OFUSG00096.3.p1, OFUSG00096.2.p1
OG0007739	HELIO_03035	OFUSG00877.1.p1
OG0007740	HELIO_09599	OFUSG09084.1.p1
OG0007741	HELIO_09949	OFUSG04087.1.p1
OG0007743	HELIO_10929	OFUSG24314.1.p1
OG0007745	HELIO_04306	OFUSG24033.1.p1
OG0007746	HELIO_11155	OFUSG25087.2.p1, OFUSG25087.1.p1
OG0007747	HELIO_03159	OFUSG13194.2.p1, OFUSG13194.1.p1
OG0007749	HELIO_03431	OFUSG06926.1.p1
OG0007750	HELIO_09626	OFUSG13242.1.p1
OG0007751	HELIO_06655	OFUSG19113.1.p1
OG0007752	HELIO_00832	OFUSG14080.1.p1
OG0007753	HELIO_11261	OFUSG14260.1.p1, OFUSG14259.1.p1
OG0007754	HELIO_02629	OFUSG23541.2.p2, OFUSG23541.1.p1
OG0007755	HELIO_12313	OFUSG07853.1.p1, OFUSG07853.2.p1
OG0007757	HELIO_07988	OFUSG13397.2.p1, OFUSG13397.1.p1, OFUSG13397.3.p1
OG0007759	HELIO_12236	OFUSG09907.1.p1
OG0007761	HELIO_10949	OFUSG23226.1.p1
OG0007763	HELIO_06612	OFUSG13188.1.p1
OG0007764	HELIO_10173	OFUSG19990.1.p1, OFUSG19990.3.p1, OFUSG19990.4.p1, OFUSG19990.2.p1
OG0007768	HELIO_10681	OFUSG23414.1.p1
OG0007769	HELIO_12480	OFUSG10116.1.p1
OG0007770	HELIO_10505	OFUSG15214.1.p1
OG0007771	HELIO_01646	OFUSG19373.1.p1
OG0007772	HELIO_01680	OFUSG14806.1.p1
OG0007773	HELIO_07954	OFUSG05099.1.p1
OG0007774	HELIO_11728	OFUSG16284.1.p1
OG0007775	HELIO_01482	OFUSG15554.1.p1
OG0007776	HELIO_06697	OFUSG19566.2.p1, OFUSG19566.1.p1
OG0007778	HELIO_01472	OFUSG20750.1.p1, OFUSG23099.1.p1
OG0007779	HELIO_02670	OFUSG16301.1.p1
OG0007780	HELIO_10535	OFUSG11825.1.p1
OG0007781	HELIO_09673	OFUSG12252.1.p1
OG0007782	HELIO_11482	OFUSG18608.1.p1
OG0007783	HELIO_03457	OFUSG18356.1.p1
OG0007784	HELIO_06523	OFUSG04138.1.p1
OG0007785	HELIO_08627	OFUSG06327.1.p1
OG0007786	HELIO_09437	OFUSG12053.1.p1
OG0007787	HELIO_04230	OFUSG25805.3.p1, OFUSG25805.1.p1, OFUSG25805.2.p1
OG0007788	HELIO_12530	OFUSG15334.1.p1
OG0007790	HELIO_08844	OFUSG10920.1.p1
OG0007791	HELIO_00183	OFUSG13381.1.p1
OG0007794	HELIO_02740	OFUSG22344.1.p1
OG0007796	HELIO_04041, HELIO_02975	OFUSG08457.1.p1
OG0007797	HELIO_00566	OFUSG15128.1.p1
OG0007798	HELIO_11116	OFUSG09670.1.p1
OG0007799	HELIO_07533	OFUSG23487.1.p1
OG0007800	HELIO_02307	OFUSG02294.2.p1, OFUSG02294.1.p1
OG0007801	HELIO_01655	OFUSG10903.1.p1
OG0007802	HELIO_11341	OFUSG19089.1.p1
OG0007803	HELIO_00912	OFUSG11295.1.p1
OG0007804	HELIO_02429	OFUSG26380.1.p1
OG0007805	HELIO_08060	OFUSG10526.1.p1
OG0007807	HELIO_01066	OFUSG21236.2.p1, OFUSG21236.1.p1
OG0007808	HELIO_12362, HELIO_10874	OFUSG05690.1.p1
OG0007809	HELIO_07903	OFUSG00154.1.p1
OG0007810	HELIO_09745	OFUSG18852.1.p1
OG0007811	HELIO_00921	OFUSG20077.1.p1
OG0007812	HELIO_04110	OFUSG21342.1.p1
OG0007813	HELIO_00743	OFUSG25358.1.p1
OG0007815	HELIO_12778	OFUSG17142.1.p1
OG0007816	HELIO_07334	OFUSG17687.1.p1
OG0007820	HELIO_11990	OFUSG15238.1.p1
OG0007823	HELIO_08358	OFUSG18984.1.p1
OG0007824	HELIO_09376	OFUSG13800.1.p1
OG0007826	HELIO_03122	OFUSG22681.1.p1
OG0007829	HELIO_01759	OFUSG21398.1.p1
OG0007830	HELIO_08878	OFUSG03916.1.p1
OG0007831	HELIO_12772	OFUSG19212.1.p1
OG0007832	HELIO_11102	OFUSG12592.1.p1
OG0007833	HELIO_05559	OFUSG22278.2.p1, OFUSG22278.1.p1
OG0007834	HELIO_01668	OFUSG05546.1.p1
OG0007835	HELIO_12549	OFUSG17500.1.p1
OG0007836	HELIO_01070	OFUSG17797.1.p1
OG0007837	HELIO_03229	OFUSG02641.1.p1, OFUSG02641.2.p1
OG0007840	HELIO_04802	OFUSG12949.1.p1
OG0007841	HELIO_12452	OFUSG18201.1.p1
OG0007842	HELIO_11731	OFUSG20821.1.p1
OG0007843	HELIO_04963	OFUSG02689.1.p1
OG0007845	HELIO_05450	OFUSG11939.1.p1
OG0007846	HELIO_08649	OFUSG23209.1.p1
OG0007846	HELIO_12188	OFUSG01647.1.p1
OG0007847	HELIO_07843	OFUSG07414.1.p1
OG0007848	HELIO_04240	OFUSG00458.1.p1
OG0007854	HELIO_05486	OFUSG00498.2.p1, OFUSG00498.1.p1, OFUSG00498.3.p1
OG0007857	HELIO_07232	OFUSG02437.1.p1, OFUSG02437.2.p1, OFUSG02437.3.p1
OG0007858	HELIO_05719	OFUSG19527.1.p1
OG0007859	HELIO_08952	OFUSG16552.1.p1
OG0007907	HELIO_03530	OFUSG24344.1.p1
OG0007908	HELIO_08170	OFUSG23097.1.p1
OG0007911	HELIO_11434	OFUSG10845.1.p1
OG0007912	HELIO_01267	OFUSG24170.5.p1, OFUSG24170.4.p1, OFUSG24170.3.p1, OFUSG24170.1.p1, OFUSG24170.2.p1
OG0007916	HELIO_05089	OFUSG01725.1.p1
OG0007921	HELIO_09544	OFUSG08790.1.p1
OG0007924	HELIO_11347	OFUSG03613.1.p1
OG0007926	HELIO_01370	OFUSG09991.1.p1
OG0007927	HELIO_09579	OFUSG06063.1.p1
OG0007928	HELIO_04966	OFUSG06656.2.p1, OFUSG06656.1.p1
OG0007929	HELIO_03658	OFUSG22970.1.p1
OG0007931	HELIO_00059	OFUSG02704.1.p1
OG0007932	HELIO_01358	OFUSG12916.1.p1
OG0007933	HELIO_12085	OFUSG00544.1.p1
OG0007935	HELIO_04002	OFUSG01074.1.p1
OG0007937	HELIO_07186	OFUSG11802.1.p1
OG0007938	HELIO_02363	OFUSG05621.1.p1
OG0007939	HELIO_11553	OFUSG06120.2.p1, OFUSG06120.1.p1
OG0007941	HELIO_04750	OFUSG13492.1.p1
OG0007943	HELIO_05542	OFUSG00522.1.p1
OG0007944	HELIO_02142	OFUSG03153.1.p1
OG0007945	HELIO_04359	OFUSG25427.1.p1
OG0007947	HELIO_01214	OFUSG17878.1.p1
OG0007948	HELIO_02781	OFUSG22612.1.p1
OG0007949	HELIO_02382	OFUSG20947.1.p1
OG0007951	HELIO_00106	OFUSG05438.1.p1
OG0007953	HELIO_04337	OFUSG02876.1.p1
OG0007954	HELIO_02739	OFUSG00841.2.p1, OFUSG00841.1.p1
OG0007956	HELIO_00807	OFUSG09627.1.p1
OG0007957	HELIO_02424	OFUSG17042.1.p1
OG0007958	HELIO_03422	OFUSG17138.1.p1
OG0007959	HELIO_02385	OFUSG17298.1.p1
OG0007961	HELIO_01422	OFUSG21435.1.p1
OG0007962	HELIO_04538	OFUSG02608.1.p1
OG0007963	HELIO_01376	OFUSG16928.1.p1
OG0007965	HELIO_09702	OFUSG07497.1.p1
OG0007966	HELIO_06554	OFUSG04273.1.p1
OG0007968	HELIO_08321	OFUSG07892.1.p1
OG0007972	HELIO_04967	OFUSG05104.1.p1
OG0007973	HELIO_04677	OFUSG18662.1.p1
OG0007974	HELIO_08921	OFUSG24934.1.p1
OG0007975	HELIO_02337	OFUSG26469.1.p1
OG0007977	HELIO_06466	OFUSG10084.1.p1
OG0007978	HELIO_02240	OFUSG23595.1.p1
OG0007979	HELIO_02677	OFUSG02899.1.p1
OG0007980	HELIO_00219	OFUSG11702.1.p1
OG0007981	HELIO_03648	OFUSG25033.1.p1
OG0007982	HELIO_09407	OFUSG13066.1.p1, OFUSG13066.3.p1, OFUSG13066.2.p1
OG0007983	HELIO_01979	OFUSG12564.1.p1
OG0007984	HELIO_09497	OFUSG09870.1.p1
OG0007985	HELIO_09398	OFUSG16831.1.p1
OG0007987	HELIO_01186	OFUSG24174.1.p1
OG0007988	HELIO_01044	OFUSG05086.1.p1
OG0007990	HELIO_00307	OFUSG20268.1.p1
OG0007991	HELIO_02057	OFUSG11336.1.p1
OG0007992	HELIO_06704	OFUSG08507.1.p1, OFUSG08507.3.p1, OFUSG08507.2.p1
OG0007993	HELIO_01029	OFUSG12464.1.p1
OG0007994	HELIO_01780	OFUSG00061.1.p1
OG0007996	HELIO_00492	OFUSG25545.1.p1
OG0007997	HELIO_03100	OFUSG14866.1.p1
OG0007998	HELIO_07332	OFUSG04732.1.p1
OG0007999	HELIO_08262	OFUSG16655.1.p1
OG0008000	HELIO_04177	OFUSG17338.1.p1
OG0008001	HELIO_00928	OFUSG10860.1.p1
OG0008003	HELIO_02384	OFUSG16902.1.p1
OG0008004	HELIO_01554	OFUSG04859.1.p1
OG0008005	HELIO_06029	OFUSG12467.1.p1
OG0008006	HELIO_00516	OFUSG13906.1.p1
OG0008008	HELIO_05467	OFUSG08327.1.p1
OG0008009	HELIO_11167	OFUSG03862.1.p1
OG0008011	HELIO_10599	OFUSG11017.1.p1
OG0008012	HELIO_05973	OFUSG06735.1.p1
OG0008013	HELIO_04462	OFUSG24335.1.p1
OG0008016	HELIO_00540	OFUSG08993.1.p1
OG0008017	HELIO_09842	OFUSG10257.1.p1
OG0008018	HELIO_10526	OFUSG05742.1.p1
OG0008019	HELIO_08608	OFUSG21945.1.p1
OG0008020	HELIO_00997	OFUSG25021.1.p1
OG0008022	HELIO_09370	OFUSG02172.1.p1
OG0008023	HELIO_00436	OFUSG12743.1.p1
OG0008024	HELIO_12727, HELIO_01549	OFUSG06689.1.p1
OG0008025	HELIO_09213	OFUSG08950.1.p1
OG0008026	HELIO_09687	OFUSG12827.2.p1, OFUSG12827.1.p1
OG0008027	HELIO_04688	OFUSG11871.1.p1
OG0008028	HELIO_10437	OFUSG15376.1.p1
OG0008029	HELIO_03340	OFUSG23880.1.p1
OG0008030	HELIO_08520	OFUSG14835.1.p1
OG0008031	HELIO_10799	OFUSG02167.1.p1
OG0008032	HELIO_12381, HELIO_10801	OFUSG00997.1.p1
OG0008033	HELIO_02861	OFUSG06086.1.p1
OG0008036	HELIO_03192	OFUSG10797.1.p1
OG0008037	HELIO_01120	OFUSG09719.1.p1
OG0008038	HELIO_02850	OFUSG19938.1.p1
OG0008039	HELIO_02911	OFUSG24199.1.p1
OG0008040	HELIO_01756	OFUSG00411.1.p1
OG0008041	HELIO_00327	OFUSG18812.1.p1
OG0008042	HELIO_03968	OFUSG04696.1.p1, OFUSG04696.3.p1, OFUSG04696.2.p1
OG0008043	HELIO_05068	OFUSG03226.1.p1
OG0008044	HELIO_05976	OFUSG20351.1.p1
OG0008046	HELIO_01039	OFUSG20235.1.p1
OG0008047	HELIO_10201	OFUSG23641.1.p1
OG0008051	HELIO_09542	OFUSG17855.1.p1
OG0008052	HELIO_03533	OFUSG21851.1.p1
OG0008053	HELIO_03591	OFUSG07380.1.p1
OG0008054	HELIO_00598	OFUSG15807.1.p1
OG0008055	HELIO_01274	OFUSG18746.1.p1
OG0008056	HELIO_00846	OFUSG12830.1.p1
OG0008057	HELIO_04003	OFUSG16700.1.p1
OG0008058	HELIO_07175	OFUSG09245.1.p1
OG0008059	HELIO_09982	OFUSG15154.1.p1
OG0008060	HELIO_09577	OFUSG00466.1.p1
OG0008062	HELIO_00796	OFUSG26406.2.p1, OFUSG26406.1.p1, OFUSG26409.1.p1
OG0008064	HELIO_04965	OFUSG05201.1.p1
OG0008065	HELIO_06534	OFUSG07149.1.p1
OG0008066	HELIO_07912	OFUSG09507.1.p1
OG0008067	HELIO_10931	OFUSG23698.1.p1
OG0008070	HELIO_08148	OFUSG13602.1.p1
OG0008071	HELIO_01342	OFUSG23439.1.p1
OG0008073	HELIO_07840	OFUSG07310.1.p1
OG0008074	HELIO_03004	OFUSG23885.1.p1
OG0008075	HELIO_03101	OFUSG03661.1.p1
OG0008076	HELIO_04084	OFUSG16290.1.p1
OG0008077	HELIO_00212	OFUSG12356.1.p1
OG0008078	HELIO_07686	OFUSG25752.1.p1, OFUSG25032.1.p1, OFUSG25032.2.p1
OG0008079	HELIO_00746	OFUSG21485.1.p1
OG0008080	HELIO_12214	OFUSG00053.1.p1
OG0008081	HELIO_05879	OFUSG20771.1.p1
OG0008082	HELIO_08934	OFUSG13504.2.p1, OFUSG13504.1.p1
OG0008083	HELIO_09469	OFUSG17972.1.p1
OG0008084	HELIO_10430	OFUSG12398.1.p1
OG0008085	HELIO_04248	OFUSG06913.1.p1
OG0008087	HELIO_02440	OFUSG26337.1.p1
OG0008088	HELIO_03111	OFUSG11489.1.p1
OG0008089	HELIO_07168	OFUSG18780.1.p1
OG0008090	HELIO_00892	OFUSG19720.1.p1, OFUSG09467.1.p1, OFUSG09467.2.p1
OG0008091	HELIO_09088	OFUSG24010.1.p1
OG0008092	HELIO_10325, HELIO_10324	OFUSG07718.1.p1
OG0008093	HELIO_09057	OFUSG10745.1.p1, OFUSG06672.1.p1
OG0008094	HELIO_00528	OFUSG05483.1.p1
OG0008098	HELIO_10216	OFUSG25108.1.p1
OG0008099	HELIO_02345	OFUSG17705.2.p1, OFUSG17705.1.p1
OG0008100	HELIO_11850	OFUSG01562.1.p1
OG0008102	HELIO_00350	OFUSG06272.1.p1
OG0008103	HELIO_02960	OFUSG12555.1.p1
OG0008104	HELIO_09386	OFUSG19032.1.p1
OG0008105	HELIO_10149	OFUSG12576.1.p1
OG0008107	HELIO_06547	OFUSG04089.1.p1
OG0008108	HELIO_11492	OFUSG04761.1.p1
OG0008109	HELIO_00963	OFUSG15368.1.p1
OG0008111	HELIO_09107	OFUSG09040.1.p1
OG0008112	HELIO_09566	OFUSG11684.1.p1
OG0008113	HELIO_06984	OFUSG04242.1.p1
OG0008115	HELIO_12049	OFUSG11236.1.p1
OG0008117	HELIO_05202	OFUSG07978.1.p1
OG0008119	HELIO_07573	OFUSG22463.1.p1
OG0008120	HELIO_06493	OFUSG00079.1.p1
OG0008122	HELIO_07016	OFUSG10913.3.p1, OFUSG10913.4.p1, OFUSG10913.2.p1, OFUSG10913.1.p1
OG0008125	HELIO_08722	OFUSG16587.1.p1
OG0008126	HELIO_11510	OFUSG09108.1.p1
OG0008136	HELIO_04953	OFUSG19526.1.p1
OG0008139	HELIO_07961	OFUSG12848.1.p1
OG0008143	HELIO_08867	OFUSG02811.1.p1
OG0008156	HELIO_12090	OFUSG19046.1.p1
OG0008196	HELIO_04754	OFUSG09768.1.p1
OG0008198	HELIO_07343	OFUSG23150.1.p1, OFUSG23085.1.p1
OG0008199	HELIO_09781	OFUSG02684.1.p1
OG0008201	HELIO_08285	OFUSG06477.1.p1
OG0008203	HELIO_01479	OFUSG18312.1.p1
OG0008204	HELIO_11008	OFUSG22975.1.p1
OG0008205	HELIO_02068	OFUSG07068.1.p1
OG0008206	HELIO_10859	OFUSG08205.1.p1
OG0008211	HELIO_06578	OFUSG08466.2.p1, OFUSG08466.1.p1
OG0008212	HELIO_08600	OFUSG12733.1.p1
OG0008214	HELIO_08468	OFUSG12655.1.p1
OG0008216	HELIO_00375	OFUSG12125.1.p1, OFUSG17191.1.p1
OG0008217	HELIO_07725	OFUSG10908.1.p1
OG0008218	HELIO_07971	OFUSG10017.1.p1
OG0008219	HELIO_07426	OFUSG10555.1.p1
OG0008220	HELIO_07373	OFUSG11032.1.p1
OG0008221	HELIO_01096	OFUSG22813.1.p1
OG0008222	HELIO_03975	OFUSG19358.1.p1
OG0008223	HELIO_02378	OFUSG14008.1.p1, OFUSG02822.1.p1
OG0008224	HELIO_09989	OFUSG20468.1.p1
OG0008225	HELIO_02357	OFUSG03680.1.p1
OG0008227	HELIO_09156	OFUSG08560.1.p1
OG0008228	HELIO_00418	OFUSG06885.1.p1
OG0008230	HELIO_03124	OFUSG22790.1.p1
OG0008231	HELIO_03608	OFUSG06642.4.p1, OFUSG06642.2.p1, OFUSG06642.1.p1, OFUSG06642.5.p1, OFUSG06642.3.p1
OG0008232	HELIO_07795	OFUSG01401.1.p1
OG0008234	HELIO_01704	OFUSG10395.1.p1
OG0008235	HELIO_12048	OFUSG23626.1.p1
OG0008237	HELIO_09004	OFUSG04433.1.p1
OG0008238	HELIO_06475	OFUSG04754.1.p1
OG0008239	HELIO_01309	OFUSG10345.1.p1
OG0008240	HELIO_07931	OFUSG17137.1.p1
OG0008242	HELIO_03862	OFUSG02209.1.p1
OG0008243	HELIO_00975	OFUSG01081.1.p1
OG0008244	HELIO_05442	OFUSG17823.1.p1
OG0008245	HELIO_02765	OFUSG14937.1.p1
OG0008246	HELIO_02676	OFUSG24570.1.p1
OG0008247	HELIO_06461	OFUSG24142.1.p1, OFUSG24142.2.p1
OG0008248	HELIO_01731	OFUSG19184.1.p1
OG0008249	HELIO_10481	OFUSG13252.1.p1
OG0008251	HELIO_02762	OFUSG04432.1.p1
OG0008252	HELIO_11159	OFUSG09417.1.p1
OG0008253	HELIO_06058	OFUSG18707.1.p1
OG0008254	HELIO_03446	OFUSG09022.1.p1
OG0008255	HELIO_11489	OFUSG14775.1.p1, OFUSG16048.1.p1
OG0008256	HELIO_01385	OFUSG06863.1.p1
OG0008258	HELIO_08230	OFUSG16139.1.p1
OG0008259	HELIO_09486	OFUSG21447.1.p1
OG0008260	HELIO_12614	OFUSG04814.1.p1
OG0008262	HELIO_01675	OFUSG08348.1.p1
OG0008263	HELIO_05980	OFUSG11752.1.p1
OG0008264	HELIO_08483	OFUSG19573.1.p1, OFUSG19573.2.p1
OG0008265	HELIO_06265	OFUSG18771.1.p1
OG0008266	HELIO_11220	OFUSG04753.1.p1
OG0008267	HELIO_02344	OFUSG05618.1.p1
OG0008268	HELIO_05239	OFUSG12661.1.p1
OG0008269	HELIO_01747	OFUSG23254.1.p1
OG0008270	HELIO_12388	OFUSG20693.1.p1
OG0008271	HELIO_09393	OFUSG06332.1.p1
OG0008272	HELIO_05405	OFUSG26020.1.p1, OFUSG26020.2.p1
OG0008274	HELIO_07668	OFUSG05460.1.p1
OG0008275	HELIO_01566	OFUSG00447.1.p1
OG0008277	HELIO_07861	OFUSG00036.1.p1, OFUSG00036.2.p1
OG0008278	HELIO_02392	OFUSG15033.1.p1
OG0008279	HELIO_04778	OFUSG13248.1.p1
OG0008281	HELIO_07104	OFUSG11718.1.p1
OG0008282	HELIO_11435	OFUSG23558.1.p1
OG0008283	HELIO_08317	OFUSG22210.1.p1
OG0008286	HELIO_05554	OFUSG04755.1.p1
OG0008288	HELIO_00679	OFUSG16930.1.p1
OG0008289	HELIO_04804	OFUSG09255.1.p1
OG0008290	HELIO_03385	OFUSG00598.1.p1
OG0008291	HELIO_09796	OFUSG10968.1.p1
OG0008292	HELIO_01428	OFUSG09803.1.p1
OG0008294	HELIO_11093	OFUSG06865.1.p1
OG0008296	HELIO_11884	OFUSG15696.1.p1
OG0008297	HELIO_08616	OFUSG15155.1.p1
OG0008298	HELIO_02538	OFUSG23318.1.p1
OG0008299	HELIO_12180	OFUSG12957.1.p1, OFUSG12957.2.p1
OG0008300	HELIO_09179	OFUSG17983.1.p1, OFUSG17983.2.p1
OG0008301	HELIO_01890	OFUSG06711.2.p1, OFUSG06711.1.p1
OG0008303	HELIO_12273	OFUSG25244.2.p1, OFUSG25244.1.p1
OG0008304	HELIO_07539	OFUSG13858.1.p1
OG0008305	HELIO_03471	OFUSG04370.1.p1
OG0008307	HELIO_06378	OFUSG22258.1.p1
OG0008312	HELIO_08007	OFUSG10887.1.p1
OG0008313	HELIO_12407	OFUSG17817.1.p1
OG0008314	HELIO_08677	OFUSG03887.1.p1
OG0008315	HELIO_09519	OFUSG22162.1.p1
OG0008316	HELIO_01115	OFUSG16757.1.p1
OG0008317	HELIO_02138	OFUSG24646.1.p1
OG0008318	HELIO_07428	OFUSG07330.1.p1
OG0008319	HELIO_06862	OFUSG12779.1.p1
OG0008320	HELIO_03556	OFUSG19134.1.p1
OG0008321	HELIO_08578, HELIO_06099	OFUSG23372.1.p1
OG0008322	HELIO_01231	OFUSG12624.1.p1
OG0008323	HELIO_04361	OFUSG01139.1.p1
OG0008325	HELIO_02818	OFUSG05287.2.p1, OFUSG05287.1.p1
OG0008326	HELIO_00668	OFUSG21345.1.p1
OG0008327	HELIO_01314	OFUSG25114.1.p1
OG0008328	HELIO_11036	OFUSG03005.1.p1
OG0008329	HELIO_08771	OFUSG16147.1.p1
OG0008330	HELIO_11984, HELIO_09760, HELIO_11985, HELIO_05031	OFUSG25157.1.p1
OG0008331	HELIO_01902	OFUSG12482.1.p1, OFUSG04136.1.p1
OG0008332	HELIO_04129	OFUSG05493.1.p1
OG0008333	HELIO_10273	OFUSG13105.1.p1
OG0008335	HELIO_00538	OFUSG12985.1.p1
OG0008336	HELIO_01313	OFUSG06945.1.p1
OG0008337	HELIO_04578	OFUSG01902.1.p1
OG0008340	HELIO_09069	OFUSG01439.1.p1
OG0008341	HELIO_12300	OFUSG21961.1.p1
OG0008343	HELIO_06743	OFUSG12909.1.p1
OG0008344	HELIO_10711	OFUSG03931.1.p1
OG0008345	HELIO_07583	OFUSG24454.1.p1
OG0008346	HELIO_08226	OFUSG21846.1.p1
OG0008348	HELIO_02649	OFUSG17668.1.p1
OG0008350	HELIO_06432, HELIO_08103	OFUSG10074.1.p1
