Orthogroup	HELIO_ok	CAPO3
OG0003448	HELIO_06243	CAPO305307
OG0003449	HELIO_10411, HELIO_09169	CAPO304421
OG0003450	HELIO_01298	CAPO304313
OG0003451	HELIO_02050, HELIO_02049, HELIO_04392	CAPO302760
OG0003453	HELIO_00524, HELIO_03721	CAPO304718
OG0003454	HELIO_07210	CAPO305798
OG0003455	HELIO_04761	CAPO300221
OG0003456	HELIO_11022	CAPO305023
OG0003457	HELIO_03135	CAPO307022
OG0003458	HELIO_01103	CAPO301287
OG0003459	HELIO_07845	CAPO304210
OG0003461	HELIO_00074	CAPO304469
OG0003462	HELIO_10720	CAPO306452
OG0003464	HELIO_08682, HELIO_08683	CAPO306136
OG0003465	HELIO_11762	CAPO307530
OG0003467	HELIO_09150, HELIO_09149	CAPO306150
OG0003471	HELIO_08909	CAPO304216
OG0003475	HELIO_09101, HELIO_09102	CAPO307501
OG0003476	HELIO_03292	CAPO306987
OG0003477	HELIO_08724	CAPO308122
OG0003478	HELIO_07187	CAPO300139
OG0003479	HELIO_04296	CAPO302288
OG0003480	HELIO_09170	CAPO303582
OG0003483	HELIO_09297	CAPO305509
OG0003487	HELIO_01481	CAPO300925
OG0003489	HELIO_11702	CAPO305291
OG0003491	HELIO_12169	CAPO304911
OG0003492	HELIO_04826	CAPO306303
OG0003493	HELIO_09058	CAPO306533
OG0003497	HELIO_01513	CAPO305660
OG0003498	HELIO_09734	CAPO306898
OG0003499	HELIO_04566, HELIO_04195	CAPO301160
OG0003500	HELIO_10237	CAPO304927
OG0003501	HELIO_00872	CAPO303209
OG0003502	HELIO_11773	CAPO306906
OG0003503	HELIO_07145	CAPO307158
OG0003505	HELIO_03524	CAPO305207
OG0003506	HELIO_08087	CAPO302826
OG0003507	HELIO_09678	CAPO303307
OG0003508	HELIO_02722	CAPO307911
OG0003509	HELIO_11968	CAPO305689
OG0003511	HELIO_09304	CAPO307348, CAPO308352
OG0003512	HELIO_03822	CAPO303631, CAPO302677, CAPO302168
OG0003515	HELIO_01150	CAPO307211
OG0003518	HELIO_01357	CAPO307641
OG0003519	HELIO_05466	CAPO307608
OG0003522	HELIO_08738	CAPO306659
OG0003523	HELIO_02927	CAPO304976
OG0003525	HELIO_08996, HELIO_04858	CAPO305089
OG0003528	HELIO_06120	CAPO306484
OG0003531	HELIO_05168	CAPO300308
OG0003532	HELIO_02994	CAPO303744
OG0003533	HELIO_04997	CAPO301327
OG0003537	HELIO_05338	CAPO301555
OG0003538	HELIO_07947	CAPO301093
OG0003539	HELIO_06853	CAPO300449
OG0003541	HELIO_02897	CAPO300603
OG0003543	HELIO_01891	CAPO301989
OG0003544	HELIO_03400	CAPO300418
OG0003546	HELIO_08740	CAPO303583
OG0003547	HELIO_11264	CAPO308031
OG0003550	HELIO_10135	CAPO300137
OG0003551	HELIO_11131	CAPO308286
OG0003552	HELIO_01828	CAPO307114
OG0003554	HELIO_04654	CAPO301001
OG0003556	HELIO_04836, HELIO_07224	CAPO302339
OG0003560	HELIO_11394	CAPO300951
OG0003561	HELIO_03510	CAPO301198
OG0003562	HELIO_07501	CAPO303388
OG0003563	HELIO_02254	CAPO300808, CAPO301102
OG0003564	HELIO_08585	CAPO300720
OG0003566	HELIO_03423	CAPO300164
OG0003567	HELIO_02904	CAPO307296
OG0003568	HELIO_09743, HELIO_09744	CAPO303992
OG0003569	HELIO_07355	CAPO306390
OG0003570	HELIO_06559	CAPO305849
OG0003573	HELIO_09111	CAPO300904
OG0003577	HELIO_10105	CAPO306764
OG0003578	HELIO_08279, HELIO_08278	CAPO307426
OG0003579	HELIO_05944	CAPO300766
OG0003582	HELIO_04947	CAPO302819
OG0003599	HELIO_08540	CAPO301420
OG0003600	HELIO_08008	CAPO305414
OG0003607	HELIO_09021	CAPO301867
OG0003610	HELIO_12163	CAPO302401
OG0003611	HELIO_01894	CAPO306320
OG0003613	HELIO_01893	CAPO305029
OG0003617	HELIO_03494	CAPO306844
OG0003619	HELIO_07057	CAPO304837
OG0003620	HELIO_09212	CAPO306673
OG0003621	HELIO_07026	CAPO302199
OG0003622	HELIO_11126	CAPO305075
OG0003624	HELIO_09617	CAPO303633
OG0003630	HELIO_01750	CAPO308012
OG0003631	HELIO_10254	CAPO303610
OG0003633	HELIO_08998, HELIO_07996	CAPO300056
OG0003635	HELIO_03898, HELIO_08551	CAPO308133
OG0003638	HELIO_00190	CAPO305555
OG0003640	HELIO_10891	CAPO301244
OG0003641	HELIO_07553	CAPO300746
OG0003644	HELIO_02002	CAPO304835
OG0003645	HELIO_02632	CAPO307108
OG0003646	HELIO_10542	CAPO304914
OG0003648	HELIO_08542	CAPO302617
OG0003649	HELIO_09186	CAPO301930
OG0003650	HELIO_02717, HELIO_11983, HELIO_06323	CAPO306633
OG0003651	HELIO_01012	CAPO305370
OG0003652	HELIO_05306	CAPO300427
OG0003655	HELIO_12535	CAPO303553
OG0003656	HELIO_01092	CAPO301350
OG0003657	HELIO_09755	CAPO305783
OG0003658	HELIO_10115	CAPO303162
OG0003661	HELIO_00776	CAPO300815
OG0003664	HELIO_10185	CAPO305504
OG0003667	HELIO_09584	CAPO303859
OG0003668	HELIO_12712	CAPO300260
OG0003669	HELIO_09100	CAPO305883
OG0003671	HELIO_01352	CAPO308173
OG0003672	HELIO_03464	CAPO300582
OG0003677	HELIO_12600	CAPO300011
OG0003679	HELIO_01849	CAPO304696
OG0003680	HELIO_06689	CAPO300884
OG0003682	HELIO_01433	CAPO301860
OG0003684	HELIO_08776	CAPO302734
OG0003685	HELIO_09044	CAPO305996
OG0003686	HELIO_08163	CAPO302144
OG0003687	HELIO_06361	CAPO301501
OG0003688	HELIO_05020	CAPO307252
OG0003689	HELIO_02422	CAPO301215
OG0003690	HELIO_12684	CAPO307478
OG0003693	HELIO_12474	CAPO302269
OG0003694	HELIO_05422	CAPO307654
OG0003695	HELIO_02593	CAPO303363
OG0003696	HELIO_11257	CAPO304903
OG0003697	HELIO_12071	CAPO307718
OG0003698	HELIO_09605	CAPO306302
OG0003700	HELIO_11457	CAPO304411
OG0003703	HELIO_02888	CAPO305764
OG0003710	HELIO_06500	CAPO301647
OG0003712	HELIO_03886, HELIO_08547	CAPO300556
OG0003713	HELIO_10395	CAPO306178
OG0003716	HELIO_05664, HELIO_06645	CAPO303976
OG0003717	HELIO_05515	CAPO306282
OG0003719	HELIO_06363	CAPO300227
OG0003720	HELIO_08336	CAPO300371
OG0003721	HELIO_10032, HELIO_03702	CAPO300976, CAPO300975
OG0003722	HELIO_03347	CAPO300031
OG0003724	HELIO_10508	CAPO308007
OG0003729	HELIO_11354	CAPO307394
OG0003730	HELIO_08006	CAPO305074
OG0003731	HELIO_04511, HELIO_05539	CAPO304053
OG0003732	HELIO_12303	CAPO306498
OG0003733	HELIO_03136	CAPO305671
OG0003734	HELIO_06093	CAPO305564
OG0003735	HELIO_01294	CAPO308150
OG0003738	HELIO_10176	CAPO304238
OG0003739	HELIO_08892	CAPO300467
OG0003740	HELIO_05574	CAPO307238
OG0003741	HELIO_02790	CAPO305770
OG0003742	HELIO_08883	CAPO303080
OG0003743	HELIO_02787	CAPO302360
OG0003744	HELIO_04674	CAPO306491
OG0003745	HELIO_09559	CAPO307585
OG0003749	HELIO_02988	CAPO306992
OG0003750	HELIO_02076	CAPO304840
OG0003752	HELIO_08739	CAPO306304
OG0003754	HELIO_09263	CAPO305643
OG0003755	HELIO_08454	CAPO300113
OG0003758	HELIO_04986	CAPO308214
OG0003759	HELIO_08276	CAPO307476
OG0003760	HELIO_10329	CAPO304944
OG0003761	HELIO_09527	CAPO301690
OG0003762	HELIO_00794	CAPO303010
OG0003764	HELIO_10540	CAPO300879
OG0003767	HELIO_03825	CAPO301363
OG0003769	HELIO_09666	CAPO305668
OG0003770	HELIO_06598	CAPO300865, CAPO305387
OG0003771	HELIO_09996	CAPO300755
OG0003773	HELIO_11994	CAPO301706
OG0003776	HELIO_02001	CAPO306521
OG0003778	HELIO_12734	CAPO302558
OG0003779	HELIO_09039	CAPO304919
OG0003798	HELIO_10316	CAPO300229
OG0003803	HELIO_02425	CAPO307540
OG0003806	HELIO_00384	CAPO304817
OG0003807	HELIO_07147	CAPO308021
OG0003808	HELIO_04304	CAPO308095
OG0003809	HELIO_07339	CAPO306197
OG0003811	HELIO_07404	CAPO302863
OG0003812	HELIO_07959	CAPO300349
OG0003813	HELIO_02391	CAPO305053
OG0003818	HELIO_04533	CAPO306945
OG0003820	HELIO_12732, HELIO_12713	CAPO302724
OG0003823	HELIO_12718	CAPO305304
OG0003824	HELIO_02077	CAPO300109
OG0003826	HELIO_03295	CAPO305900
OG0003826	HELIO_02592	CAPO303948
OG0003827	HELIO_10529	CAPO302156
OG0003828	HELIO_03989	CAPO304442
OG0003829	HELIO_04115	CAPO304825
OG0003831	HELIO_00414	CAPO301320
OG0003833	HELIO_00735, HELIO_08031, HELIO_06424	CAPO305448
OG0003834	HELIO_10627	CAPO307203
OG0003835	HELIO_00960	CAPO300102
OG0003836	HELIO_02274	CAPO301610
OG0003837	HELIO_01037	CAPO304430
OG0003838	HELIO_09299	CAPO304061, CAPO304064
OG0003839	HELIO_00548	CAPO300238, CAPO301543, CAPO307066
OG0003840	HELIO_07119	CAPO300299
OG0003843	HELIO_09017	CAPO301582
OG0003844	HELIO_00051	CAPO306235
OG0003845	HELIO_09710	CAPO302000
OG0003846	HELIO_07722	CAPO300905
OG0003847	HELIO_04738	CAPO300400
OG0003848	HELIO_02520	CAPO305229, CAPO305228
OG0003850	HELIO_01423	CAPO306458
OG0003851	HELIO_06451	CAPO301154
OG0003852	HELIO_11600	CAPO302241
OG0003853	HELIO_12441	CAPO308238
OG0003854	HELIO_03527	CAPO306385
OG0003855	HELIO_07181	CAPO304198
OG0003856	HELIO_05722	CAPO308004
OG0003857	HELIO_12190	CAPO302185
OG0003858	HELIO_08687	CAPO300728
OG0003859	HELIO_02262	CAPO306990
OG0003860	HELIO_03691	CAPO303899
OG0003861	HELIO_09460	CAPO302754
OG0003863	HELIO_09867	CAPO300200
OG0003864	HELIO_10875	CAPO300087
OG0003865	HELIO_11073	CAPO304904
OG0003866	HELIO_03099	CAPO302683
OG0003867	HELIO_01829	CAPO301767
OG0003868	HELIO_08898	CAPO306848
OG0003869	HELIO_08492	CAPO307094
OG0003870	HELIO_02612	CAPO305132
OG0003871	HELIO_02741	CAPO304658
OG0003872	HELIO_02970	CAPO300319
OG0003873	HELIO_09899	CAPO305775
OG0003875	HELIO_08274, HELIO_08273	CAPO303382
OG0003876	HELIO_02667	CAPO307728
OG0003878	HELIO_10989	CAPO308329
OG0003881	HELIO_07709	CAPO303685
OG0003886	HELIO_06325	CAPO304109
OG0003887	HELIO_07770	CAPO307036
OG0003888	HELIO_07431	CAPO302764
OG0003890	HELIO_12503	CAPO304707
OG0003892	HELIO_08263	CAPO307708
OG0003893	HELIO_05290	CAPO300022
OG0003894	HELIO_00555	CAPO302778
OG0003897	HELIO_07895	CAPO303759
OG0003898	HELIO_09951	CAPO307893, CAPO307749, CAPO306069
OG0003899	HELIO_00617	CAPO300674
OG0003900	HELIO_07367	CAPO301714
OG0003901	HELIO_12439	CAPO301256
OG0003903	HELIO_11262	CAPO305736
OG0003904	HELIO_03811	CAPO305947
OG0003906	HELIO_09388	CAPO301369
OG0003909	HELIO_12479	CAPO301220
OG0003911	HELIO_02034	CAPO305312
OG0003912	HELIO_00546	CAPO307896
OG0003913	HELIO_06151	CAPO306587
OG0003914	HELIO_10475	CAPO301224
OG0003917	HELIO_10729	CAPO306797
OG0003920	HELIO_09202	CAPO301554
OG0003921	HELIO_11518	CAPO300430
OG0003922	HELIO_04815	CAPO304241
OG0003924	HELIO_06255	CAPO302790
OG0003925	HELIO_11080	CAPO301662
OG0003926	HELIO_01471	CAPO303036
OG0003927	HELIO_07361	CAPO304671
OG0003929	HELIO_09096	CAPO303872
OG0003930	HELIO_03284	CAPO301599
OG0003931	HELIO_04058	CAPO304399
OG0003932	HELIO_09810, HELIO_00419	CAPO300048, CAPO300047
OG0003934	HELIO_00565	CAPO301204
OG0003936	HELIO_03090	CAPO302163
OG0003938	HELIO_03125	CAPO305166
OG0003939	HELIO_10160	CAPO303853
OG0003942	HELIO_02681	CAPO300632
OG0003944	HELIO_01693	CAPO300493
OG0003945	HELIO_03032	CAPO300812
OG0003946	HELIO_10205	CAPO303843
OG0003947	HELIO_08689	CAPO306325
OG0003950	HELIO_06986	CAPO307097
OG0003954	HELIO_06270	CAPO304758
OG0003955	HELIO_02651	CAPO304097
OG0003959	HELIO_12450	CAPO304028
OG0003961	HELIO_06293	CAPO303890
OG0003965	HELIO_04316	CAPO302867
OG0003966	HELIO_04189	CAPO301181
OG0003969	HELIO_08398	CAPO304197
OG0003971	HELIO_09511	CAPO301852
OG0003972	HELIO_01757	CAPO308018
OG0003973	HELIO_12484	CAPO307513
OG0003998	HELIO_03539, HELIO_03537, HELIO_03538	CAPO305634
OG0003999	HELIO_02420	CAPO306327
OG0004000	HELIO_09085	CAPO302913
OG0004002	HELIO_10165	CAPO305544
OG0004005	HELIO_02225	CAPO302213
OG0004007	HELIO_06360	CAPO307105
OG0004009	HELIO_08149	CAPO305072
OG0004010	HELIO_03872	CAPO303524
OG0004014	HELIO_02037	CAPO303473
OG0004015	HELIO_02952	CAPO305112
OG0004016	HELIO_08840	CAPO303609
OG0004017	HELIO_04459	CAPO308124
OG0004023	HELIO_00840	CAPO307204
OG0004027	HELIO_11552	CAPO301145
OG0004031	HELIO_01995	CAPO306218
OG0004032	HELIO_06753	CAPO300291
OG0004035	HELIO_09748	CAPO301995
OG0004037	HELIO_05087	CAPO306482
OG0004038	HELIO_07048	CAPO307927
OG0004041	HELIO_00736	CAPO306646
OG0004042	HELIO_09649	CAPO302696
OG0004044	HELIO_01126	CAPO300275
OG0004047	HELIO_11567	CAPO304083
OG0004048	HELIO_08523	CAPO304654
OG0004050	HELIO_07692	CAPO308116
OG0004053	HELIO_01246	CAPO301919
OG0004054	HELIO_06113	CAPO308277
OG0004056	HELIO_06474	CAPO306031
OG0004058	HELIO_09716	CAPO301904
OG0004059	HELIO_11889	CAPO301877
OG0004063	HELIO_06207	CAPO300628
OG0004064	HELIO_06868	CAPO304453
OG0004065	HELIO_02317	CAPO304029
OG0004067	HELIO_11851	CAPO301812
OG0004068	HELIO_04572	CAPO301030
OG0004069	HELIO_03583	CAPO307785
OG0004070	HELIO_11759	CAPO302894
OG0004075	HELIO_07242	CAPO308024
OG0004079	HELIO_11417	CAPO300687
OG0004080	HELIO_12370	CAPO305236
OG0004081	HELIO_02694	CAPO301069
OG0004082	HELIO_03318, HELIO_03319	CAPO305460
OG0004083	HELIO_08699, HELIO_03393	CAPO304047
OG0004084	HELIO_01688	CAPO300193
OG0004085	HELIO_05065	CAPO307782
OG0004090	HELIO_00003	CAPO304280
OG0004091	HELIO_07817	CAPO307795
OG0004092	HELIO_00826	CAPO301516
OG0004093	HELIO_09995	CAPO303612
OG0004094	HELIO_11334	CAPO306112
OG0004095	HELIO_09898	CAPO302216
OG0004096	HELIO_09267	CAPO306070
OG0004097	HELIO_00420	CAPO300790
OG0004099	HELIO_02315	CAPO306437
OG0004100	HELIO_02283	CAPO306356
OG0004101	HELIO_10904	CAPO303749, CAPO302702
OG0004103	HELIO_08288, HELIO_12649	CAPO306700
OG0004104	HELIO_10999	CAPO303684
OG0004105	HELIO_07467	CAPO308098
OG0004108	HELIO_07935, HELIO_07936	CAPO307282
OG0004112	HELIO_11079	CAPO304610
OG0004113	HELIO_04150, HELIO_08443	CAPO305835
OG0004114	HELIO_03462	CAPO301854
OG0004115	HELIO_08676	CAPO306386
OG0004116	HELIO_11516	CAPO303186
OG0004118	HELIO_03448	CAPO306139
OG0004119	HELIO_04014	CAPO303741
OG0004120	HELIO_04260	CAPO303757
OG0004123	HELIO_10333	CAPO304624
OG0004124	HELIO_09543	CAPO302738
OG0004125	HELIO_07953	CAPO304359
OG0004127	HELIO_08267	CAPO306895
OG0004130	HELIO_11752	CAPO307075
OG0004131	HELIO_02810	CAPO301925
OG0004133	HELIO_11815	CAPO305598
OG0004134	HELIO_03479	CAPO304433
OG0004136	HELIO_06715	CAPO307338
OG0004140	HELIO_12443	CAPO307995
OG0004142	HELIO_03819	CAPO300440
OG0004144	HELIO_03451	CAPO302917
OG0004148	HELIO_00788	CAPO301152
OG0004150	HELIO_10914	CAPO303497
OG0004151	HELIO_03120	CAPO307015
OG0004153	HELIO_03342	CAPO305022
OG0004154	HELIO_11120	CAPO308154
OG0004156	HELIO_02466	CAPO307556
OG0004158	HELIO_08947	CAPO302219
OG0004160	HELIO_00518	CAPO302118
OG0004164	HELIO_04076	CAPO306879
OG0004166	HELIO_06402	CAPO300703
OG0004167	HELIO_12312	CAPO305574
OG0004168	HELIO_10439, HELIO_10438	CAPO303881
OG0004169	HELIO_10123	CAPO302967
OG0004170	HELIO_02685	CAPO305320
OG0004171	HELIO_01888	CAPO305810
OG0004174	HELIO_06319, HELIO_02631	CAPO303644
OG0004176	HELIO_09733	CAPO304072
OG0004179	HELIO_02899	CAPO304392
OG0004181	HELIO_03220	CAPO304353
OG0004182	HELIO_10355, HELIO_10354	CAPO305817
OG0004183	HELIO_02349	CAPO301817
OG0004184	HELIO_02910	CAPO302251
OG0004186	HELIO_03712	CAPO307615
OG0004187	HELIO_05634	CAPO301572
OG0004188	HELIO_05848	CAPO308209
OG0004215	HELIO_12650	CAPO307025
OG0004216	HELIO_04339	CAPO304745
OG0004217	HELIO_12612	CAPO300553
OG0004219	HELIO_03890	CAPO302642
OG0004222	HELIO_01516	CAPO307934
OG0004223	HELIO_02208	CAPO308310
OG0004227	HELIO_04190	CAPO302252
OG0004228	HELIO_10279	CAPO303492
OG0004230	HELIO_03067	CAPO305821
OG0004231	HELIO_02803	CAPO300312
OG0004232	HELIO_08424	CAPO301443
OG0004235	HELIO_06406	CAPO306795
OG0004236	HELIO_09356	CAPO301760
OG0004237	HELIO_00276	CAPO301645
OG0004239	HELIO_10562	CAPO304082
OG0004240	HELIO_07818	CAPO301736, CAPO306948
OG0004243	HELIO_08298	CAPO302349
OG0004245	HELIO_07870	CAPO301120
OG0004246	HELIO_10928	CAPO307710
OG0004247	HELIO_02696	CAPO306324
OG0004248	HELIO_05247, HELIO_06414	CAPO306807
OG0004249	HELIO_00455, HELIO_00454	CAPO302316
OG0004250	HELIO_10569	CAPO305518
OG0004252	HELIO_01174	CAPO305536
OG0004254	HELIO_03429	CAPO304883
OG0004257	HELIO_08894, HELIO_08895	CAPO305171
OG0004258	HELIO_08732	CAPO301342
OG0004259	HELIO_07775	CAPO301048
OG0004261	HELIO_00002	CAPO305950
OG0004263	HELIO_12287	CAPO304844
OG0004269	HELIO_06762	CAPO308233
OG0004270	HELIO_06659	CAPO303791
OG0004271	HELIO_12035	CAPO303178
OG0004272	HELIO_09365	CAPO303743
OG0004278	HELIO_12691	CAPO303739
OG0004280	HELIO_01147	CAPO302169
OG0004282	HELIO_05309	CAPO306035
OG0004283	HELIO_02458, HELIO_02459	CAPO301216
OG0004284	HELIO_08102	CAPO303039
OG0004285	HELIO_09389	CAPO306621
OG0004286	HELIO_02729	CAPO300246
OG0004287	HELIO_08219, HELIO_08218	CAPO305534
OG0004288	HELIO_02021	CAPO302203
OG0004289	HELIO_05881	CAPO307509
OG0004291	HELIO_06310	CAPO306696
OG0004292	HELIO_01648	CAPO301407
OG0004295	HELIO_07746	CAPO300437
OG0004296	HELIO_11270	CAPO307058
OG0004299	HELIO_07815	CAPO307863
OG0004300	HELIO_03164, HELIO_05762, HELIO_03166	CAPO308218
OG0004301	HELIO_02301	CAPO305855
OG0004302	HELIO_11348	CAPO307149
OG0004303	HELIO_05977	CAPO306261
OG0004304	HELIO_10121	CAPO307407
OG0004305	HELIO_02999	CAPO306704
OG0004307	HELIO_06021	CAPO306787
OG0004308	HELIO_02621	CAPO302385
OG0004309	HELIO_02544, HELIO_11686	CAPO304021
OG0004310	HELIO_05755	CAPO306903
OG0004312	HELIO_09858	CAPO306752
OG0004314	HELIO_11288	CAPO301283
OG0004315	HELIO_06706, HELIO_01279	CAPO307076
OG0004316	HELIO_08782	CAPO300656
OG0004319	HELIO_02747	CAPO308294
OG0004320	HELIO_02657	CAPO300174
OG0004321	HELIO_05529	CAPO306639
OG0004322	HELIO_03250, HELIO_03251	CAPO307895
OG0004323	HELIO_07772	CAPO307483
OG0004324	HELIO_06380	CAPO300240
OG0004328	HELIO_03031	CAPO305261
OG0004329	HELIO_08973	CAPO302035
OG0004331	HELIO_04862	CAPO305384
OG0004333	HELIO_03394	CAPO303439
OG0004335	HELIO_10063	CAPO302791
OG0004337	HELIO_09677	CAPO300958
OG0004338	HELIO_02735	CAPO300828
OG0004344	HELIO_05104	CAPO307152
OG0004345	HELIO_11483	CAPO306847
OG0004348	HELIO_02969	CAPO306158
OG0004349	HELIO_12177	CAPO308184
OG0004350	HELIO_09167	CAPO300994
OG0004351	HELIO_03403	CAPO307239
OG0004352	HELIO_06106	CAPO300873
OG0004353	HELIO_05842	CAPO306055, CAPO306087
OG0004354	HELIO_08304	CAPO307581
OG0004355	HELIO_02311	CAPO303478
OG0004356	HELIO_08069	CAPO300159
OG0004357	HELIO_08001	CAPO303880
OG0004359	HELIO_12437	CAPO305703
OG0004360	HELIO_07589	CAPO301752
OG0004361	HELIO_01540, HELIO_04775	CAPO308302
OG0004363	HELIO_07648	CAPO304580
OG0004364	HELIO_04246	CAPO305213
OG0004365	HELIO_11208	CAPO305948
OG0004368	HELIO_10695	CAPO306084
OG0004369	HELIO_12496	CAPO305592
OG0004370	HELIO_03960	CAPO302143
OG0004372	HELIO_08067, HELIO_03183, HELIO_06703, HELIO_07476	CAPO304892
OG0004373	HELIO_08887	CAPO308311
OG0004374	HELIO_04430	CAPO306983
OG0004375	HELIO_10600	CAPO305927
OG0004376	HELIO_02742	CAPO303203
OG0004377	HELIO_08549	CAPO303614
OG0004378	HELIO_09047	CAPO303140
OG0004379	HELIO_02169	CAPO300162
OG0004380	HELIO_02081	CAPO307847
OG0004381	HELIO_09818	CAPO300684
OG0004382	HELIO_05962	CAPO308307
OG0004383	HELIO_09050	CAPO301688
OG0004385	HELIO_01485	CAPO306534
OG0004388	HELIO_09998, HELIO_09997	CAPO303742
OG0004389	HELIO_01623, HELIO_04466	CAPO302416
OG0004390	HELIO_11441, HELIO_02437	CAPO300046
OG0004391	HELIO_08588	CAPO305468
OG0004392	HELIO_00680	CAPO303282
OG0004394	HELIO_11388	CAPO305886
OG0004396	HELIO_05800	CAPO300955
OG0004398	HELIO_02807	CAPO307605
OG0004399	HELIO_04973	CAPO301536
OG0004400	HELIO_06143	CAPO304368, CAPO302395
OG0004401	HELIO_00357	CAPO307684
OG0004404	HELIO_00365	CAPO300907
OG0004405	HELIO_11201	CAPO302866
OG0004406	HELIO_01541	CAPO305558
OG0004413	HELIO_03374	CAPO301518
OG0004417	HELIO_12409	CAPO302119
OG0004418	HELIO_10340	CAPO305208
OG0004421	HELIO_04689	CAPO303320
OG0004423	HELIO_05314	CAPO306935
OG0004459	HELIO_06462	CAPO300459
OG0004460	HELIO_11544	CAPO307206
OG0004461	HELIO_08132	CAPO305355
OG0004462	HELIO_10916	CAPO302893
OG0004465	HELIO_02805	CAPO303487, CAPO307912
OG0004467	HELIO_02292	CAPO307496
OG0004468	HELIO_01285	CAPO307854
OG0004472	HELIO_06484	CAPO303803
OG0004474	HELIO_12721	CAPO300829
OG0004476	HELIO_02731	CAPO307856
OG0004479	HELIO_09869	CAPO303963
OG0004481	HELIO_11879	CAPO306702
OG0004483	HELIO_00784	CAPO303122
OG0004486	HELIO_09931	CAPO307639
OG0004488	HELIO_01349	CAPO301849
OG0004489	HELIO_04543	CAPO305447
OG0004494	HELIO_01937	CAPO306570
OG0004495	HELIO_05252	CAPO306359
OG0004496	HELIO_05528	CAPO303733
OG0004497	HELIO_02407	CAPO307202
OG0004498	HELIO_05086	CAPO305224
OG0004500	HELIO_00985	CAPO301850
OG0004502	HELIO_04496	CAPO301779, CAPO300429
OG0004503	HELIO_11512	CAPO300332
OG0004506	HELIO_06458	CAPO305016
OG0004507	HELIO_11682	CAPO301894
OG0004509	HELIO_01830, HELIO_01547	CAPO300500
OG0004511	HELIO_09430	CAPO303457
OG0004512	HELIO_09740, HELIO_09741	CAPO302842
OG0004513	HELIO_06065	CAPO303104
OG0004515	HELIO_07915	CAPO305182
OG0004516	HELIO_08851, HELIO_08852	CAPO306036, CAPO307859
OG0004517	HELIO_05747	CAPO305332
OG0004518	HELIO_02464	CAPO306412
OG0004519	HELIO_02070	CAPO307914
OG0004520	HELIO_02470	CAPO300090
OG0004521	HELIO_09243, HELIO_09242	CAPO306692
OG0004525	HELIO_11194	CAPO303518
OG0004526	HELIO_09082	CAPO302498
OG0004527	HELIO_00542	CAPO302077
OG0004529	HELIO_04437	CAPO306628
OG0004530	HELIO_06657	CAPO304739
OG0004531	HELIO_07234	CAPO302345, CAPO307115
OG0004533	HELIO_08527	CAPO306022
OG0004537	HELIO_11941	CAPO306837
OG0004540	HELIO_01984	CAPO307351
OG0004541	HELIO_11072, HELIO_07529, HELIO_10987	CAPO307806
OG0004542	HELIO_06841	CAPO306706
OG0004545	HELIO_12540	CAPO307212
OG0004547	HELIO_09117	CAPO304852
OG0004548	HELIO_08241	CAPO305113
OG0004551	HELIO_05424	CAPO301498
OG0004552	HELIO_10506	CAPO301361, CAPO306759
OG0004553	HELIO_12007	CAPO302768
OG0004554	HELIO_08526	CAPO300747
OG0004555	HELIO_01600	CAPO301994
OG0004556	HELIO_00978	CAPO305616
OG0004558	HELIO_11447	CAPO307355
OG0004559	HELIO_05624	CAPO303756
OG0004561	HELIO_05341	CAPO304794
OG0004563	HELIO_10963	CAPO303030
OG0004564	HELIO_01798	CAPO301873
OG0004565	HELIO_09408	CAPO303409
OG0004569	HELIO_01159	CAPO303601
OG0004572	HELIO_02556	CAPO302719
OG0004573	HELIO_11161	CAPO305859
OG0004577	HELIO_01659	CAPO307905
OG0004578	HELIO_01050	CAPO307713
OG0004579	HELIO_04280	CAPO308171
OG0004581	HELIO_05498	CAPO305629
OG0004582	HELIO_08565	CAPO304857
OG0004583	HELIO_00209	CAPO301319
OG0004585	HELIO_05321	CAPO307959
OG0004587	HELIO_01138	CAPO303576
OG0004588	HELIO_01642	CAPO307046
OG0004590	HELIO_05349	CAPO307910
OG0004592	HELIO_10984	CAPO307767
OG0004593	HELIO_00714	CAPO306311
OG0004595	HELIO_00583	CAPO305901
OG0004596	HELIO_10182	CAPO301763
OG0004599	HELIO_07655	CAPO306185
OG0004600	HELIO_10167	CAPO306391
OG0004601	HELIO_03704	CAPO300529
OG0004602	HELIO_01820	CAPO307709
OG0004605	HELIO_09439, HELIO_09440	CAPO303013
OG0004609	HELIO_00052	CAPO305274
OG0004610	HELIO_00082	CAPO308217
OG0004611	HELIO_04196	CAPO305879, CAPO305850
OG0004612	HELIO_01397	CAPO307176
OG0004616	HELIO_01195	CAPO302661, CAPO307774
OG0004619	HELIO_09992	CAPO306976
OG0004621	HELIO_04659	CAPO301592
OG0004623	HELIO_06434	CAPO303271
OG0004626	HELIO_09727	CAPO304074
OG0004627	HELIO_11945	CAPO302578
OG0004628	HELIO_07285	CAPO300844
OG0004629	HELIO_00929	CAPO300874
OG0004630	HELIO_07827	CAPO300032
OG0004633	HELIO_01232	CAPO306431
OG0004634	HELIO_03114	CAPO306443
OG0004638	HELIO_00200	CAPO300328
OG0004639	HELIO_02889	CAPO304960
OG0004640	HELIO_01802	CAPO305391
OG0004641	HELIO_09900	CAPO301192
OG0004642	HELIO_09909	CAPO303810
OG0004643	HELIO_11685	CAPO303111
OG0004644	HELIO_11529	CAPO308177
