Orthogroup	HELIO_ok	ASTMX
OG0005432	HELIO_03463	ASTMX04378
OG0005433	HELIO_07260	ASTMX10384
OG0005434	HELIO_02164	ASTMX10268
OG0005435	HELIO_09064	ASTMX17149
OG0005436	HELIO_01299	ASTMX08628, ASTMX09013
OG0005437	HELIO_05520	ASTMX21353
OG0005438	HELIO_05940	ASTMX11559
OG0005439	HELIO_07098	ASTMX01225
OG0005440	HELIO_11940, HELIO_04362	ASTMX19707
OG0005441	HELIO_08831	ASTMX07422
OG0005442	HELIO_07878	ASTMX05293
OG0005443	HELIO_12694	ASTMX13009, ASTMX14080
OG0005444	HELIO_02408	ASTMX06148, ASTMX18751, ASTMX11030
OG0005445	HELIO_07839	ASTMX15602, ASTMX10151
OG0005446	HELIO_07330	ASTMX13422
OG0005447	HELIO_11070	ASTMX14898, ASTMX09389
OG0005448	HELIO_11633	ASTMX15632, ASTMX10315
OG0005450	HELIO_10951	ASTMX10696
OG0005451	HELIO_06353	ASTMX08636
OG0005452	HELIO_12130	ASTMX05147
OG0005453	HELIO_03824, HELIO_04616	ASTMX03965
OG0005454	HELIO_05359	ASTMX05858
OG0005455	HELIO_12494	ASTMX21048, ASTMX14029
OG0005456	HELIO_06408	ASTMX01397, ASTMX18302
OG0005457	HELIO_06957	ASTMX03562
OG0005458	HELIO_07055	ASTMX10142, ASTMX04302
OG0005459	HELIO_08941	ASTMX07270
OG0005460	HELIO_10159	ASTMX22868
OG0005461	HELIO_03126	ASTMX16039, ASTMX01431
OG0005463	HELIO_12371	ASTMX06228
OG0005464	HELIO_12674	ASTMX01955
OG0005465	HELIO_07862	ASTMX04578
OG0005466	HELIO_09523	ASTMX09405
OG0005468	HELIO_08530	ASTMX21236
OG0005469	HELIO_04725	ASTMX13280
OG0005474	HELIO_10650	ASTMX12678
OG0005476	HELIO_11936	ASTMX01980
OG0005478	HELIO_08823	ASTMX06400
OG0005479	HELIO_12634	ASTMX17649
OG0005480	HELIO_04789	ASTMX00612
OG0005483	HELIO_07588	ASTMX06036
OG0005484	HELIO_01473	ASTMX19894
OG0005486	HELIO_07933	ASTMX18225
OG0005487	HELIO_07639	ASTMX16707
OG0005488	HELIO_02338	ASTMX05975
OG0005489	HELIO_00008	ASTMX15875
OG0005490	HELIO_09891	ASTMX15030
OG0005491	HELIO_08761	ASTMX07770
OG0005492	HELIO_09159	ASTMX13572
OG0005493	HELIO_04632	ASTMX08492
OG0005494	HELIO_09879	ASTMX11293
OG0005495	HELIO_03871	ASTMX03482
OG0005497	HELIO_09363	ASTMX06595
OG0005498	HELIO_05149, HELIO_03772	ASTMX14607
OG0005499	HELIO_10102	ASTMX09972
OG0005500	HELIO_12536	ASTMX00746
OG0005504	HELIO_01863	ASTMX18809
OG0005505	HELIO_12445	ASTMX07987
OG0005506	HELIO_11021	ASTMX14714
OG0005507	HELIO_10707	ASTMX14310, ASTMX08273
OG0005508	HELIO_03029	ASTMX04270
OG0005509	HELIO_05779	ASTMX13585, ASTMX22644
OG0005510	HELIO_05262	ASTMX18783
OG0005512	HELIO_10285	ASTMX09558
OG0005514	HELIO_01597	ASTMX13464
OG0005516	HELIO_03442	ASTMX14348
OG0005517	HELIO_02903	ASTMX05340, ASTMX18352
OG0005518	HELIO_12217	ASTMX06341
OG0005519	HELIO_03545	ASTMX10271
OG0005521	HELIO_07377	ASTMX20332
OG0005522	HELIO_05895	ASTMX13078
OG0005523	HELIO_05175	ASTMX18617
OG0005524	HELIO_11281	ASTMX16131, ASTMX21239
OG0005525	HELIO_08046	ASTMX21372
OG0005526	HELIO_05412	ASTMX10137
OG0005527	HELIO_11676	ASTMX08332, ASTMX16170
OG0005528	HELIO_12750	ASTMX00336
OG0005529	HELIO_02227	ASTMX22339, ASTMX14438
OG0005530	HELIO_11404	ASTMX05279
OG0005532	HELIO_02609	ASTMX18450
OG0005533	HELIO_08785	ASTMX07259
OG0005534	HELIO_12623	ASTMX21959
OG0005535	HELIO_12073	ASTMX09345
OG0005536	HELIO_02108	ASTMX03369
OG0005537	HELIO_02860	ASTMX19675
OG0005538	HELIO_06110, HELIO_12751	ASTMX16038, ASTMX16040
OG0005539	HELIO_03565	ASTMX05009
OG0005541	HELIO_02316	ASTMX05011
OG0005543	HELIO_10688	ASTMX03850, ASTMX03418
OG0005544	HELIO_01080	ASTMX17275, ASTMX01442
OG0005550	HELIO_05935	ASTMX12756
OG0005551	HELIO_10756	ASTMX01435
OG0005552	HELIO_03134, HELIO_06470, HELIO_06231, HELIO_03133	ASTMX13795
OG0005553	HELIO_11110	ASTMX13094
OG0005554	HELIO_12200	ASTMX16599
OG0005555	HELIO_04634	ASTMX07122, ASTMX13960
OG0005556	HELIO_05299	ASTMX11200
OG0005557	HELIO_01375	ASTMX06022
OG0005558	HELIO_10554	ASTMX08517, ASTMX09740
OG0005559	HELIO_07651	ASTMX00829
OG0005560	HELIO_12588	ASTMX00944
OG0005562	HELIO_11203	ASTMX06106
OG0005563	HELIO_12594	ASTMX00176
OG0005564	HELIO_01761	ASTMX10364
OG0005565	HELIO_05680	ASTMX10175
OG0005566	HELIO_11917	ASTMX05096, ASTMX12856
OG0005568	HELIO_09625	ASTMX08532, ASTMX08326
OG0005569	HELIO_06580	ASTMX02226
OG0005570	HELIO_06433	ASTMX04162
OG0005572	HELIO_02918	ASTMX21476
OG0005573	HELIO_05439	ASTMX02220
OG0005575	HELIO_01578	ASTMX17507
OG0005576	HELIO_07654	ASTMX09543
OG0005580	HELIO_08762	ASTMX11943
OG0005581	HELIO_02938	ASTMX10963
OG0005582	HELIO_11627, HELIO_11626	ASTMX12271
OG0005583	HELIO_07321	ASTMX12841, ASTMX02169
OG0005587	HELIO_02096	ASTMX08305
OG0005588	HELIO_10911	ASTMX07390
OG0005590	HELIO_05815	ASTMX13325
OG0005591	HELIO_05768	ASTMX01207
OG0005592	HELIO_01301	ASTMX14187
OG0005593	HELIO_07803	ASTMX09809
OG0005594	HELIO_02380	ASTMX16856
OG0005595	HELIO_05119	ASTMX10283
OG0005596	HELIO_06959	ASTMX03471
OG0005597	HELIO_05212	ASTMX19498
OG0005598	HELIO_03089	ASTMX02232
OG0005599	HELIO_03289	ASTMX00948
OG0005600	HELIO_04745	ASTMX01740
OG0005601	HELIO_04971	ASTMX07076
OG0005602	HELIO_01062	ASTMX21933
OG0005603	HELIO_08109	ASTMX10081
OG0005604	HELIO_08231	ASTMX08556
OG0005605	HELIO_00585	ASTMX19759
OG0005606	HELIO_11572	ASTMX16068, ASTMX05075
OG0005607	HELIO_08030	ASTMX16802, ASTMX21659, ASTMX04203
OG0005608	HELIO_01522	ASTMX15644
OG0005609	HELIO_06239	ASTMX02236
OG0005611	HELIO_02487	ASTMX10215
OG0005612	HELIO_10642	ASTMX11581, ASTMX16550
OG0005613	HELIO_01777	ASTMX20883, ASTMX11580
OG0005614	HELIO_01065	ASTMX02759
OG0005615	HELIO_09433	ASTMX12601
OG0005616	HELIO_06993	ASTMX11088
OG0005617	HELIO_03588	ASTMX05490
OG0005618	HELIO_03025	ASTMX10588
OG0005619	HELIO_10323, HELIO_02032	ASTMX07174
OG0005620	HELIO_09238	ASTMX10869
OG0005621	HELIO_00980, HELIO_02272	ASTMX07576
OG0005622	HELIO_07879	ASTMX14101
OG0005623	HELIO_02211	ASTMX02813
OG0005624	HELIO_03086	ASTMX19320
OG0005625	HELIO_06117	ASTMX20872
OG0005626	HELIO_02428	ASTMX11685
OG0005627	HELIO_12385	ASTMX11436
OG0005628	HELIO_11432	ASTMX03353, ASTMX19814
OG0005629	HELIO_12097	ASTMX09236
OG0005630	HELIO_00824	ASTMX17310, ASTMX17568
OG0005631	HELIO_07481	ASTMX10133
OG0005633	HELIO_11732	ASTMX04544
OG0005634	HELIO_11013	ASTMX09730, ASTMX05728
OG0005636	HELIO_12502	ASTMX06340
OG0005637	HELIO_10696	ASTMX15689, ASTMX15690
OG0005638	HELIO_10211	ASTMX12600
OG0005640	HELIO_05320, HELIO_11681	ASTMX04853
OG0005641	HELIO_00958	ASTMX04888
OG0005642	HELIO_06278	ASTMX16842, ASTMX08363
OG0005644	HELIO_10313	ASTMX13040, ASTMX04395
OG0005646	HELIO_11456	ASTMX14598
OG0005648	HELIO_00293	ASTMX00728, ASTMX04810, ASTMX02403
OG0005649	HELIO_12421	ASTMX12988
OG0005651	HELIO_07730	ASTMX04913
OG0005652	HELIO_07272	ASTMX08365
OG0005654	HELIO_01270	ASTMX14424, ASTMX12745
OG0005656	HELIO_10016	ASTMX14794
OG0005659	HELIO_12720	ASTMX03095
OG0005660	HELIO_11914	ASTMX16002
OG0005685	HELIO_03325	ASTMX04568
OG0005690	HELIO_03413	ASTMX01862
OG0005691	HELIO_05597	ASTMX00602
OG0005692	HELIO_03208	ASTMX10520, ASTMX00048
OG0005694	HELIO_07565	ASTMX07072
OG0005696	HELIO_12573	ASTMX01686
OG0005698	HELIO_00083	ASTMX17236
OG0005699	HELIO_08870	ASTMX10465
OG0005701	HELIO_11001	ASTMX06643
OG0005702	HELIO_05411	ASTMX05847
OG0005703	HELIO_03523	ASTMX13705
OG0005704	HELIO_09401	ASTMX09806
OG0005707	HELIO_03290	ASTMX18190, ASTMX04931
OG0005709	HELIO_08015, HELIO_05496	ASTMX13521
OG0005710	HELIO_08329	ASTMX17920
OG0005711	HELIO_02727	ASTMX17370
OG0005712	HELIO_06457	ASTMX18784
OG0005713	HELIO_09369	ASTMX08999
OG0005714	HELIO_00649	ASTMX13095
OG0005715	HELIO_11531	ASTMX18983
OG0005717	HELIO_05697	ASTMX11427
OG0005718	HELIO_09514	ASTMX12361
OG0005719	HELIO_12564	ASTMX05228
OG0005720	HELIO_03445	ASTMX14797
OG0005721	HELIO_02065	ASTMX03523
OG0005722	HELIO_02235	ASTMX09696
OG0005723	HELIO_04765	ASTMX05710
OG0005724	HELIO_10899	ASTMX19819
OG0005725	HELIO_01746	ASTMX07676
OG0005726	HELIO_09133	ASTMX11743
OG0005727	HELIO_10669	ASTMX20411
OG0005728	HELIO_08124	ASTMX07467
OG0005729	HELIO_01495	ASTMX18666
OG0005730	HELIO_02996	ASTMX15497
OG0005731	HELIO_00579, HELIO_01200	ASTMX04986
OG0005732	HELIO_01353	ASTMX13145
OG0005733	HELIO_02700	ASTMX01508
OG0005734	HELIO_09780	ASTMX09235
OG0005735	HELIO_12165	ASTMX15760
OG0005736	HELIO_00899	ASTMX01768, ASTMX15945, ASTMX08533
OG0005738	HELIO_10585	ASTMX10341
OG0005740	HELIO_02179	ASTMX20580, ASTMX11366
OG0005741	HELIO_12267	ASTMX10456
OG0005742	HELIO_07527	ASTMX01912
OG0005744	HELIO_11935	ASTMX14609
OG0005745	HELIO_09269	ASTMX04503
OG0005746	HELIO_04588	ASTMX17304
OG0005748	HELIO_12092	ASTMX20681
OG0005749	HELIO_04648	ASTMX19269
OG0005750	HELIO_05593	ASTMX08835
OG0005751	HELIO_08899	ASTMX01382
OG0005752	HELIO_08777, HELIO_11023	ASTMX06902
OG0005753	HELIO_08714	ASTMX12351
OG0005755	HELIO_06702	ASTMX22796, ASTMX07457
OG0005756	HELIO_03209	ASTMX06815, ASTMX09863
OG0005757	HELIO_08858, HELIO_03870	ASTMX16833
OG0005758	HELIO_02931	ASTMX11709
OG0005759	HELIO_09197	ASTMX01450
OG0005761	HELIO_02584	ASTMX22199, ASTMX11984
OG0005762	HELIO_00886	ASTMX16116
OG0005763	HELIO_09742	ASTMX13628
OG0005764	HELIO_09831	ASTMX16221
OG0005765	HELIO_09886	ASTMX18105
OG0005766	HELIO_11454	ASTMX15164
OG0005767	HELIO_10919	ASTMX21666
OG0005768	HELIO_08455	ASTMX05458
OG0005769	HELIO_01669	ASTMX20051, ASTMX19409
OG0005770	HELIO_05210	ASTMX06264
OG0005771	HELIO_02570	ASTMX18560
OG0005773	HELIO_12532	ASTMX00511, ASTMX18360, ASTMX21310
OG0005774	HELIO_11617	ASTMX13739
OG0005775	HELIO_09395	ASTMX14322, ASTMX07738
OG0005777	HELIO_04937	ASTMX04242
OG0005778	HELIO_02514	ASTMX16487
OG0005779	HELIO_00910	ASTMX05027
OG0005781	HELIO_07995	ASTMX00100
OG0005782	HELIO_12700	ASTMX20740
OG0005784	HELIO_08693	ASTMX06658
OG0005785	HELIO_03719	ASTMX18716
OG0005786	HELIO_10731	ASTMX16618
OG0005788	HELIO_02485	ASTMX02885
OG0005790	HELIO_02506	ASTMX01629
OG0005791	HELIO_06108	ASTMX13552
OG0005793	HELIO_06902	ASTMX15045
OG0005794	HELIO_03328	ASTMX22973
OG0005795	HELIO_01529	ASTMX19722
OG0005796	HELIO_06502	ASTMX17980
OG0005797	HELIO_06182	ASTMX18725, ASTMX04724
OG0005798	HELIO_05666	ASTMX19366
OG0005799	HELIO_04889	ASTMX04694
OG0005800	HELIO_10961	ASTMX19939
OG0005802	HELIO_06888	ASTMX07877
OG0005803	HELIO_12301	ASTMX00035
OG0005804	HELIO_12765	ASTMX04182
OG0005805	HELIO_03131	ASTMX19263
OG0005806	HELIO_09787	ASTMX20802, ASTMX20800
OG0005807	HELIO_03647	ASTMX00062
OG0005808	HELIO_02539	ASTMX09423
OG0005810	HELIO_06001	ASTMX15134
OG0005811	HELIO_00291	ASTMX20920
OG0005814	HELIO_01064	ASTMX10027
OG0005816	HELIO_10894	ASTMX10623, ASTMX05188
OG0005817	HELIO_02390	ASTMX04424
OG0005818	HELIO_03468	ASTMX05192
OG0005819	HELIO_07713	ASTMX17354
OG0005820	HELIO_09452	ASTMX18399
OG0005821	HELIO_12595	ASTMX06716
OG0005822	HELIO_09903	ASTMX09677
OG0005823	HELIO_01957	ASTMX12224
OG0005824	HELIO_03469	ASTMX22745, ASTMX19708
OG0005825	HELIO_09769, HELIO_09770	ASTMX04132
OG0005827	HELIO_07701, HELIO_07700	ASTMX10593
OG0005828	HELIO_07094	ASTMX19688
OG0005829	HELIO_05165	ASTMX03865
OG0005830	HELIO_06729	ASTMX16026, ASTMX20899
OG0005831	HELIO_05610	ASTMX11648
OG0005832	HELIO_07710	ASTMX10891
OG0005833	HELIO_06759	ASTMX13374, ASTMX06309
OG0005834	HELIO_01244	ASTMX12604
OG0005835	HELIO_06665	ASTMX06426
OG0005836	HELIO_12625	ASTMX10318
OG0005837	HELIO_02604	ASTMX21697
OG0005838	HELIO_04463	ASTMX05195
OG0005839	HELIO_08787	ASTMX15613, ASTMX02791, ASTMX17306
OG0005840	HELIO_01446	ASTMX12287
OG0005841	HELIO_08354	ASTMX22790
OG0005842	HELIO_10018	ASTMX11260
OG0005843	HELIO_09916	ASTMX18756
OG0005844	HELIO_00626	ASTMX04238
OG0005845	HELIO_01881	ASTMX04382
OG0005846	HELIO_02198	ASTMX01580
OG0005847	HELIO_06346	ASTMX08949
OG0005848	HELIO_00072	ASTMX19733
OG0005849	HELIO_05794	ASTMX07876
OG0005850	HELIO_12393	ASTMX15848
OG0005851	HELIO_02591	ASTMX14047
OG0005852	HELIO_02791	ASTMX08843
OG0005853	HELIO_03426	ASTMX16546
OG0005854	HELIO_00521	ASTMX21173
OG0005855	HELIO_07423	ASTMX17050
OG0005857	HELIO_08175	ASTMX16007, ASTMX04410
OG0005860	HELIO_01705	ASTMX12500
OG0005861	HELIO_03174	ASTMX00506
OG0005864	HELIO_00995	ASTMX05926
OG0005865	HELIO_12295	ASTMX09430
OG0005866	HELIO_11279, HELIO_11280	ASTMX18464
OG0005867	HELIO_01644	ASTMX02025
OG0005869	HELIO_12207	ASTMX11468
OG0005871	HELIO_03511	ASTMX17242
OG0005872	HELIO_05790	ASTMX01886
OG0005874	HELIO_08275	ASTMX22939, ASTMX00564, ASTMX16735
OG0005875	HELIO_09385	ASTMX03020, ASTMX09190
OG0005876	HELIO_07615	ASTMX09416
OG0005877	HELIO_03600	ASTMX02902
OG0005878	HELIO_04210	ASTMX01268
OG0005879	HELIO_04107	ASTMX13909
OG0005880	HELIO_00646	ASTMX14254
OG0005881	HELIO_07238	ASTMX12383
OG0005885	HELIO_08518	ASTMX17564
OG0005886	HELIO_05390	ASTMX01343
OG0005887	HELIO_06315	ASTMX03529
OG0005889	HELIO_01483	ASTMX07012
OG0005890	HELIO_09731	ASTMX17642
OG0005891	HELIO_08277	ASTMX19838
OG0005892	HELIO_06081	ASTMX10888
OG0005894	HELIO_05665	ASTMX14500, ASTMX04093, ASTMX11487
OG0005895	HELIO_00588	ASTMX13988
OG0005897	HELIO_01641	ASTMX21129
OG0005898	HELIO_02135	ASTMX00076
OG0005899	HELIO_09792	ASTMX14192
OG0005900	HELIO_07976	ASTMX03171
OG0005901	HELIO_08741	ASTMX06245
OG0005903	HELIO_06437	ASTMX09187
OG0005904	HELIO_00383	ASTMX08292
OG0005906	HELIO_02934	ASTMX12059
OG0005907	HELIO_00302	ASTMX19447
OG0005908	HELIO_12529	ASTMX06222
OG0005909	HELIO_02854	ASTMX06496
OG0005911	HELIO_01858	ASTMX15345
OG0005912	HELIO_12550	ASTMX17616, ASTMX15553
OG0005913	HELIO_00322	ASTMX11248
OG0005914	HELIO_06247	ASTMX13941
OG0005916	HELIO_01878	ASTMX12727
OG0005918	HELIO_10555	ASTMX03112
OG0005919	HELIO_03998	ASTMX17322
OG0005920	HELIO_02707	ASTMX21809, ASTMX21810, ASTMX22494, ASTMX01935
OG0005921	HELIO_02652	ASTMX02238
OG0005923	HELIO_07918	ASTMX06971
OG0005924	HELIO_09463	ASTMX04587
OG0005926	HELIO_08901, HELIO_08900	ASTMX16056
OG0005927	HELIO_07794	ASTMX12991
OG0005928	HELIO_05155	ASTMX02357
OG0005929	HELIO_10781	ASTMX21522
OG0005931	HELIO_09374	ASTMX04907
OG0005933	HELIO_09168	ASTMX09736
OG0005936	HELIO_01257	ASTMX12418
OG0005937	HELIO_06991	ASTMX07248
OG0005938	HELIO_07813	ASTMX06092
OG0005939	HELIO_01056	ASTMX02141
OG0005940	HELIO_09380	ASTMX15640
OG0005941	HELIO_05882	ASTMX01249
OG0005942	HELIO_03899	ASTMX12161
OG0005943	HELIO_12094	ASTMX17665
OG0005944	HELIO_00275	ASTMX17388
OG0005946	HELIO_03144	ASTMX17105
OG0005947	HELIO_01190	ASTMX04158
OG0005948	HELIO_09928	ASTMX18689, ASTMX19504
OG0005949	HELIO_07740	ASTMX01038
OG0005950	HELIO_02777	ASTMX01327
OG0005951	HELIO_10458	ASTMX02936
OG0005952	HELIO_03293	ASTMX15940, ASTMX05925
OG0005953	HELIO_12488	ASTMX12080
OG0005954	HELIO_10141	ASTMX01107
OG0005955	HELIO_01137	ASTMX17769
OG0005956	HELIO_09591	ASTMX15076
OG0005957	HELIO_08954	ASTMX16955
OG0005959	HELIO_10342	ASTMX22073
OG0005960	HELIO_08780	ASTMX11608
OG0005961	HELIO_01047	ASTMX09478
OG0005962	HELIO_11886	ASTMX01779
OG0005963	HELIO_05798	ASTMX11121
OG0005964	HELIO_10960	ASTMX16095
OG0005965	HELIO_01531	ASTMX19565, ASTMX01612
OG0005966	HELIO_10744	ASTMX21448
OG0005967	HELIO_10887	ASTMX15403
OG0005968	HELIO_12575	ASTMX16410
OG0005969	HELIO_02845	ASTMX05797, ASTMX16905
OG0005970	HELIO_06792	ASTMX02839
OG0005971	HELIO_08644	ASTMX07870
OG0005973	HELIO_11893	ASTMX04612
OG0005974	HELIO_12424	ASTMX20049
OG0005975	HELIO_01562	ASTMX00556, ASTMX00123, ASTMX04122
OG0005976	HELIO_08554	ASTMX19859
OG0005977	HELIO_12506	ASTMX03076
OG0005978	HELIO_06345	ASTMX15362
OG0005979	HELIO_12104	ASTMX22917
OG0005980	HELIO_12340	ASTMX11783
OG0005981	HELIO_04502	ASTMX18672
OG0005982	HELIO_12070	ASTMX10015
OG0005983	HELIO_02019	ASTMX06029
OG0005986	HELIO_00701	ASTMX08502, ASTMX01602
OG0005987	HELIO_01948	ASTMX04120
OG0005989	HELIO_12608	ASTMX20821
OG0005991	HELIO_07344	ASTMX02237
OG0005993	HELIO_05394	ASTMX19846
OG0005994	HELIO_12563	ASTMX05954, ASTMX16067
OG0005995	HELIO_07095	ASTMX04613
OG0005996	HELIO_06337	ASTMX01828
OG0005997	HELIO_12387	ASTMX11085, ASTMX00585, ASTMX02576
OG0005998	HELIO_10227	ASTMX16012
OG0006000	HELIO_10172	ASTMX10236
OG0006001	HELIO_08674	ASTMX00461
OG0006002	HELIO_10959	ASTMX15878
OG0006003	HELIO_11170	ASTMX15486
OG0006004	HELIO_03826	ASTMX05388, ASTMX08408, ASTMX17736
OG0006005	HELIO_07237	ASTMX03888
OG0006007	HELIO_03466	ASTMX09016, ASTMX02907
OG0006008	HELIO_03553	ASTMX04872
OG0006010	HELIO_07331	ASTMX17586, ASTMX10955
OG0006013	HELIO_01534	ASTMX00899
OG0006014	HELIO_09352	ASTMX18686, ASTMX11839
OG0006059	HELIO_12552	ASTMX20069
OG0006061	HELIO_09207	ASTMX18424
OG0006062	HELIO_08726	ASTMX21362
OG0006063	HELIO_11989	ASTMX19817
OG0006064	HELIO_02594	ASTMX09308
OG0006065	HELIO_08296	ASTMX05085
OG0006066	HELIO_00574	ASTMX16436, ASTMX07300
OG0006067	HELIO_03817	ASTMX09142
OG0006068	HELIO_01188	ASTMX16575, ASTMX16576, ASTMX06625
OG0006069	HELIO_07213	ASTMX04982
OG0006070	HELIO_02550	ASTMX07840
OG0006071	HELIO_02908	ASTMX06918
OG0006072	HELIO_04017, HELIO_01390	ASTMX14707
OG0006073	HELIO_02036	ASTMX04426
OG0006074	HELIO_00468	ASTMX21669
OG0006075	HELIO_11114	ASTMX04237
OG0006077	HELIO_06804	ASTMX12045
OG0006078	HELIO_02757	ASTMX03321, ASTMX15383
OG0006079	HELIO_05348	ASTMX00383
OG0006081	HELIO_02517	ASTMX03064
OG0006083	HELIO_09907	ASTMX16624
OG0006084	HELIO_04599	ASTMX19893
OG0006085	HELIO_06045	ASTMX01099
OG0006087	HELIO_02406	ASTMX01650
OG0006088	HELIO_01445	ASTMX21983
OG0006090	HELIO_02165	ASTMX08457
OG0006092	HELIO_06190	ASTMX16137
OG0006095	HELIO_05960	ASTMX19132
OG0006096	HELIO_00266	ASTMX05943
OG0006097	HELIO_00948	ASTMX09114
OG0006098	HELIO_12451	ASTMX02650
OG0006099	HELIO_02548	ASTMX07739, ASTMX14324
OG0006100	HELIO_06033	ASTMX21678
OG0006101	HELIO_04181	ASTMX11023
OG0006102	HELIO_02161	ASTMX04950, ASTMX03409
OG0006103	HELIO_10415	ASTMX01227
OG0006104	HELIO_11790	ASTMX08557, ASTMX17341
OG0006106	HELIO_01676	ASTMX07404
OG0006107	HELIO_04998	ASTMX22003, ASTMX22002
OG0006108	HELIO_02395	ASTMX06756
OG0006110	HELIO_02008	ASTMX05269, ASTMX13689
OG0006111	HELIO_09546	ASTMX03721
OG0006112	HELIO_00153	ASTMX06240
OG0006113	HELIO_01033, HELIO_06282	ASTMX17162
OG0006114	HELIO_08232	ASTMX17743
OG0006115	HELIO_09653	ASTMX10240
OG0006116	HELIO_06170	ASTMX03933
OG0006117	HELIO_11868	ASTMX07833
OG0006118	HELIO_11336	ASTMX07434, ASTMX12555
OG0006119	HELIO_01320	ASTMX17889
OG0006120	HELIO_01402	ASTMX22300
OG0006121	HELIO_03902	ASTMX03893
OG0006123	HELIO_05780	ASTMX03174
OG0006124	HELIO_04516	ASTMX13027
OG0006125	HELIO_04092	ASTMX10686
OG0006126	HELIO_10074	ASTMX20861
OG0006127	HELIO_09878	ASTMX06270
OG0006128	HELIO_05999	ASTMX01066
OG0006129	HELIO_10684	ASTMX01622
OG0006130	HELIO_09850	ASTMX15707, ASTMX16989
OG0006131	HELIO_03798	ASTMX17497, ASTMX07320
OG0006132	HELIO_12281	ASTMX02797
OG0006133	HELIO_12670	ASTMX02903
OG0006134	HELIO_11258	ASTMX16827
OG0006135	HELIO_03520	ASTMX03245
OG0006136	HELIO_01347	ASTMX16704
OG0006137	HELIO_11623	ASTMX16809
OG0006138	HELIO_12748	ASTMX04230
OG0006139	HELIO_11350	ASTMX02011, ASTMX17239, ASTMX09428
OG0006140	HELIO_02451	ASTMX13985
OG0006144	HELIO_01610	ASTMX17865
OG0006145	HELIO_02039	ASTMX05270
OG0006146	HELIO_11581	ASTMX02740
OG0006148	HELIO_03796	ASTMX10011
OG0006149	HELIO_09266	ASTMX17620
OG0006151	HELIO_12332	ASTMX13690
OG0006152	HELIO_02838, HELIO_02839	ASTMX11033
OG0006153	HELIO_10903	ASTMX03761
OG0006154	HELIO_10100	ASTMX00230
OG0006155	HELIO_09019	ASTMX06842
OG0006156	HELIO_01157	ASTMX21711
OG0006158	HELIO_03424	ASTMX11131, ASTMX08488
OG0006159	HELIO_01135	ASTMX05463
OG0006161	HELIO_01021	ASTMX01910
OG0006162	HELIO_06910	ASTMX02345
OG0006163	HELIO_10622	ASTMX05146, ASTMX03552
OG0006164	HELIO_00503	ASTMX03574
OG0006165	HELIO_10096	ASTMX15294
OG0006167	HELIO_09583	ASTMX19188, ASTMX19828
OG0006169	HELIO_01683	ASTMX09379
OG0006170	HELIO_00936	ASTMX12052
OG0006171	HELIO_08769	ASTMX05008
OG0006172	HELIO_09368	ASTMX01366
OG0006174	HELIO_09611	ASTMX07778
OG0006175	HELIO_00587	ASTMX09118
OG0006176	HELIO_06130	ASTMX21334
OG0006178	HELIO_06934	ASTMX03903
OG0006179	HELIO_02389	ASTMX20678
OG0006180	HELIO_05100	ASTMX13102
OG0006181	HELIO_02483	ASTMX06332
OG0006182	HELIO_05513	ASTMX17800
OG0006183	HELIO_10717	ASTMX21206
OG0006184	HELIO_07281	ASTMX15502
OG0006185	HELIO_10309	ASTMX16064
OG0006186	HELIO_07896	ASTMX16800
OG0006187	HELIO_10624	ASTMX15380
OG0006188	HELIO_02600	ASTMX15568
OG0006189	HELIO_09819	ASTMX14317, ASTMX11398
OG0006190	HELIO_09178	ASTMX17587
OG0006191	HELIO_05111	ASTMX13647
OG0006192	HELIO_02484	ASTMX12101
OG0006193	HELIO_02783	ASTMX16796
OG0006194	HELIO_01490	ASTMX19230
OG0006195	HELIO_11558	ASTMX16392
OG0006196	HELIO_07135	ASTMX11702
OG0006198	HELIO_03108	ASTMX18414
OG0006199	HELIO_07696	ASTMX07716
OG0006200	HELIO_01635	ASTMX07126
OG0006201	HELIO_12194	ASTMX05058, ASTMX17080
OG0006202	HELIO_07913	ASTMX10060
OG0006203	HELIO_08508	ASTMX04233
OG0006204	HELIO_06341	ASTMX04464
OG0006205	HELIO_06982	ASTMX20252
OG0006206	HELIO_02094	ASTMX08099
OG0006207	HELIO_04911	ASTMX09894
OG0006210	HELIO_09766	ASTMX15807
OG0006213	HELIO_06368	ASTMX12993
OG0006214	HELIO_05385	ASTMX14394
OG0006216	HELIO_01427	ASTMX14522
OG0006217	HELIO_08745	ASTMX15849
OG0006219	HELIO_11309	ASTMX07894
OG0006220	HELIO_03835	ASTMX06670
OG0006221	HELIO_08499	ASTMX01810, ASTMX17070, ASTMX20512
OG0006223	HELIO_10561	ASTMX09676
OG0006224	HELIO_11003	ASTMX04794
OG0006225	HELIO_07778	ASTMX16115
OG0006226	HELIO_08615, HELIO_07283	ASTMX10013
OG0006227	HELIO_02965	ASTMX18928
OG0006228	HELIO_01906	ASTMX21289, ASTMX02196
OG0006229	HELIO_08595	ASTMX01633
OG0006230	HELIO_04171	ASTMX15185
OG0006231	HELIO_09557	ASTMX15248, ASTMX22936
OG0006232	HELIO_02413	ASTMX12958
OG0006233	HELIO_12645	ASTMX06021
OG0006234	HELIO_02209	ASTMX12448
OG0006235	HELIO_04447	ASTMX16631
OG0006237	HELIO_09317	ASTMX05214
OG0006238	HELIO_00495	ASTMX01095
OG0006239	HELIO_12453	ASTMX06263
