Orthogroup	HELIO_ok	BRAFL
OG0006257	HELIO_05551	bflo_23181
OG0006258	HELIO_02104	bflo_08012
OG0006259	HELIO_08011	bflo_01572
OG0006260	HELIO_02690	bflo_11688
OG0006261	HELIO_01281	bflo_11759
OG0006262	HELIO_03022	bflo_13775
OG0006263	HELIO_01869	bflo_13999
OG0006266	HELIO_09601	bflo_16785
OG0006268	HELIO_11361	bflo_24468
OG0006270	HELIO_03056	bflo_05040
OG0006271	HELIO_08830	bflo_04493
OG0006273	HELIO_08816	bflo_13704
OG0006274	HELIO_07872	bflo_03315
OG0006275	HELIO_03477	bflo_16471
OG0006276	HELIO_03275	bflo_07351
OG0006278	HELIO_12003	bflo_20053
OG0006279	HELIO_03686	bflo_17537
OG0006280	HELIO_04297	bflo_04839
OG0006282	HELIO_02370	bflo_02122, bflo_02747, bflo_08061
OG0006283	HELIO_12120	bflo_00422
OG0006285	HELIO_00662	bflo_16122
OG0006286	HELIO_12161	bflo_18971
OG0006287	HELIO_11429	bflo_08203
OG0006289	HELIO_05726	bflo_11685
OG0006290	HELIO_11929	bflo_24409
OG0006291	HELIO_02126	bflo_14924
OG0006292	HELIO_00798	bflo_13894
OG0006293	HELIO_02797	bflo_20003
OG0006294	HELIO_01836	bflo_16221
OG0006295	HELIO_06735	bflo_20106
OG0006296	HELIO_06978	bflo_12264
OG0006297	HELIO_03473	bflo_11455
OG0006298	HELIO_07555	bflo_02661
OG0006300	HELIO_08889	bflo_06298
OG0006301	HELIO_02503	bflo_11595
OG0006302	HELIO_07327	bflo_01595
OG0006303	HELIO_05727	bflo_17565
OG0006304	HELIO_02086	bflo_14203
OG0006305	HELIO_00440	bflo_08977
OG0006306	HELIO_02884	bflo_17978
OG0006307	HELIO_06176	bflo_25286
OG0006308	HELIO_01030	bflo_18372
OG0006310	HELIO_09882	bflo_03295
OG0006311	HELIO_07328	bflo_19318
OG0006312	HELIO_09759, HELIO_09758	bflo_07378
OG0006315	HELIO_08491	bflo_22085
OG0006316	HELIO_11024	bflo_25242
OG0006317	HELIO_02608	bflo_08654, bflo_04834
OG0006318	HELIO_04140	bflo_17785
OG0006319	HELIO_05167	bflo_24488
OG0006320	HELIO_01365	bflo_05610
OG0006321	HELIO_02693	bflo_13034
OG0006322	HELIO_05302	bflo_12481
OG0006323	HELIO_03381	bflo_14271, bflo_14647
OG0006324	HELIO_03518	bflo_13519
OG0006325	HELIO_12476	bflo_16487
OG0006327	HELIO_04051	bflo_00309
OG0006328	HELIO_10414	bflo_05901
OG0006329	HELIO_06141	bflo_09310
OG0006330	HELIO_02203	bflo_06068
OG0006331	HELIO_06448	bflo_14428
OG0006332	HELIO_10634	bflo_01909
OG0006334	HELIO_03962	bflo_25899
OG0006335	HELIO_08944	bflo_26558
OG0006337	HELIO_01227	bflo_05655
OG0006338	HELIO_02771, HELIO_07035	bflo_06097
OG0006339	HELIO_05939	bflo_20035
OG0006340	HELIO_10564	bflo_07116
OG0006341	HELIO_02596	bflo_08361
OG0006342	HELIO_10417	bflo_12468
OG0006344	HELIO_02682	bflo_00813
OG0006345	HELIO_06204	bflo_01943
OG0006348	HELIO_04624	bflo_07405
OG0006349	HELIO_11196	bflo_25604
OG0006351	HELIO_01111	bflo_15509
OG0006352	HELIO_12264	bflo_08289
OG0006353	HELIO_08847	bflo_24274
OG0006354	HELIO_06452	bflo_05295
OG0006356	HELIO_12334	bflo_20389
OG0006357	HELIO_04461, HELIO_05831	bflo_24141
OG0006358	HELIO_09093	bflo_11381
OG0006359	HELIO_05317	bflo_15575
OG0006360	HELIO_03201	bflo_03385, bflo_03153
OG0006361	HELIO_08471	bflo_05840
OG0006362	HELIO_00933	bflo_18189
OG0006363	HELIO_03249	bflo_09433
OG0006364	HELIO_11661	bflo_07999
OG0006365	HELIO_02059	bflo_14330
OG0006366	HELIO_09372	bflo_22239, bflo_22237
OG0006367	HELIO_01807	bflo_06248, bflo_06247
OG0006368	HELIO_11154, HELIO_06811	bflo_18515
OG0006370	HELIO_08191	bflo_26334
OG0006371	HELIO_05907	bflo_21165
OG0006372	HELIO_12026	bflo_12563
OG0006375	HELIO_08503	bflo_23851
OG0006376	HELIO_08120	bflo_16217
OG0006377	HELIO_08767	bflo_11135
OG0006378	HELIO_10749	bflo_09263
OG0006379	HELIO_11177	bflo_05849
OG0006380	HELIO_09164	bflo_15110
OG0006381	HELIO_05870	bflo_11104
OG0006382	HELIO_08796	bflo_22436
OG0006383	HELIO_00800	bflo_07440
OG0006384	HELIO_05166	bflo_03084
OG0006385	HELIO_06115	bflo_13000
OG0006386	HELIO_08108	bflo_01615
OG0006387	HELIO_04976	bflo_17863
OG0006388	HELIO_03315	bflo_22694
OG0006389	HELIO_10791	bflo_18130
OG0006390	HELIO_00558	bflo_11594
OG0006391	HELIO_08033	bflo_15883
OG0006392	HELIO_11026	bflo_17615
OG0006393	HELIO_00803	bflo_06225
OG0006394	HELIO_07735	bflo_23411
OG0006395	HELIO_02881	bflo_06376
OG0006396	HELIO_07809, HELIO_01098	bflo_16107
OG0006398	HELIO_10908	bflo_25539
OG0006401	HELIO_05695	bflo_14726
OG0006402	HELIO_12228, HELIO_12229	bflo_15109
OG0006405	HELIO_06399	bflo_03370
OG0006407	HELIO_02958	bflo_18602
OG0006408	HELIO_00982	bflo_15259
OG0006414	HELIO_01013	bflo_01049
OG0006442	HELIO_11335	bflo_13908
OG0006443	HELIO_11958	bflo_14515
OG0006444	HELIO_10343, HELIO_05770	bflo_06789
OG0006446	HELIO_09199	bflo_15544
OG0006447	HELIO_02401	bflo_16566
OG0006448	HELIO_04101	bflo_19539
OG0006452	HELIO_08481	bflo_12209, bflo_12103
OG0006454	HELIO_03255	bflo_20245
OG0006456	HELIO_08853	bflo_10513
OG0006457	HELIO_00878	bflo_01628
OG0006458	HELIO_10295	bflo_19280
OG0006459	HELIO_04320	bflo_06293
OG0006460	HELIO_05276	bflo_21998
OG0006461	HELIO_01776	bflo_11702
OG0006462	HELIO_05402	bflo_23860
OG0006463	HELIO_12258	bflo_02802
OG0006464	HELIO_03458	bflo_21869
OG0006465	HELIO_10993	bflo_19143
OG0006467	HELIO_04066	bflo_13935
OG0006468	HELIO_07270	bflo_13078
OG0006469	HELIO_10978	bflo_23774
OG0006470	HELIO_01090	bflo_07907
OG0006471	HELIO_01265	bflo_26062
OG0006472	HELIO_04238	bflo_25166
OG0006474	HELIO_12383	bflo_20828
OG0006475	HELIO_08214	bflo_18753
OG0006476	HELIO_04991	bflo_15113
OG0006477	HELIO_11915	bflo_07560
OG0006478	HELIO_06607	bflo_25612
OG0006479	HELIO_06008	bflo_24039
OG0006480	HELIO_11368	bflo_00678
OG0006481	HELIO_00988	bflo_06049
OG0006482	HELIO_08203	bflo_20797
OG0006483	HELIO_01587	bflo_06037
OG0006485	HELIO_04753	bflo_07585
OG0006486	HELIO_03923	bflo_11432
OG0006487	HELIO_00559	bflo_11592
OG0006488	HELIO_02453	bflo_19816
OG0006490	HELIO_10388	bflo_10870, bflo_05896
OG0006491	HELIO_07075	bflo_06140
OG0006492	HELIO_01792	bflo_13531
OG0006493	HELIO_07266	bflo_21776
OG0006494	HELIO_00627	bflo_21293
OG0006495	HELIO_06646	bflo_03935
OG0006496	HELIO_00474	bflo_17077
OG0006497	HELIO_10804	bflo_10177
OG0006498	HELIO_05645	bflo_04405
OG0006499	HELIO_05894	bflo_16614
OG0006500	HELIO_06567	bflo_20850
OG0006501	HELIO_04534	bflo_17311
OG0006502	HELIO_12184	bflo_17569
OG0006503	HELIO_12395	bflo_21277
OG0006504	HELIO_04078	bflo_20826
OG0006505	HELIO_12638	bflo_19259
OG0006506	HELIO_07885	bflo_04731
OG0006507	HELIO_12124	bflo_11054
OG0006508	HELIO_06377	bflo_20287
OG0006509	HELIO_08979	bflo_14958
OG0006512	HELIO_00915	bflo_23985
OG0006513	HELIO_08808	bflo_12858
OG0006514	HELIO_03646	bflo_14347
OG0006515	HELIO_10337	bflo_11505
OG0006516	HELIO_06603	bflo_10198
OG0006517	HELIO_01010	bflo_24897
OG0006518	HELIO_06694	bflo_18085
OG0006519	HELIO_01604	bflo_22646
OG0006520	HELIO_01054	bflo_14783
OG0006522	HELIO_10646	bflo_03056
OG0006523	HELIO_02795	bflo_18015
OG0006524	HELIO_00304	bflo_11060
OG0006525	HELIO_00865	bflo_11570
OG0006526	HELIO_03425	bflo_12927
OG0006527	HELIO_03298	bflo_23012
OG0006528	HELIO_12157	bflo_02407
OG0006530	HELIO_09378	bflo_01033
OG0006532	HELIO_12414	bflo_25565
OG0006533	HELIO_10267	bflo_18102
OG0006534	HELIO_09880	bflo_09361
OG0006535	HELIO_06827	bflo_08988
OG0006536	HELIO_01245	bflo_10319
OG0006537	HELIO_02770	bflo_14316
OG0006538	HELIO_00835	bflo_25710
OG0006539	HELIO_07656, HELIO_07657	bflo_04999
OG0006540	HELIO_06514	bflo_21685
OG0006541	HELIO_07727	bflo_10367
OG0006543	HELIO_04460	bflo_01627, bflo_01968
OG0006544	HELIO_03354	bflo_05615
OG0006545	HELIO_10212	bflo_18669
OG0006546	HELIO_01839	bflo_24638
OG0006548	HELIO_05108, HELIO_11823	bflo_09400
OG0006549	HELIO_06344	bflo_11330
OG0006550	HELIO_11646	bflo_11678
OG0006551	HELIO_05948	bflo_16493
OG0006553	HELIO_09294	bflo_05354
OG0006554	HELIO_11137	bflo_20165
OG0006555	HELIO_07289	bflo_00300
OG0006556	HELIO_07036	bflo_18303
OG0006559	HELIO_09362	bflo_25601
OG0006560	HELIO_11821	bflo_19406
OG0006561	HELIO_01583	bflo_16142
OG0006562	HELIO_02270	bflo_22495
OG0006563	HELIO_05170, HELIO_04601	bflo_22541
OG0006564	HELIO_04895	bflo_20335
OG0006565	HELIO_12038	bflo_12076
OG0006567	HELIO_00971	bflo_02287
OG0006568	HELIO_02321, HELIO_02320	bflo_05595
OG0006569	HELIO_04025	bflo_15213
OG0006570	HELIO_06228	bflo_15564
OG0006571	HELIO_02921	bflo_06463
OG0006573	HELIO_06358	bflo_20873
OG0006574	HELIO_08922	bflo_05538
OG0006575	HELIO_10920	bflo_13757
OG0006576	HELIO_11431, HELIO_01101	bflo_07719
OG0006577	HELIO_02340	bflo_11522
OG0006578	HELIO_07383, HELIO_06625	bflo_09529
OG0006579	HELIO_05914	bflo_25912
OG0006580	HELIO_00870	bflo_02508
OG0006581	HELIO_08025	bflo_18745
OG0006583	HELIO_06969	bflo_17843
OG0006584	HELIO_01051	bflo_03876
OG0006585	HELIO_03688	bflo_13346
OG0006586	HELIO_01946	bflo_14224
OG0006587	HELIO_11243	bflo_09439
OG0006588	HELIO_01448	bflo_11458
OG0006590	HELIO_01741	bflo_10285
OG0006591	HELIO_05448	bflo_06635
OG0006592	HELIO_09688	bflo_13940
OG0006593	HELIO_11602	bflo_00243
OG0006595	HELIO_09575	bflo_02350
OG0006596	HELIO_09364	bflo_13930
OG0006597	HELIO_00477	bflo_15494
OG0006598	HELIO_08458	bflo_05586
OG0006599	HELIO_03613	bflo_08682
OG0006600	HELIO_03138	bflo_23846
OG0006601	HELIO_01346	bflo_19636
OG0006602	HELIO_02442	bflo_17654
OG0006604	HELIO_08860	bflo_20173
OG0006605	HELIO_06773	bflo_16556
OG0006606	HELIO_06615	bflo_18082
OG0006607	HELIO_00321	bflo_05639
OG0006608	HELIO_12351	bflo_21845
OG0006610	HELIO_11565	bflo_23392
OG0006612	HELIO_07236	bflo_25815
OG0006613	HELIO_01930	bflo_08658
OG0006614	HELIO_08065	bflo_25283
OG0006615	HELIO_05092	bflo_21623
OG0006616	HELIO_08234	bflo_22437, bflo_21296
OG0006618	HELIO_03387	bflo_12721, bflo_22567, bflo_23892
OG0006619	HELIO_09123	bflo_06530
OG0006620	HELIO_02725	bflo_01619
OG0006621	HELIO_09053	bflo_20270
OG0006622	HELIO_02210	bflo_21805
OG0006623	HELIO_11233	bflo_23824
OG0006624	HELIO_10116	bflo_18996
OG0006625	HELIO_08164	bflo_19250
OG0006626	HELIO_05961	bflo_20620
OG0006627	HELIO_11995	bflo_17602
OG0006628	HELIO_02588	bflo_24042
OG0006629	HELIO_05404, HELIO_05763	bflo_12524
OG0006630	HELIO_10586	bflo_08331
OG0006631	HELIO_00442	bflo_02399
OG0006633	HELIO_03206	bflo_24067, bflo_24065
OG0006634	HELIO_09643	bflo_20945, bflo_27353
OG0006635	HELIO_04021	bflo_24666
OG0006636	HELIO_12004	bflo_23809
OG0006638	HELIO_00603	bflo_12844
OG0006640	HELIO_02481	bflo_07124
OG0006641	HELIO_06767	bflo_02883, bflo_20181, bflo_12582
OG0006642	HELIO_08918	bflo_22844
OG0006643	HELIO_07167	bflo_18886, bflo_25281, bflo_07470, bflo_03090
OG0006644	HELIO_03204	bflo_13102
OG0006645	HELIO_10104	bflo_02249
OG0006646	HELIO_00489	bflo_03757
OG0006647	HELIO_09459	bflo_13427
OG0006648	HELIO_06638	bflo_17710
OG0006649	HELIO_10793	bflo_17183, bflo_10439
OG0006650	HELIO_03117	bflo_26644, bflo_01837
OG0006651	HELIO_02310	bflo_17634
OG0006652	HELIO_01175	bflo_20329
OG0006653	HELIO_09990	bflo_12918
OG0006654	HELIO_02769	bflo_12052
OG0006656	HELIO_11349	bflo_10486
OG0006657	HELIO_07908	bflo_04947
OG0006659	HELIO_12103	bflo_10955
OG0006660	HELIO_11761	bflo_11529
OG0006661	HELIO_06626	bflo_21775
OG0006662	HELIO_09320	bflo_01575
OG0006663	HELIO_02313	bflo_14425
OG0006664	HELIO_02701	bflo_15928
OG0006666	HELIO_12248	bflo_09187
OG0006668	HELIO_07541	bflo_14166
OG0006669	HELIO_11899	bflo_25294
OG0006670	HELIO_08029	bflo_16533
OG0006671	HELIO_05864	bflo_24607
OG0006673	HELIO_06392	bflo_02561
OG0006675	HELIO_08924	bflo_10555
OG0006676	HELIO_10377	bflo_11057
OG0006677	HELIO_09774	bflo_23397
OG0006678	HELIO_02277	bflo_23848
OG0006679	HELIO_02358	bflo_25674, bflo_25673
OG0006680	HELIO_02680	bflo_09207
OG0006681	HELIO_12263	bflo_19242
OG0006682	HELIO_10432	bflo_20976
OG0006683	HELIO_02924	bflo_24698
OG0006684	HELIO_06154	bflo_11878
OG0006686	HELIO_12341	bflo_17040
OG0006687	HELIO_11277	bflo_17541
OG0006688	HELIO_03127	bflo_13298
OG0006689	HELIO_05938	bflo_02432
OG0006690	HELIO_02191	bflo_11580
OG0006691	HELIO_03575	bflo_19257
OG0006692	HELIO_11578	bflo_02897
OG0006694	HELIO_03880	bflo_18353
OG0006695	HELIO_08328	bflo_14487
OG0006697	HELIO_01191	bflo_09979
OG0006698	HELIO_12446	bflo_12723
OG0006699	HELIO_11479	bflo_20072
OG0006700	HELIO_12057	bflo_21306, bflo_27375
OG0006703	HELIO_06495	bflo_01171
OG0006705	HELIO_06835	bflo_24434
OG0006706	HELIO_11342	bflo_16963
OG0006707	HELIO_00394	bflo_16382
OG0006709	HELIO_01142	bflo_19084
OG0006710	HELIO_06551	bflo_05942
OG0006711	HELIO_05604	bflo_17546
OG0006712	HELIO_03348	bflo_12812, bflo_12813
OG0006713	HELIO_11450	bflo_15567
OG0006714	HELIO_11043	bflo_09041
OG0006715	HELIO_03316	bflo_11134
OG0006716	HELIO_06298	bflo_23946
OG0006717	HELIO_09109	bflo_18859
OG0006718	HELIO_05927	bflo_10197
OG0006719	HELIO_09746	bflo_22960
OG0006720	HELIO_08931	bflo_14691
OG0006721	HELIO_02607	bflo_06291
OG0006722	HELIO_08515	bflo_25547
OG0006725	HELIO_03001	bflo_11101
OG0006726	HELIO_09973	bflo_05430
OG0006727	HELIO_02122	bflo_00991
OG0006728	HELIO_02827	bflo_04467
OG0006730	HELIO_09404	bflo_03962
OG0006732	HELIO_09714	bflo_00438
OG0006733	HELIO_07160	bflo_12538
OG0006734	HELIO_03231	bflo_16972
OG0006735	HELIO_00738	bflo_07008
OG0006737	HELIO_04436	bflo_14048
OG0006738	HELIO_04208	bflo_18621
OG0006739	HELIO_08662	bflo_08902
OG0006740	HELIO_01063	bflo_17055
OG0006741	HELIO_09739	bflo_11667
OG0006742	HELIO_04731	bflo_14418
OG0006743	HELIO_10221	bflo_00682, bflo_12443
OG0006744	HELIO_01364	bflo_16482
OG0006745	HELIO_08879	bflo_21271
OG0006748	HELIO_02187	bflo_06822
OG0006749	HELIO_12329	bflo_14082
OG0006750	HELIO_07144	bflo_01070
OG0006751	HELIO_10611	bflo_20349
OG0006752	HELIO_01665	bflo_14648
OG0006753	HELIO_09521	bflo_09892
OG0006755	HELIO_08486	bflo_14829
OG0006756	HELIO_09795	bflo_22769
OG0006757	HELIO_11315	bflo_24956
OG0006758	HELIO_10590	bflo_00186
OG0006759	HELIO_00719	bflo_09138
OG0006761	HELIO_08292	bflo_15513, bflo_27154
OG0006762	HELIO_02010	bflo_23253
OG0006763	HELIO_06010	bflo_18843
OG0006764	HELIO_03493	bflo_11734, bflo_11479
OG0006765	HELIO_06109	bflo_12543
OG0006768	HELIO_12787	bflo_18488
OG0006769	HELIO_11443	bflo_21934
OG0006772	HELIO_05481	bflo_10630
OG0006775	HELIO_01233	bflo_23577
OG0006776	HELIO_12504	bflo_18625
OG0006777	HELIO_07723	bflo_17793, bflo_19104
OG0006780	HELIO_01407	bflo_04849
OG0006787	HELIO_07288	bflo_00335, bflo_26553
OG0006824	HELIO_05300, HELIO_06194, HELIO_11865	bflo_12084, bflo_11904
OG0006826	HELIO_00390	bflo_15514
OG0006827	HELIO_07804	bflo_26115
OG0006828	HELIO_02011	bflo_05590
OG0006829	HELIO_07838	bflo_10123
OG0006830	HELIO_02103	bflo_20502
OG0006831	HELIO_02840	bflo_11563
OG0006832	HELIO_01148	bflo_10679
OG0006833	HELIO_05301	bflo_13923
OG0006834	HELIO_09834, HELIO_02971, HELIO_12610	bflo_24203, bflo_24205
OG0006835	HELIO_11599	bflo_18063
OG0006837	HELIO_03233	bflo_17582
OG0006838	HELIO_12316	bflo_22711
OG0006839	HELIO_11165	bflo_07483
OG0006843	HELIO_07672	bflo_05656
OG0006844	HELIO_02360	bflo_02086
OG0006845	HELIO_05531	bflo_16282
OG0006846	HELIO_02303	bflo_05424
OG0006847	HELIO_04305	bflo_20417
OG0006848	HELIO_10864	bflo_07388
OG0006849	HELIO_05945	bflo_23476
OG0006851	HELIO_01136	bflo_08893
OG0006852	HELIO_02486, HELIO_04562	bflo_07139
OG0006856	HELIO_07178	bflo_08265
OG0006857	HELIO_10880	bflo_22461
OG0006858	HELIO_07365	bflo_22306
OG0006860	HELIO_05728	bflo_13831
OG0006861	HELIO_03418	bflo_02199
OG0006862	HELIO_06074	bflo_07506
OG0006863	HELIO_10528	bflo_25340, bflo_26074
OG0006864	HELIO_07403	bflo_14254
OG0006865	HELIO_03278, HELIO_03277	bflo_21505, bflo_21504
OG0006867	HELIO_00909	bflo_17074
OG0006869	HELIO_10982	bflo_11211
OG0006870	HELIO_07470	bflo_14756
OG0006871	HELIO_03606	bflo_21815
OG0006872	HELIO_07875	bflo_13623
OG0006873	HELIO_02802	bflo_02792
OG0006874	HELIO_08686	bflo_23619
OG0006875	HELIO_10647	bflo_24959
OG0006876	HELIO_12562	bflo_25862
OG0006877	HELIO_09562	bflo_07384
OG0006878	HELIO_02141	bflo_25700, bflo_25466
OG0006880	HELIO_05383	bflo_22152
OG0006881	HELIO_09282, HELIO_09283	bflo_14289
OG0006882	HELIO_00837	bflo_13224
OG0006883	HELIO_10209	bflo_17686
OG0006884	HELIO_08370	bflo_17331
OG0006885	HELIO_07678	bflo_01373
OG0006886	HELIO_01710	bflo_18390
OG0006887	HELIO_00170	bflo_19380
OG0006888	HELIO_11291	bflo_21809
OG0006889	HELIO_07081	bflo_13410
OG0006890	HELIO_01755	bflo_10189
OG0006891	HELIO_06848	bflo_20531
OG0006892	HELIO_10025	bflo_19210
OG0006893	HELIO_02287	bflo_22850
OG0006894	HELIO_01525	bflo_23771
OG0006895	HELIO_00885	bflo_03293
OG0006896	HELIO_11058, HELIO_11057	bflo_07051
OG0006897	HELIO_06557	bflo_06445
OG0006899	HELIO_06042	bflo_10493
OG0006900	HELIO_06595	bflo_17774
OG0006901	HELIO_03815	bflo_19215
OG0006902	HELIO_01197	bflo_16739
OG0006903	HELIO_08134	bflo_25124, bflo_24851, bflo_02392
OG0006904	HELIO_03416	bflo_08783
OG0006905	HELIO_02801	bflo_13409
OG0006907	HELIO_02666	bflo_05668
OG0006908	HELIO_08017	bflo_20369
OG0006909	HELIO_01498	bflo_11161
OG0006911	HELIO_04412	bflo_16763
OG0006912	HELIO_01132	bflo_16818
OG0006913	HELIO_09871, HELIO_09872	bflo_16845
OG0006914	HELIO_07176	bflo_06676
OG0006915	HELIO_09309	bflo_12701, bflo_24776
OG0006916	HELIO_11109	bflo_05711
OG0006917	HELIO_00862	bflo_24966
OG0006918	HELIO_00387	bflo_06388
OG0006919	HELIO_12526	bflo_10781
OG0006921	HELIO_03601	bflo_14801, bflo_17039
OG0006924	HELIO_10197	bflo_14841
OG0006925	HELIO_06577	bflo_01234
OG0006926	HELIO_01892	bflo_01326
OG0006927	HELIO_01236	bflo_25864
OG0006928	HELIO_10460	bflo_21086
OG0006931	HELIO_10024	bflo_03880
OG0006932	HELIO_03552	bflo_23118, bflo_22872
OG0006934	HELIO_02300	bflo_22320
OG0006935	HELIO_02305	bflo_10058
OG0006936	HELIO_01325	bflo_10276, bflo_09616
OG0006937	HELIO_10195	bflo_06019
OG0006939	HELIO_09910	bflo_05623
OG0006940	HELIO_02426	bflo_00686
OG0006943	HELIO_00593	bflo_06674
OG0006944	HELIO_10544	bflo_11099
OG0006946	HELIO_08697	bflo_16430
OG0006949	HELIO_00053	bflo_08640
OG0006950	HELIO_05600, HELIO_10183, HELIO_00396	bflo_12093
OG0006951	HELIO_06091	bflo_02466
OG0006954	HELIO_00977	bflo_17503
OG0006955	HELIO_06102	bflo_10967
OG0006956	HELIO_03837	bflo_09317
OG0006957	HELIO_09843	bflo_08841
OG0006958	HELIO_03705	bflo_15840, bflo_15252, bflo_15171
OG0006960	HELIO_11955	bflo_06033
OG0006962	HELIO_04139	bflo_19179
OG0006964	HELIO_05324	bflo_18137
OG0006965	HELIO_01499	bflo_07273
OG0006966	HELIO_00843	bflo_21938
OG0006967	HELIO_03858	bflo_23381
OG0006968	HELIO_10124	bflo_12636
OG0006969	HELIO_04692	bflo_09435
OG0006970	HELIO_03853	bflo_20527
OG0006971	HELIO_04205	bflo_20344
OG0006972	HELIO_12289	bflo_13495
OG0006973	HELIO_05811	bflo_17571
OG0006975	HELIO_00766	bflo_18089
OG0006976	HELIO_09447	bflo_18136
OG0006977	HELIO_03745	bflo_11476
OG0006979	HELIO_08949	bflo_08448
OG0006980	HELIO_06927	bflo_24447
OG0006981	HELIO_10873	bflo_09863
OG0006982	HELIO_09182	bflo_09169
OG0006983	HELIO_09699	bflo_24722
OG0006985	HELIO_08249	bflo_11656
OG0006988	HELIO_01745, HELIO_10587	bflo_09353
OG0006989	HELIO_01925	bflo_04780
OG0006990	HELIO_06240	bflo_07372
OG0006991	HELIO_08801	bflo_06043
OG0006993	HELIO_04356	bflo_22403
OG0006994	HELIO_10742	bflo_02112
OG0006995	HELIO_00974	bflo_02848
OG0006997	HELIO_04050	bflo_11454
OG0006998	HELIO_01286	bflo_23590
OG0006999	HELIO_01742	bflo_01138
OG0007000	HELIO_00263	bflo_10483
OG0007001	HELIO_09912	bflo_03475
OG0007002	HELIO_00186	bflo_15746
OG0007003	HELIO_03021	bflo_13387
OG0007004	HELIO_03743	bflo_05403, bflo_13198, bflo_13009
OG0007006	HELIO_05841	bflo_15545
OG0007007	HELIO_04354	bflo_18247
OG0007009	HELIO_10006	bflo_07642
OG0007010	HELIO_01679	bflo_14446
OG0007011	HELIO_12793	bflo_15254
OG0007012	HELIO_04259	bflo_08408
OG0007013	HELIO_10913	bflo_22925
OG0007014	HELIO_00547	bflo_09903
OG0007015	HELIO_01841	bflo_27330, bflo_20402
OG0007016	HELIO_09219	bflo_14032
OG0007018	HELIO_07831	bflo_23908
OG0007019	HELIO_10142	bflo_23063
OG0007020	HELIO_10783	bflo_10034
OG0007022	HELIO_00686	bflo_18552
OG0007023	HELIO_05749	bflo_11047
OG0007024	HELIO_03505	bflo_11367
OG0007025	HELIO_12627	bflo_14744
OG0007026	HELIO_11609, HELIO_11608	bflo_09805
OG0007028	HELIO_09657	bflo_01442
OG0007031	HELIO_11089	bflo_01870
OG0007032	HELIO_10519	bflo_18346
OG0007033	HELIO_06756	bflo_16162
OG0007034	HELIO_05240	bflo_19304
OG0007035	HELIO_05074	bflo_11817
OG0007036	HELIO_08854	bflo_15936
OG0007037	HELIO_03215	bflo_18791
OG0007038	HELIO_07154	bflo_11762, bflo_11636
OG0007039	HELIO_03673	bflo_06475
OG0007040	HELIO_09696	bflo_15748
OG0007041	HELIO_00355	bflo_06211
OG0007042	HELIO_08465	bflo_02915
OG0007043	HELIO_10787	bflo_10682
OG0007044	HELIO_03336	bflo_04989, bflo_15125
OG0007045	HELIO_03028	bflo_18005
OG0007046	HELIO_06285	bflo_17255
OG0007047	HELIO_01873	bflo_15778
OG0007048	HELIO_01435	bflo_23058
OG0007049	HELIO_01113	bflo_24438
OG0007050	HELIO_10158	bflo_09428
OG0007053	HELIO_01740	bflo_24401
OG0007054	HELIO_03935	bflo_20473
OG0007055	HELIO_05430	bflo_21171
OG0007056	HELIO_04173	bflo_20134
OG0007058	HELIO_12181	bflo_17608
OG0007059	HELIO_11121	bflo_10444
OG0007060	HELIO_03894	bflo_06320
OG0007061	HELIO_03172	bflo_10696
OG0007062	HELIO_03299	bflo_24989
OG0007063	HELIO_02537	bflo_23792
OG0007064	HELIO_02033	bflo_14926
OG0007066	HELIO_08282	bflo_21816
OG0007067	HELIO_06171	bflo_12779
OG0007068	HELIO_11494	bflo_07102
OG0007069	HELIO_10927	bflo_06573
OG0007070	HELIO_05878	bflo_22328
OG0007071	HELIO_10140	bflo_09008
OG0007072	HELIO_09568	bflo_12921
OG0007073	HELIO_12235	bflo_24056
OG0007074	HELIO_10084	bflo_04122
OG0007075	HELIO_12580	bflo_07697
OG0007076	HELIO_04699	bflo_15859
OG0007077	HELIO_03036	bflo_14982
OG0007078	HELIO_12420	bflo_02464
OG0007079	HELIO_12708	bflo_01999
OG0007080	HELIO_10930	bflo_01418
OG0007081	HELIO_01321	bflo_14270
OG0007082	HELIO_01470	bflo_16401
OG0007083	HELIO_01256	bflo_15779
OG0007084	HELIO_06919	bflo_12638
OG0007086	HELIO_09327	bflo_11245
OG0007087	HELIO_06229	bflo_06824
OG0007088	HELIO_10934	bflo_06292
OG0007089	HELIO_01728	bflo_02444
OG0007090	HELIO_02778	bflo_25747
OG0007091	HELIO_05646	bflo_05854
OG0007093	HELIO_04228	bflo_10575
OG0007094	HELIO_03665	bflo_18319
OG0007095	HELIO_05715	bflo_23010
OG0007096	HELIO_05063	bflo_12760
OG0007098	HELIO_07500	bflo_13800
OG0007099	HELIO_11777	bflo_21945
OG0007100	HELIO_02603	bflo_11271
OG0007103	HELIO_04990	bflo_08091
OG0007104	HELIO_08624	bflo_21832
OG0007105	HELIO_06453	bflo_21094
OG0007106	HELIO_08071	bflo_11280
OG0007107	HELIO_08096	bflo_23422
OG0007108	HELIO_10721	bflo_20348
OG0007111	HELIO_07676	bflo_13861
OG0007112	HELIO_05754	bflo_06337
OG0007113	HELIO_02963	bflo_11442
OG0007114	HELIO_02430	bflo_14043
OG0007116	HELIO_09537, HELIO_03595	bflo_23512
OG0007118	HELIO_00216	bflo_17782
OG0007119	HELIO_03351	bflo_26455
OG0007120	HELIO_08636	bflo_26318
OG0007121	HELIO_08982	bflo_21082
