Orthogroup	HELIO_ok	DANRE
OG0005953	HELIO_12488	DANRE34696, DANRE34697
OG0005954	HELIO_10141	DANRE25527
OG0005955	HELIO_01137	DANRE41176
OG0005956	HELIO_09591	DANRE19452
OG0005957	HELIO_08954	DANRE38099, DANRE38097
OG0005959	HELIO_10342	DANRE13565
OG0005960	HELIO_08780	DANRE06005
OG0005961	HELIO_01047	DANRE36709, DANRE36708
OG0005962	HELIO_11886	DANRE40347, DANRE40346
OG0005963	HELIO_05798	DANRE17985, DANRE17983, DANRE17984
OG0005964	HELIO_10960	DANRE31154, DANRE31155, DANRE31156
OG0005965	HELIO_01531	DANRE07318, DANRE07317, DANRE15870
OG0005966	HELIO_10744	DANRE30542, DANRE30541
OG0005967	HELIO_10887	DANRE29460, DANRE29461
OG0005968	HELIO_12575	DANRE17712
OG0005969	HELIO_02845	DANRE05968, DANRE22135, DANRE22134, DANRE22133
OG0005970	HELIO_06792	DANRE21493
OG0005971	HELIO_08644	DANRE42629
OG0005973	HELIO_11893	DANRE05641
OG0005974	HELIO_12424	DANRE17648
OG0005975	HELIO_01562	DANRE42437, DANRE42436, DANRE20525
OG0005976	HELIO_08554	DANRE42119, DANRE42118
OG0005977	HELIO_12506	DANRE31405, DANRE31403, DANRE31404
OG0005978	HELIO_06345	DANRE15157
OG0005979	HELIO_12104	DANRE38778, DANRE38776, DANRE38777
OG0005980	HELIO_12340	DANRE23331, DANRE23328, DANRE23330, DANRE23329, DANRE23332
OG0005981	HELIO_04502	DANRE18909
OG0005982	HELIO_12070	DANRE00484, DANRE00483
OG0005983	HELIO_02019	DANRE36502
OG0005985	HELIO_06268	DANRE33946
OG0005986	HELIO_00701	DANRE11830, DANRE37149
OG0005987	HELIO_01948	DANRE20527
OG0005989	HELIO_12608	DANRE26234
OG0005991	HELIO_07344	DANRE25006
OG0005993	HELIO_05394	DANRE22273, DANRE22274
OG0005994	HELIO_12563	DANRE01522, DANRE27164
OG0005995	HELIO_07095	DANRE05970
OG0005996	HELIO_06337	DANRE13892, DANRE13893, DANRE10358
OG0005997	HELIO_12387	DANRE17481, DANRE17483, DANRE17482, DANRE26191, DANRE12999, DANRE13000
OG0005998	HELIO_10227	DANRE40594, DANRE19430
OG0006000	HELIO_10172	DANRE18864
OG0006001	HELIO_08674	DANRE25824
OG0006002	HELIO_10959	DANRE31475, DANRE31474, DANRE31473
OG0006003	HELIO_11170	DANRE35433, DANRE35432, DANRE35431
OG0006004	HELIO_03826	DANRE35808, DANRE41519, DANRE23322
OG0006005	HELIO_07237	DANRE20235
OG0006007	HELIO_03466	DANRE12881, DANRE12882, DANRE02139, DANRE02140
OG0006008	HELIO_03553	DANRE02968, DANRE02967
OG0006009	HELIO_12081	DANRE16038, DANRE16039
OG0006010	HELIO_07331	DANRE06602, DANRE06603, DANRE16464
OG0006013	HELIO_01534	DANRE14651, DANRE14650
OG0006014	HELIO_09352	DANRE02557, DANRE02556
OG0006015	HELIO_01501	DANRE16012, DANRE16011
OG0006059	HELIO_12552	DANRE03446
OG0006061	HELIO_09207	DANRE37561, DANRE37562
OG0006062	HELIO_08726	DANRE28758, DANRE28759
OG0006063	HELIO_11989	DANRE20565, DANRE20567, DANRE20566
OG0006064	HELIO_02594	DANRE20071
OG0006065	HELIO_08296	DANRE40647, DANRE40645, DANRE40646, DANRE40648
OG0006066	HELIO_00574	DANRE41650, DANRE16622
OG0006067	HELIO_03817	DANRE09566, DANRE09565, DANRE09564
OG0006068	HELIO_01188	DANRE07031, DANRE07028, DANRE07030, DANRE07029, DANRE05358
OG0006069	HELIO_07213	DANRE30008
OG0006070	HELIO_02550	DANRE09408, DANRE36005
OG0006071	HELIO_02908	DANRE33309
OG0006072	HELIO_04017, HELIO_01390	DANRE38386
OG0006073	HELIO_02036	DANRE08194
OG0006074	HELIO_00468	DANRE17468, DANRE17467
OG0006075	HELIO_11114	DANRE04543
OG0006077	HELIO_06804	DANRE41419, DANRE41418
OG0006078	HELIO_02757	DANRE35152, DANRE35153, DANRE13907, DANRE13908
OG0006079	HELIO_05348	DANRE25248, DANRE25247
OG0006081	HELIO_02517	DANRE31421
OG0006083	HELIO_09907	DANRE25571, DANRE25570
OG0006084	HELIO_04599	DANRE15943, DANRE15942
OG0006085	HELIO_06045	DANRE25506, DANRE25507, DANRE00323
OG0006087	HELIO_02406	DANRE37182, DANRE43283, DANRE37181
OG0006088	HELIO_01445	DANRE13208
OG0006090	HELIO_02165	DANRE04442
OG0006092	HELIO_06190	DANRE03082, DANRE03081
OG0006095	HELIO_05960	DANRE17173
OG0006096	HELIO_00266	DANRE01527
OG0006097	HELIO_00948	DANRE24039
OG0006098	HELIO_12451	DANRE23818
OG0006099	HELIO_02548	DANRE03620, DANRE28627, DANRE29421
OG0006100	HELIO_06033	DANRE26042, DANRE26043
OG0006101	HELIO_04181	DANRE37584, DANRE37582, DANRE37583
OG0006102	HELIO_02161	DANRE21001, DANRE21000, DANRE19412
OG0006103	HELIO_10415	DANRE18499, DANRE18498
OG0006104	HELIO_11790	DANRE30099
OG0006106	HELIO_01676	DANRE24568
OG0006108	HELIO_02395	DANRE09233
OG0006110	HELIO_02008	DANRE22911, DANRE02528, DANRE02529
OG0006111	HELIO_09546	DANRE00805
OG0006112	HELIO_00153	DANRE12711
OG0006113	HELIO_01033, HELIO_06282	DANRE24651, DANRE24652, DANRE24653
OG0006114	HELIO_08232	DANRE40472
OG0006115	HELIO_09653	DANRE18916
OG0006116	HELIO_06170	DANRE19983
OG0006117	HELIO_11868	DANRE35996
OG0006118	HELIO_11336	DANRE13598
OG0006119	HELIO_01320	DANRE06328, DANRE06329
OG0006120	HELIO_01402	DANRE04888, DANRE04887
OG0006121	HELIO_03902	DANRE20242
OG0006123	HELIO_05780	DANRE06435
OG0006124	HELIO_04516	DANRE17897, DANRE17898
OG0006125	HELIO_04092	DANRE34373
OG0006126	HELIO_10074	DANRE30293, DANRE30292, DANRE30291
OG0006127	HELIO_09878	DANRE12645, DANRE12644
OG0006128	HELIO_05999	DANRE25427
OG0006129	HELIO_10684	DANRE15890
OG0006130	HELIO_09850	DANRE36988
OG0006131	HELIO_03798	DANRE29540, DANRE29541
OG0006132	HELIO_12281	DANRE05752, DANRE05754, DANRE05753
OG0006133	HELIO_12670	DANRE02123
OG0006134	HELIO_11258	DANRE10582, DANRE10584, DANRE10583
OG0006135	HELIO_03520	DANRE11159
OG0006136	HELIO_01347	DANRE43216, DANRE43217
OG0006137	HELIO_11623	DANRE13724, DANRE13723
OG0006138	HELIO_12748	DANRE04554
OG0006139	HELIO_11350	DANRE31584, DANRE31583, DANRE36623
OG0006140	HELIO_02451	DANRE01106, DANRE01107
OG0006144	HELIO_01610	DANRE37479
OG0006145	HELIO_02039	DANRE22910
OG0006146	HELIO_11581	DANRE04972, DANRE04971
OG0006148	HELIO_03796	DANRE00422
OG0006149	HELIO_09266	DANRE22999, DANRE22998
OG0006151	HELIO_12332	DANRE02178, DANRE02179, DANRE02177
OG0006152	HELIO_02838, HELIO_02839	DANRE23287, DANRE23286
OG0006153	HELIO_10903	DANRE15824, DANRE07083
OG0006154	HELIO_10100	DANRE21590, DANRE38444
OG0006155	HELIO_09019	DANRE09888, DANRE09887
OG0006156	HELIO_01157	DANRE05993, DANRE05992
OG0006158	HELIO_03424	DANRE18011, DANRE11810
OG0006159	HELIO_01135	DANRE35670
OG0006161	HELIO_01021	DANRE09532, DANRE14318
OG0006162	HELIO_06910	DANRE01817
OG0006163	HELIO_10622	DANRE25987, DANRE25986, DANRE38409
OG0006164	HELIO_00503	DANRE38641
OG0006165	HELIO_10096	DANRE22494, DANRE22493, DANRE22492
OG0006167	HELIO_09583	DANRE23739, DANRE23740, DANRE16382, DANRE16381
OG0006168	HELIO_04374	DANRE30290, DANRE30289
OG0006169	HELIO_01683	DANRE19880, DANRE19879
OG0006170	HELIO_00936	DANRE41407, DANRE35856, DANRE41405, DANRE41406
OG0006172	HELIO_09368	DANRE43419
OG0006174	HELIO_09611	DANRE12145
OG0006175	HELIO_00587	DANRE43382, DANRE24685, DANRE24686
OG0006178	HELIO_06934	DANRE20288
OG0006179	HELIO_02389	DANRE07721
OG0006180	HELIO_05100	DANRE26681, DANRE26680
OG0006181	HELIO_02483	DANRE13257
OG0006182	HELIO_05513	DANRE24692
OG0006183	HELIO_10717	DANRE29713, DANRE29714
OG0006184	HELIO_07281	DANRE35470, DANRE35469, DANRE35467, DANRE35468
OG0006185	HELIO_10309	DANRE27169, DANRE27168, DANRE27167
OG0006186	HELIO_07896	DANRE40100, DANRE40101
OG0006187	HELIO_10624	DANRE13904
OG0006188	HELIO_02600	DANRE07386, DANRE43366
OG0006189	HELIO_09819	DANRE28624, DANRE35629, DANRE35630, DANRE35631
OG0006190	HELIO_09178	DANRE06601
OG0006191	HELIO_05111	DANRE39537
OG0006192	HELIO_02484	DANRE05771, DANRE05775
OG0006193	HELIO_02783	DANRE40110, DANRE40111
OG0006194	HELIO_01490	DANRE17223, DANRE17222
OG0006195	HELIO_11558	DANRE29880
OG0006196	HELIO_07135	DANRE07513
OG0006198	HELIO_03108	DANRE04521, DANRE04520
OG0006199	HELIO_07696	DANRE03649
OG0006200	HELIO_01635	DANRE31009
OG0006201	HELIO_12194	DANRE40839, DANRE40838, DANRE28924
OG0006202	HELIO_07913	DANRE27776
OG0006203	HELIO_08508	DANRE04548
OG0006204	HELIO_06341	DANRE03153, DANRE03154
OG0006205	HELIO_06982	DANRE33863
OG0006206	HELIO_02094	DANRE11004, DANRE17600
OG0006207	HELIO_04911	DANRE08294
OG0006210	HELIO_09766	DANRE14604, DANRE14603
OG0006213	HELIO_06368	DANRE42202
OG0006214	HELIO_05385	DANRE30688
OG0006216	HELIO_01427	DANRE02603
OG0006217	HELIO_08745	DANRE02455
OG0006219	HELIO_11309	DANRE21451, DANRE21452, DANRE21450
OG0006220	HELIO_03835	DANRE42935
OG0006221	HELIO_08499	DANRE10344, DANRE29145, DANRE29144, DANRE03350
OG0006223	HELIO_10561	DANRE11597
OG0006224	HELIO_11003	DANRE23192
OG0006225	HELIO_07778	DANRE22204, DANRE22205
OG0006226	HELIO_08615, HELIO_07283	DANRE00424
OG0006227	HELIO_02965	DANRE34044
OG0006228	HELIO_01906	DANRE25100
OG0006229	HELIO_08595	DANRE15936
OG0006230	HELIO_04171	DANRE41674
OG0006231	HELIO_09557	DANRE39194
OG0006232	HELIO_02413	DANRE42234, DANRE42233
OG0006233	HELIO_12645	DANRE36490
OG0006234	HELIO_02209	DANRE17683
OG0006235	HELIO_04447	DANRE25558, DANRE25557
OG0006237	HELIO_09317	DANRE23513, DANRE23512
OG0006238	HELIO_00495	DANRE25499
OG0006239	HELIO_12453	DANRE12665, DANRE12667, DANRE12666
OG0006240	HELIO_10169	DANRE36672, DANRE36673
OG0006241	HELIO_12436	DANRE21529
OG0006242	HELIO_04792	DANRE17210
OG0006243	HELIO_03162	DANRE19390, DANRE19389
OG0006244	HELIO_09799	DANRE00556, DANRE00555
OG0006245	HELIO_01875	DANRE35696
OG0006246	HELIO_03207	DANRE00449
OG0006247	HELIO_12325	DANRE19272
OG0006248	HELIO_02578	DANRE06880, DANRE06881
OG0006249	HELIO_03685	DANRE03718, DANRE03719
OG0006250	HELIO_04452	DANRE07127
OG0006251	HELIO_03506	DANRE08349
OG0006252	HELIO_07441	DANRE09470, DANRE09471
OG0006253	HELIO_09861, HELIO_09860	DANRE36480, DANRE36479
OG0006254	HELIO_03235	DANRE29341
OG0006255	HELIO_01290	DANRE03495, DANRE03496
OG0006256	HELIO_09276	DANRE24249, DANRE24250
OG0006257	HELIO_05551	DANRE05553, DANRE05552
OG0006258	HELIO_02104	DANRE19030
OG0006259	HELIO_08011	DANRE18871
OG0006260	HELIO_02690	DANRE22086
OG0006261	HELIO_01281	DANRE13096, DANRE30739, DANRE02264
OG0006262	HELIO_03022	DANRE25390, DANRE09162
OG0006263	HELIO_01869	DANRE24117, DANRE24118
OG0006265	HELIO_02915	DANRE42684
OG0006266	HELIO_09601	DANRE17830, DANRE17831
OG0006268	HELIO_11361	DANRE40754
OG0006270	HELIO_03056	DANRE35384, DANRE35383
OG0006271	HELIO_08830	DANRE35905
OG0006273	HELIO_08816	DANRE28307, DANRE28308, DANRE43425
OG0006274	HELIO_07872	DANRE43313, DANRE25054
OG0006275	HELIO_03477	DANRE11416
OG0006276	HELIO_01815	DANRE05390, DANRE05391
OG0006278	HELIO_12003	DANRE28007, DANRE23479
OG0006279	HELIO_03686	DANRE42307
OG0006280	HELIO_04297	DANRE17962
OG0006282	HELIO_02370	DANRE01823
OG0006283	HELIO_12120	DANRE23890
OG0006284	HELIO_12533	DANRE42627
OG0006285	HELIO_00662	DANRE35155
OG0006286	HELIO_12161	DANRE24625, DANRE24626
OG0006287	HELIO_11429	DANRE10740, DANRE10741
OG0006289	HELIO_05726	DANRE02205, DANRE02206
OG0006290	HELIO_11929	DANRE23006
OG0006291	HELIO_02126	DANRE39977
OG0006292	HELIO_00798	DANRE26134, DANRE26135, DANRE22601
OG0006293	HELIO_02797	DANRE00138, DANRE00137
OG0006294	HELIO_01836	DANRE18822, DANRE18821
OG0006295	HELIO_06735	DANRE19856
OG0006296	HELIO_06978	DANRE31238
OG0006297	HELIO_03473	DANRE36621
OG0006298	HELIO_07555	DANRE01607, DANRE01606
OG0006299	HELIO_03597	DANRE05858, DANRE14627, DANRE14628, DANRE17744, DANRE17743
OG0006300	HELIO_08889	DANRE04796, DANRE04797, DANRE04798, DANRE04799, DANRE04795
OG0006301	HELIO_02503	DANRE12054, DANRE12053, DANRE12051
OG0006302	HELIO_07327	DANRE25685
OG0006303	HELIO_05727	DANRE39938, DANRE39937, DANRE09243, DANRE09242
OG0006304	HELIO_02086	DANRE11152, DANRE17438, DANRE17440, DANRE17439
OG0006305	HELIO_00440	DANRE22040, DANRE22039, DANRE15982
OG0006306	HELIO_02884	DANRE10076
OG0006307	HELIO_06176	DANRE33432
OG0006308	HELIO_01030	DANRE33329, DANRE33328, DANRE33327
OG0006310	HELIO_09882	DANRE39114, DANRE39115
OG0006311	HELIO_07328	DANRE25002
OG0006312	HELIO_09759, HELIO_09758	DANRE30635
OG0006315	HELIO_08491	DANRE11260
OG0006316	HELIO_11024	DANRE00198, DANRE00199
OG0006317	HELIO_02608	DANRE09482, DANRE09481
OG0006318	HELIO_04140	DANRE33755, DANRE42244, DANRE42245
OG0006319	HELIO_05167	DANRE40452, DANRE40453
OG0006320	HELIO_01365	DANRE25698, DANRE25697
OG0006321	HELIO_02693	DANRE38570, DANRE10578
OG0006322	HELIO_05302	DANRE20598
OG0006323	HELIO_03381	DANRE37133, DANRE37132, DANRE37131
OG0006325	HELIO_12476	DANRE35198, DANRE35197
OG0006327	HELIO_04051	DANRE21374
OG0006328	HELIO_10414	DANRE14694, DANRE14693
OG0006329	HELIO_06141	DANRE39682
OG0006330	HELIO_02203	DANRE39085
OG0006331	HELIO_06448	DANRE13138
OG0006332	HELIO_10634	DANRE37684, DANRE37685, DANRE37686
OG0006334	HELIO_03962	DANRE16756
OG0006335	HELIO_08944	DANRE36579
OG0006336	HELIO_11751	DANRE21727
OG0006337	HELIO_01227	DANRE34797
OG0006338	HELIO_02771, HELIO_07035	DANRE26304, DANRE26305, DANRE21841, DANRE21842
OG0006339	HELIO_05939	DANRE19470, DANRE19472, DANRE19471
OG0006340	HELIO_10564	DANRE05946
OG0006341	HELIO_02596	DANRE16542
OG0006343	HELIO_10924, HELIO_03814	DANRE06799, DANRE15712
OG0006344	HELIO_02682	DANRE39214, DANRE27258
OG0006345	HELIO_06204	DANRE43395
OG0006348	HELIO_04624	DANRE01487
OG0006349	HELIO_11196	DANRE40582
OG0006351	HELIO_01111	DANRE06008, DANRE42386, DANRE42388, DANRE42387, DANRE06007
OG0006352	HELIO_12264	DANRE16502, DANRE16503, DANRE06201
OG0006353	HELIO_08847	DANRE07948
OG0006354	HELIO_06452	DANRE34687
OG0006356	HELIO_12334	DANRE35082, DANRE35081
OG0006357	HELIO_04461, HELIO_05831	DANRE22157, DANRE22156, DANRE22158
OG0006358	HELIO_09093	DANRE31437, DANRE31438
OG0006359	HELIO_05317	DANRE26555, DANRE26554
OG0006360	HELIO_03201	DANRE43226
OG0006361	HELIO_08471	DANRE12700
OG0006362	HELIO_00933	DANRE10073
OG0006363	HELIO_03249	DANRE00890
OG0006364	HELIO_11661	DANRE41213, DANRE41212
OG0006365	HELIO_02059	DANRE20484
OG0006366	HELIO_09372	DANRE13399, DANRE13400, DANRE13398
OG0006367	HELIO_01807	DANRE05487
OG0006370	HELIO_08191	DANRE38769, DANRE38768
OG0006372	HELIO_12026	DANRE15208
OG0006375	HELIO_08503	DANRE03585, DANRE03583, DANRE03582, DANRE03584
OG0006376	HELIO_08120	DANRE39853
OG0006377	HELIO_08767	DANRE19336
OG0006378	HELIO_10749	DANRE19595
OG0006379	HELIO_11177	DANRE11669
OG0006380	HELIO_09164	DANRE06769, DANRE06770, DANRE06768, DANRE06771
OG0006381	HELIO_05870	DANRE30686, DANRE12585
OG0006382	HELIO_08796	DANRE05618
OG0006383	HELIO_00800	DANRE00009
OG0006384	HELIO_05166	DANRE29107
OG0006385	HELIO_06115	DANRE19944, DANRE37812
OG0006386	HELIO_08108	DANRE39443, DANRE39444
OG0006387	HELIO_04976	DANRE05852, DANRE05851
OG0006388	HELIO_03315	DANRE04007, DANRE29388, DANRE04006
OG0006389	HELIO_10791	DANRE04415, DANRE04414
OG0006390	HELIO_00558	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911
OG0006391	HELIO_08033	DANRE07782, DANRE07781, DANRE01265, DANRE01266, DANRE01264, DANRE00371
OG0006392	HELIO_11026	DANRE41904
OG0006393	HELIO_00803	DANRE39415, DANRE40157
OG0006394	HELIO_07735	DANRE16905, DANRE16906
OG0006395	HELIO_02881	DANRE22284, DANRE22283
OG0006396	HELIO_07809	DANRE39566
OG0006401	HELIO_05695	DANRE15389, DANRE23781
OG0006402	HELIO_12228, HELIO_12229	DANRE15996
OG0006405	HELIO_06399	DANRE06676, DANRE06675
OG0006407	HELIO_02958	DANRE15204, DANRE15205
OG0006408	HELIO_00982	DANRE17799
OG0006414	HELIO_01013	DANRE19245, DANRE12927, DANRE12923, DANRE34345, DANRE03526
OG0006442	HELIO_11335	DANRE43200
OG0006443	HELIO_11958	DANRE00893, DANRE00894
OG0006446	HELIO_09199	DANRE40885, DANRE40884, DANRE40883
OG0006447	HELIO_02401	DANRE34812
OG0006448	HELIO_04101	DANRE27832
OG0006452	HELIO_08481	DANRE02762, DANRE22799
OG0006454	HELIO_03255	DANRE08298, DANRE34951
OG0006456	HELIO_08853	DANRE14385
OG0006457	HELIO_00878	DANRE28856
OG0006458	HELIO_10295	DANRE07992
OG0006459	HELIO_04320	DANRE25979, DANRE25980
OG0006460	HELIO_05276	DANRE05152
OG0006461	HELIO_01776	DANRE40456
OG0006462	HELIO_05402	DANRE03375, DANRE30415
OG0006463	HELIO_12258	DANRE19402, DANRE19401
OG0006464	HELIO_03458	DANRE22250
OG0006465	HELIO_10993	DANRE02945, DANRE02946, DANRE02944
OG0006467	HELIO_04066	DANRE39297
OG0006468	HELIO_07270	DANRE10143
OG0006469	HELIO_10978	DANRE16763
OG0006470	HELIO_01090	DANRE15907
OG0006471	HELIO_01265	DANRE21870, DANRE21871
OG0006472	HELIO_04238	DANRE38202, DANRE38201
OG0006474	HELIO_12383	DANRE39677
OG0006475	HELIO_08214	DANRE24226
OG0006476	HELIO_04991	DANRE01065, DANRE01064
OG0006477	HELIO_11915	DANRE39101
OG0006478	HELIO_06607	DANRE29720
OG0006479	HELIO_06008	DANRE22957, DANRE22955, DANRE22956
OG0006480	HELIO_11368	DANRE22037
OG0006481	HELIO_00988	DANRE34163
OG0006482	HELIO_08203	DANRE18945, DANRE18946
OG0006483	HELIO_01587	DANRE43261, DANRE43260, DANRE43262
OG0006485	HELIO_04753	DANRE38125, DANRE09023, DANRE38126, DANRE38124, DANRE38127
OG0006486	HELIO_03923	DANRE36064, DANRE35988
OG0006487	HELIO_00559	DANRE40466
OG0006488	HELIO_02453	DANRE07587, DANRE07586
OG0006490	HELIO_10388	DANRE30998, DANRE30997
OG0006491	HELIO_07075	DANRE24615
OG0006492	HELIO_01792	DANRE12650, DANRE12649, DANRE12651
OG0006493	HELIO_07266	DANRE19720
OG0006494	HELIO_00627	DANRE26527
OG0006495	HELIO_06646	DANRE33872, DANRE33873
OG0006496	HELIO_00474	DANRE27447
OG0006497	HELIO_10804	DANRE16111, DANRE16110
OG0006498	HELIO_05645	DANRE34352, DANRE34351
OG0006499	HELIO_05894	DANRE26978, DANRE26977, DANRE18277, DANRE18276
OG0006501	HELIO_04534	DANRE08955
OG0006502	HELIO_12184	DANRE29381, DANRE29382, DANRE29383
OG0006503	HELIO_12395	DANRE07132, DANRE07133, DANRE07134
OG0006505	HELIO_12638	DANRE03734, DANRE26394
OG0006506	HELIO_07885	DANRE24402, DANRE24403, DANRE24401
OG0006507	HELIO_12124	DANRE22794
OG0006508	HELIO_06377	DANRE05986, DANRE05987
OG0006509	HELIO_08979	DANRE23625
OG0006512	HELIO_00915	DANRE29342
OG0006513	HELIO_08808	DANRE38837, DANRE38836
OG0006514	HELIO_03646	DANRE07332
OG0006515	HELIO_10337	DANRE04926, DANRE04925, DANRE04924
OG0006516	HELIO_06603	DANRE05513, DANRE05512
OG0006517	HELIO_01010	DANRE28275, DANRE28276
OG0006518	HELIO_06694	DANRE05484
OG0006519	HELIO_01604	DANRE17604
OG0006520	HELIO_01054	DANRE01097, DANRE01098
OG0006522	HELIO_10646	DANRE20324, DANRE07918
OG0006523	HELIO_02795	DANRE13254
OG0006524	HELIO_00304	DANRE25718
OG0006525	HELIO_00865	DANRE39739
OG0006527	HELIO_03298	DANRE03126
OG0006528	HELIO_12157	DANRE15366
OG0006530	HELIO_09378	DANRE10408
OG0006532	HELIO_12414	DANRE02116
OG0006534	HELIO_09880	DANRE04753
OG0006535	HELIO_06827	DANRE31306, DANRE31307
OG0006536	HELIO_01245	DANRE16746, DANRE16747
OG0006537	HELIO_02770	DANRE16803, DANRE16802, DANRE16800, DANRE16801
OG0006538	HELIO_00835	DANRE01948
OG0006540	HELIO_06514	DANRE43223
OG0006541	HELIO_07727	DANRE00195
OG0006543	HELIO_04460	DANRE04511
OG0006544	HELIO_03354	DANRE36922, DANRE36923, DANRE36921
OG0006545	HELIO_10212	DANRE14779
OG0006546	HELIO_01839	DANRE17452, DANRE17453, DANRE17454
OG0006547	HELIO_04168	DANRE01017, DANRE01016
OG0006549	HELIO_06344	DANRE30654
OG0006550	HELIO_11646	DANRE31528, DANRE31529, DANRE31527
OG0006551	HELIO_05948	DANRE41890, DANRE41889
OG0006552	HELIO_05537	DANRE19095
OG0006553	HELIO_09294	DANRE15584, DANRE15585, DANRE30044
OG0006554	HELIO_11137	DANRE19522
OG0006555	HELIO_07289	DANRE35599, DANRE35598
OG0006556	HELIO_07036	DANRE11973, DANRE11974, DANRE11975
OG0006559	HELIO_09362	DANRE20945, DANRE20944
OG0006560	HELIO_11821	DANRE17717, DANRE17715, DANRE17716
OG0006561	HELIO_01583	DANRE18058
OG0006562	HELIO_02270	DANRE20523, DANRE20522
OG0006563	HELIO_05170, HELIO_04601	DANRE28810, DANRE28809
OG0006564	HELIO_04895	DANRE07932, DANRE07931
OG0006565	HELIO_12038	DANRE21244, DANRE20701, DANRE25862, DANRE02268
OG0006567	HELIO_00971	DANRE01679
OG0006568	HELIO_02321, HELIO_02320	DANRE16829
OG0006569	HELIO_04025	DANRE04566
OG0006570	HELIO_06228	DANRE14648
OG0006571	HELIO_02921	DANRE33971
OG0006573	HELIO_06358	DANRE34641
OG0006574	HELIO_08922	DANRE21767, DANRE21766, DANRE21765
OG0006575	HELIO_10920	DANRE34819, DANRE34820
OG0006576	HELIO_11431	DANRE07329
OG0006577	HELIO_02340	DANRE01281
OG0006578	HELIO_07383, HELIO_06625	DANRE19007, DANRE19008
OG0006579	HELIO_05914	DANRE39282
OG0006580	HELIO_00870	DANRE26459
OG0006581	HELIO_08025	DANRE26007
OG0006583	HELIO_06969	DANRE17390
OG0006584	HELIO_01051	DANRE09521
OG0006585	HELIO_03688	DANRE11331, DANRE11330
OG0006586	HELIO_01946	DANRE26201, DANRE26199, DANRE26200
OG0006587	HELIO_11243	DANRE13162, DANRE13161
OG0006588	HELIO_01448	DANRE22756
OG0006590	HELIO_01741	DANRE25511
OG0006591	HELIO_05448	DANRE10350
OG0006592	HELIO_09688	DANRE22277
OG0006593	HELIO_11602	DANRE26311, DANRE26312
OG0006595	HELIO_09575	DANRE04332, DANRE04333
OG0006596	HELIO_09364	DANRE36993
OG0006597	HELIO_00477	DANRE06998
OG0006598	HELIO_08458	DANRE34799, DANRE34800
OG0006599	HELIO_03613	DANRE35346, DANRE40652, DANRE40653, DANRE40651
OG0006600	HELIO_03138	DANRE04050
OG0006601	HELIO_01346	DANRE35665
OG0006602	HELIO_02442	DANRE16908, DANRE16909
OG0006604	HELIO_08860	DANRE08282, DANRE08283
OG0006605	HELIO_06773	DANRE37509
OG0006606	HELIO_06615	DANRE12518
OG0006607	HELIO_00321	DANRE10066, DANRE10065
OG0006608	HELIO_12351	DANRE12270, DANRE27630
OG0006609	HELIO_08243	DANRE38772, DANRE38771
OG0006610	HELIO_11565	DANRE15476, DANRE15475
OG0006612	HELIO_07236	DANRE01859
OG0006613	HELIO_01930	DANRE43420
OG0006614	HELIO_08065	DANRE32921, DANRE32922, DANRE32923, DANRE32924
OG0006615	HELIO_05092	DANRE14777, DANRE14778
OG0006616	HELIO_08234	DANRE26673
OG0006618	HELIO_03387	DANRE23824
OG0006619	HELIO_09123	DANRE24678
OG0006620	HELIO_02725	DANRE11400, DANRE17728, DANRE43368, DANRE10758, DANRE15071
OG0006621	HELIO_09053	DANRE35047
OG0006622	HELIO_02210	DANRE06401
OG0006623	HELIO_11233	DANRE25920
OG0006624	HELIO_10116	DANRE10511, DANRE10512
OG0006625	HELIO_08164	DANRE15350, DANRE15349
OG0006626	HELIO_05961	DANRE25071
OG0006627	HELIO_11995	DANRE03368, DANRE03369
OG0006628	HELIO_02588	DANRE25218, DANRE38495
OG0006630	HELIO_10586	DANRE13211
OG0006632	HELIO_10046	DANRE06687, DANRE06688, DANRE15628, DANRE07374
OG0006633	HELIO_03206	DANRE26873, DANRE26872, DANRE26871
OG0006635	HELIO_04021	DANRE01468, DANRE41203, DANRE41204, DANRE41202
OG0006636	HELIO_12004	DANRE09302
OG0006638	HELIO_00603	DANRE36392, DANRE36393
OG0006640	HELIO_02481	DANRE39218
OG0006641	HELIO_06767	DANRE10715
OG0006642	HELIO_08918	DANRE11176
OG0006645	HELIO_10104	DANRE09833, DANRE09832
OG0006646	HELIO_00489	DANRE37654, DANRE37653
OG0006648	HELIO_06638	DANRE09069, DANRE09068
OG0006649	HELIO_10793	DANRE30372, DANRE30371
OG0006650	HELIO_03117	DANRE25536
OG0006651	HELIO_02310	DANRE00823, DANRE00822
OG0006653	HELIO_09990	DANRE28304, DANRE28305, DANRE28306
OG0006654	HELIO_02769	DANRE18186
OG0006657	HELIO_07908	DANRE39849, DANRE39850
OG0006660	HELIO_11761	DANRE21300, DANRE36980, DANRE21301
OG0006661	HELIO_06626	DANRE19721
OG0006662	HELIO_09320	DANRE00965
OG0006663	HELIO_02313	DANRE08633, DANRE08634
OG0006664	HELIO_02701	DANRE03439
OG0006666	HELIO_12248	DANRE21287
OG0006668	HELIO_07541	DANRE16558, DANRE16559
OG0006669	HELIO_11899	DANRE19000, DANRE18999
OG0006670	HELIO_08029	DANRE40208, DANRE40209
OG0006673	HELIO_06392	DANRE00592, DANRE39690
