Orthogroup	OWEFU	CAEEL
OG0006226	OFUSG17713.2.p1, OFUSG17713.1.p1	CAEEL02716
OG0006229	OFUSG03312.1.p1, OFUSG03312.2.p1	CAEEL06963
OG0006230	OFUSG13630.1.p1	CAEEL08542
OG0006231	OFUSG13273.1.p1, OFUSG13275.1.p1	CAEEL20582
OG0006232	OFUSG16492.2.p1, OFUSG16492.1.p1	CAEEL07512, CAEEL07511
OG0006234	OFUSG13071.1.p1	CAEEL05918
OG0006235	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1	CAEEL04462
OG0006237	OFUSG23373.1.p1	CAEEL04160
OG0006239	OFUSG20238.1.p1	CAEEL01539
OG0006240	OFUSG07675.1.p1	CAEEL08852
OG0006245	OFUSG15791.1.p1	CAEEL00941
OG0006247	OFUSG08877.1.p1, OFUSG08877.2.p1	CAEEL11988
OG0006248	OFUSG14183.1.p1	CAEEL05883
OG0006249	OFUSG24697.1.p1	CAEEL10060
OG0006254	OFUSG09915.1.p1, OFUSG26243.1.p1	CAEEL11539
OG0006257	OFUSG13890.1.p1	CAEEL15240
OG0006259	OFUSG23380.2.p1, OFUSG23380.1.p1	CAEEL09792
OG0006260	OFUSG05929.1.p1	CAEEL09587
OG0006262	OFUSG05390.1.p1	CAEEL01377
OG0006263	OFUSG20709.1.p1	CAEEL09474
OG0006264	OFUSG07824.1.p1	CAEEL11589
OG0006267	OFUSG10940.1.p1	CAEEL09521
OG0006268	OFUSG14220.1.p1	CAEEL09373, CAEEL09395
OG0006269	OFUSG19462.1.p1	CAEEL11344
OG0006270	OFUSG08585.1.p1	CAEEL01876
OG0006271	OFUSG01027.1.p1	CAEEL08264
OG0006275	OFUSG01454.1.p1	CAEEL01989
OG0006277	OFUSG15168.1.p1	CAEEL08057
OG0006279	OFUSG00790.1.p1	CAEEL00237
OG0006280	OFUSG25094.1.p1	CAEEL17987
OG0006281	OFUSG00050.2.p1, OFUSG00050.1.p1	CAEEL04765
OG0006283	OFUSG26352.1.p1	CAEEL00881
OG0006284	OFUSG23445.1.p1	CAEEL08923
OG0006285	OFUSG08177.1.p1, OFUSG08179.1.p1	CAEEL04794
OG0006286	OFUSG08272.1.p1	CAEEL00158
OG0006288	OFUSG15550.1.p1	CAEEL08712
OG0006289	OFUSG05692.1.p1	CAEEL07964
OG0006290	OFUSG17255.1.p1, OFUSG17249.1.p1, OFUSG17253.1.p1	CAEEL04712
OG0006291	OFUSG08297.1.p1	CAEEL00609
OG0006293	OFUSG15450.1.p1	CAEEL07928
OG0006294	OFUSG11961.1.p1	CAEEL14462
OG0006295	OFUSG15765.2.p1, OFUSG15765.1.p1	CAEEL09568
OG0006297	OFUSG06255.1.p1	CAEEL11872
OG0006301	OFUSG12150.1.p1	CAEEL17598
OG0006306	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1	CAEEL01065
OG0006307	OFUSG13078.1.p1	CAEEL06264
OG0006309	OFUSG01691.1.p1	CAEEL05232
OG0006311	OFUSG00976.1.p1	CAEEL17612
OG0006313	OFUSG13104.1.p1	CAEEL05123
OG0006315	OFUSG11578.1.p1	CAEEL15905
OG0006319	OFUSG21159.1.p1	CAEEL13894
OG0006322	OFUSG06165.1.p1	CAEEL09507
OG0006323	OFUSG03585.1.p1	CAEEL02251
OG0006326	OFUSG06506.1.p1, OFUSG25472.1.p1	CAEEL15323
OG0006329	OFUSG06525.1.p1	CAEEL02571
OG0006331	OFUSG21663.1.p1	CAEEL13794
OG0006332	OFUSG07284.1.p1	CAEEL10865
OG0006334	OFUSG16855.1.p1	CAEEL08411, CAEEL18378
OG0006339	OFUSG15007.2.p1, OFUSG15007.1.p1	CAEEL08069
OG0006340	OFUSG17804.1.p1	CAEEL11454
OG0006341	OFUSG13525.1.p1	CAEEL06023
OG0006343	OFUSG03113.1.p1	CAEEL05583, CAEEL02498
OG0006344	OFUSG17196.1.p1	CAEEL14876
OG0006345	OFUSG21050.1.p1	CAEEL06549
OG0006346	OFUSG19567.1.p1	CAEEL05783
OG0006347	OFUSG04201.1.p1	CAEEL07567
OG0006350	OFUSG10010.1.p1	CAEEL07674
OG0006352	OFUSG16779.1.p1	CAEEL02603
OG0006353	OFUSG21707.1.p1	CAEEL19140, CAEEL05676
OG0006354	OFUSG05660.1.p1	CAEEL18116
OG0006356	OFUSG15113.1.p1	CAEEL07675
OG0006360	OFUSG01922.1.p1	CAEEL05277
OG0006361	OFUSG20881.1.p1	CAEEL09060
OG0006362	OFUSG09542.1.p1	CAEEL00998
OG0006363	OFUSG19547.2.p1, OFUSG19547.1.p1	CAEEL00971
OG0006365	OFUSG03344.1.p1	CAEEL12631
OG0006370	OFUSG21077.1.p1	CAEEL05220
OG0006372	OFUSG07198.1.p1	CAEEL09848
OG0006375	OFUSG10211.1.p1	CAEEL00741
OG0006376	OFUSG26673.1.p1	CAEEL15051
OG0006377	OFUSG13142.1.p1	CAEEL09247
OG0006378	OFUSG06139.1.p1	CAEEL04747
OG0006385	OFUSG11265.1.p1	CAEEL17878
OG0006386	OFUSG01436.1.p1	CAEEL02065
OG0006387	OFUSG00913.1.p1	CAEEL00319
OG0006389	OFUSG01920.1.p1	CAEEL07348
OG0006390	OFUSG06648.1.p1	CAEEL13360
OG0006391	OFUSG08068.1.p1	CAEEL16380, CAEEL11908
OG0006392	OFUSG00142.1.p1	CAEEL07571
OG0006393	OFUSG08709.1.p1	CAEEL14337
OG0006395	OFUSG13284.1.p1	CAEEL11636
OG0006402	OFUSG07589.2.p1, OFUSG07589.1.p1	CAEEL14843
OG0006405	OFUSG10162.1.p1	CAEEL04608
OG0006406	OFUSG01942.1.p1	CAEEL04927, CAEEL07538
OG0006407	OFUSG09787.1.p1	CAEEL20555
OG0006408	OFUSG11778.2.p1, OFUSG11778.3.p1, OFUSG11778.1.p1	CAEEL15120
OG0006414	OFUSG08684.1.p1, OFUSG08946.1.p1	CAEEL18847
OG0006443	OFUSG25627.1.p1	CAEEL07304
OG0006448	OFUSG04041.1.p1	CAEEL07841
OG0006449	OFUSG16963.1.p1	CAEEL02036
OG0006454	OFUSG15262.1.p1	CAEEL06995
OG0006456	OFUSG07766.1.p1	CAEEL09794
OG0006457	OFUSG20987.2.p1, OFUSG20987.1.p1	CAEEL05605
OG0006459	OFUSG19921.1.p1	CAEEL00244
OG0006461	OFUSG19155.1.p1	CAEEL11863
OG0006462	OFUSG17891.1.p1	CAEEL05709
OG0006464	OFUSG14585.1.p1	CAEEL01413
OG0006465	OFUSG25347.1.p1	CAEEL10921
OG0006467	OFUSG18307.1.p1	CAEEL02861
OG0006468	OFUSG04866.1.p1	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	OFUSG24781.1.p1	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006474	OFUSG22247.1.p1	CAEEL07206
OG0006475	OFUSG04046.1.p1	CAEEL07548
OG0006476	OFUSG03550.1.p1	CAEEL12092
OG0006478	OFUSG17348.1.p1	CAEEL06158
OG0006479	OFUSG13673.1.p1	CAEEL05626
OG0006480	OFUSG25523.1.p1	CAEEL10265, CAEEL10266
OG0006481	OFUSG08691.1.p1	CAEEL19099, CAEEL01638
OG0006482	OFUSG12549.1.p1	CAEEL10834
OG0006485	OFUSG21874.1.p1	CAEEL14223
OG0006488	OFUSG12523.1.p1	CAEEL17648
OG0006490	OFUSG06326.1.p1	CAEEL11637
OG0006491	OFUSG23711.2.p1, OFUSG23711.1.p1	CAEEL13015
OG0006496	OFUSG25735.1.p1	CAEEL08493
OG0006497	OFUSG26162.2.p1, OFUSG26162.1.p1	CAEEL06461
OG0006498	OFUSG02085.1.p1	CAEEL02503
OG0006499	OFUSG25431.1.p1	CAEEL20101
OG0006501	OFUSG11467.1.p1	CAEEL16016
OG0006503	OFUSG14469.2.p1, OFUSG14469.1.p1	CAEEL07188
OG0006505	OFUSG16553.1.p1	CAEEL06783
OG0006506	OFUSG01137.1.p1	CAEEL03029
OG0006509	OFUSG03651.1.p1	CAEEL00006, CAEEL15373
OG0006511	OFUSG05200.1.p1	CAEEL02676
OG0006512	OFUSG21542.1.p1	CAEEL07313
OG0006514	OFUSG02146.1.p1	CAEEL07858
OG0006515	OFUSG21785.1.p1	CAEEL02554
OG0006516	OFUSG12180.1.p1	CAEEL15132
OG0006517	OFUSG04272.1.p1, OFUSG04272.2.p1	CAEEL01423
OG0006520	OFUSG02676.1.p1, OFUSG02676.2.p1	CAEEL13792
OG0006522	OFUSG23837.1.p1	CAEEL07957
OG0006523	OFUSG25098.1.p1	CAEEL15760
OG0006525	OFUSG05605.1.p1, OFUSG05605.2.p1	CAEEL11800
OG0006528	OFUSG16333.1.p1	CAEEL14466
OG0006532	OFUSG21209.1.p1, OFUSG21209.2.p1	CAEEL05678
OG0006533	OFUSG00400.1.p1	CAEEL19649
OG0006536	OFUSG18668.1.p1, OFUSG18668.2.p1	CAEEL05174
OG0006538	OFUSG13745.1.p1	CAEEL07903, CAEEL04060
OG0006540	OFUSG14726.1.p1	CAEEL19898
OG0006542	OFUSG09004.1.p1	CAEEL04749
OG0006543	OFUSG21011.1.p1	CAEEL05304
OG0006544	OFUSG18629.1.p1	CAEEL02597
OG0006545	OFUSG15934.2.p1, OFUSG15934.1.p1	CAEEL08394
OG0006546	OFUSG21871.1.p1	CAEEL16446
OG0006547	OFUSG18962.1.p1	CAEEL09736
OG0006550	OFUSG06119.1.p1	CAEEL02186
OG0006552	OFUSG08440.1.p1	CAEEL02725
OG0006553	OFUSG11130.1.p1	CAEEL06508
OG0006554	OFUSG24021.1.p1	CAEEL09071
OG0006556	OFUSG03445.1.p1	CAEEL00553
OG0006557	OFUSG14941.1.p1	CAEEL07597
OG0006560	OFUSG12114.4.p1, OFUSG12114.3.p1, OFUSG12114.1.p1, OFUSG12114.2.p1	CAEEL14360
OG0006561	OFUSG12514.1.p1	CAEEL16404
OG0006565	OFUSG18814.1.p1	CAEEL12176
OG0006567	OFUSG17173.1.p1	CAEEL15749
OG0006568	OFUSG17701.1.p1	CAEEL01944
OG0006569	OFUSG12406.1.p1	CAEEL03290
OG0006570	OFUSG08159.1.p1	CAEEL15966
OG0006571	OFUSG19904.1.p1	CAEEL05447
OG0006572	OFUSG23570.1.p1	CAEEL09940, CAEEL09371
OG0006573	OFUSG14956.1.p1, OFUSG14956.2.p1	CAEEL05442
OG0006574	OFUSG08878.1.p1	CAEEL01738
OG0006577	OFUSG09702.1.p1	CAEEL15281
OG0006578	OFUSG18955.1.p1	CAEEL00045
OG0006579	OFUSG26574.1.p1, OFUSG26574.2.p1	CAEEL07922
OG0006580	OFUSG04090.1.p1	CAEEL07590
OG0006583	OFUSG00932.1.p1	CAEEL01627
OG0006584	OFUSG03955.1.p1	CAEEL05880
OG0006587	OFUSG11331.1.p1	CAEEL17957
OG0006588	OFUSG19522.1.p1	CAEEL11640
OG0006589	OFUSG06855.1.p1	CAEEL10276
OG0006590	OFUSG10587.1.p1	CAEEL15655
OG0006591	OFUSG13603.1.p1	CAEEL01066
OG0006594	OFUSG22740.1.p1	CAEEL00833
OG0006595	OFUSG10655.1.p1	CAEEL10661
OG0006596	OFUSG22773.1.p1	CAEEL00560
OG0006597	OFUSG02614.1.p1	CAEEL10448
OG0006598	OFUSG19727.1.p1	CAEEL03295
OG0006602	OFUSG12840.1.p1	CAEEL16562
OG0006603	OFUSG20547.1.p1	CAEEL00624
OG0006604	OFUSG14932.1.p1	CAEEL07198
OG0006606	OFUSG00454.1.p1	CAEEL07376
OG0006607	OFUSG21232.1.p1	CAEEL01560
OG0006608	OFUSG24911.1.p1	CAEEL05698
OG0006609	OFUSG02001.1.p1	CAEEL02187
OG0006610	OFUSG18091.1.p1	CAEEL11386
OG0006611	OFUSG04528.1.p1	CAEEL07953
OG0006613	OFUSG14105.1.p1	CAEEL01845
OG0006614	OFUSG01350.1.p1	CAEEL05124
OG0006615	OFUSG16559.1.p1	CAEEL09131
OG0006621	OFUSG22792.2.p1, OFUSG22792.1.p1	CAEEL07639
OG0006622	OFUSG13902.1.p1	CAEEL05834
OG0006624	OFUSG24399.1.p1	CAEEL07631
OG0006625	OFUSG24278.1.p1	CAEEL08791
OG0006626	OFUSG23882.1.p1	CAEEL07560
OG0006627	OFUSG00423.1.p1	CAEEL11375
OG0006628	OFUSG13146.1.p1	CAEEL07329
OG0006630	OFUSG04586.1.p1	CAEEL11696
OG0006631	OFUSG16224.1.p1	CAEEL00720
OG0006633	OFUSG13007.1.p1	CAEEL00427
OG0006636	OFUSG10617.1.p1	CAEEL07724
OG0006637	OFUSG10278.1.p1	CAEEL12125
OG0006645	OFUSG03917.1.p1	CAEEL17855
OG0006646	OFUSG09025.1.p1	CAEEL15891
OG0006647	OFUSG20515.1.p1	CAEEL07174
OG0006648	OFUSG01878.1.p1	CAEEL01435
OG0006649	OFUSG25221.1.p1	CAEEL13032
OG0006651	OFUSG00046.1.p1	CAEEL09522
OG0006655	OFUSG19958.1.p1	CAEEL00324
OG0006658	OFUSG17172.1.p1	CAEEL00269
OG0006660	OFUSG19060.2.p1, OFUSG19060.1.p1	CAEEL09560, CAEEL09561
OG0006662	OFUSG08824.1.p1	CAEEL12773
OG0006663	OFUSG22165.1.p1	CAEEL08458
OG0006664	OFUSG25665.1.p1	CAEEL01906
OG0006667	OFUSG08145.1.p1	CAEEL01250
OG0006668	OFUSG02998.1.p1	CAEEL06992
OG0006669	OFUSG13077.1.p1	CAEEL08205
OG0006670	OFUSG26654.1.p1	CAEEL05160
OG0006673	OFUSG05657.1.p1	CAEEL00769
OG0006675	OFUSG06567.1.p1	CAEEL09407, CAEEL09408, CAEEL18361
OG0006678	OFUSG10168.1.p1	CAEEL12368
OG0006680	OFUSG25575.1.p1	CAEEL09390
OG0006681	OFUSG07984.1.p1, OFUSG07984.2.p1	CAEEL05335
OG0006683	OFUSG05321.1.p1	CAEEL00441
OG0006684	OFUSG18660.1.p1	CAEEL11224
OG0006686	OFUSG07659.1.p1	CAEEL20085
OG0006690	OFUSG06696.1.p1	CAEEL11346
OG0006691	OFUSG16702.1.p1	CAEEL07500
OG0006692	OFUSG24594.1.p1	CAEEL00770
OG0006693	OFUSG10949.2.p1, OFUSG10949.1.p1	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	OFUSG00920.1.p1	CAEEL01422
OG0006695	OFUSG11942.2.p1, OFUSG11942.1.p1	CAEEL17851
OG0006702	OFUSG17468.1.p1	CAEEL08311
OG0006703	OFUSG17467.1.p1	CAEEL00186
OG0006705	OFUSG26369.1.p1	CAEEL04478
OG0006706	OFUSG08397.1.p1	CAEEL11633
OG0006709	OFUSG15942.1.p1	CAEEL07440
OG0006710	OFUSG08433.1.p1	CAEEL07165
OG0006712	OFUSG20365.1.p1	CAEEL01534
OG0006714	OFUSG05991.1.p1	CAEEL06631
OG0006716	OFUSG19704.1.p1	CAEEL01171
OG0006717	OFUSG11275.1.p1	CAEEL00315
OG0006720	OFUSG25754.1.p1	CAEEL09628
OG0006722	OFUSG21212.1.p1	CAEEL04109
OG0006723	OFUSG26548.1.p1, OFUSG26548.2.p1	CAEEL07804
OG0006726	OFUSG13177.1.p1	CAEEL18959
OG0006727	OFUSG00262.1.p1	CAEEL10628
OG0006730	OFUSG01430.1.p1	CAEEL07386, CAEEL18705
OG0006732	OFUSG12612.1.p1	CAEEL07406
OG0006735	OFUSG06383.1.p1	CAEEL20573
OG0006736	OFUSG20663.1.p1	CAEEL01882
OG0006737	OFUSG20388.1.p1	CAEEL18816
OG0006741	OFUSG06701.1.p1	CAEEL11903
OG0006742	OFUSG03313.1.p1	CAEEL06688, CAEEL06689
OG0006749	OFUSG03600.1.p1	CAEEL08028
OG0006750	OFUSG21225.1.p1	CAEEL02998
OG0006752	OFUSG07006.1.p1	CAEEL12417
OG0006753	OFUSG11357.1.p1	CAEEL06421
OG0006754	OFUSG20799.2.p1, OFUSG20799.1.p1	CAEEL15551
OG0006755	OFUSG03174.1.p1	CAEEL08754
OG0006757	OFUSG10397.1.p1, OFUSG10397.2.p1	CAEEL05691
OG0006758	OFUSG25525.1.p1	CAEEL05308
OG0006760	OFUSG21191.1.p1	CAEEL14472
OG0006762	OFUSG25265.1.p1	CAEEL06780, CAEEL14299
OG0006763	OFUSG07768.2.p1	CAEEL12476
OG0006765	OFUSG05142.1.p1	CAEEL01561
OG0006766	OFUSG14742.1.p1	CAEEL04604
OG0006768	OFUSG09331.1.p1	CAEEL07976
OG0006769	OFUSG26103.1.p1	CAEEL00344
OG0006772	OFUSG05966.1.p1	CAEEL06744, CAEEL20464
OG0006774	OFUSG05261.1.p1	CAEEL01586
OG0006777	OFUSG11705.1.p1	CAEEL17985
OG0006780	OFUSG26802.1.p1, OFUSG26802.2.p1	CAEEL03293
OG0006784	OFUSG04222.1.p1	CAEEL12328
OG0006826	OFUSG03216.1.p1	CAEEL07305
OG0006828	OFUSG08532.1.p1	CAEEL01547
OG0006830	OFUSG24087.1.p1	CAEEL01610
OG0006832	OFUSG11995.1.p1	CAEEL18365
OG0006833	OFUSG20872.1.p1	CAEEL01607
OG0006835	OFUSG15724.1.p1	CAEEL10984
OG0006838	OFUSG10401.1.p1	CAEEL04815
OG0006842	OFUSG13281.1.p1	CAEEL01401
OG0006843	OFUSG09822.1.p1	CAEEL01030
OG0006844	OFUSG08788.1.p1	CAEEL01019
OG0006845	OFUSG11239.2.p1, OFUSG11239.1.p1	CAEEL16127
OG0006846	OFUSG11488.1.p1	CAEEL15729
OG0006849	OFUSG11537.1.p1	CAEEL06259
OG0006853	OFUSG06439.1.p1	CAEEL10839
OG0006860	OFUSG20553.1.p1	CAEEL08670
OG0006864	OFUSG03675.2.p1, OFUSG03675.1.p1	CAEEL08583
OG0006867	OFUSG26803.1.p1	CAEEL15109
OG0006868	OFUSG25217.1.p1	CAEEL07835
OG0006870	OFUSG14003.1.p1	CAEEL08613
OG0006875	OFUSG12528.1.p1	CAEEL10848
OG0006876	OFUSG23465.1.p1	CAEEL04447
OG0006878	OFUSG13546.1.p1	CAEEL06314
OG0006881	OFUSG02889.1.p1	CAEEL09403
OG0006882	OFUSG05203.1.p1	CAEEL09595
OG0006886	OFUSG01889.1.p1	CAEEL05972, CAEEL05973
OG0006887	OFUSG04466.1.p1	CAEEL04262
OG0006888	OFUSG13161.1.p1	CAEEL07944
OG0006890	OFUSG06585.1.p1	CAEEL05820
OG0006891	OFUSG24176.1.p1	CAEEL07412
OG0006892	OFUSG15808.1.p1	CAEEL07307
OG0006894	OFUSG18389.1.p1	CAEEL12154
OG0006895	OFUSG21761.1.p1	CAEEL18907
OG0006897	OFUSG09082.1.p1	CAEEL00287
OG0006898	OFUSG20735.1.p1	CAEEL01473
OG0006902	OFUSG00931.1.p1	CAEEL02536
OG0006905	OFUSG04975.1.p1	CAEEL08307
OG0006906	OFUSG15448.1.p1	CAEEL05830
OG0006908	OFUSG15397.1.p1	CAEEL07115
OG0006914	OFUSG09464.1.p1	CAEEL01820
OG0006918	OFUSG26318.1.p1	CAEEL01349
OG0006919	OFUSG19194.1.p1	CAEEL05782
OG0006923	OFUSG00467.1.p1	CAEEL09234
OG0006924	OFUSG17158.1.p1	CAEEL12241
OG0006926	OFUSG17276.1.p1	CAEEL19851, CAEEL00630
OG0006927	OFUSG07179.1.p1	CAEEL11861
OG0006931	OFUSG23547.1.p1	CAEEL14601
OG0006934	OFUSG14725.1.p1	CAEEL00405
OG0006936	OFUSG06570.1.p1	CAEEL11645
OG0006937	OFUSG26075.1.p1	CAEEL00825
OG0006938	OFUSG12471.1.p1	CAEEL00362
OG0006939	OFUSG17603.1.p1	CAEEL14723
OG0006942	OFUSG11727.1.p1, OFUSG11727.2.p1	CAEEL08740
OG0006943	OFUSG08404.1.p1	CAEEL14228
OG0006944	OFUSG05635.1.p1	CAEEL11263
OG0006945	OFUSG24270.1.p1	CAEEL08245
OG0006948	OFUSG18459.1.p1	CAEEL04453
OG0006949	OFUSG15878.1.p1	CAEEL00718
OG0006952	OFUSG20628.1.p1	CAEEL11032
OG0006953	OFUSG00884.1.p1	CAEEL11948
OG0006954	OFUSG25075.1.p1	CAEEL16023
OG0006957	OFUSG05470.1.p1	CAEEL08617
OG0006959	OFUSG09250.1.p1	CAEEL04110
OG0006960	OFUSG10847.2.p1, OFUSG10847.1.p1	CAEEL12630
OG0006962	OFUSG20929.1.p1	CAEEL05048
OG0006964	OFUSG00362.1.p1	CAEEL00220
OG0006966	OFUSG24778.1.p1	CAEEL05641
OG0006967	OFUSG10677.1.p1	CAEEL06996
OG0006969	OFUSG19497.1.p1	CAEEL02753
OG0006970	OFUSG24014.1.p1	CAEEL07035
OG0006971	OFUSG22447.1.p1	CAEEL08956
OG0006973	OFUSG00129.1.p1	CAEEL00443
OG0006974	OFUSG07891.1.p1	CAEEL11749
OG0006975	OFUSG00620.1.p1	CAEEL06258
OG0006976	OFUSG00399.1.p1	CAEEL02822
OG0006977	OFUSG18645.1.p1	CAEEL11170
OG0006979	OFUSG07394.1.p1	CAEEL01624
OG0006980	OFUSG21476.1.p1	CAEEL07784
OG0006982	OFUSG06527.1.p1	CAEEL08318
OG0006985	OFUSG07556.1.p1	CAEEL09608
OG0006988	OFUSG26800.1.p1	CAEEL16268
OG0006989	OFUSG04394.1.p1	CAEEL07496
OG0006990	OFUSG10161.1.p1	CAEEL10497, CAEEL10492
OG0006991	OFUSG17185.1.p1	CAEEL04823
OG0006994	OFUSG16405.1.p1	CAEEL01434
OG0006995	OFUSG08451.1.p1	CAEEL02252
OG0006996	OFUSG25256.1.p1, OFUSG25256.2.p1	CAEEL16529
OG0006998	OFUSG16627.1.p1	CAEEL06640
OG0006999	OFUSG13743.1.p1	CAEEL04127
OG0007002	OFUSG07702.1.p1	CAEEL02243
OG0007003	OFUSG18628.1.p1	CAEEL10884
OG0007005	OFUSG24056.1.p1	CAEEL06687
OG0007007	OFUSG08895.1.p1	CAEEL08012
OG0007008	OFUSG09347.1.p1	CAEEL02046
OG0007009	OFUSG04231.1.p1	CAEEL01782
OG0007010	OFUSG04162.1.p1, OFUSG02296.1.p1	CAEEL15343
OG0007011	OFUSG02616.1.p1	CAEEL08044
OG0007012	OFUSG18164.1.p1	CAEEL11328
OG0007013	OFUSG17828.1.p1	CAEEL06144
OG0007015	OFUSG20280.1.p1	CAEEL15511
OG0007016	OFUSG23182.2.p1, OFUSG23182.1.p1	CAEEL00075
OG0007017	OFUSG24635.1.p1	CAEEL12138
OG0007024	OFUSG06084.1.p1, OFUSG06084.2.p1	CAEEL10553, CAEEL11101
OG0007025	OFUSG07910.1.p1	CAEEL06876
OG0007027	OFUSG05641.1.p1, OFUSG05641.2.p1	CAEEL09519
OG0007028	OFUSG13370.1.p1	CAEEL05606
OG0007029	OFUSG00068.1.p1	CAEEL09103
OG0007033	OFUSG12337.1.p1	CAEEL14194
OG0007034	OFUSG15969.1.p1	CAEEL08733
OG0007037	OFUSG15937.1.p1, OFUSG15937.2.p1	CAEEL08744
OG0007039	OFUSG21948.1.p1, OFUSG21947.1.p1	CAEEL13025
OG0007040	OFUSG07700.1.p1	CAEEL08972
OG0007042	OFUSG04668.1.p1	CAEEL08206
OG0007043	OFUSG06723.1.p1	CAEEL13822
OG0007046	OFUSG01801.1.p1	CAEEL09633
OG0007049	OFUSG13313.1.p1	CAEEL00647
OG0007050	OFUSG05674.1.p1	CAEEL06277
OG0007053	OFUSG21516.1.p1	CAEEL09135
OG0007055	OFUSG15353.1.p1	CAEEL08098
OG0007056	OFUSG24154.1.p1	CAEEL07277
OG0007059	OFUSG06271.1.p1	CAEEL14078
OG0007061	OFUSG06485.1.p1	CAEEL08933
OG0007062	OFUSG21319.1.p1	CAEEL09707
OG0007063	OFUSG10493.1.p1	CAEEL07545
OG0007064	OFUSG03352.1.p1	CAEEL09068
OG0007065	OFUSG07963.1.p1	CAEEL20267
OG0007071	OFUSG12865.1.p1	CAEEL04826
OG0007073	OFUSG17728.1.p1	CAEEL05159
OG0007083	OFUSG25609.1.p1, OFUSG25609.2.p1	CAEEL05178
OG0007084	OFUSG23130.1.p1	CAEEL01491
OG0007090	OFUSG13138.1.p1	CAEEL05033
OG0007091	OFUSG13179.1.p1	CAEEL12658
OG0007092	OFUSG12355.1.p1	CAEEL08546
OG0007093	OFUSG13021.1.p1	CAEEL04448
OG0007095	OFUSG18269.1.p1	CAEEL00821
OG0007098	OFUSG20568.1.p1	CAEEL08067
OG0007100	OFUSG19539.1.p1	CAEEL09539
OG0007102	OFUSG02403.1.p1	CAEEL08970
OG0007103	OFUSG18537.1.p1	CAEEL10775
OG0007106	OFUSG18964.1.p1	CAEEL05993
OG0007108	OFUSG22296.1.p1	CAEEL05255
OG0007112	OFUSG19617.1.p1	CAEEL01614
OG0007113	OFUSG06597.1.p1	CAEEL11083
OG0007114	OFUSG20430.1.p1	CAEEL01821
OG0007116	OFUSG10614.1.p1	CAEEL05589
OG0007117	OFUSG05699.1.p1	CAEEL10841
OG0007118	OFUSG00366.1.p1	CAEEL02534
OG0007119	OFUSG23664.1.p1	CAEEL05050
OG0007120	OFUSG21210.1.p1	CAEEL07430, CAEEL07614
OG0007121	OFUSG11479.1.p1	CAEEL12811
OG0007122	OFUSG12932.1.p1	CAEEL04526
OG0007123	OFUSG06078.1.p1, OFUSG06079.1.p1, OFUSG06079.2.p1	CAEEL19756
OG0007124	OFUSG02914.1.p1	CAEEL07005
OG0007125	OFUSG08572.1.p1, OFUSG08572.2.p1	CAEEL20499
OG0007127	OFUSG21273.1.p1	CAEEL15458
OG0007128	OFUSG16640.1.p1	CAEEL00451
OG0007130	OFUSG06200.1.p1	CAEEL11905, CAEEL11906, CAEEL09908
OG0007131	OFUSG23463.1.p1	CAEEL05443
OG0007133	OFUSG09267.1.p1	CAEEL03495
OG0007137	OFUSG10871.1.p1	CAEEL15473
OG0007138	OFUSG08302.1.p1	CAEEL09999
OG0007139	OFUSG12636.1.p1	CAEEL01164
OG0007143	OFUSG17545.1.p1	CAEEL10767
OG0007144	OFUSG21801.1.p1	CAEEL05598
OG0007145	OFUSG20934.1.p1	CAEEL03134
OG0007147	OFUSG13469.1.p1	CAEEL02107
OG0007151	OFUSG02774.1.p1	CAEEL07199
OG0007153	OFUSG11582.2.p1, OFUSG11582.1.p1	CAEEL12781
OG0007154	OFUSG08565.1.p1	CAEEL03604
OG0007161	OFUSG05396.1.p1	CAEEL00150
OG0007163	OFUSG19036.1.p1	CAEEL15486
OG0007164	OFUSG06600.1.p1	CAEEL07443
OG0007173	OFUSG04330.1.p1	CAEEL07482
OG0007174	OFUSG04748.2.p1, OFUSG04748.1.p1	CAEEL14161
OG0007175	OFUSG07608.1.p1	CAEEL05365
OG0007176	OFUSG26974.1.p1	CAEEL08939
OG0007177	OFUSG25028.1.p1	CAEEL15953
OG0007180	OFUSG23382.1.p1	CAEEL02927
OG0007181	OFUSG05668.1.p1	CAEEL09037
OG0007182	OFUSG13896.2.p1, OFUSG13896.1.p1	CAEEL00499
OG0007183	OFUSG00271.1.p1	CAEEL02179
OG0007184	OFUSG13288.1.p1	CAEEL03133
OG0007186	OFUSG03968.1.p1	CAEEL05116
OG0007190	OFUSG17858.1.p1	CAEEL10785
OG0007191	OFUSG13466.1.p1	CAEEL12656
OG0007192	OFUSG04047.1.p1	CAEEL16561
OG0007213	OFUSG18498.1.p1	CAEEL20311
OG0007248	OFUSG05380.1.p1	CAEEL16171
OG0007254	OFUSG26478.1.p1	CAEEL02889
OG0007256	OFUSG10664.2.p1, OFUSG10664.1.p1, OFUSG10664.4.p1, OFUSG10664.3.p1	CAEEL04854
OG0007258	OFUSG20033.1.p1	CAEEL01284
OG0007260	OFUSG11954.1.p1, OFUSG11954.2.p1	CAEEL15754
