Orthogroup	OWEFU	SACKO_ok
OG0009092	OFUSG17341.1.p1	SACKO_07370
OG0009093	OFUSG26131.1.p1, OFUSG26131.2.p1	SACKO_08198
OG0009094	OFUSG10895.1.p1	SACKO_22020
OG0009095	OFUSG04977.1.p1	SACKO_26849
OG0009096	OFUSG23427.1.p1	SACKO_31121
OG0009098	OFUSG18865.1.p1	SACKO_05295, SACKO_05290, SACKO_05296, SACKO_23169, SACKO_31318
OG0009101	OFUSG22725.1.p1	SACKO_29347
OG0009102	OFUSG00030.1.p1, OFUSG18460.1.p1, OFUSG10830.1.p1, OFUSG16219.1.p1	SACKO_19234
OG0009103	OFUSG10461.2.p1, OFUSG10461.1.p1	SACKO_28777
OG0009104	OFUSG10877.2.p1, OFUSG10877.1.p1	SACKO_22039
OG0009105	OFUSG11296.1.p1	SACKO_20436
OG0009106	OFUSG09012.1.p1	SACKO_05108
OG0009107	OFUSG19386.1.p1	SACKO_10304
OG0009108	OFUSG10597.1.p1	SACKO_05939, SACKO_25192
OG0009108	OFUSG10602.1.p1	SACKO_05948
OG0009109	OFUSG14250.1.p1, OFUSG14250.2.p1	SACKO_08451
OG0009110	OFUSG21341.1.p1	SACKO_15361
OG0009111	OFUSG07961.1.p1	SACKO_08274
OG0009113	OFUSG22158.1.p1	SACKO_15024
OG0009117	OFUSG25263.1.p1	SACKO_27831
OG0009119	OFUSG05016.1.p1	SACKO_10667
OG0009120	OFUSG09532.1.p1	SACKO_12101
OG0009125	OFUSG13167.1.p1	SACKO_33711
OG0009126	OFUSG06948.1.p1	SACKO_01202, SACKO_17528
OG0009127	OFUSG06743.1.p1	SACKO_32518
OG0009128	OFUSG06345.1.p1	SACKO_08742
OG0009129	OFUSG07115.1.p1	SACKO_25839
OG0009130	OFUSG21601.3.p1, OFUSG21601.2.p1, OFUSG21601.1.p1	SACKO_01886
OG0009131	OFUSG06246.1.p1	SACKO_30816
OG0009133	OFUSG26456.1.p1	SACKO_13795
OG0009134	OFUSG26687.1.p1	SACKO_03591
OG0009136	OFUSG11301.1.p1	SACKO_03530
OG0009137	OFUSG12048.1.p1	SACKO_12020
OG0009138	OFUSG07579.1.p1	SACKO_00889
OG0009140	OFUSG20830.1.p1	SACKO_11760
OG0009141	OFUSG09755.1.p1	SACKO_32622
OG0009142	OFUSG17171.1.p1	SACKO_01425
OG0009143	OFUSG18693.1.p1	SACKO_12153
OG0009144	OFUSG18997.1.p1	SACKO_03388
OG0009145	OFUSG14465.1.p1	SACKO_17823
OG0009146	OFUSG08569.2.p1, OFUSG08569.1.p1	SACKO_03987
OG0009147	OFUSG10802.1.p1	SACKO_18096
OG0009148	OFUSG13227.1.p1	SACKO_15719
OG0009149	OFUSG19533.1.p1	SACKO_27544
OG0009150	OFUSG12399.1.p1	SACKO_11999
OG0009151	OFUSG18059.1.p1	SACKO_01320
OG0009153	OFUSG15454.1.p1	SACKO_03774
OG0009157	OFUSG19209.1.p1	SACKO_07075
OG0009164	OFUSG13244.1.p1	SACKO_27024
OG0009165	OFUSG03774.1.p1	SACKO_30574
OG0009168	OFUSG08153.1.p1	SACKO_32283
OG0009169	OFUSG18767.1.p1	SACKO_30255
OG0009170	OFUSG19496.1.p1	SACKO_21469
OG0009172	OFUSG11813.1.p1	SACKO_22965
OG0009174	OFUSG06010.1.p1, OFUSG06010.2.p1	SACKO_16646
OG0009175	OFUSG08766.1.p1	SACKO_24256
OG0009183	OFUSG09061.1.p1	SACKO_00815
OG0009190	OFUSG16807.1.p1	SACKO_28508
OG0009193	OFUSG09776.1.p1	SACKO_18294
OG0009194	OFUSG11390.1.p1	SACKO_15260
OG0009195	OFUSG15401.1.p1	SACKO_29540
OG0009199	OFUSG09121.1.p1	SACKO_04595
OG0009217	OFUSG22187.1.p1	SACKO_24499
OG0009230	OFUSG05306.1.p1	SACKO_13672
OG0009231	OFUSG21819.1.p1	SACKO_07855
OG0009232	OFUSG18656.1.p1	SACKO_11218
OG0009234	OFUSG24338.1.p1, OFUSG07482.2.p1, OFUSG07482.1.p1, OFUSG04703.1.p1	SACKO_10607
OG0009268	OFUSG06462.1.p1, OFUSG02347.1.p1, OFUSG02349.4.p1, OFUSG02349.1.p1, OFUSG02349.3.p1, OFUSG02349.2.p1, OFUSG02348.1.p1, OFUSG02346.1.p1, OFUSG02350.1.p1, OFUSG02347.2.p1, OFUSG23459.1.p1, OFUSG23459.2.p1, OFUSG25851.2.p1, OFUSG25851.1.p1, OFUSG14156.1.p1, OFUSG21916.1.p1, OFUSG19493.1.p1, OFUSG01420.1.p1, OFUSG11082.1.p1	SACKO_16692
OG0009288	OFUSG09906.1.p1	SACKO_03100, SACKO_03099
OG0009291	OFUSG22445.1.p1, OFUSG22445.2.p1	SACKO_20223
OG0009295	OFUSG19456.1.p1	SACKO_16735, SACKO_06776, SACKO_15221, SACKO_15219, SACKO_06795, SACKO_06803
OG0009297	OFUSG00253.1.p2	SACKO_10995
OG0009298	OFUSG00422.1.p1	SACKO_20807
OG0009299	OFUSG09636.1.p1	SACKO_02443
OG0009301	OFUSG11996.1.p1	SACKO_29555
OG0009305	OFUSG26582.1.p1	SACKO_26689
OG0009309	OFUSG08127.1.p1	SACKO_12901, SACKO_12909
OG0009310	OFUSG25378.1.p1, OFUSG25378.2.p1	SACKO_14268
OG0009311	OFUSG03423.1.p1	SACKO_15543, SACKO_15571
OG0009312	OFUSG01075.1.p1	SACKO_05731, SACKO_05718
OG0009313	OFUSG17852.1.p1	SACKO_33908
OG0009314	OFUSG05459.1.p1	SACKO_27933
OG0009315	OFUSG14677.1.p1	SACKO_17108
OG0009316	OFUSG05559.1.p1	SACKO_30254, SACKO_30217
OG0009319	OFUSG12458.1.p1	SACKO_00961
OG0009321	OFUSG24094.1.p1, OFUSG24094.2.p1	SACKO_04398
OG0009324	OFUSG11375.1.p1	SACKO_31610
OG0009327	OFUSG00035.1.p1	SACKO_11558
OG0009328	OFUSG12518.1.p1	SACKO_21643
OG0009330	OFUSG18309.1.p1	SACKO_02830
OG0009334	OFUSG07050.1.p1	SACKO_30531
OG0009335	OFUSG13545.1.p1	SACKO_14699
OG0009336	OFUSG02730.1.p1	SACKO_23168
OG0009337	OFUSG23478.1.p1	SACKO_26815
OG0009338	OFUSG03116.1.p1	SACKO_14424
OG0009340	OFUSG19645.1.p1	SACKO_12080
OG0009341	OFUSG01573.1.p1	SACKO_06143, SACKO_31291
OG0009343	OFUSG06617.1.p1	SACKO_30811
OG0009344	OFUSG10536.1.p1	SACKO_28690
OG0009345	OFUSG08023.1.p1	SACKO_12921
OG0009347	OFUSG05588.1.p1	SACKO_12745
OG0009348	OFUSG15330.1.p1	SACKO_19894, SACKO_19885, SACKO_19891
OG0009349	OFUSG16160.1.p1	SACKO_10248
OG0009350	OFUSG19088.1.p1	SACKO_16923
OG0009352	OFUSG05803.1.p1	SACKO_15014
OG0009353	OFUSG10254.1.p1	SACKO_22434
OG0009354	OFUSG20456.1.p1	SACKO_19950
OG0009355	OFUSG15827.1.p1	SACKO_04164
OG0009356	OFUSG10231.1.p1	SACKO_22044
OG0009358	OFUSG24366.1.p1, OFUSG24367.1.p1	SACKO_12867
OG0009359	OFUSG19737.1.p1	SACKO_19912, SACKO_15468
OG0009360	OFUSG11844.1.p1	SACKO_31489
OG0009361	OFUSG16777.1.p1	SACKO_22374
OG0009363	OFUSG24128.2.p1, OFUSG24128.1.p1	SACKO_05773
OG0009365	OFUSG04300.1.p1, OFUSG04301.2.p1, OFUSG04301.1.p1	SACKO_22712
OG0009368	OFUSG16743.1.p1	SACKO_00561, SACKO_00568
OG0009369	OFUSG05915.1.p1	SACKO_25491
OG0009370	OFUSG05292.1.p1	SACKO_29635
OG0009371	OFUSG17675.1.p1	SACKO_27971
OG0009373	OFUSG05717.1.p1	SACKO_11395
OG0009375	OFUSG08311.1.p1	SACKO_00760
OG0009377	OFUSG08419.1.p1	SACKO_04691
OG0009378	OFUSG17534.1.p1	SACKO_21755
OG0009380	OFUSG05222.2.p1, OFUSG05222.1.p1	SACKO_02163
OG0009383	OFUSG04848.1.p1	SACKO_11485
OG0009385	OFUSG15261.1.p1	SACKO_21275
OG0009386	OFUSG22496.1.p1, OFUSG22496.2.p1	SACKO_07139
OG0009387	OFUSG05015.1.p1, OFUSG07435.1.p1	SACKO_07991
OG0009389	OFUSG19390.1.p1	SACKO_14693
OG0009390	OFUSG01931.1.p1, OFUSG01931.3.p1, OFUSG01931.2.p1	SACKO_14487
OG0009391	OFUSG00807.1.p1	SACKO_18858
OG0009393	OFUSG18368.1.p1	SACKO_10622
OG0009394	OFUSG07164.1.p1	SACKO_14569
OG0009395	OFUSG03770.1.p1	SACKO_23018
OG0009396	OFUSG23229.1.p1	SACKO_17442
OG0009399	OFUSG08702.1.p1	SACKO_30676
OG0009400	OFUSG14817.1.p1	SACKO_28914
OG0009401	OFUSG18727.1.p1	SACKO_20923, SACKO_17106
OG0009402	OFUSG14571.1.p1	SACKO_21279
OG0009404	OFUSG00691.1.p1	SACKO_32585
OG0009405	OFUSG08438.1.p1	SACKO_15837
OG0009406	OFUSG03371.1.p1	SACKO_21166, SACKO_01134, SACKO_24385
OG0009407	OFUSG17955.1.p1	SACKO_27198
OG0009408	OFUSG22627.1.p1	SACKO_29346
OG0009409	OFUSG05565.1.p1	SACKO_23562
OG0009410	OFUSG18655.1.p1	SACKO_23619
OG0009412	OFUSG06425.1.p1	SACKO_26461
OG0009419	OFUSG25734.1.p1	SACKO_27854
OG0009421	OFUSG23213.1.p1, OFUSG01268.1.p1	SACKO_19199
OG0009423	OFUSG16074.1.p1	SACKO_13936
OG0009425	OFUSG05856.1.p1	SACKO_12740
OG0009426	OFUSG11215.1.p1	SACKO_07277, SACKO_23127
OG0009427	OFUSG21512.1.p1	SACKO_31790
OG0009431	OFUSG26919.1.p1	SACKO_05878
OG0009434	OFUSG15369.1.p1	SACKO_31236
OG0009436	OFUSG09125.1.p1, OFUSG09125.2.p1	SACKO_12068
OG0009440	OFUSG25079.1.p1	SACKO_11969
OG0009446	OFUSG07104.1.p1	SACKO_10984
OG0009449	OFUSG02044.1.p1	SACKO_19904
OG0009451	OFUSG05469.1.p1, OFUSG05469.2.p1	SACKO_25610
OG0009452	OFUSG23378.1.p1	SACKO_27896
OG0009455	OFUSG18957.1.p1	SACKO_24134
OG0009472	OFUSG23265.1.p1	SACKO_20621, SACKO_13646
OG0009474	OFUSG19705.1.p1	SACKO_03262
OG0009483	OFUSG20618.1.p1	SACKO_30395
OG0009495	OFUSG00856.2.p1, OFUSG00856.1.p1	SACKO_25217
OG0009497	OFUSG25559.1.p1, OFUSG21078.1.p1	SACKO_01543, SACKO_01582, SACKO_01562, SACKO_01538, SACKO_01542, SACKO_01558, SACKO_01555, SACKO_01545, SACKO_01706
OG0009533	OFUSG26909.1.p1, OFUSG23724.1.p1	SACKO_00546, SACKO_00207, SACKO_21232, SACKO_11785, SACKO_32819, SACKO_13019, SACKO_31447, SACKO_01773, SACKO_13108, SACKO_13287, SACKO_04127, SACKO_29046, SACKO_04001
OG0009543	OFUSG22134.1.p1	SACKO_04373
OG0009544	OFUSG23898.1.p1	SACKO_31371
OG0009548	OFUSG10912.1.p1	SACKO_10727
OG0009552	OFUSG10357.2.p1, OFUSG10357.1.p1	SACKO_28769
OG0009554	OFUSG19879.1.p1, OFUSG19879.2.p1	SACKO_23458
OG0009562	OFUSG10372.1.p1	SACKO_28716
OG0009563	OFUSG22211.1.p1	SACKO_20109
OG0009565	OFUSG04572.1.p1	SACKO_02744
OG0009567	OFUSG06342.1.p1	SACKO_23713
OG0009568	OFUSG07111.1.p1	SACKO_17521
OG0009570	OFUSG21855.1.p1	SACKO_25466
OG0009571	OFUSG11611.1.p1	SACKO_14018, SACKO_14014
OG0009576	OFUSG11141.1.p1	SACKO_28651
OG0009577	OFUSG16415.1.p1	SACKO_06903
OG0009578	OFUSG17646.1.p1, OFUSG17646.2.p1	SACKO_02908
OG0009579	OFUSG25948.1.p1	SACKO_15569
OG0009582	OFUSG22701.2.p1, OFUSG22701.1.p1, OFUSG24845.1.p1, OFUSG24846.1.p1, OFUSG16767.1.p1, OFUSG17584.1.p1	SACKO_00720
OG0009584	OFUSG19529.1.p1	SACKO_30196
OG0009585	OFUSG11546.1.p1	SACKO_27743
OG0009586	OFUSG02636.1.p1	SACKO_30617
OG0009589	OFUSG20743.1.p1	SACKO_32721
OG0009594	OFUSG04960.1.p1	SACKO_19485
OG0009595	OFUSG07445.1.p1	SACKO_27755
OG0009596	OFUSG26282.4.p1, OFUSG26282.5.p1, OFUSG26282.2.p1, OFUSG26282.1.p1, OFUSG26282.3.p1	SACKO_11203
OG0009597	OFUSG24647.1.p1	SACKO_08398
OG0009598	OFUSG23448.1.p1	SACKO_25886
OG0009599	OFUSG01244.1.p1	SACKO_14788
OG0009601	OFUSG13987.1.p1	SACKO_26381
OG0009603	OFUSG21896.3.p1, OFUSG21896.2.p1, OFUSG21896.4.p1, OFUSG21896.1.p1, OFUSG21896.5.p1	SACKO_15355
OG0009604	OFUSG20315.1.p1	SACKO_11284
OG0009607	OFUSG02256.1.p1	SACKO_17954
OG0009609	OFUSG20483.2.p1, OFUSG20483.1.p1	SACKO_23923
OG0009610	OFUSG11804.1.p1	SACKO_03021
OG0009611	OFUSG09201.1.p1	SACKO_29282
OG0009612	OFUSG03806.1.p1, OFUSG03806.2.p1	SACKO_30583
OG0009615	OFUSG03940.2.p1, OFUSG03940.1.p1	SACKO_17288, SACKO_17277
OG0009617	OFUSG16069.1.p1	SACKO_02296
OG0009618	OFUSG01090.1.p1	SACKO_24282
OG0009619	OFUSG15883.1.p1	SACKO_24658
OG0009620	OFUSG21044.1.p1	SACKO_03840
OG0009622	OFUSG00312.1.p1, OFUSG00312.2.p1	SACKO_24302
OG0009626	OFUSG10314.1.p1, OFUSG10314.2.p1	SACKO_19850
OG0009627	OFUSG05804.1.p1	SACKO_21865
OG0009628	OFUSG14559.1.p1	SACKO_25540, SACKO_04839, SACKO_04983, SACKO_18023, SACKO_29374, SACKO_17112, SACKO_11286, SACKO_30696, SACKO_20344, SACKO_17033, SACKO_00979, SACKO_30404
OG0009631	OFUSG00115.1.p1	SACKO_11520
OG0009633	OFUSG09677.1.p1	SACKO_27629
OG0009634	OFUSG05097.1.p1	SACKO_30777
OG0009635	OFUSG13427.1.p1	SACKO_25329
OG0009636	OFUSG06508.1.p1	SACKO_30204
OG0009638	OFUSG04577.1.p1	SACKO_06874
OG0009639	OFUSG24173.1.p1	SACKO_04437
OG0009640	OFUSG03603.1.p1	SACKO_24933
OG0009645	OFUSG26437.1.p1	SACKO_26963
OG0009646	OFUSG26447.1.p1, OFUSG26447.2.p1	SACKO_17713
OG0009647	OFUSG25498.1.p1	SACKO_14577
OG0009648	OFUSG17403.1.p1	SACKO_13756
OG0009650	OFUSG20298.2.p1, OFUSG20298.1.p1	SACKO_26747
OG0009652	OFUSG25061.1.p1	SACKO_12352
OG0009653	OFUSG25787.1.p1	SACKO_20868
OG0009655	OFUSG12380.1.p1, OFUSG12380.2.p1	SACKO_31202
OG0009655	OFUSG12379.1.p1	SACKO_31206
OG0009656	OFUSG07771.1.p1	SACKO_27455
OG0009661	OFUSG10349.1.p1	SACKO_28736
OG0009663	OFUSG05579.1.p1	SACKO_24584
OG0009665	OFUSG03493.1.p1	SACKO_14470
OG0009666	OFUSG02615.1.p1, OFUSG05000.1.p1	SACKO_31880, SACKO_31908
OG0009667	OFUSG00331.1.p1, OFUSG02792.1.p1	SACKO_24089, SACKO_24157, SACKO_24094, SACKO_24130
OG0009668	OFUSG00623.1.p1, OFUSG10523.1.p1, OFUSG10523.2.p1, OFUSG21876.1.p1, OFUSG01303.1.p1	SACKO_18915, SACKO_21086
OG0009669	OFUSG02817.1.p1	SACKO_24930
OG0009670	OFUSG12038.1.p1	SACKO_31491
OG0009671	OFUSG03379.1.p1	SACKO_27010
OG0009671	OFUSG21082.1.p1	SACKO_06784
OG0009673	OFUSG10697.1.p1, OFUSG14710.1.p1	SACKO_08911
OG0009674	OFUSG03454.1.p1	SACKO_02634, SACKO_02643
OG0009675	OFUSG11612.1.p1	SACKO_04767
OG0009676	OFUSG04823.1.p1	SACKO_17418
OG0009677	OFUSG25636.1.p1	SACKO_29062, SACKO_29069
OG0009679	OFUSG23507.1.p1, OFUSG23506.1.p1	SACKO_00525
OG0009681	OFUSG10298.1.p1	SACKO_02235
OG0009683	OFUSG11989.1.p1	SACKO_03998
OG0009684	OFUSG00398.2.p1, OFUSG00398.1.p1	SACKO_03651
OG0009685	OFUSG19185.1.p1	SACKO_10516
OG0009691	OFUSG23785.1.p1	SACKO_19228
OG0009695	OFUSG18893.1.p1	SACKO_01167
OG0009696	OFUSG26044.1.p1, OFUSG25486.1.p1, OFUSG11140.1.p1, OFUSG01703.1.p1, OFUSG01883.1.p1, OFUSG23804.1.p1	SACKO_17534
OG0009703	OFUSG00770.1.p1	SACKO_19141
OG0009707	OFUSG24925.1.p1	SACKO_00490
OG0009723	OFUSG22021.1.p1	SACKO_07864
OG0009733	OFUSG13170.1.p1	SACKO_18368
OG0009737	OFUSG20672.1.p1, OFUSG20672.2.p1	SACKO_10663
OG0009751	OFUSG25230.1.p1, OFUSG19451.1.p1, OFUSG12234.1.p1, OFUSG19452.1.p1, OFUSG25231.1.p2	SACKO_31171
OG0009756	OFUSG08926.1.p1	SACKO_30957
OG0009762	OFUSG09524.1.p1, OFUSG09524.2.p1	SACKO_28619
OG0009843	OFUSG25403.1.p1	SACKO_14256
OG0009853	OFUSG16839.1.p1	SACKO_28355
OG0009854	OFUSG19370.1.p1	SACKO_24180
OG0009856	OFUSG16686.1.p1	SACKO_31980
OG0009862	OFUSG10315.2.p1, OFUSG10315.1.p1	SACKO_30454
OG0009863	OFUSG05406.2.p1, OFUSG05406.1.p1	SACKO_17416
OG0009864	OFUSG15105.1.p1	SACKO_04332
OG0009865	OFUSG07670.1.p1	SACKO_14280
OG0009866	OFUSG14628.1.p1	SACKO_00251
OG0009867	OFUSG08468.1.p1	SACKO_22406
OG0009868	OFUSG21336.1.p1	SACKO_33665, SACKO_05385
OG0009870	OFUSG07137.1.p1	SACKO_04890
OG0009873	OFUSG17363.1.p1	SACKO_06476
OG0009874	OFUSG19657.1.p1, OFUSG19657.2.p1	SACKO_16330
OG0009877	OFUSG03682.1.p1	SACKO_16780
OG0009879	OFUSG19389.1.p1	SACKO_10291
OG0009881	OFUSG05743.1.p1	SACKO_27930
OG0009882	OFUSG12508.1.p1	SACKO_34001
OG0009883	OFUSG22478.1.p1	SACKO_04336
OG0009884	OFUSG10918.1.p1	SACKO_28006
OG0009886	OFUSG06494.1.p1	SACKO_12499
OG0009889	OFUSG26097.1.p1	SACKO_02642
OG0009890	OFUSG19484.1.p1, OFUSG20014.1.p1	SACKO_17007
OG0009895	OFUSG16788.1.p1	SACKO_04177
OG0009896	OFUSG17808.1.p1	SACKO_17336
OG0009897	OFUSG16969.1.p1	SACKO_04428
OG0009899	OFUSG11204.1.p1	SACKO_12353
OG0009900	OFUSG26000.1.p1	SACKO_32921
OG0009901	OFUSG19433.1.p1	SACKO_08935
OG0009903	OFUSG06455.1.p1	SACKO_10189, SACKO_20214
OG0009908	OFUSG17492.1.p1	SACKO_06079
OG0009909	OFUSG12066.1.p1	SACKO_06071, SACKO_06066
OG0009911	OFUSG17618.1.p1	SACKO_31071
OG0009913	OFUSG26125.1.p1, OFUSG26125.2.p1	SACKO_07636
OG0009915	OFUSG24209.1.p1	SACKO_01302, SACKO_06405
OG0009916	OFUSG23426.1.p1	SACKO_31085
OG0009919	OFUSG10466.1.p1	SACKO_28672, SACKO_28753, SACKO_28780
OG0009921	OFUSG05714.1.p1	SACKO_05207
OG0009922	OFUSG10603.1.p1	SACKO_28016
OG0009923	OFUSG25035.1.p1	SACKO_14008
OG0009927	OFUSG24612.1.p1	SACKO_12636
OG0009928	OFUSG08329.1.p1	SACKO_24539
OG0009929	OFUSG24202.1.p1	SACKO_21993
OG0009930	OFUSG09758.1.p1	SACKO_09918
OG0009931	OFUSG11001.1.p1	SACKO_05854
OG0009934	OFUSG07595.1.p1	SACKO_30108
OG0009935	OFUSG09348.1.p1	SACKO_12100
OG0009953	OFUSG09764.1.p1	SACKO_15970
OG0009955	OFUSG23202.1.p1, OFUSG02611.1.p1	SACKO_28698
OG0009956	OFUSG13269.1.p1	SACKO_30958
OG0009960	OFUSG02768.1.p1	SACKO_04215
OG0009962	OFUSG25154.1.p1, OFUSG11558.1.p1, OFUSG01847.1.p1, OFUSG11557.1.p1	SACKO_31625
OG0009963	OFUSG03934.2.p1, OFUSG03934.1.p1	SACKO_12933
OG0009965	OFUSG09189.1.p1	SACKO_01857
OG0009966	OFUSG00495.1.p1	SACKO_25026
OG0009968	OFUSG11430.1.p1	SACKO_31612
OG0009971	OFUSG10226.1.p1	SACKO_18903
OG0009987	OFUSG20671.1.p1, OFUSG08708.1.p1	SACKO_28268
OG0009996	OFUSG08688.1.p1	SACKO_19926
OG0010005	OFUSG07085.1.p1, OFUSG07085.2.p1	SACKO_03581
OG0010022	OFUSG07690.1.p1	SACKO_14488
OG0010033	OFUSG05567.1.p1	SACKO_23567
OG0010045	OFUSG05381.1.p1	SACKO_03701
OG0010046	OFUSG18614.2.p1, OFUSG18614.1.p1	SACKO_14147
OG0010047	OFUSG17854.2.p1, OFUSG17854.1.p1	SACKO_33922
OG0010048	OFUSG01421.1.p1, OFUSG01793.1.p1, OFUSG01793.2.p1, OFUSG00104.1.p1, OFUSG00001.5.p1, OFUSG00001.2.p1, OFUSG00001.3.p1, OFUSG00001.4.p1, OFUSG00001.1.p1	SACKO_28372
OG0010101	OFUSG26336.1.p1	SACKO_30894, SACKO_30931
OG0010126	OFUSG16398.1.p1	SACKO_02921
OG0010127	OFUSG18664.1.p1	SACKO_01140
OG0010130	OFUSG06475.1.p1	SACKO_26448
OG0010133	OFUSG09826.1.p1, OFUSG09826.2.p1	SACKO_07209
OG0010135	OFUSG18673.1.p1	SACKO_06240
OG0010137	OFUSG12068.1.p1	SACKO_33987
OG0010142	OFUSG23822.2.p1, OFUSG23822.1.p1	SACKO_14884, SACKO_27424
OG0010147	OFUSG02067.1.p1	SACKO_15858
OG0010148	OFUSG24606.1.p1	SACKO_24333
OG0010152	OFUSG16023.1.p1	SACKO_15513
OG0010154	OFUSG21107.1.p1	SACKO_02353
OG0010155	OFUSG13109.1.p1	SACKO_00087
OG0010156	OFUSG04469.1.p1	SACKO_05640
OG0010162	OFUSG11836.1.p1	SACKO_03048, SACKO_05178
OG0010164	OFUSG11604.1.p1	SACKO_20595
OG0010167	OFUSG19600.1.p1, OFUSG19601.1.p1	SACKO_07148, SACKO_14615
OG0010169	OFUSG06265.1.p1	SACKO_07376
OG0010170	OFUSG20626.1.p1	SACKO_10924
OG0010175	OFUSG19595.1.p1	SACKO_24360
OG0010176	OFUSG18387.1.p1, OFUSG18387.2.p1	SACKO_19849
OG0010178	OFUSG06155.1.p1	SACKO_30340
OG0010179	OFUSG05304.1.p1	SACKO_17417
OG0010182	OFUSG01317.1.p1	SACKO_15604
OG0010183	OFUSG07147.1.p1	SACKO_13245
OG0010184	OFUSG18881.1.p1	SACKO_24177
OG0010186	OFUSG10424.1.p1	SACKO_17737
OG0010187	OFUSG12364.1.p1	SACKO_20593
OG0010189	OFUSG19347.1.p1	SACKO_26586
OG0010190	OFUSG15052.1.p1, OFUSG15053.1.p1	SACKO_15037, SACKO_15031, SACKO_15025, SACKO_29092
OG0010191	OFUSG00157.1.p1	SACKO_31307
OG0010192	OFUSG04664.1.p1	SACKO_16325
OG0010196	OFUSG01009.2.p1, OFUSG01009.1.p1	SACKO_01587
OG0010197	OFUSG04068.1.p1	SACKO_00111
OG0010198	OFUSG04738.1.p1	SACKO_04170
OG0010202	OFUSG16836.1.p1	SACKO_02670
OG0010203	OFUSG26748.1.p1	SACKO_16006
OG0010204	OFUSG21416.1.p1	SACKO_11459
OG0010206	OFUSG08400.1.p1	SACKO_28253
OG0010207	OFUSG04040.1.p1	SACKO_02666
OG0010208	OFUSG07136.1.p1, OFUSG07136.2.p1	SACKO_10994
OG0010211	OFUSG18859.2.p1, OFUSG18859.1.p1	SACKO_24070
OG0010214	OFUSG15484.1.p1	SACKO_21515
OG0010215	OFUSG17092.1.p1	SACKO_21003
OG0010217	OFUSG08387.1.p1	SACKO_17516, SACKO_17518
OG0010220	OFUSG08251.1.p1	SACKO_14711
OG0010222	OFUSG11391.1.p1	SACKO_09148
OG0010223	OFUSG01853.1.p1	SACKO_32568
OG0010224	OFUSG23093.1.p1, OFUSG23092.1.p1	SACKO_19200
OG0010225	OFUSG01260.1.p1	SACKO_33906, SACKO_33907
OG0010226	OFUSG21661.1.p1	SACKO_09161
OG0010228	OFUSG05243.1.p1	SACKO_04894
OG0010229	OFUSG15139.1.p1	SACKO_19083
OG0010230	OFUSG07031.1.p1, OFUSG07031.2.p1	SACKO_29938, SACKO_29951
OG0010231	OFUSG08245.1.p1	SACKO_26112
OG0010233	OFUSG26940.1.p1	SACKO_27957, SACKO_18267, SACKO_21202, SACKO_00754, SACKO_24623, SACKO_09708, SACKO_17802, SACKO_01640, SACKO_01664
OG0010236	OFUSG07335.1.p1	SACKO_08334, SACKO_12345
OG0010240	OFUSG07562.1.p1	SACKO_05055
OG0010245	OFUSG23554.2.p1, OFUSG23554.1.p1	SACKO_11468
OG0010247	OFUSG03612.2.p1, OFUSG03612.1.p1, OFUSG14013.1.p1	SACKO_02360
OG0010248	OFUSG13639.1.p1	SACKO_34163
OG0010249	OFUSG08748.1.p1	SACKO_12421
OG0010251	OFUSG08789.2.p1, OFUSG08789.1.p1	SACKO_33085
OG0010252	OFUSG05654.1.p1	SACKO_25487
OG0010254	OFUSG09798.1.p1	SACKO_16999
OG0010257	OFUSG01242.1.p1	SACKO_04558
OG0010269	OFUSG07676.1.p1	SACKO_19806
OG0010276	OFUSG01223.1.p1	SACKO_11566
OG0010284	OFUSG23101.1.p1	SACKO_05279
OG0010287	OFUSG04042.1.p1, OFUSG02729.1.p1, OFUSG21857.1.p1, OFUSG21858.1.p1	SACKO_01100
OG0010342	OFUSG26827.2.p1, OFUSG26827.1.p1	SACKO_11938
OG0010352	OFUSG21118.1.p1	SACKO_27056
OG0010353	OFUSG18338.1.p1	SACKO_16192
OG0010364	OFUSG25228.1.p1, OFUSG24419.1.p1, OFUSG02828.1.p1, OFUSG15265.1.p1, OFUSG08670.1.p1	SACKO_33228
OG0010376	OFUSG13390.1.p1, OFUSG15529.1.p1, OFUSG00844.1.p1	SACKO_14868
OG0010377	OFUSG14147.4.p1, OFUSG14147.3.p1, OFUSG14147.1.p1, OFUSG14147.2.p1	SACKO_09483, SACKO_27809, SACKO_27794
OG0010382	OFUSG06111.2.p1, OFUSG06111.1.p1, OFUSG19913.1.p1	SACKO_09465
OG0010382	OFUSG15119.1.p1	SACKO_32984, SACKO_31521, SACKO_09480, SACKO_17209, SACKO_31518, SACKO_30411
OG0010387	OFUSG02741.1.p1, OFUSG26722.1.p1, OFUSG12628.1.p1, OFUSG12628.2.p1	SACKO_30900, SACKO_01580, SACKO_05723, SACKO_02491, SACKO_01539
OG0010403	OFUSG21403.1.p1, OFUSG04678.1.p1, OFUSG12819.2.p1, OFUSG12819.1.p1, OFUSG12819.3.p1, OFUSG21404.1.p1, OFUSG00165.1.p1, OFUSG16066.1.p1, OFUSG00588.1.p1, OFUSG00588.2.p1	SACKO_17322, SACKO_22813, SACKO_22763
OG0010468	OFUSG15218.1.p1	SACKO_05432
OG0010473	OFUSG01415.1.p1, OFUSG01415.2.p1	SACKO_03648
OG0010476	OFUSG05795.1.p1	SACKO_02281
