Orthogroup	OWEFU	MOUSE
OG0005649	OFUSG16737.1.p1	MOUSE15810
OG0005651	OFUSG10008.1.p1, OFUSG10008.2.p1	MOUSE15638
OG0005652	OFUSG06459.1.p1	MOUSE31213
OG0005654	OFUSG18699.1.p1, OFUSG18699.2.p1	MOUSE49477, MOUSE49478, MOUSE49476, MOUSE49474, MOUSE49475, MOUSE21623, MOUSE21622
OG0005655	OFUSG20991.1.p1	MOUSE13552, MOUSE29239
OG0005656	OFUSG19528.1.p1	MOUSE40194
OG0005660	OFUSG22677.1.p1	MOUSE03876
OG0005661	OFUSG17515.2.p1, OFUSG17515.1.p1	MOUSE34543, MOUSE34542, MOUSE22666, MOUSE22665
OG0005662	OFUSG01100.1.p1	MOUSE47170, MOUSE47171, MOUSE47169, MOUSE46978, MOUSE46977, MOUSE46983, MOUSE46982, MOUSE46980, MOUSE15147, MOUSE15146, MOUSE46981, MOUSE46979
OG0005664	OFUSG16633.3.p1, OFUSG16633.1.p1, OFUSG16633.2.p2	MOUSE14766, MOUSE13348, MOUSE13349, MOUSE13351, MOUSE13350, MOUSE13347
OG0005665	OFUSG08814.1.p1	MOUSE01609, MOUSE20696
OG0005681	OFUSG14799.1.p1	MOUSE35050, MOUSE35049, MOUSE35048
OG0005685	OFUSG16960.1.p1	MOUSE06675, MOUSE06676, MOUSE06674
OG0005690	OFUSG08782.1.p1	MOUSE30847, MOUSE30846, MOUSE30844, MOUSE24493, MOUSE30845
OG0005691	OFUSG05818.1.p1	MOUSE41238, MOUSE41236
OG0005692	OFUSG01858.1.p1	MOUSE40981, MOUSE40980
OG0005694	OFUSG09049.1.p1, OFUSG09049.2.p1	MOUSE51450, MOUSE51449
OG0005695	OFUSG25511.1.p1	MOUSE44012, MOUSE44006, MOUSE44004, MOUSE44013, MOUSE44009, MOUSE44007, MOUSE44011, MOUSE44010, MOUSE44005, MOUSE44008
OG0005696	OFUSG03350.1.p1	MOUSE12983, MOUSE12980, MOUSE12982, MOUSE12981
OG0005697	OFUSG03909.1.p1	MOUSE44809, MOUSE44810, MOUSE44812, MOUSE44808
OG0005698	OFUSG23576.1.p1, OFUSG23576.2.p1	MOUSE49473
OG0005699	OFUSG26833.1.p1	MOUSE20418, MOUSE20420, MOUSE20419, MOUSE20421, MOUSE20417
OG0005700	OFUSG02675.2.p1, OFUSG02675.1.p1	MOUSE29676
OG0005701	OFUSG18399.1.p1	MOUSE11437, MOUSE11436
OG0005702	OFUSG02722.1.p1, OFUSG02722.2.p1	MOUSE50035
OG0005703	OFUSG10785.1.p1	MOUSE25239
OG0005704	OFUSG00940.1.p1	MOUSE12508, MOUSE12510, MOUSE12509
OG0005707	OFUSG09056.1.p1	MOUSE47467
OG0005708	OFUSG00132.1.p1	MOUSE53004, MOUSE53005, MOUSE53003, MOUSE53002
OG0005709	OFUSG11953.1.p1	MOUSE07354
OG0005710	OFUSG17631.1.p1	MOUSE48846, MOUSE48845
OG0005711	OFUSG23561.1.p1	MOUSE38842, MOUSE38841, MOUSE38843, MOUSE38839, MOUSE38840, MOUSE38837, MOUSE38838
OG0005712	OFUSG07816.1.p1	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244
OG0005713	OFUSG00243.1.p1	MOUSE45885, MOUSE45886, MOUSE45887
OG0005714	OFUSG09929.1.p1	MOUSE26001, MOUSE25998
OG0005715	OFUSG04447.2.p1, OFUSG04447.1.p1	MOUSE20698
OG0005717	OFUSG01462.3.p1, OFUSG01462.1.p1, OFUSG01462.2.p1, OFUSG01462.4.p1	MOUSE52141, MOUSE52140
OG0005718	OFUSG09066.1.p1	MOUSE51203
OG0005719	OFUSG26442.1.p1	MOUSE34481
OG0005720	OFUSG18648.1.p1	MOUSE27884, MOUSE27887, MOUSE27885, MOUSE27886, MOUSE27883, MOUSE27882
OG0005721	OFUSG12764.1.p1	MOUSE38074
OG0005723	OFUSG19412.1.p1	MOUSE52812, MOUSE52818
OG0005724	OFUSG11970.1.p1	MOUSE19172, MOUSE19171
OG0005725	OFUSG10099.1.p1	MOUSE38671
OG0005726	OFUSG20327.1.p1	MOUSE13353
OG0005727	OFUSG15049.1.p1	MOUSE37853, MOUSE37848, MOUSE37849, MOUSE37847, MOUSE37850
OG0005728	OFUSG05083.1.p1, OFUSG05079.1.p1	MOUSE28822
OG0005729	OFUSG16386.1.p1	MOUSE00534
OG0005730	OFUSG18255.1.p1	MOUSE14173
OG0005731	OFUSG10296.1.p1	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784
OG0005732	OFUSG09988.1.p1	MOUSE16964
OG0005733	OFUSG11058.1.p1	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347
OG0005734	OFUSG13407.1.p1	MOUSE34566
OG0005735	OFUSG07258.2.p1, OFUSG07258.1.p1, OFUSG07258.3.p1	MOUSE26087, MOUSE26089
OG0005736	OFUSG18982.1.p1	MOUSE55176, MOUSE40853, MOUSE39020
OG0005737	OFUSG23603.1.p1	MOUSE09035, MOUSE09036, MOUSE09032, MOUSE09033
OG0005738	OFUSG06832.1.p1	MOUSE52272, MOUSE52271
OG0005739	OFUSG26372.2.p1, OFUSG26372.1.p1	MOUSE29093, MOUSE29092, MOUSE09224, MOUSE09223
OG0005740	OFUSG18208.1.p1	MOUSE04743
OG0005741	OFUSG16616.1.p1	MOUSE05378, MOUSE05380, MOUSE05379, MOUSE05377
OG0005742	OFUSG04680.1.p1	MOUSE39835, MOUSE39836
OG0005744	OFUSG16586.1.p1	MOUSE32597
OG0005746	OFUSG03475.1.p1	MOUSE31574
OG0005747	OFUSG21432.1.p1	MOUSE34833, MOUSE34832
OG0005748	OFUSG26335.1.p1	MOUSE52315
OG0005749	OFUSG08122.2.p1, OFUSG08122.3.p1, OFUSG08122.1.p1	MOUSE02162, MOUSE02161
OG0005750	OFUSG02162.1.p1	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270
OG0005751	OFUSG11839.1.p1	MOUSE27382, MOUSE27381
OG0005752	OFUSG08796.1.p1	MOUSE27872, MOUSE27873
OG0005753	OFUSG08869.1.p1	MOUSE50891
OG0005754	OFUSG19026.1.p1	MOUSE32224, MOUSE32225, MOUSE32226, MOUSE32227
OG0005755	OFUSG05141.1.p1, OFUSG05141.2.p1	MOUSE28753, MOUSE28752, MOUSE28751, MOUSE28754
OG0005756	OFUSG04247.1.p1	MOUSE30501, MOUSE30498, MOUSE30494, MOUSE30499, MOUSE30496, MOUSE30500, MOUSE30497, MOUSE30495
OG0005757	OFUSG20565.1.p1	MOUSE10035, MOUSE10033, MOUSE10032, MOUSE10034, MOUSE10036
OG0005758	OFUSG24779.1.p1	MOUSE29987, MOUSE29985
OG0005759	OFUSG11098.1.p1	MOUSE05135
OG0005761	OFUSG14829.1.p1	MOUSE15321
OG0005762	OFUSG21909.1.p1	MOUSE29829, MOUSE29830
OG0005763	OFUSG20141.1.p1	MOUSE19514
OG0005764	OFUSG20153.1.p1	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696
OG0005765	OFUSG06503.1.p1	MOUSE21255, MOUSE21256, MOUSE21257, MOUSE21258
OG0005766	OFUSG23322.1.p1	MOUSE29950
OG0005767	OFUSG16464.1.p1	MOUSE18919
OG0005768	OFUSG16239.1.p1	MOUSE15730
OG0005769	OFUSG08073.1.p1	MOUSE24029, MOUSE24027, MOUSE24028
OG0005770	OFUSG20356.1.p1	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715
OG0005771	OFUSG09411.1.p1	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256
OG0005772	OFUSG16894.1.p1, OFUSG16894.2.p1	MOUSE15300, MOUSE15304, MOUSE15303, MOUSE15302, MOUSE15301
OG0005773	OFUSG05158.1.p1	MOUSE19628
OG0005774	OFUSG15936.1.p1	MOUSE14620
OG0005775	OFUSG17839.1.p1	MOUSE14235
OG0005777	OFUSG00897.1.p1	MOUSE16613, MOUSE16609, MOUSE16611, MOUSE16610, MOUSE16612
OG0005778	OFUSG12005.1.p1	MOUSE27440, MOUSE27439
OG0005779	OFUSG10893.1.p1	MOUSE02825, MOUSE02824
OG0005781	OFUSG00342.1.p1	MOUSE13114
OG0005782	OFUSG25153.1.p1	MOUSE35834, MOUSE35833
OG0005783	OFUSG18976.1.p1	MOUSE27843
OG0005784	OFUSG19490.1.p1	MOUSE21069
OG0005785	OFUSG10500.1.p1	MOUSE03145, MOUSE03144
OG0005786	OFUSG05814.2.p1, OFUSG05814.1.p1	MOUSE39044, MOUSE39042, MOUSE53782, MOUSE53783
OG0005787	OFUSG04634.1.p1	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851
OG0005788	OFUSG07622.1.p1	MOUSE29202, MOUSE29203
OG0005789	OFUSG04945.1.p1	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555
OG0005790	OFUSG11378.1.p1	MOUSE03111, MOUSE03112, MOUSE03110
OG0005791	OFUSG16958.2.p1, OFUSG16958.1.p1	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620
OG0005792	OFUSG26966.2.p1, OFUSG26966.1.p1	MOUSE20396, MOUSE20395, MOUSE20397
OG0005793	OFUSG00069.2.p1, OFUSG00069.1.p1	MOUSE03696
OG0005794	OFUSG15800.1.p1, OFUSG15800.2.p1	MOUSE39908, MOUSE39909
OG0005795	OFUSG02404.1.p1	MOUSE21846, MOUSE21845
OG0005796	OFUSG09979.1.p1	MOUSE40257
OG0005797	OFUSG12084.1.p1	MOUSE09433
OG0005798	OFUSG06068.2.p1, OFUSG06068.1.p1	MOUSE52512
OG0005799	OFUSG21840.1.p1	MOUSE20188
OG0005800	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1	MOUSE18364, MOUSE18363
OG0005801	OFUSG20252.1.p1	MOUSE13512, MOUSE13514
OG0005802	OFUSG01814.1.p1	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182
OG0005803	OFUSG12897.1.p1	MOUSE55345, MOUSE55344
OG0005804	OFUSG00462.1.p1	MOUSE16105, MOUSE33565, MOUSE33564
OG0005805	OFUSG23874.1.p1	MOUSE04358
OG0005806	OFUSG22309.2.p1, OFUSG22309.1.p1	MOUSE37229, MOUSE37227, MOUSE37228
OG0005807	OFUSG00900.1.p1	MOUSE16334, MOUSE16333
OG0005808	OFUSG00527.1.p1	MOUSE40760, MOUSE40759
OG0005811	OFUSG11247.1.p1	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243
OG0005812	OFUSG11647.1.p1	MOUSE20449
OG0005813	OFUSG22102.2.p1, OFUSG22102.1.p1, OFUSG22619.1.p1	MOUSE37235, MOUSE37233, MOUSE37234
OG0005814	OFUSG26358.1.p1, OFUSG26358.2.p1	MOUSE20797
OG0005815	OFUSG24013.1.p1	MOUSE37926, MOUSE37929, MOUSE37928
OG0005816	OFUSG22586.1.p1	MOUSE02992
OG0005817	OFUSG14857.1.p1	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247
OG0005818	OFUSG06441.1.p1, OFUSG06441.2.p1	MOUSE01762, MOUSE01763
OG0005819	OFUSG17295.1.p1	MOUSE50349, MOUSE50348
OG0005821	OFUSG09342.1.p1, OFUSG09343.1.p1	MOUSE43001, MOUSE43000, MOUSE43002
OG0005822	OFUSG12585.1.p1	MOUSE08144, MOUSE08141, MOUSE08140, MOUSE08147, MOUSE08145, MOUSE08143, MOUSE08146, MOUSE08142
OG0005823	OFUSG25743.1.p1	MOUSE04685
OG0005824	OFUSG09743.1.p1	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408
OG0005825	OFUSG11320.1.p1	MOUSE40602, MOUSE40600
OG0005826	OFUSG19121.1.p1	MOUSE41248
OG0005827	OFUSG25115.1.p1	MOUSE18759, MOUSE18758
OG0005828	OFUSG15157.1.p1	MOUSE37568, MOUSE37567, MOUSE37565, MOUSE37566
OG0005829	OFUSG01365.1.p1	MOUSE00184
OG0005830	OFUSG10185.1.p1	MOUSE14203
OG0005831	OFUSG20334.1.p1	MOUSE06090, MOUSE06091, MOUSE06092
OG0005832	OFUSG20421.1.p1	MOUSE49608
OG0005833	OFUSG11209.1.p1	MOUSE24738, MOUSE24737, MOUSE43193
OG0005834	OFUSG25449.1.p1, OFUSG25449.2.p1	MOUSE32412, MOUSE32411, MOUSE32410
OG0005835	OFUSG24596.1.p1	MOUSE02461, MOUSE02462
OG0005836	OFUSG06015.1.p1	MOUSE27772, MOUSE27771, MOUSE27773
OG0005837	OFUSG26386.1.p1	MOUSE48882, MOUSE48881, MOUSE48880
OG0005838	OFUSG22578.1.p1	MOUSE42074, MOUSE42076, MOUSE42079, MOUSE42077, MOUSE42078, MOUSE42075
OG0005840	OFUSG17218.1.p1	MOUSE21324
OG0005841	OFUSG18860.2.p1, OFUSG18860.1.p1	MOUSE36053
OG0005842	OFUSG17014.1.p1	MOUSE28812, MOUSE28814, MOUSE28815
OG0005843	OFUSG13111.2.p1, OFUSG13111.1.p1	MOUSE21541, MOUSE21537
OG0005844	OFUSG18340.1.p1	MOUSE11416, MOUSE11413, MOUSE11417, MOUSE11415, MOUSE11414, MOUSE11410, MOUSE11412, MOUSE11411
OG0005845	OFUSG18853.1.p1	MOUSE04473
OG0005846	OFUSG12015.1.p1	MOUSE03064
OG0005847	OFUSG21573.1.p1	MOUSE24586
OG0005849	OFUSG13675.1.p1	MOUSE22097, MOUSE22096
OG0005850	OFUSG13683.1.p1	MOUSE33785, MOUSE33784
OG0005851	OFUSG17159.1.p1	MOUSE33454
OG0005852	OFUSG19154.1.p1	MOUSE31081
OG0005853	OFUSG12469.1.p1	MOUSE07627
OG0005854	OFUSG20549.1.p1	MOUSE49612, MOUSE49611
OG0005856	OFUSG11607.1.p1	MOUSE18621, MOUSE18620, MOUSE18619
OG0005857	OFUSG15447.4.p1, OFUSG15447.3.p1, OFUSG15447.2.p1, OFUSG15447.1.p1	MOUSE04700, MOUSE04699
OG0005858	OFUSG23890.1.p1	MOUSE37403, MOUSE37400
OG0005859	OFUSG25456.1.p1	MOUSE19800
OG0005860	OFUSG16634.2.p1, OFUSG16634.1.p1	MOUSE20692
OG0005861	OFUSG12753.1.p1	MOUSE33700
OG0005863	OFUSG11072.1.p1	MOUSE16980, MOUSE16979
OG0005864	OFUSG19504.1.p1	MOUSE02844, MOUSE02845
OG0005869	OFUSG03581.1.p1	MOUSE28362, MOUSE28363
OG0005870	OFUSG23370.1.p1	MOUSE31359, MOUSE31360
OG0005871	OFUSG02901.1.p1	MOUSE36369, MOUSE36368, MOUSE36367
OG0005872	OFUSG04199.1.p1	MOUSE38976
OG0005874	OFUSG03952.1.p1	MOUSE22485, MOUSE22486
OG0005875	OFUSG14727.1.p1	MOUSE45109
OG0005876	OFUSG19535.1.p1	MOUSE40708, MOUSE40709
OG0005877	OFUSG21409.1.p1	MOUSE01409, MOUSE01408
OG0005878	OFUSG25068.1.p1	MOUSE07579
OG0005879	OFUSG20758.1.p1	MOUSE32049
OG0005880	OFUSG19008.1.p1	MOUSE10866
OG0005881	OFUSG17494.2.p1, OFUSG17494.1.p1	MOUSE00340, MOUSE00341, MOUSE00339, MOUSE00343, MOUSE00342, MOUSE00344
OG0005882	OFUSG07964.2.p1, OFUSG07964.3.p1, OFUSG07964.1.p1, OFUSG07965.1.p3	MOUSE41989, MOUSE41990, MOUSE41988, MOUSE41991
OG0005883	OFUSG07782.1.p1	MOUSE15200, MOUSE15206, MOUSE15207, MOUSE15202, MOUSE15199
OG0005884	OFUSG11294.1.p1	MOUSE24783, MOUSE24785, MOUSE24784
OG0005885	OFUSG16933.1.p1, OFUSG16931.1.p1, OFUSG16934.1.p1	MOUSE34795
OG0005886	OFUSG12295.1.p1	MOUSE07662, MOUSE07661
OG0005887	OFUSG22196.1.p1	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548
OG0005888	OFUSG10914.1.p1	MOUSE50312, MOUSE50313
OG0005889	OFUSG00364.1.p1	MOUSE54433, MOUSE54434
OG0005890	OFUSG21628.1.p1	MOUSE17343
OG0005891	OFUSG10325.2.p1, OFUSG10325.1.p1, OFUSG10325.3.p1	MOUSE05939, MOUSE05938, MOUSE05940, MOUSE05937
OG0005892	OFUSG04898.1.p1	MOUSE49067, MOUSE49066, MOUSE49064, MOUSE49065
OG0005893	OFUSG03818.1.p1	MOUSE13001, MOUSE13002, MOUSE13003
OG0005894	OFUSG03001.1.p1	MOUSE13056, MOUSE13057, MOUSE19376
OG0005895	OFUSG17312.1.p1	MOUSE04970, MOUSE04969
OG0005896	OFUSG13776.1.p1	MOUSE00284, MOUSE00283, MOUSE21618
OG0005897	OFUSG08962.1.p1	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555
OG0005898	OFUSG11992.1.p1	MOUSE42784, MOUSE42783, MOUSE42786
OG0005899	OFUSG07835.1.p1	MOUSE48385
OG0005900	OFUSG16856.1.p1	MOUSE33624
OG0005901	OFUSG04944.1.p1	MOUSE49551
OG0005902	OFUSG23218.1.p1, OFUSG23218.2.p1	MOUSE32103
OG0005903	OFUSG19287.1.p1	MOUSE45092
OG0005906	OFUSG16556.3.p1, OFUSG16556.2.p1, OFUSG16556.1.p1, OFUSG24412.1.p1	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303
OG0005907	OFUSG05841.1.p1	MOUSE01951
OG0005907	OFUSG05842.1.p1, OFUSG05842.2.p1	MOUSE01952
OG0005908	OFUSG08875.1.p1, OFUSG08875.2.p1	MOUSE51660, MOUSE51661, MOUSE51662, MOUSE51663, MOUSE51664
OG0005909	OFUSG09455.1.p1	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446
OG0005910	OFUSG13819.2.p1, OFUSG13819.1.p1	MOUSE45054, MOUSE45055, MOUSE45051, MOUSE45052
OG0005911	OFUSG12877.1.p1	MOUSE32346, MOUSE32347, MOUSE32350, MOUSE32351
OG0005912	OFUSG21385.1.p1, OFUSG21385.2.p1	MOUSE35138, MOUSE23020, MOUSE23019
OG0005913	OFUSG03204.1.p1	MOUSE38856, MOUSE38854, MOUSE38855
OG0005914	OFUSG05820.1.p1	MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910
OG0005915	OFUSG23995.1.p1	MOUSE55180
OG0005916	OFUSG04552.1.p1	MOUSE42400, MOUSE42401, MOUSE54039, MOUSE22509, MOUSE22510
OG0005917	OFUSG07108.2.p1, OFUSG07108.1.p1	MOUSE25460, MOUSE25461
OG0005918	OFUSG07171.1.p1	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762
OG0005919	OFUSG08279.1.p1	MOUSE24007
OG0005920	OFUSG21411.1.p1	MOUSE53431, MOUSE53432
OG0005921	OFUSG07760.1.p1	MOUSE16134, MOUSE16133, MOUSE16135
OG0005922	OFUSG06033.1.p1	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611
OG0005923	OFUSG14662.1.p1	MOUSE04049, MOUSE04048
OG0005924	OFUSG20875.1.p1	MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384
OG0005926	OFUSG20254.1.p1	MOUSE13286, MOUSE13285, MOUSE13284
OG0005927	OFUSG15371.1.p1, OFUSG15370.2.p1, OFUSG15370.1.p1	MOUSE15506
OG0005929	OFUSG17666.1.p1	MOUSE48886, MOUSE48887
OG0005930	OFUSG03860.1.p1	MOUSE10266
OG0005931	OFUSG05791.1.p1	MOUSE44698
OG0005932	OFUSG06461.1.p1	MOUSE24910, MOUSE24909
OG0005933	OFUSG11758.1.p1	MOUSE20167
OG0005935	OFUSG12742.1.p1	MOUSE13850, MOUSE13849
OG0005936	OFUSG01618.1.p1	MOUSE19946, MOUSE19947
OG0005937	OFUSG19124.1.p1	MOUSE14417, MOUSE14414, MOUSE14415
OG0005938	OFUSG13529.1.p1	MOUSE13211, MOUSE13212, MOUSE13210
OG0005939	OFUSG07575.1.p1	MOUSE46998, MOUSE46999, MOUSE47000
OG0005940	OFUSG08024.2.p1, OFUSG08024.1.p1	MOUSE27467
OG0005941	OFUSG12577.1.p1	MOUSE18684
OG0005942	OFUSG15333.1.p1, OFUSG15333.2.p1	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979
OG0005943	OFUSG10771.1.p1	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297
OG0005944	OFUSG11270.1.p1	MOUSE18174
OG0005946	OFUSG06828.1.p1	MOUSE53517, MOUSE53518
OG0005947	OFUSG25842.1.p1, OFUSG25842.2.p1	MOUSE13123, MOUSE13120, MOUSE13122
OG0005948	OFUSG06575.1.p1	MOUSE21172
OG0005949	OFUSG22404.1.p1	MOUSE37563, MOUSE37562
OG0005950	OFUSG13388.1.p1	MOUSE06852, MOUSE06853, MOUSE06850
OG0005951	OFUSG21410.1.p1	MOUSE48577, MOUSE48576
OG0005952	OFUSG05541.1.p1	MOUSE02830
OG0005953	OFUSG08521.1.p1	MOUSE10404, MOUSE10401
OG0005954	OFUSG22369.1.p1	MOUSE49217, MOUSE49216, MOUSE49215
OG0005955	OFUSG19208.1.p1, OFUSG19208.2.p1	MOUSE12785
OG0005956	OFUSG09865.1.p1	MOUSE32844
OG0005957	OFUSG09500.1.p1	MOUSE32426
OG0005958	OFUSG11216.1.p1	MOUSE35514, MOUSE27529, MOUSE27528, MOUSE27527, MOUSE27531, MOUSE27532, MOUSE27530
OG0005959	OFUSG09671.1.p1	MOUSE30215, MOUSE30216, MOUSE30219, MOUSE30217, MOUSE30218, MOUSE30214
OG0005960	OFUSG15605.1.p1	MOUSE36097, MOUSE36098
OG0005961	OFUSG18762.1.p1	MOUSE40919, MOUSE40920, MOUSE40922, MOUSE40921, MOUSE40918, MOUSE40923
OG0005962	OFUSG08003.1.p1	MOUSE17277, MOUSE17275, MOUSE17276, MOUSE17270, MOUSE17271, MOUSE17273, MOUSE17274, MOUSE17272
OG0005963	OFUSG20536.1.p1	MOUSE09064
OG0005964	OFUSG18765.1.p1	MOUSE02251, MOUSE02249, MOUSE02253, MOUSE02250, MOUSE02252
OG0005965	OFUSG06524.1.p1	MOUSE36148
OG0005966	OFUSG10960.1.p1	MOUSE16974, MOUSE16973
OG0005967	OFUSG11067.1.p1	MOUSE14023
OG0005968	OFUSG22986.1.p1	MOUSE29105, MOUSE19001
OG0005969	OFUSG11541.1.p1	MOUSE18215
OG0005970	OFUSG26446.1.p1	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326
OG0005971	OFUSG16589.1.p1	MOUSE22460, MOUSE22457, MOUSE22459, MOUSE22458
OG0005972	OFUSG26008.1.p1	MOUSE09256, MOUSE09255, MOUSE09251, MOUSE09254, MOUSE09252, MOUSE09250, MOUSE09253
OG0005973	OFUSG12086.1.p1	MOUSE07223, MOUSE07222
OG0005974	OFUSG07735.1.p1	MOUSE24031, MOUSE24032
OG0005975	OFUSG02665.1.p1	MOUSE53724, MOUSE53723, MOUSE53725, MOUSE29688, MOUSE54426
OG0005976	OFUSG10552.1.p1	MOUSE22127
OG0005977	OFUSG00577.1.p1	MOUSE39172, MOUSE39171
OG0005978	OFUSG23255.1.p1	MOUSE05375, MOUSE05374
OG0005980	OFUSG07813.1.p1	MOUSE18255
OG0005981	OFUSG05221.1.p1	MOUSE09114, MOUSE09115
OG0005982	OFUSG21165.2.p1, OFUSG21165.1.p1	MOUSE10476, MOUSE10478, MOUSE10475, MOUSE10477
OG0005983	OFUSG13573.1.p1	MOUSE44475, MOUSE44473
OG0005984	OFUSG13326.1.p2	MOUSE13162
OG0005985	OFUSG15946.1.p1, OFUSG15946.2.p1	MOUSE20715, MOUSE20714
OG0005986	OFUSG11573.1.p1	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135
OG0005987	OFUSG25797.1.p1	MOUSE19110, MOUSE55047
OG0005988	OFUSG21810.1.p1	MOUSE46879, MOUSE46878
OG0005989	OFUSG01513.1.p1	MOUSE45928, MOUSE45929
OG0005993	OFUSG08243.1.p1, OFUSG09874.1.p1	MOUSE17253
OG0005994	OFUSG23514.1.p1	MOUSE33621, MOUSE48840
OG0005995	OFUSG06297.2.p1, OFUSG06297.1.p1	MOUSE18219, MOUSE18218, MOUSE18220
OG0005997	OFUSG03882.1.p1	MOUSE46943, MOUSE46944, MOUSE46945, MOUSE46942
OG0005998	OFUSG22178.1.p1	MOUSE01071, MOUSE01072
OG0006000	OFUSG11468.1.p1	MOUSE24686, MOUSE24684, MOUSE24685
OG0006001	OFUSG26198.3.p1, OFUSG26198.2.p1, OFUSG26198.1.p1	MOUSE51403, MOUSE51401, MOUSE51407, MOUSE51404
OG0006002	OFUSG25385.2.p1, OFUSG25385.1.p1	MOUSE02125, MOUSE02124
OG0006003	OFUSG13243.1.p1	MOUSE50331, MOUSE50334
OG0006004	OFUSG04708.1.p1	MOUSE26214, MOUSE14772
OG0006005	OFUSG03031.1.p1	MOUSE03622
OG0006007	OFUSG09738.1.p1	MOUSE23161, MOUSE23160, MOUSE44667, MOUSE44666, MOUSE01446
OG0006008	OFUSG18060.2.p1, OFUSG18060.1.p1	MOUSE06292
OG0006009	OFUSG08905.1.p1	MOUSE32966, MOUSE32967, MOUSE32968
OG0006010	OFUSG15378.1.p1	MOUSE26647, MOUSE26648
OG0006011	OFUSG14917.1.p1	MOUSE05003
OG0006012	OFUSG08437.1.p1	MOUSE27648, MOUSE19422
OG0006013	OFUSG06984.1.p1	MOUSE17852
OG0006014	OFUSG03341.1.p1	MOUSE55282, MOUSE55284, MOUSE55285, MOUSE55283
OG0006015	OFUSG14070.1.p1	MOUSE32558, MOUSE32559, MOUSE32560
OG0006018	OFUSG09910.1.p1	MOUSE11540
OG0006022	OFUSG09481.1.p1	MOUSE30961, MOUSE30959, MOUSE30960, MOUSE24368, MOUSE24367
OG0006025	OFUSG06296.1.p1	MOUSE13588, MOUSE13603, MOUSE13602, MOUSE28590
OG0006059	OFUSG23068.1.p1	MOUSE13895, MOUSE13894
OG0006061	OFUSG19640.1.p1	MOUSE44598, MOUSE44601, MOUSE44599, MOUSE44605, MOUSE44604, MOUSE44602, MOUSE44603, MOUSE44600
OG0006062	OFUSG01991.1.p1	MOUSE14967
OG0006064	OFUSG11055.1.p1	MOUSE19231
OG0006065	OFUSG08860.1.p1	MOUSE10503, MOUSE10504
OG0006066	OFUSG20129.1.p1	MOUSE15817
OG0006068	OFUSG10979.1.p1	MOUSE19160, MOUSE21153
OG0006069	OFUSG17874.1.p1	MOUSE38708, MOUSE38709
OG0006070	OFUSG18465.2.p1, OFUSG18465.1.p1	MOUSE06223
OG0006071	OFUSG26702.1.p1	MOUSE25922, MOUSE25924, MOUSE25923
OG0006072	OFUSG08554.1.p1	MOUSE44551
OG0006073	OFUSG12465.1.p1	MOUSE42655, MOUSE42654
OG0006074	OFUSG21967.1.p1	MOUSE07769
OG0006075	OFUSG07057.2.p1, OFUSG07057.1.p1	MOUSE18180, MOUSE18181, MOUSE18182
OG0006077	OFUSG04314.2.p1, OFUSG04314.1.p1	MOUSE26516
OG0006078	OFUSG08226.1.p1	MOUSE16717, MOUSE30843
OG0006079	OFUSG09712.1.p1	MOUSE44737, MOUSE44734
OG0006081	OFUSG12054.1.p1	MOUSE39161, MOUSE39160
OG0006083	OFUSG19492.1.p1	MOUSE39295, MOUSE39293, MOUSE39296, MOUSE39297, MOUSE39294, MOUSE39292
OG0006084	OFUSG22503.1.p1	MOUSE30094
OG0006085	OFUSG07767.1.p1	MOUSE41521, MOUSE41520
