Orthogroup	OWEFU	BRAFL
OG0006201	OFUSG15111.1.p1	bflo_23027
OG0006202	OFUSG23082.1.p1	bflo_12935
OG0006203	OFUSG25246.2.p1, OFUSG25246.1.p1	bflo_09204
OG0006204	OFUSG22319.1.p1	bflo_21015
OG0006205	OFUSG14995.1.p1	bflo_22797
OG0006206	OFUSG12324.1.p1	bflo_08971
OG0006207	OFUSG15756.1.p1	bflo_01371
OG0006208	OFUSG09617.1.p1	bflo_06603
OG0006210	OFUSG23024.1.p1, OFUSG23007.1.p1	bflo_13106
OG0006211	OFUSG13258.3.p1, OFUSG13258.1.p1, OFUSG13258.2.p1	bflo_00270
OG0006212	OFUSG02207.1.p1, OFUSG02207.2.p1	bflo_03802
OG0006213	OFUSG04619.1.p1	bflo_02502
OG0006214	OFUSG00232.1.p1	bflo_13485
OG0006215	OFUSG20745.1.p1	bflo_25728
OG0006216	OFUSG08899.1.p1	bflo_23257
OG0006217	OFUSG21430.1.p1	bflo_25027
OG0006219	OFUSG13784.1.p1, OFUSG13784.2.p1	bflo_21739
OG0006220	OFUSG13524.1.p1	bflo_00341
OG0006223	OFUSG06879.1.p1	bflo_00645
OG0006224	OFUSG21235.1.p1	bflo_24773
OG0006225	OFUSG12400.1.p1	bflo_05658
OG0006226	OFUSG17713.2.p1, OFUSG17713.1.p1	bflo_25780
OG0006227	OFUSG06764.1.p1	bflo_08958
OG0006228	OFUSG00684.1.p1	bflo_03255
OG0006229	OFUSG03312.1.p1, OFUSG03312.2.p1	bflo_15353
OG0006230	OFUSG13630.1.p1	bflo_00871
OG0006231	OFUSG13273.1.p1, OFUSG13275.1.p1	bflo_01955
OG0006232	OFUSG16492.2.p1, OFUSG16492.1.p1	bflo_19510
OG0006233	OFUSG09219.1.p1	bflo_00407
OG0006234	OFUSG13071.1.p1	bflo_26145
OG0006235	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1	bflo_04738
OG0006237	OFUSG23373.1.p1	bflo_24562
OG0006238	OFUSG26669.1.p1	bflo_09797
OG0006239	OFUSG20238.1.p1	bflo_12516
OG0006240	OFUSG07675.1.p1	bflo_11621, bflo_11462
OG0006241	OFUSG07997.1.p1	bflo_15767
OG0006243	OFUSG08426.1.p1	bflo_01150
OG0006244	OFUSG15035.1.p1, OFUSG15035.2.p1	bflo_20049
OG0006245	OFUSG15791.1.p1	bflo_08102, bflo_07454
OG0006246	OFUSG08845.1.p1	bflo_25653
OG0006248	OFUSG14183.1.p1	bflo_10873
OG0006249	OFUSG24697.1.p1	bflo_21979
OG0006250	OFUSG20233.1.p1	bflo_10622
OG0006251	OFUSG24167.1.p1	bflo_20251
OG0006252	OFUSG16937.1.p1	bflo_24544
OG0006253	OFUSG07386.1.p1	bflo_18151
OG0006254	OFUSG09915.1.p1, OFUSG26243.1.p1	bflo_23376
OG0006255	OFUSG06569.1.p1	bflo_09248
OG0006256	OFUSG19644.1.p1	bflo_12433
OG0006257	OFUSG13890.1.p1	bflo_23181
OG0006258	OFUSG03856.1.p1	bflo_08012
OG0006259	OFUSG23380.2.p1, OFUSG23380.1.p1	bflo_01572
OG0006260	OFUSG05929.1.p1	bflo_11688
OG0006261	OFUSG05622.1.p1	bflo_11759
OG0006262	OFUSG05390.1.p1	bflo_13775
OG0006263	OFUSG20709.1.p1	bflo_13999
OG0006264	OFUSG03436.1.p1	bflo_10775
OG0006264	OFUSG07824.1.p1	bflo_20207
OG0006266	OFUSG07125.2.p1, OFUSG07125.1.p1	bflo_16785
OG0006267	OFUSG10940.1.p1	bflo_09297
OG0006268	OFUSG14220.1.p1	bflo_24468
OG0006269	OFUSG19462.1.p1	bflo_11642
OG0006270	OFUSG08585.1.p1	bflo_05040
OG0006271	OFUSG01027.1.p1	bflo_04493
OG0006272	OFUSG15517.1.p1, OFUSG15518.1.p1, OFUSG17920.1.p1, OFUSG03907.1.p1	bflo_18786
OG0006273	OFUSG20420.2.p1, OFUSG20420.1.p1	bflo_13704
OG0006275	OFUSG01454.1.p1	bflo_16471
OG0006276	OFUSG12127.1.p1	bflo_07351
OG0006277	OFUSG15168.1.p1	bflo_20538, bflo_20530
OG0006278	OFUSG23917.1.p1, OFUSG23916.1.p1, OFUSG23916.2.p1	bflo_20053
OG0006279	OFUSG00790.1.p1	bflo_17537
OG0006280	OFUSG25094.1.p1	bflo_04839
OG0006281	OFUSG00050.2.p1, OFUSG00050.1.p1	bflo_24466
OG0006282	OFUSG04147.1.p1	bflo_02122, bflo_02747, bflo_08061
OG0006283	OFUSG26352.1.p1	bflo_00422
OG0006285	OFUSG08177.1.p1, OFUSG08179.1.p1	bflo_16122
OG0006286	OFUSG08272.1.p1	bflo_18971
OG0006287	OFUSG11419.1.p1	bflo_08203
OG0006288	OFUSG15550.1.p1	bflo_20374
OG0006289	OFUSG05692.1.p1	bflo_11685
OG0006290	OFUSG17255.1.p1, OFUSG17249.1.p1, OFUSG17253.1.p1	bflo_24409
OG0006291	OFUSG08297.1.p1	bflo_14924
OG0006292	OFUSG15723.1.p1	bflo_13894
OG0006293	OFUSG15450.1.p1	bflo_20003
OG0006294	OFUSG11961.1.p1	bflo_16221
OG0006295	OFUSG15765.2.p1, OFUSG15765.1.p1	bflo_20106
OG0006296	OFUSG06121.1.p1, OFUSG06121.2.p1	bflo_12264
OG0006297	OFUSG06255.1.p1	bflo_11455
OG0006298	OFUSG04372.1.p1	bflo_02661
OG0006300	OFUSG12289.1.p1	bflo_06298
OG0006301	OFUSG12150.1.p1	bflo_11595
OG0006302	OFUSG08996.1.p1, OFUSG08996.2.p1	bflo_01595
OG0006303	OFUSG08907.1.p1	bflo_17565
OG0006304	OFUSG21576.1.p1	bflo_14203
OG0006305	OFUSG06132.1.p1, OFUSG06132.2.p1	bflo_08977
OG0006306	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1	bflo_17978
OG0006307	OFUSG13078.1.p1	bflo_25286
OG0006308	OFUSG22095.1.p1	bflo_18372
OG0006309	OFUSG01691.1.p1	bflo_03102
OG0006310	OFUSG00395.1.p1	bflo_03295
OG0006311	OFUSG00976.1.p1	bflo_19318
OG0006312	OFUSG19151.1.p1	bflo_07378
OG0006313	OFUSG13104.1.p1	bflo_07043, bflo_10742
OG0006314	OFUSG04293.1.p1	bflo_07683
OG0006315	OFUSG11578.1.p1	bflo_22085
OG0006316	OFUSG10798.1.p1, OFUSG10798.2.p1	bflo_25242
OG0006318	OFUSG00349.1.p1	bflo_17785
OG0006319	OFUSG21159.1.p1	bflo_24488
OG0006320	OFUSG06963.1.p1	bflo_05610
OG0006321	OFUSG22961.1.p1	bflo_13034
OG0006322	OFUSG06165.1.p1	bflo_12481
OG0006323	OFUSG03585.1.p1	bflo_14271, bflo_14647
OG0006324	OFUSG05424.1.p1	bflo_13519
OG0006325	OFUSG25419.1.p1, OFUSG25419.2.p1	bflo_16487
OG0006326	OFUSG25472.1.p1	bflo_16206
OG0006327	OFUSG21151.1.p1	bflo_00309
OG0006329	OFUSG06525.1.p1	bflo_09310
OG0006330	OFUSG09632.1.p1	bflo_06068
OG0006331	OFUSG21663.1.p1	bflo_14428
OG0006332	OFUSG07284.1.p1	bflo_01909
OG0006333	OFUSG00350.1.p1	bflo_17612
OG0006334	OFUSG16855.1.p1	bflo_25899
OG0006335	OFUSG12800.1.p1	bflo_26558
OG0006337	OFUSG08817.1.p1	bflo_05655
OG0006338	OFUSG17633.1.p1, OFUSG17633.2.p1	bflo_06097
OG0006339	OFUSG15007.2.p1, OFUSG15007.1.p1	bflo_20035
OG0006340	OFUSG17804.1.p1	bflo_07116
OG0006341	OFUSG13525.1.p1	bflo_08361
OG0006342	OFUSG19331.1.p1	bflo_12468
OG0006343	OFUSG03113.1.p1	bflo_15442
OG0006344	OFUSG17196.1.p1	bflo_00813
OG0006345	OFUSG21050.1.p1	bflo_01943
OG0006346	OFUSG19567.1.p1	bflo_01146
OG0006347	OFUSG04201.1.p1	bflo_19080
OG0006348	OFUSG08022.1.p1	bflo_07405
OG0006349	OFUSG13717.1.p1, OFUSG13717.2.p1	bflo_25604
OG0006350	OFUSG10010.1.p1	bflo_08058
OG0006351	OFUSG02528.1.p1	bflo_15509
OG0006352	OFUSG16779.1.p1	bflo_08289
OG0006353	OFUSG21707.1.p1	bflo_24274
OG0006354	OFUSG05660.1.p1	bflo_05295
OG0006355	OFUSG05633.1.p1	bflo_12478
OG0006356	OFUSG15113.1.p1	bflo_20389
OG0006357	OFUSG10931.1.p1, OFUSG10930.1.p1, OFUSG10933.1.p1	bflo_24141
OG0006358	OFUSG05609.1.p1	bflo_11381
OG0006359	OFUSG26138.1.p1	bflo_15575
OG0006360	OFUSG01922.1.p1	bflo_03385, bflo_03153
OG0006361	OFUSG20881.1.p1	bflo_05840
OG0006362	OFUSG09542.1.p1	bflo_18189
OG0006363	OFUSG19547.2.p1, OFUSG19547.1.p1	bflo_09433
OG0006364	OFUSG04672.1.p1	bflo_07999
OG0006365	OFUSG03344.1.p1	bflo_14330
OG0006366	OFUSG02266.1.p1, OFUSG25785.1.p1	bflo_22239, bflo_22237
OG0006367	OFUSG13408.1.p1	bflo_06248, bflo_06247
OG0006368	OFUSG24275.1.p1, OFUSG24275.2.p1	bflo_18515
OG0006370	OFUSG21077.1.p1	bflo_26334
OG0006372	OFUSG07198.1.p1	bflo_12563
OG0006373	OFUSG26753.1.p1	bflo_04170
OG0006373	OFUSG03761.1.p1	bflo_16947
OG0006375	OFUSG10211.1.p1	bflo_23851
OG0006376	OFUSG26673.1.p1	bflo_16217
OG0006377	OFUSG13142.1.p1	bflo_11135
OG0006378	OFUSG06139.1.p1	bflo_09263
OG0006379	OFUSG11248.2.p1, OFUSG11248.1.p1	bflo_05849
OG0006380	OFUSG17771.1.p1, OFUSG02849.1.p1	bflo_15110, bflo_14499, bflo_14497
OG0006382	OFUSG11579.1.p1	bflo_22436
OG0006383	OFUSG19592.1.p1	bflo_07440
OG0006384	OFUSG10582.1.p1	bflo_03084
OG0006385	OFUSG11265.1.p1	bflo_13000
OG0006386	OFUSG01436.1.p1	bflo_01615
OG0006387	OFUSG00913.1.p1	bflo_17863
OG0006388	OFUSG18462.1.p1	bflo_22694
OG0006389	OFUSG01920.1.p1	bflo_18130
OG0006390	OFUSG06648.1.p1	bflo_11594
OG0006391	OFUSG08068.1.p1	bflo_15883
OG0006392	OFUSG00142.1.p1	bflo_17615
OG0006393	OFUSG08709.1.p1	bflo_06225
OG0006394	OFUSG18375.1.p1	bflo_23411
OG0006395	OFUSG13284.1.p1	bflo_06376
OG0006396	OFUSG23581.1.p1	bflo_16107
OG0006398	OFUSG13200.1.p1	bflo_25539
OG0006399	OFUSG22262.1.p1	bflo_20644
OG0006401	OFUSG15978.1.p1	bflo_14726
OG0006402	OFUSG07589.2.p1, OFUSG07589.1.p1	bflo_15109
OG0006405	OFUSG10162.1.p1	bflo_03370
OG0006406	OFUSG01942.1.p1	bflo_14987
OG0006407	OFUSG09787.1.p1	bflo_18602
OG0006408	OFUSG11778.2.p1, OFUSG11778.3.p1, OFUSG11778.1.p1	bflo_15259
OG0006412	OFUSG12652.1.p1	bflo_04438
OG0006413	OFUSG19199.1.p1, OFUSG19199.2.p1, OFUSG05826.1.p1	bflo_11076
OG0006414	OFUSG08684.1.p1, OFUSG08946.1.p1	bflo_01049
OG0006442	OFUSG05106.1.p1	bflo_13908
OG0006443	OFUSG25627.1.p1	bflo_14515
OG0006446	OFUSG07247.1.p1, OFUSG07247.2.p1	bflo_15544
OG0006447	OFUSG07863.2.p1, OFUSG07863.1.p1	bflo_16566
OG0006448	OFUSG04041.1.p1	bflo_19539
OG0006449	OFUSG16963.1.p1	bflo_01188
OG0006452	OFUSG06652.1.p1	bflo_12209, bflo_12103
OG0006454	OFUSG15262.1.p1	bflo_20245
OG0006456	OFUSG07766.1.p1	bflo_10513
OG0006457	OFUSG20987.2.p1, OFUSG20987.1.p1	bflo_01628
OG0006458	OFUSG09602.1.p1	bflo_19280
OG0006459	OFUSG19921.1.p1	bflo_06293
OG0006460	OFUSG12314.1.p1	bflo_21998
OG0006461	OFUSG19155.1.p1	bflo_11702
OG0006462	OFUSG17891.1.p1	bflo_23860
OG0006463	OFUSG19852.1.p1	bflo_02802
OG0006464	OFUSG14585.1.p1	bflo_21869
OG0006465	OFUSG25347.1.p1	bflo_19143
OG0006467	OFUSG18307.1.p1	bflo_13935
OG0006468	OFUSG04866.1.p1	bflo_13078
OG0006469	OFUSG10425.1.p1	bflo_23774
OG0006470	OFUSG06000.1.p1	bflo_07907
OG0006471	OFUSG26571.1.p1	bflo_26062
OG0006472	OFUSG24781.1.p1	bflo_25166
OG0006474	OFUSG22247.1.p1	bflo_20828
OG0006475	OFUSG04046.1.p1	bflo_18753
OG0006476	OFUSG03550.1.p1	bflo_15113
OG0006477	OFUSG10191.1.p1	bflo_07560
OG0006478	OFUSG17348.1.p1	bflo_25612
OG0006479	OFUSG13673.1.p1	bflo_24039
OG0006480	OFUSG25523.1.p1	bflo_00678
OG0006481	OFUSG08691.1.p1	bflo_06049
OG0006482	OFUSG12549.1.p1	bflo_20797
OG0006483	OFUSG12008.1.p1	bflo_06037
OG0006485	OFUSG21874.1.p1	bflo_07585
OG0006486	OFUSG19374.1.p1	bflo_11432
OG0006487	OFUSG05608.1.p1	bflo_11592
OG0006488	OFUSG12523.1.p1	bflo_19816
OG0006490	OFUSG06326.1.p1	bflo_10870, bflo_05896
OG0006491	OFUSG23711.2.p1, OFUSG23711.1.p1	bflo_06140
OG0006492	OFUSG20574.1.p1	bflo_13531
OG0006493	OFUSG03992.1.p1	bflo_21776
OG0006494	OFUSG14669.1.p1	bflo_21293
OG0006495	OFUSG04893.1.p1	bflo_03935
OG0006496	OFUSG25735.1.p1	bflo_17077
OG0006497	OFUSG26162.2.p1, OFUSG26162.1.p1	bflo_10177
OG0006498	OFUSG02085.1.p1	bflo_04405
OG0006499	OFUSG25431.1.p1	bflo_16614
OG0006500	OFUSG25266.2.p1, OFUSG25266.4.p1, OFUSG25266.1.p1, OFUSG25266.3.p1	bflo_20850
OG0006501	OFUSG11467.1.p1	bflo_17311
OG0006502	OFUSG10803.1.p1	bflo_17569
OG0006503	OFUSG14469.2.p1, OFUSG14469.1.p1	bflo_21277
OG0006504	OFUSG15072.1.p1	bflo_20826
OG0006505	OFUSG16553.1.p1	bflo_19259
OG0006506	OFUSG01137.1.p1	bflo_04731
OG0006507	OFUSG12744.1.p1	bflo_11054
OG0006508	OFUSG06028.1.p1, OFUSG18945.1.p1	bflo_20287
OG0006509	OFUSG03651.1.p1	bflo_14958
OG0006510	OFUSG20796.1.p1	bflo_13854
OG0006511	OFUSG05200.1.p1	bflo_13916
OG0006512	OFUSG21542.1.p1	bflo_23985
OG0006513	OFUSG03683.1.p1	bflo_12858
OG0006514	OFUSG02146.1.p1	bflo_14347
OG0006515	OFUSG21785.1.p1	bflo_11505
OG0006516	OFUSG12180.1.p1	bflo_10198
OG0006517	OFUSG04272.1.p1, OFUSG04272.2.p1	bflo_24897
OG0006518	OFUSG00809.1.p1	bflo_18085
OG0006519	OFUSG12108.1.p1	bflo_22646
OG0006520	OFUSG02676.1.p1, OFUSG02676.2.p1	bflo_14783
OG0006522	OFUSG23837.1.p1	bflo_03056
OG0006523	OFUSG25098.1.p1	bflo_18015
OG0006524	OFUSG06601.1.p1	bflo_11060
OG0006525	OFUSG05605.1.p1, OFUSG05605.2.p1	bflo_11570
OG0006527	OFUSG10020.1.p1	bflo_23012
OG0006528	OFUSG16333.1.p1	bflo_02407
OG0006530	OFUSG08940.1.p1	bflo_01033
OG0006531	OFUSG08018.1.p1	bflo_03959
OG0006532	OFUSG21209.1.p1, OFUSG21209.2.p1	bflo_25565
OG0006533	OFUSG00400.1.p1	bflo_18102
OG0006534	OFUSG06528.1.p1	bflo_09361
OG0006535	OFUSG07439.2.p1, OFUSG07439.1.p1	bflo_08988
OG0006536	OFUSG18668.1.p1, OFUSG18668.2.p1	bflo_10319
OG0006537	OFUSG03143.1.p1	bflo_14316
OG0006538	OFUSG13745.1.p1	bflo_25710
OG0006539	OFUSG18947.1.p1	bflo_04999
OG0006540	OFUSG14726.1.p1	bflo_21685
OG0006541	OFUSG06483.2.p1, OFUSG06483.1.p1, OFUSG06483.3.p1, OFUSG06483.4.p1	bflo_10367
OG0006542	OFUSG09004.1.p1	bflo_14786
OG0006543	OFUSG21011.1.p1	bflo_01627, bflo_01968
OG0006544	OFUSG18629.1.p1	bflo_05615
OG0006545	OFUSG15934.2.p1, OFUSG15934.1.p1	bflo_18669
OG0006546	OFUSG21871.1.p1	bflo_24638
OG0006548	OFUSG25421.1.p1	bflo_09400
OG0006549	OFUSG05487.1.p1	bflo_11330
OG0006550	OFUSG06119.1.p1	bflo_11678
OG0006552	OFUSG08440.1.p1	bflo_05852
OG0006553	OFUSG11130.1.p1	bflo_05354
OG0006554	OFUSG24021.1.p1	bflo_20165
OG0006555	OFUSG26489.2.p1, OFUSG26489.1.p1	bflo_00300
OG0006556	OFUSG03445.1.p1	bflo_18303
OG0006557	OFUSG14941.1.p1	bflo_20634
OG0006560	OFUSG12114.4.p1, OFUSG12114.3.p1, OFUSG12114.1.p1, OFUSG12114.2.p1	bflo_19406
OG0006561	OFUSG12514.1.p1	bflo_16142
OG0006562	OFUSG24816.1.p1	bflo_22495
OG0006563	OFUSG11471.1.p1	bflo_22541
OG0006564	OFUSG14858.1.p1, OFUSG14858.2.p1	bflo_20335
OG0006565	OFUSG18814.1.p1	bflo_12076
OG0006566	OFUSG10028.1.p1	bflo_23421
OG0006567	OFUSG17173.1.p1	bflo_02287
OG0006568	OFUSG17701.1.p1	bflo_05595
OG0006569	OFUSG12406.1.p1	bflo_15213
OG0006570	OFUSG08159.1.p1	bflo_15564
OG0006571	OFUSG19904.1.p1	bflo_06463
OG0006572	OFUSG23570.1.p1	bflo_25786
OG0006573	OFUSG14956.1.p1, OFUSG14956.2.p1	bflo_20873
OG0006574	OFUSG08878.1.p1	bflo_05538
OG0006575	OFUSG20418.1.p1	bflo_13757
OG0006576	OFUSG07193.1.p1, OFUSG10625.1.p1	bflo_07719
OG0006577	OFUSG09702.1.p1	bflo_11522
OG0006578	OFUSG18955.1.p1	bflo_09529
OG0006579	OFUSG26574.1.p1, OFUSG26574.2.p1	bflo_25912
OG0006580	OFUSG04090.1.p1	bflo_02508
OG0006581	OFUSG15947.1.p1	bflo_18745
OG0006582	OFUSG19688.2.p1, OFUSG19688.1.p1	bflo_03194, bflo_03259
OG0006583	OFUSG00932.1.p1	bflo_17843
OG0006584	OFUSG03955.1.p1	bflo_03876
OG0006585	OFUSG25142.1.p1	bflo_13346
OG0006586	OFUSG07058.1.p1	bflo_14224
OG0006587	OFUSG11331.1.p1	bflo_09439
OG0006588	OFUSG19522.1.p1	bflo_11458
OG0006589	OFUSG06855.1.p1	bflo_12455
OG0006590	OFUSG10587.1.p1	bflo_10285
OG0006591	OFUSG13603.1.p1	bflo_06635
OG0006592	OFUSG01351.1.p1	bflo_13940
OG0006593	OFUSG17362.1.p1	bflo_00243
OG0006594	OFUSG22740.1.p1	bflo_20278
OG0006595	OFUSG10655.1.p1	bflo_02350
OG0006596	OFUSG22773.1.p1	bflo_13930
OG0006597	OFUSG02614.1.p1	bflo_15494
OG0006598	OFUSG19727.1.p1	bflo_05586
OG0006600	OFUSG18292.1.p1	bflo_23846
OG0006602	OFUSG12840.1.p1	bflo_17654
OG0006603	OFUSG20547.1.p1	bflo_14044
OG0006604	OFUSG14932.1.p1	bflo_20173
OG0006605	OFUSG07817.1.p1	bflo_16556
OG0006606	OFUSG00454.1.p1	bflo_18082
OG0006607	OFUSG21232.1.p1	bflo_05639
OG0006608	OFUSG24911.1.p1	bflo_21845
OG0006610	OFUSG18091.1.p1	bflo_23392
OG0006611	OFUSG04528.1.p1	bflo_19675
OG0006613	OFUSG14105.1.p1	bflo_08658
OG0006614	OFUSG01350.1.p1	bflo_25283
OG0006615	OFUSG16559.1.p1	bflo_21623
OG0006616	OFUSG13783.1.p1	bflo_22437, bflo_21296
OG0006617	OFUSG26038.1.p1	bflo_05821
OG0006618	OFUSG09409.1.p1, OFUSG09409.2.p1	bflo_12721, bflo_22567, bflo_23892
OG0006619	OFUSG17331.1.p1	bflo_06530
OG0006620	OFUSG09973.1.p1, OFUSG09973.2.p1	bflo_01619
OG0006621	OFUSG22792.2.p1, OFUSG22792.1.p1	bflo_20270
OG0006622	OFUSG13902.1.p1	bflo_21805
OG0006623	OFUSG08341.1.p1	bflo_23824
OG0006624	OFUSG24399.1.p1	bflo_18996
OG0006625	OFUSG24278.1.p1	bflo_19250
OG0006626	OFUSG23882.1.p1	bflo_20620
OG0006627	OFUSG00423.1.p1	bflo_17602
OG0006628	OFUSG13146.1.p1	bflo_24042
OG0006629	OFUSG20284.1.p1	bflo_12524
OG0006630	OFUSG04586.1.p1	bflo_08331
OG0006631	OFUSG16224.1.p1	bflo_02399
OG0006633	OFUSG13007.1.p1	bflo_24067, bflo_24065
OG0006635	OFUSG06292.1.p1	bflo_24666
OG0006636	OFUSG10617.1.p1	bflo_23809
OG0006637	OFUSG10278.1.p1	bflo_00907
OG0006638	OFUSG22935.1.p1, OFUSG22936.1.p1	bflo_12844
OG0006639	OFUSG13101.1.p1, OFUSG13101.3.p1, OFUSG13101.2.p1	bflo_01275, bflo_01274, bflo_01273
OG0006640	OFUSG26127.1.p1	bflo_07124
OG0006641	OFUSG12386.1.p1	bflo_02883, bflo_20181, bflo_12582
OG0006642	OFUSG11052.2.p1, OFUSG11052.1.p1	bflo_22844
OG0006644	OFUSG05210.1.p1, OFUSG05210.2.p1, OFUSG05209.1.p1	bflo_13102
OG0006645	OFUSG03917.1.p1	bflo_02249
OG0006646	OFUSG09025.1.p1	bflo_03757
OG0006647	OFUSG20515.1.p1	bflo_13233
OG0006648	OFUSG01878.1.p1	bflo_17710
OG0006649	OFUSG25221.1.p1	bflo_17183, bflo_10439
OG0006650	OFUSG20882.1.p1	bflo_26644, bflo_01837
OG0006651	OFUSG00046.1.p1	bflo_17634
OG0006652	OFUSG11400.1.p1	bflo_20329
OG0006653	OFUSG20540.1.p1	bflo_12918
OG0006654	OFUSG00452.1.p1	bflo_12052
OG0006655	OFUSG19958.1.p1	bflo_00135
OG0006656	OFUSG07342.1.p1	bflo_10486
OG0006657	OFUSG22199.1.p1	bflo_04947
OG0006658	OFUSG17172.1.p1	bflo_06383
OG0006659	OFUSG06187.1.p1	bflo_10955
OG0006660	OFUSG19060.2.p1, OFUSG19060.1.p1	bflo_11529
OG0006661	OFUSG14188.1.p1	bflo_21775
OG0006662	OFUSG08824.1.p1	bflo_01575
OG0006663	OFUSG22165.1.p1	bflo_14425
OG0006664	OFUSG25665.1.p1	bflo_15928
OG0006667	OFUSG08145.1.p1	bflo_26184
OG0006668	OFUSG02998.1.p1	bflo_14166
OG0006669	OFUSG13077.1.p1	bflo_25294
OG0006670	OFUSG26654.1.p1	bflo_16533
OG0006671	OFUSG21240.1.p1, OFUSG21240.2.p1, OFUSG06654.1.p1	bflo_24607
OG0006672	OFUSG21580.1.p1, OFUSG05280.1.p1	bflo_13866
OG0006673	OFUSG05657.1.p1	bflo_02561
OG0006674	OFUSG17717.1.p1	bflo_16575, bflo_16576
OG0006675	OFUSG06567.1.p1	bflo_10555
OG0006676	OFUSG19093.1.p1	bflo_11057
OG0006677	OFUSG11057.1.p1	bflo_23397
OG0006678	OFUSG10168.1.p1	bflo_23848
OG0006680	OFUSG25575.1.p1	bflo_09207
OG0006681	OFUSG07984.1.p1, OFUSG07984.2.p1	bflo_19242
OG0006683	OFUSG05321.1.p1	bflo_24698
OG0006684	OFUSG18660.1.p1	bflo_11878
OG0006686	OFUSG07659.1.p1	bflo_17040
OG0006687	OFUSG00286.1.p1, OFUSG00286.2.p1, OFUSG00286.3.p1	bflo_17541
OG0006688	OFUSG20459.1.p1	bflo_13298
OG0006689	OFUSG08609.1.p1	bflo_02432
OG0006690	OFUSG06696.1.p1	bflo_11580
OG0006691	OFUSG16702.1.p1	bflo_19257
OG0006692	OFUSG24594.1.p1	bflo_02897
OG0006693	OFUSG10949.2.p1, OFUSG10949.1.p1	bflo_07011
OG0006694	OFUSG00920.1.p1	bflo_18353
OG0006695	OFUSG11942.2.p1, OFUSG11942.1.p1	bflo_14487
OG0006697	OFUSG19206.1.p1	bflo_09979
OG0006698	OFUSG23145.1.p1	bflo_12723
OG0006699	OFUSG24018.1.p1	bflo_20072
OG0006700	OFUSG14553.1.p1, OFUSG14553.2.p1	bflo_21306, bflo_27375
OG0006701	OFUSG11397.1.p1, OFUSG12138.1.p1, OFUSG25310.1.p1	bflo_03976, bflo_19305, bflo_07476, bflo_02268, bflo_05108, bflo_14694
OG0006702	OFUSG17468.1.p1	bflo_01001
OG0006703	OFUSG17467.1.p1	bflo_01171
OG0006704	OFUSG24049.1.p1, OFUSG24049.2.p1	bflo_20746
OG0006705	OFUSG26369.1.p1	bflo_24434
OG0006706	OFUSG08397.1.p1	bflo_16963
OG0006707	OFUSG08099.1.p1	bflo_16382
OG0006708	OFUSG09261.1.p1	bflo_15553
OG0006709	OFUSG15942.1.p1	bflo_19084
OG0006710	OFUSG08433.1.p1	bflo_05942
OG0006711	OFUSG08216.2.p1, OFUSG08216.1.p1	bflo_17546
OG0006712	OFUSG20365.1.p1	bflo_12812, bflo_12813
OG0006713	OFUSG12181.1.p1	bflo_15567
OG0006714	OFUSG05991.1.p1	bflo_09041
OG0006715	OFUSG05666.2.p1, OFUSG05666.1.p1	bflo_11134
OG0006716	OFUSG19704.1.p1	bflo_23946
OG0006717	OFUSG11275.1.p1	bflo_18859
OG0006718	OFUSG06334.1.p1	bflo_10197
OG0006719	OFUSG17863.1.p1, OFUSG17863.2.p1	bflo_22960
OG0006720	OFUSG25754.1.p1	bflo_14691
OG0006721	OFUSG19919.1.p1	bflo_06291
OG0006722	OFUSG21212.1.p1	bflo_25547
OG0006723	OFUSG26548.1.p1, OFUSG26548.2.p1	bflo_24515
OG0006725	OFUSG08266.1.p1, OFUSG08266.2.p1	bflo_11101
OG0006726	OFUSG13177.1.p1	bflo_05430
OG0006727	OFUSG00262.1.p1, OFUSG00260.1.p1	bflo_00991
OG0006728	OFUSG16443.1.p1	bflo_04467
OG0006729	OFUSG13327.1.p1	bflo_26172
OG0006730	OFUSG01430.1.p1	bflo_03962
OG0006731	OFUSG06606.1.p1	bflo_11375
OG0006732	OFUSG12612.1.p1	bflo_00438
OG0006733	OFUSG12388.1.p1	bflo_12538
OG0006734	OFUSG12554.2.p1, OFUSG12554.1.p1	bflo_16972
OG0006735	OFUSG06383.1.p1	bflo_07008
OG0006736	OFUSG20663.1.p1	bflo_13100
OG0006737	OFUSG20388.1.p1	bflo_14048
OG0006738	OFUSG04512.1.p1, OFUSG04512.2.p1	bflo_18621
OG0006740	OFUSG26806.1.p1, OFUSG26806.2.p1	bflo_17055
OG0006741	OFUSG06701.1.p1	bflo_11667
OG0006742	OFUSG03313.1.p1	bflo_14418
OG0006743	OFUSG06349.1.p1	bflo_00682, bflo_12443
OG0006745	OFUSG12641.1.p1	bflo_21271
OG0006746	OFUSG04313.1.p1	bflo_14226, bflo_13662, bflo_20696, bflo_00580, bflo_17794, bflo_26573
OG0006748	OFUSG19703.1.p1	bflo_06822
OG0006749	OFUSG03600.1.p1	bflo_14082
OG0006750	OFUSG21225.1.p1	bflo_01070
OG0006752	OFUSG07006.1.p1	bflo_14648
OG0006753	OFUSG11357.1.p1	bflo_09892
OG0006754	OFUSG20799.2.p1, OFUSG20799.1.p1	bflo_13351
OG0006755	OFUSG03174.1.p1	bflo_14829
OG0006756	OFUSG10391.1.p1	bflo_22769
