Orthogroup	OWEFU	PFLAV
OG0006078	OFUSG08226.1.p1	TCONS_00056201.p1
OG0006079	OFUSG09712.1.p1	TCONS_00027913.p1
OG0006081	OFUSG12054.1.p1	TCONS_00024913.p1, TCONS_00024978.p1
OG0006083	OFUSG19492.1.p1	TCONS_00048795.p1
OG0006084	OFUSG22503.1.p1	TCONS_00005258.p1
OG0006085	OFUSG07767.1.p1	TCONS_00025438.p1
OG0006086	OFUSG16952.1.p1, OFUSG16953.1.p1	TCONS_00051725.p1, TCONS_00039066.p1
OG0006087	OFUSG04846.1.p1	TCONS_00019446.p1
OG0006088	OFUSG08443.1.p1	TCONS_00028284.p1
OG0006090	OFUSG11763.1.p1	TCONS_00011737.p1
OG0006092	OFUSG05669.1.p1	TCONS_00012636.p1
OG0006094	OFUSG14093.1.p1	TCONS_00021794.p1
OG0006095	OFUSG07940.1.p1	TCONS_00015458.p1
OG0006096	OFUSG24017.1.p1	TCONS_00006883.p1, TCONS_00006871.p1
OG0006097	OFUSG23483.1.p1	TCONS_00018639.p1
OG0006098	OFUSG23100.1.p1	TCONS_00007779.p1
OG0006099	OFUSG10373.1.p1	TCONS_00012597.p1
OG0006100	OFUSG20683.1.p1, OFUSG20683.2.p1	TCONS_00009397.p1
OG0006101	OFUSG03991.1.p1	TCONS_00033073.p1
OG0006102	OFUSG19676.1.p1	TCONS_00029782.p1, TCONS_00029783.p1
OG0006103	OFUSG01720.1.p1	TCONS_00000409.p1
OG0006104	OFUSG17815.1.p1	TCONS_00014211.p1
OG0006106	OFUSG21364.1.p1	TCONS_00054223.p1
OG0006107	OFUSG01046.1.p1	TCONS_00036680.p1, TCONS_00036657.p1
OG0006108	OFUSG07116.2.p1, OFUSG07116.1.p1	TCONS_00015674.p1
OG0006111	OFUSG02888.1.p1, OFUSG02888.2.p1	TCONS_00042547.p1
OG0006112	OFUSG20379.1.p1	TCONS_00019442.p1
OG0006113	OFUSG23106.1.p1	TCONS_00008491.p1
OG0006114	OFUSG19161.1.p1	TCONS_00027740.p1
OG0006115	OFUSG00714.1.p1	TCONS_00000342.p1
OG0006116	OFUSG25222.1.p1	TCONS_00009660.p1
OG0006117	OFUSG18117.1.p1	TCONS_00013524.p1
OG0006118	OFUSG20873.1.p1	TCONS_00008006.p1
OG0006119	OFUSG06087.1.p1	TCONS_00026618.p1
OG0006120	OFUSG09857.1.p1	TCONS_00027536.p1
OG0006121	OFUSG19387.1.p1	TCONS_00026474.p1
OG0006122	OFUSG09987.1.p1	TCONS_00014372.p1
OG0006123	OFUSG06720.1.p1, OFUSG06720.2.p1	TCONS_00027427.p1
OG0006124	OFUSG00285.1.p1	TCONS_00000594.p1
OG0006125	OFUSG11859.1.p1	TCONS_00010849.p1
OG0006126	OFUSG25690.1.p1	TCONS_00014812.p1
OG0006127	OFUSG20864.1.p1	TCONS_00020694.p1
OG0006128	OFUSG20481.1.p1	TCONS_00007601.p1
OG0006129	OFUSG03702.1.p1	TCONS_00028049.p1, TCONS_00028048.p1
OG0006130	OFUSG07866.1.p1, OFUSG07866.3.p1, OFUSG07866.2.p1	TCONS_00024794.p1, TCONS_00024754.p1
OG0006132	OFUSG05598.1.p1	TCONS_00027450.p1
OG0006133	OFUSG02487.2.p1, OFUSG02487.1.p1	TCONS_00055498.p1
OG0006134	OFUSG20774.1.p1	TCONS_00008106.p1
OG0006135	OFUSG06396.1.p1	TCONS_00002593.p1
OG0006136	OFUSG23390.1.p1	TCONS_00016806.p1
OG0006137	OFUSG00472.1.p1	TCONS_00002033.p1
OG0006138	OFUSG12575.1.p1	TCONS_00002643.p1
OG0006139	OFUSG06411.1.p1	TCONS_00048402.p1
OG0006140	OFUSG21427.1.p1	TCONS_00021228.p1, TCONS_00021227.p1
OG0006141	OFUSG08472.1.p1	TCONS_00028768.p1
OG0006144	OFUSG11476.1.p1	TCONS_00011254.p1
OG0006145	OFUSG26431.1.p1	TCONS_00050624.p1
OG0006146	OFUSG10156.1.p1	TCONS_00031373.p1
OG0006148	OFUSG12608.2.p1, OFUSG12608.1.p1	TCONS_00053637.p1
OG0006151	OFUSG26365.1.p1	TCONS_00052257.p1, TCONS_00052250.p1, TCONS_00052253.p1, TCONS_00052249.p1, TCONS_00052255.p1
OG0006152	OFUSG17669.1.p1	TCONS_00045404.p1
OG0006153	OFUSG03173.1.p1	TCONS_00043806.p1
OG0006155	OFUSG16111.1.p1	TCONS_00020771.p1, TCONS_00020781.p1
OG0006156	OFUSG25901.1.p1	TCONS_00021882.p1
OG0006157	OFUSG24907.1.p1	TCONS_00022400.p1
OG0006158	OFUSG12061.1.p1	TCONS_00011725.p1
OG0006159	OFUSG17578.1.p1	TCONS_00020378.p1
OG0006160	OFUSG06311.1.p1	TCONS_00047213.p1
OG0006161	OFUSG26464.1.p1	TCONS_00032540.p1
OG0006162	OFUSG13213.1.p1	TCONS_00053779.p1
OG0006163	OFUSG15849.1.p1	TCONS_00031691.p1
OG0006164	OFUSG20681.1.p1	TCONS_00008174.p1, TCONS_00000033.p1
OG0006165	OFUSG08242.1.p1	TCONS_00019638.p1
OG0006166	OFUSG13587.1.p1	TCONS_00025171.p1, TCONS_00026531.p1
OG0006167	OFUSG19282.1.p1	TCONS_00026050.p1
OG0006168	OFUSG09932.1.p1	TCONS_00016557.p1
OG0006169	OFUSG03654.1.p1	TCONS_00043660.p1
OG0006170	OFUSG12803.1.p1	TCONS_00019034.p1
OG0006171	OFUSG12299.1.p1	TCONS_00011018.p1
OG0006172	OFUSG12254.1.p1	TCONS_00009710.p1
OG0006174	OFUSG19560.1.p1	TCONS_00002993.p1
OG0006175	OFUSG13772.1.p1	TCONS_00016874.p1
OG0006178	OFUSG18904.1.p1, OFUSG18904.2.p1	TCONS_00026898.p1
OG0006179	OFUSG00965.1.p1	TCONS_00001389.p1
OG0006180	OFUSG20562.1.p1	TCONS_00007442.p1
OG0006181	OFUSG12429.1.p1	TCONS_00010425.p1
OG0006182	OFUSG13754.1.p1	TCONS_00054078.p1
OG0006183	OFUSG10917.1.p1	TCONS_00013519.p1
OG0006184	OFUSG10581.1.p1, OFUSG10581.2.p1	TCONS_00013240.p1
OG0006185	OFUSG20989.1.p1	TCONS_00045754.p1
OG0006186	OFUSG01099.1.p1	TCONS_00001195.p1
OG0006187	OFUSG08513.1.p1, OFUSG08513.2.p1	TCONS_00029731.p1
OG0006188	OFUSG21112.1.p1	TCONS_00053406.p1
OG0006189	OFUSG10831.1.p1	TCONS_00012480.p1
OG0006190	OFUSG19672.2.p1, OFUSG19672.1.p1	TCONS_00028354.p1
OG0006191	OFUSG08997.1.p1	TCONS_00029555.p1
OG0006192	OFUSG16119.2.p1, OFUSG16119.1.p1	TCONS_00056391.p1, TCONS_00041424.p1
OG0006193	OFUSG04368.1.p1	TCONS_00002853.p1, TCONS_00002837.p1
OG0006194	OFUSG10043.1.p1	TCONS_00014587.p1
OG0006195	OFUSG22190.1.p1	TCONS_00006119.p1
OG0006196	OFUSG14687.1.p1	TCONS_00021445.p1
OG0006197	OFUSG07598.1.p1, OFUSG07598.2.p1	TCONS_00056587.p1, TCONS_00056585.p1, TCONS_00056586.p1, TCONS_00056588.p1
OG0006198	OFUSG06795.1.p1	TCONS_00026915.p1
OG0006199	OFUSG26580.1.p1	TCONS_00052496.p1
OG0006200	OFUSG10180.1.p1	TCONS_00030705.p1
OG0006201	OFUSG15111.1.p1	TCONS_00005211.p1
OG0006202	OFUSG23082.1.p1	TCONS_00007558.p1
OG0006203	OFUSG25246.2.p1, OFUSG25246.1.p1	TCONS_00010994.p1
OG0006205	OFUSG14995.1.p1	TCONS_00005581.p1
OG0006206	OFUSG12324.1.p1	TCONS_00011739.p1
OG0006207	OFUSG15756.1.p1	TCONS_00006897.p1
OG0006208	OFUSG09617.1.p1	TCONS_00029115.p1
OG0006210	OFUSG23024.1.p1, OFUSG23007.1.p1	TCONS_00009196.p1
OG0006211	OFUSG13258.3.p1, OFUSG13258.1.p1, OFUSG13258.2.p1	TCONS_00019295.p1
OG0006212	OFUSG02207.1.p1, OFUSG02207.2.p1	TCONS_00013525.p1
OG0006213	OFUSG04619.1.p1	TCONS_00019307.p1
OG0006214	OFUSG00232.1.p1	TCONS_00037981.p1
OG0006215	OFUSG20745.1.p1	TCONS_00054350.p1
OG0006216	OFUSG08899.1.p1	TCONS_00014138.p1
OG0006217	OFUSG21430.1.p1	TCONS_00051364.p1
OG0006219	OFUSG13784.1.p1, OFUSG13784.2.p1	TCONS_00021122.p1
OG0006220	OFUSG13524.1.p1	TCONS_00019743.p1, TCONS_00019730.p1
OG0006221	OFUSG26424.1.p1	TCONS_00033298.p1
OG0006222	OFUSG02721.1.p1, OFUSG17794.1.p1, OFUSG02319.1.p1	TCONS_00003406.p1, TCONS_00037237.p1, TCONS_00053751.p1, TCONS_00053750.p1
OG0006223	OFUSG06879.1.p1	TCONS_00027024.p1
OG0006224	OFUSG21235.1.p1	TCONS_00050034.p1
OG0006225	OFUSG12400.1.p1	TCONS_00010489.p1
OG0006226	OFUSG17713.2.p1, OFUSG17713.1.p1	TCONS_00053227.p1
OG0006227	OFUSG06764.1.p1	TCONS_00026982.p1
OG0006228	OFUSG00684.1.p1	TCONS_00037181.p1
OG0006229	OFUSG03312.1.p1, OFUSG03312.2.p1	TCONS_00043875.p1
OG0006230	OFUSG13630.1.p1	TCONS_00020731.p1
OG0006231	OFUSG13273.1.p1, OFUSG13275.1.p1	TCONS_00017751.p1
OG0006232	OFUSG16492.2.p1, OFUSG16492.1.p1	TCONS_00056742.p1
OG0006233	OFUSG09219.1.p1	TCONS_00033829.p1
OG0006234	OFUSG13071.1.p1	TCONS_00052906.p1
OG0006235	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1	TCONS_00036221.p1
OG0006237	OFUSG23373.1.p1	TCONS_00051480.p1
OG0006238	OFUSG26669.1.p1	TCONS_00024408.p1, TCONS_00024372.p1
OG0006239	OFUSG20238.1.p1	TCONS_00008386.p1
OG0006240	OFUSG07675.1.p1	TCONS_00015238.p1
OG0006241	OFUSG07997.1.p1	TCONS_00008888.p1
OG0006242	OFUSG10779.1.p1	TCONS_00012548.p1
OG0006243	OFUSG08426.1.p1	TCONS_00028966.p1
OG0006244	OFUSG15035.1.p1, OFUSG15035.2.p1	TCONS_00004893.p1
OG0006245	OFUSG15791.1.p1	TCONS_00056805.p1
OG0006246	OFUSG08845.1.p1	TCONS_00029698.p1
OG0006248	OFUSG14183.1.p1	TCONS_00022938.p1
OG0006249	OFUSG24697.1.p1	TCONS_00022323.p1
OG0006250	OFUSG20233.1.p1	TCONS_00027802.p1
OG0006252	OFUSG16937.1.p1	TCONS_00051116.p1
OG0006253	OFUSG07386.1.p1	TCONS_00000285.p1
OG0006254	OFUSG09915.1.p1, OFUSG26243.1.p1	TCONS_00055925.p1
OG0006255	OFUSG06569.1.p1	TCONS_00026740.p1, TCONS_00041555.p1
OG0006256	OFUSG19644.1.p1	TCONS_00034145.p1, TCONS_00034147.p1, TCONS_00034143.p1, TCONS_00034142.p1
OG0006257	OFUSG13890.1.p1	TCONS_00010381.p1
OG0006258	OFUSG03856.1.p1	TCONS_00032875.p1
OG0006259	OFUSG23380.2.p1, OFUSG23380.1.p1	TCONS_00018304.p1
OG0006260	OFUSG05929.1.p1	TCONS_00047383.p1
OG0006261	OFUSG05622.1.p1	TCONS_00048563.p1
OG0006262	OFUSG05390.1.p1	TCONS_00018917.p1
OG0006263	OFUSG20709.1.p1	TCONS_00007047.p1
OG0006264	OFUSG07824.1.p1	TCONS_00055392.p1
OG0006266	OFUSG07125.2.p1, OFUSG07125.1.p1	TCONS_00014755.p1
OG0006267	OFUSG10940.1.p1	TCONS_00031273.p1
OG0006268	OFUSG14220.1.p1	TCONS_00048122.p1
OG0006269	OFUSG19462.1.p1	TCONS_00048493.p1
OG0006270	OFUSG08585.1.p1	TCONS_00015601.p1
OG0006271	OFUSG01027.1.p1	TCONS_00013879.p1
OG0006272	OFUSG15517.1.p1, OFUSG15518.1.p1, OFUSG17920.1.p1, OFUSG03907.1.p1	TCONS_00054927.p1
OG0006273	OFUSG20420.2.p1, OFUSG20420.1.p1	TCONS_00008500.p1
OG0006275	OFUSG01454.1.p1	TCONS_00001487.p1
OG0006276	OFUSG12127.1.p1	TCONS_00030501.p1, TCONS_00010115.p1
OG0006277	OFUSG15168.1.p1	TCONS_00005076.p1
OG0006278	OFUSG23917.1.p1, OFUSG23916.1.p1, OFUSG23916.2.p1	TCONS_00005100.p1, TCONS_00006348.p1
OG0006279	OFUSG00790.1.p1	TCONS_00002188.p1
OG0006280	OFUSG25094.1.p1	TCONS_00009583.p1
OG0006281	OFUSG00050.2.p1, OFUSG00050.1.p1	TCONS_00050422.p1
OG0006282	OFUSG04147.1.p1	TCONS_00041317.p1, TCONS_00041301.p1
OG0006283	OFUSG26352.1.p1	TCONS_00020320.p1
OG0006284	OFUSG23445.1.p1	TCONS_00004481.p1
OG0006285	OFUSG08177.1.p1, OFUSG08179.1.p1	TCONS_00016197.p1
OG0006286	OFUSG08272.1.p1	TCONS_00029938.p1, TCONS_00030675.p1
OG0006287	OFUSG11419.1.p1	TCONS_00011059.p1
OG0006288	OFUSG15550.1.p1	TCONS_00005552.p1, TCONS_00005564.p1
OG0006289	OFUSG05692.1.p1	TCONS_00049653.p1
OG0006290	OFUSG17255.1.p1, OFUSG17249.1.p1, OFUSG17253.1.p1	TCONS_00050562.p1
OG0006291	OFUSG08297.1.p1	TCONS_00016579.p1
OG0006292	OFUSG15723.1.p1	TCONS_00008942.p1
OG0006293	OFUSG15450.1.p1	TCONS_00006350.p1
OG0006294	OFUSG11961.1.p1	TCONS_00010810.p1
OG0006295	OFUSG15765.2.p1, OFUSG15765.1.p1	TCONS_00006928.p1, TCONS_00006902.p1
OG0006296	OFUSG06121.1.p1, OFUSG06121.2.p1	TCONS_00048898.p1
OG0006297	OFUSG06255.1.p1	TCONS_00048919.p1
OG0006298	OFUSG04372.1.p1	TCONS_00003571.p1
OG0006299	OFUSG00606.1.p1	TCONS_00022899.p1, TCONS_00022898.p1, TCONS_00002304.p1
OG0006300	OFUSG12289.1.p1	TCONS_00012213.p1
OG0006301	OFUSG12150.1.p1	TCONS_00011055.p1
OG0006302	OFUSG08996.1.p1, OFUSG08996.2.p1	TCONS_00028792.p1
OG0006303	OFUSG08907.1.p1	TCONS_00017779.p1
OG0006304	OFUSG21576.1.p1	TCONS_00009784.p1
OG0006305	OFUSG06132.1.p1, OFUSG06132.2.p1	TCONS_00027479.p1
OG0006306	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1	TCONS_00017205.p1
OG0006307	OFUSG13078.1.p1	TCONS_00053826.p1
OG0006308	OFUSG22095.1.p1	TCONS_00004866.p1
OG0006309	OFUSG01691.1.p1	TCONS_00036228.p1
OG0006310	OFUSG00395.1.p1	TCONS_00036033.p1
OG0006311	OFUSG00976.1.p1	TCONS_00038156.p1
OG0006312	OFUSG19151.1.p1	TCONS_00048558.p1
OG0006313	OFUSG13104.1.p1	TCONS_00046617.p1
OG0006314	OFUSG04293.1.p1	TCONS_00020738.p1, TCONS_00001044.p1
OG0006315	OFUSG11578.1.p1	TCONS_00010515.p1
OG0006316	OFUSG10798.1.p1, OFUSG10798.2.p1	TCONS_00053170.p1
OG0006318	OFUSG00349.1.p1	TCONS_00002001.p1, TCONS_00001991.p1
OG0006319	OFUSG21159.1.p1	TCONS_00049238.p1
OG0006320	OFUSG06963.1.p1	TCONS_00048271.p1
OG0006321	OFUSG22961.1.p1	TCONS_00009449.p1
OG0006322	OFUSG06165.1.p1	TCONS_00048928.p1
OG0006323	OFUSG03585.1.p1	TCONS_00041748.p1
OG0006324	OFUSG05424.1.p1	TCONS_00009459.p1
OG0006325	OFUSG25419.1.p1, OFUSG25419.2.p1	TCONS_00015014.p1
OG0006326	OFUSG06506.1.p1, OFUSG25472.1.p1	TCONS_00016446.p1
OG0006327	OFUSG21151.1.p1	TCONS_00041267.p1, TCONS_00041268.p1, TCONS_00035798.p1
OG0006329	OFUSG06525.1.p1	TCONS_00026255.p1
OG0006330	OFUSG09632.1.p1	TCONS_00028142.p1
OG0006331	OFUSG21663.1.p1	TCONS_00003546.p1
OG0006332	OFUSG07284.1.p1	TCONS_00024586.p1
OG0006333	OFUSG00350.1.p1	TCONS_00002164.p1
OG0006334	OFUSG16855.1.p1	TCONS_00053945.p1
OG0006335	OFUSG12800.1.p1	TCONS_00038727.p1
OG0006336	OFUSG21313.1.p1, OFUSG21313.2.p1	TCONS_00053361.p1
OG0006337	OFUSG08817.1.p1	TCONS_00028906.p1
OG0006338	OFUSG17633.1.p1, OFUSG17633.2.p1	TCONS_00053627.p1
OG0006339	OFUSG15007.2.p1, OFUSG15007.1.p1	TCONS_00006224.p1
OG0006340	OFUSG17804.1.p1	TCONS_00030619.p1
OG0006341	OFUSG13525.1.p1	TCONS_00053211.p1
OG0006342	OFUSG19331.1.p1	TCONS_00047446.p1
OG0006343	OFUSG03113.1.p1	TCONS_00042685.p1
OG0006344	OFUSG17196.1.p1	TCONS_00032988.p1
OG0006345	OFUSG21050.1.p1	TCONS_00018594.p1, TCONS_00017569.p1
OG0006346	OFUSG19567.1.p1	TCONS_00035271.p1
OG0006347	OFUSG04201.1.p1	TCONS_00056824.p1
OG0006348	OFUSG08022.1.p1	TCONS_00055332.p1
OG0006349	OFUSG13717.1.p1, OFUSG13717.2.p1	TCONS_00052515.p1
OG0006350	OFUSG10010.1.p1	TCONS_00012262.p1
OG0006351	OFUSG02528.1.p1	TCONS_00043433.p1
OG0006352	OFUSG16779.1.p1	TCONS_00044098.p1
OG0006353	OFUSG21707.1.p1	TCONS_00009865.p1
OG0006354	OFUSG05660.1.p1	TCONS_00027609.p1
OG0006355	OFUSG05633.1.p1	TCONS_00049625.p1
OG0006356	OFUSG15113.1.p1	TCONS_00005098.p1
OG0006357	OFUSG10930.1.p1, OFUSG10933.1.p1	TCONS_00050895.p1
OG0006358	OFUSG05609.1.p1	TCONS_00048101.p1
OG0006359	OFUSG26138.1.p1	TCONS_00014857.p1
OG0006360	OFUSG01922.1.p1	TCONS_00036149.p1
OG0006361	OFUSG20881.1.p1	TCONS_00004369.p1
OG0006362	OFUSG09542.1.p1	TCONS_00041980.p1, TCONS_00041972.p1
OG0006363	OFUSG19547.2.p1, OFUSG19547.1.p1	TCONS_00026004.p1
OG0006364	OFUSG04672.1.p1	TCONS_00019775.p1
OG0006365	OFUSG03344.1.p1	TCONS_00042541.p1
OG0006366	OFUSG02266.1.p1, OFUSG25785.1.p1	TCONS_00021558.p1
OG0006367	OFUSG13408.1.p1	TCONS_00045704.p1, TCONS_00046721.p1
OG0006368	OFUSG24275.1.p1, OFUSG24275.2.p1	TCONS_00035900.p1
OG0006370	OFUSG21077.1.p1	TCONS_00053971.p1
OG0006372	OFUSG07198.1.p1	TCONS_00055014.p1
OG0006373	OFUSG00881.1.p1	TCONS_00036457.p1, TCONS_00010706.p1
OG0006375	OFUSG10211.1.p1	TCONS_00014183.p1
OG0006376	OFUSG26673.1.p1	TCONS_00015180.p1
OG0006377	OFUSG13142.1.p1	TCONS_00053744.p1, TCONS_00053743.p1
OG0006378	OFUSG06139.1.p1	TCONS_00026085.p1
OG0006379	OFUSG11248.2.p1, OFUSG11248.1.p1	TCONS_00046729.p1, TCONS_00010895.p1
OG0006380	OFUSG17771.1.p1, OFUSG02849.1.p1	TCONS_00042063.p1, TCONS_00042067.p1
OG0006382	OFUSG11579.1.p1	TCONS_00011902.p1
OG0006383	OFUSG19592.1.p1	TCONS_00035269.p1
OG0006384	OFUSG10582.1.p1	TCONS_00024420.p1, TCONS_00025857.p1
OG0006385	OFUSG11265.1.p1	TCONS_00011299.p1, TCONS_00011279.p1
OG0006386	OFUSG01436.1.p1	TCONS_00038091.p1
OG0006387	OFUSG00913.1.p1	TCONS_00001551.p1
OG0006388	OFUSG18462.1.p1	TCONS_00013235.p1
OG0006389	OFUSG01920.1.p1	TCONS_00001248.p1
OG0006390	OFUSG06648.1.p1	TCONS_00047659.p1
OG0006391	OFUSG08068.1.p1	TCONS_00055478.p1
OG0006392	OFUSG00142.1.p1	TCONS_00001939.p1
OG0006393	OFUSG08709.1.p1	TCONS_00027954.p1
OG0006394	OFUSG18375.1.p1	TCONS_00013244.p1
OG0006395	OFUSG13284.1.p1	TCONS_00045081.p1
OG0006396	OFUSG23581.1.p1	TCONS_00054358.p1
OG0006398	OFUSG13200.1.p1	TCONS_00020199.p1
OG0006399	OFUSG22262.1.p1	TCONS_00005906.p1
OG0006401	OFUSG15978.1.p1	TCONS_00056569.p1
OG0006402	OFUSG07589.2.p1, OFUSG07589.1.p1	TCONS_00055131.p1
OG0006405	OFUSG10162.1.p1	TCONS_00036434.p1
OG0006407	OFUSG09787.1.p1	TCONS_00017172.p1
OG0006408	OFUSG11778.2.p1, OFUSG11778.3.p1, OFUSG11778.1.p1	TCONS_00011147.p1
OG0006413	OFUSG19199.1.p1, OFUSG19199.2.p1, OFUSG05826.1.p1	TCONS_00053733.p1
OG0006414	OFUSG08684.1.p1, OFUSG08946.1.p1	TCONS_00028276.p1, TCONS_00028277.p1
OG0006442	OFUSG05106.1.p1	TCONS_00001276.p1
OG0006443	OFUSG25627.1.p1	TCONS_00039555.p1
OG0006446	OFUSG07247.1.p1, OFUSG07247.2.p1	TCONS_00016689.p1
OG0006447	OFUSG07863.2.p1, OFUSG07863.1.p1	TCONS_00014759.p1
OG0006448	OFUSG04041.1.p1	TCONS_00055605.p1
OG0006449	OFUSG16963.1.p1	TCONS_00018301.p1
OG0006452	OFUSG06652.1.p1	TCONS_00048196.p1
OG0006454	OFUSG15262.1.p1	TCONS_00005752.p1
OG0006456	OFUSG07766.1.p1	TCONS_00024071.p1
OG0006457	OFUSG20987.2.p1, OFUSG20987.1.p1	TCONS_00053917.p1
OG0006458	OFUSG09602.1.p1	TCONS_00035428.p1
OG0006459	OFUSG19921.1.p1	TCONS_00029344.p1
OG0006460	OFUSG12314.1.p1	TCONS_00010265.p1
OG0006461	OFUSG19155.1.p1	TCONS_00048350.p1
OG0006462	OFUSG17891.1.p1	TCONS_00014431.p1
OG0006463	OFUSG19852.1.p1	TCONS_00028384.p1
OG0006464	OFUSG14585.1.p1	TCONS_00021066.p1
OG0006465	OFUSG25347.1.p1	TCONS_00009885.p1
OG0006468	OFUSG04866.1.p1	TCONS_00007890.p1
OG0006469	OFUSG10425.1.p1	TCONS_00012821.p1
OG0006470	OFUSG06000.1.p1	TCONS_00027786.p1
OG0006471	OFUSG26571.1.p1	TCONS_00053412.p1
OG0006472	OFUSG24781.1.p1	TCONS_00021911.p1
OG0006474	OFUSG22247.1.p1	TCONS_00005145.p1
OG0006475	OFUSG04046.1.p1	TCONS_00056392.p1, TCONS_00041422.p1
OG0006476	OFUSG03550.1.p1	TCONS_00042228.p1
OG0006477	OFUSG10191.1.p1	TCONS_00040932.p1, TCONS_00031480.p1
OG0006478	OFUSG17348.1.p1	TCONS_00054517.p1
OG0006479	OFUSG13673.1.p1	TCONS_00051879.p1
OG0006480	OFUSG25523.1.p1	TCONS_00057242.p1
OG0006481	OFUSG08691.1.p1	TCONS_00034795.p1
OG0006482	OFUSG12549.1.p1	TCONS_00009649.p1
OG0006483	OFUSG12008.1.p1	TCONS_00010956.p1
OG0006485	OFUSG21874.1.p1	TCONS_00010701.p1
OG0006486	OFUSG19374.1.p1	TCONS_00048186.p1
OG0006487	OFUSG05608.1.p1	TCONS_00049079.p1
OG0006488	OFUSG12523.1.p1	TCONS_00011528.p1
OG0006490	OFUSG06326.1.p1	TCONS_00049724.p1
OG0006491	OFUSG23711.2.p1, OFUSG23711.1.p1	TCONS_00044639.p1
OG0006493	OFUSG03992.1.p1	TCONS_00022120.p1
OG0006494	OFUSG14669.1.p1	TCONS_00021999.p1
OG0006495	OFUSG04893.1.p1	TCONS_00050223.p1
OG0006496	OFUSG25735.1.p1	TCONS_00016568.p1
OG0006497	OFUSG26162.2.p1, OFUSG26162.1.p1	TCONS_00054999.p1
OG0006498	OFUSG02085.1.p1	TCONS_00043357.p1, TCONS_00043346.p1
OG0006499	OFUSG25431.1.p1	TCONS_00015424.p1
OG0006500	OFUSG25266.2.p1, OFUSG25266.4.p1, OFUSG25266.1.p1, OFUSG25266.3.p1	TCONS_00009974.p1
OG0006501	OFUSG11467.1.p1	TCONS_00010106.p1
OG0006502	OFUSG10803.1.p1	TCONS_00012707.p1
OG0006503	OFUSG14469.2.p1, OFUSG14469.1.p1	TCONS_00021845.p1
OG0006504	OFUSG15072.1.p1	TCONS_00006488.p1
OG0006505	OFUSG16553.1.p1	TCONS_00056089.p1
OG0006506	OFUSG01137.1.p1	TCONS_00036362.p1
OG0006507	OFUSG12744.1.p1	TCONS_00049530.p1
OG0006508	OFUSG06028.1.p1, OFUSG18945.1.p1	TCONS_00026619.p1
OG0006510	OFUSG20796.1.p1	TCONS_00009163.p1
OG0006511	OFUSG05200.1.p1	TCONS_00007950.p1
OG0006512	OFUSG21542.1.p1	TCONS_00011733.p1
OG0006513	OFUSG03683.1.p1	TCONS_00007347.p1
OG0006514	OFUSG02146.1.p1	TCONS_00043974.p1
OG0006515	OFUSG21785.1.p1	TCONS_00004438.p1
OG0006516	OFUSG12180.1.p1	TCONS_00010802.p1
OG0006517	OFUSG04272.1.p1, OFUSG04272.2.p1	TCONS_00020570.p1
OG0006518	OFUSG00809.1.p1	TCONS_00001085.p1
OG0006519	OFUSG12108.1.p1	TCONS_00009727.p1
OG0006520	OFUSG02676.1.p1, OFUSG02676.2.p1	TCONS_00042468.p1, TCONS_00042416.p1
OG0006522	OFUSG23837.1.p1	TCONS_00005801.p1, TCONS_00005787.p1
OG0006523	OFUSG25098.1.p1	TCONS_00011605.p1
OG0006524	OFUSG06601.1.p1	TCONS_00048319.p1
OG0006525	OFUSG05605.1.p1, OFUSG05605.2.p1	TCONS_00047745.p1
OG0006527	OFUSG10020.1.p1	TCONS_00012766.p1
OG0006528	OFUSG16333.1.p1	TCONS_00004367.p1
OG0006530	OFUSG08940.1.p1	TCONS_00029282.p1
OG0006531	OFUSG08018.1.p1	TCONS_00057127.p1
OG0006532	OFUSG21209.1.p1, OFUSG21209.2.p1	TCONS_00053038.p1, TCONS_00053081.p1
OG0006533	OFUSG00400.1.p1	TCONS_00001339.p1
OG0006534	OFUSG06528.1.p1	TCONS_00027612.p1
OG0006535	OFUSG07439.2.p1, OFUSG07439.1.p1	TCONS_00023337.p1, TCONS_00023207.p1
OG0006536	OFUSG18668.1.p1, OFUSG18668.2.p1	TCONS_00026188.p1
OG0006537	OFUSG03143.1.p1	TCONS_00041692.p1
OG0006538	OFUSG13745.1.p1	TCONS_00018708.p1, TCONS_00018657.p1
OG0006539	OFUSG18947.1.p1	TCONS_00005734.p1
OG0006540	OFUSG14726.1.p1	TCONS_00022205.p1
OG0006541	OFUSG06483.2.p1, OFUSG06483.1.p1, OFUSG06483.3.p1, OFUSG06483.4.p1	TCONS_00027019.p1
OG0006542	OFUSG09004.1.p1	TCONS_00043741.p1, TCONS_00043757.p1
OG0006543	OFUSG21011.1.p1	TCONS_00017046.p1
OG0006545	OFUSG15934.2.p1, OFUSG15934.1.p1	TCONS_00056038.p1
OG0006546	OFUSG21871.1.p1	TCONS_00011832.p1
OG0006547	OFUSG18962.1.p1	TCONS_00015546.p1
OG0006548	OFUSG25421.1.p1	TCONS_00023200.p1, TCONS_00023331.p1
OG0006549	OFUSG05487.1.p1	TCONS_00048349.p1
OG0006550	OFUSG06119.1.p1	TCONS_00049126.p1
OG0006552	OFUSG08440.1.p1	TCONS_00029062.p1
OG0006553	OFUSG11130.1.p1	TCONS_00014564.p1
