Orthogroup	OWEFU	YEAST
OG0002997	OFUSG26855.1.p1, OFUSG23413.1.p1	YEAST02374
OG0003001	OFUSG15796.1.p1	YEAST01497
OG0003004	OFUSG11480.1.p1	YEAST02183
OG0003006	OFUSG17958.1.p1	YEAST00899
OG0003010	OFUSG00054.1.p1	YEAST03035
OG0003012	OFUSG06422.1.p1	YEAST04512
OG0003016	OFUSG03152.1.p1	YEAST04810
OG0003018	OFUSG03127.1.p1	YEAST01635, YEAST01949
OG0003020	OFUSG05105.1.p1, OFUSG23454.1.p1	YEAST04851
OG0003027	OFUSG21402.1.p1	YEAST05498
OG0003028	OFUSG13558.1.p1	YEAST05822
OG0003029	OFUSG20710.1.p1	YEAST04523
OG0003033	OFUSG01453.1.p1	YEAST02457, YEAST02640
OG0003039	OFUSG09451.1.p1	YEAST00055
OG0003043	OFUSG18158.1.p1	YEAST02551
OG0003046	OFUSG21357.1.p1	YEAST01632
OG0003054	OFUSG25793.1.p1	YEAST04909, YEAST05341
OG0003056	OFUSG13218.1.p1	YEAST02257
OG0003059	OFUSG21767.1.p1, OFUSG21766.1.p1, OFUSG21766.2.p1	YEAST02832, YEAST03675
OG0003063	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1	YEAST00204
OG0003066	OFUSG01613.1.p1	YEAST00969
OG0003067	OFUSG05476.1.p1	YEAST03159
OG0003072	OFUSG19220.1.p1	YEAST05076
OG0003073	OFUSG22208.1.p1, OFUSG23369.1.p1	YEAST00167
OG0003079	OFUSG19620.1.p1	YEAST01019
OG0003101	OFUSG26512.1.p1	YEAST01357
OG0003104	OFUSG25660.1.p1	YEAST00861
OG0003105	OFUSG19655.1.p1	YEAST04282
OG0003107	OFUSG05270.1.p1, OFUSG05271.1.p1	YEAST00029
OG0003108	OFUSG01270.1.p1, OFUSG01270.2.p1	YEAST00796
OG0003110	OFUSG25812.1.p1	YEAST02197
OG0003114	OFUSG12552.1.p1, OFUSG12552.2.p1	YEAST00453, YEAST02426
OG0003119	OFUSG19562.1.p1	YEAST00778
OG0003121	OFUSG19684.1.p1	YEAST03190
OG0003126	OFUSG17303.1.p1	YEAST00300
OG0003131	OFUSG24004.1.p1	YEAST04435, YEAST04350
OG0003135	OFUSG22017.1.p1	YEAST02069
OG0003138	OFUSG26552.1.p1	YEAST01790, YEAST00784
OG0003145	OFUSG07280.1.p1	YEAST06012
OG0003147	OFUSG05907.1.p1	YEAST03729
OG0003151	OFUSG05073.1.p1	YEAST03910
OG0003153	OFUSG04951.1.p1	YEAST05438
OG0003154	OFUSG17694.1.p1	YEAST00694
OG0003157	OFUSG02293.1.p1, OFUSG02291.1.p1	YEAST01203
OG0003164	OFUSG03455.1.p1	YEAST05549, YEAST04492
OG0003169	OFUSG16524.1.p1	YEAST04410
OG0003172	OFUSG04307.1.p1	YEAST06030
OG0003174	OFUSG03000.1.p1	YEAST06178
OG0003178	OFUSG25106.1.p1	YEAST05823
OG0003179	OFUSG18054.1.p1	YEAST00905
OG0003182	OFUSG23178.1.p1	YEAST05565
OG0003189	OFUSG02491.1.p1	YEAST00820
OG0003191	OFUSG12992.1.p1	YEAST01068
OG0003193	OFUSG24759.1.p1	YEAST02494
OG0003197	OFUSG14583.1.p1	YEAST06274
OG0003199	OFUSG06190.1.p1	YEAST04961
OG0003207	OFUSG19091.1.p1	YEAST04056
OG0003212	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1	YEAST05531
OG0003214	OFUSG03898.1.p1	YEAST03701
OG0003215	OFUSG12275.1.p1, OFUSG12275.2.p1	YEAST04373
OG0003218	OFUSG14315.1.p1	YEAST04068
OG0003219	OFUSG03547.1.p1	YEAST01656
OG0003220	OFUSG00185.2.p1, OFUSG00185.1.p1	YEAST03417, YEAST00186
OG0003221	OFUSG23484.1.p1	YEAST05064
OG0003223	OFUSG22793.1.p1	YEAST04472
OG0003228	OFUSG25095.1.p1	YEAST06187
OG0003230	OFUSG06967.1.p1	YEAST05487
OG0003234	OFUSG20307.1.p1	YEAST00760
OG0003251	OFUSG20624.2.p1, OFUSG20624.1.p1	YEAST05338, YEAST04904
OG0003254	OFUSG21699.1.p1	YEAST03911
OG0003257	OFUSG11699.1.p1	YEAST02741
OG0003263	OFUSG09944.1.p1	YEAST05333
OG0003264	OFUSG17329.1.p1	YEAST03398
OG0003266	OFUSG08987.1.p1	YEAST05585
OG0003267	OFUSG17971.1.p1	YEAST02516
OG0003270	OFUSG18942.1.p1, OFUSG18940.1.p1, OFUSG18940.2.p1, OFUSG18941.1.p1	YEAST01372, YEAST05351, YEAST01476
OG0003277	OFUSG06456.1.p1	YEAST03706
OG0003283	OFUSG06061.1.p1	YEAST02779
OG0003284	OFUSG16072.1.p1, OFUSG16072.2.p1	YEAST02184
OG0003287	OFUSG08017.2.p1, OFUSG08017.1.p1	YEAST00166
OG0003288	OFUSG02966.1.p1, OFUSG02967.2.p1, OFUSG02967.3.p1, OFUSG02967.1.p1	YEAST05062
OG0003290	OFUSG07475.1.p1, OFUSG07475.2.p1	YEAST06325
OG0003293	OFUSG13182.1.p1	YEAST04930
OG0003295	OFUSG06646.1.p1	YEAST06127
OG0003300	OFUSG01781.1.p1, OFUSG01780.1.p1	YEAST03316
OG0003301	OFUSG25751.1.p1	YEAST03267
OG0003302	OFUSG18361.1.p1	YEAST04633
OG0003303	OFUSG21718.1.p1	YEAST05878
OG0003304	OFUSG03932.1.p1, OFUSG06143.1.p1	YEAST01018
OG0003316	OFUSG21407.1.p1	YEAST04887
OG0003317	OFUSG18101.1.p1, OFUSG18101.2.p1	YEAST03051
OG0003318	OFUSG19315.1.p1	YEAST02158
OG0003332	OFUSG17337.1.p1	YEAST02945, YEAST00447
OG0003335	OFUSG11713.1.p1	YEAST01260
OG0003340	OFUSG13694.1.p1	YEAST04972
OG0003341	OFUSG12069.3.p1, OFUSG12069.2.p1, OFUSG12069.4.p1, OFUSG12069.1.p1	YEAST00990
OG0003343	OFUSG22665.1.p1, OFUSG22675.1.p1	YEAST04356, YEAST06258
OG0003344	OFUSG16813.1.p1	YEAST04764
OG0003345	OFUSG19858.1.p1, OFUSG19861.1.p1	YEAST02133
OG0003348	OFUSG13744.1.p1	YEAST02844
OG0003349	OFUSG10388.1.p1	YEAST00235, YEAST04798
OG0003356	OFUSG10104.1.p1	YEAST02937
OG0003357	OFUSG05741.1.p1	YEAST04240, YEAST02522
OG0003364	OFUSG01690.1.p1	YEAST00730
OG0003366	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1	YEAST05276, YEAST03075
OG0003373	OFUSG01669.1.p1	YEAST03755
OG0003374	OFUSG26002.1.p1	YEAST03627
OG0003375	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1	YEAST03722
OG0003380	OFUSG22136.1.p1	YEAST00529
OG0003381	OFUSG25596.1.p1	YEAST03447, YEAST01380
OG0003382	OFUSG07899.2.p1, OFUSG07899.1.p1, OFUSG07899.3.p1	YEAST01627
OG0003386	OFUSG23636.1.p1	YEAST02725
OG0003425	OFUSG08435.1.p1, OFUSG08435.2.p1	YEAST05084
OG0003426	OFUSG05883.1.p1	YEAST05251
OG0003428	OFUSG02045.2.p1, OFUSG02045.1.p1, OFUSG02045.3.p1	YEAST04550, YEAST01154
OG0003429	OFUSG00245.1.p1	YEAST05921
OG0003430	OFUSG08825.1.p1	YEAST04732
OG0003434	OFUSG21297.1.p1	YEAST02689
OG0003441	OFUSG06295.1.p1	YEAST05981
OG0003443	OFUSG21541.1.p1	YEAST06032
OG0003454	OFUSG03914.1.p1	YEAST04088
OG0003458	OFUSG16862.2.p1, OFUSG16862.1.p1, OFUSG08431.1.p1	YEAST00169
OG0003461	OFUSG09875.1.p1	YEAST05752, YEAST04759
OG0003463	OFUSG12535.1.p1	YEAST02371
OG0003464	OFUSG18296.1.p1	YEAST05120
OG0003465	OFUSG07312.1.p1	YEAST02874
OG0003467	OFUSG23205.1.p1, OFUSG23203.1.p1	YEAST01278
OG0003476	OFUSG04382.1.p1	YEAST01588, YEAST02726
OG0003477	OFUSG16889.1.p1	YEAST03665
OG0003483	OFUSG10301.1.p1	YEAST06074
OG0003487	OFUSG19263.1.p1	YEAST03066
OG0003491	OFUSG14265.1.p1, OFUSG14263.1.p1	YEAST03514
OG0003493	OFUSG16867.1.p1	YEAST01076
OG0003497	OFUSG09698.1.p1	YEAST00758
OG0003498	OFUSG16874.1.p1	YEAST05680
OG0003500	OFUSG22059.1.p1	YEAST03303, YEAST02683
OG0003502	OFUSG24055.1.p1	YEAST02519
OG0003503	OFUSG18080.1.p1	YEAST00400
OG0003505	OFUSG05340.1.p1	YEAST00697
OG0003509	OFUSG17524.1.p1	YEAST02850
OG0003515	OFUSG03772.1.p1	YEAST00923
OG0003518	OFUSG20266.1.p1	YEAST04809
OG0003523	OFUSG12732.1.p1	YEAST05393
OG0003531	OFUSG12011.1.p1	YEAST00465
OG0003532	OFUSG18965.1.p1	YEAST05810
OG0003539	OFUSG03901.1.p1	YEAST03774
OG0003541	OFUSG05329.2.p1, OFUSG05329.1.p1	YEAST01314
OG0003543	OFUSG08206.1.p1	YEAST01290
OG0003544	OFUSG00118.1.p1	YEAST00251
OG0003550	OFUSG26575.1.p1	YEAST06166
OG0003551	OFUSG20908.1.p1	YEAST01826
OG0003552	OFUSG09931.1.p1	YEAST04163
OG0003556	OFUSG23492.1.p1	YEAST05216
OG0003561	OFUSG00906.1.p1	YEAST06100
OG0003562	OFUSG12910.2.p1, OFUSG12910.1.p1	YEAST00960
OG0003565	OFUSG20630.1.p1	YEAST03392
OG0003567	OFUSG10595.1.p1	YEAST04838
OG0003568	OFUSG22628.1.p1	YEAST04328
OG0003570	OFUSG09014.1.p1, OFUSG09014.2.p1	YEAST03562, YEAST04635
OG0003571	OFUSG20726.1.p1	YEAST05553
OG0003573	OFUSG24084.1.p1	YEAST00597
OG0003578	OFUSG22248.1.p1	YEAST05031
OG0003579	OFUSG10676.1.p1	YEAST05446
OG0003582	OFUSG18764.1.p1	YEAST03174
OG0003598	OFUSG08278.1.p1	YEAST00803
OG0003599	OFUSG19669.1.p1	YEAST04133
OG0003603	OFUSG10841.1.p1, OFUSG10841.2.p1	YEAST03529
OG0003610	OFUSG17078.1.p1	YEAST02573
OG0003611	OFUSG05675.1.p1	YEAST01054
OG0003612	OFUSG13568.1.p1, OFUSG13568.2.p1	YEAST00808
OG0003613	OFUSG06331.1.p1	YEAST02366
OG0003615	OFUSG23707.1.p1, OFUSG23707.2.p1	YEAST01638
OG0003617	OFUSG09939.1.p1	YEAST01843
OG0003617	OFUSG13257.1.p1	YEAST04802, YEAST04398
OG0003619	OFUSG02086.1.p1	YEAST04756
OG0003624	OFUSG06588.1.p1, OFUSG06588.2.p1	YEAST00147
OG0003630	OFUSG24001.2.p1, OFUSG24001.1.p1	YEAST04845
OG0003632	OFUSG12731.1.p1	YEAST02125
OG0003638	OFUSG08839.1.p1	YEAST00956
OG0003641	OFUSG04999.1.p1	YEAST04061, YEAST01158
OG0003643	OFUSG06611.1.p1	YEAST03144
OG0003644	OFUSG08254.1.p1	YEAST01545
OG0003645	OFUSG02977.1.p1, OFUSG02977.2.p1	YEAST05809, YEAST05493
OG0003646	OFUSG13054.2.p1, OFUSG13054.1.p1	YEAST02349
OG0003647	OFUSG09021.1.p1	YEAST04352, YEAST04433
OG0003649	OFUSG09804.1.p1	YEAST00203
OG0003650	OFUSG17294.1.p1	YEAST00737, YEAST04997
OG0003659	OFUSG16187.1.p1	YEAST00140
OG0003661	OFUSG21299.1.p1	YEAST02758
OG0003664	OFUSG09947.1.p1	YEAST03791
OG0003668	OFUSG20064.1.p1	YEAST06168
OG0003669	OFUSG17201.1.p1	YEAST02813
OG0003672	OFUSG10902.1.p1	YEAST03137
OG0003676	OFUSG25502.1.p1, OFUSG02343.1.p1	YEAST03110
OG0003678	OFUSG26385.1.p1, OFUSG26385.2.p1	YEAST02330
OG0003679	OFUSG13359.1.p1	YEAST03223
OG0003682	OFUSG11924.1.p1	YEAST00571
OG0003687	OFUSG03946.1.p1	YEAST02527, YEAST04246
OG0003688	OFUSG13593.1.p1	YEAST01333, YEAST05362, YEAST00376
OG0003689	OFUSG04570.1.p1	YEAST04232
OG0003690	OFUSG11565.1.p1	YEAST01162
OG0003692	OFUSG05599.1.p1, OFUSG05599.2.p1, OFUSG05600.1.p1	YEAST00692
OG0003693	OFUSG06103.1.p1	YEAST05304
OG0003694	OFUSG16805.1.p1	YEAST01453
OG0003696	OFUSG05739.1.p1	YEAST05704
OG0003697	OFUSG20990.1.p1	YEAST04962
OG0003698	OFUSG06501.1.p1	YEAST03764, YEAST03185
OG0003703	OFUSG00686.1.p1	YEAST00683
OG0003710	OFUSG00436.1.p1, OFUSG00436.2.p1	YEAST02077
OG0003712	OFUSG10374.1.p1	YEAST02114
OG0003713	OFUSG13204.1.p1	YEAST01549, YEAST03807
OG0003716	OFUSG23366.1.p1	YEAST02390
OG0003718	OFUSG16508.1.p1	YEAST05772
OG0003719	OFUSG08809.1.p1	YEAST06338
OG0003721	OFUSG25364.1.p1	YEAST04960
OG0003724	OFUSG13589.1.p1	YEAST02365, YEAST06120
OG0003729	OFUSG16645.2.p1, OFUSG16645.1.p1	YEAST01543
OG0003731	OFUSG12284.1.p1	YEAST04486
OG0003733	OFUSG23436.1.p1	YEAST03492
OG0003734	OFUSG07747.1.p1	YEAST02809, YEAST03842
OG0003735	OFUSG07143.1.p1	YEAST06115
OG0003738	OFUSG18301.1.p1, OFUSG18301.2.p1	YEAST05605
OG0003740	OFUSG07576.1.p1	YEAST01029
OG0003741	OFUSG12262.1.p1	YEAST01379
OG0003743	OFUSG01059.1.p1	YEAST06008, YEAST05688
OG0003744	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1	YEAST01207
OG0003745	OFUSG23746.1.p1, OFUSG23969.1.p1	YEAST02618
OG0003749	OFUSG07087.2.p1, OFUSG07087.1.p1	YEAST04441
OG0003750	OFUSG09220.1.p1	YEAST00149
OG0003756	OFUSG22980.1.p1	YEAST01878
OG0003758	OFUSG17693.1.p1	YEAST06133
OG0003759	OFUSG12849.1.p1	YEAST03315
OG0003766	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1	YEAST03336
OG0003767	OFUSG13414.1.p1	YEAST01933, YEAST01650
OG0003769	OFUSG20297.1.p1	YEAST01999
OG0003770	OFUSG20677.1.p1	YEAST01234, YEAST03860
OG0003778	OFUSG01438.1.p1	YEAST05796
OG0003779	OFUSG13787.1.p1, OFUSG13787.2.p1	YEAST04431
OG0003806	OFUSG10861.1.p1	YEAST02367
OG0003807	OFUSG10356.1.p1	YEAST04265, YEAST03128
OG0003808	OFUSG17077.1.p1	YEAST01201
OG0003811	OFUSG03655.1.p1	YEAST00417
OG0003812	OFUSG21387.1.p1	YEAST00287
OG0003813	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1	YEAST00254
OG0003818	OFUSG03705.1.p1	YEAST04318
OG0003824	OFUSG05766.1.p1	YEAST01468
OG0003828	OFUSG05118.1.p1	YEAST02448
OG0003829	OFUSG07448.1.p1	YEAST02032, YEAST01031
OG0003831	OFUSG05930.2.p1, OFUSG05930.1.p1	YEAST03010
OG0003834	OFUSG05404.1.p1	YEAST06322
OG0003837	OFUSG05284.1.p1, OFUSG11129.1.p1	YEAST02586
OG0003838	OFUSG02211.1.p1	YEAST03413
OG0003839	OFUSG14221.1.p1	YEAST01736
OG0003844	OFUSG19682.1.p1	YEAST06054
OG0003846	OFUSG06704.1.p1	YEAST00356
OG0003848	OFUSG07600.1.p1	YEAST01654
OG0003850	OFUSG01254.1.p1	YEAST00228
OG0003851	OFUSG13241.1.p1	YEAST06169
OG0003852	OFUSG04274.2.p1, OFUSG04274.1.p1	YEAST03296
OG0003853	OFUSG11282.1.p1	YEAST06251
OG0003855	OFUSG13289.1.p1	YEAST04936
OG0003856	OFUSG18199.1.p1	YEAST03934, YEAST02710
OG0003858	OFUSG11682.1.p1	YEAST01401
OG0003860	OFUSG03969.1.p1	YEAST01412
OG0003866	OFUSG01635.2.p1, OFUSG01635.1.p1	YEAST01895
OG0003867	OFUSG26425.1.p1	YEAST03558
OG0003868	OFUSG25488.1.p1	YEAST01448
OG0003869	OFUSG04233.1.p1	YEAST02771
OG0003875	OFUSG26181.1.p1	YEAST05070
OG0003876	OFUSG23627.1.p1	YEAST02423
OG0003877	OFUSG14257.1.p1	YEAST04860, YEAST05867, YEAST03825
OG0003879	OFUSG20056.1.p1	YEAST00463
OG0003881	OFUSG18789.1.p1	YEAST03851
OG0003882	OFUSG23207.1.p1, OFUSG23207.2.p1	YEAST03663
OG0003886	OFUSG04059.1.p1	YEAST06023
OG0003887	OFUSG17832.1.p1	YEAST00028
OG0003893	OFUSG11743.1.p1	YEAST05028
OG0003897	OFUSG17722.1.p1	YEAST01270
OG0003899	OFUSG03698.1.p1	YEAST04954
OG0003904	OFUSG15953.1.p1	YEAST01732
OG0003907	OFUSG02408.1.p1, OFUSG02430.1.p1	YEAST02999, YEAST02288
OG0003910	OFUSG00367.1.p1	YEAST03780
OG0003911	OFUSG12915.1.p1	YEAST00032
OG0003913	OFUSG16854.1.p1, OFUSG16854.2.p1	YEAST03258
OG0003918	OFUSG18006.1.p1	YEAST00058
OG0003921	OFUSG21463.2.p1, OFUSG21463.1.p1	YEAST06181
OG0003926	OFUSG21486.1.p1, OFUSG12876.1.p1	YEAST04138
OG0003929	OFUSG20846.1.p1	YEAST04489, YEAST01422
OG0003930	OFUSG01262.1.p1	YEAST03969
OG0003931	OFUSG10879.1.p1	YEAST01142
OG0003934	OFUSG21104.1.p1	YEAST00084
OG0003938	OFUSG01428.1.p1	YEAST01566, YEAST05133
OG0003939	OFUSG23620.1.p1	YEAST03211
OG0003944	OFUSG25022.1.p1	YEAST01186
OG0003946	OFUSG05456.1.p1	YEAST03220
OG0003947	OFUSG06825.1.p1	YEAST06266, YEAST05428
OG0003949	OFUSG01552.1.p1	YEAST01888
OG0003950	OFUSG18005.1.p1, OFUSG00160.1.p1	YEAST01409
OG0003954	OFUSG21108.1.p1	YEAST02764
OG0003955	OFUSG02744.1.p1	YEAST03951
OG0003959	OFUSG08034.1.p1	YEAST02778
OG0003961	OFUSG13571.1.p1	YEAST01991
OG0003967	OFUSG17824.1.p1	YEAST05935
OG0003969	OFUSG11226.1.p1	YEAST02146
OG0003971	OFUSG09521.1.p1	YEAST00520
OG0003972	OFUSG05144.1.p1	YEAST06331
OG0003973	OFUSG11220.1.p1	YEAST06329
OG0003978	OFUSG18906.1.p1	YEAST03551, YEAST00942, YEAST05399
OG0003999	OFUSG13249.1.p1, OFUSG26421.1.p1	YEAST05604
OG0004000	OFUSG16319.1.p1, OFUSG16318.1.p1	YEAST06060
OG0004005	OFUSG08227.1.p1	YEAST06216
OG0004007	OFUSG13400.1.p1	YEAST01456
OG0004012	OFUSG05810.1.p1	YEAST00755
OG0004017	OFUSG22331.1.p1	YEAST03019
OG0004023	OFUSG20348.1.p1	YEAST04349
OG0004027	OFUSG16592.1.p1	YEAST03587
OG0004032	OFUSG24694.1.p1	YEAST02562
OG0004033	OFUSG12090.1.p1, OFUSG11366.1.p1, OFUSG26383.1.p1	YEAST02572
OG0004035	OFUSG04760.1.p1	YEAST02134
OG0004037	OFUSG14252.1.p1, OFUSG14252.2.p1	YEAST03371
OG0004042	OFUSG09669.1.p1	YEAST05578
OG0004044	OFUSG00446.1.p1	YEAST05367
OG0004047	OFUSG18610.1.p1	YEAST02496
OG0004051	OFUSG26463.1.p1	YEAST01772
OG0004052	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1	YEAST03705
OG0004054	OFUSG25074.1.p1	YEAST05576
OG0004056	OFUSG04179.1.p1, OFUSG04179.2.p1, OFUSG04146.1.p1	YEAST05698
OG0004057	OFUSG00824.1.p1	YEAST05620
OG0004059	OFUSG25150.1.p1	YEAST00030
OG0004065	OFUSG16929.1.p1	YEAST00772
OG0004067	OFUSG11070.1.p1	YEAST02665
OG0004068	OFUSG00723.1.p1	YEAST03461
OG0004071	OFUSG25471.1.p1	YEAST02893
OG0004072	OFUSG16756.1.p1	YEAST02440
OG0004075	OFUSG10667.1.p1	YEAST02332
OG0004076	OFUSG17470.1.p1, OFUSG17470.2.p1	YEAST05461
OG0004079	OFUSG02739.1.p1	YEAST04385
OG0004080	OFUSG04397.1.p1	YEAST00812
OG0004082	OFUSG16877.1.p1	YEAST00063, YEAST05409
OG0004090	OFUSG16668.1.p1	YEAST02301, YEAST02021
OG0004091	OFUSG17304.1.p1	YEAST04715
OG0004092	OFUSG16191.1.p1	YEAST03564, YEAST06307
OG0004096	OFUSG25572.1.p1	YEAST00160
OG0004097	OFUSG00034.1.p1	YEAST05039
OG0004101	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1	YEAST03547, YEAST02901
OG0004102	OFUSG19005.1.p1	YEAST05787
OG0004105	OFUSG23643.2.p1, OFUSG23643.1.p1	YEAST01700, YEAST01565
OG0004110	OFUSG08891.1.p1	YEAST02825
OG0004113	OFUSG18704.1.p1	YEAST02059
OG0004115	OFUSG12847.1.p1	YEAST00325
OG0004116	OFUSG09323.1.p1	YEAST00481
OG0004119	OFUSG20234.1.p1	YEAST02170
OG0004120	OFUSG10176.1.p1, OFUSG10176.2.p1	YEAST01953
OG0004123	OFUSG21171.1.p1, OFUSG21171.2.p1	YEAST04761
OG0004124	OFUSG17737.1.p1	YEAST01139
OG0004130	OFUSG08210.1.p1, OFUSG00974.1.p1	YEAST03149
OG0004134	OFUSG06800.1.p1	YEAST05611
OG0004136	OFUSG26327.1.p1	YEAST01084
OG0004142	OFUSG19191.1.p1	YEAST05774
OG0004148	OFUSG24269.1.p1	YEAST00867
OG0004150	OFUSG04655.1.p1	YEAST04690
OG0004151	OFUSG20857.1.p1	YEAST04284
OG0004153	OFUSG10672.1.p1	YEAST05958, YEAST04386, YEAST00290
OG0004154	OFUSG17126.2.p1, OFUSG17126.1.p1	YEAST05587
OG0004158	OFUSG04504.1.p1	YEAST03379
OG0004161	OFUSG13701.3.p1, OFUSG13701.1.p1, OFUSG13701.4.p1, OFUSG13701.2.p1	YEAST04124
OG0004162	OFUSG09942.2.p1, OFUSG09942.3.p1, OFUSG09942.1.p1	YEAST04517
OG0004164	OFUSG17859.1.p1	YEAST05923
OG0004166	OFUSG05575.1.p1	YEAST00189
OG0004168	OFUSG15102.1.p1	YEAST03028
OG0004169	OFUSG10640.1.p1	YEAST05813
OG0004170	OFUSG08006.1.p1	YEAST05906
OG0004171	OFUSG07032.1.p1, OFUSG07032.2.p1	YEAST04501
OG0004179	OFUSG11027.2.p1, OFUSG11027.1.p1	YEAST01050
OG0004181	OFUSG03257.1.p1	YEAST03406
OG0004182	OFUSG01145.1.p1, OFUSG01146.2.p1, OFUSG01146.1.p1	YEAST03699
OG0004184	OFUSG12556.1.p1	YEAST00127
OG0004186	OFUSG11737.1.p1	YEAST04981
OG0004188	OFUSG25107.1.p1	YEAST02761
OG0004198	OFUSG15844.1.p1	YEAST02869, YEAST03548
OG0004215	OFUSG15336.1.p1, OFUSG23687.1.p1	YEAST04590
OG0004217	OFUSG02696.2.p1, OFUSG02696.1.p1	YEAST01257
OG0004219	OFUSG04405.1.p1	YEAST00912
OG0004222	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1	YEAST05826
OG0004230	OFUSG08871.1.p1	YEAST02220
OG0004232	OFUSG19109.1.p1	YEAST05931
OG0004236	OFUSG12590.1.p1	YEAST05432
OG0004237	OFUSG02738.1.p1	YEAST04445, YEAST04344
OG0004239	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1, OFUSG26090.1.p1	YEAST05144
OG0004243	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1	YEAST00306
OG0004245	OFUSG19143.1.p1, OFUSG19143.2.p1	YEAST00859
OG0004248	OFUSG13174.1.p1	YEAST03678
OG0004249	OFUSG02524.1.p1	YEAST02740
OG0004250	OFUSG12266.1.p1	YEAST05543
OG0004252	OFUSG24821.1.p1	YEAST05178
OG0004254	OFUSG10303.1.p1	YEAST03900
OG0004258	OFUSG03080.1.p1	YEAST00665
OG0004259	OFUSG20013.1.p1	YEAST03730
OG0004261	OFUSG20642.1.p1	YEAST02564
OG0004262	OFUSG12557.1.p1	YEAST02368
OG0004268	OFUSG20277.1.p1	YEAST00496
OG0004269	OFUSG06518.1.p1	YEAST04758
OG0004273	OFUSG10132.2.p1, OFUSG10132.1.p1	YEAST02547
OG0004278	OFUSG19618.1.p1	YEAST00243
OG0004280	OFUSG08248.1.p1	YEAST05895
OG0004282	OFUSG23553.1.p1	YEAST02575, YEAST06242
OG0004283	OFUSG02236.1.p1	YEAST04184
OG0004287	OFUSG12510.1.p1	YEAST01708
OG0004289	OFUSG11522.1.p1	YEAST05719
OG0004291	OFUSG11291.1.p1, OFUSG11293.1.p1	YEAST00852
OG0004292	OFUSG12754.1.p1	YEAST02537
OG0004295	OFUSG13465.2.p1, OFUSG13465.1.p1	YEAST05946
OG0004297	OFUSG26602.2.p1, OFUSG26602.1.p1	YEAST01463
OG0004300	OFUSG06251.1.p1	YEAST05309
OG0004301	OFUSG15532.1.p1	YEAST03850
OG0004302	OFUSG14824.1.p1	YEAST05203
OG0004303	OFUSG14746.1.p1	YEAST02492
OG0004304	OFUSG19501.1.p1	YEAST02425, YEAST05929
OG0004305	OFUSG21306.1.p1	YEAST02123
OG0004307	OFUSG10009.1.p1	YEAST04592
OG0004308	OFUSG00660.1.p1	YEAST04835
OG0004309	OFUSG10951.1.p1	YEAST05924
OG0004310	OFUSG24234.1.p1	YEAST05001
OG0004312	OFUSG20320.1.p1	YEAST03330
OG0004314	OFUSG07970.1.p1	YEAST00500
OG0004324	OFUSG23537.1.p1	YEAST04322
OG0004330	OFUSG21944.1.p1, OFUSG21944.2.p1	YEAST06277
OG0004331	OFUSG12334.1.p1	YEAST06230
OG0004333	OFUSG13517.2.p1, OFUSG13517.1.p1	YEAST01391
OG0004335	OFUSG03846.1.p1	YEAST01057
OG0004337	OFUSG19298.1.p1	YEAST05652
OG0004338	OFUSG03491.1.p1	YEAST05023
OG0004344	OFUSG12551.1.p1	YEAST02441
OG0004345	OFUSG26912.1.p1, OFUSG22749.1.p1	YEAST04894
OG0004347	OFUSG15122.1.p1	YEAST04515
OG0004348	OFUSG01419.1.p1	YEAST03956
OG0004350	OFUSG00516.1.p1	YEAST04742
OG0004351	OFUSG16980.1.p1	YEAST04167
OG0004353	OFUSG21237.1.p1	YEAST05143
OG0004356	OFUSG07938.1.p1	YEAST02877
OG0004357	OFUSG17647.1.p1	YEAST02304
OG0004358	OFUSG05940.1.p1	YEAST01304
OG0004359	OFUSG19521.1.p1	YEAST01873
OG0004364	OFUSG12581.1.p1	YEAST00647
OG0004366	OFUSG20392.1.p1, OFUSG20392.2.p1	YEAST01097
OG0004369	OFUSG08176.1.p1	YEAST04013
OG0004370	OFUSG09597.1.p1	YEAST02378
OG0004374	OFUSG23996.1.p1	YEAST00556
OG0004377	OFUSG04513.1.p1	YEAST05181
OG0004378	OFUSG15382.1.p1	YEAST03291
OG0004379	OFUSG08124.1.p1	YEAST02180, YEAST04152
OG0004380	OFUSG07867.1.p1	YEAST04825
OG0004382	OFUSG21856.1.p1	YEAST03218
OG0004394	OFUSG03035.2.p1, OFUSG03035.1.p1	YEAST00619
