Orthogroup	OWEFU	SCHMD
OG0005703	OFUSG10785.1.p1	SCHMD17404
OG0005704	OFUSG00940.1.p1	SCHMD11470
OG0005707	OFUSG09056.1.p1	SCHMD05853
OG0005712	OFUSG07816.1.p1	SCHMD07067
OG0005714	OFUSG09929.1.p1	SCHMD01804
OG0005715	OFUSG04447.2.p1, OFUSG04447.1.p1	SCHMD12420, SCHMD17206
OG0005718	OFUSG09066.1.p1	SCHMD10737
OG0005720	OFUSG18648.1.p1	SCHMD22971
OG0005721	OFUSG12764.1.p1	SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	OFUSG19412.1.p1	SCHMD06963
OG0005724	OFUSG11970.1.p1	SCHMD16415, SCHMD22314
OG0005725	OFUSG10099.1.p1	SCHMD15122, SCHMD20635
OG0005727	OFUSG15049.1.p1	SCHMD10634, SCHMD08590
OG0005728	OFUSG05083.1.p1, OFUSG05079.1.p1	SCHMD03714
OG0005729	OFUSG16386.1.p1	SCHMD24969
OG0005732	OFUSG09988.1.p1	SCHMD17368, SCHMD29400, SCHMD29134
OG0005733	OFUSG11058.1.p1	SCHMD03723
OG0005734	OFUSG13407.1.p1	SCHMD02857
OG0005737	OFUSG23603.1.p1	SCHMD03849
OG0005740	OFUSG18208.1.p1	SCHMD24212, SCHMD05560
OG0005744	OFUSG16586.1.p1	SCHMD03440, SCHMD17406
OG0005746	OFUSG03475.1.p1	SCHMD18087
OG0005748	OFUSG26335.1.p1	SCHMD10607
OG0005749	OFUSG08122.2.p1, OFUSG08122.3.p1, OFUSG08122.1.p1	SCHMD01444, SCHMD00011
OG0005750	OFUSG02162.1.p1	SCHMD13471, SCHMD16445
OG0005754	OFUSG19026.1.p1	SCHMD05803, SCHMD05805, SCHMD05804
OG0005755	OFUSG05141.1.p1, OFUSG05141.2.p1	SCHMD12048
OG0005757	OFUSG20565.1.p1	SCHMD07565
OG0005758	OFUSG24779.1.p1	SCHMD02273
OG0005761	OFUSG14829.1.p1	SCHMD17717
OG0005762	OFUSG21909.1.p1	SCHMD02446
OG0005763	OFUSG20141.1.p1	SCHMD07552
OG0005764	OFUSG20153.1.p1	SCHMD24702
OG0005765	OFUSG06503.1.p1	SCHMD18072, SCHMD07191
OG0005770	OFUSG20356.1.p1	SCHMD08433
OG0005771	OFUSG09411.1.p1	SCHMD04988
OG0005772	OFUSG16894.1.p1, OFUSG16894.2.p1	SCHMD05049
OG0005774	OFUSG15936.1.p1	SCHMD08709
OG0005775	OFUSG17839.1.p1	SCHMD29828
OG0005776	OFUSG10855.1.p1	SCHMD03919
OG0005779	OFUSG10893.1.p1	SCHMD09046
OG0005781	OFUSG00342.1.p1	SCHMD12803, SCHMD19512, SCHMD12804
OG0005783	OFUSG18976.1.p1	SCHMD10823
OG0005788	OFUSG07622.1.p1	SCHMD17492
OG0005789	OFUSG04945.1.p1	SCHMD07616, SCHMD07618
OG0005790	OFUSG11378.1.p1	SCHMD05737, SCHMD05738
OG0005791	OFUSG16958.2.p1, OFUSG16958.1.p1	SCHMD25739
OG0005793	OFUSG00069.2.p1, OFUSG00069.1.p1	SCHMD01801
OG0005795	OFUSG02404.1.p1	SCHMD13893
OG0005796	OFUSG09979.1.p1	SCHMD07390
OG0005797	OFUSG12084.1.p1	SCHMD07039
OG0005799	OFUSG21840.1.p1	SCHMD10267
OG0005800	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1	SCHMD00983
OG0005801	OFUSG20252.1.p1	SCHMD02270
OG0005802	OFUSG01814.1.p1	SCHMD00774
OG0005803	OFUSG12897.1.p1	SCHMD20737
OG0005804	OFUSG00462.1.p1	SCHMD08064, SCHMD11360
OG0005806	OFUSG22309.2.p1, OFUSG22309.1.p1	SCHMD15358
OG0005807	OFUSG00900.1.p1	SCHMD05422
OG0005809	OFUSG04743.1.p1	SCHMD00240
OG0005811	OFUSG11247.1.p1	SCHMD09652
OG0005812	OFUSG11647.1.p1	SCHMD11310
OG0005813	OFUSG22619.1.p1	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	OFUSG26358.1.p1, OFUSG26358.2.p1	SCHMD01776
OG0005815	OFUSG24013.1.p1	SCHMD14928, SCHMD17547
OG0005816	OFUSG22586.1.p1	SCHMD28319
OG0005817	OFUSG14857.1.p1	SCHMD05597, SCHMD01856
OG0005818	OFUSG06441.1.p1, OFUSG06441.2.p1	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	OFUSG25743.1.p1	SCHMD08649
OG0005824	OFUSG09743.1.p1	SCHMD01009
OG0005828	OFUSG15157.1.p1	SCHMD21164, SCHMD18882
OG0005831	OFUSG20334.1.p1	SCHMD04560
OG0005835	OFUSG24596.1.p1	SCHMD06972
OG0005836	OFUSG06015.1.p1	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	OFUSG26386.1.p1	SCHMD28753
OG0005840	OFUSG17218.1.p1	SCHMD07247
OG0005842	OFUSG17014.1.p1	SCHMD15622
OG0005843	OFUSG13111.2.p1, OFUSG13111.1.p1	SCHMD06491
OG0005845	OFUSG18858.1.p1, OFUSG18853.1.p1	SCHMD05449
OG0005847	OFUSG21573.1.p1	SCHMD14907
OG0005849	OFUSG13675.1.p1	SCHMD07252
OG0005850	OFUSG13683.1.p1	SCHMD04093
OG0005851	OFUSG17159.1.p1	SCHMD25831, SCHMD26851
OG0005852	OFUSG19154.1.p1	SCHMD02557
OG0005853	OFUSG12469.1.p1	SCHMD29663, SCHMD04997
OG0005854	OFUSG20549.1.p1	SCHMD19253, SCHMD17372
OG0005856	OFUSG11607.1.p1	SCHMD06135
OG0005858	OFUSG23890.1.p1	SCHMD20485
OG0005859	OFUSG25456.1.p1	SCHMD08568, SCHMD09228
OG0005860	OFUSG16634.2.p1, OFUSG16634.1.p1	SCHMD03591
OG0005863	OFUSG11072.1.p1	SCHMD02497
OG0005864	OFUSG19504.1.p1	SCHMD10925
OG0005869	OFUSG03581.1.p1	SCHMD26507, SCHMD23591
OG0005870	OFUSG23370.1.p1	SCHMD09476
OG0005871	OFUSG02901.1.p1	SCHMD00778
OG0005874	OFUSG03952.1.p1	SCHMD05420
OG0005875	OFUSG14727.1.p1	SCHMD00264
OG0005876	OFUSG19535.1.p1	SCHMD17997, SCHMD16591
OG0005877	OFUSG21409.1.p1	SCHMD25314
OG0005880	OFUSG19008.1.p1	SCHMD04126
OG0005882	OFUSG07964.2.p1, OFUSG07964.3.p1, OFUSG07964.1.p1, OFUSG07965.1.p3	SCHMD00272, SCHMD00273
OG0005883	OFUSG07782.1.p1	SCHMD01141
OG0005886	OFUSG12295.1.p1	SCHMD18383
OG0005887	OFUSG22196.1.p1	SCHMD01687
OG0005888	OFUSG10914.1.p1	SCHMD13482
OG0005889	OFUSG00364.1.p1	SCHMD11972
OG0005890	OFUSG21628.1.p1	SCHMD09184, SCHMD12140
OG0005891	OFUSG10325.2.p1, OFUSG10325.1.p1, OFUSG10325.3.p1	SCHMD26926
OG0005892	OFUSG04898.1.p1	SCHMD08931, SCHMD12929
OG0005895	OFUSG17312.1.p1	SCHMD12191
OG0005897	OFUSG08962.1.p1	SCHMD08042
OG0005899	OFUSG07835.1.p1	SCHMD12880
OG0005900	OFUSG16856.1.p1	SCHMD03686
OG0005901	OFUSG04944.1.p1	SCHMD15462
OG0005903	OFUSG19287.1.p1	SCHMD00050
OG0005909	OFUSG09455.1.p1	SCHMD20781
OG0005910	OFUSG13819.2.p1, OFUSG13819.1.p1	SCHMD09520, SCHMD06408
OG0005913	OFUSG03204.1.p1	SCHMD08000
OG0005917	OFUSG07108.2.p1, OFUSG07108.1.p1	SCHMD29553, SCHMD28782
OG0005918	OFUSG07171.1.p1	SCHMD16076, SCHMD19461
OG0005919	OFUSG08279.1.p1	SCHMD24140, SCHMD26763
OG0005921	OFUSG07760.1.p1	SCHMD20283
OG0005922	OFUSG06033.1.p1	SCHMD00392
OG0005923	OFUSG14662.1.p1	SCHMD07170
OG0005924	OFUSG20875.1.p1	SCHMD07545
OG0005926	OFUSG20254.1.p1	SCHMD04836
OG0005927	OFUSG15371.1.p1	SCHMD05874
OG0005929	OFUSG17666.1.p1	SCHMD10353
OG0005930	OFUSG03860.1.p1	SCHMD12780
OG0005932	OFUSG06461.1.p1	SCHMD11131, SCHMD00511
OG0005933	OFUSG11758.1.p1	SCHMD09471
OG0005935	OFUSG12742.1.p1	SCHMD06109
OG0005936	OFUSG01618.1.p1	SCHMD24148, SCHMD16917
OG0005937	OFUSG19124.1.p1	SCHMD13453
OG0005939	OFUSG07575.1.p1	SCHMD09857
OG0005940	OFUSG08024.2.p1, OFUSG08024.1.p1	SCHMD20079
OG0005942	OFUSG15333.1.p1, OFUSG15333.2.p1	SCHMD23166
OG0005946	OFUSG06828.1.p1	SCHMD17764, SCHMD14112
OG0005947	OFUSG25842.1.p1, OFUSG25842.2.p1	SCHMD04554
OG0005948	OFUSG06575.1.p1	SCHMD05630
OG0005949	OFUSG22404.1.p1	SCHMD04688
OG0005950	OFUSG13388.1.p1	SCHMD24842
OG0005952	OFUSG05541.1.p1	SCHMD14057
OG0005955	OFUSG19208.1.p1, OFUSG19208.2.p1	SCHMD28997
OG0005956	OFUSG09865.1.p1	SCHMD02817
OG0005959	OFUSG09671.1.p1	SCHMD19013
OG0005963	OFUSG20536.1.p1	SCHMD01826
OG0005965	OFUSG06524.1.p1	SCHMD08437
OG0005966	OFUSG10960.1.p1	SCHMD21323, SCHMD27755
OG0005967	OFUSG11067.1.p1	SCHMD05472
OG0005969	OFUSG11541.1.p1	SCHMD09557
OG0005970	OFUSG26446.1.p1	SCHMD01213
OG0005971	OFUSG16589.1.p1	SCHMD02682
OG0005973	OFUSG12086.1.p1	SCHMD13962
OG0005974	OFUSG07735.1.p1	SCHMD07776
OG0005977	OFUSG00577.1.p1	SCHMD05711
OG0005978	OFUSG23255.1.p1	SCHMD07295, SCHMD07297
OG0005982	OFUSG21165.2.p1, OFUSG21165.1.p1	SCHMD25871, SCHMD22233
OG0005984	OFUSG13326.1.p2	SCHMD15039, SCHMD22394
OG0005986	OFUSG11573.1.p1	SCHMD08044
OG0005987	OFUSG25797.1.p1	SCHMD00944
OG0005989	OFUSG01513.1.p1	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	OFUSG08243.1.p1, OFUSG09874.1.p1	SCHMD11427, SCHMD18715
OG0005994	OFUSG23514.1.p1	SCHMD29551, SCHMD27858
OG0005995	OFUSG06297.2.p1, OFUSG06297.1.p1	SCHMD08037
OG0005998	OFUSG22178.1.p1	SCHMD02380, SCHMD09950
OG0006000	OFUSG11468.1.p1	SCHMD01538
OG0006001	OFUSG26198.3.p1, OFUSG26198.2.p1, OFUSG26198.1.p1	SCHMD09796
OG0006002	OFUSG25385.2.p1, OFUSG25385.1.p1	SCHMD03942
OG0006003	OFUSG13243.1.p1	SCHMD28801, SCHMD05202
OG0006005	OFUSG03031.1.p1	SCHMD22182, SCHMD08878
OG0006009	OFUSG08905.1.p1	SCHMD19529
OG0006010	OFUSG15378.1.p1	SCHMD15502
OG0006011	OFUSG14917.1.p1	SCHMD19974, SCHMD20066
OG0006012	OFUSG08437.1.p1	SCHMD04480, SCHMD08297, SCHMD18940
OG0006062	OFUSG01991.1.p1	SCHMD23812, SCHMD24107
OG0006064	OFUSG11055.1.p1	SCHMD10442
OG0006065	OFUSG08860.1.p1	SCHMD02636
OG0006066	OFUSG20129.1.p1	SCHMD10156
OG0006069	OFUSG17874.1.p1	SCHMD05080
OG0006070	OFUSG18465.2.p1, OFUSG18465.1.p1	SCHMD12482, SCHMD20456
OG0006074	OFUSG21967.1.p1	SCHMD10253
OG0006075	OFUSG07057.2.p1, OFUSG07057.1.p1	SCHMD09391
OG0006079	OFUSG09712.1.p1	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	OFUSG12054.1.p1	SCHMD03767, SCHMD03768
OG0006083	OFUSG19492.1.p1	SCHMD05588
OG0006084	OFUSG22503.1.p1	SCHMD04050
OG0006085	OFUSG07767.1.p1	SCHMD06820, SCHMD25134
OG0006087	OFUSG04846.1.p1	SCHMD02837
OG0006094	OFUSG14093.1.p1	SCHMD22247, SCHMD00777, SCHMD21575
OG0006095	OFUSG07940.1.p1	SCHMD01933
OG0006097	OFUSG23483.1.p1	SCHMD02082
OG0006098	OFUSG23100.1.p1	SCHMD03761
OG0006099	OFUSG10373.1.p1	SCHMD01333, SCHMD00446
OG0006100	OFUSG20683.1.p1, OFUSG20683.2.p1	SCHMD13497
OG0006101	OFUSG03991.1.p1	SCHMD20998, SCHMD13053
OG0006102	OFUSG19676.1.p1	SCHMD05671
OG0006104	OFUSG17815.1.p1	SCHMD02621
OG0006106	OFUSG21364.1.p1	SCHMD07924
OG0006108	OFUSG07116.2.p1, OFUSG07116.1.p1	SCHMD01135
OG0006111	OFUSG02888.1.p1, OFUSG02888.2.p1	SCHMD08002
OG0006112	OFUSG20379.1.p1	SCHMD08098
OG0006113	OFUSG23106.1.p1	SCHMD19939, SCHMD12223
OG0006115	OFUSG00714.1.p1	SCHMD11076, SCHMD17247
OG0006116	OFUSG25222.1.p1	SCHMD23071, SCHMD20841
OG0006118	OFUSG20873.1.p1	SCHMD01132
OG0006119	OFUSG06087.1.p1	SCHMD11970
OG0006120	OFUSG09857.1.p1	SCHMD01574
OG0006121	OFUSG19387.1.p1	SCHMD07418
OG0006122	OFUSG09987.1.p1	SCHMD04954
OG0006123	OFUSG06720.1.p1, OFUSG06720.2.p1	SCHMD01986
OG0006124	OFUSG00285.1.p1	SCHMD06412
OG0006125	OFUSG11859.1.p1	SCHMD18618
OG0006127	OFUSG20864.1.p1	SCHMD21305
OG0006128	OFUSG20481.1.p1	SCHMD10897
OG0006129	OFUSG03702.1.p1	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	OFUSG20774.1.p1	SCHMD03678
OG0006136	OFUSG23390.1.p1	SCHMD24287, SCHMD09864
OG0006137	OFUSG00472.1.p1	SCHMD12111, SCHMD06962
OG0006141	OFUSG08472.1.p1	SCHMD14525
OG0006144	OFUSG11476.1.p1	SCHMD00428, SCHMD04861
OG0006145	OFUSG26431.1.p1	SCHMD01605
OG0006146	OFUSG10156.1.p1	SCHMD09246
OG0006148	OFUSG12608.2.p1, OFUSG12608.1.p1	SCHMD13560, SCHMD22230
OG0006152	OFUSG17669.1.p1	SCHMD06866
OG0006153	OFUSG03173.1.p1	SCHMD01641
OG0006155	OFUSG16111.1.p1	SCHMD16795, SCHMD26962
OG0006156	OFUSG25901.1.p1	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	OFUSG11990.1.p1, OFUSG12061.1.p1	SCHMD08900
OG0006159	OFUSG17578.1.p1	SCHMD22266
OG0006160	OFUSG06311.1.p1	SCHMD05454
OG0006163	OFUSG15849.1.p1	SCHMD15384
OG0006164	OFUSG20681.1.p1	SCHMD06001
OG0006165	OFUSG08242.1.p1	SCHMD04333
OG0006167	OFUSG19282.1.p1	SCHMD07995
OG0006168	OFUSG09932.1.p1	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	OFUSG03654.1.p1	SCHMD23567
OG0006171	OFUSG12299.1.p1	SCHMD11398
OG0006172	OFUSG12254.1.p1	SCHMD10620, SCHMD16388
OG0006177	OFUSG25522.1.p1	SCHMD21293
OG0006180	OFUSG20562.1.p1	SCHMD14399, SCHMD04884
OG0006181	OFUSG12429.1.p1	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	OFUSG10917.1.p1	SCHMD11899
OG0006184	OFUSG10581.1.p1, OFUSG10581.2.p1	SCHMD09309
OG0006185	OFUSG20989.1.p1	SCHMD16220, SCHMD19381
OG0006186	OFUSG01099.1.p1	SCHMD00394
OG0006187	OFUSG08513.1.p1, OFUSG08513.2.p1	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	OFUSG21112.1.p1	SCHMD05423
OG0006189	OFUSG10831.1.p1	SCHMD01559
OG0006191	OFUSG08997.1.p1	SCHMD07313
OG0006192	OFUSG16119.2.p1, OFUSG16119.1.p1	SCHMD08338, SCHMD08339
OG0006199	OFUSG26580.1.p1	SCHMD04415, SCHMD04413
OG0006202	OFUSG23082.1.p1	SCHMD08868
OG0006204	OFUSG22319.1.p1	SCHMD16863
OG0006205	OFUSG14995.1.p1	SCHMD14314
OG0006208	OFUSG09617.1.p1	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006215	OFUSG20745.1.p1	SCHMD09655, SCHMD09656
OG0006216	OFUSG08899.1.p1	SCHMD09510
OG0006217	OFUSG21430.1.p1	SCHMD21927, SCHMD16840
OG0006219	OFUSG13784.1.p1, OFUSG13784.2.p1	SCHMD06440
OG0006220	OFUSG13524.1.p1	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	OFUSG26424.1.p1	SCHMD00700
OG0006222	OFUSG02721.1.p1, OFUSG17794.1.p1, OFUSG02319.1.p1	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999
OG0006224	OFUSG21235.1.p1	SCHMD00469
OG0006226	OFUSG17713.2.p1, OFUSG17713.1.p1	SCHMD17067, SCHMD16763
OG0006227	OFUSG06764.1.p1	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	OFUSG03312.1.p1, OFUSG03312.2.p1	SCHMD17318, SCHMD23866
OG0006230	OFUSG13630.1.p1	SCHMD02493
OG0006232	OFUSG16492.2.p1, OFUSG16492.1.p1	SCHMD02032
OG0006233	OFUSG09219.1.p1	SCHMD06980
OG0006234	OFUSG13071.1.p1	SCHMD13683, SCHMD14118
OG0006235	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1	SCHMD04538
OG0006239	OFUSG20238.1.p1	SCHMD01406
OG0006240	OFUSG07675.1.p1	SCHMD29814
OG0006245	OFUSG15791.1.p1	SCHMD05704
OG0006246	OFUSG08845.1.p1	SCHMD00484
OG0006247	OFUSG08877.1.p1, OFUSG08877.2.p1	SCHMD22174
OG0006248	OFUSG14183.1.p1	SCHMD12206, SCHMD10060
OG0006249	OFUSG24697.1.p1	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	OFUSG20233.1.p1	SCHMD16390
OG0006252	OFUSG16937.1.p1	SCHMD16745, SCHMD16993
OG0006253	OFUSG07386.1.p1	SCHMD09135
OG0006254	OFUSG09915.1.p1, OFUSG26243.1.p1	SCHMD04705
OG0006258	OFUSG03856.1.p1	SCHMD05887
OG0006259	OFUSG23380.2.p1, OFUSG23380.1.p1	SCHMD06837
OG0006260	OFUSG05929.1.p1	SCHMD09985, SCHMD17439
OG0006261	OFUSG05622.1.p1	SCHMD24384
OG0006263	OFUSG20709.1.p1	SCHMD00121
OG0006267	OFUSG10940.1.p1	SCHMD03685
OG0006268	OFUSG14220.1.p1	SCHMD06847
OG0006269	OFUSG19462.1.p1	SCHMD04606, SCHMD04607
OG0006271	OFUSG01027.1.p1	SCHMD07857
OG0006275	OFUSG01454.1.p1	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	OFUSG15168.1.p1	SCHMD24774
OG0006279	OFUSG00790.1.p1	SCHMD04231
OG0006280	OFUSG25094.1.p1	SCHMD15524, SCHMD19210
OG0006281	OFUSG00050.2.p1, OFUSG00050.1.p1	SCHMD02340
OG0006282	OFUSG04147.1.p1	SCHMD08230
OG0006283	OFUSG26352.1.p1	SCHMD06325
OG0006284	OFUSG23445.1.p1	SCHMD20607, SCHMD19598
OG0006285	OFUSG08179.1.p1	SCHMD01607
OG0006286	OFUSG08272.1.p1	SCHMD01297, SCHMD01298
OG0006287	OFUSG11419.1.p1	SCHMD02771
OG0006289	OFUSG05692.1.p1	SCHMD08039
OG0006290	OFUSG17255.1.p1, OFUSG17249.1.p1, OFUSG17253.1.p1	SCHMD00955
OG0006291	OFUSG08297.1.p1	SCHMD09043
OG0006293	OFUSG15450.1.p1	SCHMD16297
OG0006294	OFUSG11961.1.p1	SCHMD15450, SCHMD16229
OG0006295	OFUSG15765.2.p1, OFUSG15765.1.p1	SCHMD02966
OG0006297	OFUSG06255.1.p1	SCHMD09759
OG0006298	OFUSG04372.1.p1	SCHMD01046, SCHMD24624
OG0006301	OFUSG12150.1.p1	SCHMD09923
OG0006304	OFUSG21576.1.p1	SCHMD06368
OG0006305	OFUSG06132.1.p1, OFUSG06132.2.p1	SCHMD12627
OG0006306	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1	SCHMD12510, SCHMD15396
OG0006309	OFUSG01691.1.p1	SCHMD24369, SCHMD08923
OG0006310	OFUSG00395.1.p1	SCHMD12354
OG0006311	OFUSG00976.1.p1	SCHMD23312
OG0006313	OFUSG13104.1.p1	SCHMD09169
OG0006314	OFUSG04293.1.p1	SCHMD08096
OG0006315	OFUSG11578.1.p1	SCHMD05407
OG0006316	OFUSG10798.1.p1, OFUSG10798.2.p1	SCHMD26139, SCHMD20052
OG0006319	OFUSG21159.1.p1	SCHMD10541, SCHMD13166
OG0006321	OFUSG22961.1.p1	SCHMD08365
OG0006322	OFUSG06165.1.p1	SCHMD10221
OG0006323	OFUSG03585.1.p1	SCHMD04105
OG0006325	OFUSG25419.1.p1, OFUSG25419.2.p1	SCHMD16004
OG0006327	OFUSG21151.1.p1	SCHMD15773
OG0006329	OFUSG06525.1.p1	SCHMD08342
OG0006330	OFUSG09632.1.p1	SCHMD08411
OG0006331	OFUSG21663.1.p1	SCHMD09182, SCHMD12138
OG0006332	OFUSG07284.1.p1	SCHMD14581
OG0006334	OFUSG16855.1.p1	SCHMD05752, SCHMD05753
OG0006335	OFUSG12800.1.p1	SCHMD11650, SCHMD08469
OG0006337	OFUSG08817.1.p1	SCHMD11987, SCHMD11989
OG0006340	OFUSG17804.1.p1	SCHMD19432
OG0006341	OFUSG13525.1.p1	SCHMD05125
OG0006344	OFUSG17196.1.p1	SCHMD21084, SCHMD09358
OG0006346	OFUSG19567.1.p1	SCHMD01626
OG0006347	OFUSG04201.1.p1	SCHMD07723
OG0006349	OFUSG13717.1.p1, OFUSG13717.2.p1	SCHMD05182
OG0006350	OFUSG10010.1.p1	SCHMD09296
OG0006351	OFUSG02528.1.p1	SCHMD06816
OG0006352	OFUSG16779.1.p1	SCHMD07373
OG0006353	OFUSG21707.1.p1	SCHMD10639
OG0006357	OFUSG10931.1.p1	SCHMD03473
OG0006360	OFUSG01922.1.p1	SCHMD08060
OG0006362	OFUSG09542.1.p1	SCHMD03337
OG0006363	OFUSG19547.2.p1, OFUSG19547.1.p1	SCHMD19238
OG0006364	OFUSG04672.1.p1	SCHMD06510, SCHMD06511
OG0006365	OFUSG03344.1.p1	SCHMD14860
OG0006370	OFUSG21077.1.p1	SCHMD28920
OG0006372	OFUSG07198.1.p1	SCHMD07447
OG0006373	OFUSG00881.1.p1, OFUSG26753.1.p1, OFUSG03761.1.p1	SCHMD11946
OG0006375	OFUSG10211.1.p1	SCHMD00652
OG0006376	OFUSG26673.1.p1	SCHMD06608
OG0006377	OFUSG13142.1.p1	SCHMD10116
OG0006378	OFUSG06139.1.p1	SCHMD10668, SCHMD11255
OG0006379	OFUSG11248.2.p1, OFUSG11248.1.p1	SCHMD18267
OG0006383	OFUSG19592.1.p1	SCHMD26033, SCHMD18774
OG0006386	OFUSG01436.1.p1	SCHMD13835, SCHMD19804
OG0006387	OFUSG00913.1.p1	SCHMD14692
OG0006392	OFUSG00142.1.p1	SCHMD15116, SCHMD12579
OG0006395	OFUSG13284.1.p1	SCHMD08199
OG0006401	OFUSG15978.1.p1	SCHMD19581, SCHMD26470
OG0006402	OFUSG07589.2.p1, OFUSG07589.1.p1	SCHMD13826, SCHMD09114
OG0006406	OFUSG01942.1.p1	SCHMD27566
OG0006408	OFUSG11778.2.p1, OFUSG11778.3.p1, OFUSG11778.1.p1	SCHMD11225
OG0006414	OFUSG08684.1.p1, OFUSG08946.1.p1	SCHMD18742
OG0006443	OFUSG25627.1.p1	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	OFUSG04041.1.p1	SCHMD18654
OG0006449	OFUSG16963.1.p1	SCHMD06362
OG0006452	OFUSG06652.1.p1	SCHMD23102, SCHMD15046
OG0006454	OFUSG15262.1.p1	SCHMD07698, SCHMD07699
OG0006456	OFUSG07766.1.p1	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	OFUSG20987.2.p1, OFUSG20987.1.p1	SCHMD16313
OG0006459	OFUSG19921.1.p1	SCHMD21368
OG0006461	OFUSG19155.1.p1	SCHMD19693, SCHMD11861
OG0006462	OFUSG17891.1.p1	SCHMD07729
OG0006463	OFUSG19852.1.p1	SCHMD07130
OG0006464	OFUSG14585.1.p1	SCHMD12787, SCHMD19777
OG0006465	OFUSG25347.1.p1	SCHMD28077, SCHMD07507
OG0006467	OFUSG18307.1.p1	SCHMD04209
OG0006469	OFUSG10425.1.p1	SCHMD02780
OG0006470	OFUSG06000.1.p1	SCHMD16861
OG0006472	OFUSG24781.1.p1	SCHMD23852, SCHMD12162
OG0006474	OFUSG22247.1.p1	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	OFUSG04046.1.p1	SCHMD12763
OG0006476	OFUSG03550.1.p1	SCHMD29103, SCHMD25388
OG0006478	OFUSG17348.1.p1	SCHMD01744
OG0006479	OFUSG13673.1.p1	SCHMD20030
OG0006480	OFUSG25523.1.p1	SCHMD01088
OG0006481	OFUSG08691.1.p1	SCHMD02855
OG0006482	OFUSG12549.1.p1	SCHMD06492
OG0006484	OFUSG19772.1.p1, OFUSG19926.1.p1	SCHMD26840, SCHMD17566, SCHMD19702, SCHMD29583, SCHMD24056
OG0006486	OFUSG19374.1.p1	SCHMD12934, SCHMD02395
OG0006488	OFUSG12523.1.p1	SCHMD29514, SCHMD21588
OG0006490	OFUSG06326.1.p1	SCHMD00433
OG0006494	OFUSG14669.1.p1	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	OFUSG11467.1.p1	SCHMD05406
OG0006503	OFUSG14469.2.p1, OFUSG14469.1.p1	SCHMD07908
OG0006504	OFUSG15072.1.p1	SCHMD04702, SCHMD29580
OG0006505	OFUSG16553.1.p1	SCHMD08554, SCHMD08796
OG0006507	OFUSG12744.1.p1	SCHMD22063
OG0006509	OFUSG03651.1.p1	SCHMD13705
OG0006510	OFUSG20796.1.p1	SCHMD11921
OG0006511	OFUSG05200.1.p1	SCHMD03048
OG0006512	OFUSG21542.1.p1	SCHMD12217, SCHMD11205
OG0006514	OFUSG02146.1.p1	SCHMD08264
OG0006515	OFUSG21785.1.p1	SCHMD03249
OG0006517	OFUSG04272.1.p1, OFUSG04272.2.p1	SCHMD00950
OG0006518	OFUSG00809.1.p1	SCHMD03959
OG0006519	OFUSG12108.1.p1	SCHMD25528
OG0006520	OFUSG02676.1.p1, OFUSG02676.2.p1	SCHMD00155
OG0006523	OFUSG25098.1.p1	SCHMD12246, SCHMD13301
OG0006525	OFUSG05605.1.p1, OFUSG05605.2.p1	SCHMD21904
OG0006527	OFUSG10020.1.p1	SCHMD10447, SCHMD13054
OG0006528	OFUSG16333.1.p1	SCHMD09670
OG0006531	OFUSG08018.1.p1	SCHMD00423, SCHMD00419
OG0006532	OFUSG21209.1.p1, OFUSG21209.2.p1	SCHMD27245
OG0006533	OFUSG00400.1.p1	SCHMD18626, SCHMD14559, SCHMD18625
OG0006536	OFUSG18668.1.p1, OFUSG18668.2.p1	SCHMD28548
OG0006537	OFUSG03143.1.p1	SCHMD07012
OG0006538	OFUSG13745.1.p1	SCHMD09434
OG0006540	OFUSG14726.1.p1	SCHMD24252, SCHMD19265
OG0006542	OFUSG09004.1.p1	SCHMD07956
OG0006543	OFUSG21011.1.p1	SCHMD05909
