Orthogroup	OWEFU	AENJA_ok
OG0006120	OFUSG09857.1.p1	AENJA_04316
OG0006121	OFUSG19387.1.p1	AENJA_04319
OG0006122	OFUSG09987.1.p1	AENJA_04504
OG0006123	OFUSG06720.1.p1, OFUSG06720.2.p1	AENJA_04576
OG0006124	OFUSG00285.1.p1	AENJA_05000, AENJA_19597
OG0006125	OFUSG11859.1.p1	AENJA_05020
OG0006126	OFUSG25690.1.p1	AENJA_05396
OG0006127	OFUSG20864.1.p1	AENJA_05400
OG0006128	OFUSG20481.1.p1	AENJA_05402
OG0006129	OFUSG03702.1.p1	AENJA_05595
OG0006130	OFUSG07866.1.p1, OFUSG07866.3.p1, OFUSG07866.2.p1	AENJA_05623
OG0006132	OFUSG05598.1.p1	AENJA_05951
OG0006133	OFUSG02487.2.p1, OFUSG02487.1.p1	AENJA_06147
OG0006134	OFUSG20774.1.p1	AENJA_06166
OG0006135	OFUSG06396.1.p1	AENJA_06474
OG0006136	OFUSG23390.1.p1	AENJA_06518
OG0006137	OFUSG00472.1.p1	AENJA_06532
OG0006138	OFUSG12575.1.p1	AENJA_06557
OG0006139	OFUSG06411.1.p1	AENJA_06683
OG0006140	OFUSG21427.1.p1	AENJA_06694
OG0006141	OFUSG08472.1.p1	AENJA_06732
OG0006144	OFUSG11476.1.p1	AENJA_06817
OG0006145	OFUSG26431.1.p1	AENJA_07241
OG0006146	OFUSG10156.1.p1	AENJA_07422
OG0006148	OFUSG12608.2.p1, OFUSG12608.1.p1	AENJA_07759
OG0006151	OFUSG26365.1.p1	AENJA_07811
OG0006152	OFUSG17669.1.p1	AENJA_08046
OG0006153	OFUSG03173.1.p1	AENJA_20634, AENJA_08225
OG0006154	OFUSG04390.1.p1	AENJA_08280
OG0006155	OFUSG16111.1.p1	AENJA_10680, AENJA_08285
OG0006156	OFUSG25901.1.p1	AENJA_08334
OG0006157	OFUSG24907.1.p1	AENJA_08379, AENJA_19364
OG0006158	OFUSG11990.1.p1, OFUSG12061.1.p1	AENJA_24154
OG0006159	OFUSG17578.1.p1	AENJA_08791
OG0006160	OFUSG06311.1.p1	AENJA_08921
OG0006161	OFUSG26464.1.p1	AENJA_08974
OG0006162	OFUSG13213.1.p1	AENJA_09008
OG0006163	OFUSG15849.1.p1	AENJA_09049
OG0006164	OFUSG20681.1.p1	AENJA_09092
OG0006165	OFUSG08242.1.p1	AENJA_09096
OG0006166	OFUSG13587.1.p1	AENJA_09146
OG0006167	OFUSG19282.1.p1	AENJA_09166
OG0006168	OFUSG09932.1.p1	AENJA_09279
OG0006169	OFUSG03654.1.p1	AENJA_09311
OG0006170	OFUSG12803.1.p1	AENJA_09322
OG0006171	OFUSG12299.1.p1	AENJA_09363
OG0006172	OFUSG12254.1.p1	AENJA_09383
OG0006174	OFUSG19560.1.p1	AENJA_09876
OG0006175	OFUSG13772.1.p1	AENJA_09909
OG0006177	OFUSG25522.1.p1	AENJA_10258
OG0006178	OFUSG18904.1.p1, OFUSG18904.2.p1	AENJA_10275
OG0006179	OFUSG00965.1.p1	AENJA_10561
OG0006180	OFUSG20562.1.p1	AENJA_10861
OG0006181	OFUSG12429.1.p1	AENJA_10967
OG0006182	OFUSG13754.1.p1	AENJA_10981
OG0006183	OFUSG10917.1.p1	AENJA_10999
OG0006184	OFUSG10581.1.p1, OFUSG10581.2.p1	AENJA_11002
OG0006185	OFUSG20989.1.p1	AENJA_11023
OG0006186	OFUSG01099.1.p1	AENJA_11147
OG0006187	OFUSG08513.1.p1, OFUSG08513.2.p1	AENJA_11209
OG0006188	OFUSG21112.1.p1	AENJA_11273
OG0006189	OFUSG10831.1.p1	AENJA_11334
OG0006190	OFUSG19672.2.p1, OFUSG19672.1.p1	AENJA_11350
OG0006191	OFUSG08997.1.p1	AENJA_11447
OG0006192	OFUSG16119.2.p1, OFUSG16119.1.p1	AENJA_11677
OG0006193	OFUSG04368.1.p1	AENJA_11737
OG0006194	OFUSG10043.1.p1	AENJA_11901
OG0006195	OFUSG22190.1.p1	AENJA_11917
OG0006197	OFUSG07598.1.p1, OFUSG07598.2.p1	AENJA_11971
OG0006198	OFUSG06795.1.p1	AENJA_12070
OG0006199	OFUSG26580.1.p1	AENJA_12139
OG0006200	OFUSG10180.1.p1	AENJA_12153
OG0006201	OFUSG15111.1.p1	AENJA_12203
OG0006202	OFUSG23082.1.p1	AENJA_12367
OG0006203	OFUSG25246.2.p1, OFUSG25246.1.p1	AENJA_12535
OG0006204	OFUSG22319.1.p1	AENJA_12686
OG0006205	OFUSG14995.1.p1	AENJA_12688
OG0006206	OFUSG12324.1.p1	AENJA_12805
OG0006207	OFUSG15756.1.p1	AENJA_12948
OG0006208	OFUSG09617.1.p1	AENJA_13009
OG0006210	OFUSG23024.1.p1, OFUSG23007.1.p1	AENJA_13227
OG0006211	OFUSG13258.3.p1, OFUSG13258.1.p1, OFUSG13258.2.p1	AENJA_13228
OG0006212	OFUSG02207.1.p1, OFUSG02207.2.p1	AENJA_13615
OG0006213	OFUSG04619.1.p1	AENJA_13784
OG0006214	OFUSG00232.1.p1	AENJA_13793
OG0006215	OFUSG20745.1.p1	AENJA_13837
OG0006216	OFUSG08899.1.p1	AENJA_13923
OG0006217	OFUSG21430.1.p1	AENJA_14066
OG0006219	OFUSG13784.1.p1, OFUSG13784.2.p1	AENJA_14548
OG0006220	OFUSG13524.1.p1	AENJA_14611
OG0006221	OFUSG26424.1.p1	AENJA_14665
OG0006222	OFUSG02721.1.p1, OFUSG17794.1.p1, OFUSG02319.1.p1	AENJA_25258, AENJA_15034, AENJA_15033
OG0006223	OFUSG06879.1.p1	AENJA_15092
OG0006224	OFUSG21235.1.p1	AENJA_15254
OG0006225	OFUSG12400.1.p1	AENJA_15351
OG0006226	OFUSG17713.2.p1, OFUSG17713.1.p1	AENJA_15385
OG0006227	OFUSG06764.1.p1	AENJA_15421
OG0006228	OFUSG00684.1.p1	AENJA_15504
OG0006229	OFUSG03312.1.p1, OFUSG03312.2.p1	AENJA_15614
OG0006230	OFUSG13630.1.p1	AENJA_15684
OG0006231	OFUSG13273.1.p1, OFUSG13275.1.p1	AENJA_15837
OG0006232	OFUSG16492.2.p1, OFUSG16492.1.p1	AENJA_15886
OG0006233	OFUSG09219.1.p1	AENJA_15946
OG0006234	OFUSG13071.1.p1	AENJA_16010
OG0006235	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1	AENJA_16141
OG0006237	OFUSG23373.1.p1	AENJA_16177
OG0006238	OFUSG26669.1.p1	AENJA_16302
OG0006239	OFUSG20238.1.p1	AENJA_16437
OG0006240	OFUSG07675.1.p1	AENJA_16454
OG0006241	OFUSG07997.1.p1	AENJA_25127
OG0006242	OFUSG10779.1.p1	AENJA_16693
OG0006243	OFUSG08426.1.p1	AENJA_16698
OG0006244	OFUSG15035.1.p1, OFUSG15035.2.p1	AENJA_16795
OG0006245	OFUSG15791.1.p1	AENJA_16829
OG0006246	OFUSG08845.1.p1	AENJA_17039
OG0006247	OFUSG08877.1.p1, OFUSG08877.2.p1	AENJA_17041
OG0006248	OFUSG14183.1.p1	AENJA_17259
OG0006249	OFUSG24697.1.p1	AENJA_17261
OG0006250	OFUSG20233.1.p1	AENJA_17439
OG0006251	OFUSG24167.1.p1	AENJA_17441
OG0006252	OFUSG16937.1.p1	AENJA_17447
OG0006253	OFUSG07386.1.p1	AENJA_17599
OG0006254	OFUSG09915.1.p1, OFUSG26243.1.p1	AENJA_17640
OG0006255	OFUSG06569.1.p1	AENJA_17672
OG0006256	OFUSG19644.1.p1	AENJA_17761
OG0006257	OFUSG13890.1.p1	AENJA_17769
OG0006258	OFUSG03856.1.p1	AENJA_17969
OG0006259	OFUSG23380.2.p1, OFUSG23380.1.p1	AENJA_18025
OG0006260	OFUSG05929.1.p1	AENJA_18129
OG0006261	OFUSG05622.1.p1	AENJA_18176, AENJA_20158
OG0006262	OFUSG05390.1.p1	AENJA_18244
OG0006263	OFUSG20709.1.p1	AENJA_18245
OG0006264	OFUSG07824.1.p1	AENJA_18267
OG0006266	OFUSG07125.2.p1, OFUSG07125.1.p1	AENJA_18308
OG0006267	OFUSG10940.1.p1	AENJA_18383
OG0006268	OFUSG14220.1.p1	AENJA_18487, AENJA_18486
OG0006269	OFUSG19462.1.p1	AENJA_18662
OG0006270	OFUSG08585.1.p1	AENJA_18694
OG0006271	OFUSG01027.1.p1	AENJA_18740
OG0006272	OFUSG15517.1.p1, OFUSG15518.1.p1, OFUSG17920.1.p1, OFUSG03907.1.p1	AENJA_18803
OG0006273	OFUSG20420.2.p1, OFUSG20420.1.p1	AENJA_18828
OG0006275	OFUSG01454.1.p1	AENJA_19065
OG0006276	OFUSG12127.1.p1	AENJA_19069
OG0006277	OFUSG15168.1.p1	AENJA_19169
OG0006278	OFUSG23917.1.p1, OFUSG23916.1.p1, OFUSG23916.2.p1	AENJA_19171
OG0006279	OFUSG00790.1.p1	AENJA_19295
OG0006280	OFUSG25094.1.p1	AENJA_19369
OG0006281	OFUSG00050.2.p1, OFUSG00050.1.p1	AENJA_19582, AENJA_19578
OG0006282	OFUSG04147.1.p1	AENJA_19605
OG0006283	OFUSG26352.1.p1	AENJA_19606
OG0006284	OFUSG23445.1.p1	AENJA_19713
OG0006285	OFUSG08177.1.p1, OFUSG08179.1.p1	AENJA_19755
OG0006286	OFUSG08272.1.p1	AENJA_19771
OG0006288	OFUSG15550.1.p1	AENJA_19866
OG0006289	OFUSG05692.1.p1	AENJA_19932
OG0006290	OFUSG17255.1.p1, OFUSG17249.1.p1, OFUSG17253.1.p1	AENJA_20061
OG0006291	OFUSG08297.1.p1	AENJA_20076
OG0006292	OFUSG15723.1.p1	AENJA_20113
OG0006293	OFUSG15450.1.p1	AENJA_20143
OG0006294	OFUSG11961.1.p1	AENJA_20284
OG0006295	OFUSG15765.2.p1, OFUSG15765.1.p1	AENJA_20394
OG0006296	OFUSG06121.1.p1, OFUSG06121.2.p1	AENJA_20618
OG0006297	OFUSG06255.1.p1	AENJA_20620
OG0006299	OFUSG00606.1.p1	AENJA_20827
OG0006300	OFUSG12289.1.p1	AENJA_20948
OG0006301	OFUSG12150.1.p1	AENJA_20997
OG0006302	OFUSG08996.1.p1, OFUSG08996.2.p1	AENJA_21163
OG0006303	OFUSG08907.1.p1	AENJA_21198, AENJA_26774
OG0006304	OFUSG21576.1.p1	AENJA_22197, AENJA_21343
OG0006305	OFUSG06132.1.p1, OFUSG06132.2.p1	AENJA_21522
OG0006306	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1	AENJA_21664
OG0006307	OFUSG13078.1.p1	AENJA_21672, AENJA_24271
OG0006308	OFUSG22095.1.p1	AENJA_21750
OG0006309	OFUSG01691.1.p1	AENJA_21854
OG0006310	OFUSG00395.1.p1	AENJA_21860, AENJA_21859
OG0006311	OFUSG00976.1.p1	AENJA_21861
OG0006312	OFUSG19151.1.p1	AENJA_21921
OG0006313	OFUSG13104.1.p1	AENJA_21937
OG0006314	OFUSG04293.1.p1	AENJA_22087
OG0006315	OFUSG11578.1.p1	AENJA_22252
OG0006316	OFUSG10798.1.p1, OFUSG10798.2.p1	AENJA_22338
OG0006318	OFUSG00349.1.p1	AENJA_22571
OG0006319	OFUSG21159.1.p1	AENJA_22630
OG0006320	OFUSG06963.1.p1	AENJA_22758
OG0006321	OFUSG22961.1.p1	AENJA_22824
OG0006322	OFUSG06165.1.p1	AENJA_22831
OG0006323	OFUSG03585.1.p1	AENJA_22914
OG0006324	OFUSG05424.1.p1	AENJA_22925
OG0006325	OFUSG25419.1.p1, OFUSG25419.2.p1	AENJA_22933
OG0006326	OFUSG25472.1.p1	AENJA_22955
OG0006327	OFUSG21151.1.p1	AENJA_22981
OG0006329	OFUSG06525.1.p1	AENJA_23040
OG0006330	OFUSG09632.1.p1	AENJA_23067
OG0006331	OFUSG21663.1.p1	AENJA_23112
OG0006332	OFUSG07284.1.p1	AENJA_23127
OG0006333	OFUSG00350.1.p1	AENJA_23164
OG0006334	OFUSG16855.1.p1	AENJA_23288
OG0006335	OFUSG12800.1.p1	AENJA_23454
OG0006336	OFUSG21313.1.p1, OFUSG21313.2.p1	AENJA_23469
OG0006337	OFUSG08817.1.p1	AENJA_23475
OG0006338	OFUSG17633.1.p1, OFUSG17633.2.p1	AENJA_23490
OG0006339	OFUSG15007.2.p1, OFUSG15007.1.p1	AENJA_23637, AENJA_24037
OG0006340	OFUSG17804.1.p1	AENJA_23711
OG0006341	OFUSG13525.1.p1	AENJA_23741, AENJA_25917
OG0006342	OFUSG19331.1.p1	AENJA_23852
OG0006343	OFUSG03113.1.p1	AENJA_23930
OG0006344	OFUSG17196.1.p1	AENJA_23992
OG0006345	OFUSG21050.1.p1	AENJA_24082, AENJA_24083
OG0006346	OFUSG19567.1.p1	AENJA_24338
OG0006347	OFUSG04201.1.p1	AENJA_24626
OG0006348	OFUSG08022.1.p1	AENJA_24680
OG0006349	OFUSG13717.1.p1, OFUSG13717.2.p1	AENJA_25019
OG0006350	OFUSG10010.1.p1	AENJA_25064
OG0006351	OFUSG02528.1.p1	AENJA_25123
OG0006352	OFUSG16779.1.p1	AENJA_25150
OG0006353	OFUSG21707.1.p1	AENJA_25212
OG0006354	OFUSG05660.1.p1	AENJA_25512
OG0006355	OFUSG05633.1.p1	AENJA_25525
OG0006356	OFUSG15113.1.p1	AENJA_25547
OG0006357	OFUSG10930.1.p1, OFUSG10933.1.p1	AENJA_25611
OG0006359	OFUSG26138.1.p1	AENJA_25669
OG0006360	OFUSG01922.1.p1	AENJA_25814
OG0006361	OFUSG20881.1.p1	AENJA_25897
OG0006362	OFUSG09542.1.p1	AENJA_25951
OG0006364	OFUSG04672.1.p1	AENJA_26381
OG0006365	OFUSG03344.1.p1	AENJA_26404
OG0006366	OFUSG02266.1.p1, OFUSG25785.1.p1	AENJA_26566
OG0006442	OFUSG05106.1.p1	AENJA_00020
OG0006443	OFUSG25627.1.p1	AENJA_00055
OG0006446	OFUSG07247.1.p1, OFUSG07247.2.p1	AENJA_00094, AENJA_00100
OG0006447	OFUSG07863.2.p1, OFUSG07863.1.p1	AENJA_00097
OG0006448	OFUSG04041.1.p1	AENJA_00147
OG0006449	OFUSG16963.1.p1	AENJA_00161
OG0006452	OFUSG06652.1.p1	AENJA_00377
OG0006454	OFUSG15262.1.p1	AENJA_00458
OG0006456	OFUSG07766.1.p1	AENJA_18569, AENJA_00534
OG0006457	OFUSG20987.2.p1, OFUSG20987.1.p1	AENJA_00607, AENJA_13698
OG0006458	OFUSG09602.1.p1	AENJA_00698
OG0006459	OFUSG19921.1.p1	AENJA_00708
OG0006460	OFUSG12314.1.p1	AENJA_00719
OG0006461	OFUSG19155.1.p1	AENJA_00796
OG0006462	OFUSG17891.1.p1	AENJA_00971
OG0006463	OFUSG19852.1.p1	AENJA_00994
OG0006464	OFUSG14585.1.p1	AENJA_01149
OG0006465	OFUSG25347.1.p1	AENJA_01262
OG0006467	OFUSG18307.1.p1	AENJA_01368, AENJA_05912
OG0006468	OFUSG04866.1.p1	AENJA_01370, AENJA_01371
OG0006469	OFUSG10425.1.p1	AENJA_01523
OG0006470	OFUSG06000.1.p1	AENJA_01586
OG0006471	OFUSG26571.1.p1	AENJA_01591
OG0006472	OFUSG24781.1.p1	AENJA_01675
OG0006474	OFUSG22247.1.p1	AENJA_01839
OG0006475	OFUSG04046.1.p1	AENJA_02093
OG0006476	OFUSG03550.1.p1	AENJA_02142
OG0006477	OFUSG10191.1.p1	AENJA_02248
OG0006478	OFUSG17348.1.p1	AENJA_02289
OG0006479	OFUSG13673.1.p1	AENJA_02378
OG0006480	OFUSG25523.1.p1	AENJA_02386
OG0006481	OFUSG08691.1.p1	AENJA_02402
OG0006482	OFUSG12549.1.p1	AENJA_19144, AENJA_02493
OG0006483	OFUSG12008.1.p1	AENJA_02646
OG0006484	OFUSG19772.1.p1, OFUSG19926.1.p1	AENJA_02795, AENJA_02793, AENJA_08107, AENJA_08103, AENJA_08101
OG0006485	OFUSG21874.1.p1	AENJA_02849
OG0006486	OFUSG19374.1.p1	AENJA_02954
OG0006487	OFUSG05608.1.p1	AENJA_02956
OG0006488	OFUSG12523.1.p1	AENJA_03064
OG0006490	OFUSG06326.1.p1	AENJA_03091
OG0006491	OFUSG23711.2.p1, OFUSG23711.1.p1	AENJA_03152
OG0006492	OFUSG20574.1.p1	AENJA_03167
OG0006493	OFUSG03992.1.p1	AENJA_03180
OG0006494	OFUSG14669.1.p1	AENJA_20315, AENJA_03322
OG0006495	OFUSG04893.1.p1	AENJA_03585
OG0006496	OFUSG25735.1.p1	AENJA_03702
OG0006497	OFUSG26162.2.p1, OFUSG26162.1.p1	AENJA_03829
OG0006498	OFUSG02085.1.p1	AENJA_03890
OG0006499	OFUSG25431.1.p1	AENJA_03928, AENJA_12327
OG0006500	OFUSG25266.2.p1, OFUSG25266.4.p1, OFUSG25266.1.p1, OFUSG25266.3.p1	AENJA_04169
OG0006501	OFUSG11467.1.p1	AENJA_04172
OG0006502	OFUSG10803.1.p1	AENJA_04209
OG0006503	OFUSG14469.2.p1, OFUSG14469.1.p1	AENJA_04398
OG0006504	OFUSG15072.1.p1	AENJA_16898, AENJA_04416
OG0006505	OFUSG16553.1.p1	AENJA_04476
OG0006506	OFUSG01137.1.p1	AENJA_04631
OG0006507	OFUSG12744.1.p1	AENJA_04788
OG0006508	OFUSG06028.1.p1, OFUSG18945.1.p1	AENJA_04922, AENJA_05266
OG0006509	OFUSG03651.1.p1	AENJA_04936
OG0006510	OFUSG20796.1.p1	AENJA_04994
OG0006511	OFUSG05200.1.p1	AENJA_05001
OG0006512	OFUSG21542.1.p1	AENJA_05769, AENJA_05293
OG0006513	OFUSG03683.1.p1	AENJA_05398
OG0006514	OFUSG02146.1.p1	AENJA_21274, AENJA_05458
OG0006515	OFUSG21785.1.p1	AENJA_05502
OG0006516	OFUSG12180.1.p1	AENJA_05505
OG0006517	OFUSG04272.1.p1, OFUSG04272.2.p1	AENJA_05578
OG0006518	OFUSG00809.1.p1	AENJA_05643
OG0006519	OFUSG12108.1.p1	AENJA_05867
OG0006520	OFUSG02676.1.p1, OFUSG02676.2.p1	AENJA_06121
OG0006522	OFUSG23837.1.p1	AENJA_06377
OG0006523	OFUSG25098.1.p1	AENJA_06540
OG0006524	OFUSG06601.1.p1	AENJA_06594
OG0006525	OFUSG05605.1.p1, OFUSG05605.2.p1	AENJA_06860, AENJA_17669
OG0006527	OFUSG10020.1.p1	AENJA_07056
OG0006528	OFUSG16333.1.p1	AENJA_07246
OG0006530	OFUSG08940.1.p1	AENJA_07598
OG0006531	OFUSG08018.1.p1	AENJA_07691
OG0006532	OFUSG21209.1.p1, OFUSG21209.2.p1	AENJA_07693
OG0006533	OFUSG00400.1.p1	AENJA_07742
OG0006534	OFUSG06528.1.p1	AENJA_07783
OG0006535	OFUSG07439.2.p1, OFUSG07439.1.p1	AENJA_07888
OG0006536	OFUSG18668.1.p1, OFUSG18668.2.p1	AENJA_07956
OG0006537	OFUSG03143.1.p1	AENJA_07985
OG0006538	OFUSG13745.1.p1	AENJA_08050
OG0006539	OFUSG18947.1.p1	AENJA_08077
OG0006540	OFUSG14726.1.p1	AENJA_08316
OG0006541	OFUSG06483.2.p1, OFUSG06483.1.p1, OFUSG06483.3.p1, OFUSG06483.4.p1	AENJA_08362
OG0006542	OFUSG09004.1.p1	AENJA_08392
OG0006543	OFUSG21011.1.p1	AENJA_15795, AENJA_08614
OG0006545	OFUSG15934.2.p1, OFUSG15934.1.p1	AENJA_08841
OG0006546	OFUSG21871.1.p1	AENJA_08937, AENJA_22524
OG0006547	OFUSG18962.1.p1	AENJA_08999
OG0006548	OFUSG25421.1.p1	AENJA_09103
OG0006549	OFUSG05487.1.p1	AENJA_09178
OG0006550	OFUSG06119.1.p1	AENJA_09213
OG0006553	OFUSG11130.1.p1	AENJA_09463
OG0006554	OFUSG24021.1.p1	AENJA_09668
OG0006555	OFUSG26489.2.p1, OFUSG26489.1.p1	AENJA_09715
OG0006556	OFUSG03445.1.p1	AENJA_09923
OG0006557	OFUSG14941.1.p1	AENJA_09970
OG0006558	OFUSG12272.1.p1	AENJA_10006, AENJA_12958
OG0006560	OFUSG12114.4.p1, OFUSG12114.3.p1, OFUSG12114.1.p1, OFUSG12114.2.p1	AENJA_10117
OG0006561	OFUSG12514.1.p1	AENJA_10164
OG0006562	OFUSG24816.1.p1	AENJA_10204
OG0006563	OFUSG11471.1.p1	AENJA_10372
OG0006564	OFUSG14858.1.p1, OFUSG14858.2.p1	AENJA_10383
OG0006565	OFUSG18814.1.p1	AENJA_10416
OG0006566	OFUSG10028.1.p1	AENJA_10456
OG0006567	OFUSG17173.1.p1	AENJA_10471, AENJA_14106
OG0006568	OFUSG17701.1.p1	AENJA_10472
OG0006569	OFUSG12406.1.p1	AENJA_10690
OG0006570	OFUSG08159.1.p1	AENJA_10767
OG0006571	OFUSG19904.1.p1	AENJA_10794
OG0006572	OFUSG23570.1.p1	AENJA_10980
OG0006573	OFUSG14956.1.p1, OFUSG14956.2.p1	AENJA_11033
OG0006574	OFUSG08878.1.p1	AENJA_11193
OG0006575	OFUSG20418.1.p1	AENJA_11220
OG0006576	OFUSG07193.1.p1, OFUSG10625.1.p1	AENJA_11248
OG0006577	OFUSG09702.1.p1	AENJA_23377, AENJA_11258
OG0006578	OFUSG18955.1.p1	AENJA_11264
OG0006579	OFUSG26574.1.p1, OFUSG26574.2.p1	AENJA_11267
OG0006580	OFUSG04090.1.p1	AENJA_11583
OG0006581	OFUSG15947.1.p1	AENJA_11836
OG0006582	OFUSG19688.2.p1, OFUSG19688.1.p1	AENJA_12464
OG0006583	OFUSG00932.1.p1	AENJA_26093, AENJA_16765, AENJA_12483
OG0006584	OFUSG03955.1.p1	AENJA_12500
OG0006585	OFUSG25142.1.p1	AENJA_12538
OG0006586	OFUSG07058.1.p1	AENJA_12567
OG0006587	OFUSG11331.1.p1	AENJA_12821
OG0006588	OFUSG19522.1.p1	AENJA_12912
OG0006589	OFUSG06855.1.p1	AENJA_12916
OG0006590	OFUSG10587.1.p1	AENJA_12964
OG0006591	OFUSG13603.1.p1	AENJA_13044
OG0006592	OFUSG01351.1.p1	AENJA_13142
OG0006593	OFUSG17362.1.p1	AENJA_13291
OG0006594	OFUSG22740.1.p1	AENJA_13414
OG0006595	OFUSG10655.1.p1	AENJA_13536
OG0006596	OFUSG22773.1.p1	AENJA_13622
OG0006597	OFUSG02614.1.p1	AENJA_13689
OG0006598	OFUSG19727.1.p1	AENJA_13737
OG0006600	OFUSG18292.1.p1	AENJA_13874
OG0006602	OFUSG12840.1.p1	AENJA_14087
OG0006603	OFUSG20547.1.p1	AENJA_14155
OG0006604	OFUSG14932.1.p1	AENJA_14442
OG0006605	OFUSG07817.1.p1	AENJA_14456
OG0006606	OFUSG00454.1.p1	AENJA_14515
OG0006607	OFUSG21232.1.p1	AENJA_14537
OG0006608	OFUSG24911.1.p1	AENJA_14551
OG0006609	OFUSG02001.1.p1	AENJA_14599
OG0006610	OFUSG18091.1.p1	AENJA_14663
OG0006611	OFUSG04528.1.p1	AENJA_14698
OG0006613	OFUSG14105.1.p1	AENJA_14809
OG0006614	OFUSG01350.1.p1	AENJA_14867
OG0006615	OFUSG16559.1.p1	AENJA_14938
OG0006616	OFUSG13783.1.p1	AENJA_14986
OG0006617	OFUSG26038.1.p1	AENJA_15260
OG0006618	OFUSG09409.1.p1, OFUSG09409.2.p1	AENJA_15455
OG0006619	OFUSG17331.1.p1	AENJA_15520
OG0006620	OFUSG09973.1.p1, OFUSG09973.2.p1	AENJA_15575
OG0006621	OFUSG22792.2.p1, OFUSG22792.1.p1	AENJA_15590
OG0006622	OFUSG13902.1.p1	AENJA_15726
OG0006623	OFUSG08341.1.p1	AENJA_15760
OG0006624	OFUSG24399.1.p1	AENJA_15910
OG0006625	OFUSG24278.1.p1	AENJA_15915
OG0006626	OFUSG23882.1.p1	AENJA_15948
OG0006627	OFUSG00423.1.p1	AENJA_16099
OG0006628	OFUSG13146.1.p1	AENJA_16181
OG0006629	OFUSG20284.1.p1	AENJA_16215
OG0006630	OFUSG04586.1.p1	AENJA_16229
OG0006631	OFUSG16224.1.p1	AENJA_16356
OG0006633	OFUSG13007.1.p1	AENJA_16566
OG0006635	OFUSG06292.1.p1	AENJA_16751
OG0006636	OFUSG10617.1.p1	AENJA_16904
OG0006637	OFUSG10278.1.p1	AENJA_16936
OG0006638	OFUSG22936.1.p1	AENJA_17173
OG0006639	OFUSG13101.1.p1, OFUSG13101.3.p1, OFUSG13101.2.p1	AENJA_17226
OG0006640	OFUSG26127.1.p1	AENJA_17469, AENJA_17468
OG0006641	OFUSG12386.1.p1	AENJA_17771
OG0006642	OFUSG11052.2.p1, OFUSG11052.1.p1	AENJA_17957
OG0006644	OFUSG05210.1.p1, OFUSG05210.2.p1	AENJA_18104
OG0006644	OFUSG05209.1.p1	AENJA_18105
OG0006645	OFUSG03917.1.p1	AENJA_18153
OG0006646	OFUSG09025.1.p1	AENJA_18164
OG0006647	OFUSG20515.1.p1	AENJA_18241
OG0006648	OFUSG01878.1.p1	AENJA_18295
OG0006649	OFUSG25221.1.p1	AENJA_18466
OG0006650	OFUSG20882.1.p1	AENJA_18649
OG0006651	OFUSG00046.1.p1	AENJA_18736
OG0006653	OFUSG20540.1.p1	AENJA_18823
OG0006654	OFUSG00452.1.p1	AENJA_18933
OG0006655	OFUSG19958.1.p1	AENJA_18965
OG0006656	OFUSG07342.1.p1	AENJA_19052
OG0006657	OFUSG22199.1.p1	AENJA_19172
OG0006658	OFUSG17172.1.p1	AENJA_19247
OG0006659	OFUSG06187.1.p1	AENJA_19263
OG0006660	OFUSG19060.2.p1, OFUSG19060.1.p1	AENJA_19330
OG0006661	OFUSG14188.1.p1	AENJA_19414
OG0006662	OFUSG08824.1.p1	AENJA_19418
OG0006663	OFUSG22165.1.p1	AENJA_19913
OG0006664	OFUSG25665.1.p1	AENJA_20021
OG0006665	OFUSG03189.1.p1, OFUSG26246.1.p1, OFUSG01657.1.p1	AENJA_20275
OG0006667	OFUSG08145.1.p1	AENJA_20411
OG0006668	OFUSG02998.1.p1	AENJA_20635
OG0006669	OFUSG13077.1.p1	AENJA_20657
OG0006670	OFUSG26654.1.p1	AENJA_20698
OG0006671	OFUSG21240.1.p1, OFUSG21240.2.p1, OFUSG06654.1.p1	AENJA_23400
OG0006672	OFUSG21580.1.p1, OFUSG05280.1.p1	AENJA_20943
OG0006673	OFUSG05657.1.p1	AENJA_21048
OG0006674	OFUSG17717.1.p1	AENJA_21094
OG0006675	OFUSG06567.1.p1	AENJA_21328
OG0006676	OFUSG19093.1.p1	AENJA_21402
OG0006677	OFUSG11057.1.p1	AENJA_21488
OG0006678	OFUSG10168.1.p1	AENJA_21492
OG0006679	OFUSG05521.1.p1	AENJA_21515
OG0006680	OFUSG25575.1.p1	AENJA_21658
OG0006681	OFUSG07984.1.p1, OFUSG07984.2.p1	AENJA_21662
OG0006682	OFUSG19823.1.p1	AENJA_21769
OG0006683	OFUSG05321.1.p1	AENJA_21886
OG0006684	OFUSG18660.1.p1	AENJA_21920
OG0006686	OFUSG07659.1.p1	AENJA_21966
OG0006687	OFUSG00286.1.p1, OFUSG00286.2.p1, OFUSG00286.3.p1	AENJA_24383
OG0006688	OFUSG20459.1.p1	AENJA_22121
OG0006689	OFUSG08609.1.p1	AENJA_22172
OG0006690	OFUSG06696.1.p1	AENJA_22269
OG0006691	OFUSG16702.1.p1	AENJA_22370, AENJA_22371
OG0006692	OFUSG24594.1.p1	AENJA_22551
OG0006693	OFUSG10949.2.p1, OFUSG10949.1.p1	AENJA_22852
OG0006694	OFUSG00920.1.p1	AENJA_22901
