Orthogroup	OWEFU	DANRE
OG0006856	OFUSG20694.1.p1	DANRE24719
OG0006857	OFUSG14086.1.p1	DANRE21322, DANRE21323, DANRE21320, DANRE21321
OG0006858	OFUSG14668.1.p1	DANRE13260, DANRE13259
OG0006860	OFUSG20553.1.p1	DANRE39348
OG0006861	OFUSG04617.1.p1	DANRE41588, DANRE41589
OG0006862	OFUSG11640.1.p1	DANRE05434, DANRE05435
OG0006864	OFUSG03675.2.p1, OFUSG03675.1.p1	DANRE30356
OG0006865	OFUSG13822.1.p1, OFUSG13831.1.p1	DANRE37107, DANRE37108
OG0006867	OFUSG26803.1.p1	DANRE04670, DANRE04669
OG0006868	OFUSG25217.1.p1	DANRE40480, DANRE40481
OG0006871	OFUSG24981.1.p1	DANRE36314
OG0006872	OFUSG05241.1.p1	DANRE12533, DANRE12534, DANRE12532
OG0006873	OFUSG14822.1.p1	DANRE35332, DANRE35331
OG0006874	OFUSG17867.2.p1, OFUSG17867.1.p1	DANRE02204
OG0006875	OFUSG12528.1.p1	DANRE19819
OG0006876	OFUSG23465.1.p1	DANRE36350
OG0006877	OFUSG16387.1.p1	DANRE25161
OG0006878	OFUSG13546.1.p1	DANRE26618
OG0006880	OFUSG26215.1.p1	DANRE02192, DANRE02193, DANRE02191
OG0006881	OFUSG02889.1.p1	DANRE07877
OG0006882	OFUSG05203.1.p1	DANRE12968, DANRE12967
OG0006883	OFUSG01761.1.p1	DANRE11548
OG0006884	OFUSG01760.1.p1, OFUSG01760.2.p1	DANRE17895
OG0006885	OFUSG10131.1.p1	DANRE36038
OG0006886	OFUSG01889.1.p1	DANRE33750
OG0006887	OFUSG04466.1.p1	DANRE35935
OG0006888	OFUSG13161.1.p1	DANRE20632
OG0006890	OFUSG06585.1.p1	DANRE04449
OG0006891	OFUSG24176.1.p1	DANRE15280, DANRE15279
OG0006892	OFUSG15808.1.p1	DANRE42353
OG0006893	OFUSG09968.1.p1	DANRE35990, DANRE35991, DANRE35992
OG0006894	OFUSG18389.1.p1	DANRE04254, DANRE04253
OG0006895	OFUSG21761.1.p1	DANRE04051
OG0006896	OFUSG17847.1.p1	DANRE16360, DANRE16361, DANRE39466
OG0006897	OFUSG09082.1.p1	DANRE34848, DANRE34849, DANRE34850
OG0006898	OFUSG20735.1.p1	DANRE12640
OG0006899	OFUSG26219.2.p1, OFUSG26219.1.p1	DANRE25627, DANRE25626
OG0006900	OFUSG00348.1.p1	DANRE17615, DANRE17616
OG0006902	OFUSG00931.1.p1	DANRE40997
OG0006904	OFUSG01695.1.p2	DANRE04837, DANRE04838
OG0006905	OFUSG04975.1.p1	DANRE36867
OG0006906	OFUSG15448.1.p1	DANRE35097
OG0006907	OFUSG13562.1.p1	DANRE30638
OG0006908	OFUSG15397.1.p1	DANRE34940
OG0006909	OFUSG06834.1.p1	DANRE40335
OG0006911	OFUSG26598.1.p1, OFUSG26593.1.p1	DANRE07250
OG0006912	OFUSG25692.1.p1	DANRE18257
OG0006914	OFUSG09464.1.p1	DANRE00540, DANRE00539
OG0006916	OFUSG09124.1.p1	DANRE19207, DANRE19208, DANRE19209
OG0006918	OFUSG26318.1.p1	DANRE09402
OG0006919	OFUSG19194.1.p1	DANRE03724
OG0006921	OFUSG23584.1.p1	DANRE01091
OG0006923	OFUSG00467.1.p1	DANRE14202
OG0006924	OFUSG17158.1.p1	DANRE34932
OG0006925	OFUSG07572.1.p1, OFUSG07572.2.p1	DANRE10925, DANRE10926
OG0006926	OFUSG17276.1.p1	DANRE14985
OG0006927	OFUSG07179.1.p1	DANRE28369
OG0006928	OFUSG23551.1.p1	DANRE18223
OG0006930	OFUSG00936.1.p1	DANRE41147
OG0006931	OFUSG23547.1.p1	DANRE18816
OG0006932	OFUSG10417.1.p1	DANRE03602, DANRE03603, DANRE29298
OG0006934	OFUSG14725.1.p1	DANRE42873
OG0006935	OFUSG15458.1.p1	DANRE04751
OG0006936	OFUSG06570.1.p1	DANRE05124
OG0006937	OFUSG26075.1.p1	DANRE39416
OG0006938	OFUSG12471.1.p1	DANRE01654
OG0006939	OFUSG17603.1.p1	DANRE05866, DANRE05865
OG0006940	OFUSG13186.1.p1	DANRE03264, DANRE03263
OG0006942	OFUSG11727.1.p1, OFUSG11727.2.p1	DANRE40029
OG0006943	OFUSG08404.1.p1	DANRE31332
OG0006945	OFUSG24270.1.p1	DANRE42360
OG0006946	OFUSG07877.1.p1	DANRE00393, DANRE00394, DANRE00392
OG0006948	OFUSG18459.1.p1	DANRE05810
OG0006949	OFUSG15878.1.p1	DANRE12732
OG0006951	OFUSG15980.1.p1, OFUSG15980.2.p1	DANRE14887, DANRE14889, DANRE14888
OG0006952	OFUSG20628.1.p1	DANRE14759
OG0006953	OFUSG00884.1.p1	DANRE01132
OG0006954	OFUSG25075.1.p1	DANRE11015
OG0006957	OFUSG05470.1.p1	DANRE06715, DANRE06716
OG0006958	OFUSG07736.1.p1	DANRE35182
OG0006959	OFUSG09250.1.p1	DANRE37495
OG0006960	OFUSG10847.2.p1, OFUSG10847.1.p1	DANRE42368, DANRE42367
OG0006962	OFUSG20929.1.p1	DANRE02782
OG0006964	OFUSG00362.1.p1	DANRE09142
OG0006965	OFUSG18386.1.p1	DANRE34544, DANRE34543
OG0006966	OFUSG24778.1.p1	DANRE12258
OG0006967	OFUSG10677.1.p1	DANRE03623, DANRE03622
OG0006968	OFUSG23129.1.p1	DANRE26323
OG0006969	OFUSG19497.1.p1	DANRE06563
OG0006970	OFUSG24014.1.p1	DANRE16466, DANRE16465, DANRE06600
OG0006971	OFUSG22447.1.p1	DANRE40878, DANRE40877
OG0006972	OFUSG20620.2.p1, OFUSG20620.1.p1	DANRE25189
OG0006973	OFUSG00129.1.p1	DANRE17252
OG0006974	OFUSG07891.1.p1	DANRE13323, DANRE13322, DANRE12079, DANRE04090, DANRE04089, DANRE04088
OG0006975	OFUSG00620.1.p1	DANRE09037
OG0006976	OFUSG00399.1.p1	DANRE18544, DANRE18545
OG0006977	OFUSG18645.1.p1	DANRE02258
OG0006979	OFUSG07394.1.p1	DANRE38972
OG0006981	OFUSG07719.2.p1, OFUSG07719.3.p1, OFUSG07719.1.p1	DANRE25411
OG0006982	OFUSG06527.1.p1	DANRE33288
OG0006984	OFUSG07203.1.p1, OFUSG07204.1.p1	DANRE37712, DANRE25429
OG0006985	OFUSG07556.1.p1	DANRE02673
OG0006987	OFUSG25536.1.p1	DANRE18282, DANRE18283
OG0006988	OFUSG26800.1.p1	DANRE29990
OG0006989	OFUSG04394.1.p1	DANRE21381
OG0006990	OFUSG10161.1.p1	DANRE17525, DANRE17526, DANRE17527
OG0006991	OFUSG17185.1.p1	DANRE22662, DANRE22663, DANRE22661
OG0006992	OFUSG19003.1.p1	DANRE03940
OG0006993	OFUSG14670.1.p1, OFUSG14670.2.p1	DANRE08645
OG0006994	OFUSG16405.1.p1	DANRE41698
OG0006995	OFUSG08451.1.p1	DANRE14381, DANRE14382
OG0006996	OFUSG25256.1.p1, OFUSG25256.2.p1	DANRE04792
OG0006997	OFUSG06281.1.p1	DANRE31374, DANRE31375
OG0006998	OFUSG16627.1.p1	DANRE03324, DANRE43324
OG0006999	OFUSG13743.1.p1	DANRE10373, DANRE10372
OG0007000	OFUSG06445.1.p1, OFUSG06445.2.p1	DANRE40871, DANRE40870
OG0007001	OFUSG00420.1.p1	DANRE31299
OG0007002	OFUSG07702.1.p1	DANRE19224, DANRE19223
OG0007003	OFUSG18628.1.p1	DANRE38881
OG0007004	OFUSG05431.1.p1	DANRE24109, DANRE24111
OG0007005	OFUSG24056.1.p1	DANRE07555, DANRE07554
OG0007006	OFUSG09513.1.p1	DANRE24251, DANRE33893, DANRE33894
OG0007007	OFUSG08895.1.p1	DANRE01269, DANRE01270
OG0007008	OFUSG09347.1.p1	DANRE00565
OG0007009	OFUSG04231.1.p1	DANRE35325
OG0007010	OFUSG04162.1.p1, OFUSG02296.1.p1	DANRE17817
OG0007011	OFUSG02616.1.p1	DANRE08885, DANRE08884, DANRE08883
OG0007012	OFUSG18164.1.p1	DANRE37825, DANRE37827, DANRE37828, DANRE37826
OG0007013	OFUSG17828.1.p1	DANRE04152
OG0007014	OFUSG06966.1.p1	DANRE16137, DANRE16136
OG0007015	OFUSG20280.1.p1	DANRE22599, DANRE22598
OG0007016	OFUSG23182.2.p1, OFUSG23182.1.p1	DANRE25387, DANRE25386
OG0007018	OFUSG17974.1.p1	DANRE07063
OG0007019	OFUSG18149.1.p1	DANRE04085
OG0007020	OFUSG18698.1.p1	DANRE35391, DANRE35392
OG0007021	OFUSG14112.1.p1	DANRE42259
OG0007022	OFUSG16190.1.p1	DANRE01733
OG0007023	OFUSG06199.1.p1	DANRE21295
OG0007024	OFUSG06084.1.p1, OFUSG06084.2.p1	DANRE25046
OG0007025	OFUSG07910.1.p1	DANRE39883
OG0007026	OFUSG07544.1.p1	DANRE25877
OG0007027	OFUSG05641.1.p1, OFUSG05641.2.p1	DANRE41272
OG0007028	OFUSG13370.1.p1	DANRE27455
OG0007029	OFUSG00068.1.p1	DANRE02752, DANRE02753, DANRE02754
OG0007031	OFUSG21245.2.p1, OFUSG21245.1.p1	DANRE40046
OG0007032	OFUSG15967.1.p1	DANRE42519
OG0007033	OFUSG12337.1.p1	DANRE18803, DANRE18804
OG0007034	OFUSG15969.1.p1	DANRE21262
OG0007035	OFUSG19610.1.p1	DANRE35003, DANRE08155
OG0007036	OFUSG25686.1.p1	DANRE14569, DANRE14568, DANRE14567, DANRE14566
OG0007037	OFUSG15937.1.p1, OFUSG15937.2.p1	DANRE42762
OG0007038	OFUSG18813.1.p1	DANRE40365
OG0007039	OFUSG21947.1.p1	DANRE18016
OG0007040	OFUSG07700.1.p1	DANRE34356
OG0007041	OFUSG16729.2.p1, OFUSG16729.1.p1	DANRE37642, DANRE25606
OG0007042	OFUSG04668.1.p1	DANRE10636
OG0007043	OFUSG06723.1.p1	DANRE04197
OG0007045	OFUSG00867.1.p1	DANRE10111
OG0007046	OFUSG01801.1.p1	DANRE11415
OG0007047	OFUSG25608.1.p1	DANRE14646
OG0007048	OFUSG17875.1.p1	DANRE30007, DANRE03630
OG0007049	OFUSG13313.1.p1	DANRE12279, DANRE12278
OG0007050	OFUSG05674.1.p1	DANRE07382
OG0007053	OFUSG21516.1.p1	DANRE29142
OG0007054	OFUSG15022.1.p1	DANRE29653, DANRE29652
OG0007055	OFUSG15353.1.p1	DANRE33530
OG0007056	OFUSG24154.1.p1	DANRE07920
OG0007058	OFUSG08816.1.p1	DANRE13123
OG0007059	OFUSG06271.1.p1	DANRE03981
OG0007060	OFUSG01914.1.p1, OFUSG01914.2.p1	DANRE10375, DANRE10374
OG0007061	OFUSG06485.1.p1	DANRE22042, DANRE22041
OG0007062	OFUSG21319.1.p1	DANRE13114, DANRE13113
OG0007063	OFUSG10493.1.p1	DANRE09361
OG0007064	OFUSG03352.1.p1	DANRE07304, DANRE07305
OG0007065	OFUSG07963.1.p1	DANRE12615, DANRE12616
OG0007066	OFUSG14815.1.p1	DANRE19801
OG0007067	OFUSG20308.1.p1	DANRE39351
OG0007068	OFUSG17951.1.p1	DANRE39233, DANRE39232
OG0007069	OFUSG17864.1.p1	DANRE11002
OG0007071	OFUSG12865.1.p1	DANRE11842, DANRE11840
OG0007072	OFUSG20497.1.p1	DANRE12173, DANRE12174, DANRE12175
OG0007073	OFUSG17728.1.p1	DANRE08821
OG0007074	OFUSG17382.1.p1	DANRE27996, DANRE27997, DANRE27999, DANRE27998
OG0007075	OFUSG18111.1.p1	DANRE03285, DANRE43299
OG0007076	OFUSG21424.1.p1	DANRE30964, DANRE30963
OG0007077	OFUSG03074.1.p1, OFUSG03074.2.p1	DANRE17836, DANRE17837
OG0007078	OFUSG24579.1.p1, OFUSG24582.1.p1	DANRE10502
OG0007079	OFUSG23538.1.p1	DANRE05491
OG0007080	OFUSG26258.1.p1	DANRE18620
OG0007081	OFUSG21477.1.p1	DANRE29557, DANRE29558, DANRE29559
OG0007083	OFUSG25609.1.p1, OFUSG25609.2.p1	DANRE14647
OG0007084	OFUSG23130.1.p1	DANRE36884, DANRE36883
OG0007085	OFUSG07005.1.p1	DANRE12395, DANRE12396
OG0007086	OFUSG06679.1.p1, OFUSG06679.2.p1, OFUSG06679.3.p1	DANRE12497
OG0007087	OFUSG26516.1.p1	DANRE10797, DANRE10795, DANRE10794
OG0007088	OFUSG17574.1.p1	DANRE27920
OG0007089	OFUSG14491.1.p1, OFUSG14492.1.p1	DANRE07652, DANRE07651
OG0007090	OFUSG13138.1.p1	DANRE21490
OG0007091	OFUSG13179.1.p1	DANRE11390, DANRE11389
OG0007092	OFUSG12355.1.p1	DANRE18833
OG0007093	OFUSG13021.1.p1	DANRE38295
OG0007094	OFUSG21965.1.p1	DANRE11853, DANRE11852
OG0007095	OFUSG18269.1.p1	DANRE10009, DANRE10008
OG0007096	OFUSG05022.1.p1	DANRE17506
OG0007097	OFUSG08779.1.p1	DANRE39435
OG0007098	OFUSG20568.1.p1	DANRE25426, DANRE25425
OG0007099	OFUSG11706.1.p1	DANRE16832
OG0007100	OFUSG19539.1.p1	DANRE20633, DANRE20634
OG0007102	OFUSG02403.1.p1	DANRE41563, DANRE41565, DANRE41564
OG0007103	OFUSG18537.1.p1	DANRE03284
OG0007104	OFUSG14180.1.p1	DANRE00996
OG0007105	OFUSG24155.1.p1	DANRE37505
OG0007106	OFUSG18964.1.p1	DANRE21012, DANRE21013, DANRE21015, DANRE21014
OG0007108	OFUSG22296.1.p1	DANRE01033, DANRE01034
OG0007111	OFUSG20801.1.p1	DANRE24115, DANRE24114, DANRE26940
OG0007112	OFUSG19617.1.p1	DANRE25814
OG0007113	OFUSG06597.1.p1	DANRE21296
OG0007114	OFUSG20430.1.p1	DANRE10602, DANRE14572
OG0007115	OFUSG11124.1.p1	DANRE09404, DANRE09403, DANRE09405
OG0007116	OFUSG10614.1.p1	DANRE28502, DANRE28501, DANRE43398
OG0007117	OFUSG05699.1.p1	DANRE31482
OG0007118	OFUSG00366.1.p1	DANRE10021, DANRE10022
OG0007119	OFUSG23664.1.p1	DANRE36376, DANRE36377
OG0007120	OFUSG21210.1.p1	DANRE19755, DANRE19754
OG0007121	OFUSG11479.1.p1	DANRE21444
OG0007122	OFUSG12932.1.p1	DANRE23206
OG0007123	OFUSG06078.1.p1, OFUSG06079.1.p1, OFUSG06079.2.p1	DANRE03239, DANRE03237, DANRE03238, DANRE03240
OG0007124	OFUSG02914.1.p1	DANRE41957
OG0007125	OFUSG08572.1.p1, OFUSG08572.2.p1	DANRE36299, DANRE36298
OG0007126	OFUSG12192.1.p1	DANRE17417, DANRE00882
OG0007127	OFUSG21273.1.p1	DANRE14792, DANRE14793, DANRE14791, DANRE10353
OG0007128	OFUSG16640.1.p1	DANRE19019
OG0007129	OFUSG06978.1.p1	DANRE20067, DANRE20068, DANRE05951
OG0007130	OFUSG06200.1.p1	DANRE30904
OG0007131	OFUSG23463.1.p1	DANRE40030, DANRE40031
OG0007133	OFUSG09267.1.p1	DANRE01479
OG0007134	OFUSG05978.1.p1	DANRE22130, DANRE22129
OG0007135	OFUSG04246.1.p1	DANRE38477
OG0007136	OFUSG19905.1.p1	DANRE25959
OG0007137	OFUSG10871.1.p1	DANRE27979
OG0007138	OFUSG08302.1.p1	DANRE26666, DANRE26667
OG0007139	OFUSG12636.1.p1	DANRE39772, DANRE39771
OG0007141	OFUSG11137.1.p1	DANRE29345
OG0007142	OFUSG02544.1.p1	DANRE33554
OG0007143	OFUSG17545.1.p1	DANRE12075
OG0007144	OFUSG21801.1.p1	DANRE17418
OG0007145	OFUSG20934.1.p1	DANRE26346
OG0007146	OFUSG09570.1.p1	DANRE06482, DANRE06480, DANRE06481
OG0007147	OFUSG13469.1.p1	DANRE01796
OG0007148	OFUSG19136.1.p1	DANRE41181
OG0007149	OFUSG07733.1.p1	DANRE15852, DANRE35764
OG0007150	OFUSG05344.1.p1	DANRE38611, DANRE38612
OG0007151	OFUSG02774.1.p1	DANRE10301
OG0007152	OFUSG04148.3.p1, OFUSG04148.1.p1, OFUSG04148.2.p1	DANRE13979, DANRE13981, DANRE13980
OG0007153	OFUSG11582.2.p1, OFUSG11582.1.p1	DANRE04392, DANRE04391
OG0007154	OFUSG08565.1.p1	DANRE05456
OG0007158	OFUSG04790.1.p1	DANRE14540
OG0007159	OFUSG08420.1.p1	DANRE39955, DANRE39956
OG0007160	OFUSG05249.1.p1	DANRE38832, DANRE38833, DANRE38831
OG0007161	OFUSG05396.1.p1	DANRE04179, DANRE04180, DANRE12817
OG0007163	OFUSG19036.1.p1	DANRE09124
OG0007164	OFUSG06600.1.p1	DANRE16181
OG0007171	OFUSG12524.1.p1	DANRE05910, DANRE05911
OG0007173	OFUSG04330.1.p1	DANRE07590
OG0007174	OFUSG04748.2.p1, OFUSG04748.1.p1	DANRE22362
OG0007175	OFUSG07608.1.p1	DANRE39288
OG0007176	OFUSG26974.1.p1	DANRE08683
OG0007177	OFUSG25028.1.p1	DANRE10701, DANRE10700, DANRE10702
OG0007178	OFUSG08058.1.p1	DANRE18259, DANRE18258
OG0007179	OFUSG13214.1.p1	DANRE23985
OG0007180	OFUSG23382.1.p1	DANRE21576, DANRE21577
OG0007181	OFUSG05668.1.p1	DANRE22763, DANRE22762
OG0007182	OFUSG13896.2.p1, OFUSG13896.1.p1	DANRE35013
OG0007183	OFUSG00271.1.p1	DANRE09025, DANRE09026
OG0007184	OFUSG13288.1.p1	DANRE15058, DANRE15059
OG0007185	OFUSG26363.1.p1	DANRE30304, DANRE36004, DANRE36003
OG0007186	OFUSG03968.1.p1	DANRE03876
OG0007187	OFUSG13325.1.p1, OFUSG13325.2.p1, OFUSG13325.3.p1	DANRE01702
OG0007188	OFUSG16212.1.p1	DANRE42159, DANRE42158
OG0007189	OFUSG09971.1.p1, OFUSG09971.2.p1	DANRE29276, DANRE21865
OG0007190	OFUSG17858.1.p1	DANRE01561, DANRE01562
OG0007191	OFUSG13466.1.p1	DANRE40013
OG0007192	OFUSG04047.1.p1	DANRE42628
OG0007198	OFUSG07047.1.p1, OFUSG07870.1.p1	DANRE20648
OG0007201	OFUSG17829.1.p1	DANRE21446
OG0007204	OFUSG17521.1.p1	DANRE36365, DANRE30170, DANRE30172, DANRE30169, DANRE30171
OG0007211	OFUSG19396.1.p1	DANRE18682, DANRE18683, DANRE18685, DANRE43357, DANRE43358, DANRE18684, DANRE18686, DANRE18688, DANRE18687, DANRE18681, DANRE18680
OG0007213	OFUSG18498.1.p1	DANRE30188, DANRE30189, DANRE29054, DANRE29053
OG0007248	OFUSG05380.1.p1	DANRE28303
OG0007250	OFUSG06871.1.p1	DANRE16084, DANRE16083, DANRE16082
OG0007251	OFUSG19641.1.p1	DANRE28156
OG0007252	OFUSG11013.1.p1	DANRE33397, DANRE33396
OG0007253	OFUSG20806.1.p1	DANRE24848, DANRE38288
OG0007254	OFUSG26478.1.p1	DANRE17415
OG0007255	OFUSG19857.2.p1, OFUSG19857.1.p1	DANRE14351
OG0007256	OFUSG10664.2.p1, OFUSG10664.1.p1, OFUSG10664.4.p1, OFUSG10664.3.p1	DANRE35626
OG0007258	OFUSG20033.1.p1	DANRE19018
OG0007260	OFUSG11954.1.p1, OFUSG11954.2.p1	DANRE38136
OG0007261	OFUSG13481.1.p1	DANRE15986, DANRE15985, DANRE43125
OG0007264	OFUSG22910.1.p1	DANRE25424
OG0007266	OFUSG18654.1.p1, OFUSG18654.2.p1	DANRE30633
OG0007267	OFUSG17347.1.p1	DANRE26686, DANRE26687
OG0007268	OFUSG07744.1.p1	DANRE42444, DANRE42443
OG0007269	OFUSG17107.1.p1, OFUSG16940.1.p1	DANRE12063
OG0007270	OFUSG03691.1.p1	DANRE16191, DANRE16192
OG0007271	OFUSG10232.1.p1	DANRE04167, DANRE04136, DANRE04135
OG0007272	OFUSG17273.1.p1	DANRE22978
OG0007273	OFUSG01106.1.p1	DANRE29589
OG0007274	OFUSG19415.1.p1	DANRE01276
OG0007275	OFUSG05642.1.p1	DANRE31136, DANRE31135
OG0007276	OFUSG09515.1.p1	DANRE33385, DANRE33386
OG0007277	OFUSG25004.2.p1, OFUSG25004.3.p1, OFUSG25004.1.p1	DANRE05579, DANRE05577, DANRE05578
OG0007280	OFUSG21322.1.p1	DANRE26658
OG0007281	OFUSG10005.1.p1	DANRE30501, DANRE30500
OG0007282	OFUSG14906.1.p1	DANRE33520
OG0007283	OFUSG00968.1.p1	DANRE30003, DANRE15438
OG0007285	OFUSG00450.1.p1, OFUSG00449.1.p1	DANRE10034, DANRE10035
OG0007286	OFUSG12715.1.p1	DANRE37560
OG0007288	OFUSG11110.1.p1	DANRE07196, DANRE07197
OG0007289	OFUSG26003.1.p1	DANRE38281, DANRE38283, DANRE38282, DANRE38284
OG0007290	OFUSG04836.1.p1	DANRE26147, DANRE26146
OG0007291	OFUSG20575.1.p1	DANRE28295, DANRE28294
OG0007292	OFUSG09326.1.p1	DANRE09241, DANRE09240
OG0007293	OFUSG16859.1.p1	DANRE14743
OG0007294	OFUSG17062.1.p1	DANRE24046, DANRE24044, DANRE24045
OG0007295	OFUSG17861.2.p1, OFUSG17861.1.p1	DANRE06178, DANRE06177
OG0007296	OFUSG07471.1.p1	DANRE38101
OG0007297	OFUSG17821.1.p1	DANRE39713, DANRE39710, DANRE39712, DANRE39711
OG0007298	OFUSG02733.1.p1	DANRE16677
OG0007299	OFUSG09792.1.p1	DANRE34012, DANRE34011
OG0007300	OFUSG15976.1.p1	DANRE14858
OG0007301	OFUSG04824.1.p1	DANRE14613, DANRE14612
OG0007302	OFUSG02825.1.p1	DANRE36522
OG0007303	OFUSG11757.1.p1	DANRE21868
OG0007304	OFUSG04479.1.p1	DANRE23396
OG0007305	OFUSG08566.1.p1	DANRE34982
OG0007306	OFUSG00027.1.p1, OFUSG00027.2.p1	DANRE01049
OG0007307	OFUSG15381.1.p1	DANRE04470
OG0007308	OFUSG26870.1.p1	DANRE09523, DANRE14313
OG0007309	OFUSG12546.1.p1, OFUSG12545.1.p1	DANRE16826
OG0007310	OFUSG04200.1.p1, OFUSG04200.2.p1	DANRE42767, DANRE42766
OG0007312	OFUSG18290.1.p1	DANRE29986, DANRE29987
OG0007314	OFUSG11556.1.p1	DANRE18859
OG0007316	OFUSG15327.1.p1	DANRE39257, DANRE39258, DANRE39255, DANRE39256
OG0007317	OFUSG23619.1.p1	DANRE11318
OG0007318	OFUSG06457.1.p1	DANRE22103
OG0007319	OFUSG21180.1.p1	DANRE37045, DANRE37047, DANRE37046
OG0007320	OFUSG09270.1.p1	DANRE37628, DANRE37627
OG0007321	OFUSG11477.1.p1	DANRE06820
OG0007322	OFUSG09904.1.p1	DANRE34262
OG0007323	OFUSG09943.1.p1	DANRE21933, DANRE21932
OG0007325	OFUSG20353.1.p1	DANRE12985
OG0007326	OFUSG16635.1.p1	DANRE26003
OG0007328	OFUSG06146.1.p1	DANRE04726
OG0007329	OFUSG25701.1.p1	DANRE09561, DANRE09562
OG0007330	OFUSG03047.1.p1	DANRE07790, DANRE07791
OG0007331	OFUSG13160.1.p1	DANRE31231
OG0007333	OFUSG14787.1.p1	DANRE22246, DANRE22247, DANRE16144
OG0007334	OFUSG04651.1.p1	DANRE14827
OG0007335	OFUSG12346.1.p1	DANRE17585
OG0007336	OFUSG01140.1.p1	DANRE10061
OG0007337	OFUSG08247.1.p1	DANRE17263, DANRE17262
OG0007338	OFUSG00512.1.p1	DANRE12380, DANRE12381
OG0007339	OFUSG16021.1.p1	DANRE23834
OG0007340	OFUSG07490.1.p1, OFUSG07490.2.p1	DANRE13852, DANRE13850, DANRE13851
OG0007341	OFUSG08079.1.p1	DANRE04473
OG0007342	OFUSG21114.1.p1	DANRE35323
OG0007343	OFUSG23516.1.p1	DANRE21557, DANRE28341
OG0007344	OFUSG11551.1.p1	DANRE05827, DANRE05828
OG0007345	OFUSG10938.1.p1	DANRE15610, DANRE15612, DANRE15613, DANRE15611
OG0007347	OFUSG12292.1.p1	DANRE36745
OG0007348	OFUSG24927.1.p1, OFUSG24927.2.p1	DANRE16193, DANRE16195
OG0007349	OFUSG23871.1.p1	DANRE39606
OG0007351	OFUSG23667.1.p1	DANRE14677, DANRE14676, DANRE14675, DANRE08595
OG0007352	OFUSG15050.1.p1, OFUSG15050.2.p1	DANRE16773
OG0007353	OFUSG23180.1.p1	DANRE38574, DANRE26140
OG0007354	OFUSG17364.1.p1	DANRE24128
OG0007355	OFUSG14831.1.p1	DANRE13636
OG0007356	OFUSG25027.1.p1	DANRE36634
OG0007357	OFUSG12168.1.p1	DANRE38560
OG0007358	OFUSG09680.1.p1	DANRE43184
OG0007359	OFUSG05437.1.p1	DANRE23813, DANRE23812, DANRE26870, DANRE26868
OG0007360	OFUSG25473.1.p1	DANRE27456
OG0007361	OFUSG09488.1.p1	DANRE14944
OG0007363	OFUSG02740.1.p1	DANRE16032
OG0007364	OFUSG01952.1.p1	DANRE29303
OG0007365	OFUSG13323.1.p1	DANRE36420
OG0007366	OFUSG08778.1.p1	DANRE21573, DANRE21572
OG0007367	OFUSG17700.1.p1	DANRE27165
OG0007368	OFUSG07565.1.p1	DANRE13338
OG0007369	OFUSG16560.1.p1	DANRE42613, DANRE42614
OG0007370	OFUSG23988.1.p1	DANRE08197
OG0007371	OFUSG05965.1.p1	DANRE16865
OG0007372	OFUSG02717.1.p1	DANRE34402, DANRE34400, DANRE34401
OG0007373	OFUSG16818.1.p1	DANRE18640
OG0007374	OFUSG19004.1.p1	DANRE00280
OG0007375	OFUSG26223.3.p1, OFUSG26223.2.p1, OFUSG26223.1.p1	DANRE11069
OG0007377	OFUSG25397.1.p1	DANRE18290, DANRE18289
OG0007378	OFUSG24752.1.p1	DANRE00748
OG0007379	OFUSG25215.1.p1	DANRE17790, DANRE17791
OG0007380	OFUSG02808.1.p1	DANRE20920, DANRE20919
OG0007381	OFUSG11065.1.p1	DANRE28840
OG0007382	OFUSG12635.1.p1	DANRE15296
OG0007384	OFUSG00236.2.p1, OFUSG00236.1.p1	DANRE18642, DANRE18643
OG0007385	OFUSG26112.1.p1	DANRE13349
OG0007386	OFUSG21256.1.p1	DANRE18467
OG0007387	OFUSG08047.1.p1, OFUSG08047.2.p1	DANRE34966
OG0007388	OFUSG17284.1.p1	DANRE38076, DANRE38075
OG0007389	OFUSG07228.1.p1	DANRE19186, DANRE19187, DANRE19185
OG0007390	OFUSG18344.1.p1	DANRE30054
OG0007391	OFUSG15504.1.p1	DANRE35086
OG0007392	OFUSG13438.1.p1, OFUSG13438.3.p1, OFUSG13438.2.p1	DANRE04860, DANRE04858, DANRE04859
OG0007393	OFUSG12565.1.p1	DANRE12093
OG0007394	OFUSG13494.1.p1	DANRE07734, DANRE07733
OG0007395	OFUSG10757.1.p1	DANRE04069
OG0007396	OFUSG22886.1.p1	DANRE38842, DANRE38841, DANRE38843
OG0007397	OFUSG13056.1.p1	DANRE38807, DANRE38808
OG0007399	OFUSG01818.1.p1	DANRE39639, DANRE39640
OG0007400	OFUSG14809.1.p1	DANRE24512
OG0007401	OFUSG10106.1.p1	DANRE34136, DANRE07139
OG0007403	OFUSG19277.1.p1	DANRE06465
OG0007405	OFUSG22414.1.p1	DANRE12349
OG0007406	OFUSG15025.1.p1	DANRE01446
OG0007407	OFUSG18627.1.p1	DANRE04761
OG0007408	OFUSG16878.1.p1	DANRE10196
OG0007409	OFUSG16872.1.p1	DANRE10224, DANRE10225
OG0007410	OFUSG11037.1.p1	DANRE28511, DANRE30430, DANRE03053
OG0007411	OFUSG04653.1.p1	DANRE39541
OG0007412	OFUSG01834.1.p1	DANRE42558
OG0007413	OFUSG16703.1.p1	DANRE10248
OG0007414	OFUSG17401.1.p1	DANRE36351
