Orthogroup	OWEFU	ORYLA
OG0005606	OFUSG23420.1.p1	ORYLA06761
OG0005607	OFUSG17309.1.p1	ORYLA13045, ORYLA04192, ORYLA04876
OG0005608	OFUSG11246.1.p1	ORYLA11957
OG0005609	OFUSG20222.1.p1	ORYLA12137
OG0005610	OFUSG03039.1.p1, OFUSG02394.1.p1, OFUSG02390.1.p1	ORYLA01244, ORYLA04278
OG0005611	OFUSG18464.2.p1, OFUSG18464.1.p1	ORYLA16851
OG0005612	OFUSG25280.1.p1	ORYLA00126, ORYLA00125
OG0005613	OFUSG11392.1.p1	ORYLA04705, ORYLA00127
OG0005614	OFUSG12167.1.p1	ORYLA10704
OG0005615	OFUSG01627.1.p1, OFUSG01631.1.p1	ORYLA10994
OG0005616	OFUSG20550.1.p1	ORYLA12774
OG0005617	OFUSG26357.1.p1	ORYLA13237, ORYLA02749
OG0005618	OFUSG12878.1.p1	ORYLA02960
OG0005619	OFUSG17503.1.p1	ORYLA13138
OG0005620	OFUSG05866.1.p1	ORYLA11087
OG0005621	OFUSG12323.1.p1	ORYLA10189
OG0005622	OFUSG11960.1.p1	ORYLA11349
OG0005623	OFUSG08197.1.p1	ORYLA05069
OG0005624	OFUSG07021.1.p1	ORYLA11010
OG0005625	OFUSG09657.1.p1	ORYLA14474
OG0005626	OFUSG03492.1.p1	ORYLA03603
OG0005627	OFUSG09437.1.p1	ORYLA00779
OG0005628	OFUSG03937.1.p1	ORYLA02379, ORYLA17397
OG0005629	OFUSG23344.1.p1	ORYLA20125
OG0005630	OFUSG10320.1.p1	ORYLA00441, ORYLA07220
OG0005631	OFUSG17141.1.p1	ORYLA05644
OG0005632	OFUSG11574.1.p1	ORYLA11796
OG0005633	OFUSG11225.1.p1	ORYLA10109
OG0005634	OFUSG26230.1.p1	ORYLA02889, ORYLA17840
OG0005636	OFUSG00921.1.p1	ORYLA12123
OG0005637	OFUSG08168.1.p1	ORYLA09613
OG0005639	OFUSG03254.1.p1	ORYLA11914
OG0005640	OFUSG25223.1.p1	ORYLA10162
OG0005641	OFUSG25307.1.p1, OFUSG25307.2.p1	ORYLA00103
OG0005642	OFUSG19366.1.p1	ORYLA13774, ORYLA14167
OG0005644	OFUSG15260.1.p1	ORYLA03977, ORYLA03459
OG0005645	OFUSG14974.1.p1	ORYLA19943
OG0005646	OFUSG16782.1.p1	ORYLA10031, ORYLA10030
OG0005649	OFUSG16737.1.p1	ORYLA20074
OG0005652	OFUSG06459.1.p1	ORYLA14413
OG0005654	OFUSG18699.1.p1, OFUSG18699.2.p1	ORYLA12567, ORYLA09067, ORYLA12566
OG0005655	OFUSG20991.1.p1	ORYLA15856
OG0005656	OFUSG19528.1.p1	ORYLA10723
OG0005660	OFUSG22677.1.p1	ORYLA04405
OG0005661	OFUSG17515.2.p1, OFUSG17515.1.p1	ORYLA13889, ORYLA06911, ORYLA03511
OG0005662	OFUSG01100.1.p1	ORYLA17989, ORYLA14653
OG0005664	OFUSG16633.3.p1, OFUSG16633.1.p1, OFUSG16633.2.p2	ORYLA15742, ORYLA06769, ORYLA08998
OG0005665	OFUSG08814.1.p1	ORYLA12180, ORYLA07150, ORYLA18281, ORYLA12179
OG0005666	OFUSG14708.2.p1, OFUSG14708.1.p1	ORYLA07480, ORYLA07481, ORYLA07483
OG0005681	OFUSG14799.1.p1	ORYLA04888
OG0005685	OFUSG16960.1.p1	ORYLA10800
OG0005690	OFUSG08782.1.p1	ORYLA06115
OG0005692	OFUSG01858.1.p1	ORYLA08643, ORYLA09530
OG0005694	OFUSG09049.1.p1, OFUSG09049.2.p1	ORYLA12676
OG0005695	OFUSG25511.1.p1	ORYLA16353
OG0005696	OFUSG03350.1.p1	ORYLA12255
OG0005697	OFUSG03909.1.p1	ORYLA18939
OG0005698	OFUSG23576.1.p1, OFUSG23576.2.p1	ORYLA02906
OG0005699	OFUSG26833.1.p1	ORYLA07691
OG0005701	OFUSG18399.1.p1	ORYLA05083
OG0005702	OFUSG02722.1.p1, OFUSG02722.2.p1	ORYLA03576
OG0005704	OFUSG00940.1.p1	ORYLA09597
OG0005707	OFUSG09056.1.p1	ORYLA06810, ORYLA13030
OG0005708	OFUSG00132.1.p1	ORYLA06067
OG0005709	OFUSG11953.1.p1	ORYLA07376, ORYLA10734
OG0005710	OFUSG17631.1.p1	ORYLA19829
OG0005711	OFUSG23561.1.p1	ORYLA04019
OG0005712	OFUSG07816.1.p1	ORYLA18989
OG0005713	OFUSG00243.1.p1	ORYLA12382
OG0005714	OFUSG09929.1.p1	ORYLA02729
OG0005715	OFUSG04447.2.p1, OFUSG04447.1.p1	ORYLA17805
OG0005717	OFUSG01462.3.p1, OFUSG01462.1.p1, OFUSG01462.2.p1, OFUSG01462.4.p1	ORYLA05307
OG0005719	OFUSG26442.1.p1	ORYLA19328
OG0005721	OFUSG12764.1.p1	ORYLA04577
OG0005723	OFUSG19412.1.p1	ORYLA15901
OG0005724	OFUSG11970.1.p1	ORYLA04176
OG0005725	OFUSG10099.1.p1	ORYLA07793
OG0005726	OFUSG20327.1.p1	ORYLA06770, ORYLA09046
OG0005727	OFUSG15049.1.p1	ORYLA17541
OG0005728	OFUSG05083.1.p1, OFUSG05079.1.p1	ORYLA14263
OG0005729	OFUSG16386.1.p1	ORYLA11545
OG0005730	OFUSG18255.1.p1	ORYLA03772, ORYLA16956, ORYLA16955, ORYLA00644
OG0005731	OFUSG10296.1.p1	ORYLA16981
OG0005732	OFUSG09988.1.p1	ORYLA00704, ORYLA00703
OG0005733	OFUSG11058.1.p1	ORYLA08056
OG0005734	OFUSG13407.1.p1	ORYLA15387, ORYLA20126
OG0005735	OFUSG07258.2.p1, OFUSG07258.1.p1, OFUSG07258.3.p1	ORYLA02863
OG0005736	OFUSG18982.1.p1	ORYLA16039, ORYLA20245, ORYLA10904
OG0005737	OFUSG23603.1.p1	ORYLA05474, ORYLA05475, ORYLA05473
OG0005738	OFUSG06832.1.p1	ORYLA06339
OG0005741	OFUSG16616.1.p1	ORYLA08044
OG0005742	OFUSG04680.1.p1	ORYLA05610
OG0005744	OFUSG16586.1.p1	ORYLA05679
OG0005746	OFUSG03475.1.p1	ORYLA00433
OG0005747	OFUSG21432.1.p1	ORYLA15631
OG0005748	OFUSG26335.1.p1	ORYLA03792, ORYLA03791
OG0005749	OFUSG08122.2.p1, OFUSG08122.3.p1, OFUSG08122.1.p1	ORYLA20160
OG0005750	OFUSG02162.1.p1	ORYLA01346
OG0005752	OFUSG08796.1.p1	ORYLA09924
OG0005753	OFUSG08869.1.p1	ORYLA03557, ORYLA03556
OG0005754	OFUSG19026.1.p1	ORYLA16213
OG0005755	OFUSG05141.1.p1, OFUSG05141.2.p1	ORYLA13999
OG0005756	OFUSG04247.1.p1	ORYLA02098
OG0005757	OFUSG20565.1.p1	ORYLA05641
OG0005758	OFUSG24779.1.p1	ORYLA03344
OG0005761	OFUSG14829.1.p1	ORYLA17928
OG0005762	OFUSG21909.1.p1	ORYLA12918
OG0005763	OFUSG20141.1.p1	ORYLA18058
OG0005764	OFUSG20153.1.p1	ORYLA05922
OG0005765	OFUSG06503.1.p1	ORYLA05068
OG0005766	OFUSG23322.1.p1	ORYLA03635
OG0005767	OFUSG16464.1.p1	ORYLA08905
OG0005768	OFUSG16239.1.p1	ORYLA19835, ORYLA19834
OG0005769	OFUSG08073.1.p1	ORYLA12870, ORYLA06629
OG0005770	OFUSG20356.1.p1	ORYLA15198
OG0005771	OFUSG09411.1.p1	ORYLA01975
OG0005772	OFUSG16894.1.p1, OFUSG16894.2.p1	ORYLA17831
OG0005773	OFUSG05158.1.p1	ORYLA14006, ORYLA06306
OG0005774	OFUSG15936.1.p1	ORYLA15970
OG0005775	OFUSG17839.1.p1	ORYLA07737
OG0005777	OFUSG00897.1.p1	ORYLA04808
OG0005779	OFUSG10893.1.p1	ORYLA17816
OG0005781	OFUSG00342.1.p1	ORYLA09496, ORYLA09495
OG0005782	OFUSG25153.1.p1	ORYLA01482
OG0005783	OFUSG18976.1.p1	ORYLA14100
OG0005784	OFUSG19490.1.p1	ORYLA05072
OG0005785	OFUSG10500.1.p1	ORYLA16543
OG0005786	OFUSG05814.2.p1, OFUSG05814.1.p1	ORYLA20339
OG0005787	OFUSG04634.1.p1	ORYLA19947
OG0005788	OFUSG07622.1.p1	ORYLA15415
OG0005789	OFUSG04945.1.p1	ORYLA12435
OG0005790	OFUSG11378.1.p1	ORYLA05159
OG0005792	OFUSG26966.2.p1, OFUSG26966.1.p1	ORYLA18637
OG0005793	OFUSG00069.2.p1, OFUSG00069.1.p1	ORYLA07054
OG0005794	OFUSG15800.1.p1, OFUSG15800.2.p1	ORYLA09326
OG0005795	OFUSG02404.1.p1	ORYLA17869
OG0005796	OFUSG09979.1.p1	ORYLA17559
OG0005797	OFUSG12084.1.p1	ORYLA18216
OG0005798	OFUSG06068.2.p1, OFUSG06068.1.p1	ORYLA13859
OG0005799	OFUSG21840.1.p1	ORYLA01072
OG0005800	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1	ORYLA01809
OG0005801	OFUSG20252.1.p1	ORYLA20361
OG0005802	OFUSG01814.1.p1	ORYLA09753
OG0005803	OFUSG12897.1.p1	ORYLA09410
OG0005804	OFUSG00462.1.p1	ORYLA12290, ORYLA06566
OG0005805	OFUSG23874.1.p1	ORYLA04527
OG0005806	OFUSG22309.2.p1, OFUSG22309.1.p1	ORYLA17922
OG0005807	OFUSG00900.1.p1	ORYLA01224
OG0005808	OFUSG00527.1.p1	ORYLA13733
OG0005811	OFUSG11247.1.p1	ORYLA11574
OG0005812	OFUSG11647.1.p1	ORYLA01100
OG0005813	OFUSG22102.2.p1, OFUSG22102.1.p1, OFUSG22619.1.p1	ORYLA17924
OG0005814	OFUSG26358.1.p1, OFUSG26358.2.p1	ORYLA02975
OG0005815	OFUSG24013.1.p1	ORYLA02282
OG0005816	OFUSG22586.1.p1	ORYLA17256, ORYLA15374
OG0005817	OFUSG14857.1.p1	ORYLA02525
OG0005818	OFUSG06441.1.p1, OFUSG06441.2.p1	ORYLA15368
OG0005819	OFUSG17295.1.p1	ORYLA17070
OG0005821	OFUSG09342.1.p1, OFUSG09343.1.p1	ORYLA05556
OG0005822	OFUSG12585.1.p1	ORYLA19296
OG0005823	OFUSG25743.1.p1	ORYLA04103
OG0005824	OFUSG09743.1.p1	ORYLA12812
OG0005826	OFUSG19121.1.p1	ORYLA10997
OG0005827	OFUSG25115.1.p1	ORYLA04867
OG0005828	OFUSG15157.1.p1	ORYLA17775, ORYLA18417
OG0005829	OFUSG01365.1.p1	ORYLA11889
OG0005830	OFUSG10185.1.p1	ORYLA16729, ORYLA16928
OG0005831	OFUSG20334.1.p1	ORYLA19768
OG0005832	OFUSG20421.1.p1	ORYLA20295
OG0005833	OFUSG11209.1.p1	ORYLA12552
OG0005835	OFUSG24596.1.p1	ORYLA15968
OG0005836	OFUSG06015.1.p1	ORYLA02705
OG0005837	OFUSG26386.1.p1	ORYLA17100
OG0005838	OFUSG22578.1.p1	ORYLA15364
OG0005840	OFUSG17218.1.p1	ORYLA04946
OG0005841	OFUSG18860.2.p1, OFUSG18860.1.p1	ORYLA14469
OG0005842	OFUSG17014.1.p1	ORYLA13693
OG0005843	OFUSG13111.2.p1, OFUSG13111.1.p1	ORYLA06467
OG0005844	OFUSG18340.1.p1	ORYLA04807
OG0005845	OFUSG18853.1.p1	ORYLA03266
OG0005846	OFUSG12015.1.p1	ORYLA04854
OG0005847	OFUSG21573.1.p1	ORYLA11529
OG0005849	OFUSG13675.1.p1	ORYLA09685
OG0005850	OFUSG13683.1.p1	ORYLA13872
OG0005851	OFUSG17159.1.p1	ORYLA13639
OG0005852	OFUSG19154.1.p1	ORYLA15830
OG0005853	OFUSG12469.1.p1	ORYLA10472, ORYLA11336
OG0005854	OFUSG20549.1.p1	ORYLA15268
OG0005857	OFUSG15447.4.p1, OFUSG15447.3.p1, OFUSG15447.2.p1, OFUSG15447.1.p1	ORYLA03540
OG0005858	OFUSG23890.1.p1	ORYLA17612
OG0005859	OFUSG25456.1.p1	ORYLA17362
OG0005860	OFUSG16634.2.p1, OFUSG16634.1.p1	ORYLA17529
OG0005861	OFUSG12753.1.p1	ORYLA12932
OG0005863	OFUSG11072.1.p1	ORYLA16762
OG0005864	OFUSG19504.1.p1	ORYLA02335, ORYLA02336
OG0005869	OFUSG03581.1.p1	ORYLA14537
OG0005870	OFUSG23370.1.p1	ORYLA06800
OG0005871	OFUSG02901.1.p1	ORYLA00937
OG0005872	OFUSG04199.1.p1	ORYLA06151
OG0005874	OFUSG03952.1.p1	ORYLA08436, ORYLA08808
OG0005875	OFUSG14727.1.p1	ORYLA03096
OG0005876	OFUSG19535.1.p1	ORYLA13721
OG0005877	OFUSG21409.1.p1	ORYLA12771
OG0005878	OFUSG25068.1.p1	ORYLA11425, ORYLA11426
OG0005879	OFUSG20758.1.p1	ORYLA06023
OG0005880	OFUSG19008.1.p1	ORYLA20156
OG0005883	OFUSG07782.1.p1	ORYLA18088
OG0005884	OFUSG11294.1.p1	ORYLA11455
OG0005885	OFUSG16933.1.p1, OFUSG16931.1.p1, OFUSG16934.1.p1	ORYLA17740
OG0005886	OFUSG12295.1.p1	ORYLA10508
OG0005887	OFUSG22196.1.p1	ORYLA04540
OG0005888	OFUSG10914.1.p1	ORYLA16571
OG0005889	OFUSG00364.1.p1	ORYLA07548
OG0005890	OFUSG21628.1.p1	ORYLA11535
OG0005891	OFUSG10325.2.p1, OFUSG10325.1.p1, OFUSG10325.3.p1	ORYLA00807, ORYLA00806
OG0005892	OFUSG04898.1.p1	ORYLA12431
OG0005893	OFUSG03818.1.p1	ORYLA04914
OG0005894	OFUSG03001.1.p1	ORYLA08719, ORYLA03910, ORYLA01239
OG0005895	OFUSG17312.1.p1	ORYLA04519
OG0005896	OFUSG13776.1.p1	ORYLA11728, ORYLA09070
OG0005897	OFUSG08962.1.p1	ORYLA19507
OG0005898	OFUSG11992.1.p1	ORYLA09769
OG0005899	OFUSG07835.1.p1	ORYLA16594
OG0005900	OFUSG16856.1.p1	ORYLA06266
OG0005901	OFUSG04944.1.p1	ORYLA15179
OG0005902	OFUSG23218.1.p1, OFUSG23218.2.p1	ORYLA02177
OG0005903	OFUSG19287.1.p1	ORYLA03025
OG0005906	OFUSG16556.3.p1, OFUSG16556.2.p1, OFUSG16556.1.p1, OFUSG24412.1.p1	ORYLA09828
OG0005907	OFUSG05841.1.p1	ORYLA10740, ORYLA15224
OG0005909	OFUSG09455.1.p1	ORYLA13661
OG0005911	OFUSG12877.1.p1	ORYLA19782
OG0005912	OFUSG21385.1.p1, OFUSG21385.2.p1	ORYLA16145, ORYLA06495
OG0005913	OFUSG03204.1.p1	ORYLA03195
OG0005914	OFUSG05820.1.p1	ORYLA14072
OG0005915	OFUSG23995.1.p1	ORYLA09945
OG0005916	OFUSG04552.1.p1	ORYLA09681
OG0005918	OFUSG07171.1.p1	ORYLA06801
OG0005919	OFUSG08279.1.p1	ORYLA06790
OG0005920	OFUSG21411.1.p1	ORYLA07096, ORYLA13575
OG0005921	OFUSG07760.1.p1	ORYLA03161
OG0005922	OFUSG06033.1.p1	ORYLA14270
OG0005923	OFUSG14662.1.p1	ORYLA07289
OG0005924	OFUSG20875.1.p1	ORYLA10431
OG0005926	OFUSG20254.1.p1	ORYLA06535
OG0005927	OFUSG15371.1.p1, OFUSG15370.2.p1, OFUSG15370.1.p1	ORYLA18549, ORYLA18257
OG0005929	OFUSG17666.1.p1	ORYLA17102
OG0005931	OFUSG05791.1.p1	ORYLA12693
OG0005932	OFUSG06461.1.p1	ORYLA15050
OG0005933	OFUSG11758.1.p1	ORYLA04204
OG0005936	OFUSG01618.1.p1	ORYLA00036
OG0005937	OFUSG19124.1.p1	ORYLA15356
OG0005938	OFUSG13529.1.p1	ORYLA02948
OG0005939	OFUSG07575.1.p1	ORYLA14676
OG0005940	OFUSG08024.2.p1, OFUSG08024.1.p1	ORYLA11953
OG0005941	OFUSG12577.1.p1	ORYLA11974
OG0005942	OFUSG15333.1.p1, OFUSG15333.2.p1	ORYLA20255
OG0005943	OFUSG10771.1.p1	ORYLA17027
OG0005944	OFUSG11270.1.p1	ORYLA05011
OG0005945	OFUSG21619.1.p1	ORYLA11391
OG0005946	OFUSG06828.1.p1	ORYLA16047
OG0005947	OFUSG25842.1.p1, OFUSG25842.2.p1	ORYLA04618
OG0005948	OFUSG06575.1.p1	ORYLA05016, ORYLA08210
OG0005949	OFUSG22404.1.p1	ORYLA17627
OG0005950	OFUSG13388.1.p1	ORYLA10694
OG0005951	OFUSG21410.1.p1	ORYLA13200
OG0005952	OFUSG05541.1.p1	ORYLA17339
OG0005953	OFUSG08521.1.p1	ORYLA17714
OG0005954	OFUSG22369.1.p1	ORYLA15255
OG0005955	OFUSG19208.1.p1, OFUSG19208.2.p1	ORYLA17735
OG0005957	OFUSG09500.1.p1	ORYLA07508
OG0005958	OFUSG11216.1.p1	ORYLA11466, ORYLA11465, ORYLA10767
OG0005959	OFUSG09671.1.p1	ORYLA01636
OG0005960	OFUSG15605.1.p1	ORYLA14080
OG0005961	OFUSG18762.1.p1	ORYLA13699
OG0005962	OFUSG08003.1.p1	ORYLA15697
OG0005963	OFUSG20536.1.p1	ORYLA13333
OG0005964	OFUSG18765.1.p1	ORYLA11297
OG0005965	OFUSG06524.1.p1	ORYLA00501
OG0005966	OFUSG10960.1.p1	ORYLA16765
OG0005967	OFUSG11067.1.p1	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	OFUSG22986.1.p1	ORYLA06981
OG0005969	OFUSG11541.1.p1	ORYLA05253
OG0005970	OFUSG26446.1.p1	ORYLA12936
OG0005972	OFUSG26008.1.p1	ORYLA13344
OG0005973	OFUSG12086.1.p1	ORYLA10086
OG0005974	OFUSG07735.1.p1	ORYLA12871
OG0005975	OFUSG02665.1.p1	ORYLA09620
OG0005976	OFUSG10552.1.p1	ORYLA10048
OG0005977	OFUSG00577.1.p1	ORYLA11110
OG0005978	OFUSG23255.1.p1	ORYLA18813
OG0005980	OFUSG07813.1.p1	ORYLA16160
OG0005981	OFUSG05221.1.p1	ORYLA13340
OG0005982	OFUSG21165.2.p1, OFUSG21165.1.p1	ORYLA02398
OG0005983	OFUSG13573.1.p1	ORYLA13523
OG0005984	OFUSG13326.1.p2	ORYLA02487
OG0005985	OFUSG15946.1.p1, OFUSG15946.2.p1	ORYLA17726
OG0005986	OFUSG11573.1.p1	ORYLA07662
OG0005987	OFUSG25797.1.p1	ORYLA04335
OG0005988	OFUSG21810.1.p1	ORYLA05096
OG0005989	OFUSG01513.1.p1	ORYLA14612, ORYLA14611
OG0005993	OFUSG08243.1.p1, OFUSG09874.1.p1	ORYLA15988
OG0005994	OFUSG23514.1.p1	ORYLA02349, ORYLA17460, ORYLA06764
OG0005995	OFUSG06297.2.p1, OFUSG06297.1.p1	ORYLA05250
OG0005997	OFUSG03882.1.p1	ORYLA14583, ORYLA12455
OG0005998	OFUSG22178.1.p1	ORYLA02760
OG0006000	OFUSG11468.1.p1	ORYLA11444
OG0006001	OFUSG26198.3.p1, OFUSG26198.2.p1, OFUSG26198.1.p1	ORYLA14912
OG0006002	OFUSG25385.2.p1, OFUSG25385.1.p1	ORYLA11186
OG0006003	OFUSG13243.1.p1	ORYLA00268
OG0006004	OFUSG04708.1.p1	ORYLA16105
OG0006005	OFUSG03031.1.p1	ORYLA04614
OG0006007	OFUSG09738.1.p1	ORYLA13414
OG0006008	OFUSG18060.2.p1, OFUSG18060.1.p1	ORYLA00733
OG0006009	OFUSG08905.1.p1	ORYLA19597, ORYLA18623
OG0006010	OFUSG15378.1.p1	ORYLA01122
OG0006011	OFUSG14917.1.p1	ORYLA04360
OG0006012	OFUSG08437.1.p1	ORYLA12331
OG0006013	OFUSG06984.1.p1	ORYLA02084
OG0006014	OFUSG03341.1.p1	ORYLA13553, ORYLA12220
OG0006015	OFUSG14070.1.p1	ORYLA00450
OG0006018	OFUSG09910.1.p1	ORYLA08101, ORYLA05000
OG0006022	OFUSG09481.1.p1	ORYLA09959, ORYLA07563, ORYLA06724
OG0006025	OFUSG06296.1.p1	ORYLA01585, ORYLA20387, ORYLA01586, ORYLA14299, ORYLA15844
OG0006059	OFUSG23068.1.p1	ORYLA09031
OG0006061	OFUSG19640.1.p1	ORYLA19379
OG0006062	OFUSG01991.1.p1	ORYLA16708
OG0006064	OFUSG11055.1.p1	ORYLA04445
OG0006065	OFUSG08860.1.p1	ORYLA17451
OG0006066	OFUSG20129.1.p1	ORYLA09975
OG0006067	OFUSG16904.1.p1	ORYLA05884
OG0006068	OFUSG10979.1.p1	ORYLA01339, ORYLA01340, ORYLA04996
OG0006069	OFUSG17874.1.p1	ORYLA16979
OG0006070	OFUSG18465.2.p1, OFUSG18465.1.p1	ORYLA00067
OG0006071	OFUSG26702.1.p1	ORYLA02579
OG0006072	OFUSG08554.1.p1	ORYLA12315
OG0006073	OFUSG12465.1.p1	ORYLA03080
OG0006074	OFUSG21967.1.p1	ORYLA11388
OG0006075	OFUSG07057.2.p1, OFUSG07057.1.p1	ORYLA04806
OG0006077	OFUSG04314.2.p1, OFUSG04314.1.p1	ORYLA19036, ORYLA19037
OG0006078	OFUSG08226.1.p1	ORYLA17648, ORYLA01729
OG0006079	OFUSG09712.1.p1	ORYLA15110
OG0006083	OFUSG19492.1.p1	ORYLA20342
OG0006084	OFUSG22503.1.p1	ORYLA00533
OG0006085	OFUSG07767.1.p1	ORYLA15317
OG0006086	OFUSG16952.1.p1, OFUSG16953.1.p1	ORYLA01922, ORYLA01921
OG0006087	OFUSG04846.1.p1	ORYLA07572
OG0006092	OFUSG05669.1.p1	ORYLA18231
OG0006094	OFUSG14093.1.p1	ORYLA03339
OG0006095	OFUSG07940.1.p1	ORYLA00577
OG0006096	OFUSG24017.1.p1	ORYLA02341
OG0006097	OFUSG23483.1.p1	ORYLA08979
OG0006098	OFUSG23100.1.p1	ORYLA08847
OG0006099	OFUSG10373.1.p1	ORYLA07739, ORYLA07738, ORYLA16995
OG0006100	OFUSG20683.1.p1, OFUSG20683.2.p1	ORYLA15271
OG0006102	OFUSG19676.1.p1	ORYLA13664, ORYLA14108
OG0006103	OFUSG01720.1.p1	ORYLA11324
OG0006104	OFUSG17815.1.p1	ORYLA19385
OG0006106	OFUSG21364.1.p1	ORYLA08883, ORYLA08882
OG0006107	OFUSG01046.1.p1	ORYLA14542
OG0006108	OFUSG07116.2.p1, OFUSG07116.1.p1	ORYLA05895
OG0006110	OFUSG21101.2.p1, OFUSG21101.3.p1, OFUSG21101.1.p1, OFUSG21101.4.p1	ORYLA14511, ORYLA14510
OG0006111	OFUSG02888.1.p1, OFUSG02888.2.p1	ORYLA04074, ORYLA03212
OG0006112	OFUSG20379.1.p1	ORYLA15289
OG0006113	OFUSG23106.1.p1	ORYLA07029
OG0006114	OFUSG19161.1.p1	ORYLA15533
OG0006115	OFUSG00714.1.p1	ORYLA11548
OG0006117	OFUSG18117.1.p1	ORYLA00077
OG0006118	OFUSG20873.1.p1	ORYLA05452
OG0006119	OFUSG06087.1.p1	ORYLA20488
OG0006120	OFUSG09857.1.p1	ORYLA10724
OG0006121	OFUSG19387.1.p1	ORYLA19436
OG0006122	OFUSG09987.1.p1	ORYLA08367
OG0006123	OFUSG06720.1.p1, OFUSG06720.2.p1	ORYLA20495
OG0006124	OFUSG00285.1.p1	ORYLA11506
OG0006125	OFUSG11859.1.p1	ORYLA09691
OG0006126	OFUSG25690.1.p1	ORYLA16568
OG0006127	OFUSG20864.1.p1	ORYLA15251
OG0006128	OFUSG20481.1.p1	ORYLA15261
OG0006129	OFUSG03702.1.p1	ORYLA00354
OG0006130	OFUSG07866.1.p1, OFUSG07866.3.p1, OFUSG07866.2.p1	ORYLA14031
OG0006132	OFUSG05598.1.p1	ORYLA05048
OG0006133	OFUSG02487.2.p1, OFUSG02487.1.p1	ORYLA12772
OG0006134	OFUSG20774.1.p1	ORYLA05638
OG0006136	OFUSG23390.1.p1	ORYLA09430
OG0006137	OFUSG00472.1.p1	ORYLA02042
OG0006138	OFUSG12575.1.p1	ORYLA04799
OG0006139	OFUSG06411.1.p1	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732
OG0006140	OFUSG21427.1.p1	ORYLA15551
OG0006141	OFUSG08472.1.p1	ORYLA12129
OG0006144	OFUSG11476.1.p1	ORYLA07543
OG0006145	OFUSG26431.1.p1	ORYLA20229
OG0006146	OFUSG10156.1.p1	ORYLA05029
OG0006148	OFUSG12608.2.p1, OFUSG12608.1.p1	ORYLA02358
OG0006149	OFUSG12325.1.p1	ORYLA10488
OG0006151	OFUSG26365.1.p1	ORYLA14513
OG0006152	OFUSG17669.1.p1	ORYLA11733
OG0006153	OFUSG03173.1.p1	ORYLA20426
OG0006155	OFUSG16111.1.p1	ORYLA06089
OG0006156	OFUSG25901.1.p1	ORYLA00926
OG0006158	OFUSG11990.1.p1, OFUSG12061.1.p1	ORYLA10442
OG0006159	OFUSG17578.1.p1	ORYLA19153
OG0006160	OFUSG06311.1.p1	ORYLA19637
OG0006161	OFUSG26464.1.p1	ORYLA01833, ORYLA05612
OG0006162	OFUSG13213.1.p1	ORYLA13159
OG0006163	OFUSG15849.1.p1	ORYLA14800, ORYLA12332
OG0006164	OFUSG20681.1.p1	ORYLA19800
OG0006165	OFUSG08242.1.p1	ORYLA20003
OG0006167	OFUSG19282.1.p1	ORYLA07176, ORYLA00415
OG0006168	OFUSG09932.1.p1	ORYLA16569
OG0006169	OFUSG03654.1.p1	ORYLA04271
OG0006170	OFUSG12803.1.p1	ORYLA09909
OG0006171	OFUSG12299.1.p1	ORYLA02054
OG0006172	OFUSG12254.1.p1	ORYLA10481
OG0006174	OFUSG19560.1.p1	ORYLA17661, ORYLA02384, ORYLA12208
OG0006177	OFUSG25522.1.p1	ORYLA12090
OG0006178	OFUSG18904.1.p1, OFUSG18904.2.p1	ORYLA04504
OG0006179	OFUSG00965.1.p1	ORYLA03657
OG0006180	OFUSG20562.1.p1	ORYLA06973
OG0006181	OFUSG12429.1.p1	ORYLA03672
OG0006182	OFUSG13754.1.p1	ORYLA08344
OG0006183	OFUSG10917.1.p1	ORYLA16825
OG0006184	OFUSG10581.1.p1, OFUSG10581.2.p1	ORYLA00792
OG0006185	OFUSG20989.1.p1	ORYLA06316
OG0006186	OFUSG01099.1.p1	ORYLA13046
OG0006187	OFUSG08513.1.p1, OFUSG08513.2.p1	ORYLA18889
OG0006188	OFUSG21112.1.p1	ORYLA20449
OG0006189	OFUSG10831.1.p1	ORYLA17086, ORYLA00060
OG0006190	OFUSG19672.2.p1, OFUSG19672.1.p1	ORYLA01121
OG0006191	OFUSG08997.1.p1	ORYLA17482
OG0006192	OFUSG16119.2.p1, OFUSG16119.1.p1	ORYLA04658
OG0006193	OFUSG04368.1.p1	ORYLA12955
OG0006194	OFUSG10043.1.p1	ORYLA00610
OG0006195	OFUSG22190.1.p1	ORYLA17204
OG0006196	OFUSG14687.1.p1	ORYLA03362
OG0006197	OFUSG07598.1.p1, OFUSG07598.2.p1	ORYLA20025, ORYLA15955
OG0006198	OFUSG06795.1.p1	ORYLA05262
OG0006199	OFUSG26580.1.p1	ORYLA07760
OG0006200	OFUSG10180.1.p1	ORYLA00176
OG0006201	OFUSG15111.1.p1	ORYLA17887, ORYLA16831, ORYLA16832
OG0006202	OFUSG23082.1.p1	ORYLA06744
OG0006203	OFUSG25246.2.p1, OFUSG25246.1.p1	ORYLA04805
OG0006204	OFUSG22319.1.p1	ORYLA07934
OG0006205	OFUSG14995.1.p1	ORYLA19412
