Orthogroup	OWEFU	DROME
OG0005896	OFUSG13776.1.p1	DROME06811
OG0005897	OFUSG08962.1.p1	DROME19090
OG0005898	OFUSG11992.1.p1	DROME06116
OG0005899	OFUSG07835.1.p1	DROME02184
OG0005901	OFUSG04944.1.p1	DROME08625, DROME08624
OG0005902	OFUSG23218.1.p1, OFUSG23218.2.p1	DROME12748
OG0005903	OFUSG19287.1.p1	DROME19765
OG0005904	OFUSG26578.1.p1	DROME00138
OG0005905	OFUSG04574.1.p1	DROME08071
OG0005906	OFUSG16556.3.p1, OFUSG16556.2.p1, OFUSG16556.1.p1, OFUSG24412.1.p1	DROME04737, DROME04735, DROME04736
OG0005907	OFUSG05842.1.p1, OFUSG05842.2.p1	DROME03221
OG0005909	OFUSG09455.1.p1	DROME01192
OG0005914	OFUSG05820.1.p1	DROME08503, DROME08502
OG0005919	OFUSG08279.1.p1	DROME03002
OG0005921	OFUSG07760.1.p1	DROME05740
OG0005922	OFUSG06033.1.p1	DROME13644, DROME13643
OG0005923	OFUSG14662.1.p1	DROME01141, DROME01142
OG0005925	OFUSG24758.1.p1, OFUSG17015.1.p1, OFUSG17016.1.p1	DROME01094
OG0005926	OFUSG20254.1.p1	DROME12066, DROME12065
OG0005929	OFUSG17666.1.p1	DROME01196
OG0005931	OFUSG05791.1.p1	DROME08847
OG0005932	OFUSG06461.1.p1	DROME15731
OG0005933	OFUSG11758.1.p1	DROME19096, DROME19097
OG0005936	OFUSG01618.1.p1	DROME12077
OG0005937	OFUSG19124.1.p1	DROME14657
OG0005938	OFUSG13529.1.p1	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752
OG0005940	OFUSG08024.2.p1, OFUSG08024.1.p1	DROME18687
OG0005941	OFUSG12577.1.p1	DROME14278
OG0005942	OFUSG15333.1.p1, OFUSG15333.2.p1	DROME17395
OG0005943	OFUSG10771.1.p1	DROME01109
OG0005944	OFUSG11270.1.p1	DROME21720
OG0005946	OFUSG06828.1.p1	DROME15326
OG0005949	OFUSG22404.1.p1	DROME10426
OG0005950	OFUSG13388.1.p1	DROME10950
OG0005952	OFUSG05541.1.p1	DROME19643
OG0005953	OFUSG08521.1.p1	DROME11680
OG0005957	OFUSG09500.1.p1	DROME02682, DROME02681, DROME02683, DROME02684
OG0005960	OFUSG15605.1.p1	DROME11094, DROME11095
OG0005963	OFUSG20536.1.p1	DROME00894
OG0005965	OFUSG06524.1.p1	DROME15552
OG0005966	OFUSG10960.1.p1	DROME04950
OG0005967	OFUSG11067.1.p1	DROME16596, DROME14482
OG0005968	OFUSG22986.1.p1	DROME21030, DROME16013, DROME08290
OG0005969	OFUSG11541.1.p1	DROME08256, DROME08257
OG0005970	OFUSG26446.1.p1	DROME13325
OG0005972	OFUSG26008.1.p1	DROME16733
OG0005973	OFUSG12086.1.p1	DROME03261
OG0005974	OFUSG07735.1.p1	DROME09177
OG0005975	OFUSG02665.1.p1	DROME01949
OG0005976	OFUSG10552.1.p1	DROME19287
OG0005977	OFUSG00577.1.p1	DROME08531
OG0005978	OFUSG23255.1.p1	DROME03284
OG0005980	OFUSG07813.1.p1	DROME21461
OG0005981	OFUSG05221.1.p1	DROME05700
OG0005982	OFUSG21165.2.p1, OFUSG21165.1.p1	DROME01959
OG0005984	OFUSG13326.1.p2	DROME20805
OG0005985	OFUSG15946.1.p1, OFUSG15946.2.p1	DROME12892
OG0005986	OFUSG11573.1.p1	DROME07616
OG0005987	OFUSG25797.1.p1	DROME16681
OG0005988	OFUSG21810.1.p1	DROME04858
OG0005989	OFUSG01513.1.p1	DROME01935, DROME02497
OG0005993	OFUSG08243.1.p1, OFUSG09874.1.p1	DROME01845
OG0005995	OFUSG06297.2.p1, OFUSG06297.1.p1	DROME10672
OG0005997	OFUSG03882.1.p1	DROME05226
OG0005998	OFUSG22178.1.p1	DROME05475
OG0006002	OFUSG25385.2.p1, OFUSG25385.1.p1	DROME16784
OG0006003	OFUSG13243.1.p1	DROME10360
OG0006004	OFUSG04708.1.p1	DROME09659
OG0006005	OFUSG03031.1.p1	DROME21221
OG0006009	OFUSG08905.1.p1	DROME04529, DROME04530
OG0006010	OFUSG15378.1.p1	DROME07208
OG0006011	OFUSG14917.1.p1	DROME05625
OG0006012	OFUSG08437.1.p1	DROME04986
OG0006013	OFUSG06984.1.p1	DROME08145
OG0006015	OFUSG14070.1.p1	DROME04440, DROME04441
OG0006059	OFUSG23068.1.p1	DROME07767
OG0006061	OFUSG19640.1.p1	DROME04698
OG0006062	OFUSG01991.1.p1	DROME04067
OG0006064	OFUSG11055.1.p1	DROME01128
OG0006065	OFUSG08860.1.p1	DROME06304
OG0006066	OFUSG20129.1.p1	DROME20062
OG0006069	OFUSG17874.1.p1	DROME20187
OG0006070	OFUSG18465.2.p1, OFUSG18465.1.p1	DROME16601, DROME16602
OG0006072	OFUSG08554.1.p1	DROME01673
OG0006073	OFUSG12465.1.p1	DROME14553
OG0006074	OFUSG21967.1.p1	DROME19848
OG0006077	OFUSG04314.2.p1, OFUSG04314.1.p1	DROME09385
OG0006078	OFUSG08226.1.p1	DROME02001
OG0006079	OFUSG09712.1.p1	DROME02616
OG0006081	OFUSG12054.1.p1	DROME14279
OG0006085	OFUSG07767.1.p1	DROME12364
OG0006087	OFUSG04846.1.p1	DROME12774
OG0006090	OFUSG11763.1.p1	DROME09888, DROME09890, DROME09891, DROME09889
OG0006094	OFUSG14093.1.p1	DROME09863, DROME00849, DROME00848
OG0006095	OFUSG07940.1.p1	DROME21969
OG0006096	OFUSG24017.1.p1	DROME21245
OG0006098	OFUSG23100.1.p1	DROME05931
OG0006099	OFUSG10373.1.p1	DROME11739
OG0006100	OFUSG20683.1.p1, OFUSG20683.2.p1	DROME05018
OG0006101	OFUSG03991.1.p1	DROME04360
OG0006102	OFUSG19676.1.p1	DROME01980
OG0006103	OFUSG01720.1.p1	DROME10210
OG0006104	OFUSG17815.1.p1	DROME15737
OG0006106	OFUSG21364.1.p1	DROME20870
OG0006108	OFUSG07116.2.p1, OFUSG07116.1.p1	DROME09376
OG0006111	OFUSG02888.1.p1, OFUSG02888.2.p1	DROME12496
OG0006113	OFUSG23106.1.p1	DROME04342
OG0006114	OFUSG19163.1.p1, OFUSG19163.2.p1	DROME20935
OG0006115	OFUSG00714.1.p1	DROME16296
OG0006116	OFUSG25222.1.p1	DROME02301, DROME02300
OG0006117	OFUSG18117.1.p1	DROME10279
OG0006118	OFUSG20873.1.p1	DROME20483
OG0006119	OFUSG06087.1.p1	DROME12941
OG0006120	OFUSG09857.1.p1	DROME13128, DROME13130, DROME13129
OG0006121	OFUSG19387.1.p1	DROME18148
OG0006122	OFUSG09987.1.p1	DROME00796
OG0006123	OFUSG06720.1.p1, OFUSG06720.2.p1	DROME16430
OG0006124	OFUSG00285.1.p1	DROME13739
OG0006125	OFUSG11859.1.p1	DROME02053
OG0006127	OFUSG20864.1.p1	DROME03260
OG0006128	OFUSG20481.1.p1	DROME07922
OG0006129	OFUSG03702.1.p1	DROME09781
OG0006130	OFUSG07866.1.p1, OFUSG07866.3.p1, OFUSG07866.2.p1	DROME17498, DROME17499
OG0006132	OFUSG05598.1.p1	DROME06118
OG0006133	OFUSG02487.2.p1, OFUSG02487.1.p1	DROME07717
OG0006134	OFUSG20774.1.p1	DROME13718
OG0006135	OFUSG06396.1.p1	DROME08697
OG0006136	OFUSG23390.1.p1	DROME10851
OG0006137	OFUSG00472.1.p1	DROME09569
OG0006140	OFUSG21427.1.p1	DROME15748
OG0006141	OFUSG08472.1.p1	DROME18067, DROME07431
OG0006144	OFUSG11476.1.p1	DROME00549
OG0006145	OFUSG26431.1.p1	DROME11050
OG0006148	OFUSG12608.2.p1, OFUSG12608.1.p1	DROME10799
OG0006151	OFUSG26365.1.p1	DROME20478
OG0006152	OFUSG17669.1.p1	DROME08871
OG0006155	OFUSG16111.1.p1	DROME18085
OG0006156	OFUSG25901.1.p1	DROME10247
OG0006159	OFUSG17578.1.p1	DROME13858
OG0006160	OFUSG06311.1.p1	DROME03637
OG0006161	OFUSG26464.1.p1	DROME18089, DROME18090, DROME18088
OG0006164	OFUSG20681.1.p1	DROME09119
OG0006168	OFUSG09932.1.p1	DROME15944, DROME18911
OG0006169	OFUSG03654.1.p1	DROME10283
OG0006170	OFUSG12803.1.p1	DROME14914
OG0006171	OFUSG12299.1.p1	DROME09393
OG0006172	OFUSG12254.1.p1	DROME00114
OG0006179	OFUSG00965.1.p1	DROME10214
OG0006180	OFUSG20562.1.p1	DROME17033
OG0006181	OFUSG12429.1.p1	DROME14871
OG0006182	OFUSG13754.1.p1	DROME01649
OG0006183	OFUSG10917.1.p1	DROME14997
OG0006184	OFUSG10581.1.p1, OFUSG10581.2.p1	DROME06994, DROME06993
OG0006185	OFUSG20989.1.p1	DROME15598
OG0006186	OFUSG01099.1.p1	DROME01316
OG0006187	OFUSG08513.1.p1, OFUSG08513.2.p1	DROME00876
OG0006188	OFUSG21112.1.p1	DROME00301
OG0006191	OFUSG08997.1.p1	DROME00877, DROME00878
OG0006192	OFUSG16119.2.p1, OFUSG16119.1.p1	DROME00106
OG0006193	OFUSG04368.1.p1	DROME02189
OG0006195	OFUSG22190.1.p1	DROME11802, DROME11801
OG0006196	OFUSG14687.1.p1	DROME01357
OG0006199	OFUSG26580.1.p1	DROME19122
OG0006200	OFUSG10180.1.p1	DROME03216, DROME03215
OG0006202	OFUSG23082.1.p1	DROME06452, DROME06451
OG0006204	OFUSG22319.1.p1	DROME02906
OG0006206	OFUSG12324.1.p1	DROME19558
OG0006208	OFUSG09617.1.p1	DROME15732
OG0006210	OFUSG23024.1.p1, OFUSG23007.1.p1	DROME19094
OG0006211	OFUSG13258.3.p1, OFUSG13258.1.p1, OFUSG13258.2.p1	DROME17799, DROME17798, DROME17797
OG0006212	OFUSG02207.1.p1, OFUSG02207.2.p1	DROME12458
OG0006213	OFUSG04619.1.p1	DROME10052
OG0006214	OFUSG00232.1.p1	DROME05227
OG0006216	OFUSG08899.1.p1	DROME02380
OG0006217	OFUSG21430.1.p1	DROME19224
OG0006220	OFUSG13524.1.p1	DROME10027
OG0006224	OFUSG21235.1.p1	DROME18810
OG0006226	OFUSG17713.2.p1, OFUSG17713.1.p1	DROME08310
OG0006227	OFUSG06764.1.p1	DROME03457
OG0006228	OFUSG00684.1.p1	DROME12195, DROME12196, DROME12194, DROME12193
OG0006229	OFUSG03312.1.p1, OFUSG03312.2.p1	DROME16720
OG0006230	OFUSG13630.1.p1	DROME05693
OG0006231	OFUSG13273.1.p1, OFUSG13275.1.p1	DROME06401, DROME06402, DROME06407
OG0006232	OFUSG16492.2.p1, OFUSG16492.1.p1	DROME06119
OG0006233	OFUSG09219.1.p1	DROME13881
OG0006234	OFUSG13071.1.p1	DROME22062, DROME22061
OG0006235	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1	DROME20311
OG0006238	OFUSG26669.1.p1	DROME09754
OG0006239	OFUSG20238.1.p1	DROME10114
OG0006240	OFUSG07675.1.p1	DROME19140, DROME08600
OG0006242	OFUSG10779.1.p1	DROME07675, DROME07676
OG0006243	OFUSG08426.1.p1	DROME14457
OG0006244	OFUSG15035.1.p1, OFUSG15035.2.p1	DROME17166, DROME17165
OG0006245	OFUSG15791.1.p1	DROME02108, DROME02107
OG0006246	OFUSG08845.1.p1	DROME19004
OG0006247	OFUSG08877.1.p1, OFUSG08877.2.p1	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006248	OFUSG14183.1.p1	DROME03264
OG0006249	OFUSG24697.1.p1	DROME20245
OG0006250	OFUSG20233.1.p1	DROME17023
OG0006251	OFUSG24167.1.p1	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	OFUSG09915.1.p1, OFUSG26243.1.p1	DROME10801
OG0006258	OFUSG03856.1.p1	DROME18180, DROME18181, DROME18179
OG0006259	OFUSG23380.2.p1, OFUSG23380.1.p1	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	OFUSG05929.1.p1	DROME16552
OG0006262	OFUSG05390.1.p1	DROME05994
OG0006263	OFUSG20709.1.p1	DROME01003
OG0006264	OFUSG07824.1.p1	DROME01178
OG0006267	OFUSG10940.1.p1	DROME04482
OG0006268	OFUSG14220.1.p1	DROME16986
OG0006270	OFUSG08585.1.p1	DROME07884
OG0006271	OFUSG01027.1.p1	DROME13584
OG0006273	OFUSG20420.2.p1, OFUSG20420.1.p1	DROME19288, DROME09384, DROME20348
OG0006275	OFUSG01454.1.p1	DROME11545
OG0006276	OFUSG12127.1.p1	DROME12088
OG0006277	OFUSG15168.1.p1	DROME15668
OG0006278	OFUSG23917.1.p1, OFUSG23916.1.p1, OFUSG23916.2.p1	DROME09293
OG0006279	OFUSG00790.1.p1	DROME05154
OG0006280	OFUSG25094.1.p1	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	OFUSG00050.2.p1, OFUSG00050.1.p1	DROME21723, DROME21724
OG0006283	OFUSG26352.1.p1	DROME18093
OG0006284	OFUSG23445.1.p1	DROME06978
OG0006285	OFUSG08177.1.p1, OFUSG08179.1.p1	DROME05155
OG0006286	OFUSG08272.1.p1	DROME20409
OG0006288	OFUSG15550.1.p1	DROME00223
OG0006289	OFUSG05692.1.p1	DROME05895
OG0006290	OFUSG17255.1.p1, OFUSG17249.1.p1, OFUSG17253.1.p1	DROME15754
OG0006291	OFUSG08297.1.p1	DROME16421
OG0006292	OFUSG15723.1.p1	DROME00480, DROME00481
OG0006293	OFUSG15450.1.p1	DROME15892
OG0006294	OFUSG11961.1.p1	DROME17637
OG0006295	OFUSG15765.2.p1, OFUSG15765.1.p1	DROME09339
OG0006296	OFUSG06121.1.p1, OFUSG06121.2.p1	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	OFUSG06255.1.p1	DROME14064
OG0006298	OFUSG04372.1.p1	DROME10104, DROME10103
OG0006301	OFUSG12150.1.p1	DROME14417, DROME14418
OG0006302	OFUSG08996.1.p1, OFUSG08996.2.p1	DROME11859
OG0006305	OFUSG06132.1.p1, OFUSG06132.2.p1	DROME20608
OG0006306	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1	DROME06607
OG0006308	OFUSG22095.1.p1	DROME01926
OG0006309	OFUSG01691.1.p1	DROME22059, DROME22060
OG0006311	OFUSG00976.1.p1	DROME09053
OG0006313	OFUSG13104.1.p1	DROME09638
OG0006315	OFUSG11578.1.p1	DROME12826
OG0006318	OFUSG00349.1.p1	DROME09391
OG0006319	OFUSG21159.1.p1	DROME00483, DROME00484
OG0006321	OFUSG22961.1.p1	DROME00074
OG0006322	OFUSG06165.1.p1	DROME19674
OG0006323	OFUSG03585.1.p1	DROME00186
OG0006329	OFUSG06525.1.p1	DROME06117
OG0006330	OFUSG09632.1.p1	DROME21856, DROME21857
OG0006331	OFUSG21663.1.p1	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	OFUSG07284.1.p1	DROME01006
OG0006333	OFUSG00350.1.p1	DROME05697
OG0006334	OFUSG16855.1.p1	DROME04357
OG0006339	OFUSG15007.2.p1, OFUSG15007.1.p1	DROME19031, DROME19030
OG0006340	OFUSG17804.1.p1	DROME02471
OG0006341	OFUSG13525.1.p1	DROME06095
OG0006344	OFUSG17196.1.p1	DROME11878
OG0006345	OFUSG21050.1.p1	DROME01528
OG0006346	OFUSG19567.1.p1	DROME16623
OG0006347	OFUSG04201.1.p1	DROME18372, DROME18373
OG0006350	OFUSG10010.1.p1	DROME10882
OG0006351	OFUSG02528.1.p1	DROME17575
OG0006352	OFUSG16779.1.p1	DROME15718
OG0006353	OFUSG21707.1.p1	DROME00751
OG0006356	OFUSG15113.1.p1	DROME02890
OG0006358	OFUSG05609.1.p1	DROME03318, DROME03317
OG0006359	OFUSG26138.1.p1	DROME01311
OG0006360	OFUSG01922.1.p1	DROME19840
OG0006362	OFUSG09542.1.p1	DROME11093
OG0006363	OFUSG19547.2.p1, OFUSG19547.1.p1	DROME07012
OG0006364	OFUSG04672.1.p1	DROME14912
OG0006365	OFUSG03344.1.p1	DROME21616, DROME21617
OG0006367	OFUSG13408.1.p1	DROME09374
OG0006370	OFUSG21077.1.p1	DROME08234
OG0006372	OFUSG07198.1.p1	DROME08788
OG0006375	OFUSG10211.1.p1	DROME19928
OG0006376	OFUSG26673.1.p1	DROME13198
OG0006377	OFUSG13142.1.p1	DROME08417
OG0006378	OFUSG06139.1.p1	DROME17931
OG0006379	OFUSG11248.2.p1, OFUSG11248.1.p1	DROME02858, DROME04856
OG0006382	OFUSG11579.1.p1	DROME15024
OG0006383	OFUSG19592.1.p1	DROME12394
OG0006385	OFUSG11265.1.p1	DROME09556
OG0006387	OFUSG00913.1.p1	DROME09390
OG0006388	OFUSG18462.1.p1	DROME20388, DROME20387
OG0006389	OFUSG01920.1.p1	DROME15710
OG0006392	OFUSG00142.1.p1	DROME11920
OG0006393	OFUSG08709.1.p1	DROME03463, DROME03462
OG0006395	OFUSG13284.1.p1	DROME00130
OG0006398	OFUSG13200.1.p1	DROME21615
OG0006402	OFUSG07589.2.p1, OFUSG07589.1.p1	DROME17310
OG0006405	OFUSG10162.1.p1	DROME13750, DROME13751
OG0006406	OFUSG01942.1.p1	DROME19952, DROME19616
OG0006408	OFUSG11778.2.p1, OFUSG11778.3.p1, OFUSG11778.1.p1	DROME17398, DROME17397
OG0006442	OFUSG05106.1.p1	DROME16371
OG0006443	OFUSG25627.1.p1	DROME16038
OG0006447	OFUSG07863.2.p1, OFUSG07863.1.p1	DROME10748
OG0006448	OFUSG04041.1.p1	DROME21414
OG0006449	OFUSG16963.1.p1	DROME03272
OG0006454	OFUSG15262.1.p1	DROME19164
OG0006456	OFUSG07766.1.p1	DROME00779
OG0006458	OFUSG09602.1.p1	DROME10373
OG0006459	OFUSG19921.1.p1	DROME10282
OG0006460	OFUSG12314.1.p1	DROME15064
OG0006461	OFUSG19155.1.p1	DROME01188
OG0006462	OFUSG17891.1.p1	DROME01832
OG0006463	OFUSG19852.1.p1	DROME10850
OG0006464	OFUSG14585.1.p1	DROME15553
OG0006465	OFUSG25347.1.p1	DROME04025
OG0006469	OFUSG10425.1.p1	DROME02304
OG0006470	OFUSG06000.1.p1	DROME05726, DROME05725
OG0006471	OFUSG26571.1.p1	DROME03198
OG0006472	OFUSG24781.1.p1	DROME01113
OG0006474	OFUSG22247.1.p1	DROME18594
OG0006475	OFUSG04046.1.p1	DROME11340, DROME11339
OG0006476	OFUSG03550.1.p1	DROME02188
OG0006477	OFUSG10191.1.p1	DROME16299
OG0006478	OFUSG17348.1.p1	DROME10803
OG0006479	OFUSG13673.1.p1	DROME03631
OG0006480	OFUSG25523.1.p1	DROME15425, DROME15426
OG0006481	OFUSG08691.1.p1	DROME02142, DROME01455
OG0006482	OFUSG12549.1.p1	DROME21719
OG0006483	OFUSG12008.1.p1	DROME04426
OG0006485	OFUSG21874.1.p1	DROME17756
OG0006487	OFUSG05608.1.p1	DROME20891
OG0006488	OFUSG12523.1.p1	DROME14000
OG0006490	OFUSG06326.1.p1	DROME17521
OG0006491	OFUSG23711.2.p1, OFUSG23711.1.p1	DROME09727
OG0006492	OFUSG20574.1.p1	DROME19565, DROME19566
OG0006494	OFUSG14669.1.p1	DROME13014
OG0006497	OFUSG26162.2.p1, OFUSG26162.1.p1	DROME11986
OG0006498	OFUSG02085.1.p1	DROME00774
OG0006500	OFUSG25266.2.p1, OFUSG25266.4.p1, OFUSG25266.1.p1, OFUSG25266.3.p1	DROME02408
OG0006501	OFUSG11467.1.p1	DROME07620
OG0006504	OFUSG15072.1.p1	DROME01726
OG0006505	OFUSG16553.1.p1	DROME19279
OG0006507	OFUSG12744.1.p1	DROME11241, DROME13160
OG0006509	OFUSG03651.1.p1	DROME06735
OG0006510	OFUSG20796.1.p1	DROME21078
OG0006511	OFUSG05200.1.p1	DROME02030
OG0006512	OFUSG21542.1.p1	DROME14203
OG0006514	OFUSG02146.1.p1	DROME04973
OG0006515	OFUSG21785.1.p1	DROME17220
OG0006516	OFUSG12180.1.p1	DROME07746
OG0006517	OFUSG04272.1.p1, OFUSG04272.2.p1	DROME16077, DROME16076
OG0006518	OFUSG00809.1.p1	DROME12457
OG0006519	OFUSG12108.1.p1	DROME10463
OG0006520	OFUSG02676.1.p1, OFUSG02676.2.p1	DROME01601
OG0006522	OFUSG23837.1.p1	DROME21565, DROME21563, DROME21564
OG0006523	OFUSG25098.1.p1	DROME13324
OG0006524	OFUSG06601.1.p1	DROME08322
OG0006525	OFUSG05605.1.p1, OFUSG05605.2.p1	DROME16242
OG0006528	OFUSG16333.1.p1	DROME03901, DROME03902, DROME03900
OG0006530	OFUSG08937.1.p1, OFUSG08937.2.p1, OFUSG08940.1.p1	DROME02632
OG0006532	OFUSG21209.1.p1, OFUSG21209.2.p1	DROME18743
OG0006533	OFUSG00400.1.p1	DROME11744, DROME11742, DROME11745, DROME11743
OG0006536	OFUSG18668.1.p1, OFUSG18668.2.p1	DROME00110
OG0006537	OFUSG03143.1.p1	DROME17569
OG0006538	OFUSG13745.1.p1	DROME00930
OG0006540	OFUSG14726.1.p1	DROME04024
OG0006543	OFUSG21011.1.p1	DROME19675
OG0006544	OFUSG18629.1.p1	DROME08098
OG0006545	OFUSG15934.2.p1, OFUSG15934.1.p1	DROME14793
OG0006546	OFUSG21871.1.p1	DROME03836
OG0006547	OFUSG18962.1.p1	DROME21566
OG0006549	OFUSG05487.1.p1	DROME08226
OG0006550	OFUSG06119.1.p1	DROME12314
OG0006552	OFUSG08440.1.p1	DROME02022
OG0006553	OFUSG11130.1.p1	DROME06750
OG0006554	OFUSG24021.1.p1	DROME13465
OG0006556	OFUSG03445.1.p1	DROME10784
OG0006557	OFUSG14941.1.p1	DROME08144
OG0006560	OFUSG12114.4.p1, OFUSG12114.3.p1, OFUSG12114.1.p1, OFUSG12114.2.p1	DROME17786
OG0006561	OFUSG12514.1.p1	DROME15269
OG0006567	OFUSG17173.1.p1	DROME01202
OG0006568	OFUSG17701.1.p1	DROME05220
OG0006569	OFUSG12406.1.p1	DROME20993
OG0006570	OFUSG08159.1.p1	DROME20261
OG0006571	OFUSG19904.1.p1	DROME05601
OG0006573	OFUSG14956.1.p1, OFUSG14956.2.p1	DROME14640
OG0006574	OFUSG08878.1.p1	DROME19778
OG0006577	OFUSG09702.1.p1	DROME16628
OG0006578	OFUSG18955.1.p1	DROME15457
OG0006580	OFUSG04090.1.p1	DROME00474
OG0006582	OFUSG19688.2.p1, OFUSG19688.1.p1	DROME02599, DROME02598, DROME02600
OG0006583	OFUSG00932.1.p1	DROME16903
OG0006584	OFUSG03955.1.p1	DROME07289
OG0006585	OFUSG25142.1.p1	DROME00295, DROME00294
OG0006586	OFUSG07058.1.p1	DROME11738, DROME02891
OG0006587	OFUSG11331.1.p1	DROME02493
OG0006588	OFUSG19522.1.p1	DROME21457
OG0006590	OFUSG10587.1.p1	DROME17574
OG0006593	OFUSG17362.1.p1	DROME11713
OG0006594	OFUSG22740.1.p1	DROME12981
OG0006595	OFUSG10655.1.p1	DROME20933
OG0006596	OFUSG22773.1.p1	DROME13730, DROME13731
OG0006597	OFUSG02614.1.p1	DROME19349
OG0006598	OFUSG19727.1.p1	DROME15235
OG0006602	OFUSG12840.1.p1	DROME18117
OG0006603	OFUSG20547.1.p1	DROME08268, DROME08267
OG0006604	OFUSG14932.1.p1	DROME10779
OG0006607	OFUSG21232.1.p1	DROME06763
OG0006608	OFUSG24911.1.p1	DROME15074
OG0006609	OFUSG02001.1.p1	DROME08965
OG0006610	OFUSG18091.1.p1	DROME00685
OG0006611	OFUSG04528.1.p1	DROME04706, DROME04707
OG0006613	OFUSG14105.1.p1	DROME02162, DROME02161
OG0006614	OFUSG01350.1.p1	DROME03471
OG0006615	OFUSG16559.1.p1	DROME05191
OG0006616	OFUSG13783.1.p1	DROME04436, DROME04435
OG0006619	OFUSG17331.1.p1	DROME20837, DROME20836
OG0006621	OFUSG22792.2.p1, OFUSG22792.1.p1	DROME01854
OG0006622	OFUSG13902.1.p1	DROME13807
OG0006623	OFUSG08341.1.p1	DROME03084
OG0006625	OFUSG24278.1.p1	DROME13491
OG0006628	OFUSG13146.1.p1	DROME04083, DROME04082
OG0006630	OFUSG04586.1.p1	DROME13179
OG0006631	OFUSG16224.1.p1	DROME06287
OG0006633	OFUSG13007.1.p1	DROME10769
OG0006635	OFUSG06292.1.p1	DROME12947
OG0006636	OFUSG10617.1.p1	DROME02119
OG0006637	OFUSG10278.1.p1	DROME01008
OG0006638	OFUSG22936.1.p1	DROME10155
OG0006640	OFUSG26127.1.p1	DROME00615
OG0006642	OFUSG11052.2.p1, OFUSG11052.1.p1	DROME08951
OG0006646	OFUSG09025.1.p1	DROME15373
OG0006648	OFUSG01878.1.p1	DROME03907, DROME03908
OG0006649	OFUSG25221.1.p1	DROME00086
OG0006650	OFUSG20882.1.p1	DROME04683, DROME04682
OG0006651	OFUSG00046.1.p1	DROME04694
OG0006653	OFUSG20540.1.p1	DROME10989, DROME10990
OG0006655	OFUSG19958.1.p1	DROME18847
OG0006657	OFUSG22199.1.p1	DROME19456, DROME19455
OG0006658	OFUSG17172.1.p1	DROME21096
OG0006662	OFUSG08824.1.p1	DROME19864
OG0006663	OFUSG22165.1.p1	DROME13134
OG0006664	OFUSG25665.1.p1	DROME04463
OG0006667	OFUSG08145.1.p1	DROME06736
OG0006668	OFUSG02998.1.p1	DROME09203, DROME09202, DROME09204
OG0006669	OFUSG13077.1.p1	DROME09383
OG0006670	OFUSG26654.1.p1	DROME03282
OG0006673	OFUSG05657.1.p1	DROME03524
OG0006676	OFUSG18148.1.p1	DROME04549
OG0006677	OFUSG11057.1.p1	DROME21382
OG0006678	OFUSG10168.1.p1	DROME02009
OG0006679	OFUSG05521.1.p1	DROME03949, DROME03948
OG0006681	OFUSG07984.1.p1, OFUSG07984.2.p1	DROME07359, DROME07360
OG0006684	OFUSG18660.1.p1	DROME10607
OG0006686	OFUSG07659.1.p1	DROME10194
OG0006689	OFUSG08609.1.p1	DROME16220, DROME06540
OG0006690	OFUSG06696.1.p1	DROME00556
OG0006691	OFUSG16702.1.p1	DROME16256
OG0006692	OFUSG24594.1.p1	DROME03538
OG0006694	OFUSG00920.1.p1	DROME08808
OG0006695	OFUSG11942.2.p1, OFUSG11942.1.p1	DROME15570
OG0006697	OFUSG19206.1.p1	DROME13987
OG0006698	OFUSG23145.1.p1	DROME10462, DROME10461
OG0006701	OFUSG11397.1.p1, OFUSG12138.1.p1, OFUSG25310.1.p1	DROME00992
OG0006702	OFUSG17468.1.p1	DROME02407
OG0006703	OFUSG17467.1.p1	DROME12345
OG0006705	OFUSG26369.1.p1	DROME10883
OG0006706	OFUSG08397.1.p1	DROME18775
OG0006707	OFUSG08099.1.p1	DROME19785
OG0006708	OFUSG09261.1.p1	DROME07913
OG0006709	OFUSG15942.1.p1	DROME12082
OG0006710	OFUSG08433.1.p1	DROME13063, DROME13065, DROME13064
OG0006712	OFUSG20365.1.p1	DROME09518, DROME09519
OG0006714	OFUSG05991.1.p1	DROME13246
OG0006717	OFUSG11275.1.p1	DROME10030
OG0006719	OFUSG17863.1.p1, OFUSG17863.2.p1	DROME11683
OG0006721	OFUSG19919.1.p1	DROME06897
OG0006722	OFUSG21212.1.p1	DROME04394
OG0006723	OFUSG26548.1.p1, OFUSG26548.2.p1	DROME17509
OG0006724	OFUSG21328.1.p1	DROME13169
OG0006725	OFUSG08266.1.p1, OFUSG08266.2.p1	DROME01185
OG0006726	OFUSG13177.1.p1	DROME11357
OG0006727	OFUSG00262.1.p1	DROME13434
OG0006728	OFUSG16443.1.p1	DROME19775
OG0006730	OFUSG01430.1.p1	DROME10467
OG0006731	OFUSG06606.1.p1	DROME07141
