Orthogroup	OWEFU	HUMAN
OG0007129	OFUSG06978.1.p1	HUMAN24170, HUMAN24169, HUMAN03476
OG0007130	OFUSG06200.1.p1	HUMAN06959
OG0007131	OFUSG23463.1.p1	HUMAN23398
OG0007133	OFUSG09267.1.p1	HUMAN23555
OG0007134	OFUSG05978.1.p1	HUMAN03574
OG0007135	OFUSG04246.1.p1	HUMAN09538
OG0007136	OFUSG19905.1.p1	HUMAN09655
OG0007137	OFUSG10871.1.p1	HUMAN15907
OG0007138	OFUSG08302.1.p1	HUMAN02269
OG0007139	OFUSG12636.1.p1	HUMAN24643
OG0007141	OFUSG11137.1.p1	HUMAN20130
OG0007142	OFUSG02544.1.p1	HUMAN07698, HUMAN17519
OG0007143	OFUSG17545.1.p1	HUMAN16614
OG0007144	OFUSG21801.1.p1	HUMAN02639
OG0007145	OFUSG20934.1.p1	HUMAN13652
OG0007146	OFUSG09570.1.p1	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379
OG0007147	OFUSG13469.1.p1	HUMAN21018
OG0007148	OFUSG19136.1.p1	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566
OG0007149	OFUSG07733.1.p1	HUMAN19282, HUMAN09208
OG0007150	OFUSG05344.1.p1	HUMAN11018
OG0007151	OFUSG02774.1.p1	HUMAN05431
OG0007152	OFUSG04148.3.p1, OFUSG04148.1.p1, OFUSG04148.2.p1	HUMAN01901
OG0007153	OFUSG11582.2.p1, OFUSG11582.1.p1	HUMAN16995, HUMAN16996
OG0007154	OFUSG08565.1.p1	HUMAN08481
OG0007158	OFUSG04790.1.p1	HUMAN19159, HUMAN19160, HUMAN22170
OG0007159	OFUSG08420.1.p1	HUMAN02195
OG0007160	OFUSG05249.1.p1	HUMAN10993
OG0007161	OFUSG05396.1.p1	HUMAN27982, HUMAN11267
OG0007162	OFUSG09344.2.p1, OFUSG09344.1.p1	HUMAN15309
OG0007163	OFUSG19036.1.p1	HUMAN01780
OG0007164	OFUSG06600.1.p1	HUMAN21192
OG0007171	OFUSG12524.1.p1	HUMAN02655, HUMAN02654
OG0007173	OFUSG04330.1.p1	HUMAN05355, HUMAN05354
OG0007174	OFUSG04748.2.p1, OFUSG04748.1.p1	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951
OG0007175	OFUSG07608.1.p1	HUMAN04157
OG0007176	OFUSG26974.1.p1	HUMAN15324, HUMAN15323
OG0007177	OFUSG25028.1.p1	HUMAN09300, HUMAN09299, HUMAN09301
OG0007178	OFUSG08058.1.p1	HUMAN02113
OG0007179	OFUSG13214.1.p1	HUMAN21518
OG0007180	OFUSG23382.1.p1	HUMAN15073
OG0007181	OFUSG05668.1.p1	HUMAN30517
OG0007182	OFUSG13896.2.p1, OFUSG13896.1.p1	HUMAN11844
OG0007183	OFUSG00271.1.p1	HUMAN25330
OG0007184	OFUSG13288.1.p1	HUMAN28058, HUMAN28057, HUMAN28055
OG0007185	OFUSG26363.1.p1	HUMAN13405, HUMAN13406
OG0007186	OFUSG03968.1.p1	HUMAN12868
OG0007187	OFUSG13325.1.p1, OFUSG13325.2.p1, OFUSG13325.3.p1	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523
OG0007188	OFUSG16212.1.p1	HUMAN17704
OG0007189	OFUSG09971.1.p1, OFUSG09971.2.p1	HUMAN20179, HUMAN20178
OG0007190	OFUSG17858.1.p1	HUMAN26235
OG0007191	OFUSG13466.1.p1	HUMAN23393, HUMAN23394
OG0007192	OFUSG04047.1.p1	HUMAN17983
OG0007198	OFUSG07047.1.p1, OFUSG07870.1.p1	HUMAN24981
OG0007201	OFUSG17829.1.p1	HUMAN24731, HUMAN24730
OG0007204	OFUSG17521.1.p1	HUMAN01107, HUMAN14619
OG0007211	OFUSG19396.1.p1	HUMAN25603, HUMAN25604
OG0007213	OFUSG18498.1.p1	HUMAN10182, HUMAN10184, HUMAN10183, HUMAN10180, HUMAN10181
OG0007248	OFUSG05380.1.p1	HUMAN13700
OG0007250	OFUSG06871.1.p1	HUMAN07633
OG0007251	OFUSG19641.1.p1	HUMAN14332
OG0007252	OFUSG11013.1.p1	HUMAN22688, HUMAN22689
OG0007253	OFUSG20806.1.p1	HUMAN24536, HUMAN11254, HUMAN11253
OG0007254	OFUSG26478.1.p1	HUMAN02644
OG0007255	OFUSG19857.2.p1, OFUSG19857.1.p1	HUMAN26073, HUMAN26075, HUMAN26074
OG0007256	OFUSG10664.2.p1, OFUSG10664.1.p1, OFUSG10664.4.p1, OFUSG10664.3.p1	HUMAN27031
OG0007258	OFUSG20033.1.p1	HUMAN14003
OG0007260	OFUSG11954.1.p1, OFUSG11954.2.p1	HUMAN04843, HUMAN04844
OG0007261	OFUSG13481.1.p1	HUMAN28587
OG0007264	OFUSG22910.1.p1	HUMAN11107
OG0007266	OFUSG18654.1.p1, OFUSG18654.2.p1	HUMAN20046
OG0007267	OFUSG17347.1.p1	HUMAN00847, HUMAN00846
OG0007268	OFUSG07744.1.p1	HUMAN21302
OG0007269	OFUSG17107.1.p1, OFUSG16940.1.p1	HUMAN16581, HUMAN16580, HUMAN16579
OG0007270	OFUSG03691.1.p1	HUMAN07724
OG0007271	OFUSG10232.1.p1	HUMAN13263
OG0007272	OFUSG17273.1.p1	HUMAN00327
OG0007273	OFUSG01106.1.p1	HUMAN16012
OG0007274	OFUSG19415.1.p1	HUMAN05717
OG0007275	OFUSG05642.1.p1	HUMAN24919, HUMAN06744
OG0007276	OFUSG09515.1.p1	HUMAN28796
OG0007277	OFUSG25004.2.p1, OFUSG25004.3.p1, OFUSG25004.1.p1	HUMAN25865
OG0007280	OFUSG21322.1.p1	HUMAN27834, HUMAN27835, HUMAN27833
OG0007281	OFUSG10005.1.p1	HUMAN25958
OG0007282	OFUSG14906.1.p1	HUMAN07231
OG0007283	OFUSG00968.1.p1	HUMAN12155
OG0007285	OFUSG00450.1.p1, OFUSG00449.1.p1	HUMAN25396, HUMAN25395
OG0007286	OFUSG12715.1.p1	HUMAN10108
OG0007288	OFUSG11110.1.p1	HUMAN22785
OG0007289	OFUSG26003.1.p1	HUMAN11499
OG0007290	OFUSG04836.1.p1	HUMAN15228
OG0007291	OFUSG20575.1.p1	HUMAN18973
OG0007292	OFUSG09326.1.p1	HUMAN15636
OG0007293	OFUSG16859.1.p1	HUMAN28207
OG0007294	OFUSG17062.1.p1	HUMAN20782, HUMAN20781
OG0007295	OFUSG17861.2.p1, OFUSG17861.1.p1	HUMAN22795
OG0007296	OFUSG07471.1.p1	HUMAN11360
OG0007297	OFUSG17821.1.p1	HUMAN29826, HUMAN29827
OG0007298	OFUSG02733.1.p1	HUMAN22758
OG0007299	OFUSG09792.1.p1	HUMAN27718, HUMAN27719
OG0007300	OFUSG15976.1.p1	HUMAN26544
OG0007301	OFUSG04824.1.p1	HUMAN23169, HUMAN23170
OG0007302	OFUSG02825.1.p1	HUMAN09166
OG0007303	OFUSG11757.1.p1	HUMAN18735
OG0007304	OFUSG04479.1.p1	HUMAN16563, HUMAN16562, HUMAN16564
OG0007305	OFUSG08566.1.p1	HUMAN02006
OG0007306	OFUSG00027.1.p1, OFUSG00027.2.p1	HUMAN19439, HUMAN19440, HUMAN19442
OG0007307	OFUSG15381.1.p1	HUMAN17065, HUMAN17066
OG0007308	OFUSG26870.1.p1	HUMAN20559
OG0007309	OFUSG12546.1.p1, OFUSG12545.1.p1	HUMAN17011
OG0007310	OFUSG04200.1.p1, OFUSG04200.2.p1	HUMAN05294
OG0007312	OFUSG18290.1.p1	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186
OG0007314	OFUSG11556.1.p1	HUMAN02534
OG0007316	OFUSG15327.1.p1	HUMAN23083
OG0007317	OFUSG23619.1.p1	HUMAN17014
OG0007318	OFUSG06457.1.p1	HUMAN20909
OG0007319	OFUSG21180.1.p1	HUMAN19188
OG0007320	OFUSG09270.1.p1	HUMAN09645
OG0007321	OFUSG11477.1.p1	HUMAN04956, HUMAN04955
OG0007322	OFUSG09904.1.p1	HUMAN29064
OG0007323	OFUSG09943.1.p1	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943
OG0007325	OFUSG20353.1.p1	HUMAN11525
OG0007326	OFUSG16635.1.p1	HUMAN09593
OG0007327	OFUSG13789.1.p1	HUMAN11975, HUMAN11976
OG0007328	OFUSG06146.1.p1	HUMAN03776
OG0007329	OFUSG25701.1.p1	HUMAN24733
OG0007330	OFUSG03047.1.p1	HUMAN05264
OG0007331	OFUSG13160.1.p1	HUMAN26953, HUMAN26952
OG0007333	OFUSG14787.1.p1	HUMAN29576
OG0007334	OFUSG04651.1.p1	HUMAN01738, HUMAN01739
OG0007335	OFUSG12346.1.p1	HUMAN08862
OG0007336	OFUSG01140.1.p1	HUMAN00761
OG0007337	OFUSG08247.1.p1	HUMAN25483
OG0007338	OFUSG00512.1.p1	HUMAN06830, HUMAN06827, HUMAN06828
OG0007339	OFUSG16021.1.p1	HUMAN26218, HUMAN26219
OG0007340	OFUSG07490.1.p1, OFUSG07490.2.p1	HUMAN24905
OG0007341	OFUSG08079.1.p1	HUMAN25872
OG0007342	OFUSG21114.1.p1	HUMAN28838
OG0007343	OFUSG23516.1.p1	HUMAN14176, HUMAN14177
OG0007344	OFUSG11551.1.p1	HUMAN25001
OG0007345	OFUSG10938.1.p1	HUMAN22717
OG0007347	OFUSG12292.1.p1	HUMAN20415
OG0007348	OFUSG24927.1.p1, OFUSG24927.2.p1	HUMAN07623
OG0007349	OFUSG23871.1.p1	HUMAN19722, HUMAN19724, HUMAN19723
OG0007351	OFUSG23667.1.p1	HUMAN26020, HUMAN26021
OG0007352	OFUSG15050.1.p1, OFUSG15050.2.p1	HUMAN04641
OG0007353	OFUSG23180.1.p1	HUMAN11061, HUMAN11060
OG0007354	OFUSG17364.1.p1	HUMAN23192
OG0007355	OFUSG14831.1.p1	HUMAN28384
OG0007356	OFUSG25027.1.p1	HUMAN24980
OG0007357	OFUSG12168.1.p1	HUMAN11281
OG0007358	OFUSG09680.1.p1	HUMAN23692
OG0007359	OFUSG05437.1.p1	HUMAN24471
OG0007360	OFUSG25473.1.p1	HUMAN02160
OG0007361	OFUSG09488.1.p1	HUMAN01585, HUMAN01584
OG0007363	OFUSG02740.1.p1	HUMAN07700
OG0007364	OFUSG01952.1.p1	HUMAN20228
OG0007365	OFUSG13323.1.p1	HUMAN01007
OG0007366	OFUSG08778.1.p1	HUMAN15080, HUMAN15079
OG0007367	OFUSG17700.1.p1	HUMAN00909
OG0007368	OFUSG07565.1.p1	HUMAN04400
OG0007369	OFUSG16560.1.p1	HUMAN18171
OG0007370	OFUSG23988.1.p1	HUMAN12243, HUMAN12242
OG0007371	OFUSG05965.1.p1	HUMAN03496
OG0007372	OFUSG02717.1.p1	HUMAN15886
OG0007373	OFUSG16818.1.p1	HUMAN25169
OG0007374	OFUSG19004.1.p1	HUMAN17107
OG0007375	OFUSG26223.3.p1, OFUSG26223.2.p1, OFUSG26223.1.p1	HUMAN25512
OG0007377	OFUSG25397.1.p1	HUMAN02116, HUMAN02117
OG0007378	OFUSG24752.1.p1	HUMAN11793, HUMAN11794, HUMAN11795
OG0007379	OFUSG25215.1.p1	HUMAN08973, HUMAN08972
OG0007380	OFUSG02808.1.p1	HUMAN13808, HUMAN13807
OG0007381	OFUSG11065.1.p1	HUMAN13546
OG0007382	OFUSG12635.1.p1	HUMAN19380
OG0007384	OFUSG00236.2.p1, OFUSG00236.1.p1	HUMAN16675
OG0007385	OFUSG26112.1.p1	HUMAN04317
OG0007386	OFUSG21256.1.p1	HUMAN16767
OG0007387	OFUSG08047.1.p1, OFUSG08047.2.p1	HUMAN29057
OG0007388	OFUSG17284.1.p1	HUMAN22118
OG0007389	OFUSG07228.1.p1	HUMAN29100, HUMAN29099
OG0007390	OFUSG18344.1.p1	HUMAN25915
OG0007391	OFUSG15504.1.p1	HUMAN05345
OG0007392	OFUSG13438.1.p1, OFUSG13438.3.p1, OFUSG13438.2.p1	HUMAN28583
OG0007393	OFUSG12565.1.p1	HUMAN08660
OG0007394	OFUSG13494.1.p1	HUMAN15894, HUMAN15893
OG0007395	OFUSG10757.1.p1	HUMAN13460
OG0007396	OFUSG22886.1.p1	HUMAN11000
OG0007397	OFUSG13056.1.p1	HUMAN00870
OG0007399	OFUSG01818.1.p1	HUMAN16123
OG0007400	OFUSG14809.1.p1	HUMAN22018
OG0007401	OFUSG10106.1.p1	HUMAN05484, HUMAN30125, HUMAN05483
OG0007403	OFUSG19277.1.p1	HUMAN17254, HUMAN17253
OG0007405	OFUSG22414.1.p1	HUMAN20387
OG0007406	OFUSG15025.1.p1	HUMAN19713
OG0007407	OFUSG18627.1.p1	HUMAN03483
OG0007408	OFUSG16878.1.p1	HUMAN28141, HUMAN28142
OG0007409	OFUSG16872.1.p1	HUMAN25552
OG0007410	OFUSG11037.1.p1	HUMAN20271, HUMAN12126
OG0007411	OFUSG04653.1.p1	HUMAN23663
OG0007412	OFUSG01834.1.p1	HUMAN17545
OG0007413	OFUSG16703.1.p1	HUMAN20818
OG0007414	OFUSG17401.1.p1	HUMAN01057
OG0007415	OFUSG04618.1.p1	HUMAN12759
OG0007416	OFUSG03058.1.p1	HUMAN22361
OG0007417	OFUSG22448.1.p1	HUMAN07346
OG0007418	OFUSG15358.1.p1	HUMAN13111, HUMAN13110
OG0007419	OFUSG18337.1.p1	HUMAN12142
OG0007421	OFUSG07551.1.p1	HUMAN06697
OG0007423	OFUSG10921.1.p1	HUMAN10490
OG0007424	OFUSG18027.1.p1, OFUSG18027.2.p1	HUMAN10237
OG0007425	OFUSG05643.1.p1	HUMAN06193
OG0007426	OFUSG09786.1.p1	HUMAN10114, HUMAN10115
OG0007427	OFUSG11080.2.p1, OFUSG11080.1.p1	HUMAN03785
OG0007428	OFUSG16303.1.p1, OFUSG04650.1.p1	HUMAN20678
OG0007429	OFUSG06469.1.p1	HUMAN06934
OG0007431	OFUSG17080.1.p1	HUMAN26226
OG0007432	OFUSG12825.1.p1	HUMAN05574
OG0007433	OFUSG00326.1.p1	HUMAN04271
OG0007434	OFUSG10491.1.p1	HUMAN10246
OG0007435	OFUSG04448.1.p1	HUMAN20583
OG0007437	OFUSG05591.1.p1	HUMAN17137
OG0007438	OFUSG03119.1.p1	HUMAN02955
OG0007439	OFUSG12912.1.p1	HUMAN16947
OG0007440	OFUSG06409.1.p1	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419
OG0007441	OFUSG21002.1.p1	HUMAN13782
OG0007442	OFUSG26591.1.p1	HUMAN00969
OG0007443	OFUSG24141.1.p1	HUMAN07149
OG0007444	OFUSG08591.1.p1	HUMAN09409, HUMAN28835
OG0007445	OFUSG00336.1.p1	HUMAN21386
OG0007446	OFUSG15616.1.p1	HUMAN07376
OG0007447	OFUSG03015.1.p1	HUMAN22922
OG0007448	OFUSG19692.1.p1	HUMAN14222, HUMAN14221
OG0007450	OFUSG11749.1.p1	HUMAN08573, HUMAN08574
OG0007451	OFUSG04847.1.p1	HUMAN08166
OG0007452	OFUSG02426.2.p1, OFUSG02426.1.p1	HUMAN22554
OG0007453	OFUSG05211.1.p1	HUMAN10744
OG0007454	OFUSG11207.1.p1	HUMAN18226
OG0007455	OFUSG01636.1.p1	HUMAN29667
OG0007456	OFUSG13703.1.p1	HUMAN07199
OG0007457	OFUSG09458.1.p1	HUMAN09838
OG0007458	OFUSG12861.1.p1	HUMAN28978
OG0007459	OFUSG11762.1.p1	HUMAN16778
OG0007460	OFUSG12178.1.p1	HUMAN16831, HUMAN16829
OG0007461	OFUSG12051.1.p1	HUMAN08943
OG0007462	OFUSG24240.1.p1	HUMAN19637, HUMAN19636
OG0007463	OFUSG07010.1.p1	HUMAN06999
OG0007464	OFUSG16985.1.p1	HUMAN26087
OG0007465	OFUSG15455.1.p1	HUMAN13093
OG0007467	OFUSG08692.1.p1	HUMAN28516
OG0007468	OFUSG19097.1.p1	HUMAN22128
OG0007471	OFUSG05247.1.p1	HUMAN07932
OG0007472	OFUSG09263.1.p1	HUMAN23723
OG0007474	OFUSG08713.1.p1	HUMAN05615
OG0007475	OFUSG08570.1.p1	HUMAN10445
OG0007476	OFUSG13432.1.p1	HUMAN14444
OG0007477	OFUSG07040.1.p1	HUMAN12723
OG0007478	OFUSG13230.1.p1	HUMAN19940
OG0007479	OFUSG18598.1.p1, OFUSG18598.2.p1	HUMAN25924, HUMAN25925, HUMAN25923
OG0007480	OFUSG19354.1.p1	HUMAN03711
OG0007481	OFUSG22427.1.p1	HUMAN11840
OG0007482	OFUSG17340.1.p1	HUMAN01581
OG0007483	OFUSG23534.1.p1	HUMAN25804
OG0007484	OFUSG11388.1.p1	HUMAN15505
OG0007485	OFUSG22016.1.p1	HUMAN08408
OG0007486	OFUSG17883.1.p1	HUMAN03242
OG0007487	OFUSG22167.1.p1	HUMAN00801
OG0007488	OFUSG07538.1.p1	HUMAN24932
OG0007489	OFUSG12215.1.p1	HUMAN08300, HUMAN08303, HUMAN08301
OG0007490	OFUSG16873.1.p1	HUMAN18581, HUMAN18580
OG0007492	OFUSG25059.1.p1	HUMAN25121
OG0007493	OFUSG06845.1.p1	HUMAN22084
OG0007494	OFUSG22266.1.p1	HUMAN16086
OG0007495	OFUSG04434.1.p1	HUMAN19626, HUMAN19624
OG0007496	OFUSG16736.1.p1	HUMAN21064
OG0007497	OFUSG10341.1.p1	HUMAN02092, HUMAN02091
OG0007498	OFUSG17266.1.p1	HUMAN28184
OG0007499	OFUSG11843.1.p1	HUMAN04823
OG0007500	OFUSG04669.1.p1	HUMAN21907
OG0007501	OFUSG00839.1.p1	HUMAN06876, HUMAN06874, HUMAN06875
OG0007503	OFUSG14763.1.p1	HUMAN03263, HUMAN03264, HUMAN03265
OG0007504	OFUSG11026.1.p1	HUMAN26616
OG0007507	OFUSG11287.1.p1	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725
OG0007508	OFUSG26113.1.p1	HUMAN29445
OG0007509	OFUSG13309.1.p1	HUMAN12458
OG0007510	OFUSG13168.1.p1	HUMAN00670, HUMAN00669
OG0007513	OFUSG18747.1.p1	HUMAN02838
OG0007514	OFUSG16920.1.p1, OFUSG16920.2.p1	HUMAN23377, HUMAN00924
OG0007515	OFUSG22129.1.p1, OFUSG22129.3.p1, OFUSG22129.2.p1	HUMAN25910
OG0007516	OFUSG19190.1.p1	HUMAN06240, HUMAN06238, HUMAN06239
OG0007517	OFUSG08057.1.p1	HUMAN04257
OG0007518	OFUSG06829.1.p1	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938
OG0007519	OFUSG20874.1.p1	HUMAN15216, HUMAN15215
OG0007520	OFUSG13140.2.p1, OFUSG13140.1.p1	HUMAN20799, HUMAN17640, HUMAN17646, HUMAN20798
OG0007521	OFUSG26522.1.p1	HUMAN03514
OG0007524	OFUSG14119.1.p1	HUMAN26701, HUMAN30360
OG0007525	OFUSG21392.1.p1	HUMAN01310
OG0007527	OFUSG05917.1.p1	HUMAN14056
OG0007528	OFUSG00537.1.p1	HUMAN01170
OG0007529	OFUSG18077.1.p1	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629
OG0007533	OFUSG05889.1.p1, OFUSG05889.2.p1	HUMAN18647
OG0007540	OFUSG04541.1.p1	HUMAN06550, HUMAN06547, HUMAN17944, HUMAN06549, HUMAN06548, HUMAN17943
OG0007541	OFUSG11465.2.p1, OFUSG11465.1.p1	HUMAN02477
OG0007543	OFUSG07606.1.p1	HUMAN02253, HUMAN29119
OG0007550	OFUSG04956.1.p1	HUMAN14033, HUMAN11371
OG0007551	OFUSG23786.1.p1	HUMAN07662, HUMAN30353, HUMAN30352
OG0007582	OFUSG16744.1.p1	HUMAN23412, HUMAN23413, HUMAN23411
OG0007583	OFUSG19385.1.p1	HUMAN03503
OG0007584	OFUSG10532.1.p1, OFUSG10532.2.p1	HUMAN10216, HUMAN10215
OG0007586	OFUSG06940.1.p1	HUMAN28828
OG0007587	OFUSG15959.1.p1	HUMAN28082
OG0007588	OFUSG08373.1.p1	HUMAN05800
OG0007589	OFUSG03464.1.p1	HUMAN23044
OG0007591	OFUSG04404.1.p1	HUMAN12931
OG0007592	OFUSG04264.2.p1, OFUSG04264.1.p1	HUMAN19604
OG0007593	OFUSG17653.1.p1	HUMAN00152, HUMAN00151
OG0007595	OFUSG19395.1.p1	HUMAN26771, HUMAN26772
OG0007597	OFUSG07837.1.p1	HUMAN07406
OG0007598	OFUSG02705.2.p1, OFUSG02705.1.p1	HUMAN22979
OG0007600	OFUSG14741.1.p1	HUMAN07630, HUMAN21662
OG0007602	OFUSG18659.1.p1	HUMAN00917
OG0007603	OFUSG05017.1.p1	HUMAN11097
OG0007604	OFUSG20886.1.p1	HUMAN11462, HUMAN11463
OG0007606	OFUSG11909.1.p1	HUMAN16824, HUMAN16823
OG0007607	OFUSG16917.1.p1	HUMAN00121
OG0007608	OFUSG13378.1.p1	HUMAN24575, HUMAN24576
OG0007609	OFUSG14337.1.p1	HUMAN07130
OG0007610	OFUSG18726.1.p1	HUMAN20947
OG0007611	OFUSG25283.2.p1, OFUSG25283.1.p1	HUMAN08580
OG0007612	OFUSG13254.1.p1	HUMAN06201
OG0007613	OFUSG13039.1.p1	HUMAN14918, HUMAN14919, HUMAN14917
OG0007614	OFUSG22780.1.p1	HUMAN11569, HUMAN11570, HUMAN11567
OG0007615	OFUSG06032.1.p1	HUMAN17636
OG0007617	OFUSG08967.1.p1	HUMAN28528
OG0007618	OFUSG01286.1.p1	HUMAN05174, HUMAN05173
OG0007619	OFUSG23637.1.p1	HUMAN21829
OG0007621	OFUSG23418.1.p1	HUMAN01027, HUMAN06000
OG0007623	OFUSG24746.1.p1	HUMAN14413
OG0007624	OFUSG00912.1.p1	HUMAN00744
OG0007626	OFUSG24926.1.p1	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030
OG0007628	OFUSG02826.1.p1	HUMAN22378
OG0007629	OFUSG08807.1.p1	HUMAN23337
OG0007630	OFUSG24713.1.p1	HUMAN05291, HUMAN05290
OG0007631	OFUSG00433.1.p1	HUMAN25386, HUMAN17448
OG0007633	OFUSG17043.1.p1	HUMAN13873
OG0007634	OFUSG18364.1.p1	HUMAN22721
OG0007635	OFUSG11100.1.p1	HUMAN22830
OG0007637	OFUSG11941.1.p1	HUMAN08470
OG0007639	OFUSG10115.1.p1	HUMAN03357, HUMAN03356
OG0007640	OFUSG19648.1.p1	HUMAN14964, HUMAN14963
OG0007642	OFUSG17690.1.p1	HUMAN02914
OG0007643	OFUSG16038.1.p1	HUMAN26301
OG0007645	OFUSG09967.1.p1	HUMAN10615, HUMAN10616
OG0007646	OFUSG02602.2.p1, OFUSG02602.1.p1	HUMAN29544
OG0007647	OFUSG12352.1.p1	HUMAN02929
OG0007648	OFUSG23402.1.p1	HUMAN29976
OG0007649	OFUSG11208.1.p1	HUMAN01321
OG0007650	OFUSG08401.1.p1	HUMAN16337, HUMAN16338
OG0007651	OFUSG08114.1.p1, OFUSG03816.1.p1	HUMAN16641
OG0007652	OFUSG07124.1.p1	HUMAN29441
OG0007653	OFUSG12107.1.p1	HUMAN17027, HUMAN17025, HUMAN17026
OG0007655	OFUSG09596.1.p1	HUMAN14130
OG0007656	OFUSG06312.1.p1	HUMAN02869
OG0007657	OFUSG00269.1.p1	HUMAN04204
OG0007658	OFUSG00831.1.p1	HUMAN30007
OG0007659	OFUSG26310.1.p1	HUMAN18167, HUMAN18165, HUMAN18169
OG0007660	OFUSG08033.1.p1	HUMAN02075
OG0007663	OFUSG08187.1.p1	HUMAN19568
OG0007664	OFUSG18907.1.p1	HUMAN10066
OG0007665	OFUSG22453.1.p1	HUMAN27691, HUMAN27690
OG0007666	OFUSG18592.1.p1	HUMAN10319
OG0007667	OFUSG12265.1.p1	HUMAN15603
OG0007668	OFUSG15536.1.p1	HUMAN07341
OG0007669	OFUSG05619.1.p1	HUMAN26809, HUMAN26810
OG0007670	OFUSG13342.1.p1, OFUSG13342.2.p1	HUMAN25254
OG0007671	OFUSG16155.1.p1	HUMAN18044
OG0007672	OFUSG00619.1.p1	HUMAN02090
OG0007673	OFUSG12933.1.p1	HUMAN30108, HUMAN00583
OG0007674	OFUSG12587.1.p1	HUMAN08286
OG0007675	OFUSG13447.1.p1	HUMAN25956, HUMAN25982
OG0007676	OFUSG07077.2.p1, OFUSG07077.1.p1	HUMAN24899
OG0007677	OFUSG08042.3.p1, OFUSG08042.1.p1, OFUSG08042.2.p1	HUMAN29231, HUMAN29232
OG0007679	OFUSG05979.1.p1	HUMAN23101
OG0007680	OFUSG13025.1.p1	HUMAN17909
OG0007681	OFUSG08756.1.p1, OFUSG08756.2.p1, OFUSG08756.3.p1	HUMAN09648
OG0007684	OFUSG21664.1.p1	HUMAN15836
OG0007685	OFUSG11339.1.p1	HUMAN18793
OG0007686	OFUSG05228.1.p1	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599
OG0007689	OFUSG22558.1.p1, OFUSG22558.2.p1	HUMAN07121
OG0007690	OFUSG05888.1.p1	HUMAN27678
OG0007691	OFUSG17394.1.p1	HUMAN27822
OG0007692	OFUSG10240.1.p1	HUMAN02061
OG0007694	OFUSG22930.1.p1	HUMAN20746
OG0007695	OFUSG23690.1.p1	HUMAN28172
OG0007696	OFUSG05710.1.p1	HUMAN05784
OG0007698	OFUSG13946.1.p1	HUMAN29272
OG0007700	OFUSG15537.1.p1	HUMAN07314
OG0007701	OFUSG22537.1.p1	HUMAN07269
OG0007702	OFUSG07854.1.p1	HUMAN20314
OG0007703	OFUSG10399.1.p1	HUMAN22827
OG0007704	OFUSG04621.1.p1	HUMAN21556
OG0007705	OFUSG18179.1.p1, OFUSG18179.2.p1	HUMAN03246
OG0007706	OFUSG11056.1.p1	HUMAN10609, HUMAN10610
OG0007707	OFUSG09514.1.p1	HUMAN21958, HUMAN11921
OG0007708	OFUSG16188.2.p1, OFUSG16188.1.p1	HUMAN06488
OG0007711	OFUSG00605.1.p1	HUMAN25855
OG0007712	OFUSG05858.1.p1	HUMAN03420
OG0007713	OFUSG15968.1.p1	HUMAN06586
OG0007714	OFUSG02938.1.p1	HUMAN30023
OG0007715	OFUSG22189.2.p1, OFUSG22189.1.p1	HUMAN19961
OG0007716	OFUSG21373.1.p1	HUMAN10202, HUMAN10203
OG0007717	OFUSG17544.1.p1	HUMAN03284
OG0007718	OFUSG24333.1.p1	HUMAN02952, HUMAN02953
OG0007719	OFUSG16153.1.p1	HUMAN26223
OG0007721	OFUSG06763.1.p1	HUMAN03623
OG0007722	OFUSG09667.1.p1	HUMAN03285
OG0007723	OFUSG04168.1.p1	HUMAN26538
OG0007724	OFUSG17220.1.p1	HUMAN03962
OG0007725	OFUSG25697.1.p1	HUMAN29154
OG0007726	OFUSG13718.2.p1, OFUSG13718.1.p1	HUMAN04436, HUMAN04435
OG0007728	OFUSG12092.1.p1	HUMAN27883
OG0007729	OFUSG11497.1.p1	HUMAN11128, HUMAN11127
OG0007730	OFUSG20248.1.p1	HUMAN27996, HUMAN27997, HUMAN27995
OG0007732	OFUSG19296.1.p1	HUMAN24163, HUMAN24162
OG0007733	OFUSG05630.1.p1	HUMAN01349
OG0007734	OFUSG13294.1.p1	HUMAN00972, HUMAN17214
OG0007735	OFUSG22506.1.p1, OFUSG22506.2.p1	HUMAN12324
OG0007736	OFUSG15042.1.p1	HUMAN13041
OG0007738	OFUSG08886.1.p1	HUMAN19368
OG0007739	OFUSG00877.1.p1	HUMAN01347
OG0007740	OFUSG09084.1.p1	HUMAN05471, HUMAN05472
OG0007741	OFUSG04087.1.p1	HUMAN02503
