Orthogroup	OWEFU	CAPO3
OG0005914	OFUSG05820.1.p1	CAPO304812
OG0005915	OFUSG23995.1.p1	CAPO301830
OG0005918	OFUSG07171.1.p1	CAPO304132
OG0005919	OFUSG08279.1.p1	CAPO301677
OG0005921	OFUSG07760.1.p1	CAPO301707
OG0005922	OFUSG06033.1.p1	CAPO301561
OG0005923	OFUSG14662.1.p1	CAPO302607
OG0005924	OFUSG20875.1.p1	CAPO300900
OG0005925	OFUSG24758.1.p1, OFUSG17015.1.p1, OFUSG17016.1.p1	CAPO304879
OG0005926	OFUSG20254.1.p1	CAPO306981
OG0005929	OFUSG17666.1.p1	CAPO308208
OG0005931	OFUSG05791.1.p1	CAPO306162
OG0005932	OFUSG06461.1.p1	CAPO300797
OG0005933	OFUSG11758.1.p1	CAPO301858
OG0005936	OFUSG01618.1.p1	CAPO302424
OG0005937	OFUSG19124.1.p1	CAPO304550
OG0005938	OFUSG13529.1.p1	CAPO300395
OG0005940	OFUSG08024.2.p1, OFUSG08024.1.p1	CAPO300232
OG0005941	OFUSG12577.1.p1	CAPO302544
OG0005942	OFUSG15333.1.p1, OFUSG15333.2.p1	CAPO305649
OG0005943	OFUSG10771.1.p1	CAPO304448
OG0005944	OFUSG11270.1.p1	CAPO302321
OG0005946	OFUSG06828.1.p1	CAPO302043
OG0005947	OFUSG25842.1.p1, OFUSG25842.2.p1	CAPO308067, CAPO304545
OG0005949	OFUSG22404.1.p1	CAPO305776
OG0005950	OFUSG13388.1.p1	CAPO302730
OG0005951	OFUSG21410.1.p1	CAPO305823
OG0005952	OFUSG05541.1.p1	CAPO302748
OG0005953	OFUSG08521.1.p1	CAPO300018
OG0005954	OFUSG22369.1.p1	CAPO300472
OG0005955	OFUSG19208.1.p1, OFUSG19208.2.p1	CAPO308169
OG0005958	OFUSG11216.1.p1	CAPO305231
OG0005959	OFUSG09671.1.p1	CAPO303727
OG0005960	OFUSG15605.1.p1	CAPO306619
OG0005961	OFUSG18762.1.p1	CAPO301401
OG0005965	OFUSG06524.1.p1	CAPO304971
OG0005966	OFUSG10960.1.p1	CAPO303149
OG0005967	OFUSG11067.1.p1	CAPO304145
OG0005968	OFUSG22986.1.p1	CAPO307899
OG0005969	OFUSG11541.1.p1	CAPO304815
OG0005970	OFUSG26446.1.p1	CAPO300012
OG0005972	OFUSG26008.1.p1	CAPO306254
OG0005973	OFUSG12086.1.p1	CAPO301806
OG0005974	OFUSG07735.1.p1	CAPO300269
OG0005975	OFUSG02665.1.p1	CAPO301864
OG0005976	OFUSG10552.1.p1	CAPO304330
OG0005977	OFUSG00577.1.p1	CAPO302621
OG0005978	OFUSG23255.1.p1	CAPO302579
OG0005981	OFUSG05221.1.p1	CAPO305244
OG0005982	OFUSG21165.2.p1, OFUSG21165.1.p1	CAPO302153
OG0005983	OFUSG13573.1.p1	CAPO305305
OG0005984	OFUSG13326.1.p2	CAPO303854
OG0005985	OFUSG15946.1.p1, OFUSG15946.2.p1	CAPO305361
OG0005986	OFUSG11573.1.p1	CAPO306131
OG0005987	OFUSG25797.1.p1	CAPO307262
OG0005988	OFUSG21810.1.p1	CAPO306075
OG0005989	OFUSG01513.1.p1	CAPO304449
OG0005991	OFUSG03016.1.p1	CAPO304070
OG0005993	OFUSG08243.1.p1, OFUSG09874.1.p1	CAPO301813
OG0005997	OFUSG03882.1.p1	CAPO307298
OG0005998	OFUSG22178.1.p1	CAPO304281
OG0006000	OFUSG11468.1.p1	CAPO304784
OG0006001	OFUSG26198.3.p1, OFUSG26198.2.p1, OFUSG26198.1.p1	CAPO300287
OG0006002	OFUSG25385.2.p1, OFUSG25385.1.p1	CAPO300104
OG0006003	OFUSG13243.1.p1	CAPO307004
OG0006005	OFUSG03031.1.p1	CAPO300498
OG0006008	OFUSG18060.2.p1, OFUSG18060.1.p1	CAPO304325
OG0006009	OFUSG08905.1.p1	CAPO302680
OG0006011	OFUSG14917.1.p1	CAPO305929
OG0006012	OFUSG08437.1.p1	CAPO306003
OG0006013	OFUSG06984.1.p1	CAPO306786
OG0006037	OFUSG19241.1.p1, OFUSG19229.1.p1, OFUSG20909.1.p1	CAPO301089, CAPO301090, CAPO301088, CAPO306886, CAPO308335, CAPO301085, CAPO308336, CAPO301091, CAPO307497, CAPO301268, CAPO302570, CAPO304181, CAPO305196, CAPO306765, CAPO303928, CAPO303929, CAPO302231, CAPO302181, CAPO303737, CAPO307432, CAPO308341, CAPO303226, CAPO304828, CAPO301168, CAPO303171, CAPO308337
OG0006059	OFUSG23068.1.p1	CAPO306968
OG0006062	OFUSG01991.1.p1	CAPO305933
OG0006064	OFUSG11055.1.p1	CAPO304870
OG0006065	OFUSG08860.1.p1	CAPO301967
OG0006066	OFUSG20129.1.p1	CAPO300852
OG0006069	OFUSG17874.1.p1	CAPO305608
OG0006072	OFUSG08554.1.p1	CAPO303438
OG0006073	OFUSG12465.1.p1	CAPO303232
OG0006074	OFUSG21967.1.p1	CAPO305192
OG0006075	OFUSG07057.2.p1, OFUSG07057.1.p1	CAPO300591
OG0006079	OFUSG09712.1.p1	CAPO300122
OG0006081	OFUSG12054.1.p1	CAPO304015
OG0006084	OFUSG22503.1.p1	CAPO303975
OG0006085	OFUSG07767.1.p1	CAPO306971
OG0006087	OFUSG04846.1.p1	CAPO307633
OG0006090	OFUSG11763.1.p1	CAPO303628
OG0006094	OFUSG14093.1.p1	CAPO301083
OG0006095	OFUSG07940.1.p1	CAPO308333, CAPO301147
OG0006096	OFUSG24017.1.p1	CAPO305316
OG0006097	OFUSG23483.1.p1	CAPO305425
OG0006098	OFUSG23100.1.p1	CAPO300607
OG0006101	OFUSG03991.1.p1	CAPO301377
OG0006103	OFUSG01720.1.p1	CAPO308138
OG0006107	OFUSG01046.1.p1	CAPO302627
OG0006108	OFUSG07116.2.p1, OFUSG07116.1.p1	CAPO302650
OG0006110	OFUSG21101.2.p1, OFUSG21101.3.p1, OFUSG21101.1.p1, OFUSG21101.4.p1	CAPO302693
OG0006111	OFUSG02888.1.p1, OFUSG02888.2.p1	CAPO304724
OG0006113	OFUSG23106.1.p1	CAPO307626
OG0006114	OFUSG19163.1.p1, OFUSG19163.2.p1, OFUSG19161.1.p1	CAPO304178
OG0006115	OFUSG00714.1.p1	CAPO306466
OG0006116	OFUSG25222.1.p1	CAPO304187
OG0006117	OFUSG18117.1.p1	CAPO302456
OG0006118	OFUSG20873.1.p1	CAPO306890
OG0006119	OFUSG06087.1.p1	CAPO305308
OG0006121	OFUSG19387.1.p1	CAPO308090
OG0006122	OFUSG09987.1.p1	CAPO302744
OG0006124	OFUSG00285.1.p1	CAPO304805
OG0006125	OFUSG11859.1.p1	CAPO306355
OG0006127	OFUSG20864.1.p1	CAPO301362
OG0006128	OFUSG20481.1.p1	CAPO301150
OG0006129	OFUSG03702.1.p1	CAPO300938
OG0006132	OFUSG05598.1.p1	CAPO307591
OG0006133	OFUSG02487.2.p1, OFUSG02487.1.p1	CAPO304297
OG0006134	OFUSG20774.1.p1	CAPO307652
OG0006135	OFUSG06396.1.p1	CAPO307747
OG0006136	OFUSG23390.1.p1	CAPO304577
OG0006137	OFUSG00472.1.p1	CAPO303566
OG0006139	OFUSG06411.1.p1	CAPO301488
OG0006140	OFUSG21427.1.p1	CAPO301396
OG0006141	OFUSG08472.1.p1	CAPO302378
OG0006144	OFUSG11476.1.p1	CAPO307727
OG0006145	OFUSG26431.1.p1	CAPO304370
OG0006148	OFUSG12608.2.p1, OFUSG12608.1.p1	CAPO302407
OG0006149	OFUSG12325.1.p1	CAPO301175
OG0006151	OFUSG26365.1.p1	CAPO304128
OG0006152	OFUSG17669.1.p1	CAPO306493
OG0006153	OFUSG03173.1.p1	CAPO305107
OG0006155	OFUSG16111.1.p1	CAPO301956
OG0006156	OFUSG25901.1.p1	CAPO304652
OG0006157	OFUSG24907.1.p1	CAPO300095, CAPO303951
OG0006158	OFUSG11990.1.p1, OFUSG12061.1.p1	CAPO307937
OG0006159	OFUSG17578.1.p1	CAPO307030
OG0006160	OFUSG06311.1.p1	CAPO304978
OG0006161	OFUSG26464.1.p1	CAPO301615
OG0006162	OFUSG13213.1.p1	CAPO300392
OG0006164	OFUSG20681.1.p1	CAPO307640
OG0006168	OFUSG09932.1.p1	CAPO306154
OG0006169	OFUSG03654.1.p1	CAPO305149
OG0006177	OFUSG25522.1.p1	CAPO306017
OG0006178	OFUSG18904.1.p1, OFUSG18904.2.p1	CAPO306742
OG0006179	OFUSG00965.1.p1	CAPO307840
OG0006180	OFUSG20562.1.p1	CAPO308064
OG0006181	OFUSG12429.1.p1	CAPO308207
OG0006182	OFUSG13754.1.p1	CAPO300329
OG0006183	OFUSG10917.1.p1	CAPO306749
OG0006185	OFUSG20989.1.p1	CAPO301640
OG0006186	OFUSG01099.1.p1	CAPO304672
OG0006187	OFUSG08513.1.p1, OFUSG08513.2.p1	CAPO303722
OG0006188	OFUSG21112.1.p1	CAPO307979
OG0006190	OFUSG19672.2.p1, OFUSG19672.1.p1	CAPO304791
OG0006191	OFUSG08997.1.p1	CAPO301907
OG0006192	OFUSG16119.2.p1, OFUSG16119.1.p1	CAPO308099
OG0006195	OFUSG22190.1.p1	CAPO308346, CAPO305489
OG0006196	OFUSG14687.1.p1	CAPO304854
OG0006198	OFUSG06795.1.p1	CAPO306368
OG0006199	OFUSG26580.1.p1	CAPO307861
OG0006200	OFUSG10180.1.p1	CAPO306047
OG0006202	OFUSG23082.1.p1	CAPO307311
OG0006204	OFUSG22319.1.p1	CAPO307074
OG0006205	OFUSG14995.1.p1	CAPO306928
OG0006206	OFUSG12324.1.p1	CAPO308060
OG0006210	OFUSG23024.1.p1, OFUSG23007.1.p1	CAPO301051, CAPO305579
OG0006211	OFUSG13258.3.p1, OFUSG13258.1.p1, OFUSG13258.2.p1	CAPO305755
OG0006213	OFUSG04619.1.p1	CAPO301176
OG0006214	OFUSG00232.1.p1	CAPO305313
OG0006216	OFUSG08899.1.p1	CAPO304328
OG0006225	OFUSG12400.1.p1	CAPO307529
OG0006226	OFUSG17713.2.p1, OFUSG17713.1.p1	CAPO303955
OG0006227	OFUSG06764.1.p1	CAPO304192
OG0006229	OFUSG03312.1.p1, OFUSG03312.2.p1	CAPO306729
OG0006230	OFUSG13630.1.p1	CAPO303003
OG0006233	OFUSG09219.1.p1	CAPO307263
OG0006234	OFUSG13071.1.p1	CAPO305546
OG0006235	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1	CAPO300217
OG0006237	OFUSG23373.1.p1	CAPO302524
OG0006239	OFUSG20238.1.p1	CAPO305262
OG0006243	OFUSG08426.1.p1	CAPO301646
OG0006244	OFUSG15035.1.p1, OFUSG15035.2.p1	CAPO306900
OG0006245	OFUSG15791.1.p1	CAPO307777
OG0006248	OFUSG14183.1.p1	CAPO307601
OG0006249	OFUSG24697.1.p1	CAPO304667
OG0006250	OFUSG20233.1.p1	CAPO301165
OG0006251	OFUSG24167.1.p1	CAPO302342
OG0006252	OFUSG16937.1.p1	CAPO304131
OG0006253	OFUSG07386.1.p1	CAPO307341
OG0006254	OFUSG09915.1.p1, OFUSG26243.1.p1	CAPO305073
OG0006257	OFUSG13890.1.p1	CAPO305440
OG0006258	OFUSG03856.1.p1	CAPO300398
OG0006260	OFUSG05929.1.p1	CAPO300587
OG0006261	OFUSG05622.1.p1	CAPO305676
OG0006262	OFUSG05390.1.p1	CAPO307596
OG0006263	OFUSG20709.1.p1	CAPO307994
OG0006264	OFUSG03436.1.p1	CAPO307537
OG0006264	OFUSG07824.1.p1	CAPO304943
OG0006267	OFUSG10940.1.p1	CAPO300629
OG0006268	OFUSG14220.1.p1	CAPO305663
OG0006271	OFUSG01027.1.p1	CAPO306714
OG0006272	OFUSG15517.1.p1, OFUSG15518.1.p1, OFUSG17920.1.p1, OFUSG03907.1.p1	CAPO300074
OG0006275	OFUSG01454.1.p1	CAPO304219
OG0006276	OFUSG12127.1.p1	CAPO306041
OG0006277	OFUSG15168.1.p1	CAPO307602
OG0006278	OFUSG23917.1.p1, OFUSG23916.1.p1, OFUSG23916.2.p1	CAPO305153
OG0006279	OFUSG00790.1.p1	CAPO307288
OG0006280	OFUSG25094.1.p1	CAPO308182
OG0006281	OFUSG00050.2.p1, OFUSG00050.1.p1	CAPO302129
OG0006284	OFUSG23445.1.p1	CAPO301681
OG0006285	OFUSG08177.1.p1, OFUSG08179.1.p1	CAPO301258
OG0006286	OFUSG08272.1.p1	CAPO304212
OG0006287	OFUSG11419.1.p1	CAPO302795
OG0006288	OFUSG15550.1.p1	CAPO300129
OG0006289	OFUSG05692.1.p1	CAPO306652
OG0006291	OFUSG08297.1.p1	CAPO308081
OG0006293	OFUSG15450.1.p1	CAPO307067
OG0006294	OFUSG11961.1.p1	CAPO301151
OG0006295	OFUSG15765.2.p1, OFUSG15765.1.p1	CAPO307143
OG0006297	OFUSG06255.1.p1	CAPO301937
OG0006298	OFUSG04372.1.p1	CAPO306805
OG0006299	OFUSG00606.1.p1	CAPO305899
OG0006301	OFUSG12150.1.p1	CAPO306072
OG0006305	OFUSG06132.1.p1, OFUSG06132.2.p1	CAPO303850
OG0006306	OFUSG07033.2.p1, OFUSG07033.3.p1, OFUSG07033.1.p1	CAPO303905
OG0006309	OFUSG01691.1.p1	CAPO304441
OG0006311	OFUSG00976.1.p1	CAPO300748
OG0006313	OFUSG13104.1.p1	CAPO306539
OG0006314	OFUSG04293.1.p1	CAPO308085, CAPO301326
OG0006319	OFUSG21159.1.p1	CAPO306239
OG0006320	OFUSG06963.1.p1	CAPO303864
OG0006322	OFUSG06165.1.p1	CAPO305971
OG0006323	OFUSG03585.1.p1	CAPO300361
OG0006324	OFUSG05424.1.p1	CAPO307431
OG0006329	OFUSG06525.1.p1	CAPO306283
OG0006330	OFUSG09632.1.p1	CAPO301590
OG0006331	OFUSG21663.1.p1	CAPO301721
OG0006332	OFUSG07284.1.p1	CAPO306801
OG0006334	OFUSG16855.1.p1	CAPO302140
OG0006335	OFUSG12800.1.p1	CAPO305790
OG0006338	OFUSG17633.1.p1, OFUSG17633.2.p1	CAPO300367
OG0006339	OFUSG15007.2.p1, OFUSG15007.1.p1	CAPO306751
OG0006340	OFUSG17804.1.p1	CAPO306725
OG0006341	OFUSG13525.1.p1	CAPO303256
OG0006344	OFUSG17196.1.p1	CAPO307345
OG0006346	OFUSG19567.1.p1	CAPO305832
OG0006347	OFUSG04201.1.p1	CAPO305184
OG0006349	OFUSG13717.1.p1, OFUSG13717.2.p1	CAPO304057
OG0006350	OFUSG10010.1.p1	CAPO302433
OG0006352	OFUSG16779.1.p1	CAPO301346
OG0006353	OFUSG21707.1.p1	CAPO301517
OG0006355	OFUSG05633.1.p1, OFUSG19733.1.p1	CAPO307129
OG0006356	OFUSG15113.1.p1	CAPO305164
OG0006358	OFUSG05609.1.p1	CAPO303299
OG0006359	OFUSG26138.1.p1	CAPO300583
OG0006360	OFUSG01922.1.p1	CAPO304103
OG0006361	OFUSG20881.1.p1	CAPO308070
OG0006362	OFUSG09542.1.p1	CAPO308308
OG0006363	OFUSG19547.2.p1, OFUSG19547.1.p1	CAPO301002
OG0006365	OFUSG03344.1.p1	CAPO300671
OG0006370	OFUSG21077.1.p1	CAPO300348
OG0006371	OFUSG15544.1.p1	CAPO302658
OG0006372	OFUSG07198.1.p1	CAPO304608
OG0006375	OFUSG10211.1.p1	CAPO306256
OG0006377	OFUSG13142.1.p1	CAPO307494
OG0006378	OFUSG06139.1.p1	CAPO304918
OG0006382	OFUSG11579.1.p1	CAPO307026
OG0006383	OFUSG19592.1.p1	CAPO303174
OG0006384	OFUSG10582.1.p1	CAPO305941
OG0006385	OFUSG11265.1.p1	CAPO301074
OG0006386	OFUSG01436.1.p1	CAPO303165
OG0006387	OFUSG00913.1.p1	CAPO306319
OG0006389	OFUSG01920.1.p1	CAPO302170
OG0006390	OFUSG06648.1.p1	CAPO308093
OG0006392	OFUSG00142.1.p1	CAPO305806
OG0006394	OFUSG18375.1.p1	CAPO302470
OG0006395	OFUSG13284.1.p1	CAPO300149
OG0006399	OFUSG22262.1.p1	CAPO307228
OG0006443	OFUSG25627.1.p1	CAPO300234
OG0006447	OFUSG07863.2.p1, OFUSG07863.1.p1	CAPO302283
OG0006448	OFUSG04041.1.p1	CAPO301094
OG0006449	OFUSG16963.1.p1	CAPO305961
OG0006456	OFUSG07766.1.p1	CAPO300992
OG0006457	OFUSG20987.2.p1, OFUSG20987.1.p1	CAPO306648
OG0006459	OFUSG19921.1.p1	CAPO307843
OG0006460	OFUSG12314.1.p1	CAPO308313
OG0006461	OFUSG19155.1.p1	CAPO306350
OG0006462	OFUSG17891.1.p1	CAPO300662
OG0006464	OFUSG14585.1.p1	CAPO307754
OG0006465	OFUSG25347.1.p1	CAPO307052
OG0006467	OFUSG18307.1.p1	CAPO301292
OG0006468	OFUSG04866.1.p1	CAPO303390
OG0006469	OFUSG10425.1.p1	CAPO302486
OG0006470	OFUSG06000.1.p1	CAPO300984
OG0006471	OFUSG26571.1.p1	CAPO303440
OG0006474	OFUSG22247.1.p1	CAPO300155
OG0006475	OFUSG04046.1.p1	CAPO301888
OG0006476	OFUSG03550.1.p1	CAPO300216
OG0006478	OFUSG17348.1.p1	CAPO301079
OG0006479	OFUSG13673.1.p1	CAPO304002
OG0006480	OFUSG25523.1.p1	CAPO300197
OG0006481	OFUSG08691.1.p1	CAPO307580
OG0006482	OFUSG12549.1.p1	CAPO305654
OG0006485	OFUSG21874.1.p1	CAPO307612
OG0006487	OFUSG05608.1.p1	CAPO300649
OG0006488	OFUSG12523.1.p1	CAPO301772
OG0006490	OFUSG06326.1.p1	CAPO301539
OG0006491	OFUSG23711.2.p1, OFUSG23711.1.p1	CAPO300606
OG0006493	OFUSG03992.1.p1	CAPO306548
OG0006496	OFUSG25735.1.p1	CAPO304473
OG0006498	OFUSG02085.1.p1	CAPO301440
OG0006501	OFUSG11467.1.p1	CAPO307734
OG0006502	OFUSG10803.1.p1	CAPO301087
OG0006503	OFUSG14469.2.p1, OFUSG14469.1.p1	CAPO304660
OG0006504	OFUSG15072.1.p1	CAPO302154
OG0006505	OFUSG16553.1.p1	CAPO301510
OG0006507	OFUSG12744.1.p1	CAPO301032
OG0006508	OFUSG06028.1.p1, OFUSG18945.1.p1	CAPO301635
OG0006509	OFUSG03651.1.p1	CAPO304681
OG0006510	OFUSG20796.1.p1	CAPO300081
OG0006512	OFUSG21542.1.p1	CAPO301701
OG0006514	OFUSG02146.1.p1	CAPO304095
OG0006515	OFUSG21785.1.p1	CAPO306459
OG0006516	OFUSG12180.1.p1	CAPO305607
OG0006517	OFUSG04272.1.p1, OFUSG04272.2.p1	CAPO300477
OG0006519	OFUSG12108.1.p1	CAPO308006
OG0006520	OFUSG02676.1.p1, OFUSG02676.2.p1	CAPO300668
OG0006523	OFUSG25098.1.p1	CAPO302914
OG0006532	OFUSG21209.1.p1, OFUSG21209.2.p1	CAPO304147
OG0006533	OFUSG00400.1.p1	CAPO305463
OG0006534	OFUSG06528.1.p1	CAPO305714
OG0006536	OFUSG18668.1.p1, OFUSG18668.2.p1	CAPO305735
OG0006538	OFUSG13745.1.p1	CAPO305091
OG0006540	OFUSG14726.1.p1	CAPO304760
OG0006541	OFUSG06483.2.p1, OFUSG06483.1.p1, OFUSG06483.3.p1, OFUSG06483.4.p1	CAPO302376, CAPO304688, CAPO300243
OG0006542	OFUSG09004.1.p1	CAPO305168
OG0006543	OFUSG21011.1.p1	CAPO305452
OG0006544	OFUSG18629.1.p1	CAPO306101
OG0006545	OFUSG15934.2.p1, OFUSG15934.1.p1	CAPO307929
OG0006546	OFUSG21871.1.p1	CAPO305234
OG0006547	OFUSG18962.1.p1	CAPO301259
OG0006549	OFUSG05487.1.p1	CAPO306040
OG0006550	OFUSG06119.1.p1	CAPO307487
OG0006552	OFUSG08440.1.p1	CAPO301957
OG0006553	OFUSG11130.1.p1	CAPO308128
OG0006554	OFUSG24021.1.p1	CAPO306525
OG0006555	OFUSG26489.2.p1, OFUSG26489.1.p1	CAPO305951
OG0006556	OFUSG03445.1.p1	CAPO304941
OG0006557	OFUSG14941.1.p1	CAPO300124
OG0006561	OFUSG12514.1.p1	CAPO300890
OG0006562	OFUSG24816.1.p1	CAPO303607
OG0006566	OFUSG10028.1.p1	CAPO303944
OG0006568	OFUSG17701.1.p1	CAPO303043
OG0006569	OFUSG12406.1.p1	CAPO300856
OG0006570	OFUSG08159.1.p1	CAPO302571
OG0006571	OFUSG19904.1.p1	CAPO306740
OG0006572	OFUSG23570.1.p1	CAPO302175
OG0006573	OFUSG14956.1.p1, OFUSG14956.2.p1	CAPO306413
OG0006575	OFUSG20418.1.p1	CAPO304950
OG0006577	OFUSG09702.1.p1	CAPO300858
OG0006578	OFUSG18955.1.p1	CAPO303393
OG0006580	OFUSG04090.1.p1	CAPO306179
OG0006581	OFUSG15947.1.p1	CAPO300223
OG0006582	OFUSG19688.2.p1, OFUSG19688.1.p1	CAPO305399
OG0006583	OFUSG00932.1.p1	CAPO308147
OG0006584	OFUSG03955.1.p1	CAPO304380
OG0006586	OFUSG07058.1.p1	CAPO300241
OG0006590	OFUSG10587.1.p1	CAPO304634
OG0006591	OFUSG13603.1.p1	CAPO306654
OG0006592	OFUSG01351.1.p1	CAPO302105
OG0006594	OFUSG22740.1.p1	CAPO305352
OG0006595	OFUSG10655.1.p1	CAPO306726
OG0006596	OFUSG22773.1.p1	CAPO305496
OG0006597	OFUSG02614.1.p1	CAPO306143
OG0006598	OFUSG19727.1.p1	CAPO303505
OG0006600	OFUSG18292.1.p1	CAPO300993
OG0006602	OFUSG12840.1.p1	CAPO306545
OG0006603	OFUSG20547.1.p1	CAPO305246
OG0006604	OFUSG14932.1.p1	CAPO301632
OG0006606	OFUSG00454.1.p1	CAPO300627, CAPO305047
OG0006607	OFUSG21232.1.p1	CAPO302836
OG0006608	OFUSG24911.1.p1	CAPO304829
OG0006609	OFUSG02001.1.p1	CAPO304156
OG0006610	OFUSG18091.1.p1	CAPO305635
OG0006611	OFUSG04528.1.p1	CAPO303370
OG0006613	OFUSG14105.1.p1	CAPO305926
OG0006614	OFUSG01350.1.p1	CAPO307923
OG0006615	OFUSG16559.1.p1	CAPO300892
OG0006616	OFUSG13783.1.p1	CAPO302496
OG0006617	OFUSG26038.1.p1	CAPO304084
OG0006619	OFUSG17331.1.p1	CAPO305225
OG0006622	OFUSG13902.1.p1	CAPO307274
OG0006625	OFUSG24278.1.p1	CAPO304287
OG0006627	OFUSG00423.1.p1	CAPO300634
OG0006630	OFUSG04586.1.p1	CAPO301318
OG0006631	OFUSG16224.1.p1	CAPO302816
OG0006633	OFUSG13007.1.p1	CAPO306794
OG0006636	OFUSG10617.1.p1	CAPO304383
OG0006637	OFUSG10278.1.p1	CAPO304312
OG0006638	OFUSG22935.1.p1, OFUSG22936.1.p1	CAPO302167
OG0006640	OFUSG26127.1.p1	CAPO308241
OG0006642	OFUSG11052.2.p1, OFUSG11052.1.p1	CAPO303206
OG0006646	OFUSG09025.1.p1	CAPO308061
OG0006648	OFUSG01878.1.p1	CAPO300638
OG0006651	OFUSG00046.1.p1	CAPO306376
OG0006655	OFUSG19958.1.p1	CAPO306982
OG0006657	OFUSG22199.1.p1	CAPO304665
OG0006658	OFUSG17172.1.p1	CAPO301723
OG0006662	OFUSG08824.1.p1	CAPO305585
OG0006663	OFUSG22165.1.p1	CAPO301399
OG0006664	OFUSG25665.1.p1	CAPO302941
OG0006667	OFUSG08145.1.p1	CAPO305573
OG0006668	OFUSG02998.1.p1	CAPO301053
OG0006669	OFUSG13077.1.p1	CAPO301280
OG0006670	OFUSG26654.1.p1	CAPO306366
OG0006671	OFUSG21240.1.p1, OFUSG21240.2.p1, OFUSG06654.1.p1	CAPO307485
OG0006673	OFUSG05657.1.p1	CAPO302685
OG0006677	OFUSG11057.1.p1	CAPO304250
OG0006678	OFUSG10168.1.p1	CAPO300092
OG0006680	OFUSG25575.1.p1	CAPO301748
OG0006681	OFUSG07984.1.p1, OFUSG07984.2.p1	CAPO305354
OG0006684	OFUSG18660.1.p1	CAPO305512
OG0006686	OFUSG07659.1.p1	CAPO307531
OG0006690	OFUSG06696.1.p1	CAPO302172
OG0006691	OFUSG16702.1.p1	CAPO305670
OG0006692	OFUSG24594.1.p1	CAPO302647
OG0006693	OFUSG10949.2.p1, OFUSG10949.1.p1	CAPO302616
OG0006694	OFUSG00920.1.p1	CAPO302438
OG0006695	OFUSG11942.2.p1, OFUSG11942.1.p1	CAPO302533
OG0006698	OFUSG23145.1.p1	CAPO305852
OG0006702	OFUSG17468.1.p1	CAPO307269
OG0006703	OFUSG17467.1.p1	CAPO302601
OG0006704	OFUSG24049.1.p1, OFUSG24049.2.p1	CAPO305136
OG0006706	OFUSG08397.1.p1	CAPO303773
OG0006707	OFUSG08099.1.p1	CAPO304129
OG0006708	OFUSG09261.1.p1	CAPO304327
OG0006709	OFUSG15942.1.p1	CAPO302993
OG0006710	OFUSG08433.1.p1	CAPO307958
OG0006712	OFUSG20365.1.p1	CAPO307469
OG0006714	OFUSG05991.1.p1	CAPO301000
OG0006716	OFUSG19704.1.p1	CAPO302196
OG0006717	OFUSG11275.1.p1	CAPO305633
OG0006718	OFUSG06334.1.p1	CAPO306293
OG0006719	OFUSG17863.1.p1, OFUSG17863.2.p1	CAPO302454
OG0006721	OFUSG19919.1.p1	CAPO307315
OG0006722	OFUSG21212.1.p1	CAPO304555
OG0006723	OFUSG26548.1.p1, OFUSG26548.2.p1	CAPO300019
OG0006724	OFUSG21328.1.p1	CAPO300231
OG0006725	OFUSG08266.1.p1, OFUSG08266.2.p1	CAPO301206
OG0006726	OFUSG13177.1.p1	CAPO303375
OG0006727	OFUSG00262.1.p1, OFUSG00260.1.p1	CAPO306447
OG0006728	OFUSG16443.1.p1	CAPO303411
OG0006729	OFUSG13327.1.p1	CAPO302448
OG0006730	OFUSG01430.1.p1	CAPO307696
OG0006732	OFUSG12612.1.p1	CAPO301757
OG0006733	OFUSG12388.1.p1	CAPO306420
OG0006735	OFUSG06383.1.p1	CAPO307764
OG0006736	OFUSG20663.1.p1	CAPO301670
OG0006737	OFUSG20388.1.p1	CAPO302977
OG0006738	OFUSG04512.1.p1, OFUSG04512.2.p1	CAPO305285
OG0006740	OFUSG26806.1.p1, OFUSG26806.2.p1	CAPO304581
OG0006741	OFUSG06701.1.p1	CAPO306132
OG0006745	OFUSG12641.1.p1	CAPO304913
OG0006750	OFUSG21225.1.p1	CAPO306076
OG0006752	OFUSG07006.1.p1	CAPO301753
OG0006753	OFUSG11357.1.p1	CAPO304199
OG0006754	OFUSG20799.2.p1, OFUSG20799.1.p1	CAPO307231
OG0006755	OFUSG03174.1.p1	CAPO304099
OG0006757	OFUSG10397.1.p1, OFUSG10397.2.p1	CAPO308250
OG0006758	OFUSG25525.1.p1	CAPO303486
OG0006759	OFUSG06758.4.p1, OFUSG06758.1.p1, OFUSG06758.2.p1, OFUSG06758.3.p1	CAPO301178
OG0006760	OFUSG21191.1.p1	CAPO300357
OG0006766	OFUSG14742.1.p1	CAPO300327
OG0006769	OFUSG26103.1.p1	CAPO304104
OG0006772	OFUSG05966.1.p1	CAPO306103
OG0006775	OFUSG11034.1.p1	CAPO303956
OG0006776	OFUSG15876.1.p1	CAPO307354, CAPO307229
OG0006777	OFUSG11705.1.p1	CAPO308320
OG0006826	OFUSG03216.1.p1	CAPO306575
OG0006827	OFUSG26518.1.p1	CAPO306579
OG0006830	OFUSG24087.1.p1	CAPO304885
OG0006833	OFUSG20872.1.p1	CAPO307011
OG0006838	OFUSG10401.1.p1	CAPO304346
OG0006842	OFUSG13281.1.p1	CAPO303033
OG0006843	OFUSG09822.1.p1	CAPO301783
