Orthogroup	OWEFU	APOSC_ok
OG0007411	OFUSG04653.1.p1	APOSC_14970
OG0007412	OFUSG01834.1.p1	APOSC_03576
OG0007413	OFUSG16703.1.p1	APOSC_08895
OG0007414	OFUSG17401.1.p1	APOSC_19745
OG0007415	OFUSG04618.1.p1	APOSC_03560
OG0007416	OFUSG03058.1.p1	APOSC_12793
OG0007417	OFUSG22448.1.p1	APOSC_21158
OG0007418	OFUSG15358.1.p1	APOSC_05342
OG0007419	OFUSG18337.1.p1	APOSC_03939
OG0007420	OFUSG12850.1.p1, OFUSG12850.2.p1	APOSC_07817, APOSC_19151, APOSC_07816
OG0007421	OFUSG07551.1.p1	APOSC_01857
OG0007423	OFUSG10921.1.p1	APOSC_13864
OG0007424	OFUSG18027.1.p1, OFUSG18027.2.p1	APOSC_14283
OG0007425	OFUSG05643.1.p1	APOSC_10510
OG0007426	OFUSG09786.1.p1	APOSC_28103
OG0007427	OFUSG11080.2.p1, OFUSG11080.1.p1	APOSC_17844
OG0007428	OFUSG16303.1.p1, OFUSG04650.1.p1	APOSC_18209
OG0007429	OFUSG06469.1.p1	APOSC_15937, APOSC_15938
OG0007431	OFUSG17080.1.p1	APOSC_16398
OG0007432	OFUSG12825.1.p1	APOSC_27468
OG0007433	OFUSG00326.1.p1	APOSC_15519
OG0007434	OFUSG10491.1.p1	APOSC_05301, APOSC_15399
OG0007435	OFUSG04448.1.p1	APOSC_02032
OG0007437	OFUSG05591.1.p1	APOSC_08991
OG0007438	OFUSG03119.1.p1	APOSC_24617
OG0007439	OFUSG12912.1.p1	APOSC_15942
OG0007440	OFUSG06409.1.p1	APOSC_25156
OG0007441	OFUSG21002.1.p1	APOSC_09470
OG0007442	OFUSG26591.1.p1	APOSC_05686
OG0007443	OFUSG24141.1.p1	APOSC_06512
OG0007445	OFUSG00336.1.p1	APOSC_27335
OG0007446	OFUSG15616.1.p1	APOSC_06202
OG0007447	OFUSG03015.1.p1	APOSC_04248
OG0007448	OFUSG19692.1.p1	APOSC_21259
OG0007449	OFUSG20567.1.p1	APOSC_27147
OG0007451	OFUSG04847.1.p1	APOSC_03436
OG0007452	OFUSG02426.2.p1, OFUSG02426.1.p1	APOSC_13061
OG0007453	OFUSG05211.1.p1	APOSC_11031
OG0007454	OFUSG11207.1.p1	APOSC_23331
OG0007455	OFUSG01636.1.p1	APOSC_14525
OG0007456	OFUSG13703.1.p1	APOSC_27800
OG0007457	OFUSG09458.1.p1	APOSC_18601
OG0007458	OFUSG12861.1.p1	APOSC_00473
OG0007459	OFUSG11762.1.p1	APOSC_03345
OG0007460	OFUSG12178.1.p1	APOSC_13905
OG0007461	OFUSG12051.1.p1	APOSC_28835
OG0007462	OFUSG24240.1.p1	APOSC_13842
OG0007463	OFUSG07010.1.p1	APOSC_09528
OG0007465	OFUSG15455.1.p1	APOSC_11740
OG0007467	OFUSG08692.1.p1	APOSC_13611
OG0007468	OFUSG19097.1.p1	APOSC_12434
OG0007471	OFUSG05247.1.p1	APOSC_14448
OG0007472	OFUSG09263.1.p1	APOSC_01349
OG0007474	OFUSG08713.1.p1	APOSC_06877
OG0007476	OFUSG13432.1.p1	APOSC_12767
OG0007477	OFUSG07039.1.p1, OFUSG07040.1.p1	APOSC_11620
OG0007478	OFUSG13230.1.p1	APOSC_00149
OG0007479	OFUSG18598.1.p1, OFUSG18598.2.p1	APOSC_05417
OG0007480	OFUSG19354.1.p1	APOSC_16083
OG0007481	OFUSG22427.1.p1	APOSC_11072
OG0007482	OFUSG17340.1.p1	APOSC_11382
OG0007483	OFUSG23534.1.p1	APOSC_19340
OG0007484	OFUSG11388.1.p1	APOSC_03384, APOSC_10885
OG0007485	OFUSG22016.1.p1	APOSC_01104, APOSC_01105
OG0007486	OFUSG17883.1.p1	APOSC_15650
OG0007487	OFUSG22167.1.p1	APOSC_28323
OG0007488	OFUSG07538.1.p1	APOSC_10046
OG0007489	OFUSG12215.1.p1	APOSC_15853, APOSC_13134
OG0007490	OFUSG16873.1.p1	APOSC_06228
OG0007492	OFUSG25059.1.p1	APOSC_19304, APOSC_19305
OG0007493	OFUSG06845.1.p1	APOSC_15913, APOSC_15912
OG0007494	OFUSG22266.1.p1	APOSC_05908
OG0007495	OFUSG04434.1.p1	APOSC_17790, APOSC_05318
OG0007496	OFUSG16736.1.p1	APOSC_07260, APOSC_23340
OG0007497	OFUSG10341.1.p1	APOSC_08478
OG0007498	OFUSG17266.1.p1	APOSC_08188
OG0007499	OFUSG11843.1.p1	APOSC_16910, APOSC_16911
OG0007500	OFUSG04669.1.p1	APOSC_21410
OG0007501	OFUSG00839.1.p1	APOSC_28089
OG0007503	OFUSG14763.1.p1	APOSC_15711
OG0007504	OFUSG11026.1.p1	APOSC_22782
OG0007506	OFUSG12077.1.p1	APOSC_09382
OG0007507	OFUSG11287.1.p1	APOSC_18497, APOSC_18498
OG0007508	OFUSG26113.1.p1	APOSC_13088
OG0007509	OFUSG13309.1.p1	APOSC_28922
OG0007510	OFUSG13168.1.p1	APOSC_02927
OG0007513	OFUSG18747.1.p1	APOSC_24535
OG0007514	OFUSG16920.1.p1, OFUSG16920.2.p1	APOSC_03963
OG0007515	OFUSG22129.1.p1, OFUSG22129.3.p1, OFUSG22129.2.p1	APOSC_21428
OG0007517	OFUSG08057.1.p1	APOSC_06793
OG0007518	OFUSG06829.1.p1	APOSC_11498
OG0007519	OFUSG20874.1.p1	APOSC_16685
OG0007520	OFUSG13140.2.p1, OFUSG13140.1.p1	APOSC_15336
OG0007524	OFUSG14119.1.p1	APOSC_20152
OG0007525	OFUSG21392.1.p1	APOSC_09924
OG0007527	OFUSG05917.1.p1	APOSC_24874
OG0007528	OFUSG00537.1.p1	APOSC_26491, APOSC_26492
OG0007529	OFUSG18077.1.p1	APOSC_12650
OG0007533	OFUSG05889.1.p1, OFUSG05889.2.p1	APOSC_01449
OG0007535	OFUSG05507.1.p1	APOSC_08813
OG0007535	OFUSG20372.1.p1, OFUSG20372.2.p1, OFUSG20373.1.p1, OFUSG20375.1.p1, OFUSG03106.1.p1, OFUSG25673.1.p1, OFUSG02114.1.p1, OFUSG14318.1.p1, OFUSG14319.1.p1, OFUSG14321.1.p1, OFUSG14320.1.p1, OFUSG13966.1.p1, OFUSG13968.1.p1, OFUSG13969.1.p1	APOSC_23210, APOSC_21616
OG0007537	OFUSG04156.1.p1	APOSC_14943, APOSC_14944
OG0007582	OFUSG16744.1.p1	APOSC_22783
OG0007583	OFUSG19385.1.p1	APOSC_01595
OG0007584	OFUSG10532.1.p1, OFUSG10532.2.p1	APOSC_04466, APOSC_04467
OG0007586	OFUSG06940.1.p1	APOSC_20350
OG0007587	OFUSG15959.1.p1	APOSC_15890
OG0007588	OFUSG08373.1.p1	APOSC_12209
OG0007589	OFUSG03464.1.p1	APOSC_12502
OG0007591	OFUSG04404.1.p1	APOSC_10553
OG0007592	OFUSG04264.2.p1, OFUSG04264.1.p1	APOSC_00525
OG0007594	OFUSG09058.1.p1	APOSC_11239
OG0007595	OFUSG19395.1.p1	APOSC_13562
OG0007596	OFUSG13185.1.p1, OFUSG13185.2.p1	APOSC_16569, APOSC_00032
OG0007597	OFUSG07837.1.p1	APOSC_05814, APOSC_05815
OG0007598	OFUSG02705.2.p1, OFUSG02705.1.p1	APOSC_26583
OG0007600	OFUSG14741.1.p1	APOSC_26819
OG0007602	OFUSG18659.1.p1	APOSC_06477
OG0007603	OFUSG05017.1.p1	APOSC_24609
OG0007604	OFUSG20886.1.p1	APOSC_23480
OG0007606	OFUSG11909.1.p1	APOSC_26148
OG0007607	OFUSG16917.1.p1	APOSC_11532
OG0007608	OFUSG13378.1.p1	APOSC_02832
OG0007609	OFUSG14337.1.p1	APOSC_27864
OG0007610	OFUSG18726.1.p1	APOSC_24658
OG0007611	OFUSG25283.2.p1, OFUSG25283.1.p1	APOSC_23742
OG0007612	OFUSG13254.1.p1	APOSC_26052, APOSC_26051
OG0007613	OFUSG13039.1.p1	APOSC_02165, APOSC_02166
OG0007614	OFUSG22780.1.p1	APOSC_11198, APOSC_11199
OG0007615	OFUSG06032.1.p1	APOSC_12637
OG0007617	OFUSG08967.1.p1	APOSC_22847
OG0007618	OFUSG01286.1.p1	APOSC_20263, APOSC_20264
OG0007619	OFUSG23637.1.p1	APOSC_14017
OG0007621	OFUSG23418.1.p1	APOSC_26719
OG0007623	OFUSG24746.1.p1	APOSC_01924, APOSC_01923
OG0007624	OFUSG00912.1.p1	APOSC_27965
OG0007625	OFUSG01065.1.p1	APOSC_12063, APOSC_25771, APOSC_01131
OG0007626	OFUSG24926.1.p1	APOSC_06523
OG0007628	OFUSG02826.1.p1	APOSC_19416
OG0007629	OFUSG08807.1.p1	APOSC_19061
OG0007630	OFUSG24713.1.p1	APOSC_16305
OG0007633	OFUSG17043.1.p1	APOSC_19734
OG0007634	OFUSG18364.1.p1	APOSC_23117
OG0007635	OFUSG11100.1.p1	APOSC_18622
OG0007636	OFUSG01941.1.p1	APOSC_09919, APOSC_27375, APOSC_13452
OG0007637	OFUSG11941.1.p1	APOSC_04953
OG0007639	OFUSG10115.1.p1	APOSC_24431, APOSC_17528
OG0007640	OFUSG19648.1.p1	APOSC_13852
OG0007642	OFUSG17690.1.p1	APOSC_00752
OG0007643	OFUSG16038.1.p1	APOSC_15984
OG0007645	OFUSG09967.1.p1	APOSC_22609
OG0007646	OFUSG02602.2.p1, OFUSG02602.1.p1	APOSC_17349
OG0007647	OFUSG12352.1.p1	APOSC_14665
OG0007648	OFUSG23402.1.p1	APOSC_18620
OG0007649	OFUSG11208.1.p1	APOSC_15988
OG0007650	OFUSG08401.1.p1	APOSC_10838, APOSC_01972
OG0007651	OFUSG08114.1.p1, OFUSG03816.1.p1	APOSC_17594
OG0007652	OFUSG07124.1.p1	APOSC_12442
OG0007653	OFUSG12107.1.p1	APOSC_07917
OG0007654	OFUSG23523.1.p1	APOSC_14217
OG0007656	OFUSG06312.1.p1	APOSC_03159
OG0007657	OFUSG00269.1.p1	APOSC_01993
OG0007658	OFUSG00831.1.p1	APOSC_01597, APOSC_17037
OG0007659	OFUSG26310.1.p1	APOSC_09490
OG0007660	OFUSG08033.1.p1	APOSC_28292
OG0007663	OFUSG08187.1.p1	APOSC_02728
OG0007664	OFUSG18907.1.p1	APOSC_02524
OG0007665	OFUSG22453.1.p1	APOSC_24468
OG0007667	OFUSG12265.1.p1	APOSC_10901
OG0007668	OFUSG15536.1.p1	APOSC_19055
OG0007670	OFUSG13342.1.p1, OFUSG13342.2.p1	APOSC_19925
OG0007671	OFUSG16155.1.p1	APOSC_20704
OG0007673	OFUSG12933.1.p1	APOSC_27200
OG0007674	OFUSG12587.1.p1	APOSC_01693
OG0007675	OFUSG13447.1.p1	APOSC_17091
OG0007676	OFUSG07077.2.p1, OFUSG07077.1.p1	APOSC_05879
OG0007677	OFUSG08042.3.p1, OFUSG08042.1.p1, OFUSG08042.2.p1	APOSC_22422
OG0007679	OFUSG05979.1.p1	APOSC_28369, APOSC_08460
OG0007680	OFUSG13025.1.p1	APOSC_28293
OG0007681	OFUSG08756.1.p1, OFUSG08756.2.p1, OFUSG08756.3.p1	APOSC_17846
OG0007683	OFUSG10975.1.p1	APOSC_22433
OG0007684	OFUSG21664.1.p1	APOSC_25918
OG0007685	OFUSG11339.1.p1	APOSC_12938
OG0007686	OFUSG05228.1.p1	APOSC_16986, APOSC_16987
OG0007689	OFUSG22558.1.p1, OFUSG22558.2.p1	APOSC_00574
OG0007690	OFUSG05888.1.p1	APOSC_18618
OG0007691	OFUSG17394.1.p1	APOSC_18370
OG0007692	OFUSG10240.1.p1	APOSC_16094
OG0007694	OFUSG22930.1.p1	APOSC_23594, APOSC_17087, APOSC_00189, APOSC_16752, APOSC_08967, APOSC_03406
OG0007695	OFUSG23690.1.p1	APOSC_21620
OG0007696	OFUSG05710.1.p1	APOSC_17052
OG0007697	OFUSG15762.1.p1	APOSC_24641
OG0007698	OFUSG13946.1.p1	APOSC_12163
OG0007699	OFUSG03949.1.p1	APOSC_06935
OG0007700	OFUSG15537.1.p1	APOSC_12981, APOSC_12982
OG0007701	OFUSG22537.1.p1	APOSC_00228
OG0007702	OFUSG07854.1.p1	APOSC_07178
OG0007703	OFUSG10399.1.p1	APOSC_06165
OG0007704	OFUSG04621.1.p1	APOSC_15384
OG0007705	OFUSG18179.1.p1, OFUSG18179.2.p1	APOSC_02342, APOSC_14271
OG0007706	OFUSG11056.1.p1	APOSC_23602, APOSC_22591
OG0007708	OFUSG16188.2.p1, OFUSG16188.1.p1	APOSC_16373
OG0007712	OFUSG05858.1.p1	APOSC_08827, APOSC_08828
OG0007713	OFUSG15968.1.p1	APOSC_19438
OG0007714	OFUSG02938.1.p1	APOSC_11333
OG0007715	OFUSG22189.2.p1, OFUSG22189.1.p1	APOSC_19107
OG0007716	OFUSG21373.1.p1	APOSC_07645
OG0007718	OFUSG24333.1.p1	APOSC_07512
OG0007719	OFUSG16153.1.p1	APOSC_09388
OG0007721	OFUSG06763.1.p1	APOSC_14451
OG0007722	OFUSG09667.1.p1	APOSC_17122
OG0007723	OFUSG04168.1.p1	APOSC_14079
OG0007725	OFUSG25697.1.p1	APOSC_19072
OG0007727	OFUSG04739.1.p1	APOSC_14215
OG0007728	OFUSG12092.1.p1	APOSC_18281
OG0007729	OFUSG11497.1.p1	APOSC_12073
OG0007730	OFUSG20248.1.p1	APOSC_11616
OG0007732	OFUSG19296.1.p1	APOSC_23886
OG0007733	OFUSG05630.1.p1	APOSC_23441
OG0007734	OFUSG13294.1.p1	APOSC_09736
OG0007735	OFUSG22506.1.p1, OFUSG22506.2.p1	APOSC_16156, APOSC_22290
OG0007736	OFUSG15042.1.p1	APOSC_05621
OG0007737	OFUSG00096.1.p1, OFUSG00096.3.p1, OFUSG00096.2.p1	APOSC_15574
OG0007738	OFUSG08886.1.p1	APOSC_09799
OG0007739	OFUSG00877.1.p1	APOSC_06240
OG0007740	OFUSG09084.1.p1	APOSC_26788
OG0007743	OFUSG24314.1.p1	APOSC_06572
OG0007744	OFUSG07022.1.p1	APOSC_09925
OG0007745	OFUSG24033.1.p1	APOSC_13500
OG0007746	OFUSG25087.2.p1, OFUSG25087.1.p1	APOSC_14936
OG0007747	OFUSG13194.2.p1, OFUSG13194.1.p1	APOSC_12022
OG0007749	OFUSG06926.1.p1	APOSC_16625
OG0007750	OFUSG13242.1.p1	APOSC_14979
OG0007751	OFUSG19113.1.p1	APOSC_11823
OG0007752	OFUSG14080.1.p1	APOSC_03918
OG0007753	OFUSG14260.1.p1, OFUSG14259.1.p1	APOSC_28077
OG0007754	OFUSG23541.2.p2, OFUSG23541.1.p1	APOSC_02480
OG0007755	OFUSG07853.1.p1, OFUSG07853.2.p1	APOSC_06648
OG0007757	OFUSG13397.2.p1, OFUSG13397.1.p1, OFUSG13397.3.p1	APOSC_22966
OG0007759	OFUSG09907.1.p1	APOSC_15672, APOSC_15671
OG0007760	OFUSG13141.1.p1	APOSC_10797
OG0007761	OFUSG23226.1.p1	APOSC_23778
OG0007763	OFUSG13188.1.p1	APOSC_14363
OG0007764	OFUSG19990.1.p1, OFUSG19990.3.p1, OFUSG19990.4.p1, OFUSG19990.2.p1	APOSC_28881
OG0007765	OFUSG04752.1.p1, OFUSG04752.2.p1	APOSC_00678, APOSC_22190
OG0007766	OFUSG10019.2.p1, OFUSG10019.1.p1	APOSC_07061
OG0007768	OFUSG23414.1.p1	APOSC_26432
OG0007769	OFUSG10116.1.p1	APOSC_21393
OG0007770	OFUSG15214.1.p1	APOSC_21431
OG0007771	OFUSG19373.1.p1	APOSC_05662
OG0007772	OFUSG14806.1.p1	APOSC_13501
OG0007773	OFUSG05099.1.p1	APOSC_03995
OG0007774	OFUSG16284.1.p1	APOSC_13250
OG0007775	OFUSG15554.1.p1	APOSC_06585
OG0007776	OFUSG19566.2.p1, OFUSG19566.1.p1	APOSC_15731
OG0007778	OFUSG20750.1.p1, OFUSG23099.1.p1	APOSC_20133
OG0007779	OFUSG16301.1.p1	APOSC_20163
OG0007780	OFUSG11825.1.p1	APOSC_18415
OG0007781	OFUSG12252.1.p1	APOSC_21561
OG0007782	OFUSG18608.1.p1	APOSC_19048
OG0007783	OFUSG18356.1.p1	APOSC_08633
OG0007785	OFUSG06327.1.p1	APOSC_00225, APOSC_09108
OG0007786	OFUSG12053.1.p1	APOSC_27963
OG0007788	OFUSG15334.1.p1	APOSC_11066
OG0007789	OFUSG15126.1.p1	APOSC_27516
OG0007790	OFUSG10920.1.p1	APOSC_12725
OG0007791	OFUSG13381.1.p1	APOSC_15286
OG0007794	OFUSG22344.1.p1	APOSC_01078
OG0007796	OFUSG08457.1.p1	APOSC_00173
OG0007797	OFUSG15128.1.p1	APOSC_06904
OG0007798	OFUSG09670.1.p1	APOSC_19232
OG0007799	OFUSG23487.1.p1	APOSC_07729
OG0007800	OFUSG02294.2.p1, OFUSG02294.1.p1	APOSC_04185
OG0007801	OFUSG10903.1.p1	APOSC_16478
OG0007802	OFUSG19089.1.p1	APOSC_24032
OG0007803	OFUSG11295.1.p1	APOSC_25972
OG0007804	OFUSG26380.1.p1	APOSC_27902
OG0007805	OFUSG10526.1.p1	APOSC_07297
OG0007807	OFUSG21236.2.p1, OFUSG21236.1.p1	APOSC_18526
OG0007808	OFUSG05690.1.p1	APOSC_14907, APOSC_14906
OG0007809	OFUSG00154.1.p1	APOSC_26876
OG0007810	OFUSG18852.1.p1	APOSC_20810
OG0007811	OFUSG20077.1.p1	APOSC_07082
OG0007812	OFUSG21342.1.p1	APOSC_14235
OG0007813	OFUSG25358.1.p1	APOSC_26038, APOSC_08477
OG0007814	OFUSG10053.1.p1	APOSC_17495
OG0007815	OFUSG17142.1.p1	APOSC_04655
OG0007816	OFUSG17687.1.p1	APOSC_06784
OG0007817	OFUSG12137.1.p1	APOSC_27217
OG0007820	OFUSG15238.1.p1	APOSC_13774
OG0007823	OFUSG18984.1.p1	APOSC_03519, APOSC_12438
OG0007824	OFUSG13800.1.p1	APOSC_19397, APOSC_08199
OG0007825	OFUSG04410.1.p1	APOSC_18771, APOSC_18772
OG0007826	OFUSG22681.1.p1	APOSC_13545
OG0007829	OFUSG21398.1.p1	APOSC_13789
OG0007830	OFUSG03916.1.p1	APOSC_25337
OG0007831	OFUSG19212.1.p1	APOSC_23248
OG0007832	OFUSG12592.1.p1	APOSC_11298
OG0007833	OFUSG22278.2.p1, OFUSG22278.1.p1	APOSC_10286
OG0007834	OFUSG05546.1.p1	APOSC_11688
OG0007835	OFUSG17500.1.p1	APOSC_19892
OG0007836	OFUSG17797.1.p1	APOSC_23593
OG0007837	OFUSG02641.1.p1, OFUSG02641.2.p1	APOSC_11771
OG0007838	OFUSG23633.1.p1	APOSC_07171
OG0007840	OFUSG12949.1.p1	APOSC_23763, APOSC_08976
OG0007841	OFUSG18201.1.p1	APOSC_20926
OG0007843	OFUSG02689.1.p1	APOSC_07300
OG0007845	OFUSG11939.1.p1	APOSC_18899, APOSC_18898
OG0007847	OFUSG07414.1.p1	APOSC_17152
OG0007848	OFUSG00458.1.p1	APOSC_10364
OG0007849	OFUSG25057.1.p1, OFUSG25057.2.p1	APOSC_09125
OG0007854	OFUSG00498.2.p1, OFUSG00498.1.p1, OFUSG00498.3.p1	APOSC_02461, APOSC_02460
OG0007857	OFUSG02437.1.p1, OFUSG02437.2.p1, OFUSG02437.3.p1	APOSC_06950
OG0007858	OFUSG19527.1.p1	APOSC_09977
OG0007859	OFUSG16552.1.p1	APOSC_16066
OG0007907	OFUSG24344.1.p1	APOSC_17006, APOSC_17009, APOSC_17007, APOSC_17008
OG0007908	OFUSG23097.1.p1	APOSC_09670
OG0007911	OFUSG10845.1.p1	APOSC_26735
OG0007912	OFUSG24170.5.p1, OFUSG24170.4.p1, OFUSG24170.3.p1, OFUSG24170.1.p1, OFUSG24170.2.p1	APOSC_12950
OG0007913	OFUSG08874.1.p1	APOSC_16904
OG0007915	OFUSG13452.1.p1	APOSC_04581
OG0007916	OFUSG01725.1.p1	APOSC_28168, APOSC_03479
OG0007921	OFUSG08790.1.p1	APOSC_05320
OG0007924	OFUSG03613.1.p1	APOSC_20243, APOSC_20242
OG0007925	OFUSG06688.1.p1	APOSC_05687
OG0007926	OFUSG09991.1.p1	APOSC_00955
OG0007927	OFUSG06063.1.p1	APOSC_24000
OG0007928	OFUSG06656.2.p1, OFUSG06656.1.p1	APOSC_20268
OG0007929	OFUSG22970.1.p1	APOSC_23012
OG0007930	OFUSG11751.1.p1	APOSC_18633
OG0007930	OFUSG20599.1.p1	APOSC_09219
OG0007931	OFUSG02704.1.p1	APOSC_05194
OG0007932	OFUSG12916.1.p1	APOSC_11906
OG0007933	OFUSG00544.1.p1	APOSC_04927
OG0007934	OFUSG17387.1.p1	APOSC_29023
OG0007935	OFUSG01074.1.p1	APOSC_22032
OG0007937	OFUSG11802.1.p1	APOSC_02733
OG0007938	OFUSG05621.1.p1	APOSC_23046
OG0007939	OFUSG06120.2.p1, OFUSG06120.1.p1	APOSC_08961
OG0007941	OFUSG13492.1.p1	APOSC_16273
OG0007943	OFUSG00522.1.p1	APOSC_24917
OG0007944	OFUSG03153.1.p1	APOSC_23766
OG0007946	OFUSG08410.1.p1	APOSC_20648, APOSC_20649
OG0007947	OFUSG17878.1.p1	APOSC_12155
OG0007948	OFUSG22612.1.p1	APOSC_25146
OG0007949	OFUSG20947.1.p1	APOSC_18779, APOSC_20539
OG0007951	OFUSG05438.1.p1	APOSC_01248
OG0007952	OFUSG15821.1.p1	APOSC_01052
OG0007953	OFUSG02876.1.p1	APOSC_00302
OG0007954	OFUSG00841.2.p1, OFUSG00841.1.p1	APOSC_19677, APOSC_19678
OG0007955	OFUSG11680.1.p1	APOSC_00091
OG0007956	OFUSG09627.1.p1	APOSC_19930
OG0007957	OFUSG17042.1.p1	APOSC_02795
OG0007958	OFUSG17138.1.p1	APOSC_13077
OG0007959	OFUSG17298.1.p1	APOSC_23624
OG0007961	OFUSG21435.1.p1	APOSC_04664
OG0007962	OFUSG02608.1.p1	APOSC_17861
OG0007963	OFUSG16928.1.p1	APOSC_07038
OG0007964	OFUSG10554.1.p1	APOSC_03858
OG0007965	OFUSG07497.1.p1	APOSC_13907
OG0007966	OFUSG04273.1.p1	APOSC_24056
OG0007968	OFUSG07892.1.p1	APOSC_13647
OG0007969	OFUSG21474.1.p1	APOSC_22956
OG0007970	OFUSG23680.1.p1	APOSC_06446
OG0007971	OFUSG13159.1.p1	APOSC_25406
OG0007972	OFUSG05104.1.p1	APOSC_08717
OG0007973	OFUSG18662.1.p1	APOSC_09594
OG0007974	OFUSG24934.1.p1	APOSC_08616
OG0007975	OFUSG26469.1.p1	APOSC_11633
OG0007976	OFUSG11047.1.p1	APOSC_23057
OG0007977	OFUSG10084.1.p1	APOSC_09009, APOSC_09008
OG0007978	OFUSG23595.1.p1	APOSC_20326
OG0007979	OFUSG02899.1.p1	APOSC_06426, APOSC_06427
OG0007980	OFUSG11702.1.p1	APOSC_27208
OG0007981	OFUSG25033.1.p1	APOSC_08505
OG0007983	OFUSG12564.1.p1	APOSC_02662
OG0007984	OFUSG09870.1.p1	APOSC_28885
OG0007985	OFUSG16831.1.p1	APOSC_01049
OG0007986	OFUSG09300.1.p1	APOSC_20381
OG0007987	OFUSG24174.1.p1	APOSC_17823
OG0007988	OFUSG05086.1.p1	APOSC_23468
OG0007990	OFUSG20268.1.p1	APOSC_13512
OG0007991	OFUSG11336.1.p1	APOSC_14722
OG0007992	OFUSG08507.1.p1, OFUSG08507.3.p1, OFUSG08507.2.p1	APOSC_05605
OG0007993	OFUSG12464.1.p1	APOSC_21612
OG0007994	OFUSG00061.1.p1	APOSC_12623
OG0007996	OFUSG25545.1.p1	APOSC_17440
OG0007997	OFUSG14866.1.p1	APOSC_21698
OG0007998	OFUSG04732.1.p1	APOSC_22204
OG0007999	OFUSG16655.1.p1	APOSC_09847
OG0008000	OFUSG17338.1.p1	APOSC_03861
OG0008001	OFUSG10860.1.p1	APOSC_01709
OG0008002	OFUSG21031.1.p1	APOSC_09739
OG0008003	OFUSG16902.1.p1	APOSC_25748
OG0008004	OFUSG04859.1.p1	APOSC_21640
OG0008005	OFUSG12467.1.p1	APOSC_09035
OG0008006	OFUSG13906.1.p1	APOSC_17172
OG0008007	OFUSG12740.2.p1, OFUSG12740.1.p1	APOSC_10197
OG0008008	OFUSG08327.1.p1	APOSC_08380
OG0008009	OFUSG03862.1.p1	APOSC_26253, APOSC_17890
OG0008011	OFUSG11017.1.p1	APOSC_14830
OG0008012	OFUSG06735.1.p1	APOSC_23151, APOSC_23150
OG0008013	OFUSG24335.1.p1	APOSC_01356
OG0008016	OFUSG08993.1.p1	APOSC_23825
OG0008017	OFUSG10257.1.p1	APOSC_11078, APOSC_28705, APOSC_14160
OG0008018	OFUSG05742.1.p1	APOSC_17034
OG0008019	OFUSG21945.1.p1	APOSC_07865
OG0008020	OFUSG25021.1.p1	APOSC_27780
OG0008022	OFUSG02172.1.p1	APOSC_16216
OG0008023	OFUSG12743.1.p1	APOSC_18944
OG0008024	OFUSG06689.1.p1	APOSC_19717, APOSC_07532, APOSC_11242
OG0008026	OFUSG12827.2.p1, OFUSG12827.1.p1	APOSC_09936
OG0008027	OFUSG11871.1.p1	APOSC_06386
OG0008028	OFUSG15376.1.p1	APOSC_27294, APOSC_27293
OG0008029	OFUSG23880.1.p1	APOSC_12999
OG0008030	OFUSG14835.1.p1	APOSC_03982
OG0008031	OFUSG02167.1.p1	APOSC_25984
OG0008032	OFUSG00997.1.p1	APOSC_01757
OG0008032	OFUSG11850.1.p1	APOSC_15828
OG0008036	OFUSG10797.1.p1	APOSC_28420
OG0008037	OFUSG09719.1.p1	APOSC_17986
OG0008038	OFUSG19938.1.p1	APOSC_15782
OG0008039	OFUSG24199.1.p1	APOSC_17831
OG0008040	OFUSG00411.1.p1	APOSC_13491
OG0008041	OFUSG18812.1.p1	APOSC_27285
OG0008042	OFUSG04696.1.p1, OFUSG04696.3.p1, OFUSG04696.2.p1	APOSC_09787
OG0008043	OFUSG03226.1.p1	APOSC_17796
OG0008044	OFUSG20351.1.p1	APOSC_16040, APOSC_05678, APOSC_28172
OG0008046	OFUSG20235.1.p1	APOSC_16451
OG0008047	OFUSG23641.1.p1	APOSC_07617, APOSC_28616
OG0008048	OFUSG04949.1.p1	APOSC_26085, APOSC_26086
OG0008049	OFUSG24140.1.p1	APOSC_26885
OG0008051	OFUSG17855.1.p1	APOSC_03468
OG0008052	OFUSG21851.1.p1	APOSC_17885
OG0008053	OFUSG07380.1.p1	APOSC_05241, APOSC_05242
OG0008054	OFUSG15807.1.p1	APOSC_27130
OG0008055	OFUSG18746.1.p1	APOSC_14003
OG0008056	OFUSG12830.1.p1	APOSC_08885
OG0008057	OFUSG16700.1.p1	APOSC_02687
OG0008058	OFUSG09245.1.p1	APOSC_01268
OG0008059	OFUSG15154.1.p1	APOSC_15499
OG0008060	OFUSG00466.1.p1	APOSC_01777, APOSC_06577
OG0008061	OFUSG20983.1.p1	APOSC_10219
OG0008062	OFUSG26406.2.p1, OFUSG26406.1.p1, OFUSG26409.1.p1	APOSC_12388
OG0008063	OFUSG08002.1.p1	APOSC_22434
OG0008064	OFUSG05201.1.p1, OFUSG12161.1.p1	APOSC_05171, APOSC_14780
OG0008065	OFUSG07149.1.p1	APOSC_07629
OG0008066	OFUSG09507.1.p1	APOSC_19369
OG0008067	OFUSG23698.1.p1	APOSC_16252
OG0008068	OFUSG03211.1.p1	APOSC_03814
OG0008069	OFUSG21110.1.p1	APOSC_20472
OG0008070	OFUSG13602.1.p1	APOSC_26005
OG0008071	OFUSG23439.1.p1	APOSC_24421
OG0008073	OFUSG07310.1.p1	APOSC_12795
