Orthogroup	OWEFU	ASTMX
OG0007464	OFUSG16985.1.p1	ASTMX01898
OG0007465	OFUSG15455.1.p1	ASTMX14370, ASTMX22932
OG0007467	OFUSG08692.1.p1	ASTMX18832
OG0007468	OFUSG19097.1.p1	ASTMX20018
OG0007471	OFUSG05247.1.p1	ASTMX05581
OG0007472	OFUSG09263.1.p1	ASTMX08198
OG0007475	OFUSG08570.1.p1	ASTMX09706
OG0007476	OFUSG13432.1.p1	ASTMX18971
OG0007477	OFUSG07040.1.p1	ASTMX19734
OG0007478	OFUSG13230.1.p1	ASTMX10619
OG0007480	OFUSG19354.1.p1	ASTMX07621
OG0007481	OFUSG22427.1.p1	ASTMX09636
OG0007482	OFUSG17340.1.p1	ASTMX15375
OG0007483	OFUSG23534.1.p1	ASTMX18379
OG0007484	OFUSG11388.1.p1	ASTMX16513
OG0007485	OFUSG22016.1.p1	ASTMX15236
OG0007486	OFUSG17883.1.p1	ASTMX17982, ASTMX09285, ASTMX22505
OG0007487	OFUSG22167.1.p1	ASTMX04401
OG0007488	OFUSG07538.1.p1	ASTMX15704
OG0007489	OFUSG12215.1.p1	ASTMX20723
OG0007490	OFUSG16873.1.p1	ASTMX11459
OG0007492	OFUSG25059.1.p1	ASTMX22346
OG0007493	OFUSG06845.1.p1	ASTMX17601, ASTMX16370
OG0007494	OFUSG22266.1.p1	ASTMX10193
OG0007495	OFUSG04434.1.p1	ASTMX11414
OG0007496	OFUSG16736.1.p1	ASTMX22765
OG0007497	OFUSG10341.1.p1	ASTMX00120
OG0007498	OFUSG17266.1.p1	ASTMX21105
OG0007499	OFUSG11843.1.p1	ASTMX03949
OG0007500	OFUSG04669.1.p1	ASTMX04154, ASTMX15693
OG0007501	OFUSG00839.1.p1	ASTMX07151
OG0007503	OFUSG14763.1.p1	ASTMX06574
OG0007504	OFUSG11026.1.p1	ASTMX12320
OG0007506	OFUSG12077.1.p1	ASTMX01578
OG0007507	OFUSG11287.1.p1	ASTMX22746
OG0007508	OFUSG26113.1.p1	ASTMX03316
OG0007509	OFUSG13309.1.p1	ASTMX09639
OG0007510	OFUSG13168.1.p1	ASTMX02461
OG0007513	OFUSG18747.1.p1	ASTMX22406, ASTMX07121
OG0007514	OFUSG16920.1.p1, OFUSG16920.2.p1	ASTMX05469
OG0007515	OFUSG22129.1.p1, OFUSG22129.3.p1, OFUSG22129.2.p1	ASTMX11064
OG0007516	OFUSG19190.1.p1	ASTMX00630, ASTMX02116
OG0007517	OFUSG08057.1.p1	ASTMX00346
OG0007518	OFUSG06829.1.p1	ASTMX22420
OG0007519	OFUSG20874.1.p1	ASTMX02575
OG0007520	OFUSG13140.2.p1, OFUSG13140.1.p1	ASTMX05912
OG0007521	OFUSG26522.1.p1	ASTMX02807, ASTMX13161
OG0007524	OFUSG14119.1.p1	ASTMX11833
OG0007525	OFUSG21392.1.p1	ASTMX02842
OG0007527	OFUSG05917.1.p1	ASTMX20421, ASTMX12338
OG0007528	OFUSG00537.1.p1	ASTMX16867
OG0007529	OFUSG18077.1.p1	ASTMX06570
OG0007533	OFUSG05889.1.p1, OFUSG05889.2.p1	ASTMX18571, ASTMX19307
OG0007540	OFUSG04541.1.p1	ASTMX05731, ASTMX01021, ASTMX00653
OG0007541	OFUSG11465.2.p1, OFUSG11465.1.p1	ASTMX01290
OG0007543	OFUSG07606.1.p1	ASTMX03328
OG0007550	OFUSG04956.1.p1	ASTMX22113, ASTMX11768, ASTMX18793
OG0007551	OFUSG23786.1.p1	ASTMX12969, ASTMX11830
OG0007582	OFUSG16744.1.p1	ASTMX04137
OG0007583	OFUSG19385.1.p1	ASTMX03611
OG0007584	OFUSG10532.1.p1, OFUSG10532.2.p1	ASTMX21397
OG0007586	OFUSG06940.1.p1	ASTMX18851
OG0007587	OFUSG15959.1.p1	ASTMX10665
OG0007588	OFUSG08373.1.p1	ASTMX16311
OG0007589	OFUSG03464.1.p1	ASTMX14018
OG0007591	OFUSG04404.1.p1	ASTMX10219
OG0007592	OFUSG04264.2.p1, OFUSG04264.1.p1	ASTMX15697
OG0007593	OFUSG17653.1.p1	ASTMX05699
OG0007596	OFUSG13185.1.p1, OFUSG13185.2.p1	ASTMX01050
OG0007597	OFUSG07837.1.p1	ASTMX12506
OG0007598	OFUSG02705.2.p1, OFUSG02705.1.p1	ASTMX15421
OG0007600	OFUSG14741.1.p1	ASTMX06490
OG0007602	OFUSG18659.1.p1	ASTMX12453
OG0007603	OFUSG05017.1.p1	ASTMX06253
OG0007604	OFUSG20886.1.p1	ASTMX02553
OG0007606	OFUSG11909.1.p1	ASTMX08449
OG0007607	OFUSG16917.1.p1	ASTMX05677
OG0007608	OFUSG13378.1.p1	ASTMX09087, ASTMX00919
OG0007609	OFUSG14337.1.p1	ASTMX13434
OG0007610	OFUSG18726.1.p1	ASTMX00949
OG0007611	OFUSG25283.2.p1, OFUSG25283.1.p1	ASTMX01317
OG0007612	OFUSG13254.1.p1	ASTMX05194
OG0007613	OFUSG13039.1.p1	ASTMX02855
OG0007614	OFUSG22780.1.p1	ASTMX02573
OG0007615	OFUSG06032.1.p1	ASTMX21643
OG0007617	OFUSG08967.1.p1	ASTMX10087
OG0007619	OFUSG23637.1.p1	ASTMX18208
OG0007621	OFUSG23418.1.p1	ASTMX08854
OG0007624	OFUSG00912.1.p1	ASTMX07491
OG0007626	OFUSG24926.1.p1	ASTMX04623
OG0007628	OFUSG02826.1.p1	ASTMX19581
OG0007629	OFUSG08807.1.p1	ASTMX13084
OG0007630	OFUSG24713.1.p1	ASTMX18126
OG0007631	OFUSG00433.1.p1	ASTMX20840, ASTMX09783
OG0007633	OFUSG17043.1.p1	ASTMX02751
OG0007634	OFUSG18364.1.p1	ASTMX19337
OG0007635	OFUSG11100.1.p1	ASTMX01942
OG0007637	OFUSG11941.1.p1	ASTMX04583
OG0007639	OFUSG10115.1.p1	ASTMX18691
OG0007640	OFUSG19648.1.p1	ASTMX17837, ASTMX02941
OG0007642	OFUSG17690.1.p1	ASTMX07389
OG0007643	OFUSG16038.1.p1	ASTMX05389
OG0007645	OFUSG09967.1.p1	ASTMX05408
OG0007646	OFUSG02602.2.p1, OFUSG02602.1.p1	ASTMX00141
OG0007647	OFUSG12352.1.p1	ASTMX19745
OG0007648	OFUSG23402.1.p1	ASTMX09097
OG0007650	OFUSG08401.1.p1	ASTMX15984
OG0007651	OFUSG08114.1.p1, OFUSG03816.1.p1	ASTMX20922
OG0007652	OFUSG07124.1.p1	ASTMX20055, ASTMX09733
OG0007653	OFUSG12107.1.p1	ASTMX11577
OG0007654	OFUSG23523.1.p1	ASTMX12009
OG0007655	OFUSG09596.1.p1	ASTMX05138, ASTMX12497, ASTMX11936, ASTMX02437
OG0007656	OFUSG06312.1.p1	ASTMX02152
OG0007657	OFUSG00269.1.p1	ASTMX19589
OG0007658	OFUSG00831.1.p1	ASTMX08797
OG0007659	OFUSG26310.1.p1	ASTMX12190
OG0007660	OFUSG08033.1.p1	ASTMX11758
OG0007663	OFUSG08187.1.p1	ASTMX21598
OG0007664	OFUSG18907.1.p1	ASTMX00404
OG0007665	OFUSG22453.1.p1	ASTMX09981
OG0007666	OFUSG18592.1.p1	ASTMX17057, ASTMX14860
OG0007667	OFUSG12265.1.p1	ASTMX06071
OG0007668	OFUSG15536.1.p1	ASTMX20312
OG0007669	OFUSG05619.1.p1	ASTMX00417
OG0007670	OFUSG13342.1.p1, OFUSG13342.2.p1	ASTMX08467
OG0007672	OFUSG00619.1.p1	ASTMX00534, ASTMX00119
OG0007673	OFUSG12933.1.p1	ASTMX05762
OG0007674	OFUSG12587.1.p1	ASTMX20726
OG0007675	OFUSG13447.1.p1	ASTMX07674
OG0007676	OFUSG07077.2.p1, OFUSG07077.1.p1	ASTMX19972
OG0007677	OFUSG08042.3.p1, OFUSG08042.1.p1, OFUSG08042.2.p1	ASTMX14237
OG0007679	OFUSG05979.1.p1	ASTMX04667
OG0007680	OFUSG13025.1.p1	ASTMX05414
OG0007681	OFUSG08756.1.p1, OFUSG08756.2.p1, OFUSG08756.3.p1	ASTMX12414
OG0007684	OFUSG21664.1.p1	ASTMX06059
OG0007685	OFUSG11339.1.p1	ASTMX02773
OG0007689	OFUSG22558.1.p1, OFUSG22558.2.p1	ASTMX16346
OG0007690	OFUSG05888.1.p1	ASTMX14447
OG0007691	OFUSG17394.1.p1	ASTMX14360
OG0007692	OFUSG10240.1.p1	ASTMX14270
OG0007694	OFUSG22930.1.p1	ASTMX07418
OG0007695	OFUSG23690.1.p1	ASTMX05012, ASTMX04328
OG0007696	OFUSG05710.1.p1	ASTMX12954, ASTMX08314
OG0007697	OFUSG15762.1.p1	ASTMX17473
OG0007698	OFUSG13946.1.p1	ASTMX10373
OG0007700	OFUSG15537.1.p1	ASTMX20412
OG0007701	OFUSG22537.1.p1	ASTMX16330
OG0007702	OFUSG07854.1.p1	ASTMX22374, ASTMX04372
OG0007703	OFUSG10399.1.p1	ASTMX19453
OG0007704	OFUSG04621.1.p1	ASTMX12994
OG0007705	OFUSG18179.1.p1, OFUSG18179.2.p1	ASTMX17453
OG0007706	OFUSG11056.1.p1	ASTMX07321
OG0007707	OFUSG09514.1.p1	ASTMX20330, ASTMX04335, ASTMX06982
OG0007708	OFUSG16188.2.p1, OFUSG16188.1.p1	ASTMX05720
OG0007711	OFUSG00605.1.p1	ASTMX13419
OG0007712	OFUSG05858.1.p1	ASTMX07651
OG0007713	OFUSG15968.1.p1	ASTMX19622
OG0007714	OFUSG02938.1.p1	ASTMX01182
OG0007715	OFUSG22189.2.p1, OFUSG22189.1.p1	ASTMX15762
OG0007716	OFUSG21373.1.p1	ASTMX22069
OG0007717	OFUSG17544.1.p1	ASTMX12667
OG0007718	OFUSG24333.1.p1	ASTMX06214
OG0007719	OFUSG16153.1.p1	ASTMX18551
OG0007721	OFUSG06763.1.p1	ASTMX05840
OG0007722	OFUSG09667.1.p1	ASTMX00744
OG0007723	OFUSG04168.1.p1	ASTMX04316
OG0007724	OFUSG17220.1.p1	ASTMX03607
OG0007725	OFUSG25697.1.p1	ASTMX13307, ASTMX16772
OG0007726	OFUSG13718.2.p1, OFUSG13718.1.p1	ASTMX10273
OG0007727	OFUSG04739.1.p1	ASTMX14601
OG0007728	OFUSG12092.1.p1	ASTMX06139
OG0007729	OFUSG11497.1.p1	ASTMX18244
OG0007730	OFUSG20248.1.p1	ASTMX07395
OG0007733	OFUSG05630.1.p1	ASTMX01784
OG0007734	OFUSG13294.1.p1	ASTMX15091, ASTMX03999
OG0007736	OFUSG15042.1.p1	ASTMX11296
OG0007738	OFUSG08886.1.p1	ASTMX19490
OG0007739	OFUSG00877.1.p1	ASTMX06348
OG0007741	OFUSG04087.1.p1	ASTMX04638
OG0007743	OFUSG24314.1.p1	ASTMX04763
OG0007744	OFUSG07022.1.p1	ASTMX19319
OG0007745	OFUSG24033.1.p1	ASTMX00381
OG0007746	OFUSG25087.2.p1, OFUSG25087.1.p1	ASTMX01281
OG0007749	OFUSG06926.1.p1	ASTMX05167
OG0007750	OFUSG13242.1.p1	ASTMX13139
OG0007751	OFUSG19113.1.p1	ASTMX19310
OG0007752	OFUSG14080.1.p1	ASTMX18140
OG0007753	OFUSG14260.1.p1, OFUSG14259.1.p1	ASTMX21748
OG0007754	OFUSG23541.2.p2, OFUSG23541.1.p1	ASTMX14947
OG0007755	OFUSG07853.1.p1, OFUSG07853.2.p1	ASTMX01102, ASTMX00711
OG0007759	OFUSG09907.1.p1	ASTMX08280
OG0007761	OFUSG23226.1.p1	ASTMX05522, ASTMX22088
OG0007763	OFUSG13188.1.p1	ASTMX17791
OG0007766	OFUSG10019.2.p1, OFUSG10019.1.p1	ASTMX07721
OG0007769	OFUSG10116.1.p1	ASTMX18905
OG0007770	OFUSG15214.1.p1	ASTMX10721
OG0007771	OFUSG19373.1.p1	ASTMX10494
OG0007772	OFUSG14806.1.p1	ASTMX00533
OG0007774	OFUSG16284.1.p1	ASTMX17700
OG0007775	OFUSG15554.1.p1	ASTMX12159
OG0007776	OFUSG19566.2.p1, OFUSG19566.1.p1	ASTMX10383
OG0007779	OFUSG16301.1.p1	ASTMX15026
OG0007780	OFUSG11825.1.p1	ASTMX08076
OG0007781	OFUSG12252.1.p1	ASTMX02218
OG0007782	OFUSG18608.1.p1	ASTMX07331
OG0007783	OFUSG18356.1.p1	ASTMX17810
OG0007784	OFUSG04138.1.p1	ASTMX15989
OG0007785	OFUSG06327.1.p1	ASTMX07125, ASTMX07124
OG0007786	OFUSG12053.1.p1	ASTMX18635
OG0007787	OFUSG25805.3.p1, OFUSG25805.1.p1, OFUSG25805.2.p1	ASTMX02068
OG0007788	OFUSG15334.1.p1	ASTMX01469
OG0007789	OFUSG15126.1.p1	ASTMX16141
OG0007790	OFUSG10920.1.p1	ASTMX20616
OG0007791	OFUSG13381.1.p1	ASTMX00738
OG0007794	OFUSG22344.1.p1	ASTMX15194
OG0007796	OFUSG08457.1.p1	ASTMX21888, ASTMX10660
OG0007797	OFUSG15128.1.p1	ASTMX04459
OG0007798	OFUSG09670.1.p1	ASTMX15270
OG0007799	OFUSG23487.1.p1	ASTMX14602
OG0007800	OFUSG02294.2.p1, OFUSG02294.1.p1	ASTMX02257
OG0007801	OFUSG10903.1.p1	ASTMX20707
OG0007802	OFUSG19089.1.p1	ASTMX10115
OG0007803	OFUSG11295.1.p1	ASTMX11582
OG0007804	OFUSG26380.1.p1	ASTMX02512
OG0007805	OFUSG10526.1.p1	ASTMX09885
OG0007806	OFUSG26321.1.p1	ASTMX13580, ASTMX09057, ASTMX11458
OG0007807	OFUSG21236.2.p1, OFUSG21236.1.p1	ASTMX16145
OG0007808	OFUSG05690.1.p1	ASTMX08371, ASTMX00929
OG0007809	OFUSG00154.1.p1	ASTMX14577
OG0007810	OFUSG18852.1.p1	ASTMX08369
OG0007811	OFUSG20077.1.p1	ASTMX11168
OG0007812	OFUSG21342.1.p1	ASTMX02668, ASTMX18552
OG0007813	OFUSG25358.1.p1	ASTMX07499
OG0007814	OFUSG10053.1.p1	ASTMX13396
OG0007816	OFUSG17687.1.p1	ASTMX05675
OG0007817	OFUSG12137.1.p1	ASTMX11147, ASTMX13673
OG0007820	OFUSG15238.1.p1	ASTMX15997
OG0007823	OFUSG18984.1.p1	ASTMX16149
OG0007824	OFUSG13800.1.p1	ASTMX03276
OG0007825	OFUSG04410.1.p1	ASTMX18618
OG0007826	OFUSG22681.1.p1	ASTMX09991
OG0007830	OFUSG03916.1.p1	ASTMX18257
OG0007831	OFUSG19212.1.p1	ASTMX04668
OG0007832	OFUSG12592.1.p1	ASTMX04594
OG0007833	OFUSG22278.2.p1, OFUSG22278.1.p1	ASTMX05052
OG0007834	OFUSG05546.1.p1	ASTMX20813
OG0007835	OFUSG17500.1.p1	ASTMX03027
OG0007836	OFUSG17797.1.p1	ASTMX04626
OG0007837	OFUSG02641.1.p1, OFUSG02641.2.p1	ASTMX13314
OG0007838	OFUSG23633.1.p1	ASTMX05098
OG0007840	OFUSG12949.1.p1	ASTMX15255
OG0007841	OFUSG18201.1.p1	ASTMX15833, ASTMX03250, ASTMX22662
OG0007842	OFUSG20821.1.p1	ASTMX15043
OG0007843	OFUSG02689.1.p1	ASTMX18009
OG0007845	OFUSG11939.1.p1	ASTMX00783
OG0007847	OFUSG07414.1.p1	ASTMX01737
OG0007848	OFUSG00458.1.p1	ASTMX04212
OG0007849	OFUSG25057.1.p1, OFUSG25057.2.p1	ASTMX01357
OG0007854	OFUSG00498.2.p1, OFUSG00498.1.p1, OFUSG00498.3.p1	ASTMX08184
OG0007857	OFUSG02437.1.p1, OFUSG02437.2.p1, OFUSG02437.3.p1	ASTMX20847
OG0007858	OFUSG19527.1.p1	ASTMX05032
OG0007859	OFUSG16552.1.p1	ASTMX14666
OG0007876	OFUSG19398.1.p1	ASTMX23067, ASTMX21545, ASTMX22679, ASTMX23000, ASTMX23024
OG0007908	OFUSG23097.1.p1	ASTMX15245
OG0007911	OFUSG10845.1.p1	ASTMX10631
OG0007913	OFUSG08874.1.p1	ASTMX06223
OG0007915	OFUSG13452.1.p1	ASTMX13424
OG0007916	OFUSG01725.1.p1	ASTMX09786
OG0007920	OFUSG09330.1.p1	ASTMX03083, ASTMX03082
OG0007921	OFUSG08790.1.p1	ASTMX21796
OG0007924	OFUSG03613.1.p1	ASTMX04371
OG0007925	OFUSG06688.1.p1	ASTMX09750, ASTMX06915, ASTMX09041, ASTMX09047
OG0007926	OFUSG09991.1.p1	ASTMX09675
OG0007927	OFUSG06063.1.p1	ASTMX03056
OG0007928	OFUSG06656.2.p1, OFUSG06656.1.p1	ASTMX01981
OG0007929	OFUSG22970.1.p1	ASTMX06749
OG0007931	OFUSG02704.1.p1	ASTMX05848, ASTMX15420
OG0007932	OFUSG12916.1.p1	ASTMX06742, ASTMX00852
OG0007934	OFUSG17387.1.p1	ASTMX12712
OG0007935	OFUSG01074.1.p1	ASTMX04563
OG0007936	OFUSG21009.1.p1	ASTMX01223
OG0007937	OFUSG11802.1.p1	ASTMX18654
OG0007939	OFUSG06120.2.p1, OFUSG06120.1.p1	ASTMX18115
OG0007941	OFUSG13492.1.p1	ASTMX14695
OG0007943	OFUSG00522.1.p1	ASTMX09388
OG0007944	OFUSG03153.1.p1	ASTMX03374
OG0007945	OFUSG25427.1.p1	ASTMX04414
OG0007946	OFUSG08410.1.p1	ASTMX11784
OG0007947	OFUSG17878.1.p1	ASTMX14167
OG0007948	OFUSG22612.1.p1	ASTMX03507
OG0007949	OFUSG20947.1.p1	ASTMX02833
OG0007951	OFUSG05438.1.p1	ASTMX07694
OG0007952	OFUSG15821.1.p1	ASTMX22285
OG0007953	OFUSG02876.1.p1	ASTMX13305
OG0007954	OFUSG00841.2.p1, OFUSG00841.1.p1	ASTMX03836
OG0007955	OFUSG11680.1.p1	ASTMX12269
OG0007956	OFUSG09627.1.p1	ASTMX08199
OG0007957	OFUSG17042.1.p1	ASTMX08905
OG0007958	OFUSG17138.1.p1	ASTMX18083
OG0007959	OFUSG17298.1.p1	ASTMX16070
OG0007960	OFUSG00808.1.p1	ASTMX13619
OG0007961	OFUSG21435.1.p1	ASTMX06510, ASTMX11169
OG0007962	OFUSG02608.1.p1	ASTMX18003
OG0007963	OFUSG16928.1.p1	ASTMX02121
OG0007964	OFUSG10554.1.p1	ASTMX05932
OG0007965	OFUSG07497.1.p1	ASTMX04863
OG0007966	OFUSG04273.1.p1	ASTMX13642
OG0007968	OFUSG07892.1.p1	ASTMX06631
OG0007969	OFUSG21474.1.p1	ASTMX02933
OG0007970	OFUSG23680.1.p1	ASTMX04780
OG0007971	OFUSG13159.1.p1	ASTMX14279
OG0007972	OFUSG05104.1.p1	ASTMX21237
OG0007973	OFUSG18662.1.p1	ASTMX06438
OG0007974	OFUSG24934.1.p1	ASTMX03195
OG0007975	OFUSG26469.1.p1	ASTMX05689
OG0007976	OFUSG11047.1.p1	ASTMX19235
OG0007977	OFUSG10084.1.p1	ASTMX14691
OG0007978	OFUSG23595.1.p1	ASTMX18483
OG0007979	OFUSG02899.1.p1	ASTMX21845
OG0007980	OFUSG11702.1.p1	ASTMX02485
OG0007981	OFUSG25033.1.p1	ASTMX22696, ASTMX12279
OG0007983	OFUSG12564.1.p1	ASTMX18415
OG0007984	OFUSG09870.1.p1	ASTMX05644
OG0007985	OFUSG16831.1.p1	ASTMX00312
OG0007986	OFUSG09300.1.p1	ASTMX08203
OG0007987	OFUSG24174.1.p1	ASTMX13188, ASTMX17252
OG0007988	OFUSG05086.1.p1	ASTMX06904
OG0007990	OFUSG20268.1.p1	ASTMX10148
OG0007991	OFUSG11336.1.p1	ASTMX15639
OG0007992	OFUSG08507.1.p1, OFUSG08507.3.p1, OFUSG08507.2.p1	ASTMX11750, ASTMX02581
OG0007993	OFUSG12464.1.p1	ASTMX01291
OG0007996	OFUSG25545.1.p1	ASTMX06882
OG0007997	OFUSG14866.1.p1	ASTMX03766
OG0007999	OFUSG16655.1.p1	ASTMX07377
OG0008000	OFUSG17338.1.p1	ASTMX13017
OG0008001	OFUSG10860.1.p1	ASTMX17979
OG0008002	OFUSG21031.1.p1	ASTMX12617
OG0008003	OFUSG16902.1.p1	ASTMX05604
OG0008004	OFUSG04859.1.p1	ASTMX21235
OG0008006	OFUSG13906.1.p1	ASTMX04524
OG0008007	OFUSG12740.2.p1, OFUSG12740.1.p1	ASTMX17037
OG0008008	OFUSG08327.1.p1	ASTMX04952
OG0008009	OFUSG03862.1.p1	ASTMX15382
OG0008011	OFUSG11017.1.p1	ASTMX09223
OG0008012	OFUSG06735.1.p1	ASTMX14085
OG0008013	OFUSG24335.1.p1	ASTMX09598
OG0008016	OFUSG08993.1.p1	ASTMX14706
OG0008017	OFUSG10257.1.p1	ASTMX06391
OG0008018	OFUSG05742.1.p1	ASTMX02804
OG0008019	OFUSG21945.1.p1	ASTMX16933
OG0008020	OFUSG25021.1.p1	ASTMX05825
OG0008022	OFUSG02172.1.p1	ASTMX08101
OG0008023	OFUSG12743.1.p1	ASTMX09231
OG0008025	OFUSG08950.1.p1	ASTMX12319, ASTMX04979
OG0008026	OFUSG12827.2.p1, OFUSG12827.1.p1	ASTMX22338
OG0008027	OFUSG11871.1.p1	ASTMX13655
OG0008028	OFUSG15376.1.p1	ASTMX09119
OG0008029	OFUSG23880.1.p1	ASTMX03518
OG0008030	OFUSG14835.1.p1	ASTMX10317
OG0008031	OFUSG02167.1.p1	ASTMX14362
OG0008033	OFUSG06086.1.p1	ASTMX11477
OG0008035	OFUSG10392.1.p1	ASTMX20014, ASTMX05263, ASTMX12451
OG0008036	OFUSG10797.1.p1	ASTMX21006
OG0008037	OFUSG09719.1.p1	ASTMX12411
OG0008038	OFUSG19938.1.p1	ASTMX02104
OG0008039	OFUSG24199.1.p1	ASTMX16331
OG0008040	OFUSG00411.1.p1	ASTMX03841
OG0008041	OFUSG18812.1.p1	ASTMX12610
OG0008043	OFUSG03226.1.p1	ASTMX17469
OG0008046	OFUSG20235.1.p1	ASTMX10231
OG0008047	OFUSG23641.1.p1	ASTMX02150
OG0008048	OFUSG04949.1.p1	ASTMX00882
OG0008049	OFUSG24140.1.p1	ASTMX03509
OG0008051	OFUSG17855.1.p1	ASTMX21396
OG0008052	OFUSG21851.1.p1	ASTMX04543
OG0008053	OFUSG07380.1.p1	ASTMX12568
OG0008054	OFUSG15807.1.p1	ASTMX19942
OG0008055	OFUSG18746.1.p1	ASTMX13290
OG0008056	OFUSG12830.1.p1	ASTMX18151
OG0008057	OFUSG16700.1.p1	ASTMX13259
OG0008058	OFUSG09245.1.p1	ASTMX19986
OG0008060	OFUSG00466.1.p1	ASTMX00993
OG0008061	OFUSG20983.1.p1	ASTMX06138
OG0008062	OFUSG26406.2.p1, OFUSG26406.1.p1, OFUSG26409.1.p1	ASTMX21745
OG0008063	OFUSG08002.1.p1	ASTMX10084, ASTMX13488, ASTMX21341
OG0008064	OFUSG05201.1.p1	ASTMX09865
OG0008065	OFUSG07149.1.p1	ASTMX07100, ASTMX02601
OG0008066	OFUSG09507.1.p1	ASTMX02235
OG0008067	OFUSG23698.1.p1	ASTMX11037
OG0008068	OFUSG03211.1.p1	ASTMX14752, ASTMX18010
OG0008069	OFUSG21110.1.p1	ASTMX07898
OG0008070	OFUSG13602.1.p1	ASTMX14041
OG0008071	OFUSG23439.1.p1	ASTMX03165
OG0008073	OFUSG07310.1.p1	ASTMX20576
OG0008074	OFUSG23885.1.p1	ASTMX03465
OG0008075	OFUSG03661.1.p1	ASTMX01773
OG0008076	OFUSG16290.1.p1	ASTMX22523
OG0008077	OFUSG12356.1.p1	ASTMX12175
OG0008078	OFUSG25752.1.p1, OFUSG25032.1.p1, OFUSG25032.2.p1	ASTMX19174
OG0008079	OFUSG21485.1.p1	ASTMX06132
OG0008080	OFUSG00053.1.p1	ASTMX02163
OG0008081	OFUSG20771.1.p1	ASTMX07518
OG0008082	OFUSG13504.2.p1, OFUSG13504.1.p1	ASTMX12613
OG0008083	OFUSG17972.1.p1	ASTMX17394
OG0008084	OFUSG12398.1.p1	ASTMX17548
OG0008085	OFUSG06913.1.p1	ASTMX12950
OG0008087	OFUSG26337.1.p1	ASTMX15035, ASTMX13617
OG0008089	OFUSG18780.1.p1	ASTMX20683
OG0008090	OFUSG19720.1.p1, OFUSG09467.1.p1, OFUSG09467.2.p1	ASTMX11523
OG0008091	OFUSG24010.1.p1	ASTMX19021
OG0008092	OFUSG07718.1.p1	ASTMX18136
OG0008093	OFUSG10745.1.p1, OFUSG06672.1.p1	ASTMX14448
OG0008094	OFUSG05483.1.p1	ASTMX20288, ASTMX22755
OG0008098	OFUSG25108.1.p1	ASTMX07610
OG0008099	OFUSG17705.2.p1, OFUSG17705.1.p1	ASTMX14690
OG0008100	OFUSG01562.1.p1	ASTMX03221
OG0008102	OFUSG06272.1.p1	ASTMX18367
OG0008103	OFUSG12555.1.p1	ASTMX04700
OG0008104	OFUSG19032.1.p1	ASTMX01493
OG0008105	OFUSG12576.1.p1	ASTMX21863
OG0008107	OFUSG04089.1.p1	ASTMX07927
OG0008109	OFUSG15368.1.p1	ASTMX09340
OG0008111	OFUSG09040.1.p1	ASTMX00256
OG0008112	OFUSG11684.1.p1	ASTMX09683, ASTMX09684
OG0008113	OFUSG04242.1.p1	ASTMX03400
OG0008115	OFUSG11236.1.p1	ASTMX08522
OG0008117	OFUSG07978.1.p1	ASTMX09862
OG0008119	OFUSG22463.1.p1	ASTMX12809
OG0008123	OFUSG11243.1.p1	ASTMX04619, ASTMX09375, ASTMX11809
OG0008124	OFUSG07399.1.p1, OFUSG07398.1.p1, OFUSG25118.1.p1, OFUSG22332.1.p1, OFUSG07400.1.p1, OFUSG01212.1.p1, OFUSG01214.1.p1, OFUSG19851.1.p1, OFUSG07402.1.p1	ASTMX06051
OG0008125	OFUSG16587.1.p1	ASTMX17877, ASTMX17876
OG0008126	OFUSG09108.1.p1	ASTMX09175
OG0008136	OFUSG19526.1.p1	ASTMX05309
OG0008143	OFUSG02811.1.p1	ASTMX04098
OG0008149	OFUSG17501.1.p1	ASTMX01958, ASTMX05788, ASTMX14327
OG0008155	OFUSG22371.1.p1	ASTMX22094, ASTMX21138, ASTMX15834
OG0008156	OFUSG19046.1.p1	ASTMX18508
OG0008196	OFUSG09768.1.p1	ASTMX23059
OG0008199	OFUSG02684.1.p1	ASTMX18291
OG0008201	OFUSG06477.1.p1	ASTMX09451
OG0008202	OFUSG01243.1.p1	ASTMX03742
OG0008203	OFUSG18312.1.p1	ASTMX19811
OG0008205	OFUSG07068.1.p1	ASTMX14352
OG0008206	OFUSG08205.1.p1	ASTMX20685
OG0008211	OFUSG08466.2.p1, OFUSG08466.1.p1	ASTMX18370
OG0008213	OFUSG01815.1.p1	ASTMX04183
OG0008214	OFUSG12655.1.p1	ASTMX16918
OG0008216	OFUSG12125.1.p1, OFUSG17191.1.p1	ASTMX15095
OG0008217	OFUSG10908.1.p1	ASTMX15399
OG0008218	OFUSG10017.1.p1	ASTMX11659, ASTMX11658
OG0008219	OFUSG10555.1.p1	ASTMX06142
OG0008220	OFUSG11032.1.p1	ASTMX18047
OG0008222	OFUSG19358.1.p1	ASTMX18501, ASTMX02805
OG0008223	OFUSG14008.1.p1, OFUSG02822.1.p1	ASTMX08792
OG0008224	OFUSG20468.1.p1	ASTMX13852
OG0008225	OFUSG03680.1.p1	ASTMX08009
OG0008227	OFUSG08560.1.p1	ASTMX18852
OG0008228	OFUSG06885.1.p1	ASTMX10779
OG0008230	OFUSG22790.1.p1	ASTMX07030
OG0008231	OFUSG06642.4.p1, OFUSG06642.2.p1, OFUSG06642.1.p1, OFUSG06642.5.p1, OFUSG06642.3.p1	ASTMX12821
