Orthogroup	OWEFU	AMPFI_ok
OG0007515	OFUSG22129.1.p1, OFUSG22129.3.p1, OFUSG22129.2.p1	AMPFI_14037
OG0007516	OFUSG19190.1.p1	AMPFI_14074
OG0007517	OFUSG08057.1.p1	AMPFI_14076
OG0007518	OFUSG06829.1.p1	AMPFI_14635
OG0007519	OFUSG20874.1.p1	AMPFI_15083
OG0007520	OFUSG13140.2.p1, OFUSG13140.1.p1	AMPFI_15347
OG0007521	OFUSG26522.1.p1	AMPFI_15616
OG0007524	OFUSG14119.1.p1	AMPFI_18839
OG0007525	OFUSG21392.1.p1	AMPFI_20078
OG0007527	OFUSG05917.1.p1	AMPFI_21425
OG0007528	OFUSG00537.1.p1	AMPFI_22110
OG0007529	OFUSG18077.1.p1	AMPFI_24995
OG0007582	OFUSG16744.1.p1	AMPFI_07988
OG0007583	OFUSG19385.1.p1	AMPFI_19749
OG0007584	OFUSG10532.1.p1, OFUSG10532.2.p1	AMPFI_16069
OG0007586	OFUSG06940.1.p1	AMPFI_15087
OG0007587	OFUSG15959.1.p1	AMPFI_00261
OG0007589	OFUSG03464.1.p1	AMPFI_10679
OG0007591	OFUSG04404.1.p1	AMPFI_24174
OG0007593	OFUSG17653.1.p1	AMPFI_14751
OG0007594	OFUSG09058.1.p1	AMPFI_04092
OG0007595	OFUSG19395.1.p1	AMPFI_11668
OG0007596	OFUSG13185.1.p1, OFUSG13185.2.p1	AMPFI_07298
OG0007597	OFUSG07837.1.p1	AMPFI_14347
OG0007600	OFUSG14741.1.p1	AMPFI_18346
OG0007602	OFUSG18659.1.p1	AMPFI_15464, AMPFI_15463
OG0007603	OFUSG05017.1.p1	AMPFI_04653
OG0007604	OFUSG20886.1.p1	AMPFI_25405
OG0007606	OFUSG11909.1.p1	AMPFI_06131
OG0007607	OFUSG16917.1.p1	AMPFI_12626
OG0007609	OFUSG14337.1.p1	AMPFI_08364
OG0007610	OFUSG18726.1.p1	AMPFI_13414
OG0007611	OFUSG25283.2.p1, OFUSG25283.1.p1	AMPFI_22256
OG0007614	OFUSG22780.1.p1	AMPFI_22950
OG0007615	OFUSG06032.1.p1	AMPFI_05411
OG0007617	OFUSG08967.1.p1	AMPFI_24034
OG0007618	OFUSG01286.1.p1	AMPFI_13803
OG0007619	OFUSG23637.1.p1	AMPFI_16350
OG0007621	OFUSG23418.1.p1	AMPFI_20447
OG0007623	OFUSG24746.1.p1	AMPFI_23186
OG0007624	OFUSG00912.1.p1	AMPFI_07608
OG0007625	OFUSG01065.1.p1	AMPFI_23297
OG0007626	OFUSG24926.1.p1	AMPFI_01785
OG0007628	OFUSG02826.1.p1	AMPFI_14690
OG0007629	OFUSG08807.1.p1	AMPFI_19195
OG0007630	OFUSG24713.1.p1	AMPFI_13927
OG0007633	OFUSG17043.1.p1	AMPFI_10277
OG0007634	OFUSG18364.1.p1	AMPFI_24876
OG0007635	OFUSG11100.1.p1	AMPFI_21933
OG0007636	OFUSG01941.1.p1	AMPFI_08101, AMPFI_16342
OG0007637	OFUSG11941.1.p1	AMPFI_01310, AMPFI_21962, AMPFI_14482
OG0007639	OFUSG10115.1.p1	AMPFI_05197
OG0007640	OFUSG19648.1.p1	AMPFI_07158
OG0007643	OFUSG16038.1.p1	AMPFI_13773
OG0007645	OFUSG09967.1.p1	AMPFI_12316
OG0007646	OFUSG02602.2.p1, OFUSG02602.1.p1	AMPFI_00470
OG0007647	OFUSG12352.1.p1	AMPFI_15259
OG0007648	OFUSG23402.1.p1	AMPFI_08367
OG0007649	OFUSG11208.1.p1	AMPFI_10613
OG0007650	OFUSG08401.1.p1	AMPFI_12826
OG0007651	OFUSG08114.1.p1	AMPFI_11377
OG0007653	OFUSG12107.1.p1	AMPFI_03820
OG0007654	OFUSG23523.1.p1	AMPFI_07064
OG0007655	OFUSG09596.1.p1	AMPFI_02330
OG0007656	OFUSG06312.1.p1	AMPFI_11443
OG0007657	OFUSG00269.1.p1	AMPFI_05533
OG0007659	OFUSG26310.1.p1	AMPFI_14250
OG0007660	OFUSG08033.1.p1	AMPFI_07720
OG0007663	OFUSG08187.1.p1	AMPFI_17931
OG0007664	OFUSG18907.1.p1	AMPFI_14515
OG0007665	OFUSG22453.1.p1	AMPFI_17902, AMPFI_13287
OG0007666	OFUSG18592.1.p1	AMPFI_04437
OG0007667	OFUSG12265.1.p1	AMPFI_05812
OG0007668	OFUSG15536.1.p1	AMPFI_10920
OG0007669	OFUSG05619.1.p1	AMPFI_13323
OG0007670	OFUSG13342.1.p1, OFUSG13342.2.p1	AMPFI_09118, AMPFI_09117
OG0007671	OFUSG16155.1.p1	AMPFI_11568
OG0007673	OFUSG12933.1.p1	AMPFI_07718
OG0007674	OFUSG12587.1.p1	AMPFI_06402
OG0007675	OFUSG13447.1.p1	AMPFI_08686
OG0007676	OFUSG07077.2.p1, OFUSG07077.1.p1	AMPFI_06266
OG0007679	OFUSG05979.1.p1	AMPFI_08337
OG0007680	OFUSG13025.1.p1	AMPFI_01145
OG0007681	OFUSG08756.1.p1, OFUSG08756.2.p1, OFUSG08756.3.p1	AMPFI_12529
OG0007683	OFUSG10975.1.p1	AMPFI_16411, AMPFI_25023
OG0007683	OFUSG10974.1.p1	AMPFI_23797, AMPFI_22961
OG0007684	OFUSG21664.1.p1	AMPFI_09234
OG0007685	OFUSG11339.1.p1	AMPFI_23757
OG0007686	OFUSG05228.1.p1	AMPFI_01271
OG0007689	OFUSG22558.1.p1, OFUSG22558.2.p1	AMPFI_21023
OG0007690	OFUSG05888.1.p1	AMPFI_08721
OG0007691	OFUSG17394.1.p1	AMPFI_15919
OG0007692	OFUSG10240.1.p1	AMPFI_21014
OG0007693	OFUSG19799.1.p1	AMPFI_04970
OG0007694	OFUSG22930.1.p1	AMPFI_02877
OG0007695	OFUSG23690.1.p1	AMPFI_00441
OG0007696	OFUSG05710.1.p1	AMPFI_11231
OG0007697	OFUSG15762.1.p1	AMPFI_14474
OG0007698	OFUSG13946.1.p1	AMPFI_04766
OG0007699	OFUSG03949.1.p1	AMPFI_07823
OG0007700	OFUSG15537.1.p1	AMPFI_08021
OG0007701	OFUSG22537.1.p1	AMPFI_11708
OG0007702	OFUSG07854.1.p1	AMPFI_25722
OG0007703	OFUSG10399.1.p1	AMPFI_06898
OG0007704	OFUSG04621.1.p1	AMPFI_24990, AMPFI_16227
OG0007705	OFUSG18179.1.p1, OFUSG18179.2.p1	AMPFI_02466
OG0007706	OFUSG11056.1.p1	AMPFI_01075
OG0007708	OFUSG16188.2.p1, OFUSG16188.1.p1	AMPFI_09437
OG0007711	OFUSG00605.1.p1	AMPFI_00864
OG0007712	OFUSG05858.1.p1	AMPFI_01298
OG0007713	OFUSG15968.1.p1	AMPFI_02051
OG0007714	OFUSG02938.1.p1	AMPFI_13479
OG0007715	OFUSG22189.2.p1, OFUSG22189.1.p1	AMPFI_12304
OG0007716	OFUSG21373.1.p1	AMPFI_01726, AMPFI_25648
OG0007717	OFUSG17544.1.p1	AMPFI_00651
OG0007718	OFUSG24333.1.p1	AMPFI_02217
OG0007719	OFUSG16153.1.p1	AMPFI_19360
OG0007721	OFUSG06763.1.p1	AMPFI_10872
OG0007723	OFUSG04168.1.p1	AMPFI_08545
OG0007725	OFUSG25697.1.p1	AMPFI_01230, AMPFI_19190, AMPFI_10640
OG0007726	OFUSG13718.2.p1, OFUSG13718.1.p1	AMPFI_18929, AMPFI_22064, AMPFI_19619
OG0007727	OFUSG04739.1.p1	AMPFI_08743, AMPFI_25397
OG0007729	OFUSG11497.1.p1	AMPFI_21591
OG0007730	OFUSG20248.1.p1	AMPFI_10603
OG0007732	OFUSG19296.1.p1	AMPFI_07044
OG0007733	OFUSG05630.1.p1	AMPFI_22944
OG0007734	OFUSG13294.1.p1	AMPFI_02524
OG0007735	OFUSG22506.1.p1, OFUSG22506.2.p1	AMPFI_05439
OG0007736	OFUSG15042.1.p1	AMPFI_05897
OG0007737	OFUSG00096.1.p1, OFUSG00096.3.p1, OFUSG00096.2.p1	AMPFI_23652
OG0007738	OFUSG08886.1.p1	AMPFI_05112
OG0007740	OFUSG09084.1.p1	AMPFI_07084
OG0007741	OFUSG04087.1.p1	AMPFI_13000
OG0007743	OFUSG24314.1.p1	AMPFI_06731
OG0007744	OFUSG07022.1.p1	AMPFI_03246
OG0007745	OFUSG24033.1.p1	AMPFI_22441
OG0007746	OFUSG25087.2.p1, OFUSG25087.1.p1	AMPFI_07253
OG0007747	OFUSG13194.2.p1, OFUSG13194.1.p1	AMPFI_11334, AMPFI_01186
OG0007749	OFUSG06926.1.p1	AMPFI_07238
OG0007750	OFUSG13242.1.p1	AMPFI_25870, AMPFI_01673
OG0007751	OFUSG19113.1.p1	AMPFI_08540
OG0007752	OFUSG14080.1.p1	AMPFI_06021
OG0007753	OFUSG14260.1.p1, OFUSG14259.1.p1	AMPFI_11539
OG0007755	OFUSG07853.1.p1, OFUSG07853.2.p1	AMPFI_10155
OG0007757	OFUSG13397.2.p1, OFUSG13397.1.p1, OFUSG13397.3.p1	AMPFI_16626
OG0007759	OFUSG09907.1.p1	AMPFI_02311
OG0007760	OFUSG13141.1.p1	AMPFI_25779
OG0007763	OFUSG13188.1.p1	AMPFI_20134
OG0007764	OFUSG19990.1.p1, OFUSG19990.3.p1, OFUSG19990.4.p1, OFUSG19990.2.p1	AMPFI_02562, AMPFI_17910
OG0007766	OFUSG10019.2.p1, OFUSG10019.1.p1	AMPFI_07157
OG0007768	OFUSG23414.1.p1	AMPFI_05499
OG0007769	OFUSG10116.1.p1	AMPFI_10842
OG0007770	OFUSG15214.1.p1	AMPFI_04731, AMPFI_01658
OG0007771	OFUSG19373.1.p1	AMPFI_13434
OG0007772	OFUSG14806.1.p1	AMPFI_13415
OG0007773	OFUSG05099.1.p1	AMPFI_08783, AMPFI_16491
OG0007774	OFUSG16284.1.p1	AMPFI_04955
OG0007775	OFUSG15554.1.p1	AMPFI_08695
OG0007776	OFUSG19566.2.p1, OFUSG19566.1.p1	AMPFI_13881
OG0007778	OFUSG20750.1.p1, OFUSG23099.1.p1	AMPFI_03347
OG0007779	OFUSG16301.1.p1	AMPFI_11071
OG0007780	OFUSG11825.1.p1	AMPFI_18660, AMPFI_10711
OG0007781	OFUSG12252.1.p1	AMPFI_14581
OG0007782	OFUSG18608.1.p1	AMPFI_20368
OG0007783	OFUSG18356.1.p1	AMPFI_24128
OG0007785	OFUSG06327.1.p1	AMPFI_05593
OG0007786	OFUSG12053.1.p1	AMPFI_12071, AMPFI_13958
OG0007787	OFUSG25805.3.p1, OFUSG25805.1.p1, OFUSG25805.2.p1	AMPFI_14820
OG0007788	OFUSG15334.1.p1	AMPFI_05676
OG0007789	OFUSG15126.1.p1	AMPFI_25379
OG0007790	OFUSG10920.1.p1	AMPFI_11066
OG0007794	OFUSG22344.1.p1	AMPFI_00708
OG0007796	OFUSG08457.1.p1	AMPFI_09719
OG0007797	OFUSG15128.1.p1	AMPFI_00954
OG0007798	OFUSG09670.1.p1	AMPFI_00648
OG0007799	OFUSG23487.1.p1	AMPFI_03372
OG0007800	OFUSG02294.2.p1, OFUSG02294.1.p1	AMPFI_20741
OG0007802	OFUSG19089.1.p1	AMPFI_13897
OG0007803	OFUSG11295.1.p1	AMPFI_00580
OG0007804	OFUSG26380.1.p1	AMPFI_21881
OG0007805	OFUSG10526.1.p1	AMPFI_13191
OG0007806	OFUSG26321.1.p1	AMPFI_21509
OG0007807	OFUSG21236.2.p1, OFUSG21236.1.p1	AMPFI_10825
OG0007808	OFUSG05690.1.p1	AMPFI_10467
OG0007809	OFUSG00154.1.p1	AMPFI_17330
OG0007810	OFUSG18852.1.p1	AMPFI_24586
OG0007811	OFUSG20077.1.p1	AMPFI_20786
OG0007812	OFUSG21342.1.p1	AMPFI_15940
OG0007813	OFUSG25358.1.p1	AMPFI_06503
OG0007814	OFUSG10053.1.p1	AMPFI_21682
OG0007815	OFUSG17142.1.p1	AMPFI_16694
OG0007816	OFUSG17687.1.p1	AMPFI_01105
OG0007817	OFUSG12137.1.p1	AMPFI_01479
OG0007820	OFUSG15238.1.p1	AMPFI_03274
OG0007823	OFUSG18984.1.p1	AMPFI_06421
OG0007824	OFUSG13800.1.p1	AMPFI_24919, AMPFI_07887
OG0007825	OFUSG04410.1.p1	AMPFI_08757
OG0007826	OFUSG22681.1.p1	AMPFI_09183
OG0007829	OFUSG21398.1.p1	AMPFI_11802
OG0007830	OFUSG03916.1.p1	AMPFI_11813
OG0007831	OFUSG19212.1.p1	AMPFI_12005
OG0007832	OFUSG12592.1.p1	AMPFI_13134
OG0007833	OFUSG22278.2.p1, OFUSG22278.1.p1	AMPFI_13656
OG0007834	OFUSG05546.1.p1	AMPFI_14388
OG0007835	OFUSG17500.1.p1	AMPFI_15066, AMPFI_24749
OG0007836	OFUSG17797.1.p1	AMPFI_15344
OG0007837	OFUSG02641.1.p1, OFUSG02641.2.p1	AMPFI_15892
OG0007838	OFUSG23633.1.p1	AMPFI_16450
OG0007840	OFUSG12949.1.p1	AMPFI_18333
OG0007841	OFUSG18201.1.p1	AMPFI_19038
OG0007842	OFUSG20821.1.p1	AMPFI_19465
OG0007843	OFUSG02689.1.p1	AMPFI_20098
OG0007845	OFUSG11939.1.p1	AMPFI_21127
OG0007847	OFUSG07414.1.p1	AMPFI_21199
OG0007848	OFUSG00458.1.p1	AMPFI_22258
OG0007849	OFUSG25057.1.p1, OFUSG25057.2.p1	AMPFI_24145
OG0007907	OFUSG24344.1.p1	AMPFI_11844
OG0007908	OFUSG23097.1.p1	AMPFI_17617, AMPFI_12926
OG0007911	OFUSG10845.1.p1	AMPFI_23439
OG0007912	OFUSG24170.5.p1, OFUSG24170.4.p1, OFUSG24170.3.p1, OFUSG24170.1.p1, OFUSG24170.2.p1	AMPFI_00326
OG0007913	OFUSG08874.1.p1	AMPFI_10987
OG0007915	OFUSG13452.1.p1	AMPFI_07670
OG0007916	OFUSG01725.1.p1	AMPFI_22419
OG0007921	OFUSG08790.1.p1	AMPFI_09277
OG0007924	OFUSG03613.1.p1	AMPFI_06626
OG0007926	OFUSG09991.1.p1	AMPFI_09453
OG0007927	OFUSG06063.1.p1	AMPFI_05683
OG0007928	OFUSG06656.2.p1, OFUSG06656.1.p1	AMPFI_05030
OG0007929	OFUSG22970.1.p1	AMPFI_03741
OG0007930	OFUSG11751.1.p1, OFUSG20599.1.p1	AMPFI_24374
OG0007932	OFUSG12916.1.p1	AMPFI_07321
OG0007933	OFUSG00544.1.p1	AMPFI_24490
OG0007934	OFUSG17387.1.p1	AMPFI_21398
OG0007935	OFUSG01074.1.p1	AMPFI_04765
OG0007936	OFUSG21009.1.p1	AMPFI_23955
OG0007937	OFUSG11802.1.p1	AMPFI_08375
OG0007938	OFUSG05621.1.p1	AMPFI_06474
OG0007939	OFUSG06120.2.p1, OFUSG06120.1.p1	AMPFI_10142
OG0007941	OFUSG13492.1.p1	AMPFI_15168
OG0007943	OFUSG00522.1.p1	AMPFI_06228
OG0007944	OFUSG03153.1.p1	AMPFI_05040
OG0007945	OFUSG25427.1.p1	AMPFI_02357, AMPFI_00719
OG0007946	OFUSG08410.1.p1	AMPFI_05034
OG0007947	OFUSG17878.1.p1	AMPFI_18057
OG0007948	OFUSG22612.1.p1	AMPFI_10334
OG0007951	OFUSG05438.1.p1	AMPFI_03195
OG0007952	OFUSG15821.1.p1	AMPFI_10147
OG0007953	OFUSG02876.1.p1	AMPFI_05678
OG0007954	OFUSG00841.2.p1, OFUSG00841.1.p1	AMPFI_05069
OG0007955	OFUSG11680.1.p1	AMPFI_16512
OG0007957	OFUSG17042.1.p1	AMPFI_14623
OG0007959	OFUSG17298.1.p1	AMPFI_21334
OG0007960	OFUSG00808.1.p1	AMPFI_03321
OG0007962	OFUSG02608.1.p1	AMPFI_12638
OG0007963	OFUSG16928.1.p1	AMPFI_01214
OG0007964	OFUSG10554.1.p1	AMPFI_21832
OG0007965	OFUSG07497.1.p1	AMPFI_07808
OG0007966	OFUSG04273.1.p1	AMPFI_23170
OG0007968	OFUSG07892.1.p1	AMPFI_11132
OG0007969	OFUSG21474.1.p1	AMPFI_01771
OG0007971	OFUSG13159.1.p1	AMPFI_18074
OG0007972	OFUSG05104.1.p1	AMPFI_12030
OG0007973	OFUSG18662.1.p1	AMPFI_05823
OG0007974	OFUSG24934.1.p1	AMPFI_09698
OG0007976	OFUSG11047.1.p1	AMPFI_06391
OG0007977	OFUSG10084.1.p1	AMPFI_15112
OG0007979	OFUSG02899.1.p1	AMPFI_14503
OG0007980	OFUSG11702.1.p1	AMPFI_19722
OG0007981	OFUSG25033.1.p1	AMPFI_11722
OG0007982	OFUSG13066.1.p1, OFUSG13066.3.p1, OFUSG13066.2.p1	AMPFI_22593, AMPFI_10432
OG0007983	OFUSG12564.1.p1	AMPFI_09943
OG0007984	OFUSG09870.1.p1	AMPFI_23898
OG0007985	OFUSG16831.1.p1	AMPFI_12399, AMPFI_04135
OG0007986	OFUSG09300.1.p1	AMPFI_01538
OG0007987	OFUSG24174.1.p1	AMPFI_23046
OG0007988	OFUSG05086.1.p1	AMPFI_17953
OG0007990	OFUSG20268.1.p1	AMPFI_22745
OG0007991	OFUSG11336.1.p1	AMPFI_20013, AMPFI_16707
OG0007992	OFUSG08507.1.p1, OFUSG08507.3.p1, OFUSG08507.2.p1	AMPFI_25247
OG0007993	OFUSG12464.1.p1	AMPFI_02776
OG0007994	OFUSG00061.1.p1	AMPFI_21393
OG0007996	OFUSG25545.1.p1	AMPFI_05966
OG0007997	OFUSG14866.1.p1	AMPFI_09115
OG0007998	OFUSG04732.1.p1	AMPFI_17357
OG0007999	OFUSG16655.1.p1	AMPFI_01805
OG0008000	OFUSG17338.1.p1	AMPFI_09007
OG0008001	OFUSG10860.1.p1	AMPFI_25367
OG0008002	OFUSG21031.1.p1	AMPFI_21689
OG0008003	OFUSG16902.1.p1	AMPFI_05104
OG0008004	OFUSG04859.1.p1	AMPFI_10822
OG0008006	OFUSG13906.1.p1	AMPFI_16469
OG0008007	OFUSG12740.2.p1, OFUSG12740.1.p1	AMPFI_13139
OG0008008	OFUSG08327.1.p1	AMPFI_25912
OG0008009	OFUSG03862.1.p1	AMPFI_08348
OG0008011	OFUSG11017.1.p1	AMPFI_18612
OG0008012	OFUSG06735.1.p1	AMPFI_12612
OG0008013	OFUSG24335.1.p1	AMPFI_03278
OG0008016	OFUSG08993.1.p1	AMPFI_15729
OG0008017	OFUSG10257.1.p1	AMPFI_09425
OG0008018	OFUSG05742.1.p1	AMPFI_11292
OG0008019	OFUSG21945.1.p1	AMPFI_13609
OG0008020	OFUSG25021.1.p1	AMPFI_14461
OG0008022	OFUSG02172.1.p1	AMPFI_09081
OG0008023	OFUSG12743.1.p1	AMPFI_00998, AMPFI_22775
OG0008024	OFUSG06689.1.p1	AMPFI_02715
OG0008025	OFUSG08950.1.p1	AMPFI_23825
OG0008026	OFUSG12827.2.p1, OFUSG12827.1.p1	AMPFI_00429
OG0008027	OFUSG11871.1.p1	AMPFI_01486
OG0008028	OFUSG15376.1.p1	AMPFI_11787
OG0008029	OFUSG23880.1.p1	AMPFI_03797
OG0008030	OFUSG14835.1.p1	AMPFI_23756
OG0008031	OFUSG02167.1.p1	AMPFI_08965
OG0008033	OFUSG06086.1.p1	AMPFI_21680
OG0008036	OFUSG10797.1.p1	AMPFI_05655
OG0008037	OFUSG09719.1.p1	AMPFI_10779
OG0008038	OFUSG19938.1.p1	AMPFI_12972
OG0008039	OFUSG24199.1.p1	AMPFI_12471
OG0008040	OFUSG00411.1.p1	AMPFI_13459
OG0008041	OFUSG18812.1.p1	AMPFI_09625
OG0008043	OFUSG03226.1.p1	AMPFI_04310, AMPFI_01067
OG0008044	OFUSG20351.1.p1	AMPFI_00182
OG0008047	OFUSG23641.1.p1	AMPFI_19293
OG0008048	OFUSG04949.1.p1	AMPFI_06090
OG0008049	OFUSG24140.1.p1	AMPFI_09649
OG0008051	OFUSG17855.1.p1	AMPFI_16348
OG0008052	OFUSG21851.1.p1	AMPFI_13973
OG0008053	OFUSG07380.1.p1	AMPFI_10245
OG0008054	OFUSG15807.1.p1	AMPFI_16895
OG0008056	OFUSG12830.1.p1	AMPFI_08430
OG0008057	OFUSG16700.1.p1	AMPFI_14790
OG0008059	OFUSG15154.1.p1	AMPFI_15349
OG0008060	OFUSG00466.1.p1	AMPFI_03925
OG0008062	OFUSG26406.2.p1, OFUSG26406.1.p1, OFUSG26409.1.p1	AMPFI_19832
OG0008063	OFUSG08002.1.p1	AMPFI_00572
OG0008064	OFUSG05201.1.p1	AMPFI_23088, AMPFI_19393
OG0008064	OFUSG12161.1.p1	AMPFI_22991
OG0008065	OFUSG07149.1.p1	AMPFI_12989
OG0008066	OFUSG09507.1.p1	AMPFI_15863
OG0008067	OFUSG23698.1.p1	AMPFI_08934
OG0008068	OFUSG03211.1.p1	AMPFI_24343
OG0008069	OFUSG21110.1.p1	AMPFI_22884
OG0008071	OFUSG23439.1.p1	AMPFI_09114
OG0008073	OFUSG07310.1.p1	AMPFI_05875
OG0008075	OFUSG03661.1.p1	AMPFI_18963
OG0008076	OFUSG16290.1.p1	AMPFI_25537
OG0008077	OFUSG12356.1.p1	AMPFI_16858
OG0008078	OFUSG25752.1.p1, OFUSG25032.1.p1, OFUSG25032.2.p1	AMPFI_03483
OG0008079	OFUSG21485.1.p1	AMPFI_23704
OG0008080	OFUSG00053.1.p1	AMPFI_03395
OG0008081	OFUSG20771.1.p1	AMPFI_08017
OG0008082	OFUSG13504.2.p1, OFUSG13504.1.p1	AMPFI_06725
OG0008083	OFUSG17972.1.p1	AMPFI_18304
OG0008084	OFUSG12398.1.p1	AMPFI_16208
OG0008085	OFUSG06913.1.p1	AMPFI_01438
OG0008087	OFUSG26337.1.p1	AMPFI_07407
OG0008088	OFUSG11489.1.p1	AMPFI_05351
OG0008089	OFUSG18780.1.p1	AMPFI_12190, AMPFI_00773
OG0008090	OFUSG19720.1.p1, OFUSG09467.1.p1, OFUSG09467.2.p1	AMPFI_25052
OG0008091	OFUSG24010.1.p1	AMPFI_07279
OG0008092	OFUSG07718.1.p1	AMPFI_12661
OG0008093	OFUSG10745.1.p1, OFUSG06672.1.p1	AMPFI_00760
OG0008094	OFUSG05483.1.p1	AMPFI_01509
OG0008096	OFUSG00140.1.p1	AMPFI_22386, AMPFI_14764, AMPFI_15639, AMPFI_19429, AMPFI_02002, AMPFI_11012, AMPFI_14016
OG0008097	OFUSG24891.1.p1, OFUSG20699.1.p1	AMPFI_02853, AMPFI_22296
OG0008098	OFUSG25108.1.p1	AMPFI_03002
OG0008099	OFUSG17705.2.p1, OFUSG17705.1.p1	AMPFI_03591
OG0008100	OFUSG01562.1.p1	AMPFI_06853
OG0008101	OFUSG26244.1.p1, OFUSG02662.1.p1, OFUSG02202.1.p1, OFUSG04499.1.p1, OFUSG08368.1.p1	AMPFI_07301
OG0008102	OFUSG06272.1.p1	AMPFI_07411
OG0008103	OFUSG12555.1.p1	AMPFI_07817
OG0008104	OFUSG19032.1.p1	AMPFI_08107
OG0008105	OFUSG12576.1.p1	AMPFI_09929
OG0008107	OFUSG04089.1.p1	AMPFI_11086
OG0008108	OFUSG04761.1.p1	AMPFI_11284
OG0008109	OFUSG15368.1.p1	AMPFI_11697
OG0008111	OFUSG09040.1.p1	AMPFI_14617
OG0008112	OFUSG11684.1.p1	AMPFI_14723
OG0008113	OFUSG04242.1.p1	AMPFI_14844
OG0008115	OFUSG11236.1.p1	AMPFI_16460
OG0008117	OFUSG07978.1.p1	AMPFI_17449
OG0008119	OFUSG22463.1.p1	AMPFI_18841
OG0008120	OFUSG00079.1.p1	AMPFI_19253
OG0008122	OFUSG10913.3.p1, OFUSG10913.4.p1, OFUSG10913.2.p1, OFUSG10913.1.p1	AMPFI_19895
OG0008123	OFUSG11243.1.p1	AMPFI_20399
OG0008124	OFUSG07399.1.p1, OFUSG07398.1.p1, OFUSG25118.1.p1, OFUSG22332.1.p1, OFUSG07400.1.p1, OFUSG01212.1.p1, OFUSG01214.1.p1, OFUSG19851.1.p1, OFUSG07402.1.p1	AMPFI_22339
OG0008125	OFUSG16587.1.p1	AMPFI_23204
OG0008126	OFUSG09108.1.p1	AMPFI_23220
OG0008196	OFUSG09768.1.p1	AMPFI_11912
OG0008198	OFUSG23150.1.p1, OFUSG23085.1.p1	AMPFI_13301
OG0008199	OFUSG02684.1.p1	AMPFI_16813
OG0008201	OFUSG06477.1.p1	AMPFI_07031
OG0008202	OFUSG01243.1.p1	AMPFI_10244
OG0008203	OFUSG18312.1.p1	AMPFI_18647
OG0008204	OFUSG22975.1.p1	AMPFI_05833
OG0008205	OFUSG07068.1.p1	AMPFI_14335
OG0008206	OFUSG08205.1.p1	AMPFI_14174
OG0008211	OFUSG08466.2.p1, OFUSG08466.1.p1	AMPFI_07315
OG0008212	OFUSG12733.1.p1	AMPFI_19889
OG0008213	OFUSG01815.1.p1	AMPFI_08549
OG0008214	OFUSG12655.1.p1	AMPFI_22755
OG0008216	OFUSG12125.1.p1, OFUSG17191.1.p1	AMPFI_11177
OG0008217	OFUSG10908.1.p1	AMPFI_22193
OG0008218	OFUSG10017.1.p1	AMPFI_12318
OG0008219	OFUSG10555.1.p1	AMPFI_07239, AMPFI_11495
OG0008220	OFUSG11032.1.p1	AMPFI_22814
OG0008221	OFUSG22813.1.p1	AMPFI_23513
OG0008222	OFUSG19358.1.p1	AMPFI_20984, AMPFI_17463
OG0008223	OFUSG14008.1.p1, OFUSG02822.1.p1	AMPFI_07844
OG0008224	OFUSG20468.1.p1	AMPFI_07716
OG0008225	OFUSG03680.1.p1	AMPFI_21476
OG0008227	OFUSG08560.1.p1	AMPFI_07029
OG0008228	OFUSG06885.1.p1	AMPFI_10122
OG0008230	OFUSG22790.1.p1	AMPFI_05521
OG0008231	OFUSG06642.4.p1, OFUSG06642.2.p1, OFUSG06642.1.p1, OFUSG06642.5.p1, OFUSG06642.3.p1	AMPFI_05547
OG0008232	OFUSG01401.1.p1	AMPFI_23612
OG0008234	OFUSG10395.1.p1	AMPFI_06611
OG0008235	OFUSG23626.1.p1	AMPFI_18455
OG0008237	OFUSG04433.1.p1	AMPFI_23396
OG0008238	OFUSG04754.1.p1	AMPFI_11368
OG0008239	OFUSG10345.1.p1	AMPFI_04110
OG0008241	OFUSG05556.2.p1, OFUSG05556.1.p1	AMPFI_09428
OG0008242	OFUSG02209.1.p1	AMPFI_04282
OG0008243	OFUSG01081.1.p1	AMPFI_12012
OG0008244	OFUSG17823.1.p1	AMPFI_24527
OG0008245	OFUSG14937.1.p1	AMPFI_08268
OG0008246	OFUSG24570.1.p1	AMPFI_11645
OG0008247	OFUSG24142.1.p1, OFUSG24142.2.p1	AMPFI_24048
OG0008248	OFUSG19184.1.p1	AMPFI_19513
OG0008249	OFUSG13252.1.p1	AMPFI_08214
OG0008250	OFUSG08787.1.p1	AMPFI_12283
OG0008251	OFUSG04432.1.p1	AMPFI_19583
OG0008252	OFUSG09417.1.p1	AMPFI_14543
OG0008253	OFUSG18707.1.p1	AMPFI_06261
OG0008254	OFUSG09022.1.p1	AMPFI_02591
OG0008256	OFUSG06863.1.p1	AMPFI_23356
OG0008258	OFUSG16139.1.p1	AMPFI_15951
OG0008259	OFUSG21447.1.p1	AMPFI_05338
OG0008260	OFUSG04814.1.p1	AMPFI_21089
OG0008261	OFUSG02443.1.p1	AMPFI_14114
OG0008262	OFUSG08348.1.p1	AMPFI_12856, AMPFI_21752
OG0008263	OFUSG11752.1.p1	AMPFI_07599
OG0008265	OFUSG18771.1.p1	AMPFI_06479
OG0008266	OFUSG04753.1.p1	AMPFI_06495
OG0008267	OFUSG05618.1.p1	AMPFI_06823
OG0008268	OFUSG12661.1.p1	AMPFI_08036
