Orthogroup	MOUSE	Other
OG0006955	MOUSE35291, MOUSE35293	AENJA_09421
OG0006955	MOUSE35291, MOUSE35293	SCHMD01359
OG0007038	MOUSE31028	AENJA_16109
OG0007038	MOUSE31028	APOSJ_15892, APOSJ_15900, APOSJ_15890, APOSJ_59407
OG0007038	MOUSE31028	APOSC_21427
OG0007038	MOUSE31028	HELIO_07154
OG0007038	MOUSE31028	STRPU_23533
OG0007038	MOUSE31028	BRALA17300
OG0007038	MOUSE31028	bflo_11762, bflo_11636
OG0007038	MOUSE31028	TCONS_00048491.p1
OG0007038	MOUSE31028	SACKO_13342
OG0007038	MOUSE31028	OFUSG18813.1.p1
OG0007038	MOUSE31028	AMPFI_15334
OG0007040	MOUSE53846, MOUSE53847	APOSC_28613
OG0007090	MOUSE31320	APOSJ_64568, APOSJ_64569, APOSJ_64567
OG0007090	MOUSE31320	APOSC_18836
OG0007090	MOUSE31320	HELIO_02778
OG0007090	MOUSE31320	STRPU_19228
OG0007090	MOUSE31320	LYTVA_07259
OG0007090	MOUSE31320	AMPFI_05362
OG0007090	MOUSE31320	SCHMD24995
OG0007095	MOUSE42126, MOUSE42125	APOSC_23242
OG0007128	MOUSE19637	APOSC_00622
OG0007188	MOUSE26114, MOUSE26113, MOUSE26115	bflo_00784
OG0007188	MOUSE26114, MOUSE26113, MOUSE26115	STRPU_13438
OG0007188	MOUSE26114, MOUSE26113, MOUSE26115	HELIO_00663
OG0007188	MOUSE26114, MOUSE26113, MOUSE26115	OFUSG16212.1.p1
OG0007188	MOUSE26114, MOUSE26113, MOUSE26115	LYTVA_19548
OG0007188	MOUSE26114, MOUSE26113, MOUSE26115	BRALA17130
OG0007296	MOUSE49539	AENJA_04461
OG0007296	MOUSE49539	HELIO_03612
OG0007296	MOUSE49539	LYTVA_20748, LYTVA_17621
OG0007296	MOUSE49539	STRPU_12923
OG0007296	MOUSE49539	APOSC_15801
OG0007296	MOUSE49539	APOSJ_03010, APOSJ_03009, APOSJ_03012, APOSJ_03011
OG0007296	MOUSE49539	CAEEL07895
OG0007296	MOUSE49539	AMPFI_21978, AMPFI_15132
OG0007308	MOUSE11378	DANRE14313
OG0007308	MOUSE11378	DANRE14313
OG0007308	MOUSE11378	AENJA_05754
OG0007308	MOUSE11378	LYTVA_10193
OG0007328	MOUSE46798	AMPFI_20228, AMPFI_02514
OG0007389	MOUSE25933, MOUSE25934	LYTVA_13623
OG0007405	MOUSE14443	bflo_20962
OG0007405	MOUSE14443	TCONS_00006553.p1
OG0007405	MOUSE14443	SACKO_04392
OG0007405	MOUSE14443	APOSJ_42742
OG0007405	MOUSE14443	APOSC_09312
OG0007405	MOUSE14443	AMPFI_04156
OG0007405	MOUSE14443	LYTVA_23328
OG0007405	MOUSE14443	STRPU_15404
OG0007405	MOUSE14443	HELIO_03624
OG0007405	MOUSE14443	AENJA_15366
OG0007405	MOUSE14443	BRALA33876
OG0007405	MOUSE14443	SCHMD18973, SCHMD27327
OG0007438	MOUSE25113, MOUSE25112	LYTVA_04235
OG0007453	MOUSE46202, MOUSE46201	HELIO_07039
OG0007495	MOUSE01208	APOSC_05318
OG0007609	MOUSE37742, MOUSE37741	LYTVA_26890
OG0007609	MOUSE37743	DANRE39845
OG0007609	MOUSE37743	ASTMX13434
OG0007609	MOUSE37743	CAEEL18836
OG0007609	MOUSE37743	LYTVA_26890
OG0007609	MOUSE37743	LYTVA_26890
OG0007664	MOUSE44792	DROME16279
OG0007664	MOUSE44792	CAEEL02497
OG0007664	MOUSE44792	NEMVE09875
OG0007664	MOUSE44792	SCHMD02397, SCHMD03687
OG0007668	MOUSE37881, MOUSE37882, MOUSE37883	APOSJ_64552, APOSJ_50490
OG0007706	MOUSE45991, MOUSE45989	APOSC_22591
OG0007823	MOUSE20989	APOSC_12438
OG0008011	MOUSE52843	AMPFI_18612
OG0008011	MOUSE52843	TCONS_00049252.p1
OG0008011	MOUSE52843	SACKO_30693
OG0008011	MOUSE52843	STRPU_23173
OG0008011	MOUSE52843	HELIO_10599
OG0008011	MOUSE52843	APOSJ_62787
OG0008011	MOUSE52843	APOSC_14830
OG0008011	MOUSE52843	AENJA_13712
OG0008011	MOUSE52843	LYTVA_19057, LYTVA_12800
OG0008108	MOUSE49141	SACKO_04879
OG0008108	MOUSE49141	TCONS_00020693.p1, TCONS_00014257.p1
OG0008108	MOUSE49141	APOSJ_46545
OG0008108	MOUSE49141	APOSC_17504
OG0008108	MOUSE49141	HELIO_11492
OG0008108	MOUSE49141	LYTVA_26623
OG0008108	MOUSE49141	STRPU_26222
OG0008108	MOUSE49141	AMPFI_11284
OG0008108	MOUSE49141	OFUSG04761.1.p1
OG0008108	MOUSE49141	DROME01195, DROME01194
OG0008108	MOUSE49141	HUMAN14058
OG0008108	MOUSE49141	HUMAN14058
OG0008108	MOUSE49141	SCHMD04631
OG0008108	MOUSE49141	CAEEL00549
OG0008216	MOUSE07747, MOUSE07748	HELIO_10403
OG0008217	MOUSE14169	LYTVA_26320
OG0008264	MOUSE19474, MOUSE19475	APOSC_16007
OG0008334	MOUSE26076, MOUSE26075	TCONS_00016116.p1
OG0008348	MOUSE27879	TCONS_00014673.p1
OG0008380	MOUSE49927	AMPFI_19814
OG0008575	MOUSE42013	APOSC_27790
OG0008575	MOUSE42013	APOSJ_14684, APOSJ_44275
OG0008575	MOUSE42013	AMPFI_00619, AMPFI_15336
OG0008575	MOUSE42013	STRPU_12684
OG0008575	MOUSE42013	HELIO_12752
OG0008575	MOUSE42013	LYTVA_23380
OG0008575	MOUSE42013	AENJA_11846
OG0008576	MOUSE46861, MOUSE46862	BRALA11513
OG0008619	MOUSE08137	BRALA23442
OG0008619	MOUSE08137	bflo_20672
OG0008619	MOUSE08137	AENJA_19147
OG0008619	MOUSE08137	AMPFI_00966, AMPFI_10588
OG0008619	MOUSE08137	APOSC_11304
OG0008619	MOUSE08137	APOSJ_32213, APOSJ_32214, APOSJ_56701, APOSJ_32215
OG0008619	MOUSE08137	HELIO_03456
OG0008619	MOUSE08137	STRPU_20986
OG0008619	MOUSE08137	LYTVA_30210
OG0008656	MOUSE18782, MOUSE18783	APOSC_06708
OG0008693	MOUSE06192	LYTVA_01451, LYTVA_11823
OG0008698	MOUSE34371	HELIO_01424
OG0008698	MOUSE34371	LYTVA_08540
OG0008698	MOUSE34371	APOSJ_35074, APOSJ_35073
OG0008698	MOUSE34371	APOSC_27266
OG0008822	MOUSE15159, MOUSE15158	APOSC_17501
OG0008901	MOUSE24830	LYTVA_29889
OG0008901	MOUSE24830	STRPU_23945
OG0008901	MOUSE24830	AENJA_26637
OG0008901	MOUSE24830	AMPFI_03752
OG0008901	MOUSE24830	APOSJ_57335, APOSJ_57336
